protein_id,path_id,main,sub,path,ecpath,Category,Membrane transport
WP_014949623.1,K11179,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K11179  tusE, dsrC; tRNA 2-thiouridine synthesizing protein E [EC:2.8.1.-]",Genetic Info,
WP_014949631.1,K06199,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K06199  crcB, FEX; fluoride exporter",Membrane transport,Membrane transport
WP_014949635.1,K03719,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K03719  lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",Genetic Info,
WP_014949635.1,K03719,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],"K03719  lrp; Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein",Genetic Info,
WP_014949638.1,K19804,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99986 Glycan metabolism,K19804  lapB; lipopolysaccharide assembly protein B,Energy/Carbohydrate/Glycan,
WP_014949641.1,K05788,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],"K05788  ihfB, himD; integration host factor subunit beta",Genetic Info,
WP_014949641.1,K05788,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],"K05788  ihfB, himD; integration host factor subunit beta",Genetic Info,
WP_014949641.1,K05788,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],"K05788  ihfB, himD; integration host factor subunit beta",Genetic Info,
WP_014949642.1,K02945,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02945  RP-S1, rpsA; small subunit ribosomal protein S1",Genetic Info,
WP_014949642.1,K02945,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02945  RP-S1, rpsA; small subunit ribosomal protein S1",Genetic Info,
WP_014949645.1,K00831,09100 Metabolism,09102 Energy metabolism,00680 Methane metabolism [PATH:ko00680],"K00831  serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]",Energy/Carbohydrate/Glycan,
WP_014949645.1,K00831,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K00831  serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]",AA/Nucleotide,
WP_014949645.1,K00831,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],"K00831  serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]",AA/Nucleotide,
WP_014949645.1,K00831,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00750 Vitamin B6 metabolism [PATH:ko00750],"K00831  serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]",Metabolism,
WP_014949645.1,K00831,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],"K00831  serC, PSAT1; phosphoserine aminotransferase [EC:2.6.1.52]",AA/Nucleotide,
WP_014949647.1,K00568,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K00568  ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64],Metabolism,
WP_014949648.1,K00525,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K00525  E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]",AA/Nucleotide,
WP_014949648.1,K00525,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],"K00525  E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]",AA/Nucleotide,
WP_014949648.1,K00525,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],"K00525  E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]",Genetic Info,
WP_014949649.1,K00526,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K00526  E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]",AA/Nucleotide,
WP_014949649.1,K00526,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],"K00526  E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]",AA/Nucleotide,
WP_014949649.1,K00526,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],"K00526  E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]",Genetic Info,
WP_014949658.1,K01923,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K01923  purC; phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6],AA/Nucleotide,
WP_014949662.1,K03564,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K03564  BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]",Metabolism,
WP_014949679.1,K15257,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K15257  cmoB; tRNA (mo5U34)-methyltransferase [EC:2.1.1.-],Genetic Info,
WP_014949682.1,K13693,09180 Brite Hierarchies,09181 Protein families: metabolism,01003 Glycosyltransferases [BR:ko01003],K13693  gpgS; glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266],Metabolism,
WP_014949715.1,K00432,09100 Metabolism,09103 Lipid metabolism,00590 Arachidonic acid metabolism [PATH:ko00590],"K00432  gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]",Metabolism,
WP_014949715.1,K00432,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],"K00432  gpx, btuE, bsaA; glutathione peroxidase [EC:1.11.1.9]",AA/Nucleotide,
WP_014949721.1,K00813,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]",K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],AA/Nucleotide,
WP_014949721.1,K00813,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],AA/Nucleotide,
WP_014949721.1,K00813,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],AA/Nucleotide,
WP_014949721.1,K00813,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],AA/Nucleotide,
WP_014949721.1,K00813,09100 Metabolism,09105 Amino acid metabolism,00350 Tyrosine metabolism [PATH:ko00350],K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],AA/Nucleotide,
WP_014949721.1,K00813,09100 Metabolism,09105 Amino acid metabolism,00360 Phenylalanine metabolism [PATH:ko00360],K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],AA/Nucleotide,
WP_014949721.1,K00813,09100 Metabolism,09105 Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]",K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],AA/Nucleotide,
WP_014949721.1,K00813,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00950 Isoquinoline alkaloid biosynthesis [PATH:ko00950],K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],Metabolism,
WP_014949721.1,K00813,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,"00960 Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]",K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],Metabolism,
WP_014949721.1,K00813,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00401 Novobiocin biosynthesis [PATH:ko00401],K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],Metabolism,
WP_014949721.1,K00813,09180 Brite Hierarchies,09181 Protein families: metabolism,01007 Amino acid related enzymes [BR:ko01007],K00813  aspC; aspartate aminotransferase [EC:2.6.1.1],AA/Nucleotide,
WP_014949724.1,K09768,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09768  K09768; uncharacterized protein,Uncharacterized,
WP_014949739.1,K03839,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99982 Energy metabolism,"K03839  fldA, nifF, isiB; flavodoxin I",Energy/Carbohydrate/Glycan,
WP_014949741.1,K03711,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K03711  fur, zur, furB; Fur family transcriptional regulator, ferric uptake regulator",Genetic Info,
WP_014949747.1,K07397,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K07397  yhfA; putative redox protein,Genetic Info,
WP_014949755.1,K17247,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99975 Protein processing,K17247  msrQ; methionine sulfoxide reductase heme-binding subunit,Genetic Info,
WP_014949762.1,K00249,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ko00071],"K00249  ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]",Metabolism,
WP_014949762.1,K00249,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]","K00249  ACADM, acd; acyl-CoA dehydrogenase [EC:1.3.8.7]",AA/Nucleotide,
WP_014949772.1,K03635,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],"K03635  MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]",Metabolism,
WP_014949772.1,K03635,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ko04122],"K03635  MOCS2B, moaE; molybdopterin synthase catalytic subunit [EC:2.8.1.12]",Genetic Info,
WP_014949774.1,K03637,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],"K03637  moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]",Metabolism,
WP_014949774.1,K03637,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ko04122],"K03637  moaC, CNX3; cyclic pyranopterin monophosphate synthase [EC:4.6.1.17]",Genetic Info,
WP_014949775.1,K03638,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K03638  moaB; molybdopterin adenylyltransferase [EC:2.7.7.75],Metabolism,
WP_014949775.1,K03638,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04122 Sulfur relay system [PATH:ko04122],K03638  moaB; molybdopterin adenylyltransferase [EC:2.7.7.75],Genetic Info,
WP_014949790.1,K00549,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],K00549  metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],AA/Nucleotide,
WP_014949790.1,K00549,09100 Metabolism,09106 Metabolism of other amino acids,00450 Selenocompound metabolism [PATH:ko00450],K00549  metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14],AA/Nucleotide,
WP_014949793.1,K11939,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K11939  rhtA; inner membrane transporter RhtA,Membrane transport,Membrane transport
WP_014949806.1,K01897,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Metabolism,
WP_014949806.1,K01897,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ko00071],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Metabolism,
WP_014949806.1,K01897,09140 Cellular Processes,09141 Transport and catabolism,04146 Peroxisome [PATH:ko04146],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Env. Info/Cellular Process,
WP_014949806.1,K01897,09140 Cellular Processes,09143 Cell growth and death,04216 Ferroptosis [PATH:ko04216],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Env. Info/Cellular Process,
WP_014949806.1,K01897,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Env. Info/Cellular Process,
WP_014949806.1,K01897,09180 Brite Hierarchies,09181 Protein families: metabolism,01004 Lipid biosynthesis proteins [BR:ko01004],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Metabolism,
WP_014949806.1,K01897,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Env. Info/Cellular Process,
WP_014949836.1,K09916,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09916  K09916; uncharacterized protein,Uncharacterized,
WP_014949838.1,K03310,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99977 Transport,"K03310  TC.AGCS; alanine or glycine:cation symporter, AGCS family",Membrane transport,Membrane transport
WP_014949840.1,K00134,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]",Energy/Carbohydrate/Glycan,
WP_014949840.1,K00134,09100 Metabolism,09102 Energy metabolism,00710 Carbon fixation in photosynthetic organisms [PATH:ko00710],"K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]",Photosynthesis/Carbon fixation,
WP_014949840.1,K00134,09130 Environmental Information Processing,09132 Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066],"K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]",Env. Info/Cellular Process,
WP_014949840.1,K00134,09180 Brite Hierarchies,09182 Protein families: genetic information processing,04131 Membrane trafficking [BR:ko04131],"K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]",Genetic Info,
WP_014949840.1,K00134,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K00134  GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12]",Env. Info/Cellular Process,
WP_014949842.1,K07305,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K07305  msrB; peptide-methionine (R)-S-oxide reductase [EC:1.8.4.12],Metabolism,
WP_014949849.1,K01625,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],K01625  eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],Energy/Carbohydrate/Glycan,
WP_014949849.1,K01625,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],K01625  eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42],Energy/Carbohydrate/Glycan,
WP_014949850.1,K00845,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],K00845  glk; glucokinase [EC:2.7.1.2],Energy/Carbohydrate/Glycan,
WP_014949850.1,K00845,09100 Metabolism,09101 Carbohydrate metabolism,00052 Galactose metabolism [PATH:ko00052],K00845  glk; glucokinase [EC:2.7.1.2],Energy/Carbohydrate/Glycan,
WP_014949850.1,K00845,09100 Metabolism,09101 Carbohydrate metabolism,00500 Starch and sucrose metabolism [PATH:ko00500],K00845  glk; glucokinase [EC:2.7.1.2],Energy/Carbohydrate/Glycan,
WP_014949850.1,K00845,09100 Metabolism,09101 Carbohydrate metabolism,00520 Amino sugar and nucleotide sugar metabolism [PATH:ko00520],K00845  glk; glucokinase [EC:2.7.1.2],Energy/Carbohydrate/Glycan,
WP_014949850.1,K00845,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00521 Streptomycin biosynthesis [PATH:ko00521],K00845  glk; glucokinase [EC:2.7.1.2],Metabolism,
WP_014949850.1,K00845,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,"00524 Neomycin, kanamycin and gentamicin biosynthesis [PATH:ko00524]",K00845  glk; glucokinase [EC:2.7.1.2],Metabolism,
WP_014949851.1,K01690,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],K01690  edd; phosphogluconate dehydratase [EC:4.2.1.12],Energy/Carbohydrate/Glycan,
WP_014949853.1,K00036,09100 Metabolism,09101 Carbohydrate metabolism,00030 Pentose phosphate pathway [PATH:ko00030],"K00036  G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]",Energy/Carbohydrate/Glycan,
WP_014949853.1,K00036,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],"K00036  G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]",AA/Nucleotide,
WP_014949853.1,K00036,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K00036  G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]",Env. Info/Cellular Process,
WP_014949854.1,K19337,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K19337  hexR; RpiR family transcriptional regulator, carbohydrate utilization regulator",Genetic Info,
WP_014949855.1,K00873,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]",Energy/Carbohydrate/Glycan,
WP_014949855.1,K00873,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]",Energy/Carbohydrate/Glycan,
WP_014949855.1,K00873,09180 Brite Hierarchies,09182 Protein families: genetic information processing,04131 Membrane trafficking [BR:ko04131],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]",Genetic Info,
WP_014949855.1,K00873,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K00873  PK, pyk; pyruvate kinase [EC:2.7.1.40]",Env. Info/Cellular Process,
WP_014949860.1,K04065,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K04065  osmY; hyperosmotically inducible periplasmic protein,Uncharacterized,
WP_014949864.1,K09190,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09190  K09190; uncharacterized protein,Uncharacterized,
WP_014949874.1,K02529,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K02529  lacI, galR; LacI family transcriptional regulator",Genetic Info,
WP_014949883.1,K15532,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K15532  yteR, yesR; unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]",Metabolism,
WP_014949916.1,K01069,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],"K01069  gloB, gloC, HAGH; hydroxyacylglutathione hydrolase [EC:3.1.2.6]",Energy/Carbohydrate/Glycan,
WP_014949922.1,K03768,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K03768  PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]",Genetic Info,
WP_014949923.1,K03269,09100 Metabolism,09107 Glycan biosynthesis and metabolism,00540 Lipopolysaccharide biosynthesis [PATH:ko00540],"K03269  lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]",Energy/Carbohydrate/Glycan,
WP_014949923.1,K03269,09180 Brite Hierarchies,09181 Protein families: metabolism,01005 Lipopolysaccharide biosynthesis proteins [BR:ko01005],"K03269  lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54]",Metabolism,
WP_014949941.1,K00764,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K00764  purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]",AA/Nucleotide,
WP_014949941.1,K00764,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K00764  purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]",AA/Nucleotide,
WP_014949941.1,K00764,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],"K00764  purF, PPAT; amidophosphoribosyltransferase [EC:2.4.2.14]",Metabolism,
WP_014949942.1,K03558,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99996 General function prediction only,K03558  cvpA; membrane protein required for colicin V production,Uncharacterized,
WP_014949945.1,K01963,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K01963  accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],Energy/Carbohydrate/Glycan,
WP_014949945.1,K01963,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01963  accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],Energy/Carbohydrate/Glycan,
WP_014949945.1,K01963,09100 Metabolism,09102 Energy metabolism,00720 Carbon fixation pathways in prokaryotes [PATH:ko00720],K01963  accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],Photosynthesis/Carbon fixation,
WP_014949945.1,K01963,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061],K01963  accD; acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2 2.1.3.15],Metabolism,
WP_014949953.1,K00647,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061],K00647  fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41],Metabolism,
WP_014949953.1,K00647,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ko00780],K00647  fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41],Metabolism,
WP_014949953.1,K00647,09180 Brite Hierarchies,09181 Protein families: metabolism,01004 Lipid biosynthesis proteins [BR:ko01004],K00647  fabB; 3-oxoacyl-[acyl-carrier-protein] synthase I [EC:2.3.1.41],Metabolism,
WP_014949962.1,K00657,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],"K00657  speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]",AA/Nucleotide,
WP_014949962.1,K00657,09140 Cellular Processes,09143 Cell growth and death,04216 Ferroptosis [PATH:ko04216],"K00657  speG, SAT; diamine N-acetyltransferase [EC:2.3.1.57]",Env. Info/Cellular Process,
WP_014949996.1,K03603,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],"K03603  fadR; GntR family transcriptional regulator, negative regulator for fad regulon and positive regulator of fabA",Genetic Info,
WP_014949997.1,K03314,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03314  nhaB; Na+:H+ antiporter, NhaB family",Membrane transport,Membrane transport
WP_014950003.1,K09902,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09902  K09902; uncharacterized protein,Uncharacterized,
WP_014950005.1,K01897,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Metabolism,
WP_014950005.1,K01897,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ko00071],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Metabolism,
WP_014950005.1,K01897,09140 Cellular Processes,09141 Transport and catabolism,04146 Peroxisome [PATH:ko04146],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Env. Info/Cellular Process,
WP_014950005.1,K01897,09140 Cellular Processes,09143 Cell growth and death,04216 Ferroptosis [PATH:ko04216],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Env. Info/Cellular Process,
WP_014950005.1,K01897,09140 Cellular Processes,09145 Cellular community - prokaryotes,02024 Quorum sensing [PATH:ko02024],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Env. Info/Cellular Process,
WP_014950005.1,K01897,09180 Brite Hierarchies,09181 Protein families: metabolism,01004 Lipid biosynthesis proteins [BR:ko01004],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Metabolism,
WP_014950005.1,K01897,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K01897  ACSL, fadD; long-chain acyl-CoA synthetase [EC:6.2.1.3]",Env. Info/Cellular Process,
WP_014950010.1,K03722,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03722  dinG; ATP-dependent DNA helicase DinG [EC:5.6.2.3],Genetic Info,
WP_014950027.1,K00765,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],K00765  hisG; ATP phosphoribosyltransferase [EC:2.4.2.17],AA/Nucleotide,
WP_014950028.1,K00013,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],K00013  hisD; histidinol dehydrogenase [EC:1.1.1.23],AA/Nucleotide,
WP_014950033.1,K02500,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],K02500  hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10],AA/Nucleotide,
WP_014950040.1,K02014,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02014  TC.FEV.OM; iron complex outermembrane recepter protein,Membrane transport,Membrane transport
WP_014950043.1,K00939,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K00939  adk, AK; adenylate kinase [EC:2.7.4.3]",AA/Nucleotide,
WP_014950043.1,K00939,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],"K00939  adk, AK; adenylate kinase [EC:2.7.4.3]",Metabolism,
