gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
TX50_RS03430,,TX50_RS03430,PMM0647,Protein Homology,617617.0,617874.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132281.1,DUF2811 domain-containing protein,WP_011132281.1,,,,,PMM0647,617617.0,617874.0,+,CK_Pro_MED4_00647,PMM0647,,CK_00047478,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein (DUF2811),"PF10929,IPR021231","Protein of unknown function (DUF2811),Protein of unknown function DUF2811",156,Hypothetical proteins / Conserved
TX50_RS03435,,TX50_RS03435,PMM0648,Protein Homology,617861.0,619507.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806962.1,GMC oxidoreductase,WP_011132282.1,GO:0016614,,oxidoreductase activity%2C acting on CH-OH group of donors|0016614||IEA,,PMM0648,617861.0,619507.0,-,CK_Pro_MED4_00648,PMM0648,"GO:0055114,GO:0016614",CK_00001288,,,"COG2303,bactNOG06777,cyaNOG06363,cyaNOG04885,cyaNOG04719","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity%2C acting on CH-OH group of donors",FAD binding domain protein,"PF05199,PF00890,IPR007867,IPR003953","GMC oxidoreductase,FAD binding domain,Glucose-methanol-choline oxidoreductase%2C C-terminal,FAD-dependent oxidoreductase 2%2C FAD binding domain",157,Unknown function / General
TX50_RS03440,,TX50_RS03440,PMM0649,Protein Homology,619616.0,620089.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007464.1,pentapeptide repeat-containing protein,WP_011132283.1,,,,,PMM0649,619616.0,620089.0,+,CK_Pro_MED4_00649,PMM0649,,CK_00000915,R.2,Conserved hypothetical proteins,"COG1357,bactNOG33960,bactNOG09976,bactNOG50188,cyaNOG03590,cyaNOG03250","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,pentapeptide repeats family protein,"PF00805,IPR001646","Pentapeptide repeats (8 copies),Pentapeptide repeat",185,Unclassified / Role category not yet assigned
TX50_RS03445,,TX50_RS03445,PMM0650,Protein Homology,620091.0,620477.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132284.1,hypothetical protein,WP_036930967.1,,,,,PMM0650,620091.0,620507.0,-,CK_Pro_MED4_00650,PMM0650,,CK_00044011,R.4,Hypothetical proteins,"NOG330338,bactNOG81678,cyaNOG08804","bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
TX50_RS03450,,TX50_RS03450,PMM0651,Protein Homology,620479.0,620976.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007466.1,VHS domain-containing protein,WP_011132285.1,,,,,PMM0651,620479.0,620976.0,-,CK_Pro_MED4_00651,PMM0651,,CK_00001851,R.2,Conserved hypothetical proteins,"COG0477,NOG120108,COG0419,bactNOG79491,cyaNOG08608","COG: GEPR,COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
TX50_RS03455,,TX50_RS03455,PMM0652,Protein Homology,621167.0,621544.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132286.1,5'-3' exonuclease,WP_011132286.1,,,,,PMM0652,621167.0,621544.0,-,CK_Pro_MED4_00652,PMM0652,,CK_00003413,R.2,Conserved hypothetical proteins,,,,,,uncharacterized conserved secreted protein,,,156,Hypothetical proteins / Conserved
gloA,gloA,TX50_RS03460,PMM0653,Protein Homology,621890.0,622279.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376208.1,lactoylglutathione lyase,WP_011132287.1,"GO:0051596,GO:0004462,GO:0046872",,"lactoylglutathione lyase activity|0004462||IEA,metal ion binding|0046872||IEA",methylglyoxal catabolic process|0051596||IEA,PMM0653,621890.0,622279.0,-,CK_Pro_MED4_00653,glx1,"GO:0005975,GO:0051596,GO:0004462,GO:0046872",CK_00000423,"D.1.4,D.8","Oxidative stress,Toxin production and resistance","COG0346,bactNOG24084,bactNOG20616,bactNOG30240,cyaNOG02655","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",4.4.1.5,lactoylglutathione lyase%3B methylglyoxalase%3B aldoketomutase%3B ketone-aldehyde mutase%3B glyoxylase I%3B (R)-S-lactoylglutathione methylglyoxal-lyase (isomerizing),"carbohydrate metabolic process,methylglyoxal catabolic process,carbohydrate metabolic process,methylglyoxal catabolic process,lactoylglutathione lyase activity,metal ion binding",lactoylglutathione lyase,"TIGR00068,PF00903,PS00934,IPR018146,IPR004361,IPR004360","lactoylglutathione lyase,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,Glyoxalase I signature 1.,Glyoxalase I%2C conserved site,Glyoxalase I,Glyoxalase/fosfomycin resistance/dioxygenase domain","184,94","Energy metabolism / Other,Cellular processes / Toxin production and resistance"
TX50_RS03465,,TX50_RS03465,PMM0654,Protein Homology,622370.0,622804.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376209.1,Tic20 family protein,WP_011132288.1,,,,,PMM0654,622370.0,622804.0,+,CK_Pro_MED4_00654,PMM0654,GO:0016020,CK_00000375,R.2,Conserved hypothetical proteins,"COG3098,NOG297175,NOG286535,NOG07485,bactNOG29014,bactNOG68568,cyaNOG03105,cyaNOG07299","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,uncharacterized membrane protein,,,156,Hypothetical proteins / Conserved
TX50_RS03470,,TX50_RS03470,PMM0655,Protein Homology,622839.0,623168.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818158.1,hypothetical protein,WP_036930851.1,,,,,PMM0655,622839.0,623168.0,-,CK_Pro_MED4_00655,PMM0655,,CK_00003414,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein%2C Prochlorococcus-specific,,,156,Hypothetical proteins / Conserved
TX50_RS03475,,TX50_RS03475,PMM0656,Protein Homology,623165.0,623761.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820034.1,hypothetical protein,WP_036930848.1,,,,,PMM0656,623165.0,623617.0,-,CK_Pro_MED4_00656,PMM0656,GO:0016020,CK_00003415,,,,,,,membrane,putative membrane protein,,,88,Cell envelope / Other
TX50_RS03490,,TX50_RS03490,PMM0657,Protein Homology,624356.0,624646.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132291.1,hypothetical protein,WP_011132291.1,,,,,PMM0657,624356.0,624646.0,+,CK_Pro_MED4_00657,PMM0657,,CK_00040169,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
rluF,rluF,TX50_RS03495,PMM0658,Protein Homology,624955.0,625677.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805473.1,23S rRNA pseudouridine(2604) synthase RluF,WP_011132292.1,"GO:0001522,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA",pseudouridine synthesis|0001522||IEA,PMM0658,624955.0,625677.0,+,CK_Pro_MED4_00658,rsuA,"GO:0001522,GO:0009451,GO:0009982,GO:0003723,GO:0016866",CK_00000762,K.3,tRNA and rRNA base modification,"COG1187,bactNOG03930,bactNOG08436,bactNOG03356,bactNOG20298,cyaNOG02202","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",4.2.1.70,pseudouridylate synthase%3B pseudouridylic acid synthetase%3B pseudouridine monophosphate synthetase%3B 5-ribosyluracil 5-phosphate synthetase%3B pseudouridylate synthetase%3B upsilonUMP synthetase%3B uracil hydro-lyase (adding D-ribose 5-phosphate)%3B YeiN%3B pseudouridine-5'-phosphate glycosidase,"pseudouridine synthesis,RNA modification,pseudouridine synthesis,RNA modification,pseudouridine synthase activity,RNA binding,intramolecular transferase activity",pseudouridine synthase,"TIGR00093,PF00849,PF01479,PS01149,PS50889,IPR000748,IPR002942,IPR018496,IPR006145,IPR020103","pseudouridine synthase,RNA pseudouridylate synthase,S4 domain,Rsu family of pseudouridine synthase signature.,S4 RNA-binding domain profile.,Pseudouridine synthase%2C RsuA/RluB/E/F,RNA-binding S4 domain,Pseudouridine synthase%2C RsuA/RluB/E/F%2C conserved site,Pseudouridine synthase%2C RsuA/RluA,Pseudouridine synthase%2C catalytic domain superfamily",168,Protein synthesis / tRNA and rRNA base modification
TX50_RS03505,,TX50_RS03505,PMM0659,Protein Homology,626013.0,626762.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007509.1,NAD-dependent DNA ligase,WP_011132293.1,,,,,PMM0659,626013.0,626762.0,+,CK_Pro_MED4_00659,PMM0659,GO:0003911,CK_00051940,F.1,DNA replication%2C recombination%2C and repair,"COG0272,bactNOG01311,cyaNOG00420","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",6.5.1.2,DNA ligase (NAD+)%3B polydeoxyribonucleotide synthase (NAD+)%3B polynucleotide ligase (NAD+)%3B DNA repair enzyme (ambiguous)%3B DNA joinase (ambiguous)%3B polynucleotide synthetase (nicotinamide adenine dinucleotide)%3B deoxyribonucleic-joining enzyme (ambiguous)%3B deoxyribonucleic ligase (ambiguous)%3B deoxyribonucleic repair enzyme (ambiguous)%3B deoxyribonucleic joinase (ambiguous)%3B DNA ligase (ambiguous)%3B deoxyribonucleate ligase (ambiguous)%3B polynucleotide ligase (ambiguous)%3B deoxyribonucleic acid ligase (ambiguous)%3B polynucleotide synthetase (ambiguous)%3B deoxyribonucleic acid joinase (ambiguous)%3B DNA-joining enzyme (ambiguous)%3B polynucleotide ligase (nicotinamide adenine dinucleotide)%3B poly(deoxyribonucleotide):poly(deoxyribonucleotide) ligase (AMP-forming%2C NMN-forming),DNA ligase (NAD+) activity,NAD-dependent DNA ligase%2C N-terminal domain,"PF01653,IPR013839","NAD-dependent DNA ligase adenylation domain,NAD-dependent DNA ligase%2C adenylation",132,DNA metabolism / DNA replication%2C recombination%2C and repair
TX50_RS03515,,TX50_RS03515,PMM0660,Protein Homology,628383.0,628640.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820047.1,RNA recognition motif-containing protein,WP_036930844.1,,,,,PMM0660,628383.0,628646.0,-,CK_Pro_MED4_00660,PMM0660,,CK_00036837,,,,,,,,conserved hypothetical protein,"PF07878,IPR012869","CopG-like RHH_1 or ribbon-helix-helix domain%2C RHH_5,CopG-like ribbon-helix-helix domain",156,Hypothetical proteins / Conserved
nrdJ,nrdJ,TX50_RS03520,PMM0661,Protein Homology,628726.0,631059.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862702.1,ribonucleoside-triphosphate reductase%2C adenosylcobalamin-dependent,WP_036930962.1,"GO:0006260,GO:0000166,GO:0004748,GO:0031419",,"nucleotide binding|0000166||IEA,ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor|0004748||IEA,cobalamin binding|0031419||IEA",DNA replication|0006260||IEA,PMM0661,628726.0,631134.0,-,CK_Pro_MED4_00661,nrdJ,"GO:0006260,GO:0055114,GO:0000166,GO:0004748,GO:0008998,GO:0031419",CK_00000867,"B.9,F.1,M.1"," Thioredoxin%2C glutaredoxin and glutathione,DNA replication%2C recombination%2C and repair,2'-Deoxyribonucleotide metabolism","COG0209,COG1372,COG0085,bactNOG29089,bactNOG04305,cyaNOG05463,cyaNOG04022","COG: METABOLISM [F] Nucleotide transport and metabolism,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,bactNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism,cyaNOG: METABOLISM [F] Nucleotide transport and metabolism",1.17.4.1,ribonucleoside-diphosphate reductase%3B ribonucleotide reductase (ambiguous)%3B CDP reductase%3B ribonucleoside diphosphate reductase%3B UDP reductase%3B ADP reductase%3B nucleoside diphosphate reductase%3B ribonucleoside 5'-diphosphate reductase%3B ribonucleotide diphosphate reductase%3B 2'-deoxyribonucleoside-diphosphate:oxidized-thioredoxin 2'-oxidoreductase%3B RR%3B nrdB (gene name)%3B nrdF (gene name)%3B nrdJ (gene name),"DNA replication,oxidation-reduction process,DNA replication,oxidation-reduction process,nucleotide binding,ribonucleoside-diphosphate reductase activity%2C thioredoxin disulfide as acceptor,ribonucleoside-triphosphate reductase activity,cobalamin binding",ribonucleoside-diphosphate reductase,"TIGR02504,IPR013345","ribonucleoside-diphosphate reductase%2C adenosylcobalamin-dependent,Ribonucleoside-triphosphate reductase%2C adenosylcobalamin-dependent","123,132,86","Purines%2C pyrimidines%2C nucleosides%2C and nucleotides / 2'-Deoxyribonucleotide metabolism,DNA metabolism / DNA replication%2C recombination%2C and repair,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Glutathione and analogs"
TX50_RS03525,,TX50_RS03525,PMM0662,Protein Homology,631192.0,631887.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007478.1,class I SAM-dependent methyltransferase,WP_011132296.1,"GO:0032259,GO:0008168,GO:0008757,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,S-adenosyl-L-methionine binding|1904047||IEA",methylation|0032259||IEA,PMM0662,631192.0,631887.0,+,CK_Pro_MED4_00662,PMM0662,,CK_00000866,,,"NOG266996,COG0500,COG4106,COG2226,NOG71304,COG2230,bactNOG25222,bactNOG97912,bactNOG90129,cyaNOG03419,cyaNOG08500","COG: QR,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: METABOLISM [H] Coenzyme transport and metabolism,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,methyltransferase domain protein,"PF13489,IPR025714","Methyltransferase domain,Methyltransferase domain",703,Unknown function / Enzymes of unknown specificity
TX50_RS03530,,TX50_RS03530,PMM0663,Protein Homology,631917.0,633554.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862704.1,peptide chain release factor 3,WP_011132297.1,"GO:0006415,GO:0003924",,GTPase activity|0003924||IEA,translational termination|0006415||IEA,PMM0663,631917.0,633554.0,+,CK_Pro_MED4_00663,prfC,"GO:0006415,GO:0003747,GO:0005525,GO:0016149,GO:0003924,GO:0005737",CK_00000865,D.1.5,Phosphorus,"COG4108,bactNOG01623,cyaNOG01865","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translational termination,translational termination,translation release factor activity,GTP binding,translation release factor activity%2C codon specific,GTPase activity,translational termination,translation release factor activity,GTP binding,translation release factor activity%2C codon specific,GTPase activity,cytoplasm",peptide chain release factor 3,"TIGR00231,TIGR00503,PF03144,PF00009,PS00301,IPR004548,IPR004161,IPR000795,IPR005225,IPR027417,IPR009000,IPR009022,IPR032090,IPR031157","small GTP-binding protein domain,peptide chain release factor 3,Elongation factor Tu domain 2,Elongation factor Tu GTP binding domain,Translational (tr)-type guanine nucleotide-binding (G) domain signature.,Peptide chain release factor 3,Translation elongation factor EFTu-like%2C domain 2,Transcription factor%2C GTP-binding domain,Small GTP-binding protein domain,P-loop containing nucleoside triphosphate hydrolase,Translation protein%2C beta-barrel domain superfamily,Elongation factor G%2C domain III,Peptide chain release factor 3%2C C-terminal,Tr-type G domain%2C conserved site",169,Protein synthesis / Translation factors
TX50_RS03535,,TX50_RS03535,PMM0664,Protein Homology,633606.0,634280.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011820051.1,CPP1-like family protein,WP_011132298.1,,,,,PMM0664,633606.0,634280.0,+,CK_Pro_MED4_00664,PMM0664,,CK_00044166,,,,,,,,conserved hypothetical protein,"PF11833,IPR021788","Protein CHAPERONE-LIKE PROTEIN OF POR1-like,Protein CHAPERONE-LIKE PROTEIN OF POR1-like",156,Hypothetical proteins / Conserved
hslO,hslO,TX50_RS03540,PMM0665,Protein Homology,634282.0,635184.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132299.1,Hsp33 family molecular chaperone HslO,WP_011132299.1,"GO:0006457,GO:0051082",,unfolded protein binding|0051082||IEA,protein folding|0006457||IEA,PMM0665,634282.0,635184.0,-,CK_Pro_MED4_00665,hsp33,"GO:0006457,GO:0051082,GO:0005737",CK_00001263,,,"COG1281,bactNOG00533,cyaNOG00545","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"protein folding,protein folding,unfolded protein binding,protein folding,unfolded protein binding,cytoplasm",hsp33 family protein,"PF01430,IPR000397","Hsp33 protein,Heat shock protein Hsp33",95,Protein fate / Protein folding and stabilization
TX50_RS03545,,TX50_RS03545,PMM0666,Protein Homology,635174.0,635821.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862707.1,ABC transporter ATP-binding protein,WP_011132300.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,PMM0666,635174.0,635821.0,-,CK_Pro_MED4_00666,PMM0666,"GO:0005524,GO:0016887",CK_00001614,,,"COG1122,bactNOG15225,bactNOG57623,cyaNOG00718,cyaNOG05008","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"ATP binding,ATPase activity",ABC transporter family protein,"PF00005,PS00211,PS50893,IPR003439,IPR017871","ABC transporter,ABC transporters family signature.,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter-like,ABC transporter%2C conserved site",141,Transport and binding proteins / Unknown substrate
TX50_RS03550,,TX50_RS03550,PMM0667,Protein Homology,635907.0,636350.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862708.1,DUF3531 family protein,WP_011132301.1,,,,,PMM0667,635907.0,636350.0,+,CK_Pro_MED4_00667,PMM0667,,CK_00000864,,,"NOG07493,COG0187,bactNOG21817,cyaNOG02706","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF12049,IPR021920","Protein of unknown function (DUF3531),Protein of unknown function DUF3531",156,Hypothetical proteins / Conserved
TX50_RS03555,,TX50_RS03555,PMM0668,Protein Homology,636360.0,637133.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132302.1,16S rRNA (uracil(1498)-N(3))-methyltransferase,WP_011132302.1,,,,,PMM0668,636360.0,637133.0,+,CK_Pro_MED4_00668,PMM0668,"GO:0031167,GO:0006364,GO:0016436,GO:0008168",CK_00000863,,,"COG1385,bactNOG10789,bactNOG31223,cyaNOG04980,cyaNOG02708","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",2.1.1.-,,"rRNA methylation,rRNA processing,rRNA methylation,rRNA processing,rRNA (uridine) methyltransferase activity,methyltransferase activity",RNA methyltransferase%2C RsmE family protein,"TIGR00046,PF04452,IPR006700","RNA methyltransferase%2C RsmE family,RNA methyltransferase,Ribosomal RNA small subunit methyltransferase E",156,Hypothetical proteins / Conserved
TX50_RS03560,,TX50_RS03560,PMM0669,Protein Homology,637138.0,637881.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132303.1,TIGR00297 family protein,WP_011132303.1,GO:0016020,membrane|0016020||IEA,,,PMM0669,637138.0,637881.0,+,CK_Pro_MED4_00669,PMM0669,GO:0016021,CK_00000862,R.2,Conserved hypothetical proteins,"COG1836,bactNOG09961,bactNOG17824,cyaNOG00989,cyaNOG06770","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,integral component of membrane,conserved hypothetical protein,"TIGR00297,PF01940,IPR002794","TIGR00297 family protein,Integral membrane protein DUF92,Protein of unknown function DUF92%2C TMEM19",156,Hypothetical proteins / Conserved
TX50_RS03565,,TX50_RS03565,PMM0670,Protein Homology,637899.0,638543.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132304.1,GDSL-type esterase/lipase family protein,WP_011132304.1,,,,,PMM0670,637899.0,638543.0,-,CK_Pro_MED4_00670,PMM0670,"GO:0006508,GO:0006629,GO:0016298,GO:0016787,GO:0008233",CK_00000171,H.2,Fatty acid metabolism,"COG2755,bactNOG84868,bactNOG24987,bactNOG97458,cyaNOG01429","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,"proteolysis,lipid metabolic process,proteolysis,lipid metabolic process,lipase activity,hydrolase activity,peptidase activity",SGNH hydrolase superfamily protein,"PF13472,IPR013830,IPR036514","GDSL-like Lipase/Acylhydrolase family,SGNH hydrolase-type esterase domain,SGNH hydrolase superfamily",177,Fatty acid and phospholipid metabolism / Degradation
TX50_RS03570,,TX50_RS03570,PMM0671,Protein Homology,638594.0,640096.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376227.1,PhnE/PtxC family ABC transporter permease,WP_011132305.1,"GO:0042626,GO:0140359,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA","ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,PMM0671,638594.0,640096.0,-,CK_Pro_MED4_00671,phnE,"GO:0015716,GO:0015416,GO:0005887,GO:0055052",CK_00000861,"D.1.5,E.3,Q.2","Phosphorus,Phosphorus metabolism,Anions","COG3639,NOG115410,bactNOG17019,cyaNOG03939,cyaNOG06292","COG: METABOLISM [P] Inorganic ion transport and metabolism,COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"organic phosphonate transport,organic phosphonate transport,ATPase-coupled organic phosphonate transmembrane transporter activity,organic phosphonate transport,ATPase-coupled organic phosphonate transmembrane transporter activity,integral component of plasma membrane,ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing",phosphate/phosphonate ABC type transporter%2C permease component,"PF00528,PS50928,IPR000515","Binding-protein-dependent transport system inner membrane component,ABC transporter integral membrane type-1 domain profile.,ABC transporter type 1%2C transmembrane domain MetI-like",143,Transport and binding proteins / Anions
