Accession,Peptide count,Unique peptides,Confidence score,Description,Light 1,Light 2,Light 3,Light Glu nM 1,Light Glu nM 2,Light Glu nM 3,Light Glu mM 1,Light Glu mM 2,Light Glu mM 3,Darkness 1,Darkness 2,Darkness 3,Darkness Glu nM 1,Darkness Glu nM 2,Darkness Glu nM 3,Darkness Glu mM 1,Darkness Glu mM 2,Darkness Glu mM 3,Light 1.1,Light 2.1,Light 3.1,Light Glu nM 1.1,Light Glu nM 2.1,Light Glu nM 3.1,Light Glu mM 1.1,Light Glu mM 2.1,Light Glu mM 3.1,Darkness 1.1,Darkness 2.1,Darkness 3.1,Darkness Glu nM 1.1,Darkness Glu nM 2.1,Darkness Glu nM 3.1,Darkness Glu mM 1.1,Darkness Glu mM 2.1,Darkness Glu mM 3.1,Marinobacter_WH7803,Light avg,Light Glu nM avg,Light Glu mM avg,Darkness avg,Darkness Glu nM avg,Darkness Glu mM avg,FC G nM/L,FC G mM/L,FC G nM/D,FC G mM/D,t.test G nM/L,t.test G mM/L,t.test G nM/O,t.test G mM/O,log2FC.GnM.L,log2FC.GmM.L,log2FC.GnM.D,log2FC.GmM.D,extracted_gn,resolved_locus_tag,resolution_method
E4PNI9,4.0,4.0,12.83293486,50S ribosomal protein L13 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplM PE=3 SV=1,69300.46606,77927.74566,39873.47814,246254.8875,63432.51168,49345.32602,650296.3675,159082.9278,1650390.184,303681.3613,775378.801,68533.61687,109378.806,119649.4463,71634.30349,619702.4379,127346.5435,3133471.804,0.00099,0.0017,0.0004,0.00326,0.00082,0.00042,0.00371,0.00216,0.00588,0.00313,0.00699,0.00134,0.00113,0.00096,0.00119,0.00244,0.0019,0.00839,50S ribosomal protein L13 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplM PE=3 SV=1,0.00103,0.001502084,0.003913435,0.003820077,0.001090829,0.004243817,1.46,3.81,0.29,1.11,0.331,0.093,0.128,0.458,0.5459683691052925,1.9297909977185972,-1.7858751946471527,0.1505596765753813,rplM,HP15_543,tier1:extracted_gn
E4PF80,7.0,7.0,31.54924011,"Glutamate/glutamine/aspartate/asparagine ABC transporter, periplasmic substrate-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2196 PE=4 SV=1",221423.2474,72523.45998,200109.4825,258049.5236,98429.71338,173916.6005,1376040.995,196124.5238,4216297.974,309346.0155,305871.3613,88366.16684,332714.1405,122056.7182,124130.6094,2202112.494,138800.0112,6551041.09,0.00315,0.00158,0.00201,0.00342,0.00128,0.00149,0.00784,0.00266,0.01502,0.00319,0.00276,0.00173,0.00344,0.00098,0.00206,0.00868,0.00207,0.01754,"Glutamate/glutamine/aspartate/asparagine ABC transporter, periplasmic substrate-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2196 PE=4 SV=1",0.00224,0.002060859,0.008506048,0.002559036,0.002156115,0.009430957,0.92,3.79,0.84,3.69,0.257,0.109,0.309,0.145,-0.1202942337177117,1.922197848396367,-0.2515387669959644,1.8836208162856716,HP15_2196,HP15_2196,locus_tag:extracted_gn
E4PG88,2.0,2.0,8.282345772,Secreted protein containing DUF1329 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1066 PE=4 SV=1,575.4214477,8687.909361,5123.428554,1982.647773,4677.631386,0.0,40817.14666,2461.827793,181775.8486,10014.51745,368.6768398,1474.586743,48.18389584,245.8371676,173.3277348,166859.1005,1321.031008,293876.7376,8.2e-06,0.00019,5.1e-05,2.6e-05,6.1e-05,0.0,0.00023,3.3e-05,0.00065,0.0001,3.3e-06,2.9e-05,5e-07,2e-06,2.9e-06,0.00066,2e-05,0.00079,Secreted protein containing DUF1329 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1066 PE=4 SV=1,8.3e-05,2.9e-05,0.000304492,4.52e-05,1.78e-06,0.000488179,0.35,3.67,0.04,10.81,0.165,0.207,0.146,0.092,-1.5145731728297582,1.875780063068488,-4.643856189774724,3.4342946179599254,HP15_1066,HP15_1066,locus_tag:extracted_gn
E4PNU7,2.0,2.0,6.19852519,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3013 PE=4 SV=1,1085.047212,443.237292,9827.728314,41926.73222,4881.425163,8776.018864,45516.69706,161.6792019,53504.32044,76671.53084,13380.73848,514.51647,33451.36716,5856.09572,3190.691223,47468.97779,2102.080004,156611.4583,1.5e-05,9.7e-06,9.9e-05,0.00056,6.3e-05,7.5e-05,0.00026,2.2e-06,0.00019,0.00079,0.00012,1e-05,0.00035,4.7e-05,5.3e-05,0.00019,3.1e-05,0.00042,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3013 PE=4 SV=1,4.1e-05,0.000231171,0.000150719,0.000307272,0.000148405,0.000212617,5.61,3.66,0.48,0.69,0.197,0.136,0.197,0.388,2.488000770834068,1.8718436485093175,-1.0588936890535685,-0.5353317329965558,HP15_3013,HP15_3013,locus_tag:extracted_gn
E4PLY0,2.0,2.0,11.23814273,50S ribosomal protein L7/L12 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplL PE=3 SV=1,137251.6138,132777.909,3529.863115,74368.06201,71489.33796,59896.16268,973428.5932,643903.5665,915341.4629,36701.58433,83096.84407,67624.00578,103025.867,29134.01035,25104.13586,822282.1349,221709.3875,1067684.756,0.00195,0.00289,3.5e-05,0.00098,0.00093,0.00051,0.00555,0.00873,0.00326,0.00038,0.00075,0.00132,0.00106,0.00023,0.00042,0.00324,0.0033,0.00286,50S ribosomal protein L7/L12 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplL PE=3 SV=1,0.00163,0.000808594,0.005844209,0.000816912,0.000570968,0.003134968,0.5,3.59,0.7,3.84,0.184,0.018,0.329,0.014,-1.0,1.8439838440483265,-0.5145731728297583,1.9411063109464315,rplL,HP15_372,tier1:extracted_gn
E4PLZ5,4.0,4.0,12.07489467,50S ribosomal protein L16 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplP PE=3 SV=1,19150.60533,37583.31816,33564.11774,25462.67967,29445.10745,39169.20578,285277.522,18433.4192,719327.1209,13563.05455,37486.45999,15072.87147,25184.06094,101696.9832,27656.94742,706051.0091,27721.28897,1849701.132,0.00027,0.00082,0.00034,0.00034,0.00038,0.00033,0.00163,0.00025,0.00256,0.00014,0.00034,0.00029,0.00026,0.00081,0.00046,0.00278,0.00041,0.00495,50S ribosomal protein L16 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rplP PE=3 SV=1,0.00048,0.000351573,0.001479267,0.000257548,0.0005103,0.002716663,0.74,3.11,1.98,10.55,0.256,0.174,0.076,0.102,-0.4344028241457749,1.6369145803558778,0.9855004303048848,3.399171093819823,rplP,HP15_387,tier1:extracted_gn
E4PKJ5,2.0,2.0,7.32567215,Extracellular ligand-binding receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2707 PE=3 SV=1,13201.22544,834.8055114,1794.63562,5433.381612,2500.433444,5944.383314,58458.39262,4844.561048,77873.01829,6899.718002,44295.79963,10573.86514,10986.16483,2446.450938,0.0,146334.7748,1710.183051,144852.4741,0.00019,1.8e-05,1.8e-05,7.2e-05,3.2e-05,5.1e-05,0.00033,6.6e-05,0.00028,7.1e-05,0.0004,0.00021,0.00011,2e-05,0.0,0.00058,2.5e-05,0.00039,Extracellular ligand-binding receptor OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2707 PE=3 SV=1,7.5e-05,5.18e-05,0.000225388,0.000225728,4.43e-05,0.000330124,0.69,3.02,0.2,1.46,0.337,0.066,0.138,0.362,-0.5353317329965558,1.5945485495503542,-2.321928094887362,0.5459683691052925,HP15_2707,HP15_2707,locus_tag:extracted_gn
E4PIS7,3.0,3.0,12.08554482,Lipoprotein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2564 PE=4 SV=1,43089.80105,40510.84908,12930.45805,42127.2931,25652.01012,23018.53613,733918.7866,30559.0711,55893.03935,36616.29499,53166.60403,10978.96515,52168.87223,33941.29718,16802.4936,843774.3096,13997.18327,62766.14128,0.00061,0.00088,0.00013,0.00056,0.00033,0.0002,0.00418,0.00041,0.0002,0.00038,0.00048,0.00021,0.00054,0.00027,0.00028,0.00333,0.00021,0.00017,Lipoprotein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2564 PE=4 SV=1,0.00054,0.000362635,0.001598435,0.000357227,0.000362816,0.001234599,0.67,2.95,1.02,3.46,0.221,0.246,0.482,0.243,-0.5777669993169522,1.560714954474479,0.0285691521967709,1.790772037862,HP15_2564,HP15_2564,locus_tag:extracted_gn
E4PKC3,4.0,4.0,15.3667599,"Extracellular solute-binding protein, family 1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1456 PE=4 SV=1",101169.3045,137631.8282,526371.2391,137728.2238,65380.5749,644269.4403,3689020.936,215041.9781,1199172.267,573026.2169,81115.26023,114661.6757,299533.9293,279580.3268,100018.4079,2763452.224,89501.5559,512008.2876,0.00144,0.003,0.00528,0.00182,0.00085,0.00551,0.02102,0.00291,0.00427,0.00591,0.00073,0.00224,0.00309,0.00223,0.00166,0.0109,0.00133,0.00137,"Extracellular solute-binding protein, family 1 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1456 PE=4 SV=1",0.00324,0.002727629,0.009402301,0.002962647,0.002328347,0.004533809,0.84,2.9,0.79,1.53,0.298,0.228,0.331,0.233,-0.2515387669959644,1.5360529002402097,-0.3400754415976217,0.6135316529179271,HP15_1456,HP15_1456,locus_tag:extracted_gn
E4PF72,13.0,13.0,65.40480089,Malate synthase G OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glcB PE=3 SV=1,259722.9602,326326.7185,297668.4001,252438.2036,355877.9361,436845.4585,2289073.359,223215.5538,6687995.21,795494.6397,382607.2602,265253.6042,257988.4507,848023.9579,414141.726,3799711.615,178291.8635,8674982.136,0.00369,0.00711,0.00299,0.00334,0.00462,0.00374,0.01304,0.00302,0.02382,0.00821,0.00345,0.00519,0.00267,0.00678,0.00686,0.01498,0.00266,0.02323,Malate synthase G OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=glcB PE=3 SV=1,0.00459,0.003900896,0.013297593,0.005615609,0.00543362,0.013622703,0.85,2.89,0.97,2.43,0.27,0.175,0.476,0.14,-0.2344652536370229,1.5310694927259545,-0.043943347587597,1.2809563138310562,glcB,HP15_2188,multi:Accession
E4PFQ6,2.0,2.0,5.810362101,Acyl carrier protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acpP PE=3 SV=1,59089.68965,71182.48801,18551.81963,51596.96676,107287.0929,160641.2518,307992.5883,276753.6593,538770.9087,34934.42886,66781.11798,177114.6047,30789.41408,33269.97136,131599.7771,919598.3682,158565.8171,275849.8133,0.00084,0.00155,0.00019,0.00068,0.00139,0.00137,0.00176,0.00375,0.00192,0.00036,0.0006,0.00347,0.00032,0.00027,0.00218,0.00363,0.00236,0.00074,Acyl carrier protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=acpP PE=3 SV=1,0.00086,0.001150389,0.002474784,0.00147608,0.000921156,0.002242504,1.34,2.88,0.62,1.52,0.291,0.025,0.139,0.356,0.4222330006830478,1.5260688116675876,-0.6896598793878495,0.6040713236688608,acpP,HP15_2212,tier1:extracted_gn
E4PFR0,2.0,2.0,17.35952449,50S ribosomal protein L32 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpmF PE=3 SV=1,105225.9203,84844.24662,99003.93137,124299.1221,81990.65985,101824.2221,620477.4405,120301.5586,1961599.454,313370.0617,159573.5666,42544.85244,91255.57499,205516.7014,76989.92306,1157125.01,143576.8404,2855600.848,0.0015,0.00185,0.00099,0.00165,0.00107,0.00087,0.00354,0.00163,0.00699,0.00323,0.00144,0.00083,0.00094,0.00164,0.00128,0.00456,0.00214,0.00765,50S ribosomal protein L32 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=rpmF PE=3 SV=1,0.00145,0.001193939,0.004051164,0.001834649,0.001286716,0.004782806,0.83,2.8,0.7,2.61,0.229,0.144,0.297,0.134,-0.2688167584278,1.4854268271702418,-0.5145731728297583,1.3840498067951597,rpmF,HP15_2216,tier1:extracted_gn
E4PMI9,4.0,4.0,14.56025887,"Sulfate/tungstate uptake family ABC transporter, periplasmic substrate-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4133 PE=4 SV=1",64569.47387,28564.14945,46686.78505,58946.1951,52036.20021,90299.82148,459003.8734,64144.14217,569562.2762,51796.20731,77788.67702,67873.76845,90164.63915,43332.08762,22633.54156,816397.696,64383.48955,761674.0054,0.00092,0.00062,0.00047,0.00078,0.00068,0.00077,0.00262,0.00087,0.00203,0.00053,0.0007,0.00133,0.00093,0.00035,0.00037,0.00322,0.00096,0.00204,"Sulfate/tungstate uptake family ABC transporter, periplasmic substrate-binding protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_4133 PE=4 SV=1",0.00067,0.000742948,0.001837882,0.000854524,0.000550861,0.002072685,1.11,2.75,0.64,2.43,0.312,0.064,0.259,0.122,0.1505596765753813,1.459431618637297,-0.6438561897747247,1.2809563138310562,HP15_4133,HP15_4133,locus_tag:extracted_gn
E4PH82,9.0,9.0,43.5685823,Secreted protein containing DUF1329 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2421 PE=4 SV=1,114927.9096,82871.01861,63696.62513,107511.4921,208477.9651,118522.9386,811515.2496,122018.1926,1368382.077,78320.08284,194301.3438,53076.4585,62128.13744,183921.8111,147736.2476,1205025.553,127489.3277,1948107.213,0.00163,0.0018,0.00064,0.00142,0.00271,0.00101,0.00462,0.00165,0.00487,0.00081,0.00175,0.00104,0.00064,0.00147,0.00245,0.00475,0.0019,0.00522,Secreted protein containing DUF1329 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_2421 PE=4 SV=1,0.00136,0.0017154,0.003717389,0.001199113,0.001519453,0.003955882,1.26,2.74,1.27,3.3,0.192,0.106,0.308,0.085,0.3334237337251918,1.4541758931858022,0.3448284969974411,1.722466024471091,HP15_2421,HP15_2421,locus_tag:extracted_gn
E4PF60,11.0,11.0,48.10303688,Pyruvate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pykA PE=3 SV=1,289580.9393,270023.0795,394279.7189,238297.7972,269701.9631,492873.8523,2668985.754,741417.1032,3571231.436,539509.5004,306089.4706,436084.5534,502891.7716,586978.5378,452488.377,2968952.487,353390.6374,4009193.053,0.00412,0.00588,0.00395,0.00315,0.0035,0.00422,0.01521,0.01005,0.01272,0.00557,0.00276,0.00853,0.0052,0.00469,0.00749,0.01171,0.00527,0.01074,Pyruvate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pykA PE=3 SV=1,0.00465,0.003624916,0.012658912,0.00561968,0.005793291,0.009236022,0.78,2.72,1.03,1.64,0.155,0.029,0.432,0.052,-0.3584539709124763,1.4436066514756147,0.0426443374084937,0.7136958148433589,pykA,HP15_2176,tier1:extracted_gn
E4PR26,4.0,4.0,11.40798974,Adenylate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=adk PE=3 SV=1,24226.5137,72361.97303,32523.96876,23749.04087,45002.64339,44422.61045,185781.3757,122191.556,947544.9294,23996.71234,64485.9308,52193.76072,20307.49336,62323.77908,54291.12839,329997.9954,80883.17624,1187566.411,0.00034,0.00158,0.00033,0.00031,0.00058,0.00038,0.00106,0.00166,0.00338,0.00025,0.00058,0.00102,0.00021,0.0005,0.0009,0.0013,0.00121,0.00318,Adenylate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=adk PE=3 SV=1,0.00075,0.000426382,0.002029917,0.000616667,0.000535664,0.001895443,0.57,2.71,0.87,3.07,0.219,0.146,0.04,0.054,-0.8109661756099832,1.4382928515791469,-0.2009126939259964,1.6182386555954549,adk,HP15_797,tier1:extracted_gn
E4PMG3,2.0,2.0,4.957585096,Phosphoglycerate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pgk PE=3 SV=1,1900.702442,9545.224731,0.0,548.1213998,928.5022312,446.9817914,60958.77613,5869.637236,54123.24438,0.0,29.7790689,7709.053328,0.0,0.042658714,6523.888031,61566.14524,9252.910288,122646.0812,2.7e-05,0.00021,0.0,7.3e-06,1.2e-05,3.8e-06,0.00035,8e-05,0.00019,0.0,2.7e-07,0.00015,0.0,3.4e-10,0.00011,0.00024,0.00014,0.00033,Phosphoglycerate kinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=pgk PE=3 SV=1,7.8e-05,7.72e-06,0.000206566,5.04e-05,3.6e-05,0.000236348,0.1,2.64,0.71,4.69,0.189,0.219,0.21,0.013,-3.321928094887362,1.4005379295837288,-0.4941090702700427,2.229587922740652,pgk,HP15_2911,tier1:extracted_gn
E4PMV8,3.0,3.0,10.3667345,"Malate dehydrogenase (Oxaloacetate-decarboxylating), NADP(+) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_472 PE=3 SV=1",4512.144505,2547.437847,10289.60497,4437.151332,5741.415442,214.7681604,61299.97156,10158.94295,26572.61898,5663.133125,11658.20446,1270.440674,2425.92219,5832.339022,2851.020168,151643.9443,10784.71717,55049.77222,6.4e-05,5.5e-05,0.0001,5.9e-05,7.5e-05,1.8e-06,0.00035,0.00014,9.5e-05,5.8e-05,0.00011,2.5e-05,2.5e-05,4.7e-05,4.7e-05,0.0006,0.00016,0.00015,"Malate dehydrogenase (Oxaloacetate-decarboxylating), NADP(+) OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_472 PE=3 SV=1",7.4e-05,4.51e-05,0.000193874,6.28e-05,3.96e-05,0.000302021,0.61,2.61,0.63,4.81,0.255,0.151,0.217,0.127,-0.7131188522118385,1.3840498067951597,-0.6665762662748083,2.266036893995317,HP15_472,,unresolved
E4PPX0,3.0,3.0,13.36125588,Ribose-phosphate pyrophosphokinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=prs PE=3 SV=1,8938.810897,12754.3197,1943.03393,3932.844685,7096.735345,513.4250016,48303.88745,7030.924299,205428.5579,9914.128411,3266.827667,534.9503141,6385.282399,22008.21284,1558.396177,124716.5888,1913.085034,304210.2432,0.00013,0.00028,1.9e-05,5.2e-05,9.2e-05,4.4e-06,0.00028,9.5e-05,0.00073,0.0001,2.9e-05,1e-05,6.6e-05,0.00018,2.6e-05,0.00049,2.9e-05,0.00081,Ribose-phosphate pyrophosphokinase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=prs PE=3 SV=1,0.00014,4.96e-05,0.000367436,4.74e-05,8.92e-05,0.000444951,0.35,2.6,1.88,9.39,0.103,0.239,0.261,0.115,-1.5145731728297582,1.3785116232537298,0.9107326619029126,3.23112515787905,prs,HP15_707,tier1:extracted_gn
E4PNW5,4.0,4.0,14.53237033,"Extracellular solute-binding protein, family 3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3031 PE=3 SV=1",70073.90616,31480.55437,72939.11505,88945.76159,49826.51017,48835.13849,373010.0943,122153.9202,668318.0359,142194.3639,61758.14571,82428.08558,53708.34393,86181.16507,127361.851,783880.556,102173.6767,1212444.713,0.001,0.00069,0.00073,0.00118,0.00065,0.00042,0.00213,0.00166,0.00238,0.00147,0.00056,0.00161,0.00055,0.00069,0.00211,0.00309,0.00152,0.00325,"Extracellular solute-binding protein, family 3 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3031 PE=3 SV=1",0.0008,0.000747546,0.00205382,0.001212278,0.001117624,0.002619978,0.93,2.55,0.92,2.16,0.365,0.013,0.422,0.012,-0.1046973786666932,1.3504972470841332,-0.1202942337177117,1.111031312388744,HP15_3031,HP15_3031,locus_tag:extracted_gn
E4PLY5,3.0,3.0,9.866317272,Elongation factor G OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=fusA PE=3 SV=1,22279.6977,15880.98197,5690.379409,25015.33148,33158.68198,15963.65449,189506.587,11535.05699,157651.6147,24357.15513,27300.11686,11837.49171,22487.03217,5994.966796,11346.20873,177137.553,11921.70729,186766.8294,0.00032,0.00035,5.7e-05,0.00033,0.00043,0.00014,0.00108,0.00016,0.00056,0.00025,0.00025,0.00023,0.00023,4.8e-05,0.00019,0.0007,0.00018,0.0005,Elongation factor G OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=fusA PE=3 SV=1,0.00024,0.000299533,0.000599256,0.000242984,0.000156042,0.000458741,1.25,2.5,0.64,1.89,0.06,0.167,0.13,0.145,0.3219280948873623,1.3219280948873624,-0.6438561897747247,0.918386234446348,fusA,HP15_377,tier1:extracted_gn
E4PNX8,5.0,5.0,32.51749218,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3044 PE=4 SV=1,195176.8262,258198.9956,257959.1091,275842.8938,159316.4768,342073.0233,1462828.604,218327.8397,4338512.859,534303.3592,405083.4123,91995.50823,296106.2026,360035.3056,127511.2386,1818987.346,185613.7466,3939793.3,0.00278,0.00562,0.00259,0.00365,0.00207,0.00293,0.00834,0.00296,0.01545,0.00551,0.00365,0.0018,0.00306,0.00288,0.00211,0.00717,0.00277,0.01055,Uncharacterized protein OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_3044 PE=4 SV=1,0.00366,0.002882507,0.008916302,0.003654445,0.002682632,0.006829239,0.79,2.44,0.73,1.87,0.316,0.181,0.175,0.193,-0.3400754415976217,1.2868811477881617,-0.4540316308947075,0.903038270112912,HP15_3044,HP15_3044,locus_tag:extracted_gn
E4PFU2,3.0,3.0,9.452432394,Na(+)-translocating NADH-quinone reductase subunit F OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=nqrF PE=3 SV=1,15664.25912,4336.196943,21969.86639,15957.52921,17469.73149,24727.29049,51651.88388,20086.30124,189330.4163,20673.17531,9085.042296,15645.88016,20580.68054,31384.59964,20248.20596,207429.4541,20508.29111,241416.3157,0.00022,9.4e-05,0.00022,0.00021,0.00023,0.00021,0.00029,0.00027,0.00067,0.00021,8.2e-05,0.00031,0.00021,0.00025,0.00034,0.00082,0.00031,0.00065,Na(+)-translocating NADH-quinone reductase subunit F OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=nqrF PE=3 SV=1,0.00018,0.000216584,0.000413648,0.000200456,0.000266253,0.000589982,1.21,2.31,1.33,2.94,0.257,0.088,0.168,0.037,0.2750070474998697,1.207892851641333,0.4114262457264649,1.5558161550616396,nqrF,HP15_2248,tier1:extracted_gn
E4PKB8,2.0,2.0,7.616754055,"ABC-type uncharacterized transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1451 PE=4 SV=1",19954.97091,9328.265528,6605.778161,49508.17048,8867.824378,25673.98063,58878.34711,18853.02307,189944.7106,26099.89315,126119.7688,6927.989308,41991.26573,1385061.849,14221.72904,201227.6544,7844.717792,287447.7674,0.00028,0.0002,6.6e-05,0.00066,0.00012,0.00022,0.00034,0.00026,0.00068,0.00027,0.00114,0.00014,0.00043,0.01107,0.00024,0.00079,0.00012,0.00077,"ABC-type uncharacterized transport system, periplasmic component OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_1451 PE=4 SV=1",0.00018,0.000330066,0.000422533,0.000513701,0.003912561,0.000560017,1.79,2.29,7.62,1.09,0.193,0.165,0.204,0.469,0.8399595874895318,1.1953475983222193,2.929790997718597,0.1243281350022017,HP15_1451,HP15_1451,locus_tag:extracted_gn
E4PMP1,5.0,5.0,15.93557918,50S ribosomal protein L17 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_405 PE=3 SV=1,127537.1091,126026.1125,107223.9758,113666.8493,201493.4387,124193.0816,691315.8431,184930.0988,1812985.759,363282.0687,242202.8268,47752.74989,88829.16224,211710.0359,88564.89964,1047066.664,237520.8119,3832200.936,0.00181,0.00274,0.00108,0.0015,0.00262,0.00106,0.00394,0.00251,0.00646,0.00375,0.00218,0.00093,0.00092,0.00169,0.00147,0.00413,0.00354,0.01026,50S ribosomal protein L17 OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=HP15_405 PE=3 SV=1,0.00188,0.001728469,0.004301162,0.002288439,0.001358759,0.005976414,0.92,2.29,0.59,2.61,0.113,0.138,0.224,0.161,-0.1202942337177117,1.1953475983222193,-0.7612131404128835,1.3840498067951597,HP15_405,HP15_405,locus_tag:extracted_gn
E4PK62,3.0,3.0,21.33690429,Thioredoxin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=trxA PE=3 SV=1,95425.09156,89503.3405,95866.65403,113871.521,74402.91074,93605.79537,496909.2745,162789.9202,1314842.349,116623.5247,128974.4532,118305.5038,126089.3791,97090.49718,90791.65758,990365.9098,133439.4067,1597289.26,0.00136,0.00195,0.00096,0.00151,0.00097,0.0008,0.00283,0.00221,0.00468,0.0012,0.00116,0.00232,0.0013,0.00078,0.0015,0.00391,0.00199,0.00428,Thioredoxin OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=trxA PE=3 SV=1,0.00142,0.001091627,0.003240394,0.001560206,0.001194041,0.003390166,0.77,2.28,0.77,2.17,0.215,0.108,0.149,0.039,-0.3770696490798233,1.189033824390017,-0.3770696490798233,1.1176950426697545,trxA,HP15_229,tier1:extracted_gn
E4PQB5,7.0,7.0,24.69749713,Inorganic pyrophosphatase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ppa PE=3 SV=1,106837.7063,205834.3426,28968.07024,109846.9789,109928.3249,120150.3139,533197.8303,209267.8599,2311513.569,196400.704,116436.2707,149971.5568,106255.6617,78875.53813,98699.22953,894156.2846,154554.1775,2609730.895,0.00152,0.00448,0.00029,0.00145,0.00143,0.00103,0.00304,0.00284,0.00823,0.00203,0.00105,0.00293,0.0011,0.00063,0.00163,0.00353,0.0023,0.00699,Inorganic pyrophosphatase OS=Marinobacter adhaerens (strain DSM 23420 / HP15) OX=225937 GN=ppa PE=3 SV=1,0.0021,0.001303435,0.004702711,0.002003538,0.001120878,0.004272233,0.62,2.24,0.56,2.13,0.281,0.227,0.037,0.063,-0.6896598793878495,1.1634987322828796,-0.8365012677171204,1.0908534304511135,ppa,HP15_3216,tier1:extracted_gn
