Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description
Q061P8,NA,5,5,0.002763739,0.002629325,0.002931793,0.002402722,0.002261228,0.004316958,0.011997143,0.006611039,0.00414788,0.00337464,0.00523386,0.003019738,0.003900243,0.005270037,0.002618388,0.007171262,0.005725096,0.003827775,0.002774952,0.002993636,0.007585354,0.00387608,0.003929556,0.005574711,0.380017041,1.07880631,0.053369014,2.733507776,0.480510526,1.01379651,0.112810277,1.438234442,50S ribosomal protein L7/L12 OS=Synechococcus sp. BL107 OX=313625 GN=rplL PE=3 SV=1
Q062X3,NA,5,5,0.000335357,0.000306806,0.000227471,0.000178172,0.000489727,0.000098011,0.000530521,0.000965013,0.000709481,0.000391067,0.000105951,0.000204056,0.000192762,0.000141548,0.000208459,0.000441264,0.000212493,0.000361169,0.000289878,0.000255303,0.000735005,0.000233692,0.000180923,0.000338309,0.396902374,0.88072578,0.013385544,2.535565622,0.286405632,0.774195267,0.19212841,1.447672718,Transketolase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05849 PE=3 SV=1
Q05Z37,NA,5,5,0.000423172,0.00070875,0.000412669,0.000409841,0.000707659,0.000216255,0.001365413,0.001236181,0.000839752,0.000251847,0.000200908,0.000232046,0.000354451,0.000289642,0.000243912,0.001503975,0.000512975,0.001367351,0.000514864,0.000444585,0.001147115,0.000228267,0.000296002,0.001128101,0.352458534,0.863500269,0.013538214,2.227997875,0.063837798,1.296734174,0.022089555,4.942019823,Putative glycerol kinase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09246 PE=3 SV=1
Q060U0,NA,5,5,0.0000239,0.000122987,0.000355433,0.000152698,0.000138368,0.000232064,0.000341425,0.00020014,0.000566261,0.000020019,0.000035627,0.000086064,0.000073001,0.000235646,0.000205331,0.000145622,0.000264386,0.000323894,0.00016744,0.000174377,0.000369275,0.000047237,0.000171326,0.000244634,0.474642603,1.041426289,0.118133706,2.20541694,0.04110713,3.626982852,0.012214575,5.178902625,Adenylate kinase OS=Synechococcus sp. BL107 OX=313625 GN=adk PE=3 SV=1
Q063N2,NA,5,5,0.002940131,0.003872321,0.002232691,0.003995985,0.003316163,0.002099704,0.00560636,0.00847213,0.003086528,0.002173171,0.001101927,0.002260872,0.004424368,0.002128096,0.000797281,0.007646007,0.003953217,0.002454263,0.003015048,0.003137284,0.005721673,0.001845323,0.002449915,0.004684496,0.437582533,1.040542096,0.085724399,1.897705424,0.309432496,1.327634542,0.074063199,2.538577197,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05054 PE=4 SV=1
Q064H3,NA,5,5,0.000606666,0.000823433,0.001167559,0.000551095,0.000970792,0.000632132,0.000505545,0.00146791,0.001292466,0.000401508,0.000353881,0.000326727,0.000323047,0.000414927,0.000395138,0.000407735,0.000437828,0.000484865,0.000865886,0.000718006,0.001088641,0.000360705,0.000377704,0.000443476,0.258013859,0.829215377,0.272929799,1.25725649,0.328331285,1.047127087,0.028725754,1.22946962,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_17145 PE=4 SV=1
Q05Z25,NA,5,5,0.000613342,0.001451487,0.001671943,0.000014302,0.000330328,0.00005193,0.003509698,0.000340214,0.000770449,0.000511965,0.000978616,0.00022993,0.000045124,0.000023815,0.00029646,0.000166015,0.000091652,0.000282263,0.001245591,0.000132186,0.00154012,0.000573504,0.000121799,0.000179977,0.014983392,0.106123498,0.395891523,1.236457641,0.063601946,0.212377457,0.077768479,0.313819521,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09306 PE=4 SV=1
Q05ZF9,NA,5,5,0.002370812,0.001349397,0.001807076,0.001353832,0.001067432,0.001236752,0.00071267,0.001999703,0.001244336,0.001736932,0.000578209,0.002038642,0.001861373,0.001143089,0.00054148,0.001868759,0.002920493,0.001197319,0.001842428,0.001219339,0.001318903,0.001451261,0.001181981,0.001995524,0.056073098,0.661810698,0.166621397,0.715850226,0.334928284,0.814451087,0.2312519,1.375027643,50S ribosomal protein L3 OS=Synechococcus sp. BL107 OX=313625 GN=rplC PE=3 SV=1
Q064C0,NA,4,4,0.000163231,0.00010352,0.000254129,0.000482306,0.000282457,0.000799692,0.002849232,0.003550676,0.001806452,0.000150835,0.000078385,0.000328931,0.000520551,0.000832568,0.00050012,0.002421022,0.001284409,0.001293009,0.000173627,0.000521485,0.002735453,0.000186051,0.000617746,0.001666147,0.045403503,3.003481314,0.003648834,15.75479151,0.014966732,3.320313265,0.009172864,8.955342765,DNA-directed RNA polymerase subunit beta OS=Synechococcus sp. BL107 OX=313625 GN=rpoB PE=3 SV=1
Q05ZQ3,NA,4,4,0.00019152,0.000235579,0.000360248,0.000130582,0.000420048,0.00025096,0.000619498,0.004411006,0.000548133,0.00034835,0.000240129,0.000304117,0.00031321,0.000254043,0.00012386,0.001061862,0.000612545,0.000353522,0.000262449,0.000267197,0.001859545,0.000297532,0.000230371,0.000675976,0.481838816,1.018090429,0.139594226,7.085361991,0.177096559,0.774273377,0.072427067,2.271946066,ATPase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11796 PE=3 SV=1
Q062N4,NA,4,4,0.000240615,0.000275779,0.000361447,0.000318228,0.000325854,0.00031109,0.00316383,0.00091457,0.000669632,0.000154682,0.000084223,0.000331766,0.000398143,0.000257419,0.000196499,0.001557742,0.000517758,0.000349681,0.000292614,0.000318391,0.001582677,0.000190224,0.00028402,0.000808394,0.257515566,1.088092607,0.089885961,5.408762227,0.189240171,1.493087206,0.091773201,4.24970223,4-hydroxy-tetrahydrodipicolinate synthase OS=Synechococcus sp. BL107 OX=313625 GN=dapA PE=3 SV=1
Q060Q1,NA,4,4,0.002866145,0.001921144,0.001481836,0.005198151,0.004967064,0.01263203,0.013207262,0.012351459,0.003608987,0.002333337,0.002182648,0.006198331,0.002644878,0.011408303,0.003564712,0.010042321,0.004360232,0.002853326,0.002089708,0.007599082,0.009722569,0.003571439,0.005872631,0.00575196,0.048427832,3.636432081,0.034580086,4.652596883,0.24795418,1.64433205,0.220595227,1.61054418,"Carboxysome shell peptide, CsoS1 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10556 PE=4 SV=1"
Q060D8,NA,4,4,0.001031745,0.001335311,0.001947557,0.00105782,0.00153399,0.000975369,0.008478962,0.007215801,0.002890155,0.000789555,0.001274407,0.000898241,0.000958295,0.001014852,0.000814271,0.006972904,0.002618313,0.001793264,0.001438205,0.00118906,0.006194973,0.000987401,0.000929139,0.003794827,0.240307457,0.826766562,0.025008518,4.307434997,0.365956061,0.940994895,0.078421534,3.843248037,Peptidyl-prolyl cis-trans isomerase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11121 PE=3 SV=1
Q062T9,NA,4,4,0.000234206,0.000199422,0.000474361,0.000140669,0.000350932,0.000997264,0.001242145,0.001966212,0.000442924,0.000112871,0.000101905,0.00064247,0.000220863,0.000767469,0.000651439,0.000682141,0.000517873,0.000515961,0.000302663,0.000496289,0.001217094,0.000285748,0.00054659,0.000571992,0.257820627,1.639740843,0.055493155,4.021285906,0.172519543,1.912838326,0.100001704,2.001733028,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_06019 PE=4 SV=1
Q05Z91,NA,4,4,0.000519215,0.000751676,0.000991349,0.000905116,0.00088422,0.002301266,0.001299821,0.002574159,0.00230538,0.000431735,0.001744445,0.001570243,0.000532464,0.002575806,0.001889889,0.002718035,0.001155543,0.001112824,0.00075408,0.001363534,0.002059787,0.001248807,0.001666053,0.001662134,0.140035324,1.808209415,0.016826999,2.731523507,0.29860038,1.334115596,0.285219285,1.330977145,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08976 PE=4 SV=1
Q060Y9,NA,4,4,0.001579436,0.001072693,0.000921219,0.001081447,0.001390262,0.001076427,0.002723955,0.003912444,0.002581266,0.000818645,0.000197026,0.000790526,0.000714166,0.000922329,0.00072547,0.001375064,0.001737488,0.001992544,0.001191116,0.001182712,0.003072555,0.000602066,0.000787322,0.001701699,0.48596297,0.992944107,0.007848954,2.579558831,0.217406182,1.307700575,0.00764228,2.826434089,30S ribosomal protein S7 OS=Synechococcus sp. BL107 OX=313625 GN=rpsG PE=3 SV=1
Q061I3,NA,4,4,0.00008241,0.000244252,0.000298922,0.000044248,0.000143139,0.000025232,0.00097344,0.000417444,0.000206067,0.000048875,0.000081663,0.000001838,0.000053372,0.000026194,0.000102184,0.000873601,0.000060768,0.000274448,0.000208528,0.000070873,0.000532317,0.000044126,0.000060583,0.000402939,0.069324217,0.339873288,0.122567417,2.552739961,0.317622195,1.372976312,0.107976437,9.13163997,"Two component transcriptional regulator, LuxR family protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_07799 PE=4 SV=1"
Q065Z5,NA,4,4,0.000176189,0.000273236,0.000090729,0.000265142,0.00025334,0.00026154,0.000334644,0.000358706,0.000616084,0.000128579,0.000160607,0.000199904,0.00012866,0.000289373,0.000211783,0.000173516,0.000278695,0.000544939,0.000180052,0.000260007,0.000436478,0.00016303,0.000209938,0.000332383,0.102381663,1.444070947,0.034958904,2.424180927,0.203947899,1.287729411,0.10324153,2.03878599,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14280 PE=4 SV=1
Q05ZA6,NA,4,4,0.000090246,0.000065071,0.000428281,0.000028657,0.000069414,0.000092214,0.000302367,0.000700601,0.000341651,0.000040774,0.000320206,0.000171333,0.000106529,0.000071821,0.000285912,0.000727833,0.000323217,0.000270967,0.000194533,0.000063428,0.000448206,0.000177437,0.000154754,0.000440673,0.165431274,0.326052841,0.107713831,2.304013406,0.419377487,0.872159744,0.093359864,2.483537683,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08901 PE=4 SV=1
Q066D9,NA,4,4,0.000222057,0.000533908,0.002505745,0.00016015,0.000211009,0.001255333,0.00165061,0.001071661,0.00371323,0.000127592,0.000222181,0.000548761,0.000286505,0.000727395,0.001834347,0.001693932,0.001108246,0.002198832,0.001087237,0.000542164,0.002145167,0.000299511,0.000949416,0.001667003,0.266303839,0.498662305,0.190215067,1.973044588,0.122669904,3.169882323,0.00791576,5.565743239,RNA-binding region RNP-1 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14060 PE=4 SV=1
Q062Z8,NA,4,4,0.000014468,0.000029275,0.000543711,0.000042532,0.000162185,0.000196299,0.000435684,0.000156365,0.000393031,0.000010788,0.000014531,0.000035489,0.000028948,0.000215698,0.000270688,0.000074853,0.000106834,0.000142125,0.000195818,0.000133672,0.00032836,0.000020269,0.000171778,0.000107937,0.373738456,0.682633974,0.266479285,1.676864865,0.054248245,8.474758094,0.006869342,5.325130618,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05724 PE=4 SV=1
Q05ZY7,NA,4,4,0.000234362,0.000404219,0.000173879,0.000206833,0.00026449,0.000235642,0.000282399,0.000577489,0.000468581,0.000218764,0.000220546,0.000158234,0.000261989,0.000316318,0.000336861,0.000435667,0.000288864,0.000473088,0.00027082,0.000235655,0.000442823,0.000199181,0.000305056,0.000399206,0.323024324,0.870153842,0.097027695,1.635120148,0.012518111,1.531550002,0.014376959,2.004236491,Ornithine carbamoyltransferase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_11376 PE=3 SV=1
Q05YU4,NA,4,4,0.001008287,0.000943762,0.00087707,0.000843334,0.000743251,0.000642527,0.001759043,0.001246064,0.00141549,0.000675741,0.000615346,0.000844947,0.001044602,0.000905555,0.0004625,0.002070598,0.001332554,0.001312825,0.00094304,0.000743038,0.001473532,0.000712011,0.000804219,0.001571992,0.022321394,0.787917432,0.013517338,1.562534372,0.325153803,1.129503094,0.014624674,2.207818919,Thioredoxin OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09711 PE=3 SV=1
Q05ZG1,NA,4,4,0.000784944,0.000422599,0.001093227,0.00051081,0.000673592,0.000553728,0.001300118,0.001109817,0.000796695,0.000456199,0.000298458,0.000950636,0.000508653,0.000414938,0.00020837,0.000937356,0.000460717,0.000517354,0.000766924,0.000579377,0.001068877,0.000568431,0.00037732,0.000638476,0.200554657,0.755455543,0.141026707,1.393720126,0.212686272,0.663792045,0.395554676,1.123224038,50S ribosomal protein L23 OS=Synechococcus sp. BL107 OX=313625 GN=rplW PE=3 SV=1
Q065X6,NA,4,4,0.000316209,0.000415173,0.000239075,0.000144612,0.00038848,0.000021306,0.000544225,0.00028189,0.000474254,0.00031361,0.00022677,0.000070061,0.00022236,0.000014146,0.000065166,0.000315072,0.000099037,0.000142633,0.000323486,0.000184799,0.000433457,0.00020348,0.000100558,0.000185581,0.15485629,0.571274863,0.152450686,1.339956052,0.169542516,0.494187669,0.431358588,0.912032313,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14375 PE=4 SV=1
Q066J5,NA,4,4,0.000609459,0.000768798,0.000844693,0.000359032,0.000407512,0.000478295,0.00055819,0.000912287,0.001088214,0.000402287,0.000511789,0.000467617,0.000386167,0.000471846,0.000722234,0.000488738,0.000556203,0.000698951,0.000740983,0.000414946,0.000852897,0.000460564,0.000526749,0.000581297,0.006805181,0.559994056,0.273796473,1.151034029,0.282622513,1.1437034,0.079031621,1.262140975,Photosystem II reaction center Psb28 protein OS=Synechococcus sp. BL107 OX=313625 GN=psb28 PE=3 SV=1
Q05Z72,NA,4,4,0.003883158,0.002051721,0.004513486,0.002531615,0.002499596,0.002103122,0.003387355,0.002641571,0.004689451,0.003222223,0.001299928,0.003209162,0.002110018,0.002033296,0.002598207,0.002439202,0.003183313,0.004149523,0.003482788,0.002378111,0.003572792,0.002577104,0.002247174,0.003257346,0.107647973,0.682818105,0.464551708,1.025842483,0.322343705,0.87197626,0.2236349,1.26395596,Possible phycobilisome linker polypeptide OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09071 PE=3 SV=1
Q060G4,NA,4,4,0.000187597,0.000303766,0.000419833,0.000107192,0.000263035,0.000214942,0.000467379,0.000263662,0.000160654,0.000170579,0.000059458,0.000183713,0.000178754,0.000227949,0.000141535,0.00021541,0.000057189,0.000120987,0.000303732,0.000195056,0.000297232,0.000137917,0.000182746,0.000131196,0.126251879,0.64219871,0.478314318,0.978599781,0.195657407,1.325048229,0.458476427,0.951266379,Ketol-acid reductoisomerase (NADP(+)) OS=Synechococcus sp. BL107 OX=313625 GN=ilvC PE=3 SV=1
Q061Q2,NA,3,3,0.000241659,0.000147496,0.000322861,0.001300526,0.00070853,0.001225909,0.002564745,0.002704899,0.008916608,0.000296606,0.000143895,0.000142069,0.001076955,0.000866768,0.000552812,0.002088502,0.003156688,0.006166286,0.000237339,0.001078322,0.004728751,0.00019419,0.000832179,0.003803825,0.006034618,4.543387191,0.049325089,19.92406229,0.008264149,4.285380395,0.020898441,19.58815059,Transcription termination/antitermination protein NusG OS=Synechococcus sp. BL107 OX=313625 GN=nusG PE=3 SV=1
Q05YK4,NA,3,3,0.000062463,0.000017879,0.000074369,0.000113235,0.000028237,0.000075364,0.000648398,0.00012946,0.000101481,0.000172098,0.000123236,0.00004265,0.000112614,0.000069442,0.000050561,0.000157544,0.000181595,0.000098151,0.00005157,0.000072278,0.000293113,0.000112661,0.000077539,0.000145763,0.26399517,1.401553971,0.123882012,5.683761348,0.224889481,0.688247147,0.252095608,1.293818691,Inorganic diphosphatase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_10187 PE=4 SV=1
Q05Z87,NA,3,3,0.000045077,0.000126023,0.000306128,0.000060626,0.000226363,0.000205648,0.000430657,0.001293044,0.000821869,0.000035165,0.000049355,0.000260469,0.000076727,0.000204113,0.000269517,0.000507341,0.000307028,0.000483018,0.000159076,0.000164212,0.000848523,0.000114996,0.000183452,0.000432462,0.479327098,1.032289441,0.028734262,5.334075484,0.249641745,1.595291831,0.01505505,3.760669471,Possible phycobilisome linker polypeptide OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08996 PE=3 SV=1
Q060Z0,NA,3,3,0.000175132,0.000108039,0.000231426,0.000229621,0.000274342,0.000200013,0.001106268,0.00042294,0.000697465,0.000156294,0.000068471,0.000146923,0.000366829,0.000238561,0.000207293,0.000853024,0.000573693,0.000501931,0.000171532,0.000234659,0.000742224,0.000123896,0.000270894,0.000642883,0.102304416,1.368014888,0.02368779,4.327026715,0.029524361,2.186469608,0.004688242,5.188904547,Elongation factor G OS=Synechococcus sp. BL107 OX=313625 GN=fusA PE=3 SV=1
Q064C1,NA,3,3,0.000049418,0.000056959,0.00009274,0.000112372,0.000097613,0.000176303,0.000267081,0.000085495,0.000463267,0.000044438,0.000099798,0.000170529,0.000085288,0.000234719,0.000078222,0.000196046,0.00015609,0.000231897,0.000066372,0.000128763,0.000271948,0.000104922,0.000132743,0.000194678,0.043312517,1.940005748,0.067366046,4.097296323,0.340172487,1.265161871,0.05128998,1.855454232,DNA-directed RNA polymerase subunit gamma OS=Synechococcus sp. BL107 OX=313625 GN=rpoC1 PE=3 SV=1
Q05YR7,NA,3,3,0.000083428,0.000058183,0.000230265,0.000072729,0.000450298,0.000062106,0.000128339,0.000794629,0.000467348,0.000051695,0.000058937,0.000173366,0.000047212,0.000055036,0.000139944,0.00004601,0.000104443,0.000459802,0.000123959,0.000195044,0.000463438,0.000094666,0.000080731,0.000203418,0.317386443,1.573457167,0.082177072,3.738644166,0.395811807,0.852795958,0.23308311,2.148800332,60 kDa chaperonin OS=Synechococcus sp. BL107 OX=313625 GN=groL PE=3 SV=1
Q063G0,NA,3,3,0.000016745,0.000068314,0.00005039,0.000024431,0.000071924,0.000010935,0.000134085,0.000048257,0.00031182,0.000020948,0.000007854,0.000008737,0.000024144,0.000014089,0.000042024,0.000092639,0.000049661,0.000227379,0.00004515,0.000035763,0.000164721,0.000012513,0.000026752,0.000123226,0.357198428,0.792110461,0.102507143,3.648339372,0.098240765,2.137940637,0.054122487,9.847803824,Enoyl-[acyl-carrier-protein] reductase [NADH] OS=Synechococcus sp. BL107 OX=313625 GN=BL107_05414 PE=3 SV=1
Q060W8,NA,3,3,0.000134582,0.000109732,0.000057873,0.000103559,0.000063397,0.000054954,0.000182065,0.000324139,0.000355385,0.000114056,0.000060709,0.00006129,0.000137824,0.000080328,0.000062459,0.000169192,0.000151678,0.00016061,0.000100729,0.00007397,0.000287196,0.000078685,0.000093537,0.000160493,0.189818378,0.73434714,0.016152552,2.851174915,0.316661168,1.188752612,0.005634718,2.039694766,PKHD-type hydroxylase BL107_08374 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08374 PE=3 SV=1
Q05ZD3,NA,3,3,0.000174691,0.000141761,0.000169678,0.000158358,0.000144066,0.000181462,0.000689345,0.000488404,0.000186612,0.000100896,0.00011157,0.000258882,0.000110597,0.000213172,0.00009871,0.000237639,0.000255465,0.000181213,0.000162043,0.000161295,0.000454787,0.000157116,0.000140827,0.000224772,0.481257939,0.995385161,0.058133897,2.806578707,0.403773123,0.896322397,0.145545337,1.430614064,Anthranilate synthase OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08766 PE=4 SV=1
Q05Z68,NA,3,3,0.000044303,0.000070879,0.000108904,0.00002458,0.000062334,0.000040852,0.000227566,0.00020961,0.000113372,0.000057993,0.000030206,0.000042104,0.000027416,0.000027806,0.000082857,0.000099526,0.000086582,0.000094604,0.000074695,0.000042589,0.000183516,0.000043434,0.000046026,0.000093571,0.106552911,0.570165817,0.026672679,2.456861741,0.451800934,1.059679209,0.00243208,2.154309534,30S ribosomal protein S1 OS=Synechococcus sp. BL107 OX=313625 GN=BL107_09091 PE=4 SV=1
Q061W3,NA,3,3,0.002202728,0.002052621,0.001248616,0.001996709,0.002819126,0.002096515,0.004383554,0.005572084,0.003525557,0.001712227,0.001694538,0.00172957,0.002207548,0.002019968,0.00094662,0.004049584,0.003092917,0.003673944,0.001834655,0.002304116,0.004493732,0.001712112,0.001724712,0.003605482,0.149413641,1.255885533,0.008000688,2.449360849,0.487977297,1.007359413,0.001222027,2.105868447,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_07149 PE=4 SV=1
Q065N1,NA,3,3,0.000313298,0.000207232,0.000229301,0.000317941,0.000186891,0.000449814,0.000701905,0.00027317,0.000587065,0.000431123,0.000190421,0.000526386,0.000390023,0.000451085,0.000147687,0.000527938,0.000464393,0.000285175,0.000249944,0.000318215,0.000520713,0.000382643,0.000329598,0.000425835,0.227200851,1.273148066,0.054905965,2.083323223,0.358486513,0.861372885,0.372184499,1.112878089,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14850 PE=4 SV=1
Q065Q8,NA,3,3,0.000281332,0.000400232,0.001404077,0.000190623,0.000379094,0.000361939,0.001071228,0.002462272,0.000527133,0.000139142,0.000067483,0.000571435,0.000127458,0.000226846,0.000257979,0.000585476,0.000467285,0.000303016,0.000695214,0.000310552,0.001353544,0.000259353,0.000204094,0.000451926,0.173418483,0.446699789,0.193059737,1.94694676,0.375279708,0.786935958,0.169412474,1.742509855,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_14715 PE=4 SV=1
Q061R6,NA,3,3,0.001756948,0.000801096,0.000709945,0.00155196,0.000916149,0.00127783,0.003355426,0.001276269,0.001626856,0.001626832,0.001350981,0.000926307,0.002075304,0.000963465,0.000495686,0.002836668,0.002008306,0.001236727,0.00108933,0.001248646,0.002086184,0.001301373,0.001178151,0.002027234,0.34906995,1.146252024,0.120468585,1.915107607,0.41062579,0.905313826,0.111953994,1.557764874,Nucleoside diphosphate kinase OS=Synechococcus sp. BL107 OX=313625 GN=ndk PE=3 SV=1
Q067G7,NA,3,3,0.000010666,0.000023089,0.000020999,0.000021447,0.000019058,0.000014898,0.000006969,0.000054797,0.000041584,0.000007256,0.000002302,0.000007979,0.000016894,0.000011643,0.000029643,0.000014842,0.000033499,0.000050595,0.000018251,0.000018467,0.00003445,0.000005846,0.000019394,0.000032979,0.48113574,1.011831716,0.167146406,1.887544815,0.036993738,3.317642199,0.030350493,5.641627586,ATP-dependent Clp protease proteolytic subunit OS=Synechococcus sp. BL107 OX=313625 GN=clpP PE=3 SV=1
Q05YG2,NA,3,3,0.000358562,0.000446894,0.000764618,0.000087074,0.000287866,0.000054038,0.000513414,0.001367906,0.001030697,0.000171332,0.000246789,0.000589184,0.000100702,0.000156024,0.000475589,0.000438189,0.000194755,0.000775588,0.000523358,0.000142993,0.000970672,0.000335768,0.000244105,0.00046951,0.02837197,0.273221941,0.091069377,1.854699922,0.312833397,0.727004644,0.281075813,1.398316358,Photosystem II 12 kDa extrinsic protein OS=Synechococcus sp. BL107 OX=313625 GN=psbU PE=3 SV=1
Q05ZG0,NA,3,3,0.000624741,0.000225433,0.000370558,0.000390659,0.000382767,0.000201208,0.001467505,0.00048296,0.000220003,0.000533879,0.000117856,0.000281386,0.000468906,0.000198537,0.000092542,0.000633846,0.000302489,0.00024789,0.000406911,0.000324878,0.000723489,0.00031104,0.000253328,0.000394742,0.284100151,0.798401381,0.235035229,1.778005836,0.372014495,0.814455732,0.324909681,1.269102259,50S ribosomal protein L4 OS=Synechococcus sp. BL107 OX=313625 GN=rplD PE=3 SV=1
Q067T9,NA,3,3,0.000046627,0.000061756,0.000089203,0.000029253,0.00006684,0.000060535,0.000164412,0.000120988,0.000065456,0.000062154,0.000044837,0.000053938,0.000054573,0.000052683,0.000025464,0.000095969,0.000031768,0.000055152,0.000065862,0.00005221,0.000116952,0.000053643,0.00004424,0.000060963,0.233945214,0.792712587,0.088603201,1.775712607,0.213598914,0.824714922,0.362650858,1.136456633,DNA-directed RNA polymerase subunit beta' OS=Synechococcus sp. BL107 OX=313625 GN=rpoC2 PE=3 SV=1
Q061P9,NA,3,3,0.000198558,0.000473671,0.000367825,0.00041506,0.000353419,0.000551599,0.00073455,0.000465872,0.000640064,0.000221537,0.000629722,0.000462317,0.000288268,0.000649223,0.000386002,0.000334679,0.000603339,0.00047268,0.000346685,0.000440026,0.000613495,0.000437859,0.000441164,0.000470233,0.200082276,1.269240482,0.038164944,1.769606322,0.492260978,1.007549579,0.415184666,1.073937161,50S ribosomal protein L10 OS=Synechococcus sp. BL107 OX=313625 GN=rplJ PE=3 SV=1
Q061B7,NA,3,3,0.000046577,0.000015594,0.000083499,0.000007042,0.000023673,0.000009286,0.000117977,0.00011914,0.000015965,0.000056837,0.000035514,0.000096595,0.00001428,0.000015982,0.000017351,0.000017637,0.000083867,0.000022219,0.000048557,0.000013334,0.00008436,0.000062982,0.000015871,0.000041241,0.078922988,0.274599097,0.207618064,1.737354967,0.029125687,0.251989305,0.239407758,0.654806649,Photosystem II manganese-stabilizing polypeptide OS=Synechococcus sp. BL107 OX=313625 GN=BL107_08129 PE=4 SV=1
Q063T4,NA,3,3,0.000022149,0.000009204,0.000062558,0.000105318,0.000217052,0.000216342,0.000047935,0.000087806,0.000020467,0.000010201,0.000015795,0.000026359,0.000027872,0.000206665,0.000126759,0.000056934,0.000014539,0.000015186,0.000031303,0.00017957,0.000052069,0.000017452,0.000120432,0.000028886,0.010742456,5.736451834,0.228972147,1.663374443,0.059183952,6.900907857,0.241483863,1.655227104,Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15760 PE=3 SV=1
Q064F6,NA,3,3,0.000323221,0.000343004,0.000683038,0.00034647,0.000217969,0.000288546,0.000531649,0.000679226,0.000913076,0.000204929,0.000215886,0.000246638,0.000232968,0.000225935,0.000306809,0.000828827,0.000161693,0.000297921,0.000449754,0.000284328,0.000707984,0.000222484,0.000255237,0.00042948,0.124194704,0.632185526,0.092159479,1.574156261,0.158883682,1.147214925,0.183707182,1.930382715,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_17230 PE=4 SV=1
Q065E3,NA,3,3,0.000108692,0.000069525,0.000506177,0.000080352,0.000106691,0.000066061,0.000154617,0.000154296,0.000724628,0.000083075,0.000103198,0.000067127,0.000108013,0.000062196,0.000066181,0.000231637,0.000630483,0.000109103,0.000228131,0.000084368,0.000344514,0.000084467,0.000078797,0.000323741,0.181239939,0.369822471,0.323707202,1.510156165,0.384188384,0.932871035,0.101948682,3.832754663,Uncharacterized protein OS=Synechococcus sp. BL107 OX=313625 GN=BL107_15290 PE=4 SV=1
Q05ZH0,NA,3,3,0.000086141,0.000052784,0.000048452,0.000086821,0.000128011,0.000043259,0.000006514,0.000113938,0.000154663,0.000075471,0.00000637,0.000056583,0.000060264,0.000076024,0.000064592,0.000093241,0.000123709,0.000071747,0.000062459,0.00008603,0.000091705,0.000046141,0.00006696,0.000096233,0.21762132,1.377392316,0.278769899,1.468252169,0.190325861,1.451192753,0.060699887,2.085607081,50S ribosomal protein L24 OS=Synechococcus sp. BL107 OX=313625 GN=rplX PE=3 SV=1
