Accession,KEGG,Peptide count,Unique peptides,L1,L2,L3,LGnM1,LGnM2,LGnM3,LGmM1,LGmM2,LGmM3,D1,D2,D3,DGnM1,DGnM2,DGnM3,DGmM1,DGmM2,DGmM3,L.avg,LGnM.avg,LGmM.avg,D.avg,DGnM.avg,DGmM.avg,TTEST.L.LGnM,FC.L.LGnM,TTEST.L.LGmM,FC.L.LGmM,TTEST.D.LGnM,FC.D.LGnM,TTEST.D.LGmM,FC.D.LGmM,Description,log2FC.L.LGnM,log2FC.L.LGmM,log2FC.D.LGnM,log2FC.D.LGmM,resolved_locus_tag,resolution_method
A5GHW4,SynWH7803_0103,6,6,0.003844009,0.000553892,0.003821114,0.003899511,0.000285502,0.002158111,0.004673014,0.000460897,0.006077224,0.005039396,0.000353055,0.007745397,0.004751656,0.00042172,0.004811384,0.003700752,0.001312264,0.004456646,0.002739671,0.002114375,0.003737045,0.004379283,0.003328253,0.003156554,0.178704329,0.771762106,0.140911271,1.364048494,0.191335137,0.759999623,0.212097841,0.720792544,"dTDP-4-dehydrorhamnose 3,5-epimerase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rfbC PE=3 SV=1",-0.3737718864940857,0.4478949352782653,-0.3959293919839883,-0.4723440071402662,SynWH7803_0103,locus_tag:KEGG
A5GLI1,SynWH7803_1370,6,6,0.001232873,0.000949611,0.001005543,0.001134358,0.00088969,0.00081878,0.00155017,0.00116801,0.001354558,0.001058156,0.000868125,0.001557808,0.000994455,0.001087794,0.001685588,0.00168398,0.001324676,0.001807968,0.001062676,0.000947609,0.001357579,0.001161363,0.001255945,0.001605541,0.045991839,0.891720068,0.008664159,1.277510317,0.187353889,1.081440957,0.027460777,1.382463074,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1370 PE=4 SV=1,-0.16533720973237,0.3533349422193623,0.1129549012050655,0.4672409461608561,SynWH7803_1370,locus_tag:KEGG
A5GIU4,SynWH7803_0433,6,6,0.000630518,0.00037255,0.000477147,0.000671408,0.000393826,0.000359778,0.00083016,0.000378991,0.000632835,0.001002636,0.00027851,0.000552323,0.000709107,0.000198165,0.000660425,0.000634404,0.000597768,0.000823757,0.000493405,0.000475004,0.000613995,0.000611156,0.000522566,0.00068531,0.373621882,0.962705995,0.087629083,1.244404397,0.262439672,0.855044586,0.384881951,1.121332951,50S ribosomal protein L4 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplD PE=3 SV=1,-0.054832820512165,0.3154553976375262,-0.2259284441005371,0.1652147129659873,SynWH7803_0433,locus_tag:KEGG
A5GLI4,SynWH7803_1373,6,6,0.00091138,0.000447925,0.000811516,0.000680178,0.000571287,0.000824756,0.001160202,0.000524971,0.001015499,0.000942456,0.000581753,0.000941815,0.000880847,0.000140728,0.000764356,0.001170758,0.000578257,0.001015047,0.000723607,0.000692074,0.000900224,0.000822008,0.00059531,0.000921354,0.39592326,0.956422257,0.037682861,1.244078342,0.090445326,0.724214819,0.141194788,1.120857708,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1373 PE=4 SV=1,-0.064280391343568,0.3150773376036935,-0.4655103971134871,0.1646031407726659,SynWH7803_1373,locus_tag:KEGG
A5GMM6,SynWH7803_1765,6,6,0.000227629,2.82153e-05,7.14773e-05,0.000178315,3.96403e-05,7.19866e-05,0.000163875,5.45271e-05,0.000186444,0.000164823,2.01637e-05,0.000134686,0.000335577,1.55947e-05,0.000120534,0.000329168,2.97246e-05,0.000262665,0.000109107,9.66474e-05,0.000134949,0.000106557,0.000157236,0.000207186,0.286843707,0.88580261,0.333073383,1.236846653,0.243942013,1.475594011,0.082064213,1.944356874,Ketol-acid reductoisomerase (NADP(+)) OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ilvC PE=3 SV=1,-0.1749428467852559,0.3066666428604867,0.5612958386844491,0.959293040495908,SynWH7803_1765,locus_tag:KEGG
A5GJ14,SynWH7803_0503,6,6,0.00108819,0.000696123,0.000539175,0.001450103,0.000770223,0.000725878,0.000955509,0.000737022,0.000744786,0.001068667,0.00065247,0.000647818,0.0013546,0.0006864,0.000409206,0.000833898,0.000497843,0.000782853,0.000774496,0.000982068,0.000812439,0.000789652,0.000816735,0.000704865,0.065706588,1.268009426,0.367554472,1.048990489,0.437279492,1.034297809,0.264553924,0.892627508,"Phycobilisome linker polypeptide, C-phycoerythrin class I-associated OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cpeC PE=3 SV=1",0.3425654700774074,0.0690015973291568,0.048651645717188,-0.1638698282441724,SynWH7803_0503,locus_tag:KEGG
P0A330,SynWH7803_0677,6,6,0.008356007,0.005784519,0.006918377,0.005280081,0.00613827,0.006475084,0.006324113,0.006879319,0.004499163,0.005405753,0.007077788,0.004567975,0.006466215,0.005583495,0.006988511,0.003360375,0.005704001,0.007382256,0.007019634,0.005964478,0.005900865,0.005683839,0.006346074,0.005482211,0.207845963,0.84968506,0.210229243,0.84062287,0.311087788,1.116511909,0.453317196,0.964526056,Carbon dioxide-concentrating mechanism protein CcmK OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ccmK PE=3 SV=1,-0.234999896662452,-0.2504693878778968,0.1589986393947015,-0.0521078826842792,SynWH7803_0677,locus_tag:KEGG
A5GPE9,SynWH7803_2388,6,6,0.003358962,0.003769196,0.004977817,0.002831478,0.00366884,0.003994957,0.002459675,0.004515427,0.002838439,0.003959039,0.005082407,0.003123268,0.002635755,0.005443779,0.003543305,0.00288501,0.003509688,0.002839112,0.004035325,0.003498425,0.00327118,0.004054905,0.00387428,0.003077937,0.08483657,0.866949937,0.228530422,0.810636105,0.39096263,0.95545515,0.060603122,0.759065126,Nucleoside diphosphate kinase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ndk PE=3 SV=1,-0.2059794090840437,-0.3028736617374388,-0.0657399416126421,-0.3977044240997501,SynWH7803_2388,locus_tag:KEGG
A5GIZ8,SynWH7803_0487,6,6,0.00121646,0.002262421,0.001967234,0.001495122,0.001929135,0.002514569,0.001343091,0.001559562,0.001186627,0.001753389,0.002219817,0.001478487,0.001519696,0.002517612,0.00167075,0.001376801,0.001169118,0.001594001,0.001815372,0.001979609,0.001363093,0.001817231,0.001902686,0.001379973,0.296457401,1.090470208,0.129792507,0.750861728,0.325691351,1.047024731,0.162531703,0.75938234,"Phycobilisome linker polypeptide, C-phycoerythrin class II-associated OS=Synechococcus sp. (strain WH7803) OX=32051 GN=mpeE PE=3 SV=1",0.1249503556203166,-0.4133808365422148,0.0662955195081443,-0.3971016464843168,SynWH7803_0487,locus_tag:KEGG
A5GHP4,SynWH7803_0033,6,6,0.001234078,0.00123298,0.001489662,0.001136518,0.00124866,0.001496267,0.000496763,0.00069749,0.001098973,0.000984124,0.00083467,0.001549156,0.001051354,0.000921187,0.001837374,0.000532101,0.000917484,0.001011891,0.001318907,0.001293815,0.000764409,0.00112265,0.001269972,0.000820492,0.280576842,0.980975385,0.015661289,0.579577481,0.086223862,1.131226814,0.129873391,0.73085292,Biotin carboxyl carrier protein of acetyl-CoA carboxylase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=accB PE=4 SV=1,-0.0277111586303785,-0.7869265536170296,0.1778882225427863,-0.4523469936841472,SynWH7803_0033,locus_tag:KEGG
A5GMW9,SynWH7803_1858,5,5,0.000336688,0.000194554,0.000270964,0.000216824,0.000270016,0.000233667,0.000696304,0.000545252,0.002722558,0.000224483,0.000243959,0.001050307,0.000214765,0.000237834,0.000927491,0.000679432,0.0012012,0.002483645,0.000267402,0.000240169,0.001321372,0.00050625,0.00046003,0.001454759,0.338979611,0.89815711,0.135262454,4.941520215,0.175504548,0.908702518,0.039199886,2.873599506,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ispD PE=3 SV=1,-0.1549602646288181,2.304954942467173,-0.1381200183427261,1.522859007178261,SynWH7803_1858,locus_tag:KEGG
A5GN68,SynWH7803_1957,5,5,0.000153437,0.000105915,0.000203528,0.000129205,0.000140661,0.000226275,0.000226289,0.000701693,0.000489364,9.16713e-05,0.000150509,0.000137512,0.00010568,0.000120785,0.000133638,0.000137728,0.000807722,0.000366417,0.000154293,0.000165381,0.000472449,0.000126564,0.000120034,0.000437289,0.300305659,1.071856807,0.085544634,3.062012339,0.329087273,0.94840578,0.1141767,3.455076558,3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ OS=Synechococcus sp. (strain WH7803) OX=32051 GN=fabZ PE=3 SV=1,0.1001121841263811,1.6144800964818034,-0.0764236396255117,1.7887176783771377,SynWH7803_1957,locus_tag:KEGG
A5GPG7,SynWH7803_2406,5,5,0.000208458,0.000142107,8.85526e-05,0.000159148,9.73255e-05,0.000124575,0.000338319,0.000283353,0.000405342,0.000256978,0.000163223,8.31284e-05,0.000212245,0.000209309,0.00011923,0.000466277,0.000334294,0.000326446,0.000146373,0.000127016,0.000342338,0.000167777,0.000180261,0.000375673,0.278637457,0.867760588,0.041772977,2.338813428,0.353249242,1.074413398,0.00496268,2.239124079,Diflavin flavoprotein A OS=Synechococcus sp. (strain WH7803) OX=32051 GN=dfa PE=3 SV=1,-0.2046310316506096,1.2257767795035648,0.1035492004845071,1.1629344760235167,SynWH7803_2406,locus_tag:KEGG
A5GLX5,SynWH7803_1514,5,5,0.001229405,0.000591936,0.000671763,0.001263726,0.000814051,0.000702059,0.001594628,0.001532028,0.002614983,0.001435497,0.000836399,0.000761368,0.001729196,0.000133624,0.001064588,0.002088987,0.001079139,0.002763926,0.000831034,0.000926612,0.00191388,0.001011088,0.000975803,0.001977351,0.135016329,1.115010327,0.071667234,2.303008913,0.462725526,0.965101498,0.105358725,1.955666004,"RNA-binding protein, RRM domain OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rbpD PE=4 SV=1",0.1570570721569635,1.2035199945940749,-0.0512474188682352,0.9676600024389268,SynWH7803_1514,locus_tag:KEGG
A5GK10,SynWH7803_0849,5,5,0.001580099,0.001576182,0.002047222,0.001255763,0.001651676,0.001770914,0.002149921,0.006041071,0.003120799,0.001179351,0.001760051,0.00282575,0.001584778,0.001914661,0.003368073,0.002438764,0.004901348,0.003919892,0.001734501,0.001559451,0.003770597,0.001921717,0.002289171,0.003753335,0.149656367,0.8990777,0.118938394,2.173879567,0.041822367,1.191210976,0.05403305,1.953114905,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0849 PE=4 SV=1,-0.1534822933181599,1.120272017226034,0.252428952306505,0.9657768278715202,SynWH7803_0849,locus_tag:KEGG
A5GKR2,SynWH7803_1101,5,5,8.72841e-05,5.79266e-05,7.16583e-05,7.30214e-05,7.12619e-05,4.84221e-05,0.00011001,0.000132048,0.000217065,7.17417e-05,8.1e-05,9.00121e-05,7.98887e-05,4.47429e-05,0.000140559,0.000104678,0.000142063,0.000269907,7.22897e-05,6.42351e-05,0.000153041,8.09179e-05,8.83968e-05,0.000172216,0.270173807,0.888579881,0.075608629,2.117052403,0.39676137,1.092425071,0.08992561,2.128279671,Putative modulator of DNA gyrase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=tldD PE=4 SV=1,-0.1704266183043792,1.0820569805465154,0.1275343292417625,1.089687743627429,SynWH7803_1101,locus_tag:KEGG
A5GK34,SynWH7803_0873,5,5,0.000142681,9.0973e-05,0.000161923,0.000136063,8.7794e-05,0.000176325,0.000189139,0.00028526,0.000280595,0.000215735,0.000111553,0.000259759,0.000130048,0.000156809,0.000246656,0.000257287,0.000224961,0.000495111,0.000131859,0.000133394,0.000251665,0.000195682,0.000177838,0.000325786,0.417765053,1.011641449,0.053464469,1.908588169,0.34196013,0.908807479,0.074069668,1.664873162,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0873 PE=4 SV=1,0.0166980534638336,0.9325058347279176,-0.1379533873865222,0.7354122700749813,SynWH7803_0873,locus_tag:KEGG
A5GNH1,SynWH7803_2060,5,5,0.000658274,0.000562305,0.000482451,0.000625001,0.000634286,0.000492582,0.000755407,0.001222251,0.00122669,0.000769226,0.000656398,0.000828042,0.00057483,0.000353336,0.001157626,0.000932814,0.001354179,0.001186283,0.000567677,0.000583956,0.001068116,0.000751222,0.000695264,0.001157759,0.323640857,1.02867782,0.066358483,1.88155715,0.400719488,0.925510898,0.060595837,1.541167612,DNA-directed RNA polymerase subunit beta' OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rpoC2 PE=3 SV=1,0.0407912035447087,0.9119271101708298,-0.1116781167872038,0.6240237728529244,SynWH7803_2060,locus_tag:KEGG
A5GP34,SynWH7803_2273,5,5,6.52737e-05,7.72613e-05,3.5401e-05,0.000112194,0.000101172,3.29964e-05,8.94808e-05,7.32166e-05,0.000153473,4.65939e-05,6.49528e-05,4.26066e-05,8.78955e-05,4.33046e-05,8.52886e-05,4.15626e-05,6.28061e-05,8.35794e-05,5.9312e-05,8.21206e-05,0.00010539,5.13844e-05,7.21629e-05,6.26494e-05,0.125297458,1.384553129,0.169102678,1.776879588,0.21534432,1.404373237,0.263991439,1.219228876,"Phytoene dehydrogenase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=crtD,pds PE=4 SV=1",0.4694204148274119,0.8293459190248862,0.4899264082984955,0.2859689768814314,SynWH7803_2273,locus_tag:KEGG
A5GIL5,SynWH7803_0354,5,5,0.0003627,0.000342316,0.000199101,0.00048922,0.000518936,0.000163027,0.000652981,0.00032754,0.000569936,0.000401458,0.000430758,0.00023019,0.000414049,0.000448725,0.000311988,0.000372623,0.000383724,0.000465081,0.000301372,0.000390394,0.000516819,0.000354135,0.000391587,0.000407143,0.149939938,1.295387813,0.104001245,1.71488444,0.117018723,1.105756165,0.309742164,1.149681715,Sulfate adenylyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cysD PE=4 SV=1,0.3733840763926301,0.7781113615549029,0.1450332858179662,0.2012345118240205,SynWH7803_0354,locus_tag:KEGG
A5GNI8,SynWH7803_2077,5,5,0.000177986,0.000226725,0.000154343,0.000318673,0.000266961,0.000229059,0.000426574,0.000244929,0.000267557,0.000288578,0.000288523,0.000123099,0.000311488,0.000110236,0.000163139,0.00031676,0.000243613,0.000253401,0.000186351,0.000271564,0.00031302,0.0002334,0.000194954,0.000271258,0.050839749,1.457272046,0.099290556,1.679730399,0.31920455,0.835279456,0.266939244,1.162202952,Transcription termination/antitermination protein NusA OS=Synechococcus sp. (strain WH7803) OX=32051 GN=nusA PE=3 SV=1,0.5432702272846868,0.7482296953624027,-0.2596691400139677,0.2168620242306065,SynWH7803_2077,locus_tag:KEGG
A5GIU5,SynWH7803_0434,5,5,0.000780877,0.000343423,0.000301926,0.000814513,0.000557609,0.000474355,0.000903268,0.000519981,0.000930871,0.000698614,0.000448334,0.000625825,0.000975954,0.000129076,0.00064316,0.000896261,0.000550094,0.000770313,0.000475409,0.000615492,0.000784707,0.000590924,0.00058273,0.000738889,0.062064264,1.29465904,0.096974666,1.650593267,0.483234375,0.986133774,0.016692225,1.250396303,50S ribosomal protein L3 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplC PE=3 SV=1,0.3725722013336419,0.7229846605457618,-0.0201447261792754,0.3223854178940322,SynWH7803_0434,locus_tag:KEGG
A5GMV7,SynWH7803_1846,5,5,0.000451525,0.000132903,0.000200713,0.00049744,0.000113159,0.000205286,0.000582132,0.000271027,0.000430934,0.000620616,0.00013246,0.000416089,0.000519982,0.000128917,0.00025917,0.000473879,0.000263763,0.000485793,0.000261714,0.000271962,0.000428031,0.000389722,0.000302689,0.000407812,0.323173641,1.03915613,0.017567851,1.635492237,0.095749751,0.776681415,0.42499717,1.046418253,Guanylate kinase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=gmk PE=3 SV=1,0.0554124310029332,0.7097249115648782,-0.3646051503754934,0.0654596115477425,SynWH7803_1846,locus_tag:KEGG
A5GLL8,SynWH7803_1407,5,5,0.000148705,5.22679e-05,9.54552e-05,0.000377882,8.59008e-05,5.91217e-05,0.000311962,9.31541e-05,6.75298e-05,0.000185387,8.01014e-05,4.00517e-05,0.000311769,3.85702e-05,0.000295442,0.000184198,9.66981e-05,0.000132211,9.88095e-05,0.000174302,0.000157549,0.000101847,0.00021526,0.000137703,0.22115941,1.764016181,0.20181892,1.594467739,0.158915063,2.113569753,0.168423386,1.35205647,O-Acetyl homoserine sulfhydrylase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cysD PE=3 SV=1,0.8188637945356773,0.6730749077152518,1.0796817256389268,0.4351554084896372,SynWH7803_1407,locus_tag:KEGG
A5GJW8,SynWH7803_0807,5,5,0.000412447,0.000475513,0.00070652,0.000418653,0.000364432,0.000656741,0.000570443,0.000845387,0.001004257,0.000641437,0.000582007,0.001025377,0.000413715,0.000783522,0.001186001,0.000604873,0.000713087,0.001351337,0.000531493,0.000479942,0.000806696,0.000749607,0.000794413,0.000889765,0.133707959,0.903006782,0.02373264,1.51779058,0.38716826,1.059771817,0.156365573,1.186975385,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0807 PE=4 SV=1,-0.1471912718312569,0.6019727459326115,0.0837536667503774,0.247290017282562,SynWH7803_0807,locus_tag:KEGG
A5GI74,SynWH7803_0213,5,5,0.000298905,0.000161038,0.000221886,0.000428108,0.000103062,0.000250683,0.000533257,0.000198213,0.000251964,0.000880879,0.000152232,0.000391774,0.000339283,0.00018122,0.000333446,0.000472827,0.00025957,0.000352485,0.000227277,0.000260618,0.000327811,0.000474962,0.00028465,0.000361627,0.300195106,1.146698741,0.135983931,1.442345526,0.197863705,0.599310655,0.268381509,0.761381967,Galactose mutarotase related enzyme OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0213 PE=4 SV=1,0.1974864184223294,0.5284168157114373,-0.7386240714228486,-0.3933076941857164,SynWH7803_0213,locus_tag:KEGG
A5GHL7,SynWH7803_0006,5,5,7.2823e-05,7.88397e-05,0.000126555,0.000101129,0.000111756,0.000139268,0.000120267,0.00014182,0.000105494,0.000114337,0.0001034,6.40633e-05,0.000101833,8.26914e-05,9.4004e-05,0.000105168,0.000121361,0.000102277,9.27393e-05,0.000117384,0.000122527,9.39332e-05,9.28428e-05,0.000109602,0.028185164,1.265746136,0.183922015,1.321196446,0.475467534,0.988391959,0.185949506,1.166808087,Secreted Tetratricopeptide protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0006 PE=4 SV=1,0.339988080074588,0.401844993911771,-0.0168448211267881,0.2225672905211348,SynWH7803_0006,locus_tag:KEGG
A5GKH8,SynWH7803_1017,5,5,0.000117327,7.26812e-05,0.000109522,0.000110561,6.93816e-05,8.1612e-05,0.000141278,0.000100387,0.000147684,9.08128e-05,5.08755e-05,0.000186735,8.73227e-05,6.62921e-05,0.000190816,0.000118412,0.000103558,0.000157634,9.98434e-05,8.71848e-05,0.000129783,0.000109474,0.00011481,0.000126534,0.120768872,0.873215112,0.009787384,1.299867565,0.216935242,1.048741414,0.276862109,1.155835155,Uncharacterized protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1017 PE=4 SV=1,-0.1955909968321325,0.3783646439841104,0.0686589994323674,0.2089356556048479,SynWH7803_1017,locus_tag:KEGG
A5GME9,SynWH7803_1688,5,5,0.000251439,0.000118764,0.000121728,0.000249633,0.000134276,0.000147538,0.000278287,0.000137789,0.000218313,0.000249436,0.000132465,0.000145648,0.000336701,7.5897e-05,0.000104565,0.000434592,0.000161642,0.000128655,0.000163977,0.000177149,0.000211463,0.00017585,0.000172388,0.00024163,0.121861253,1.080330181,0.096967276,1.289588897,0.473186587,0.980312703,0.197320583,1.374068478,Ornithine carbamoyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=argF PE=3 SV=1,0.111472310250269,0.3669112278308791,-0.0286860771824443,0.4584539040171857,SynWH7803_1688,locus_tag:KEGG
A5GKV6,SynWH7803_1145,5,5,0.000280302,0.000311328,0.000152833,0.000243601,0.000451527,0.000346566,0.000341802,0.000438797,0.00016699,0.000147937,0.000366797,0.000259529,9.85301e-05,8.41089e-05,0.000440349,0.00018321,0.000248472,0.000662446,0.000248154,0.000347231,0.000315863,0.000258088,0.000207663,0.000364709,0.145353925,1.39925666,0.087744964,1.272850191,0.371253724,0.804620583,0.280885876,1.413121953,"Fructose-1,6-bisphosphate aldolase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cbbA PE=3 SV=1",0.4846606145022673,0.3480626302215243,-0.3136194508683762,0.4988859762141126,SynWH7803_1145,locus_tag:KEGG
A5GHW5,SynWH7803_0104,5,5,0.000653626,0.000180511,0.000409798,0.000617484,0.000251234,0.000389683,0.000749562,0.000269223,0.000436748,0.000361285,0.000198771,0.000221264,0.000478376,0.000252388,0.000263619,0.000843399,0.000206794,0.000609574,0.000414645,0.000419467,0.000485177,0.00026044,0.000331461,0.000553256,0.44903108,1.011628948,0.042160732,1.170102942,0.046312352,1.272696706,0.090394904,2.124312064,dTDP-4-dehydrorhamnose reductase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rfbD PE=3 SV=1,0.0166802257619771,0.226635459193135,0.3478886542096267,1.086995715348842,SynWH7803_0104,locus_tag:KEGG
A5GJF2,SynWH7803_0641,5,5,3.91535e-05,2.58501e-05,4.52266e-05,4.57849e-05,3.90826e-05,3.97891e-05,5.75194e-05,3.29882e-05,3.48022e-05,5.03515e-05,3.20076e-05,2.23572e-05,4.1558e-05,3.30337e-05,2.25305e-05,5.14805e-05,1.66895e-05,1.41405e-05,3.67434e-05,4.15522e-05,4.17699e-05,3.49054e-05,3.23741e-05,2.74368e-05,0.235892169,1.130875501,0.304723022,1.136800502,0.252425044,0.927478939,0.128688176,0.786033326,Cob(I)alamin adenosyltransferase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=cobO PE=4 SV=1,0.1774401106040701,0.1849790967735127,-0.1086135732026946,-0.3473376141646848,SynWH7803_0641,locus_tag:KEGG
A5GIX2,SynWH7803_0461,5,5,0.000106887,0.000124211,0.00014923,0.000118091,0.000132476,0.000106038,0.000166515,0.000108486,0.000154627,0.000239673,0.000100628,0.00019826,0.000130203,0.000103244,0.000242212,0.000219313,0.000118587,0.000205944,0.000126776,0.000118868,0.000143209,0.00017952,0.000158553,0.000181282,0.349094742,0.937625176,0.270094146,1.12962581,0.34610956,0.883205741,0.44593886,1.009811286,Oxygen-dependent coproporphyrinogen-III oxidase OS=Synechococcus sp. (strain WH7803) OX=32051 GN=hemF PE=3 SV=1,-0.0929167870696963,0.1758449571898731,-0.1791785449572961,0.0140857066502426,SynWH7803_0461,locus_tag:KEGG
A5GNB0,SynWH7803_1999,5,5,0.003358404,0.002236608,0.001378048,0.003342515,0.003642623,0.00177496,0.003078785,0.002494915,0.001946775,0.003380785,0.00351377,0.000782716,0.003403265,0.001075382,0.001124131,0.001345822,0.001561173,0.001670367,0.002324354,0.002920033,0.002506825,0.00255909,0.001867593,0.001525788,0.14691625,1.256277303,0.269093819,1.07850415,0.256788302,0.729787751,0.197335169,0.596222618,10 kDa chaperonin OS=Synechococcus sp. (strain WH7803) OX=32051 GN=groS PE=3 SV=1,0.3291549510972681,0.109031727887241,-0.4544511584344907,-0.7460769891700002,SynWH7803_1999,locus_tag:KEGG
A5GJC8,SynWH7803_0617,5,5,0.000287267,0.000210227,0.000361634,0.000302723,0.000273285,0.000357555,0.000290976,0.00031669,0.000263378,0.000344996,0.000396119,0.000127352,0.000344621,0.00043334,0.000222446,0.00052842,0.000204885,0.000251165,0.000286376,0.000311188,0.000290348,0.000289489,0.000333469,0.000328157,0.169686606,1.086640994,0.476262461,1.013870801,0.127027219,1.151922893,0.385506605,1.13357146,Single-stranded DNA-binding protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_0617 PE=4 SV=1,0.1198753794409583,0.019873819370486,0.2040441494108074,0.1808753410019589,SynWH7803_0617,locus_tag:KEGG
A5GNB3,SynWH7803_2002,5,5,0.001256588,0.00159126,0.002270311,0.001383446,0.0014852,0.002008187,0.001541864,0.001817499,0.001808613,0.001616432,0.002120338,0.001596492,0.001134551,0.001892002,0.002293288,0.001714981,0.002011854,0.001494324,0.001706053,0.001625611,0.001722659,0.001777754,0.00177328,0.001740386,0.275217006,0.952849063,0.475542016,1.00973344,0.495584207,0.997483392,0.318865061,0.978980362,Probable 30S ribosomal protein PSRP-3 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_2002 PE=3 SV=1,-0.0696803941911885,0.0139744855054343,-0.00363527408241,-0.0306481747206723,SynWH7803_2002,locus_tag:KEGG
A5GIU2,SynWH7803_0431,5,5,0.000603347,0.000250172,0.000470527,0.000717492,0.000298102,0.000421589,0.000614469,0.000283428,0.000438538,0.000568576,0.000259472,0.000328555,0.00066155,0.000309436,0.000437577,0.00068001,0.000303365,0.000629228,0.000441349,0.000479061,0.000445478,0.000385534,0.000469521,0.000537534,0.254663165,1.085446711,0.424654618,1.009356535,0.020676724,1.217844162,0.093275952,1.394257304,50S ribosomal protein L2 OS=Synechococcus sp. (strain WH7803) OX=32051 GN=rplB PE=3 SV=1,0.1182888999160478,0.0134358676256619,0.2843295346450442,0.479496828745793,SynWH7803_0431,locus_tag:KEGG
A5GM53,SynWH7803_1592,5,5,0.010059214,0.009462472,0.008481135,0.008267145,0.007808631,0.008120361,0.00807247,0.010889018,0.007972891,0.008744696,0.008863672,0.00979056,0.007714241,0.011373637,0.013480072,0.010730221,0.009905265,0.011295625,0.009334274,0.008065379,0.008978127,0.009132976,0.010855983,0.010643704,0.054224007,0.864060718,0.37653309,0.961845216,0.174182434,1.188657837,0.015515176,1.165414618,Thioredoxin OS=Synechococcus sp. (strain WH7803) OX=32051 GN=trxA PE=3 SV=1,-0.210795399999015,-0.0561233465010927,0.2493334855589487,0.2208433118883509,SynWH7803_1592,locus_tag:KEGG
A5GI32,SynWH7803_0171,5,5,0.000259905,0.000310345,0.000252835,0.000287234,0.000195968,0.000274923,0.000252372,0.000250041,0.000270647,0.00029673,0.000294201,0.000285974,0.000213801,0.0002857,0.000289326,0.000183395,0.000251616,0.000231161,0.000274362,0.000252708,0.000257687,0.000292302,0.000262942,0.000222057,0.343274721,0.921075756,0.271971044,0.939222869,0.195246335,0.899557415,0.042267244,0.759684807,Single-stranded DNA-binding protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=ssb PE=3 SV=1,-0.1186082759096494,-0.0904605580415948,-0.1527127292613052,-0.3965271259339105,SynWH7803_0171,locus_tag:KEGG
A5GM17,SynWH7803_1556,5,5,0.000939767,0.000715767,0.001372307,0.000604716,0.000854735,0.001163368,0.000709599,0.000984869,0.001059413,0.00143994,0.000969988,0.001198504,0.001040214,0.000445277,0.00147101,0.001374274,0.000894502,0.001539031,0.00100928,0.000874273,0.00091796,0.001202811,0.0009855,0.001269269,0.22068923,0.866234015,0.332637703,0.909519361,0.236307337,0.819331077,0.337839062,1.055252218,Uncharacterized conserved secreted protein OS=Synechococcus sp. (strain WH7803) OX=32051 GN=SynWH7803_1556 PE=4 SV=1,-0.2071712700825432,-0.1368237459370557,-0.2874815580033312,0.0775878616521407,SynWH7803_1556,locus_tag:KEGG
