RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_light,Clust name_light,ClustID_ox,Clust name_ox,LLLO-CC-M061814.14_AV,MLLO-CC-M061814.13_AV,HLLO-CC-TS040514.18_AV,Average_light_Conditions
fig.6666666.52381.peg.1747,SY28_RS08715,Unknown function,General,,hypothetical protein,,2,B,0,,24.02904631,6.907627668,65.36791725,32.10153041
fig.6666666.52381.peg.1748,SY28_RS08720,Unknown function,Enzymes of unknown specificity,,DNA-binding protein,,0,,0,,36.47000218,31.92351875,38.66112446,35.6848818
fig.6666666.52381.peg.175,SY28_RS00875,Unknown function,Enzymes of unknown specificity,,metal dependent phosphohydrolase,,2,B,1,E,329.3441711,228.8940563,468.6510162,342.2964145
fig.6666666.52381.peg.1751,SY28_RS08740,Amino acid metabolism,General,,amidase AmiE,amiE,2,B,1,E,49.83917056,35.3621292,67.62317924,50.941493
fig.6666666.52381.peg.1753,SY28_RS08750,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication_ DNA topo-isomerases,DNA gyrase subunit GyrB,gyrB,2,B,1,E,119.0659793,109.6135275,123.9108307,117.5301125
fig.6666666.52381.peg.1755,SY28_RS08760,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,isoleucine biosynthesis from threonine and pyruvate,threonine ammonia-lyase IlvA,ilvA,2,B,1,E,12.53896296,22.54065451,22.59071234,19.22344327
fig.6666666.52381.peg.1756,SY28_RS08765,Amino acid metabolism,General,,4-aminobutyrate aminotransferase,gabT,2,B,1,E,61.02995525,64.59454741,74.40722094,66.6772412
fig.6666666.52381.peg.1757,SY28_RS08770,Unknown function,Enzymes of unknown specificity,,serine hydrolase,,2,B,1,E,2.631852534,6.487643906,5.583990149,4.901162196
fig.6666666.52381.peg.1758,SY28_RS08775,Transport and binding proteins,Amino acids_ peptides and amines,spermidine/putrescine uptake system PotABCD,ABC-type spermidine/putrescine uptake system substrate-binding component PotD,potD,3,A,4,H,68.58441399,173.6850123,90.02585287,110.765093
fig.6666666.52381.peg.1759,SY28_RS08780,Transport and binding proteins,Amino acids_ peptides and amines,spermidine/putrescine uptake system PotABCD,ABC-type spermidine/putrescine uptake system permease component II PotC,potC,2,B,1,E,50.60440153,26.57015242,8.562011043,28.578855
fig.6666666.52381.peg.176,SY28_RS00880,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L21 RplU,rplU,4,C,1,E,2796.135477,1917.220988,2175.207028,2296.187831
fig.6666666.52381.peg.1760,SY28_RS08785,Transport and binding proteins,Amino acids_ peptides and amines,spermidine/putrescine uptake system PotABCD,ABC-type spermidine/putrescine uptake system permease component I PotB,potB,4,C,1,E,19.99335489,49.31884145,15.69757847,28.3365916
fig.6666666.52381.peg.1761,SY28_RS08790,Transport and binding proteins,Amino acids_ peptides and amines,spermidine/putrescine uptake system PotABCD,ABC-type spermidine/putrescine uptake system ATPase component PotA,potA,4,C,1,E,45.02041823,40.0936699,33.82989072,39.64799295
fig.6666666.52381.peg.1762,SY28_RS08795,Amino acid metabolism,General,,4-aminobutyrate aminotransferase,,3,A,4,H,410.3271166,452.398128,396.0013833,419.5755426
fig.6666666.52381.peg.1764,SY28_RS08805,Unknown function,General,,hypothetical protein,,4,C,1,E,38.20248722,25.45603902,25.63916911,29.76589845
fig.6666666.52381.peg.1765,SY28_RS08810,Amino acid metabolism,Glycine_ serine_ and threoine metabolism,,glycine hydroxymethyltransferase GlyA,glyA,1,D,1,E,242.1293951,308.8397349,269.8418692,273.6036664
fig.6666666.52381.peg.1766,SY28_RS08815,Unknown function,General,,hypothetical protein,,3,A,4,H,185.0519955,185.216123,73.07463701,147.7809185
fig.6666666.52381.peg.1767,SY28_RS08820,Transport and binding proteins,Unknown substrate,,DME family drug/metabolite transporter,,4,C,1,E,82.91298225,38.07955124,34.20121046,51.73124798
fig.6666666.52381.peg.1768,SY28_RS08825,Unknown function,Enzymes of unknown specificity,,alpha-amylase,,4,C,1,E,56.70483165,53.37420211,59.52970561,56.53624646
fig.6666666.52381.peg.1769,SY28_RS08830,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,glucose degradation (glycolysis),2_3-bisphosphoglycerate-dependent phosphoglycerate mutase GpmA,gpmA,2,B,3,G,70.29518537,38.85226579,115.7484368,74.96529598
fig.6666666.52381.peg.177,SY28_RS00885,Translation,Ribosomal proteins: synthesis and modification,ribosome large subunit,LSU ribosomal protein L27 RpmA,rpmA,4,C,1,E,1078.683878,761.0304638,548.3778071,796.0307162
fig.6666666.52381.peg.1771,SY28_RS08845,Transport and binding proteins,Amino acids_ peptides and amines,oligopeptide uptake system OppABCDF,ABC-type peptide/nickel uptake system ATPase component DppD,dppD,3,A,4,H,522.3129323,778.7569347,608.2906563,636.4535078
fig.6666666.52381.peg.1772,SY28_RS08850,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppC,dppC,3,A,4,H,164.0551877,217.0666831,105.0580723,162.059981
fig.6666666.52381.peg.1773,SY28_RS08855,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppB,dppB,3,A,1,E,163.5447894,250.0344181,142.088302,185.2225032
fig.6666666.52381.peg.1774,SY28_RS08860,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system substrate-binding component DppA,dppA,3,A,4,H,1083.959058,1895.804401,1167.796478,1382.519979
fig.6666666.52381.peg.1776,SY28_RS08865,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Sec protein export system,preprotein translocase subunit SecG,secG,2,B,3,G,69.38307496,83.02062007,284.7903739,145.7313563
fig.6666666.52381.peg.1777,SY28_RS08875,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,lipoprotein system lgt/lsp/lnt,apolipoprotein N-acyltransferase Int,lnt,4,C,1,E,31.19595741,17.39745386,28.183887,25.59243276
fig.6666666.52381.peg.1778,SY28_RS08880,Unknown function,Enzymes of unknown specificity,,phosphoesterase,,4,C,1,E,42.71535486,40.53929146,38.41881977,40.55782203
fig.6666666.52381.peg.1779,SY28_RS08885,Translation,tRNA and rRNA base modification,tRNA modification factors,epoxyqueuosine reductase QueG,queG,4,C,1,E,50.79405689,21.14156738,38.66154365,36.86572264
fig.6666666.52381.peg.178,SY28_RS00890,Translation,Ribosomal proteins: synthesis and modification,ribosome maturation GTPase,GTP-binding protein Obg,obg,4,C,1,E,298.7970251,246.2006291,207.7008695,250.8995079
fig.6666666.52381.peg.1780,SY28_RS08890,Amino acid metabolism,Cysteine and methionine metabolism,methionine biosynthesis from homoserine,B12-dependent 5-methyltetrahydrofolate--homocysteine methyltransferase MetH,metH,4,C,1,E,41.77203046,13.03058228,17.7999732,24.20086198
fig.6666666.52381.peg.1781,SY28_RS08895,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,phosphoribosylaminoimidazole carboxylase ATPase subunit PurK,purK,4,C,1,E,26.0754492,48.40924988,40.24663318,38.24377742
fig.6666666.52381.peg.1784,SY28_RS08910,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,Na+-dependent bicarbonate transporter family protein,,4,C,1,E,112.6624498,161.6831317,163.3540695,145.8998837
fig.6666666.52381.peg.1785,SY28_RS08915,Regulatory functions,Protein interactions,,nitrogen regulatory protein P-II,,2,B,1,E,202.4129062,178.7651829,260.1168587,213.7649826
fig.6666666.52381.peg.1786,SY28_RS08920,Intracellular trafficking_ assembly_ and processing,Peptidases,,prolidase,,4,C,4,H,96.45655116,68.55712612,40.56198036,68.52521921
fig.6666666.52381.peg.1787,SY28_RS08925,Carbohydrate metabolism,Citrate cycle (TCA cycle),2-oxoglutarate ferredoxin oxidoreductase complex KorABDG,2-oxoglutarate ferredoxin oxidoreductase alpha subunit KorA,korA,3,A,4,H,17.79797232,101.6073336,29.02425715,49.47652102
fig.6666666.52381.peg.1788,SY28_RS08930,Carbohydrate metabolism,Citrate cycle (TCA cycle),2-oxoglutarate ferredoxin oxidoreductase complex KorABDG,2-oxoglutarate ferredoxin oxidoreductase beta subunit KorB,korB,4,C,1,E,13.52353805,70.74295651,34.40879879,39.55843111
fig.6666666.52381.peg.179,SY28_RS00895,Translation,Ribosomal proteins: synthesis and modification,ribosome maturation factors,ribosome silencing factor YbeB,ybeB,0,,4,H,192.044829,171.5843023,198.6936273,187.4409195
fig.6666666.52381.peg.1790,SY28_RS08945,Carbohydrate metabolism,Butanoate metabolism,butanoate degradation,acyl-CoA dehydrogenase,,0,,4,H,16.98463308,46.52937016,60.10176114,41.20525479
fig.6666666.52381.peg.1791,SY28_RS08950,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,menaquione biosynthesis,ribosyldihydronicotinamide dehydrogenase,wrbA,0,,2,F,29.18601653,85.91826563,67.86063259,60.98830491
fig.6666666.52381.peg.1792,SY28_RS08955,Unknown function,Enzymes of unknown specificity,,serine hydrolase,,0,,4,H,26.21568544,35.47351136,47.83874136,36.50931272
fig.6666666.52381.peg.1795,SY28_RS08970,Carbohydrate metabolism,Starch and sucrose metabolism,maltose degradation,4-alpha-glucanotransferase MalQ,malQ,4,C,4,H,59.18384732,8.541945775,8.405287012,25.3770267
fig.6666666.52381.peg.1796,SY28_RS08975,Metabolism of other amino acids and amines,Taurine and hypotaurine metabolism,taurine degradation to sulfoacetaldehyde, taurine---2-oxoglutarate transaminase ToA,toa,3,A,4,H,38.25317213,246.1571377,28.61381956,104.3413765
fig.6666666.52381.peg.1798,SY28_RS08980,Intracellular trafficking_ assembly_ and processing,Peptidases,,periplasmic serine protease,,0,,4,H,13.64124776,11.021685,3.434794129,9.365908961
fig.6666666.52381.peg.1799,SY28_RS08985,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,arabinogalactan oligomer/maltooligosaccharide uptake system GanOPQ-MsmX,sugar ABC transporter substrate-binding protein,ganO,0,,4,H,119.4711424,165.3414378,112.9103527,132.574311
fig.6666666.52381.peg.18,SY28_RS00090,Terpenoids and polyketides metabolism,Carotenoid metabolism,beta-Carotene biosynthesis,phytoene desaturase CrtI,crtI,1,D,0,,140.8525375,278.4266563,263.5141033,227.5977657
fig.6666666.52381.peg.180,SY28_RS00900,Unknown function,General,,hypothetical protein,,3,A,0,,129.7763714,152.1450248,19.24928014,100.3902255
fig.6666666.52381.peg.1800,SY28_RS08990,Unknown function,Enzymes of unknown specificity,,short-chain dehydrogenase,,3,A,0,,41.62687809,46.32839136,51.78033961,46.57853635
fig.6666666.52381.peg.1801,SY28_RS08995,Unknown function,General,,hypothetical protein,,3,A,4,H,75.12389197,49.26164204,19.32683866,47.90412422
fig.6666666.52381.peg.1802,SY28_RS09000,Unknown function,General,,hypothetical protein,,3,A,2,F,53.48251035,26.05876339,84.31729561,54.61952312
fig.6666666.52381.peg.1803,SY28_RS09005,Carbohydrate metabolism,Starch and sucrose metabolism,sucrose degradation,alpha-glucosidase MalZ,malZ,3,A,0,,13.49116156,17.46632069,4.077585682,11.67835597
fig.6666666.52381.peg.1805,SY28_RS09015,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,arabinogalactan oligomer/maltooligosaccharide uptake system GanOPQ-MsmX,ABC-type arabinogalactan oligomer / maltooligosaccharide uptake system permease component GanP,ganP,3,A,0,,3.649943418,32.28580933,25.42937596,20.4550429
fig.6666666.52381.peg.1806,SY28_RS09020,Amino acid metabolism,General,,bifunctional succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase GabD,gabD,3,A,0,,14.9069457,11.42565069,25.71383037,17.34880892
fig.6666666.52381.peg.1807,SY28_RS09025,Unknown function,General,osmotic stress,osmotically inducible protein OsmC,osmC,3,A,4,H,381.0659631,610.0323184,383.8834675,458.3272497
fig.6666666.52381.peg.1808,SY28_RS09030,Unknown function,Enzymes of unknown specificity,,metalloenzyme domain-containing protein,,3,A,0,,5.924037817,11.48710803,29.24941826,15.55352137
fig.6666666.52381.peg.181,SY28_RS00905,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,twitching motility protein PilT,pilT,1,D,4,H,100.2270056,49.87509901,54.39276907,68.16495788
fig.6666666.52381.peg.1810,SY28_RS09040,Unknown function,General,,hypothetical protein,,1,D,4,H,59.26491673,88.70211716,58.62914889,68.86539426
fig.6666666.52381.peg.1814,SY28_RS09050,Nucleic acid metabolism,DNA replication_ recombination_ and repair,nucleoid associated proteins,chromosomal replication initiator protein DnaA,dnaA,1,D,4,H,44.91063127,76.39965044,57.51780966,59.60936379
fig.6666666.52381.peg.1815,SY28_RS09055,Translation,tRNA and rRNA base modification,tRNA U34 carboxymethylaminomethyl modification,tRNA uridine 5-carboxymethylaminomethyl modification enzyme GidA,gidA,4,C,4,H,95.74523892,42.63688821,39.09446819,59.15886511
fig.6666666.52381.peg.1816,SY28_RS09060,Translation,tRNA and rRNA base modification,16S rRNA modification factors,16S rRNA (guanine527-N7)-methyltransferase GidB,gidB,1,D,4,H,22.59488783,49.11550355,40.3787832,37.3630582
fig.6666666.52381.peg.1817,SY28_RS09065,Cell structure_ growth_ and death,Chromosome and associated proteins,chromosome partitioning proteins,chromosome partitioning protein ParA,parA,1,D,4,H,92.11890579,72.5200825,82.22574161,82.2882433
fig.6666666.52381.peg.1818,SY28_RS09070,Cell structure_ growth_ and death,Chromosome and associated proteins,chromosome partitioning proteins,chromosome partitioning protein ParB,parB,1,D,2,F,133.8710268,100.0394613,155.7759066,129.8954649
fig.6666666.52381.peg.182,SY28_RS00910,Carbohydrate metabolism,Pyruvate metabolism,acetyl-CoA biosynthesis from acetate_ direct,acetoacetate-CoA ligase,,1,D,0,,25.64554579,26.64098716,18.57839297,23.62164197
fig.6666666.52381.peg.1821,SY28_RS09085,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,,glycerophosphoryl diester phosphodiesterase GlpQ,glpQ,1,D,2,F,103.0181723,111.6697144,89.30858161,101.3321561
fig.6666666.52381.peg.1822,SY28_RS09090,Unknown function,General,,hypothetical protein,,1,D,3,G,17.78278739,32.37866143,81.79755266,43.98633383
fig.6666666.52381.peg.1823,SY28_RS09095,Amino acid metabolism,Glycine_ serine_ and threoine metabolism,threonine-glycine interconversion,low specificity threonine aldolase ItaE,itaE,1,D,0,,86.74485821,58.78363458,64.63808969,70.05552749
fig.6666666.52381.peg.1824,SY28_RS09100,Unknown function,Enzymes of unknown specificity,,acyl-CoA dehydrogenase,,1,D,0,,30.18820955,50.21375688,42.35672256,40.919563
fig.6666666.52381.peg.1825,SY28_RS09105,Prosthetic groups_ cofactors_ and carriers,Molybdopterin and tungstate,,molybdopterin oxidoreductase,,1,D,0,,37.13098688,53.86585444,45.80531307,45.60071813
fig.6666666.52381.peg.1827,SY28_RS09120,Unknown function,General,,hypothetical protein,,1,D,0,,28.5244133,44.12419691,82.11739027,51.58866683
fig.6666666.52381.peg.1828,SY28_RS09125,Energy metabolism,Oxidative phosphorylation,,ferredoxin--NADP+ reductase Fpr,fpr,1,D,2,F,159.4104275,135.6307384,186.3862903,160.4758187
fig.6666666.52381.peg.183,SY28_RS00915,Regulatory functions,Protein interactions,,serine/threonine protein kinase,,1,D,1,E,103.4741177,107.8576782,64.31922439,91.88367344
fig.6666666.52381.peg.1834,SY28_RS09165,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication_ DNA topo-isomerases,DNA gyrase subunit GyrA,gyrA,1,D,1,E,185.9099353,153.3752146,180.3094541,173.1982013
fig.6666666.52381.peg.1835,SY28_RS09170,Prosthetic groups_ cofactors_ and carriers,Molybdopterin and tungstate,molybdopterin biosynthesis,molybdenum cofactor biosynthesis protein MoaB,moaB,4,C,4,H,149.6718525,120.7730441,86.52294083,118.9892791
fig.6666666.52381.peg.1836,SY28_RS09175,Nucleic acid metabolism,DNA replication_ recombination_ and repair,mismatch excision repair,DNA mismatch repair protein MutS,mutS,1,D,1,E,54.61071735,38.1667759,39.68008984,44.1525277
fig.6666666.52381.peg.1837,SY28_RS09180,Nucleic acid metabolism,DNA replication_ recombination_ and repair,mismatch excision repair,DNA mismatch repair protein MutL,mutL,1,D,1,E,11.36283961,19.22244059,15.14488433,15.24338818
fig.6666666.52381.peg.1838,SY28_RS09185,Unknown function,Enzymes of unknown specificity,,sulfite oxidase,yedY,4,C,1,E,84.67477752,51.47260052,25.9341834,54.02718715
fig.6666666.52381.peg.184,SY28_RS00920,Unknown function,Enzymes of unknown specificity,,metal-dependent hydrolase,,1,D,3,G,178.1572932,141.3622224,175.5919642,165.0371599
fig.6666666.52381.peg.1841,SY28_RS09200,Amino acid metabolism,Arginine and proline metabolism,,ornithine cyclodeaminase Ocd,ocd,1,D,3,G,41.1914434,24.9071158,37.77357235,34.62404385
fig.6666666.52381.peg.1843,SY28_RS09210,Carbohydrate metabolism,Starch and sucrose metabolism,glycogen metabolism,amylo-alpha-1_6-glucosidase,,2,B,3,G,26.42809188,20.58847513,101.172295,49.39628734
fig.6666666.52381.peg.1844,SY28_RS09215,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system permease component,,2,B,3,G,6.293366805,2.167168004,123.7490471,44.06986065
fig.6666666.52381.peg.1845,SY28_RS09220,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system permease component,,2,B,3,G,10.98739559,10.44584994,146.2906002,55.90794856
fig.6666666.52381.peg.1846,SY28_RS09225,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system substrate-binding component,,2,B,3,G,102.2724546,52.68460935,687.2066988,280.7212543
fig.6666666.52381.peg.1847,SY28_RS09230,Regulatory functions,DNA interactions,,LacI family transcriptional regulator GalR,galR,2,B,3,G,63.08961019,19.41827383,478.7153715,187.0744185
fig.6666666.52381.peg.1848,SY28_RS09235,Terpenoids and polyketides metabolism,Polyketide sugar unit biosynthesis,4_6-dideoxy-4-oxo-dTDP-D-glucose biosynthesis from glucose-1-phosphate,glucose-1-phosphate thymidylyltransferase RmlA,rmlA,1,D,3,G,93.78091919,115.5297655,182.6684794,130.6597214
fig.6666666.52381.peg.1850,SY28_RS09255,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,sorbitol/mannitol uptake system SmoEFGK,ABC-type sorbitol/mannitol uptake system permease component SmoG,smoG,1,D,0,,24.34294908,13.30128315,18.61871757,18.7543166
fig.6666666.52381.peg.1854,SY28_RS09275,Energy metabolism,Oxidative phosphorylation,,cytochrome P450,,1,D,0,,119.0744089,94.55994897,91.89316906,101.842509
fig.6666666.52381.peg.1855,SY28_RS09280,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,protein folding catalysts,thioredoxin 1 TrxA,trxA,4,C,4,H,630.1544697,491.4446394,461.2924181,527.6305091
fig.6666666.52381.peg.1858,SY28_RS09295,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP,alkaline phosphatase PhoB,phoA,4,C,4,H,362.8096506,185.6205889,198.6004937,249.0102444
fig.6666666.52381.peg.1859,SY28_RS09300,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,,asparaginase,,1,D,0,,35.76331182,40.45383164,74.63546726,50.28420358
fig.6666666.52381.peg.186,SY28_RS00930,Unknown function,General,,protein of unknown function DUF3248,,2,B,2,F,109.10279,71.65134407,135.3562223,105.3701188
fig.6666666.52381.peg.1861,SY28_RS09310,Unknown function,General,,hypothetical protein,,2,B,2,F,9.524988358,11.49866057,18.75566768,13.2597722
fig.6666666.52381.peg.1862,SY28_RS09315,Amino acid metabolism,,,urea carboxylase,,2,B,2,F,25.25238212,27.90043557,11.61064661,21.58782143
fig.6666666.52381.peg.1863,SY28_RS09320,Unknown function,General,,hypothetical protein,ybgL,2,B,2,F,43.60079112,24.81863196,9.408151335,25.94252481
fig.6666666.52381.peg.1866,SY28_RS09335,Transport and binding proteins,Unknown substrate,,TRAP-type transport system substrate-binding component,,3,A,2,F,109.2638799,143.054871,41.48334163,97.93403083
fig.6666666.52381.peg.1867,SY28_RS09340,Regulatory functions,DNA interactions,,IclR family transcriptional regulator,,2,B,2,F,59.05048568,53.52978648,18.16572864,43.58200027
fig.6666666.52381.peg.1868,SY28_RS09345,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,,deoxyhypusine synthase Dys,dys,1,D,3,G,133.280273,191.1010852,251.7580857,192.0464813
fig.6666666.52381.peg.1869,SY28_RS09350,Unknown function,General,,globin,,2,B,2,F,38.71802332,29.72833782,92.48912414,53.64516176
fig.6666666.52381.peg.187,SY28_RS00935,Unknown function,Enzymes of unknown specificity,,acylneuraminate cytidylyltransferase,,1,D,0,,54.52961969,16.94498547,30.41046609,33.96169042
fig.6666666.52381.peg.1871,SY28_RS09360,Translation,Ribosomal proteins: synthesis and modification,ribosome GTPases,GTP-binding protein Era,era,1,D,0,,111.6356618,94.23348108,100.3993294,102.0894908
fig.6666666.52381.peg.1872,SY28_RS09370,Translation,Ribosomal proteins: synthesis and modification,ribosome maturation factors,ribosome maturation factor RimP,rimP,1,D,1,E,371.0049435,433.4863128,413.1341725,405.8751429
fig.6666666.52381.peg.1873,SY28_RS09375,Transcription,Transcription factors,transcription termination - antitermination Nus factors,transcription termination protein NusA,nusA,2,B,3,G,436.2381529,303.5445505,458.1111879,399.2979638
fig.6666666.52381.peg.1874,SY28_RS09380,Translation,Translation factors,translation initiation,translation initiation factor IF-2 InfB,infB,1,D,1,E,208.7541873,207.4150552,178.8489659,198.3394028
fig.6666666.52381.peg.1875,SY28_RS09385,Unknown function,General,,hypothetical protein,,1,D,1,E,383.1825632,520.528505,560.8400758,488.1837147
fig.6666666.52381.peg.1876,SY28_RS09390,Intracellular trafficking_ assembly_ and processing,Protein export_ secretion_ and sorting,Sec protein export system,preprotein translocase subunit SecD,secD-secF,1,D,3,G,64.16493748,106.9611609,113.3096251,94.81190783
fig.6666666.52381.peg.1877,SY28_RS09395,Nucleic acid metabolism,Purine metabolism,guanine ribonucleotide biosynthesis from IMP,glutamine-hydrolysing GMP synthase GuaA,guaA,1,D,0,,17.86652218,25.56484557,20.03285069,21.15473948
fig.6666666.52381.peg.1878,SY28_RS09400,Unknown function,General,,hypothetical protein,,1,D,0,,13.24518874,18.76338172,19.42800237,17.14552427
fig.6666666.52381.peg.1879,SY28_RS09405,Unknown function,General,,hypothetical protein,,4,C,3,G,523.8658865,354.7205792,408.177666,428.9213772
fig.6666666.52381.peg.188,SY28_RS00940,Unknown function,General,,hypothetical conserved protein,,1,D,2,F,96.39771982,103.9517139,101.7278488,100.6924275
fig.6666666.52381.peg.1880,SY28_RS09410,Nucleic acid metabolism,DNA replication_ recombination_ and repair,,bacteriophage-type DNA polymerase Dpo,dpo,2,B,2,F,123.8342981,123.0719705,183.4980006,143.4680897
fig.6666666.52381.peg.1882,SY28_RS09420,Nucleic acid metabolism,Purine metabolism,purine (inosine-5'-phosphate) biosynthesis from ribose-5-phosphate,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase PurH,purH,1,D,2,F,26.08077172,25.41132512,35.10583445,28.8659771
fig.6666666.52381.peg.1883,SY28_RS09425,Unknown function,General,,hypothetical protein,,1,D,2,F,116.341926,113.6111406,113.8801759,114.6110808
fig.6666666.52381.peg.1884,SY28_RS09430,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,,hypothetical protein,,1,D,2,F,22.16236581,16.61794033,16.45367415,18.41132676
fig.6666666.52381.peg.1886,SY28_RS09440,Mobile and extrachromosomal element functions,Bacteriophage and virus functions,,hypothetical protein,,1,D,2,F,8.982752919,15.41016573,13.16279709,12.51857191
fig.6666666.52381.peg.189,SY28_RS00945,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,twitching motility protein PilT,pilT,1,D,0,,126.4724121,81.30867941,114.5128878,107.4313264
fig.6666666.52381.peg.1893,SY28_RS09480,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,glutamate biosynthesis,NADPH/NADH glutamate synthase large subunit GltB,gltB,4,C,4,H,618.9526231,105.2222512,94.88139045,273.0187549
fig.6666666.52381.peg.1894,SY28_RS09485,Unknown function,General,,hypothetical protein,,4,C,0,,78.50010425,34.31095705,12.46426372,41.75844167
fig.6666666.52381.peg.1895,SY28_RS09490,Unknown function,General,,hypothetical protein,,1,D,0,,34.14436863,12.79456193,12.66785424,19.86892827
fig.6666666.52381.peg.1896,SY28_RS09495,Unknown function,Enzymes of unknown specificity,,putative hydrolase of the HAD superfamily,,1,D,3,G,43.76201717,31.74341398,72.23795017,49.24779377
fig.6666666.52381.peg.1898,SY28_RS09505,Amino acid metabolism,Phenylalanine metabolism,phenylacetate degradation to succinyl-CoA,ring 1_2-epoxyphenylacetyl-CoA isomerase/3_4-dehydroadipyl-CoA isomerase PaaG,paaG,1,D,0,,24.8236945,64.23991055,18.73350204,35.93236903
fig.6666666.52381.peg.1899,SY28_RS09510,Amino acid metabolism,Phenylalanine metabolism,phenylacetate degradation to succinyl-CoA,2_3-dehydroadipyl-CoA hydratase PaaF,paaF,1,D,0,,54.66094023,71.11038349,55.14018185,60.30383519
fig.6666666.52381.peg.19,SY28_RS00095,Energy metabolism,Electron transport,,NADPH2:quinone reductase Qor,qor,0,,0,,31.56360354,42.95239854,33.82743333,36.11447847
fig.6666666.52381.peg.190,SY28_RS00950,Intracellular trafficking_ assembly_ and processing,Peptidases,,oligopeptidase A PrlC,prlC,0,,0,,92.25724653,133.2714411,116.1136157,113.8807678
fig.6666666.52381.peg.1900,SY28_RS09515,Unknown function,General,,Cupin domain protein,,3,A,4,H,26.19708712,77.6743095,21.48073333,41.78404332
fig.6666666.52381.peg.1901,SY28_RS09525,Transport and binding proteins,Cations and iron carrying compounds,sodium export system NatAB,ABC-type Na+ efflux system ATPase component NatA,natA,3,A,0,,102.2369343,178.3311997,91.37590947,123.9813478
fig.6666666.52381.peg.1902,SY28_RS09530,Transport and binding proteins,Cations and iron carrying compounds,sodium export system NatAB,ABC-type Na+ efflux system permease component NatB,natB,0,,0,,100.814406,64.37360963,51.85398912,72.34733493
fig.6666666.52381.peg.1903,SY28_RS09535,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,menaquinone biosynthesis via futalosine,dehypoxanthine futalosine cyclase MqnC,mqnC,1,D,3,G,300.4525855,342.1574189,431.8851418,358.1650488
fig.6666666.52381.peg.1904,SY28_RS09540,Unknown function,General,,hypothetical protein,,0,,4,H,7.545448779,53.61588765,53.12371612,38.09501751
fig.6666666.52381.peg.1905,SY28_RS09545,Unknown function,Enzymes of unknown specificity,,glycosyl transferase family 2,,0,,0,,64.35164986,46.75760597,84.77920031,65.29615205
fig.6666666.52381.peg.1906,SY28_RS09550,Intracellular trafficking_ assembly_ and processing,Peptidases,sigmaE-dependent cell envelope stress response system RseABP-DegS,regulator of sigma E protease RseP,rseP,0,,0,,57.31994922,88.30338659,101.0619878,82.22844119
fig.6666666.52381.peg.1907,SY28_RS09555,Terpenoids and polyketides metabolism,Terpenoid backbone biosynthesis,IPP biosynthesis via deoxyxylulose,1-deoxy-D-xylulose-5-phosphate reductoisomerase Dxr,dxr,1,D,3,G,49.00791655,93.54712844,135.2315828,92.59554258
fig.6666666.52381.peg.1908,SY28_RS09560,Fatty acid and lipid metabolism,Glycerolipid and glycerophospholid metabolism,phosphatidylethanolamine biosynthesis,phosphatidate cytidylyltransferase CdsA,cdsA,1,D,3,G,104.958308,149.2868267,187.007804,147.0843129
