RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_ox,Clust name_ox,HLLO-CC-TS040514.18_AV,HLMO-CC-TS040514.19_AV,HLHO-CC-TS040514.20_AV,Average_ox_Conditions
N/A,tll0640,Transcription,RNA polymerase,RNA polymerase RpoABCEZ,DNA-directed RNA polymerase delta subunit RpoC2,rpoC2,3,G,23611.98964,22099.96255,18149.3315,21287.09456
N/A,tll0641,Transcription,RNA polymerase,RNA polymerase RpoABCEZ,DNA-directed RNA polymerase gamma subunit RpoC1,rpoC1,3,G,21406.28209,19985.10736,16049.55804,19146.9825
N/A,tll0642,Transcription,RNA polymerase,RNA polymerase RpoABCEZ,DNA-directed RNA polymerase beta subunit RpoB,rpoB,3,G,43355.88905,38496.98664,32253.87537,38035.58369
N/A,tll0643,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,T1SS:Heterocyst specific glycolipid layer formation,ABC-type glycolipid export system ATPase component DevA,devA,4,H,1253.612582,1411.489898,1740.964473,1468.688984
N/A,tll0644,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,T1SS:Heterocyst specific glycolipid layer formation,ABC-type glycolipid export system permease component DevC,devC,4,H,1880.816281,2188.998798,2425.860084,2165.225054
N/A,tll0645,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,T1SS:Heterocyst specific glycolipid layer formation,ABC-type glycolipid export system membrane fusion component DevB,devB,4,H,3003.363832,3506.900825,3816.803322,3442.355993
N/A,tll0646,Translation,tRNA and rRNA base modification,23S rRNA modification,23S rRNA pseudouridine2457 synthase RluE,rluE,4,H,1413.283522,1902.879873,2767.536185,2027.89986
N/A,tll0647,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA gyrase,DNA gyrase subunit B GyrB,gyrB,3,G,4267.555918,3890.322215,3384.965124,3847.614419
N/A,tll0649,Nucleic acid metabolism,Purine metabolism,None,putative amino transferase,,4,H,531.7259766,704.8418801,961.3141323,732.6273296
N/A,tll0650,Unknown function,General,None,hypothetical protein,,4,H,13777.13113,17182.48072,21359.50791,17439.70658
N/A,tll0657,Transport and binding proteins,Cations and iron carrying compounds,None,P-type cation-transporting ATPase,,3,G,4460.722584,3973.840582,3640.838529,4025.133898
N/A,tll0660,Unknown function,General,None,conserved hypothetical with ubiquitin ligase domain,,4,H,1299.156467,1471.043893,1762.918677,1511.039679
N/A,tll0661,Prosthetic groups_ cofactors_ and carriers,Biotin and lipoate metabolism,biotin biosynthesis,biotin synthase BioB,bioB,3,G,10872.9,9822.899499,8058.024615,9584.608039
N/A,tll0662,Translation,Transfer RNA biogenesis,tRNA aminoacylation,phenylalanyl-tRNA synthetase beta subunit PheT,pheT,3,G,6955.879706,6516.26238,5733.555956,6401.899347
N/A,tll0663,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication elongation factors_ Rnase H,ribonuclease HII RnhB,rnhB,4,H,445.9300841,479.8139796,537.303391,487.6824849
N/A,tll0664,Carbohydrate metabolism,Pentose and glucuronate interconversions,glucuronate pathway,UDP-glucose dehydrogenase UgdH,ugdH,3,G,2248.106362,2084.498722,2043.26545,2125.290178
N/A,tll0665,Terpenoids and polyketides metabolism,Polyketide sugar unit biosynthesis,4_6-dideoxy-4-oxo-dTDP-D-glucose biosynthesis from glucose-1-phosphate,dTDP-glucose 4_6-dehydratase RfbB,rfbB,3,G,3618.090736,3233.284534,2870.974419,3240.78323
N/A,tll0666,Nucleic acid metabolism,Pyrimidine metabolism,uridine monophosphate biosynthesis from glutamine,multifunctional complex type dihydroorotase PyrC,pyrC,3,G,2856.604401,2611.810617,2449.959497,2639.458172
N/A,tll0683,Intracellular trafficking_ assembly_ and processing,Enzyme assembly,c-type cytochrome biogenesis_ system II,c-type cytochrome biogenesis protein CcsB,ccsB,1,E,6214.447776,6948.554077,6341.516021,6501.505958
N/A,tll0684,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,protoporphyrin IX biosynthesis from uroporphyrinogen III,oxygen-dependent coproporphyrinogen III oxidase HemF,hemF,1,E,27640.61781,30840.01468,25876.42074,28119.01774
N/A,tll0685,Unknown function,General,None,protein of unknown function DUF2930,,4,H,772.649844,843.1575594,930.5882918,848.7985651
N/A,tll0687,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,0,,23.18927385,27.31074058,39.80118012,30.10039818
N/A,tll0689,Unknown function,General,None,hypothetical protein,,3,G,915.3954606,881.5190936,775.2540305,857.3895282
N/A,tll0697,Carbohydrate metabolism,Starch and sucrose metabolism,None,haloacid dehalogenase superfamily enzyme,,0,,1061.169994,1048.718129,1060.253654,1056.713926
N/A,tll0698,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,tryptophan biosynthesis from chorismate,indole-3-glycerol phosphate synthase TrpC,trpC,3,G,4627.418298,4458.096203,3740.537598,4275.3507
N/A,tll0709,Unknown function,General,None,pentapeptide repeat protein RfrL,rfrL,4,H,1569.959899,1664.464506,2179.495509,1804.639971
N/A,tll0713,Unknown function,General,None,hypothetical protein,,3,G,3620.994742,3266.738962,3113.120271,3333.617992
N/A,tll0716,Transport and binding proteins,Unknown substrate,None,ABC-type uptake system substrate-binding component,,0,,819.5511822,834.5760283,808.7913128,820.9728411
N/A,tll0717,Carbohydrate metabolism,Glycolysis / Gluconeogenesis,Embden-Meyerhof pathway_ Pentose phosphate pathway,glucose-6-phosphate isomerase Pgi,pgi,3,G,4224.014742,4043.988347,3130.344648,3799.449246
N/A,tll0719,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhD2,ndhD2,1,E,13084.02701,13796.78035,12619.77597,13166.86111
N/A,tll0720,Energy metabolism,Oxidative phosphorylation,NAD(P)H:quinone oxidoreductase (complex I) NdhABCDEFGHIJKLMNOPQS,NADH-plastoquinone oxidoreductase subunit NdhF1,ndhF1,1,E,12910.52491,15317.59974,13736.56986,13988.23151
N/A,tll0721,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel1 transposase TnpA_ISTel1,tnpA_ISTel1,0,,41.32144736,38.13115399,31.77691104,37.07650413
N/A,tll0730,Nucleic acid metabolism,RNA degradation,None,endoribonuclease L-PSP,,4,H,7406.81559,8063.484257,7838.456019,7769.585288
N/A,tll0734,Defense and invasion systems,Protein_ prosthetic group_ membrane repair,FtsH2-FtsH3 photosystem II repair complex,ATP-dependent metalloprotease involved in photosystem II repair FtsH2,ftsH2,4,H,6596.295715,9494.676838,10870.65052,8987.20769
N/A,tll0735,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Double strand breaks repair,ATP-dependent DNA helicase RecG,recG,2,F,893.6333543,810.9517872,906.2019895,870.262377
N/A,tll0736,Unknown function,General,None,hypothetical protein,,4,H,176.4947556,250.0428236,357.2413424,261.2596405
N/A,tll0744,Unknown function,General,None,hypothetical protein,,3,G,965.6371541,792.3503584,819.0581054,859.0152059
N/A,tll0745,Amino acid metabolism,Glycine_ serine and threonine metabolism,glycine cleavage system GcvHLPT,glycine dehydrogenase [decarboxylating] complex aminomethyltransferase GcvT,gcvT,4,H,4207.13215,4599.93826,4917.316382,4574.795597
N/A,tll0746,Unknown function,General,None,protein of unknown function DUF255,,4,H,3778.711154,4007.107945,4105.50478,3963.774626
N/A,tll0747,Prosthetic groups_ cofactors_ and carriers,Folate biosynthesis,tetrahydrofolate biosynthesis from GTP and PABA_ cyanopterine biosynthesis,dihydroneopterin aldolase FolB,folB,4,H,975.4466747,1566.28314,2605.70354,1715.811118
N/A,tll0748,Transport and binding proteins,Cations and iron carrying compounds,None,light-induced Na+-dependent proton extrusion protein PcxA,pcxA,1,E,523.1988124,586.109738,486.1209278,531.8098261
N/A,tll0759,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,chitobiose uptake system ChiEFG?,ABC-type multiple sugar uptake system permease component,,4,H,670.3840923,767.9021284,868.5442767,768.9434992
N/A,tll0760,Nucleic acid metabolism,Pyrimidine metabolism,uridine monophosphate biosynthesis from glutamine,carbamoyl-phosphate synthase small subunit CarA,carA,3,G,9372.888026,8452.247065,7252.055805,8359.063632
N/A,tll0761,Regulatory functions,DNA interactions,chaperone system: DnaK-DnaJ-GrpE,heat-inducible transcriptional repressor HrcA,hrcA,2,F,967.3819526,809.6061605,873.9072546,883.6317892
N/A,tll0762,Nucleic acid metabolism,DNA replication_ recombination_ and repair,None,recombinase family protein,,0,,530.1771143,516.8533178,507.8291149,518.2865157
N/A,tll0763,Carbohydrate metabolism,Starch and sucrose metabolism,glycogen metabolism,starch synthase GlgA,glgA,3,G,5193.629851,4044.761588,2724.760317,3987.717252
N/A,tll0768,Nucleic acid metabolism,Pyrimidine metabolism,pyrimidine ribonucleotide biosynthesis from UMP,CTP synthase PyrG,pyrG,4,H,4690.166763,5626.357667,6460.831178,5592.451869
N/A,tll0769,Regulatory functions,DNA interactions,Iron homeostasis,Fur-regulated ArsR family transcriptional regulator,,3,G,1462.902776,1196.887983,1242.333775,1300.708178
N/A,tll0770,Terpenoids and polyketides metabolism,General,hopanoid biosynthesis,hopanoid 2-methyltransferase HpnR,hpnR,3,G,2332.181671,2086.319242,1900.779311,2106.426741
N/A,tll0771,Regulatory functions,Protein interactions,None,3'_5'-cyclic-nucleotide phosphodiesterase CpdA,cpdA,2,F,1904.214897,1682.841582,1836.411915,1807.822798
N/A,tll0772,Transport and binding proteins,Unknown substrate,None,DMT superfamily transporter,,1,E,919.3512092,985.1267295,935.7157769,946.7312385
N/A,tll0780,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,UDP-N-acetylglucosamine 1-carboxyvinyltransferase MurA,murA,3,G,9753.617201,8454.287376,6598.506731,8268.803769
N/A,tll0787,Transcription,Transcription factors,rRNA transcription factors,transcription antitermination protein NusB,nusB,3,G,3213.658644,3202.878875,3013.678476,3143.405331
N/A,tll0788,Unknown function,General,None,membrane protein of unknown function DUF502,,4,H,1204.779634,1930.867212,2060.292509,1731.979785
N/A,tll0789,Unknown function,General,None,hypothetical protein,,4,H,845.6861997,925.107345,1165.843391,978.8789785
N/A,tll0790,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,chaperone system: DnaK-DnaJ-GrpE,molecular chaperone DnaJ,dnaJ,3,G,7067.344694,5798.151857,5681.976844,6182.491132
N/A,tll0791,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,chaperone system: DnaK-DnaJ-GrpE,molecular chaperone DnaK,dnaK,1,E,6562.994021,6651.56733,6506.423944,6573.661765
N/A,tll0792,Unknown function,General,None,conserved hypothetical thylakoid membrane protein,,4,H,1390.860607,1510.050785,1780.202743,1560.371378
N/A,tll0793,Unknown function,General,None,protein of unknown function DUF520 YajQ,yajQ,4,H,2992.273585,3079.111617,3622.986778,3231.457327
N/A,tll0794,Transport and binding proteins,Amino acids_ peptides and amines,neutral amino acid uptake sysetm NatABCDE,ABC-type neutral amino acid uptake system substrate-binding component NatB,natB,3,G,10028.69471,9158.287779,7096.616366,8761.19962
N/A,tll0795,Unknown function,General,None,hypothetical protein,,3,G,107963.1365,100250.1782,87032.92562,98415.41346
N/A,tll0798,Unknown function,General,None,protein of unknown function DUF88,,4,H,1247.416788,1955.369807,2387.131048,1863.305881
N/A,tll0799,Unknown function,General,None,hypothetical protein,,4,H,29196.20235,50325.05849,58472.66797,45997.97627
N/A,tll0807,Unknown function,Enzymes of unknown specificity,None,acyltransferase domain-containing protein,,4,H,346.5095344,371.3683422,426.9801587,381.6193451
N/A,tll0808,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,None,molecular chaperone Hsp33 HslO,hslO,1,E,4511.98045,5100.19635,4536.686607,4716.287802
N/A,tll0810,Transport and binding proteins,Amino acids_ peptides and amines,None,ABC-type oligopeptide uptake system substrate-binding component OppA,oppA,3,G,2327.821705,2037.973003,1864.793146,2076.862618
N/A,tll0812,Regulatory functions,Protein interactions,thiol redox pathways thioreoxin system,m-type thioredoxin TrxA,trxA,3,G,52916.18847,50374.18983,44853.73745,49381.37192
N/A,tll0814,Unknown function,General,None,protein of unknown function DUF307,,3,G,823.2775782,618.1576827,509.309963,650.248408
N/A,tll0815,Defense and invasion systems,Detoxification and inactivation,peroxide detoxification,Prx5-like family peroxiredoxin,,0,,10.29674683,13.58798116,23.81970286,15.90147695
N/A,tll0819,Transport and binding proteins,Cations and iron carrying compounds,manganese uptake system MntABC,ABC-type Mn uptake system ATPase component MntA,mntA,1,E,1213.101098,1316.739597,1255.472991,1261.771229
N/A,tll0820,Transport and binding proteins,Cations and iron carrying compounds,manganese uptake system MntABC,ABC-type Mn uptake system substrate-binding component MntC,mntC,4,H,1768.974345,1943.407089,2196.505757,1969.629064
N/A,tll0824,Nucleic acid metabolism,Pyrimidine metabolism,pyrimidine deoxyribonucleotide biosynthesis,deoxycytidine triphosphate deaminase Dcd,dcd,3,G,1752.827282,1393.557666,1316.613331,1487.666093
N/A,tll0826,Translation,Transfer RNA biogenesis,tRNA aminoacylation,arginyl-tRNA synthetase ArgS,argS,2,F,2945.734269,2741.93506,2796.201855,2827.957062
N/A,tll0830,Unknown function,General,None,hypothetical protein of Cupin superfamily,,2,F,661.5139182,566.9685523,774.1031873,667.5285526
N/A,tll0831,Transcription,Transcription factors,RNA polymerase sigma factors,group 2 RNA polymerase sigma-70 subunit SigB,sigB,2,F,4703.962885,4172.994906,4696.898584,4524.618792
N/A,tll0832,Prosthetic groups_ cofactors_ and carriers,Biotin and lipoate metabolism,lipoic acid metabolism,lipoyl(octanoyl) transferase LipB,lipB,4,H,492.1171067,555.7788299,620.7807914,556.225576
N/A,tll0834,Unknown function,General,None,hypothetical protein,,4,H,827.5373754,1109.358927,1574.918036,1170.604779
N/A,tll0835,Energy metabolism,Photosynthesis - antenna proteins,phycobilisome turnover,phycocyanin alpha phycocyanobilin lyase related protein NblB,nblB,1,E,2916.58502,3157.74387,3036.997903,3037.108931
N/A,tll0839,Unknown function,General,None,protein of unknown function DUF1821,,4,H,1562.843994,1986.913863,2227.478163,1925.74534
N/A,tll0840,Unknown function,General,None,hypothetical protein,,4,H,5688.121428,7463.271764,8074.069181,7075.154124
N/A,tll0847,Signal transduction,Taxis,None,chemotaxis sensory transduction system sensor CheY,cheY,2,F,1034.73625,840.6024116,1015.359354,963.5660052
N/A,tll0852,Unknown function,General,DNA replication,protein of unknown function DUF721,,2,F,721.8187624,637.3373326,822.1699312,727.1086754
N/A,tll0853,Unknown function,General,None,putative photosynthetic reaction center subunit with PRC barrel,,2,F,16127.92415,15966.17996,16347.50953,16147.20455
N/A,tll0854,Energy metabolism,Photosynthesis - antenna proteins,phycobilisome,allophycocyanin alpha subunit,,4,H,9009.548279,9535.531401,12908.12567,10484.40178
N/A,tll0855,Energy metabolism,Photosynthesis - antenna proteins,phycobilisome,allophycocyanin subunit beta,,4,H,4743.756725,4953.797334,6274.754128,5324.102729
N/A,tll0856,Unknown function,Enzymes of unknown specificity,None,4-vinyl reductase 4VR,,4,H,3126.378017,6018.981694,9922.76014,6356.03995
N/A,tll0857,Nucleic acid metabolism,DNA replication_ recombination_ and repair,DNA replication elongation factors and DNA single strand break repair,DNA ligase (NAD+) LigA,ligA,4,H,1181.349322,1220.458445,1519.175124,1306.994297
N/A,tll0858,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,NAD(P) biosynthesis common pathway,NAD kinase (phosphorylating) PpnK,ppnK,4,H,1903.102148,2136.27022,2221.723086,2087.031818
N/A,tll0859,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,photosystem II biogenesis,chaperone-like protein for quinone binding in Photosystem II Ycf39,ycf39,3,G,2672.529588,2061.903869,1686.385562,2140.273006
N/A,tll0860,Unknown function,General,None,pentapeptide repeat protein RfrC,rfrC,4,H,2223.22525,2433.664125,2709.25615,2455.381842
N/A,tll0867,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,iron-sulfur cluster assembly SUF system,putative redox sensory protein SufA,sufA,4,H,24530.29064,25889.87887,28577.25155,26332.47369
N/A,tll0868,Carbohydrate metabolism,Pyruvate metabolism,pyruvate dehydrogenase complex PdhABCD-AceE,dihydrolipoamide dehydrogenase PdhD,pdhD,3,G,14389.42876,11577.37947,8868.15654,11611.65492
N/A,tll0869,Unknown function,General,None,protein of unknown function DUF362,,1,E,4899.618086,5091.669957,4642.69541,4877.994484
N/A,tll0871,Intracellular trafficking_ assembly_ and processing,Peptidases,membrane protease,intramembrane metalloprotease family M50,,4,H,1800.020125,2121.209561,2216.663171,2045.964285
N/A,tll0874,Defense and invasion systems,Detoxification and inactivation,peroxide detoxification,monothiol glutaredoxin GrxD,grxD,4,H,4678.427573,5663.553652,7447.947385,5929.976203
N/A,tll0876,Signal transduction,Two-component systems,None,two component signal transduction system hybrid histidine kinase / response regulator with PAS sensory domain,,4,H,1199.030906,1244.486757,1428.522966,1290.68021
N/A,tll0879,Transport and binding proteins,Amino acids_ peptides and amines,branched-chain amino acid uptake system LivFGHKM,ABC-type branched-chain amino acid uptake system substrate-binding component LivK,livK,0,,2047.96695,2035.803781,2077.228972,2053.666568
N/A,tll0880,Regulatory functions,Protein interactions,branched chain amino acid biosynthesis,acetolactate synthase regulatory subunit IlvH,ilvH,3,G,5551.389379,5486.669265,5415.972308,5484.676984
N/A,tll0881,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,heat shock response,DnaJ family molecular chaperone,,4,H,969.1142238,1285.44495,1359.940014,1204.833063
N/A,tll0885,Defense and invasion systems,Detoxification and inactivation,reduction of oxidized methionine,methionine-S-sulfoxide reductase MsrA,msrA,4,H,4486.880123,4672.670279,5457.428218,4872.326207
N/A,tll0886,Unknown function,General,None,hypothetical protein,,4,H,875.7675769,1007.031131,1029.230164,970.6762906
N/A,tll0887,Carbohydrate metabolism,Pyruvate metabolism,acetyl-CoA biosynthesis from acetate_ direct,acetyl-CoA synthetase Acs,acs,3,G,8787.575792,8767.687831,6859.598863,8138.287495
N/A,tll0888,Unknown function,General,None,hypothetical protein,,1,E,3196.998783,3487.664868,2843.198215,3175.953955
N/A,tll0889,Unknown function,General,None,hypothetical protein,,3,G,9561.301799,8882.495737,7486.110799,8643.302778
N/A,tll0891,Unknown function,General,None,protein of unknown function DUF2214,,3,G,705.8345733,513.8212209,367.0497937,528.9018626
N/A,tll0893,Defense and invasion systems,Detoxification and inactivation,oxidative stress,alkylhydroperoxidase AhpD family,,3,G,477.1800354,343.8601124,353.1324001,391.3908493
N/A,tll0895,Translation,tRNA and rRNA base modification,queuosine (Q-tRNA) biosynthesis from preQ0,queuosine biosynthesis radical SAM protein QueE ,queE,4,H,1427.648443,1597.822925,1619.136134,1548.2025
N/A,tll0899,Signal transduction,Two-component systems,circadian clock input_ redox state ETS,class II cyanobacteriochrome controlling circadium rythym CikA,cikA,4,H,270.8734203,302.8957521,399.2624282,324.3438669
N/A,tll0901,Transport and binding proteins,Cofactors and prosthetic groups,biotin uptake system BioYNM and biotin uptake system BioY-EcfA12T,ECF-type biotin uptake system substrate-binding component BioY,bioY,4,H,128.2889518,177.9077724,268.1753096,191.4573446
N/A,tll0902,Unknown function,General,None,FHA domain protein,,4,H,3944.984872,4332.938836,5160.609432,4479.511047
N/A,tll0912,Unknown function,General,None,hypothetical protein,,2,F,3184.654551,2818.611214,3232.110443,3078.458736
N/A,tll0913,Prosthetic groups_ cofactors_ and carriers,Sulfur relay system,common component sulfur relay systems,cysteine desulfurase IscS2,iscS2,4,H,5819.89023,6920.661717,9436.384813,7392.312253
N/A,tll0914,Unknown function,General,None,hypothetical protein,,4,H,1217.74744,1208.280962,1463.85667,1296.628357
N/A,tll0915,Nucleic acid metabolism,RNA degradation,3' processing factors,ribonuclease Z RnZ,rnz,4,H,1161.977629,1396.00133,1439.102239,1332.360399
N/A,tll0916,Unknown function,General,None,protein of unknown function DUF3386,,3,G,24998.48989,23811.32172,22925.55347,23911.78836
N/A,tll0918,Unknown function,Enzymes of unknown specificity,None,alpha/beta hydrolase fold protein,,4,H,428.2252566,399.1338717,609.0177814,478.7923032
N/A,tll0920,Unknown function,Enzymes of unknown specificity,None,carbon-nitrogen hydrolase family protein,,3,G,2860.86424,1982.427737,1364.992427,2069.428135
N/A,tll0922,Translation,tRNA and rRNA base modification,queuosine (Q-tRNA) biosynthesis from preQ0,S-adenosylmethionine:tRNA ribosyltransferase-isomerase QueA,queA,3,G,568.5464053,517.4757505,488.6624395,524.8948651
N/A,tll0923,Regulatory functions,Protein interactions,None,phosphoprotein phosphatase,,4,H,1503.102132,1888.93318,2304.845011,1898.960108
N/A,tll0925,Signal transduction,Two-component systems,phosphate signalling cascade PhoBRU-PstABCS,two component signal transduction system controlling phosphate regulon histidine kinase SphS,sphS,4,H,510.6605997,555.9845823,576.0852926,547.5768249
N/A,tll0931,Unknown function,Enzymes of unknown specificity,None,short-chain dehydrogenase/reductase family,,3,G,1978.661007,1842.059179,1834.089689,1884.936625
N/A,tll0932,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,None,D-alanyl-D-alanine carboxypeptidase VanY,vanY,3,G,1631.724636,1533.094378,1453.317705,1539.378906
N/A,tll0933,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan recycling,soluble lytic transglycosylase Slt,slt,0,,189.3263091,207.5597797,231.4776729,209.4545872
N/A,tll0941,Unknown function,General,None,protein of unknown function DUF1400,,3,G,8700.198664,7143.527776,5849.36458,7231.03034
N/A,tll0943,Cell structure_ growth_ and death,Microcompartments,B-carboxysome,carboxysome structural protein CcmN,ccmN,4,H,2960.232202,3512.308085,3541.372081,3337.970789
N/A,tll0944,Cell structure_ growth_ and death,Microcompartments,carbon concentration mechanism - carboxysome,carboxysome structural protein CcmM,ccmM,3,G,36497.58389,35354.59369,26357.1532,32736.44359
N/A,tll0945,Cell structure_ growth_ and death,Microcompartments,B-carboxysome,carboxysome minor structural protein CcmL,ccmL,1,E,21510.70938,25425.22123,18980.39789,21972.1095
N/A,tll0946,Cell structure_ growth_ and death,Microcompartments,B-carboxysome,carboxysome major structural protein CcmK1,ccmK1,1,E,82372.38895,86862.13965,72021.78498,80418.77119
N/A,tll0947,Cell structure_ growth_ and death,Microcompartments,B-carboxysome,carboxysome major structural protein CcmK2,ccmK2,3,G,59328.79551,61404.01778,47632.22112,56121.67814
N/A,tll0948,Unknown function,General,None,hypothetical protein,,2,F,719.7799576,606.8760999,674.9906832,667.2155802
N/A,tll0950,Unknown function,Enzymes of unknown specificity,None,ABC1 family kinase-like protein,,4,H,2611.285669,3324.081172,3741.415474,3225.594105
N/A,tll0952,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotide excision repair,transcription-repair coupling factor Mfd,mfd,4,H,1899.174728,1865.627247,2130.971998,1965.257991
N/A,tll0956,Energy metabolism,Photosynthesis - antenna proteins,allophycocyanin biosynthesis,allophycocyanin beta subunit ApcB,apcB,3,G,1040958.187,1009239.56,700963.874,917053.8735
N/A,tll0957,Energy metabolism,Photosynthesis - antenna proteins,allophycocyanin biosynthesis,allophycocyanin alpha subunit ApcA,apcA,3,G,983972.4559,1035500.53,642116.0155,887196.3337
N/A,tll0958,Unknown function,General,None,protein of unknown function DUF3067,,0,,379.254164,388.4765392,409.0972589,392.2759874
N/A,tll0964,Mobile and extrachromosomal element functions,Selfish genetic elements,Insertion element,ISTel3 transposase TnpA_ISTel3,tnpA_ISTel3,2,F,223.5586026,172.8349145,281.8522059,226.0819077
N/A,tll0970,Carbohydrate metabolism,Fructose and mannose metabolism,sugar alcohol (iditol_ glucitol_ xylitol_ galctitol) degradation,NAD-dependent L-iditol 2-dehydrogenase GutB,gutB,3,G,2429.215099,2431.760712,2099.104769,2320.02686
N/A,tll0971,Glycan biosynthesis and metabolism,Peptidoglycan metabolism,peptidoglycan biosynthesis,phospho-N-acetylmuramoyl-pentapeptide-transferase MraY,mraY,1,E,2493.310596,2817.530786,2678.690959,2663.177447
N/A,tll0978,Amino acid metabolism,Cysteine and methionine metabolism,methionine degradation,S-adenosylmethionine synthetase MetK,metK,3,G,10082.60235,9563.513216,7056.694909,8900.936825
N/A,tll0980,Prosthetic groups_ cofactors_ and carriers,One carbon pool by folate,6S RNA (eubacterial RNA polymerase regulator),5-formyltetrahydrofolate cyclo-ligase YgfA,ygfA,2,F,278.1452204,225.7419547,246.8826008,250.256592
N/A,tll0985,Transport and binding proteins,Unknown substrate,None,transporter with N-terminal DUF21 domain_ CBS_ and CorC domains,,4,H,898.6504334,1087.382456,1250.410859,1078.814583
N/A,tll0986,Terpenoids and polyketides metabolism,General,hopanoid biosynthesis,hopene-associated glycosyltransferase HpnB,hpnB,3,G,1231.296826,1134.82871,1078.742731,1148.289422
N/A,tll0987,Translation,Ribosomal proteins: synthesis and modification,Ribosome biogeneses GTPases,ribosome biogenesis GTPase RsgA,rsgA,4,H,555.1012049,666.919934,671.9193034,631.3134808
N/A,tll0989,Unknown function,Enzymes of unknown specificity,None,carboxylesterase YvaK,ybaK,3,G,414.5794419,334.5662224,303.7913911,350.9790185
N/A,tll0990,Carbohydrate metabolism,Pyruvate metabolism,pyruvate formate-lyase system,formate C-acetyltransferase PflD,pflD,4,H,1530.26707,2305.736324,3403.558938,2413.187444
N/A,tll0991,Translation,tRNA and rRNA base modification,tRNA modification,tRNA dihydrouridine synthase DusB,dusB,3,G,3121.987722,2533.175848,2426.514141,2693.89257
N/A,tll0992,Unknown function,Enzymes of unknown specificity,polysaccharide biosynthesis,glycosyl transferase family 2,,3,G,1185.406343,1117.383192,932.4383143,1078.409283
N/A,tll0993,Unknown function,Enzymes of unknown specificity,None,glycosyl transferase family 2,,3,G,227.4932081,188.1851024,162.805408,192.8279062
N/A,tll0994,Glycan biosynthesis and metabolism,Polysacharide and lipopolysaccharide metabolism,polysaccharide biosynthesis,alpha-1_2-fucosyltransferase,,4,H,176.7754122,159.2472318,300.6952285,212.2392908
N/A,tll0995,Unknown function,Enzymes of unknown specificity,None,glycosyl transferase family 2,,3,G,541.0294895,513.3036386,475.8493937,510.0608406
N/A,tll1003,Translation,Aminoacyl-tRNA biosynthesis,GatABC aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase complex,bifunctional aspartyl-tRNA / glutamyl-tRNA amidotransferase subunit A GatA,gatA,3,G,7835.959025,6782.038183,4954.83608,6524.277762
N/A,tll1008,Unknown function,Enzymes of unknown specificity,None,acetyltransferase,,4,H,5661.149506,7080.739111,8452.087564,7064.658727
N/A,tll1010,Unknown function,Enzymes of unknown specificity,None,glycosyl transferase family 41,,2,F,1484.67822,1251.66756,1443.170713,1393.172164
N/A,tll1011,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus major pilin protein PilA,pilA,1,E,477623.2358,493141.9333,437303.8074,469356.3255
N/A,tll1015,Unknown function,Enzymes of unknown specificity,None,glycosly transferase family 2,,4,H,1710.896699,2727.841058,2883.989849,2440.909202
N/A,tll1019,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus minor pilin protein,,1,E,6406.919321,6653.606725,5787.874772,6282.800273
N/A,tll1020,Unknown function,General,None,hypothetical protein,,1,E,2864.039025,3029.238099,2954.42872,2949.235281
N/A,tll1021,Signal transduction,Taxis,T2bSS twitching motility chemosensory response system ChpABC/pilGHJK,chemotaxis signal transduction system histidine kinase PilL,pilL,4,H,3205.063488,3307.134422,3998.491971,3503.563294
