RAST Locus Tag,NCBI Locus Tag,Main_Role,Subrole,Subsystem,Curated Product Descriptor,gene,ClustID_light,Clust name_light,ClustID_ox,Clust name_ox,LLLO-CC-M061814.14_AV,MLLO-CC-M061814.13_AV,HLLO-CC-TS040514.18_AV,Average_light_Conditions
fig.6666666.52381.peg.1383,SY28_RS06895,Carbohydrate metabolism,Citrate cycle (TCA cycle),TCA cycle,malate dehydrogenase Mdh,mdh,4,C,3,G,989.5675414,726.3696947,637.994409,784.6438817
fig.6666666.52381.peg.1384,SY28_RS06900,Unknown function,Enzymes of unknown specificity,,phosphoribosyltransferase,,0,,0,,100.4110753,93.4070806,86.76062388,93.52625993
fig.6666666.52381.peg.1385,SY28_RS06905,Amino acid metabolism,Lysine biosynthesis,lysine biosynthesis,aspartate kinase LysC,lysC,0,,0,,210.8584131,205.3824566,214.1496358,210.1301685
fig.6666666.52381.peg.1386,SY28_RS06910,Unknown function,General,,hypothetical protein,,1,D,2,F,98.24478624,264.1179596,162.2414138,174.8680532
fig.6666666.52381.peg.1387,SY28_RS06915,Unknown function,General,,hypothetical protein,,1,D,2,F,110.5929794,204.1219403,166.8010424,160.5053207
fig.6666666.52381.peg.1388,SY28_RS06920,Unknown function,Enzymes of unknown specificity,,carbon-nitrogen hydrolase family protein MtnU,mtnU,2,B,3,G,159.6918147,155.4333309,212.8940838,176.0064098
fig.6666666.52381.peg.139,SY28_RS00700,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,cytochrome c-type biogenesis,cytochrome c-type biogenesis thiol:disulfide interchange protein CcmG,ccmG,0,,0,,10.31988026,8.852022679,52.58387116,23.91859137
fig.6666666.52381.peg.1391,SY28_RS06935,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,murein amino sugar recycling,N-acetylmuramic acid 6-phosphate etherase MurQ,murQ,0,,0,,55.96603242,17.30680017,62.97888976,45.41724078
fig.6666666.52381.peg.1392,SY28_RS06940,Regulatory functions,DNA interactions,,GntR family transcriptional regulator,,1,D,0,,15.69399205,41.78895005,75.92981052,44.47091754
fig.6666666.52381.peg.1393,SY28_RS06945,Amino acid metabolism,Cysteine and methionine metabolism,sulfolactate degradation,(2R)-sulfolactate sulfo-lyase alpha subunit SuyA,suyA,1,D,3,G,4.954541668,43.34773635,183.152938,77.15173868
fig.6666666.52381.peg.1395,SY28_RS06955,Amino acid metabolism,Cysteine and methionine metabolism,sulfolactate degradation,(S)-sulfolactate dehydrogenase SlcC,slcC,0,,0,,22.09336388,10.33343519,9.825464172,14.08408775
fig.6666666.52381.peg.1397,SY28_RS06965,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system substrate-binding component,,1,D,3,G,77.11711155,154.8105987,172.3551926,134.7609676
fig.6666666.52381.peg.1398,SY28_RS06970,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system permease component,,0,,4,H,1.764922569,6.113960454,3.400860021,3.759914348
fig.6666666.52381.peg.1399,SY28_RS06975,Transport and binding proteins,Carbohydrates_ organic alcohols_ and acids,,ABC-type multiple sugar uptake system permease component,,0,,0,,10.51684755,14.70898709,14.33803696,13.1879572
fig.6666666.52381.peg.14,SY28_RS00070,Carbohydrate metabolism,Butanoate metabolism,butanoate degradation,butyryl-CoA dehydrogenase Bcd,bcd,0,,0,,87.53005948,91.67963574,67.0145355,82.07474357
fig.6666666.52381.peg.1401,SY28_RS06985,Energy metabolism,Sulfur metabolism,sulfoquinovose degradation,sulfofructose kinase YihV,yihV,0,,0,,13.57824863,25.06724587,50.28120871,29.6422344
fig.6666666.52381.peg.1402,SY28_RS06990,Energy metabolism,Sulfur metabolism,sulfoquinovose degradation,sulfofructosephosphate aldolase YihS,yihS,2,B,3,G,13.78377798,11.81826442,73.20365754,32.93523331
fig.6666666.52381.peg.1403,SY28_RS06995,Unknown function,General,,hypothetical protein,,0,,0,,6.083239031,13.42779933,26.79299266,15.43467701
fig.6666666.52381.peg.1406,SY28_RS07000,Unknown function,Enzymes of unknown specificity,,oxidoreductase domain-containing protein,,0,,0,,3.091790816,26.35149083,30.18745761,19.87691308
fig.6666666.52381.peg.1407,SY28_RS07005,Unknown function,General,,hypothetical protein,,0,,0,,25.87704945,15.98811189,12.04060678,17.96858937
fig.6666666.52381.peg.1408,SY28_RS07010,Unknown function,General,,protein of Unknown function DUF1800,,0,,0,,30.59324998,7.007002589,50.23211138,29.27745465
fig.6666666.52381.peg.1409,SY28_RS07015,Prosthetic groups_ cofactors_ and carriers,Biotin and lipoate metabolism,biotin biosynthesis,bifunctional biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase BirA,birA,0,,3,G,74.62659055,74.83188492,117.4597761,88.97275052
fig.6666666.52381.peg.141,SY28_RS00710,Intracellular trafficking_ assembly_ and processing,General,,cytochrome c-type biogenesis protein,,0,,0,,41.95164337,15.09589809,9.556809892,22.20145045
fig.6666666.52381.peg.1417,SY28_RS07055,Amino acid metabolism,Phenylalanine_ tyrosine and tryptophan biosynthesis,shikimate pathway,3-dehydroquinate dehydratase II AroQ,aroQ,2,B,2,F,129.8630947,41.9232407,123.3351496,98.37382835
fig.6666666.52381.peg.1418,SY28_RS07060,Carbohydrate metabolism,Pyruvate metabolism,lactate utilization,L-lactate dehydrogenase complex protein LldG,lldG,0,,2,F,36.61609904,60.85763585,75.82219892,57.76531127
fig.6666666.52381.peg.1425,SY28_RS07095,Cell structure_ growth_ and death,Toxin-antitoxin systems,,toxin-antitoxin system PilT family toxin component,,0,,4,H,61.04129435,28.79832867,9.524043088,33.12122204
fig.6666666.52381.peg.1426,SY28_RS07100,Cell structure_ growth_ and death,Toxin-antitoxin systems,,toxin-antitoxin system AbrB family antidote component,,0,,4,H,19.66406275,49.54013974,51.65930369,40.2878354
fig.6666666.52381.peg.1427,SY28_RS07105,Amino acid metabolism,Glycine_ serine_ and threoine metabolism,glycine betaine biosynthesis from choline,choline dehydrogenase BetA,betA,0,,0,,33.21643692,46.37459895,34.58066847,38.05723478
fig.6666666.52381.peg.1428,SY28_RS07110,Regulatory functions,General,translation stress response,ribosome-binding GTPase BipA,bipA,2,B,1,E,327.6577992,219.1446667,305.2409073,284.0144577
fig.6666666.52381.peg.143,SY28_RS00720,Translation,Transfer RNA biogenesis,tRNA aminoacylation,tyrosyl-tRNA synthetase TyrS,tyrS,4,C,0,,104.5091798,82.20732126,25.53931749,70.75193952
fig.6666666.52381.peg.1430,SY28_RS07120,Cell structure_ growth_ and death,Toxin-antitoxin systems,,toxin-antitoxin system antidote component,,2,B,3,G,171.2819946,88.74927961,220.5037779,160.1783507
fig.6666666.52381.peg.1435,SY28_RS07145,Prosthetic groups_ cofactors_ and carriers,One carbon pool by folate,,formyltetrahydrofolate deformylase PurU,purU,4,C,3,G,72.70574222,24.93168848,66.14406335,54.59383135
fig.6666666.52381.peg.1436,SY28_RS07150,Intracellular trafficking_ assembly_ and processing,Peptidases,,protease Do,,4,C,1,E,241.7153612,181.1532564,177.2260898,200.0315692
fig.6666666.52381.peg.1437,SY28_RS07155,Transport and binding proteins,Porins and secretins,,autotransporter with peptidase MA domain,,4,C,0,,23.14098383,16.80290953,15.72751998,18.55713778
fig.6666666.52381.peg.1438,SY28_RS07160,Nucleic acid metabolism,Purine metabolism,adenosine monophosphate (AMP) biosynthesis from inosine monophosphate (IMP),adenylosuccinate synthase PurA,purA,1,D,2,F,124.188886,190.9536315,174.7140867,163.2855347
fig.6666666.52381.peg.144,SY28_RS00725,Unknown function,General,,hypothetical protein,,1,D,2,F,27.00350068,64.56428066,184.7468988,92.10489339
fig.6666666.52381.peg.1440,SY28_RS07170,Intracellular trafficking_ assembly_ and processing,Peptidases,,M20 family peptidase,,1,D,2,F,58.24475282,78.70494142,80.0496215,72.33310525
fig.6666666.52381.peg.1441,SY28_RS07175,Translation,Transfer RNA biogenesis,tRNA aminoacylation,arginyl-tRNA synthetase ArgS,argS,1,D,2,F,89.24792942,107.3719327,98.40096973,98.34027727
fig.6666666.52381.peg.1442,SY28_RS07180,Regulatory functions,DNA interactions,,SARP family transcriptional regulator,,1,D,2,F,48.3933356,47.02005326,56.76526752,50.72621879
fig.6666666.52381.peg.1444,SY28_RS07190,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Base excision repair,formamidopyrimidine-DNA glycosylase,mutM,1,D,2,F,22.75515305,21.20922262,30.57239685,24.84559084
fig.6666666.52381.peg.1445,SY28_RS07195,Unknown function,General,,hypothetical protein,,1,D,2,F,32.57600757,17.16328657,19.09398518,22.94442644
fig.6666666.52381.peg.1446,SY28_RS07200,Metabolism of other amino acids and amines,D-Alanine metabolism,peptidoglycan biosynthesis,D-alanine-D-alanine ligase Ddl,ddl,4,C,2,F,97.87852818,40.63511902,49.48327847,62.66564189
fig.6666666.52381.peg.1448,SY28_RS07210,Carbohydrate metabolism,Starch and sucrose metabolism,glycogen metabolism,starch synthase GlgA,glgA,1,D,2,F,18.72413348,24.88559704,30.9884653,24.86606527
fig.6666666.52381.peg.145,SY28_RS00730,Translation,Ribosomal proteins: synthesis and modification,ribosome small subunit,SSU ribosomal protein S20 RspT,rpsT,2,B,2,F,1058.872977,1051.078545,1505.593531,1205.181684
fig.6666666.52381.peg.1452,SY28_RS07230,Intracellular trafficking_ assembly_ and processing,Peptidases,,ATP-dependent protease Lon,lon,2,B,4,H,121.7356779,160.602616,118.0724052,133.470233
fig.6666666.52381.peg.1454,SY28_RS07240,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,,NAD(P) transhydrogenase beta subunit PntB,pntB,2,B,2,F,70.11731152,50.78219157,32.34003691,51.07984666
fig.6666666.52381.peg.1456,SY28_RS07250,Prosthetic groups_ cofactors_ and carriers,Nicotinate and nicotinamide metabolism,,NAD(P) transhydrogenase alpha subunit PntA,pntA,2,B,2,F,64.92340793,31.14511994,43.75397426,46.60750071
fig.6666666.52381.peg.1458,SY28_RS07255,Unknown function,Enzymes of unknown specificity,,phosphohexose mutase,,2,B,2,F,109.1875806,134.275969,78.76567584,107.4097418
fig.6666666.52381.peg.1459,SY28_RS07260,Unknown function,General,,hypothetical protein,,4,C,2,F,165.2450852,72.15047226,65.14801348,100.847857
fig.6666666.52381.peg.146,SY28_RS00735,Unknown function,General,,CHAD domain-containing protein,,0,,0,,29.25697527,14.20768006,45.99593928,29.8201982
fig.6666666.52381.peg.1461,SY28_RS07270,Unknown function,Enzymes of unknown specificity,,oxygen-insensitive NADPH nitroreductase,,0,,0,,10.47711996,6.28063835,9.04860415,8.60212082
fig.6666666.52381.peg.1464,SY28_RS07285,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,isoleucine biosynthesis from pyruvate and acetyl-CoA,(R)-citramalate synthase CimA,cimA,4,C,0,,89.24579836,38.25248025,29.79989733,52.43272531
fig.6666666.52381.peg.1465,SY28_RS07290,Unknown function,Enzymes of unknown specificity,,nucleotidyl transferase of unknown funtion DUF2204,,4,C,0,,95.00885774,12.20399531,18.1250406,41.77929788
fig.6666666.52381.peg.1466,SY28_RS07295,Unknown function,Enzymes of unknown specificity,,GCN5-related N-acetyltransferase,,4,C,0,,212.2092106,24.66692235,51.65922504,96.17845267
fig.6666666.52381.peg.1467,SY28_RS07296,Unknown function,General,,hypothetical protein,,4,C,4,H,284.0743411,61.06788852,19.01760924,121.386613
fig.6666666.52381.peg.1468,SY28_RS07300,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,leucine biosynthesis from pyruvate and acetyl-CoA,2-isopropylmalate synthase LeuA,leuA,4,C,4,H,441.9287721,81.65228997,54.40655456,192.6625389
fig.6666666.52381.peg.1469,SY28_RS07305,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,branched chain amino acid biosynthesis,ketol-acid reductoisomerase IlvC,ilvC,4,C,4,H,541.5745914,89.96903509,17.45469563,216.332774
fig.6666666.52381.peg.147,SY28_RS00740,Unknown function,General,,COG1399 family protein of unknown function,yceD,0,,0,,134.0568948,189.0222071,176.3219456,166.4670158
fig.6666666.52381.peg.1470,SY28_RS07310,Regulatory functions,Protein interactions,branched chain amino acid biosynthesis,acetolactate synthase regulatory subunit IlvH,ilvH,4,C,4,H,287.8172894,32.64943932,6.97755821,109.1480956
fig.6666666.52381.peg.1471,SY28_RS07315,Amino acid metabolism,Valine_ leucine and isoleucine metabolism,branched chain amino acid biosynthesis,acetolactate synthase I/II/III large subunit IlvB,ilvB,4,C,4,H,322.9156458,47.88218357,47.27192127,139.3565836
fig.6666666.52381.peg.1472,SY28_RS07320,Nucleic acid metabolism,Pyrimidine metabolism,,thioredoxin reductase (NADPH) TrxB,trxB,0,,0,,7.174491446,28.98377997,42.44445374,26.20090839
fig.6666666.52381.peg.1473,SY28_RS07325,Unknown function,Enzymes of unknown specificity,,alpha/beta hydrolase,,0,,0,,8.618728083,6.351468423,3.337948429,6.102714979
fig.6666666.52381.peg.1475,SY28_RS07335,Prosthetic groups_ cofactors_ and carriers,One carbon pool by folate,,formate dehydrogenase,,0,,0,,27.72685755,23.08614734,26.41972992,25.74424494
fig.6666666.52381.peg.1478,SY28_RS07350,Carbohydrate metabolism,Glyoxylate and dicarboxylate metabolism,ethylmalonyl pathway,acetyl-CoA C-acetyltransferase AtoB,atoB,1,D,0,,79.41862136,255.1566803,178.1321124,170.9024714
fig.6666666.52381.peg.1479,SY28_RS07355,Signal transduction,Two-component systems,,two component signal transduction system response regulator,,0,,1,E,28.88320746,34.09481741,42.79858707,35.25887065
fig.6666666.52381.peg.148,SY28_RS00745,Amino acid metabolism,Arginine and proline metabolism,putrescine biosynthesis from arginine via ornithine,arginase RocF,rocF,4,C,0,,84.18278067,51.83265413,17.99332959,51.3362548
fig.6666666.52381.peg.1480,SY28_RS07360,Unknown function,General,,protein of unknown function DUF4388,,4,C,4,H,120.2431982,93.57152803,85.6318112,99.81551248
fig.6666666.52381.peg.1481,SY28_RS07365,Signal transduction,Two-component systems,,two component signal transduction system hybrid histidine kinase / response regulator PilL,pilL,4,C,0,,56.72216138,84.69680717,62.17294272,67.86397043
fig.6666666.52381.peg.1482,SY28_RS07370,Signal transduction,Taxis,T2bSS twitching motility chemosensory response system ChpABC/pilGHJK,twitching motility protein PilJ,pilJ,4,C,0,,40.05817095,63.21874705,60.09694062,54.45795287
fig.6666666.52381.peg.1483,SY28_RS07375,Signal transduction,Taxis,T2bSS twitching motility chemosensory response system ChpABC/pilGHJK,twitching motility protein PilJ,pilJ,3,A,4,H,50.35884078,112.3507059,69.99989557,77.56981409
fig.6666666.52381.peg.1484,SY28_RS07380,Signal transduction,General,,putative integral membrane sensor protein,,4,C,1,E,160.9772641,155.1979818,106.512157,140.895801
fig.6666666.52381.peg.1485,SY28_RS07385,Signal transduction,Taxis,flagellar chemotaxis system CheABRVWY-MCP,chemotaxis signal relay system purine-binding protiein CheW,cheW,3,A,1,E,104.5127839,192.9687436,98.37887843,131.9534686
fig.6666666.52381.peg.1486,SY28_RS07390,Signal transduction,Two-component systems,,two component signal transduction system response regulator,,4,C,1,E,277.3464923,243.1570732,190.1461959,236.8832538
fig.6666666.52381.peg.1488,SY28_RS07400,Nucleic acid metabolism,Purine metabolism,,small GTP-binding protein,,4,C,0,,10.9927012,19.30615013,24.39603566,18.231629
fig.6666666.52381.peg.1489,SY28_RS07410,Nucleic acid metabolism,Pyrimidine metabolism,uridine monophosphate biosynthesis from glutamine,carbamoyl-phosphate synthase large subunit CarB,carB,4,C,0,,72.90222998,96.36701104,110.2814973,93.18357945
fig.6666666.52381.peg.149,SY28_RS00750,Amino acid metabolism,Histidine metabolism,histidine biosynthesis,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase HisA,hisA,0,,0,,26.37340899,65.73435399,41.17234286,44.42670195
fig.6666666.52381.peg.1490,SY28_RS07415,Prosthetic groups_ cofactors_ and carriers,Porphyrin and chlorophyll metabolism,ferritin biosynthesis,ferritin,,4,C,2,F,157.9950976,133.9051759,70.74898372,120.8830857
fig.6666666.52381.peg.1493,SY28_RS07430,Energy metabolism,Sulfur metabolism,thiosulfate to sulfite,thiosulfate/3-mercaptopyruvate sulfurtransferase SseA,sseA,4,C,4,H,550.7799472,340.1504983,100.3707113,330.4337189
fig.6666666.52381.peg.1494,SY28_RS07435,Regulatory functions,DNA interactions,,BadM/Rrf2 family transcriptional regulator,,0,,0,,6.314425466,20.40021545,13.63369339,13.44944477
fig.6666666.52381.peg.1495,SY28_RS07440,Energy metabolism,Nitrogen metabolism,,nitrilase,,0,,0,,40.69377985,35.15453393,3.703417236,26.51724367
fig.6666666.52381.peg.1496,SY28_RS07445,Unknown function,General,,hypothetical protein,,4,C,1,E,80.51299356,31.76158562,24.72385822,45.6661458
fig.6666666.52381.peg.1499,SY28_RS07460,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system substrate-binding component DppA,dppA,3,A,4,H,320.9839365,1075.15306,543.1971222,646.4447062
fig.6666666.52381.peg.15,SY28_RS00075,Unknown function,General,,DUF2233 family predicted periplasmic protein,,0,,0,,17.02286048,18.4206948,17.5991799,17.68091173
fig.6666666.52381.peg.1500,SY28_RS07465,Transport and binding proteins,Amino acids_ peptides and amines,peptides/nickel transport system PE,ABC-type peptide/nickel uptake system permease component DppB,dppB,1,D,3,G,21.01050176,115.490519,135.4651989,90.65540655
fig.6666666.52381.peg.1501,SY28_RS07475,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,glutamine-ammonia interconvertion,NAD(P)+ glutamate dehydrogenase GdhA,gdhA,1,D,2,F,133.5999919,149.2267315,217.9369633,166.9212289
fig.6666666.52381.peg.1502,SY28_RS07480,Amino acid metabolism,Alanine_ aspartate and glutamate metabolism,glutamine-ammonia interconvertion,NAD(P)+ glutamate dehydrogenase GdhA,gdhA,1,D,3,G,163.1056672,254.1288793,240.3381057,219.1908841
fig.6666666.52381.peg.1503,SY28_RS07485,Unknown function,Enzymes of unknown specificity,,acetyltransferase,,0,,4,H,81.44162238,78.75969856,35.08545508,65.09559201
fig.6666666.52381.peg.1504,SY28_RS07490,Energy metabolism,Oxidative phosphorylation,,cytochrome P450,,0,,0,,23.22702178,21.02656339,36.66648497,26.97335671
fig.6666666.52381.peg.1505,SY28_RS07495,Unknown function,Enzymes of unknown specificity,,FAD-dependent oxidoreductase,,0,,0,,45.95608268,39.87641975,30.8647014,38.89906794
fig.6666666.52381.peg.1506,SY28_RS07500,Unknown function,Enzymes of unknown specificity,,family 2 glycosyl transferase,,0,,3,G,9.35492607,20.70209188,60.43459055,30.1638695
fig.6666666.52381.peg.1507,SY28_RS07505,Unknown function,Enzymes of unknown specificity,,glycerol acyltransferase,,0,,2,F,30.15259696,34.23344116,58.16161776,40.84921863
fig.6666666.52381.peg.1508,SY28_RS07510,Unknown function,General,,hypothetical protein,,0,,0,,18.89083457,18.12029669,25.2512439,20.75412505
fig.6666666.52381.peg.1509,SY28_RS07515,Terpenoids and polyketides metabolism,Carotenoid metabolism,beta-Carotene biosynthesis,lycopene beta-cyclase CrtY,crtY,0,,0,,47.68909848,59.76273757,79.05351696,62.168451
fig.6666666.52381.peg.1510,SY28_RS07520,Unknown function,Enzymes of unknown specificity,,FAD-dependent oxidoreductase,,0,,0,,55.40272081,29.94616864,34.50569847,39.95152931
fig.6666666.52381.peg.1512,SY28_RS07530,Cell structure_ growth_ and death,Toxin-antitoxin systems,toxin-antitoxin system,toxin-antitoxin system RelB family antidote,,2,B,2,F,158.5741397,19.12630869,254.1853507,143.9619331
fig.6666666.52381.peg.1513,SY28_RS07535,Terpenoids and polyketides metabolism,Carotenoid metabolism,beta-Carotene biosynthesis,phytoene synthase CrtB,crtB,0,,0,,14.49485924,45.4458862,65.96701822,41.96925455
fig.6666666.52381.peg.1515,SY28_RS07545,Regulatory functions,DNA interactions,,MerR family transcriptional regulator,,0,,0,,64.5778598,21.80946192,22.91939298,36.43557156
fig.6666666.52381.peg.1516,SY28_RS07550,Regulatory functions,DNA interactions,,Crp/Fnr family transcriptional regulator,,0,,1,E,44.22423521,99.5477267,67.9816747,70.58454554
fig.6666666.52381.peg.1517,SY28_RS07555,Energy metabolism,Oxidative phosphorylation,,NADH-ubiquinone oxidoreductase,,0,,0,,30.07573558,44.36871858,16.57841105,30.34095507
fig.6666666.52381.peg.1518,SY28_RS07560,Unknown function,General,,hypothetical protein,,2,B,2,F,167.665317,78.15082535,199.1319148,148.316019
fig.6666666.52381.peg.1520,SY28_RS07570,Unknown function,General,,hypothetical protein,,4,C,1,E,309.9221821,171.8994132,99.13471937,193.6521049
fig.6666666.52381.peg.1523,SY28_RS07585,Glycan biosynthesis and metabolism,Polysaccharide and lipopolysaccharide metabolism,,aminotransferase,,0,,4,H,12.83786913,20.53468762,14.0720985,15.81488508
fig.6666666.52381.peg.1524,SY28_RS07590,Unknown function,General,,Ig domain-containing protein,,0,,4,H,60.21717235,54.19494293,31.19089381,48.53433636
fig.6666666.52381.peg.1525,SY28_RS07595,Intracellular trafficking_ assembly_ and processing,Protein modification and repair,,peptide deformylase Def,def,0,,4,H,54.76559262,45.46294017,27.24934144,42.49262474
fig.6666666.52381.peg.1526,SY28_RS07600,Translation,tRNA and rRNA base modification,tRNA methyltransferase,methionyl-tRNA formyltransferase Fmt,fmt,0,,0,,18.02576772,30.32017176,41.35703788,29.90099245
fig.6666666.52381.peg.1527,SY28_RS07605,Regulatory functions,Protein interactions,,serine/threonine protein kinase,,0,,0,,17.71796644,26.66182091,48.98069122,31.12015952
fig.6666666.52381.peg.1530,SY28_RS07620,Nucleic acid metabolism,DNA replication_ recombination_ and repair,Nucleotide excision repair,bifunctional DNA helicase II / ATP-dependent DNA helicase PcrA,pcrA,0,,0,,23.12169392,16.88268958,25.51548564,21.83995638
fig.6666666.52381.peg.1531,SY28_RS07625,Unknown function,General,,hypothetical protein,,0,,0,,39.07216117,38.14254582,14.58665487,30.60045395
fig.6666666.52381.peg.1532,SY28_RS07630,Cell motility and adherance,Surface structures and assembly platforms,T2bSS type IVa pili,type IV pilus protein PilA,pilA,4,C,3,G,1933.532194,1005.955247,1129.015667,1356.167703
fig.6666666.52381.peg.1533,SY28_RS07635,Unknown function,General,,hypothetical protein,,4,C,1,E,403.1080338,172.6239874,106.3157227,227.349248
fig.6666666.52381.peg.1537,SY28_RS07655,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,heat shock proteins,Hsp20 family heat shock protein,,4,C,2,F,233.3930342,164.4127479,157.4991959,185.1016593
fig.6666666.52381.peg.1538,SY28_RS07660,Cell structure_ growth_ and death,Toxin-antitoxin systems,,toxin-antitoxin system PIN family toxin component,,2,B,3,G,31.62567305,29.89169778,91.19617204,50.90451429
fig.6666666.52381.peg.1539,SY28_RS07665,Cell structure_ growth_ and death,Toxin-antitoxin systems,,toxin-antitoxin system CopG family transcriptional regulator antidote component,,0,,0,,24.31905204,36.65004223,8.197245361,23.05544654
fig.6666666.52381.peg.1541,SY28_RS07675,Intracellular trafficking_ assembly_ and processing,Chaperone and folding catalysis,heat shock proteins,ATP-dependent Clp protease ATP-binding subunit ClpB,clpB,0,,0,,52.80121463,41.07299516,42.98550596,45.61990525
fig.6666666.52381.peg.1543,SY28_RS07685,Prosthetic groups_ cofactors_ and carriers,Ubiquinone and other terpenoid-quinone biosynthesis,menaquinone biosynthesis via futalosine,1_4-dihydroxy-6-naphthoate synthase MqnD,mqnD,0,,0,,8.04355909,18.66378011,9.687046271,12.13146182
fig.6666666.52381.peg.1544,SY28_RS07690,Regulatory functions,DNA interactions,,Crp/Fnr family transcriptional regulator,,0,,0,,51.48195654,61.9772748,36.90212668,50.12045267
fig.6666666.52381.peg.1545,SY28_RS07695,Metabolism of other amino acids and amines,Glutathione metabolism,bacillithiol biosynthesis,bacillithiol biosynthesis cysteine-adding enzyme BshC,bchC,0,,4,H,41.01264989,33.96245419,26.34458894,33.77323101
fig.6666666.52381.peg.1546,SY28_RS07700,Signal transduction,Two-component systems,,two component signal transduction system response regulator with DUF4388 domain,,0,,0,,18.2024605,22.90651,14.46706237,18.52534429
fig.6666666.52381.peg.1547,SY28_RS07705,Nucleic acid metabolism,DNA replication_ recombination_ and repair,ruvABC Holliday junction complex,holliday junction DNA helicase RuvB,ruvB,0,,0,,33.13244538,50.5657436,4.926841772,29.54167692
fig.6666666.52381.peg.1549,SY28_RS07720,Translation,tRNA and rRNA base modification,23S rRNA modification factors,23S rRNA pseudouridine1911/1915/1917 synthase RluD,rluD,0,,0,,39.46067085,36.71838934,56.89055211,44.35653743
fig.6666666.52381.peg.1550,SY28_RS07725,Nucleic acid metabolism,Pyrimidine metabolism,,carboxylate--amine ligase,,0,,2,F,26.14474306,37.62966743,16.23926229,26.67122426
fig.6666666.52381.peg.1551,SY28_RS07730,Mobile and extrachromosomal element functions,Selfish genetic elements,,transposase,,0,,0,,19.78011389,21.11100862,9.676531159,16.85588456
fig.6666666.52381.peg.1552,SY28_RS07740,Unknown function,Enzymes of unknown specificity,,glucose-1-phosphate adenylyltransferase,,0,,0,,4.774768749,11.07907992,25.41589623,13.75658163
fig.6666666.52381.peg.1553,SY28_RS07745,Carbohydrate metabolism,Starch and sucrose metabolism,glycogen metabolism,glucose-1-phosphate adenylyltransferase GlgC,glgC,3,A,4,H,9.27828754,127.1546049,19.83457434,52.08915559
fig.6666666.52381.peg.1554,SY28_RS07750,Intracellular trafficking_ assembly_ and processing,Peptidases,,protease LonC,lonC,0,,0,,77.09295057,47.87712379,60.11852883,61.69620106
fig.6666666.52381.peg.1555,SY28_RS07755,Intracellular trafficking_ assembly_ and processing,Peptidases,,S41 family peptidase,,0,,0,,77.50027573,55.09935078,57.10337755,63.23433469
fig.6666666.52381.peg.156,SY28_RS00785,Energy metabolism,Sulfur metabolism,assimilatory sulfate reduction,adenylsulfate kinase CysC,cysC,4,C,0,,521.5994851,139.6869551,47.87382495,236.386755
fig.6666666.52381.peg.1560,SY28_RS07780,Natural products biosynthesis,,,erythromycin biosynthesis sensory transduction protein eryC1,,4,C,0,,19.39952379,24.96032224,21.85180754,22.07055119
fig.6666666.52381.peg.1562,SY28_RS07790,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,Lipopolysaccharide biosynthesis unusual sugar,oxidoreductase,wbpB,4,C,0,,31.12512123,36.2174437,61.74403197,43.02886564
fig.6666666.52381.peg.1563,SY28_RS07795,Carbohydrate metabolism,Amino sugar and nucleotide sugar metabolism,Lipopolysaccharide biosynthesis unusual sugar,UDP-N-acetyl-D-glucosamine dehydrogenase WbpA,wbpA,4,C,4,H,6.235435307,8.058007769,28.3523108,14.21525129
fig.6666666.52381.peg.1565,SY28_RS07805,Unknown function,General,,hypothetical protein,,4,C,0,,29.63245837,20.13462979,23.77264745,24.5132452
fig.6666666.52381.peg.1566,SY28_RS07810,Glycan biosynthesis and metabolism,Polysaccharide and lipopolysaccharide metabolism,,lipopolysaccharide biosynthesis protein,,4,C,4,H,6.286271977,27.0790121,15.14140863,16.16889757
fig.6666666.52381.peg.1569,SY28_RS07825,Glycan biosynthesis and metabolism,Polysaccharide and lipopolysaccharide metabolism,,GT4 family glycosyl transferase,,4,C,0,,8.892812346,16.86465245,11.32052527,12.35933002
fig.6666666.52381.peg.157,SY28_RS00790,Unknown function,General,,protein of unknown function DUF1049,,0,,0,,97.51736962,76.10407793,52.53111423,75.38418726
fig.6666666.52381.peg.1570,SY28_RS07830,Glycan biosynthesis and metabolism,Polysaccharide and lipopolysaccharide metabolism,,polysaccharide deacetylase,,0,,0,,13.56993038,12.23712495,10.07452068,11.96052534
