gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
AKG35_RS02105,,AKG35_RS02105,PMT0394,Protein Homology,442365.0,443459.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129773.1,N-acetylmuramoyl-L-alanine amidase,WP_011129773.1,"PMT0394,PMT_0394,RG24_RS02115",442365.0,443459.0,-,CK_Pro_MIT9313_00394,amiC,"GO:0043093,GO:0051301,GO:0009253,GO:0071555,GO:0008745,GO:0016787,GO:0030288,GO:0042597",CK_00000776,C.2,Murein sacculus and peptidoglycan,"COG0860,bactNOG00105,bactNOG39492,bactNOG70364,cyaNOG00410","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",3.5.1.28,Transferred to 3.5.1.28,"FtsZ-dependent cytokinesis,cell division,peptidoglycan catabolic process,cell wall organization,FtsZ-dependent cytokinesis,cell division,peptidoglycan catabolic process,cell wall organization,N-acetylmuramoyl-L-alanine amidase activity,hydrolase activity,FtsZ-dependent cytokinesis,cell division,peptidoglycan catabolic process,cell wall organization,N-acetylmuramoyl-L-alanine amidase activity,hydrolase activity,outer membrane-bounded periplasmic space,periplasmic space",N-acetylmuramoyl-L-alanine amidase,"PF11741,PF01520,IPR021731,IPR002508","AMIN domain,N-acetylmuramoyl-L-alanine amidase,AMIN domain,N-acetylmuramoyl-L-alanine amidase%2C catalytic domain",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
AKG35_RS02110,,AKG35_RS02110,PMT0395,Protein Homology,443464.0,444285.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009789624.1,carbon-nitrogen hydrolase family protein,WP_011129774.1,"PMT0395,PMT_0395,RG24_RS02120",443464.0,444285.0,-,CK_Pro_MIT9313_00395,ybeM,"GO:0006807,GO:0016810",CK_00049927,B.9, Thioredoxin%2C glutaredoxin and glutathione,"COG0388,bactNOG20168,cyaNOG00006","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",3.5.1.128,deaminated glutathione amidase%3B dGSH deaminase%3B NIT1 (gene name),"nitrogen compound metabolic process,nitrogen compound metabolic process,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds",deaminated glutathione amidase,"TIGR00004,PF00795,PS01227,PS50263,IPR001110,IPR003010","reactive intermediate/imine deaminase,Carbon-nitrogen hydrolase,Uncharacterized protein family UPF0012 signature.,Carbon-nitrogen hydrolase domain profile.,Uncharacterised protein family UPF0012%2C conserved site,Carbon-nitrogen hydrolase",86,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Glutathione and analogs
AKG35_RS02115,,AKG35_RS02115,PMT0396,Protein Homology,444328.0,445059.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826516.1,2-phosphosulfolactate phosphatase family protein,WP_011129775.1,"PMT0396,PMT_0396,RG24_RS02125",444328.0,445059.0,-,CK_Pro_MIT9313_00396,comB,"GO:0000287,GO:0050532",CK_00000775,G.10,Other,"COG2045,bactNOG26481,cyaNOG01656","COG: HR,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",3.1.3.71,2-phosphosulfolactate phosphatase%3B (2R)-phosphosulfolactate phosphohydrolase%3B ComB phosphatase,"magnesium ion binding,2-phosphosulfolactate phosphatase activity",2-phosphosulpholactate phosphatase,"PF04029,IPR005238","2-phosphosulpholactate phosphatase,ComB-like",159,Energy metabolism / Methanogenesis
AKG35_RS02120,,AKG35_RS02120,PMT0397,Protein Homology,445124.0,446689.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129776.1,UbiD family decarboxylase,WP_011129776.1,"PMT0397,PMT_0397,RG24_RS02130",445124.0,446689.0,+,CK_Pro_MIT9313_00397,ubiD,"GO:0006744,GO:0016831,GO:0005886",CK_00001245,B.2, Plastoquinone%2C menaquinone and ubiquinone,"COG0043,bactNOG00694,cyaNOG00549","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",4.1.1.98,4-hydroxy-3-polyprenylbenzoate decarboxylase%3B ubiD (gene name)%3B 4-hydroxy-3-solanesylbenzoate decarboxylase%3B 3-octaprenyl-4-hydroxybenzoate decarboxylase,"ubiquinone biosynthetic process,ubiquinone biosynthetic process,carboxy-lyase activity,ubiquinone biosynthetic process,carboxy-lyase activity,plasma membrane",4-hydroxy-3-solanesylbenzoate decarboxylase,"TIGR00148,PF01977,IPR002830","decarboxylase%2C UbiD family,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,UbiD decarboxylyase family",81,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Menaquinone and ubiquinone
aroA,aroA,AKG35_RS02125,PMT0398,Protein Homology,446843.0,448168.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826514.1,3-phosphoshikimate 1-carboxyvinyltransferase,WP_011129777.1,"PMT0398,PMT_0398,RG24_RS02135",446843.0,448168.0,+,CK_Pro_MIT9313_00398,aroA,"GO:0009423,GO:0003866,GO:0016765,GO:0003866",CK_00000774,A.1,Aromatic amino acids family (Phe%2C Trp%2C Tyr),"COG0128,bactNOG00017,cyaNOG01528","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",2.5.1.19,3-phosphoshikimate 1-carboxyvinyltransferase%3B 5-enolpyruvylshikimate-3-phosphate synthase%3B 3-enolpyruvylshikimate 5-phosphate synthase%3B 3-enolpyruvylshikimic acid-5-phosphate synthetase%3B 5'-enolpyruvylshikimate-3-phosphate synthase%3B 5-enolpyruvyl-3-phosphoshikimate synthase%3B 5-enolpyruvylshikimate-3-phosphate synthetase%3B 5-enolpyruvylshikimate-3-phosphoric acid synthase%3B enolpyruvylshikimate phosphate synthase%3B EPSP synthase,"chorismate biosynthetic process,chorismate biosynthetic process,3-phosphoshikimate 1-carboxyvinyltransferase activity,transferase activity%2C transferring alkyl or aryl (other than methyl) groups,3-phosphoshikimate 1-carboxyvinyltransferase activity",3-phosphoshikimate 1-carboxyvinyltransferase,"TIGR01356,PF00275,PS00104,PS00885,IPR001986,IPR023193,IPR006264","3-phosphoshikimate 1-carboxyvinyltransferase,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),EPSP synthase signature 1.,EPSP synthase signature 2.,Enolpyruvate transferase domain,3-phosphoshikimate 1-carboxyvinyltransferase%2C conserved site,3-phosphoshikimate 1-carboxyvinyltransferase",70,Amino acid biosynthesis / Aromatic amino acid family
AKG35_RS02130,,AKG35_RS02130,PMT0399,Protein Homology,448143.0,449090.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129778.1,MnmC family methyltransferase,WP_041384287.1,"PMT0399,PMT_0399,RG24_RS02140",448149.0,449090.0,+,CK_Pro_MIT9313_00399,PMT0399,"GO:0055114,GO:0016645",CK_00000773,,,"COG4121,bactNOG99991,cyaNOG05830,cyaNOG01829","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity%2C acting on the CH-NH group of donors",S-adenosyl-L-methionine-dependent methyltransferase family protein,"PF05430,IPR008471","S-adenosyl-L-methionine-dependent methyltransferase,MnmC-like methyltransferase",703,Unknown function / Enzymes of unknown specificity
glmU,glmU,AKG35_RS02135,PMT0400,Protein Homology,449558.0,450898.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129779.1,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU,WP_011129779.1,"PMT0400,PMT_0400,RG24_RS02145",449558.0,450898.0,+,CK_Pro_MIT9313_00400,glmU,"GO:0009103,GO:0009252,GO:0000902,GO:0009103,GO:0009252,GO:0003977,GO:0019134,GO:0000287,GO:0003977,GO:0019134,GO:0005737",CK_00000772,"C.2,C.3","Murein sacculus and peptidoglycan,Surface polysaccharides and lipopolysaccharides","COG1207,bactNOG01338,cyaNOG01619","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis","2.7.7.23,2.3.1.157","UDP-N-acetylglucosamine diphosphorylase%3B UDP-N-acetylglucosamine pyrophosphorylase%3B uridine diphosphoacetylglucosamine pyrophosphorylase%3B UTP:2-acetamido-2-deoxy-alpha-D-glucose-1-phosphate uridylyltransferase%3B UDP-GlcNAc pyrophosphorylase%3B GlmU uridylyltransferase%3B Acetylglucosamine 1-phosphate uridylyltransferase%3B UDP-acetylglucosamine pyrophosphorylase%3B uridine diphosphate-N-acetylglucosamine pyrophosphorylase%3B uridine diphosphoacetylglucosamine phosphorylase%3B acetylglucosamine 1-phosphate uridylyltransferase,glucosamine-1-phosphate N-acetyltransferase","lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,cell morphogenesis,lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,cell morphogenesis,lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,UDP-N-acetylglucosamine diphosphorylase activity,glucosamine-1-phosphate N-acetyltransferase activity,magnesium ion binding,UDP-N-acetylglucosamine diphosphorylase activity,glucosamine-1-phosphate N-acetyltransferase activity,lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,cell morphogenesis,lipopolysaccharide biosynthetic process,peptidoglycan biosynthetic process,UDP-N-acetylglucosamine diphosphorylase activity,glucosamine-1-phosphate N-acetyltransferase activity,magnesium ion binding,UDP-N-acetylglucosamine diphosphorylase activity,glucosamine-1-phosphate N-acetyltransferase activity,cytoplasm",bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase,"TIGR01173,PF00132,PF12804,IPR001451,IPR025877,IPR005882","UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase,Bacterial transferase hexapeptide (six repeats),MobA-like NTP transferase domain,Hexapeptide repeat,MobA-like NTP transferase,Bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase","100,89,90","Central intermediary metabolism / Amino sugars,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides"
AKG35_RS02140,,AKG35_RS02140,PMT0401,Protein Homology,450925.0,452322.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129780.1,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,WP_011129780.1,"PMT0401,PMT_0401,RG24_RS02150",450925.0,452322.0,-,CK_Pro_MIT9313_00401,murF,"GO:0051301,GO:0008360,GO:0009252,GO:0047480",CK_00000158,C.2,Murein sacculus and peptidoglycan,"COG0770,bactNOG01626,cyaNOG00995","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",6.3.2.10,UDP-N-acetylmuramoyl-tripeptide---D-alanyl-D-alanine ligase%3B MurF synthetase%3B UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine synthetase%3B UDP-N-acetylmuramoylalanyl-D-glutamyl-lysine-D-alanyl-D-alanine ligase%3B uridine diphosphoacetylmuramoylpentapeptide synthetase%3B UDPacetylmuramoylpentapeptide synthetase%3B UDP-MurNAc-L-Ala-D-Glu-L-Lys:D-Ala-D-Ala ligase,"cell division,regulation of cell shape,peptidoglycan biosynthetic process,cell division,regulation of cell shape,peptidoglycan biosynthetic process,UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D-alanine ligase activity", UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,"TIGR01143,PF08245,PF01225,PF02875,IPR013221,IPR005863,IPR000713,IPR004101","UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,Mur ligase middle domain,Mur ligase family%2C catalytic domain,Mur ligase family%2C glutamate ligase domain,Mur ligase%2C central,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,Mur ligase%2C N-terminal catalytic domain,Mur ligase%2C C-terminal",89,Cell envelope / Biosynthesis and degradation of murein sacculus and peptidoglycan
AKG35_RS02145,,AKG35_RS02145,PMT0402,Protein Homology,452322.0,453041.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129781.1,hypothetical protein,WP_011129781.1,"PMT0402,PMT_0402,RG24_RS02155",452322.0,453041.0,-,CK_Pro_MIT9313_00402,PMT0402,GO:0016020,CK_00001605,,,"NOG12793,NOG126095,NOG13900,bactNOG68087,cyaNOG03607","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
glgA,glgA,AKG35_RS02150,PMT0403,Protein Homology,453162.0,454661.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826508.1,glycogen synthase GlgA,WP_011129782.1,"PMT0403,PMT_0403,RG24_RS02160",453162.0,454661.0,-,CK_Pro_MIT9313_00403,glgA,"GO:0005978,GO:0004373",CK_00000771,G.8, Glycogen and sugar metabolism,"COG0297,bactNOG00589,cyaNOG02225","COG: METABOLISM [G] Carbohydrate transport and metabolism,bactNOG: METABOLISM [G] Carbohydrate transport and metabolism,cyaNOG: METABOLISM [G] Carbohydrate transport and metabolism",2.4.1.21,starch synthase (glycosyl-transferring)%3B ADP-glucose---starch glucosyltransferase%3B adenosine diphosphate glucose-starch glucosyltransferase%3B adenosine diphosphoglucose-starch glucosyltransferase%3B ADP-glucose starch synthase%3B ADP-glucose transglucosylase%3B ADP-glucose-starch glucosyltransferase%3B ADPG starch synthetase%3B ADPG-starch glucosyltransferase%3B starch synthetase%3B ADP-glucose:1%2C4-alpha-D-glucan 4-alpha-D-glucosyltransferase,"glycogen biosynthetic process,glycogen biosynthetic process,glycogen (starch) synthase activity",glycogen synthase,"TIGR02095,PF08323,PF00534,IPR013534,IPR001296,IPR011835","glycogen/starch synthase%2C ADP-glucose type,Starch synthase catalytic domain,Glycosyl transferases group 1,Starch synthase%2C catalytic domain,Glycosyl transferase%2C family 1,Bacterial/plant glycogen synthase",105,Energy metabolism / Biosynthesis and degradation of polysaccharides
AKG35_RS02155,,AKG35_RS02155,PMT0404,Protein Homology,454721.0,455299.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129783.1,L%2CD-transpeptidase,WP_011129783.1,"PMT0404,PMT_0404,RG24_RS02165",454721.0,455299.0,-,CK_Pro_MIT9313_00404,PMT0404,GO:0016740,CK_00049602,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG1376,bactNOG32398,cyaNOG02963","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,transferase activity,L%2CD-transpeptidase catalytic domain protein,"PF03734,IPR005490","L%2CD-transpeptidase catalytic domain,L%2CD-transpeptidase catalytic domain",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
menB,menB,AKG35_RS02160,PMT0405,Protein Homology,455321.0,456214.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129784.1,1%2C4-dihydroxy-2-naphthoyl-CoA synthase,WP_011129784.1,"PMT0405,PMT_0405,RG24_RS02170",455321.0,456214.0,-,CK_Pro_MIT9313_00405,menB,"GO:0042372,GO:0008935",CK_00000769,B.2, Plastoquinone%2C menaquinone and ubiquinone,"COG0447,bactNOG01168,bactNOG00276,cyaNOG01815,cyaNOG06466","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",4.1.3.36,1%2C4-dihydroxy-2-naphthoyl-CoA synthase%3B naphthoate synthase%3B 1%2C4-dihydroxy-2-naphthoate synthase%3B dihydroxynaphthoate synthase%3B o-succinylbenzoyl-CoA 1%2C4-dihydroxy-2-naphthoate-lyase (cyclizing)%3B MenB%3B o-succinylbenzoyl-CoA dehydratase (cyclizing),"phylloquinone biosynthetic process,phylloquinone biosynthetic process,1%2C4-dihydroxy-2-naphthoyl-CoA synthase activity",naphthoate synthase,"TIGR01929,PF00378,PS00166,IPR001753,IPR010198,IPR018376","naphthoate synthase,Enoyl-CoA hydratase/isomerase,Enoyl-CoA hydratase/isomerase signature.,Enoyl-CoA hydratase/isomerase,1%2C4-Dihydroxy-2-naphthoyl-CoA synthase%2C MenB,Enoyl-CoA hydratase/isomerase%2C conserved site",81,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Menaquinone and ubiquinone
menD,menD,AKG35_RS02165,PMT0406,Protein Homology,456220.0,458046.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826505.1,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,WP_419177150.1,"PMT0406,PMT_0406,RG24_RS02175",456220.0,457968.0,-,CK_Pro_MIT9313_00406,menD,"GO:0042372,GO:0070204,GO:0030976,GO:0003824",CK_00000768,B.2, Plastoquinone%2C menaquinone and ubiquinone,"COG1165,bactNOG02579,cyaNOG02235","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.2.1.9,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase%3B SEPHCHC synthase%3B MenD,"phylloquinone biosynthetic process,phylloquinone biosynthetic process,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity,thiamine pyrophosphate binding,catalytic activity",2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase,"TIGR00173,PF02776,PF02775,IPR012001,IPR011766,IPR004433","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,Thiamine pyrophosphate enzyme%2C N-terminal TPP binding domain,Thiamine pyrophosphate enzyme%2C C-terminal TPP binding domain,Thiamine pyrophosphate enzyme%2C N-terminal TPP-binding domain,Thiamine pyrophosphate enzyme%2C C-terminal TPP-binding,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase",81,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Menaquinone and ubiquinone
lepB,lepB,AKG35_RS02170,PMT0407,Protein Homology,458097.0,458717.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129786.1,signal peptidase I,WP_011129786.1,"PMT0407,PMT_0407,RG24_RS02180",458097.0,458717.0,+,CK_Pro_MIT9313_00407,lepB,"GO:0006465,GO:0009306,GO:0006508,GO:0009004,GO:0008236,GO:0016021,GO:0016020",CK_00000767,L.1,Protein and peptide secretion and trafficking,"COG0681,bactNOG03019,bactNOG100145,bactNOG47976,cyaNOG01653,cyaNOG06104","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",3.4.21.89,signal peptidase I%3B leader peptidase I%3B signal proteinase%3B Escherichia coli leader peptidase%3B eukaryotic signal peptidase%3B eukaryotic signal proteinase%3B leader peptidase%3B leader peptide hydrolase%3B leader proteinase%3B signal peptidase%3B pilin leader peptidase%3B SPC%3B prokaryotic signal peptidase%3B prokaryotic leader peptidase%3B HOSP%3B prokaryotic signal proteinase%3B propeptidase%3B PuIO prepilin peptidase%3B signal peptide hydrolase%3B signal peptide peptidase%3B signalase%3B bacterial leader peptidase 1%3B pilin leader peptidase,"signal peptide processing,protein secretion,proteolysis,signal peptide processing,protein secretion,proteolysis,obsolete signal peptidase I activity,serine-type peptidase activity,signal peptide processing,protein secretion,proteolysis,obsolete signal peptidase I activity,serine-type peptidase activity,integral component of membrane,membrane",signal peptidase I,"TIGR02227,PF00717,PS00760,PS00761,PS00501,IPR019757,IPR019758,IPR000223,IPR019756,IPR019759","signal peptidase I,Peptidase S24-like,Signal peptidases I lysine active site.,Signal peptidases I signature 3.,Signal peptidases I serine active site.,Peptidase S26A%2C signal peptidase I%2C lysine active site,Peptidase S26A%2C signal peptidase I%2C conserved site,Peptidase S26A%2C signal peptidase I,Peptidase S26A%2C signal peptidase I%2C serine active site,Description not found.",97,Protein fate / Protein and peptide secretion and trafficking
AKG35_RS02175,,AKG35_RS02175,PMT0408,Protein Homology,458733.0,459083.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826503.1,DUF760 domain-containing protein,WP_011129787.1,"PMT0408,PMT_0408,RG24_RS02185",458733.0,459083.0,+,CK_Pro_MIT9313_00408,PMT0408,,CK_00000766,"D.1.7,R.2","Trace metals,Conserved hypothetical proteins","NOG276588,COG0419,NOG84381,NOG301419,bactNOG65894,bactNOG37430,cyaNOG06725,cyaNOG03642,cyaNOG03681","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein (DUF760),"PF05542,IPR008479","Protein of unknown function (DUF760),Protein of unknown function DUF760",156,Hypothetical proteins / Conserved
AKG35_RS02180,,AKG35_RS02180,PMT0409,Protein Homology,459073.0,460296.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129788.1,DUF4336 domain-containing protein,WP_011129788.1,"PMT0409,PMT_0409,RG24_RS02190",459073.0,460296.0,-,CK_Pro_MIT9313_00409,PMT0409,,CK_00000765,R.2,Conserved hypothetical proteins,"NOG319697,NOG254439,COG0795,bactNOG11993,cyaNOG01226","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein (DUF4336),"PF14234,IPR025638","Domain of unknown function (DUF4336),Protein of unknown function DUF4336",156,Hypothetical proteins / Conserved
AKG35_RS02190,,AKG35_RS02190,PMT0411,Protein Homology,461182.0,461484.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129790.1,Nif11 family protein,WP_011129790.1,"PMT0411,PMT_0411,RG24_RS02200",461182.0,461484.0,-,CK_Pro_MIT9313_00411,PMT0411,,CK_00003671,R.2,Conserved hypothetical proteins,,,,,,putative nif11-like leader peptide domain protein,"PF07862,IPR012903","Nif11 domain,Nif11 domain","156,157","Hypothetical proteins / Conserved,Unknown function / General"
AKG35_RS02195,,AKG35_RS02195,PMT0412,Protein Homology,461883.0,462977.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011826499.1,type III polyketide synthase,WP_011129791.1,"PMT0412,PMT_0412,RG24_RS02205",461883.0,462977.0,-,CK_Pro_MIT9313_00412,bcsA,"GO:0009058,GO:0016746",CK_00001781,Q.7, Sugars,"COG3424,bactNOG12605,cyaNOG05386","COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",2.3.1.74,chalcone synthase%3B naringenin-chalcone synthase%3B flavanone synthase%3B 6'-deoxychalcone synthase%3B chalcone synthetase%3B DOCS%3B CHS,"biosynthetic process,biosynthetic process,transferase activity%2C transferring acyl groups",putative chalcone/stilbene synthase,"PF00195,PF02797,IPR001099,IPR012328","Chalcone and stilbene synthases%2C N-terminal domain,Chalcone and stilbene synthases%2C C-terminal domain,Chalcone/stilbene synthase%2C N-terminal,Chalcone/stilbene synthase%2C C-terminal",141,Transport and binding proteins / Unknown substrate
AKG35_RS02200,,AKG35_RS02200,PMT0413,Protein Homology,462968.0,464125.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011129792.1,NAD(P)/FAD-dependent oxidoreductase,WP_011129792.1,"PMT0413,PMT_0413,RG24_RS02210",462968.0,464125.0,-,CK_Pro_MIT9313_00413,PMT0413,"GO:0055114,GO:0016491,GO:0004497,GO:0071949",CK_00001780,R.3,Enzymes of unknown specificity,"COG0644,NOG128934,bactNOG13368,bactNOG28376,cyaNOG05920","COG: METABOLISM [C] Energy production and conversion,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"oxidation-reduction process,oxidation-reduction process,oxidoreductase activity,monooxygenase activity,FAD binding",FAD-dependent oxidoreductase,"PF01266,IPR006076","FAD dependent oxidoreductase,FAD dependent oxidoreductase",703,Unknown function / Enzymes of unknown specificity
