protein_id,path_id,main,sub,path,ecpath,Category,Membrane transport
WP_011131895.1,K00600,09100 Metabolism,09105 Amino acid metabolism,"00260 Glycine, serine and threonine metabolism [PATH:ko00260]","K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]",AA/Nucleotide,
WP_011131895.1,K00600,09100 Metabolism,09106 Metabolism of other amino acids,00460 Cyanoamino acid metabolism [PATH:ko00460],"K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]",AA/Nucleotide,
WP_011131895.1,K00600,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],"K00600  glyA, SHMT; glycine hydroxymethyltransferase [EC:2.1.2.1]",Metabolism,
WP_011131898.1,K03980,09180 Brite Hierarchies,09181 Protein families: metabolism,01011 Peptidoglycan biosynthesis and degradation proteins [BR:ko01011],"K03980  murJ, mviN; putative peptidoglycan lipid II flippase",Metabolism,
WP_011131898.1,K03980,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03980  murJ, mviN; putative peptidoglycan lipid II flippase",Membrane transport,Membrane transport
WP_011131899.1,K06206,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99981 Carbohydrate metabolism,K06206  sfsA; sugar fermentation stimulation protein A,Metabolism,
WP_011131900.1,K03320,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03320  amt, AMT, MEP; ammonium transporter, Amt family",Membrane transport,Membrane transport
WP_011131901.1,K03527,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00900 Terpenoid backbone biosynthesis [PATH:ko00900],"K03527  ispH, lytB; 4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase [EC:1.17.7.4]",Metabolism,
WP_011131902.1,K15977,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99999 Others,K15977  K15977; putative oxidoreductase,Metabolism,
WP_011131903.1,K00602,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K00602  purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],AA/Nucleotide,
WP_011131903.1,K00602,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00670 One carbon pool by folate [PATH:ko00670],K00602  purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],Metabolism,
WP_011131903.1,K00602,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],K00602  purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase [EC:2.1.2.3 3.5.4.10],Env. Info/Cellular Process,
WP_011131904.1,K06999,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99999 Others,K06999  K06999; phospholipase/carboxylesterase,Metabolism,
WP_011131907.1,K02233,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K02233  E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]",Metabolism,
WP_011131908.1,K00773,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K00773  tgt; queuine tRNA-ribosyltransferase [EC:2.4.2.29],Genetic Info,
WP_011131909.1,K02712,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02712  psbK; photosystem II PsbK protein,Photosynthesis/Carbon fixation,
WP_011131909.1,K02712,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02712  psbK; photosystem II PsbK protein,Photosynthesis/Carbon fixation,
WP_011131911.1,K03699,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K03699  tlyC; magnesium and cobalt exporter, CNNM family",Membrane transport,Membrane transport
WP_011131911.1,K03699,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02042 Bacterial toxins [BR:ko02042],"K03699  tlyC; magnesium and cobalt exporter, CNNM family",Env. Info/Cellular Process,
WP_011131912.1,K00762,09100 Metabolism,09104 Nucleotide metabolism,00240 Pyrimidine metabolism [PATH:ko00240],K00762  pyrE; orotate phosphoribosyltransferase [EC:2.4.2.10],AA/Nucleotide,
WP_011131913.1,K06980,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06980  ygfZ; tRNA-modifying protein YgfZ,Genetic Info,
WP_011131916.1,K01519,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],"K01519  rdgB, ITPA; XTP/dITP diphosphohydrolase [EC:3.6.1.66]",AA/Nucleotide,
WP_011131916.1,K01519,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00983 Drug metabolism - other enzymes [PATH:ko00983],"K01519  rdgB, ITPA; XTP/dITP diphosphohydrolase [EC:3.6.1.66]",Metabolism,
WP_011131918.1,K01693,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],K01693  hisB; imidazoleglycerol-phosphate dehydratase [EC:4.2.1.19],AA/Nucleotide,
WP_011131919.1,K00208,09100 Metabolism,09103 Lipid metabolism,00061 Fatty acid biosynthesis [PATH:ko00061],K00208  fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],Metabolism,
WP_011131919.1,K00208,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00780 Biotin metabolism [PATH:ko00780],K00208  fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],Metabolism,
WP_011131919.1,K00208,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00333 Prodigiosin biosynthesis [PATH:ko00333],K00208  fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],Metabolism,
WP_011131919.1,K00208,09180 Brite Hierarchies,09181 Protein families: metabolism,01004 Lipid biosynthesis proteins [BR:ko01004],K00208  fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10],Metabolism,
WP_011131922.1,K01669,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],"K01669  phr, PHR1; deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]",Genetic Info,
WP_011131923.1,K01515,09100 Metabolism,09104 Nucleotide metabolism,00230 Purine metabolism [PATH:ko00230],K01515  nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13 3.6.1.-],AA/Nucleotide,
WP_011131923.1,K01515,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00740 Riboflavin metabolism [PATH:ko00740],K01515  nudF; ADP-ribose pyrophosphatase [EC:3.6.1.13 3.6.1.-],Metabolism,
WP_011131924.1,K00950,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00790 Folate biosynthesis [PATH:ko00790],K00950  folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [EC:2.7.6.3],Metabolism,
WP_011131925.1,K03404,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],"K03404  chlD, bchD; magnesium chelatase subunit D [EC:6.6.1.1]",Metabolism,
WP_011131926.1,K02067,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],"K02067  mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein",Membrane transport,Membrane transport
WP_011131926.1,K02067,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K02067  mlaD, linM; phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein",Membrane transport,Membrane transport
WP_011131929.1,K05581,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K05581  ndhJ; NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2],Energy/Carbohydrate/Glycan,
WP_011131931.1,K05574,09100 Metabolism,09102 Energy metabolism,00190 Oxidative phosphorylation [PATH:ko00190],K05574  ndhC; NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2],Energy/Carbohydrate/Glycan,
WP_011131935.1,K02708,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02708  psbF; photosystem II cytochrome b559 subunit beta,Photosynthesis/Carbon fixation,
WP_011131935.1,K02708,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02708  psbF; photosystem II cytochrome b559 subunit beta,Photosynthesis/Carbon fixation,
WP_011131936.1,K02713,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02713  psbL; photosystem II PsbL protein,Photosynthesis/Carbon fixation,
WP_011131936.1,K02713,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02713  psbL; photosystem II PsbL protein,Photosynthesis/Carbon fixation,
WP_011131937.1,K02711,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02711  psbJ; photosystem II PsbJ protein,Photosynthesis/Carbon fixation,
WP_011131937.1,K02711,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02711  psbJ; photosystem II PsbJ protein,Photosynthesis/Carbon fixation,
WP_011131940.1,K00974,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K00974  cca; tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-],Genetic Info,
WP_011131941.1,K03657,09120 Genetic Information Processing,09124 Replication and repair,03420 Nucleotide excision repair [PATH:ko03420],"K03657  uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]",Genetic Info,
WP_011131941.1,K03657,09120 Genetic Information Processing,09124 Replication and repair,03430 Mismatch repair [PATH:ko03430],"K03657  uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]",Genetic Info,
WP_011131941.1,K03657,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],"K03657  uvrD, pcrA; ATP-dependent DNA helicase UvrD/PcrA [EC:5.6.2.4]",Genetic Info,
WP_011131942.1,K05377,09100 Metabolism,09102 Energy metabolism,00196 Photosynthesis - antenna proteins [PATH:ko00196],"K05377  cpeB, mpeB; phycoerythrin beta chain",Photosynthesis/Carbon fixation,
WP_011131942.1,K05377,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],"K05377  cpeB, mpeB; phycoerythrin beta chain",Photosynthesis/Carbon fixation,
WP_011131947.1,K22935,09100 Metabolism,09101 Carbohydrate metabolism,00040 Pentose and glucuronate interconversions [PATH:ko00040],"K22935  XK1, psk; D-ribulokinase [EC:2.7.1.47]",Energy/Carbohydrate/Glycan,
WP_011131948.1,K00789,09100 Metabolism,09105 Amino acid metabolism,00270 Cysteine and methionine metabolism [PATH:ko00270],"K00789  metK, MAT; S-adenosylmethionine synthetase [EC:2.5.1.6]",AA/Nucleotide,
WP_011131948.1,K00789,09100 Metabolism,09110 Biosynthesis of other secondary metabolites,00999 Biosynthesis of various plant secondary metabolites [PATH:ko00999],"K00789  metK, MAT; S-adenosylmethionine synthetase [EC:2.5.1.6]",Metabolism,
WP_011131949.1,K02945,09120 Genetic Information Processing,09122 Translation,03010 Ribosome [PATH:ko03010],"K02945  RP-S1, rpsA; small subunit ribosomal protein S1",Genetic Info,
WP_011131949.1,K02945,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03011 Ribosome [BR:ko03011],"K02945  RP-S1, rpsA; small subunit ribosomal protein S1",Genetic Info,
WP_011131950.1,K07738,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],K07738  nrdR; transcriptional repressor NrdR,Genetic Info,
WP_011131951.1,K02718,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02718  psbT; photosystem II PsbT protein,Photosynthesis/Carbon fixation,
WP_011131951.1,K02718,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02718  psbT; photosystem II PsbT protein,Photosynthesis/Carbon fixation,
WP_011131952.1,K02704,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02704  psbB; photosystem II CP47 chlorophyll apoprotein,Photosynthesis/Carbon fixation,
WP_011131952.1,K02704,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02704  psbB; photosystem II CP47 chlorophyll apoprotein,Photosynthesis/Carbon fixation,
WP_011131954.1,K02714,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02714  psbM; photosystem II PsbM protein,Photosynthesis/Carbon fixation,
WP_011131954.1,K02714,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02714  psbM; photosystem II PsbM protein,Photosynthesis/Carbon fixation,
WP_011131955.1,K02493,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012],"K02493  hemK, prmC, HEMK; release factor glutamine methyltransferase [EC:2.1.1.297]",Genetic Info,
WP_011131956.1,K07566,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],"K07566  tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]",Genetic Info,
WP_011131956.1,K07566,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K07566  tsaC, rimN, SUA5; L-threonylcarbamoyladenylate synthase [EC:2.7.7.87]",Genetic Info,
WP_011131957.1,K03608,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03608  minE; cell division topological specificity factor,Genetic Info,
WP_011131957.1,K03608,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04812 Cytoskeleton proteins [BR:ko04812],K03608  minE; cell division topological specificity factor,Env. Info/Cellular Process,
WP_011131958.1,K03609,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03609  minD; septum site-determining protein MinD,Genetic Info,
WP_011131958.1,K03609,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04812 Cytoskeleton proteins [BR:ko04812],K03609  minD; septum site-determining protein MinD,Env. Info/Cellular Process,
WP_011131959.1,K03610,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03610  minC; septum site-determining protein MinC,Genetic Info,
WP_011131959.1,K03610,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04812 Cytoskeleton proteins [BR:ko04812],K03610  minC; septum site-determining protein MinC,Env. Info/Cellular Process,
WP_011131960.1,K06885,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K06885  K06885; uncharacterized protein,Uncharacterized,
WP_011131961.1,K03797,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],"K03797  E3.4.21.102, prc, ctpA; carboxyl-terminal processing protease [EC:3.4.21.102]",Metabolism,
WP_011131962.1,K02635,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02635  petB; cytochrome b6,Photosynthesis/Carbon fixation,
WP_011131962.1,K02635,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02635  petB; cytochrome b6,Photosynthesis/Carbon fixation,
WP_011131963.1,K02637,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02637  petD; cytochrome b6-f complex subunit 4,Photosynthesis/Carbon fixation,
WP_011131963.1,K02637,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02637  petD; cytochrome b6-f complex subunit 4,Photosynthesis/Carbon fixation,
WP_011131965.1,K10563,09120 Genetic Information Processing,09124 Replication and repair,03410 Base excision repair [PATH:ko03410],"K10563  mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]",Genetic Info,
WP_011131965.1,K10563,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],"K10563  mutM, fpg; formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18]",Genetic Info,
WP_011131966.1,K02693,09100 Metabolism,09102 Energy metabolism,00195 Photosynthesis [PATH:ko00195],K02693  psaE; photosystem I subunit IV,Photosynthesis/Carbon fixation,
WP_011131966.1,K02693,09180 Brite Hierarchies,09181 Protein families: metabolism,00194 Photosynthesis proteins [BR:ko00194],K02693  psaE; photosystem I subunit IV,Photosynthesis/Carbon fixation,
WP_011131968.1,K00128,09100 Metabolism,09101 Carbohydrate metabolism,00010 Glycolysis / Gluconeogenesis [PATH:ko00010],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Energy/Carbohydrate/Glycan,
WP_011131968.1,K00128,09100 Metabolism,09101 Carbohydrate metabolism,00053 Ascorbate and aldarate metabolism [PATH:ko00053],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Energy/Carbohydrate/Glycan,
WP_011131968.1,K00128,09100 Metabolism,09101 Carbohydrate metabolism,00620 Pyruvate metabolism [PATH:ko00620],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Energy/Carbohydrate/Glycan,
WP_011131968.1,K00128,09100 Metabolism,09103 Lipid metabolism,00071 Fatty acid degradation [PATH:ko00071],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,
WP_011131968.1,K00128,09100 Metabolism,09103 Lipid metabolism,00561 Glycerolipid metabolism [PATH:ko00561],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,
WP_011131968.1,K00128,09100 Metabolism,09105 Amino acid metabolism,"00280 Valine, leucine and isoleucine degradation [PATH:ko00280]",K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],AA/Nucleotide,
WP_011131968.1,K00128,09100 Metabolism,09105 Amino acid metabolism,00310 Lysine degradation [PATH:ko00310],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],AA/Nucleotide,
WP_011131968.1,K00128,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],AA/Nucleotide,
WP_011131968.1,K00128,09100 Metabolism,09105 Amino acid metabolism,00340 Histidine metabolism [PATH:ko00340],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],AA/Nucleotide,
WP_011131968.1,K00128,09100 Metabolism,09105 Amino acid metabolism,00380 Tryptophan metabolism [PATH:ko00380],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],AA/Nucleotide,
WP_011131968.1,K00128,09100 Metabolism,09106 Metabolism of other amino acids,00410 beta-Alanine metabolism [PATH:ko00410],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],AA/Nucleotide,
WP_011131968.1,K00128,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00770 Pantothenate and CoA biosynthesis [PATH:ko00770],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,
WP_011131968.1,K00128,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00981 Insect hormone biosynthesis [PATH:ko00981],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,
WP_011131968.1,K00128,09100 Metabolism,09109 Metabolism of terpenoids and polyketides,00903 Limonene and pinene degradation [PATH:ko00903],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,
WP_011131968.1,K00128,09100 Metabolism,09111 Xenobiotics biodegradation and metabolism,00625 Chloroalkane and chloroalkene degradation [PATH:ko00625],K00128  ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],Metabolism,
WP_011131973.1,K17893,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K17893  AOX1, AOX2; ubiquinol oxidase [EC:1.10.3.11]",Metabolism,
WP_011131980.1,K03116,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03116  tatA; sec-independent protein translocase protein TatA,Genetic Info,
WP_011131980.1,K03116,09130 Environmental Information Processing,09131 Membrane transport,03070 Bacterial secretion system [PATH:ko03070],K03116  tatA; sec-independent protein translocase protein TatA,Membrane transport,Membrane transport
WP_011131980.1,K03116,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K03116  tatA; sec-independent protein translocase protein TatA,Env. Info/Cellular Process,
WP_011131982.1,K03564,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,"K03564  BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]",Metabolism,
WP_011131986.1,K15034,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012],K15034  yaeJ; ribosome-associated protein,Genetic Info,
WP_011131989.1,K07052,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K07052  K07052; CAAX protease family protein,Metabolism,
WP_011131993.1,K01259,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K01259  pip; proline iminopeptidase [EC:3.4.11.5],AA/Nucleotide,
WP_011131993.1,K01259,09180 Brite Hierarchies,09181 Protein families: metabolism,01002 Peptidases and inhibitors [BR:ko01002],K01259  pip; proline iminopeptidase [EC:3.4.11.5],Metabolism,
WP_011131994.1,K03707,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K03707  tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2],Metabolism,
WP_011131994.1,K03707,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03000 Transcription factors [BR:ko03000],K03707  tenA; thiaminase (transcriptional activator TenA) [EC:3.5.99.2],Genetic Info,
WP_011131995.1,K00941,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],K00941  thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7],Metabolism,
WP_011131997.1,K09705,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09705  K09705; uncharacterized protein,Uncharacterized,
WP_011132008.1,K15577,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910],"K15577  nrtB, nasE, cynB; nitrate/nitrite transport system permease protein",Nitrogen metabolism,
WP_011132008.1,K15577,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],"K15577  nrtB, nasE, cynB; nitrate/nitrite transport system permease protein",Membrane transport,Membrane transport
WP_011132008.1,K15577,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K15577  nrtB, nasE, cynB; nitrate/nitrite transport system permease protein",Membrane transport,Membrane transport
WP_011132009.1,K15578,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910],"K15578  nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]",Nitrogen metabolism,
WP_011132009.1,K15578,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],"K15578  nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]",Membrane transport,Membrane transport
WP_011132009.1,K15578,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K15578  nrtC, nasD; nitrate/nitrite transport system ATP-binding protein [EC:7.3.2.4]",Membrane transport,Membrane transport
WP_011132010.1,K01725,09100 Metabolism,09102 Energy metabolism,00910 Nitrogen metabolism [PATH:ko00910],K01725  cynS; cyanate lyase [EC:4.2.1.104],Nitrogen metabolism,
WP_011132011.1,K03116,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03116  tatA; sec-independent protein translocase protein TatA,Genetic Info,
WP_011132011.1,K03116,09130 Environmental Information Processing,09131 Membrane transport,03070 Bacterial secretion system [PATH:ko03070],K03116  tatA; sec-independent protein translocase protein TatA,Membrane transport,Membrane transport
WP_011132011.1,K03116,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02044 Secretion system [BR:ko02044],K03116  tatA; sec-independent protein translocase protein TatA,Env. Info/Cellular Process,
WP_011132017.1,K09958,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09958  K09958; uncharacterized protein,Uncharacterized,
WP_011132020.1,K09797,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09797  K09797; uncharacterized protein,Uncharacterized,
WP_011132023.1,K03786,09100 Metabolism,09105 Amino acid metabolism,"00400 Phenylalanine, tyrosine and tryptophan biosynthesis [PATH:ko00400]","K03786  aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]",AA/Nucleotide,
WP_011132024.1,K06169,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],K06169  miaE; tRNA 2-(methylsulfanyl)-N6-isopentenyladenosine37 hydroxylase [EC:1.14.99.69],Genetic Info,
WP_011132025.1,K03394,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00860 Porphyrin metabolism [PATH:ko00860],K03394  cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151],Metabolism,
WP_011132027.1,K03977,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],"K03977  engA, der; GTPase",Genetic Info,
WP_011132028.1,K16785,09130 Environmental Information Processing,09131 Membrane transport,02010 ABC transporters [PATH:ko02010],K16785  ecfT; energy-coupling factor transport system permease protein,Membrane transport,Membrane transport
WP_011132028.1,K16785,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K16785  ecfT; energy-coupling factor transport system permease protein,Membrane transport,Membrane transport
WP_011132029.1,K14518,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99982 Energy metabolism,K14518  pipX; PII interaction protein X,Energy/Carbohydrate/Glycan,
WP_011132030.1,K06997,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99985 Amino acid metabolism,"K06997  yggS, PROSC; PLP dependent protein",AA/Nucleotide,
WP_011132031.1,K09772,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K09772  sepF; cell division inhibitor SepF,Genetic Info,
WP_011132032.1,K00286,09100 Metabolism,09105 Amino acid metabolism,00330 Arginine and proline metabolism [PATH:ko00330],K00286  proC; pyrroline-5-carboxylate reductase [EC:1.5.1.2],AA/Nucleotide,
WP_011132034.1,K03584,09120 Genetic Information Processing,09124 Replication and repair,03440 Homologous recombination [PATH:ko03440],K03584  recO; DNA repair protein RecO (recombination protein O),Genetic Info,
WP_011132034.1,K03584,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03584  recO; DNA repair protein RecO (recombination protein O),Genetic Info,
