Synonym,Product,Expression 9313+1A3 ,Expression 9313+1A3 dil,Expression 9313+1A3 +.01,Expression 9313+1A3 dil+.01,qValue 9313+1A3  vs 9313+1A3 dil,fold change 9313/9313DIL,resolved_locus_tag,resolution_method
AMHOT1A3_single_00058,hypothetical protein,2194,607,2194.01,607.01,0.242169508,3.614454457,,unresolved
AMHOT1A3_single_00062,50S ribosomal protein L28,1714,3326,1714.01,3326.01,0.134311277,0.515335191,,unresolved
AMHOT1A3_single_00063,50S ribosomal protein L33,1888,2300,1888.01,2300.01,0.444576657,0.820870344,,unresolved
AMHOT1A3_single_00068,phosphate ABC transporter substrate-binding protein,71,0,71.01,0.01,1.0,7101.0,,unresolved
AMHOT1A3_single_00069,hypothetical protein,46,7,46.01,7.01,0.061132347,6.563480742,,unresolved
AMHOT1A3_single_00070,diguanylate cyclase,25,8,25.01,8.01,1.0,3.122347066,,unresolved
AMHOT1A3_single_00071,2-amino-3-ketobutyrate coenzyme A ligase,99,35,99.01,35.01,1.0,2.828049129,,unresolved
AMHOT1A3_single_00072,L-threonine 3-dehydrogenase,132,56,132.01,56.01,1.0,2.356900553,,unresolved
AMHOT1A3_single_00075,flagellar basal body-associated protein FliL-like protein,162,89,162.01,89.01,1.0,1.820132569,,unresolved
AMHOT1A3_single_00076,chorismate pyruvate lyase,28,0,28.01,0.01,1.0,2801.0,,unresolved
AMHOT1A3_single_00077,4-hydroxybenzoate octaprenyltransferase,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_00078,Membrane fusogenic activity,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_00079,ATP-dependent DNA helicase Rep,13,3,13.01,3.01,1.0,4.322259136,,unresolved
AMHOT1A3_single_00080,intracellular signaling protein,91,103,91.01,103.01,0.545385039,0.883506456,,unresolved
AMHOT1A3_single_00081,cytochrome c5,174,0,174.01,0.01,1.0,17401.0,,unresolved
AMHOT1A3_single_00083,amidophosphoribosyl transferase,12,10,12.01,10.01,1.0,1.1998002,,unresolved
AMHOT1A3_single_00084,helix-turn-helix protein,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_00085,Na+/H+ antiporter NhaC,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_00086,choline-glycine betaine transporter,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_00089,AAA-like domain protein,46,58,46.01,58.01,0.26039053,0.793139114,,unresolved
AMHOT1A3_single_00091,replication protein A,12,0,12.01,0.01,1.0,1201.0,,unresolved
AMHOT1A3_single_00095,FhuE receptor,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_00096,hypothetical protein,555,268,555.01,268.01,1.0,2.070855565,,unresolved
AMHOT1A3_single_00097,hypothetical protein,440,469,440.01,469.01,0.723422792,0.93816763,,unresolved
AMHOT1A3_single_00098,acyl-CoA dehydrogenase,40,15,40.01,15.01,1.0,2.665556296,,unresolved
AMHOT1A3_single_00104,thiamine biosynthesis protein ThiH,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_00105,thiazole synthase,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_00106,sulfur carrier protein ThiS,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_00107,Thiamine biosynthesis protein ThiF,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_00108,Thiamine monophosphate synthase,2,5,2.01,5.01,1.0,0.401197605,,unresolved
AMHOT1A3_single_00109,phosphomethylpyrimidine synthase ThiC,6,1,6.01,1.01,1.0,5.95049505,,unresolved
AMHOT1A3_single_00111,heme biosynthesis protein,74,40,74.01,40.01,1.0,1.849787553,,unresolved
AMHOT1A3_single_00113,uroporphyrinogen-III synthetase,181,124,181.01,124.01,1.0,1.459640352,,unresolved
AMHOT1A3_single_00115,response regulator containing a CheY-like receiver domain and a GGDEF domain protein,57,0,57.01,0.01,1.0,5701.0,,unresolved
AMHOT1A3_single_00116,phospholipase/carboxylesterase family protein,31,31,31.01,31.01,0.340520089,1.0,,unresolved
AMHOT1A3_single_00118,DNA-directed RNA polymerase subunit omega,520,118,520.01,118.01,0.17866609,4.406490975,,unresolved
AMHOT1A3_single_00121,tRNA guanosine-2'-O-methyltransferase,57,24,57.01,24.01,1.0,2.374427322,,unresolved
AMHOT1A3_single_00124,AhpC/Tsa family antioxidant,412,246,412.01,246.01,1.0,1.674769318,,unresolved
AMHOT1A3_single_00127,ABC transporter permease,17,2,17.01,2.01,1.0,8.462686567,,unresolved
AMHOT1A3_single_00128,ABC transporter ATPase,53,27,53.01,27.01,1.0,1.962606442,,unresolved
AMHOT1A3_single_00130,hypothetical protein,8,0,8.01,0.01,1.0,801.0,,unresolved
AMHOT1A3_single_00132,hypothetical protein,157,184,157.01,184.01,0.320505792,0.853268844,,unresolved
AMHOT1A3_single_00134,mannosyl-glycoprotein endo-beta-N-acetylglucosamidase,49,38,49.01,38.01,0.628598856,1.289397527,,unresolved
AMHOT1A3_single_00136,hypothetical protein,75,36,75.01,36.01,1.0,2.083032491,,unresolved
AMHOT1A3_single_00137,hypothetical protein,77,0,77.01,0.01,1.0,7701.0,,unresolved
AMHOT1A3_single_00138,Magnesium transporter,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_00139,hypothetical protein,5,2,5.01,2.01,1.0,2.492537313,,unresolved
AMHOT1A3_single_00141,succinylglutamate desuccinylase/aspartoacylase,24,0,24.01,0.01,1.0,2401.0,,unresolved
AMHOT1A3_single_00142,Na+/H+ antiporter,18,2,18.01,2.01,0.052017589,8.960199005,,unresolved
AMHOT1A3_single_00143,outer membrane protein OmpW,111,0,111.01,0.01,1.0,11101.0,,unresolved
AMHOT1A3_single_00144,hypothetical protein,489,0,489.01,0.01,1.0,48901.0,,unresolved
AMHOT1A3_single_00145,hypothetical protein,42,66,42.01,66.01,0.062209403,0.636418724,,unresolved
AMHOT1A3_single_00147,chromosome replication initiation inhibitor protein,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_00148,arginine exporter protein,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_00149,exporter protein (SMR family),7,0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_00152,acriflavine resistance protein a,56,0,56.01,0.01,1.0,5601.0,,unresolved
AMHOT1A3_single_00153,acriflavine resistance protein B,12,14,12.01,14.01,0.273966981,0.857244825,,unresolved
AMHOT1A3_single_00154,Alpha/beta hydrolase family protein,63,43,63.01,43.01,0.97898064,1.465008138,,unresolved
AMHOT1A3_single_00155,bifunctional 4-hydroxybutyrate CoA-transferase/acetyltransferase,33,9,33.01,9.01,1.0,3.663706992,,unresolved
AMHOT1A3_single_00156,Histone deacetylase/AcuC/AphA family protein,24,34,24.01,34.01,0.130863006,0.705968833,,unresolved
AMHOT1A3_single_00160,Cycloserine biosynthesis protein DcsG,15,4,15.01,4.01,1.0,3.743142145,,unresolved
AMHOT1A3_single_00161,hypothetical protein,58,9,58.01,9.01,0.062518032,6.438401776,,unresolved
AMHOT1A3_single_00164,hypothetical protein,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_00165,glutathione S-transferase,110,74,110.01,74.01,0.851024599,1.486420754,,unresolved
AMHOT1A3_single_00166,ATP-dependent DNA helicase,19,19,19.01,19.01,0.407845247,1.0,,unresolved
AMHOT1A3_single_00168,Magnesium transporter,71,37,71.01,37.01,1.0,1.91867063,,unresolved
AMHOT1A3_single_00169,transporter,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_00170,response regulator/GGDEF domain-containing protein,64,53,64.01,53.01,0.609727814,1.207508017,,unresolved
AMHOT1A3_single_00171,DNA helicase II,60,16,60.01,16.01,0.393043187,3.748282324,,unresolved
AMHOT1A3_single_00175,tyrosine recombinase,17,30,17.01,30.01,0.025189739,0.566811063,,unresolved
AMHOT1A3_single_00177,diaminopimelate epimerase,108,107,108.01,107.01,0.475171321,1.009344921,,unresolved
AMHOT1A3_single_00178,diaminopimelate decarboxylase,60,22,60.01,22.01,1.0,2.72648796,,unresolved
AMHOT1A3_single_00180,glycosyl transferase,20,0,20.01,0.01,1.0,2001.0,,unresolved
AMHOT1A3_single_00181,"phosphoesterase, PA-phosphatase-like protein",7,0,7.01,0.01,1.0,701.0,,unresolved
AMHOT1A3_single_00184,S1/P1 Nuclease,64,44,64.01,44.01,0.835869137,1.454442172,,unresolved
AMHOT1A3_single_00185,aromatic acid decarboxylase,47,79,47.01,79.01,0.062504886,0.594987976,,unresolved
AMHOT1A3_single_00186,UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl- meso- diaminopimelate ligase,54,34,54.01,34.01,0.9648227,1.588062335,,unresolved
AMHOT1A3_single_00187,"fructose-1,6-bisphosphatase",151,95,151.01,95.01,1.0,1.589411641,,unresolved
AMHOT1A3_single_00189,lipoprotein,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_00190,dihydrodipicolinate synthase,16,27,16.01,27.01,0.035012384,0.592743428,,unresolved
AMHOT1A3_single_00191,2OG-Fe(II) oxygenase,93,34,93.01,34.01,1.0,2.734783887,,unresolved
AMHOT1A3_single_00192,thioesterase family protein,60,19,60.01,19.01,1.0,3.1567596,,unresolved
AMHOT1A3_single_00193,hypothetical protein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_00194,carboxy-terminal protease,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_00195,heat shock protein 70 family protein,13,2,13.01,2.01,1.0,6.472636816,,unresolved
AMHOT1A3_single_00199,phosphatase/phosphohexomutase,15,1,15.01,1.01,1.0,14.86138614,,unresolved
AMHOT1A3_single_00201,Alpha/beta hydrolase family protein,61,46,61.01,46.01,0.671061164,1.326016083,,unresolved
AMHOT1A3_single_00203,repressor GalR,75,37,75.01,37.01,1.0,2.026749527,,unresolved
AMHOT1A3_single_00204,aldose 1-epimerase,43,43,43.01,43.01,0.438456865,1.0,,unresolved
AMHOT1A3_single_00206,galactokinase,28,0,28.01,0.01,1.0,2801.0,,unresolved
AMHOT1A3_single_00207,sodium/hexose cotransport protein,19,36,19.01,36.01,0.031855584,0.527908914,,unresolved
AMHOT1A3_single_00208,single-strand binding protein,1008,222,1008.01,222.01,0.074352379,4.540381064,,unresolved
AMHOT1A3_single_00210,"platelet-activating factor acetylhydrolase, plasma/intracellular isoform II",17,0,17.01,0.01,1.0,1701.0,,unresolved
AMHOT1A3_single_00211,glycoside hydrolase,39,0,39.01,0.01,1.0,3901.0,,unresolved
AMHOT1A3_single_00212,SSS family solute/sodium (Na+) symporter,28,0,28.01,0.01,1.0,2801.0,,unresolved
AMHOT1A3_single_00214,carbohydrate kinase,40,52,40.01,52.01,0.229309254,0.769275139,,unresolved
AMHOT1A3_single_00215,glycerol-3-phosphate regulon repressor,35,32,35.01,32.01,0.476543133,1.093720712,,unresolved
AMHOT1A3_single_00218,hypothetical protein,46,46,46.01,46.01,0.377191474,1.0,,unresolved
AMHOT1A3_single_00220,mannose-sensitive agglutinin biogenesis protein MshI,255,68,255.01,68.01,0.259885637,3.749595648,,unresolved
AMHOT1A3_single_00221,mannose-sensitive agglutinin biogenesis protein MshJ,260,206,260.01,206.01,1.0,1.262123198,,unresolved
AMHOT1A3_single_00222,mannose-sensitive agglutinin biogenesis protein MshK,260,122,260.01,122.01,1.0,2.131054832,,unresolved
AMHOT1A3_single_00223,putative mannose-sensitive agglutinin biogenesis protein MshL,139,248,139.01,248.01,0.159242607,0.560501593,,unresolved
AMHOT1A3_single_00224,mannose-sensitive agglutinin biogenesis protein MshM,87,64,87.01,64.01,0.68790822,1.359318856,,unresolved
AMHOT1A3_single_00225,mannose-sensitive agglutinin biogenesis protein MshN,82,108,82.01,108.01,0.259885637,0.759281548,,unresolved
AMHOT1A3_single_00226,mannose-sensitive agglutinin biogenesis protein MshE,82,139,82.01,139.01,0.175409375,0.589957557,,unresolved
AMHOT1A3_single_00227,mannose-sensitive agglutinin biogenesis protein MshG,91,69,91.01,69.01,0.941704507,1.318794378,,unresolved
AMHOT1A3_single_00228,hypothetical protein,318,83,318.01,83.01,0.251132113,3.830984219,,unresolved
AMHOT1A3_single_00229,pilin protein,380,117,380.01,117.01,0.297739824,3.247671139,,unresolved
AMHOT1A3_single_00230,MSHA pilin protein MshA,652,149,652.01,149.01,0.101537615,4.375612375,,unresolved
AMHOT1A3_single_00232,agglutinin biogenesis protein MshD,61,52,61.01,52.01,0.573778883,1.173043645,,unresolved
AMHOT1A3_single_00233,pilus assembly protein PilW,49,93,49.01,93.01,0.027932322,0.526932588,,unresolved
AMHOT1A3_single_00235,mannose-sensitive agglutinin biogenesis protein MshQ,23,37,23.01,37.01,0.09129838,0.621723858,,unresolved
AMHOT1A3_single_00236,rod shape-determining protein MreB,133,130,133.01,130.01,0.719261425,1.023075148,,unresolved
AMHOT1A3_single_00237,rod shape-determining protein MreC,20,25,20.01,25.01,0.167353594,0.800079968,,unresolved
AMHOT1A3_single_00240,ribonuclease G,126,43,126.01,43.01,0.400130555,2.929783771,,unresolved
AMHOT1A3_single_00241,protease,38,7,38.01,7.01,0.116296047,5.422253923,,unresolved
AMHOT1A3_single_00242,amidohydrolase,149,35,149.01,35.01,0.23327301,4.256212511,,unresolved
AMHOT1A3_single_00245,hypothetical protein,81,38,81.01,38.01,1.0,2.131281242,,unresolved
AMHOT1A3_single_00246,pmbA protein,170,87,170.01,87.01,1.0,1.953913343,,unresolved
AMHOT1A3_single_00247,AraC family transcriptional regulator,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_00248,beta-D-galactosidase,6,12,6.01,12.01,0.002395751,0.50041632,,unresolved
AMHOT1A3_single_00249,two-component response regulator,420,175,420.01,175.01,1.0,2.399920005,,unresolved
AMHOT1A3_single_00251,glycogen synthase,71,15,71.01,15.01,0.280838787,4.730846103,,unresolved
AMHOT1A3_single_00253,tRNA (guanine-N(7)-)-methyltransferase,69,41,69.01,41.01,1.0,1.682760302,,unresolved
AMHOT1A3_single_00254,hydrolase,52,50,52.01,50.01,0.473015268,1.039992002,,unresolved
AMHOT1A3_single_00258,hypothetical protein,57,39,57.01,39.01,0.812422969,1.461420149,,unresolved
AMHOT1A3_single_00260,hypothetical protein,24,19,24.01,19.01,0.606901344,1.263019463,,unresolved
AMHOT1A3_single_00261,hypothetical protein,149,58,149.01,58.01,1.0,2.568695053,,unresolved
AMHOT1A3_single_00263,hypothetical protein,179,132,179.01,132.01,0.788538153,1.356033634,,unresolved
AMHOT1A3_single_00264,hypothetical protein,5,0,5.01,0.01,1.0,501.0,,unresolved
AMHOT1A3_single_00268,membrane protein,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_00269,NYN domain protein,15,0,15.01,0.01,1.0,1501.0,,unresolved
AMHOT1A3_single_00270,ribonuclease H-like protein,4,0,4.01,0.01,1.0,401.0,,unresolved
AMHOT1A3_single_00271,hypothetical protein,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_00272,hypothetical protein,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_00273,ATPase AAA,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_00274,integrase,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_00276,hypothetical protein,15,0,15.01,0.01,1.0,1501.0,,unresolved
AMHOT1A3_single_00277,hypothetical protein,20,5,20.01,5.01,0.799960437,3.994011976,,unresolved
AMHOT1A3_single_00279,hypothetical protein,65,0,65.01,0.01,1.0,6501.0,,unresolved
AMHOT1A3_single_00283,Secretion protein HlyD,25,0,25.01,0.01,1.0,2501.0,,unresolved
AMHOT1A3_single_00284,Outer membrane efflux protein,22,24,22.01,24.01,0.324521868,0.916701374,,unresolved
AMHOT1A3_single_00286,TrmB family transcriptional regulator,128,87,128.01,87.01,0.860218256,1.471210206,,unresolved
AMHOT1A3_single_00287,phage integrase family protein site-specific recombinase,22,19,22.01,19.01,0.516898526,1.157811678,,unresolved
AMHOT1A3_single_00289,haloacid dehalogenase domain-containing protein hydrolase,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_00292,two-component sensor CheA,67,27,67.01,27.01,1.0,2.480932988,,unresolved
AMHOT1A3_single_00293,CheW protein,113,29,113.01,29.01,1.0,3.895553257,,unresolved
AMHOT1A3_single_00295,protein-glutamate O-methyltransferase,73,16,73.01,16.01,0.660785317,4.560274828,,unresolved
AMHOT1A3_single_00296,chemoreceptor glutamine deamidase CheD,29,13,29.01,13.01,1.0,2.229823213,,unresolved
AMHOT1A3_single_00304,protein-glutamate O-methyltransferase,122,81,122.01,81.01,0.967255696,1.506110357,,unresolved
AMHOT1A3_single_00306,chemotaxis-specific protein-glutamate methyltransferase,82,27,82.01,27.01,1.0,3.036282858,,unresolved
AMHOT1A3_single_00307,hypothetical protein,913,174,913.01,174.01,0.054588589,5.246882363,,unresolved
AMHOT1A3_single_00309,TonB-dependent receptor,9,9,9.01,9.01,1.0,1.0,,unresolved
AMHOT1A3_single_00310,LacI family transcriptional regulator,60,20,60.01,20.01,1.0,2.9990005,,unresolved
AMHOT1A3_single_00311,major facilitator superfamily transporter,19,0,19.01,0.01,1.0,1901.0,,unresolved
AMHOT1A3_single_00312,trehalase,18,4,18.01,4.01,0.810808071,4.49127182,,unresolved
AMHOT1A3_single_00313,diguanylate cyclase,9,3,9.01,3.01,1.0,2.993355482,,unresolved
AMHOT1A3_single_00314,DMT superfamily permease,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_00316,hypothetical protein,6,0,6.01,0.01,1.0,601.0,,unresolved
AMHOT1A3_single_00318,hypothetical protein,11,0,11.01,0.01,1.0,1101.0,,unresolved
AMHOT1A3_single_00323,nucleoside permease,16,1,16.01,1.01,1.0,15.85148515,,unresolved
AMHOT1A3_single_00324,Twin-arginine translocation pathway signal,49,88,49.01,88.01,0.039340596,0.556868538,,unresolved
AMHOT1A3_single_00325,oxidoreductase,72,16,72.01,16.01,0.182776307,4.497813866,,unresolved
AMHOT1A3_single_00327,putative multi-domain-containing protein,85,47,85.01,47.01,1.0,1.808338651,,unresolved
AMHOT1A3_single_00328,iron-containing alcohol dehydrogenase,59,22,59.01,22.01,1.0,2.681054066,,unresolved
AMHOT1A3_single_00329,branched-chain amino acid aminotransferase,92,125,92.01,125.01,0.227601517,0.736021118,,unresolved
AMHOT1A3_single_00330,phosphoglyceromutase,77,52,77.01,52.01,0.919891182,1.480676793,,unresolved
AMHOT1A3_single_00333,hypothetical protein,101,120,101.01,120.01,0.27698433,0.84167986,,unresolved
AMHOT1A3_single_00334,type II secretory protein GspE,82,32,82.01,32.01,1.0,2.562011871,,unresolved
AMHOT1A3_single_00344,50S ribosomal protein L29,104,98,104.01,98.01,0.397011903,1.061218243,,unresolved
AMHOT1A3_single_00347,3-deoxy-D-manno-octulosonic-acid transferase,15,5,15.01,5.01,1.0,2.996007984,,unresolved
AMHOT1A3_single_00348,Na+/H+ antiporter,76,54,76.01,54.01,1.0,1.407331976,,unresolved
AMHOT1A3_single_00349,hypothetical protein,149,73,149.01,73.01,1.0,2.040953294,,unresolved
AMHOT1A3_single_00350,hypothetical protein,1566,461,1566.01,461.01,0.28254029,3.39691113,,unresolved
AMHOT1A3_single_00351,methyl-accepting chemotaxis protein,15,4,15.01,4.01,1.0,3.743142145,,unresolved
AMHOT1A3_single_00352,peptidyl-dipeptidase Dcp,43,10,43.01,10.01,0.536645445,4.296703297,,unresolved
AMHOT1A3_single_00353,formyltetrahydrofolate deformylase,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_00356,"2',5' RNA ligase",94,58,94.01,58.01,1.0,1.620582658,,unresolved
AMHOT1A3_single_00358,Nickel uptake substrate-specific transmembrane region,41,49,41.01,49.01,0.289502967,0.836768007,,unresolved
AMHOT1A3_single_00359,membrane-bound lytic transglycosylase-like protein,47,33,47.01,33.01,0.860111773,1.424113905,,unresolved
AMHOT1A3_single_00360,penicillin-binding protein 1B,32,30,32.01,30.01,0.502847003,1.066644452,,unresolved
AMHOT1A3_single_00362,hypothetical protein,361,100,361.01,100.01,0.889943204,3.609739026,,unresolved
AMHOT1A3_single_00363,membrane protein,33,43,33.01,43.01,0.21091798,0.767495931,,unresolved
AMHOT1A3_single_00364,endonuclease I,11,1,11.01,1.01,1.0,10.9009901,,unresolved
AMHOT1A3_single_00366,hypothetical protein,22,4,22.01,4.01,0.457388347,5.488778055,,unresolved
AMHOT1A3_single_00367,nitrogen regulatory protein P-II,1,0,1.01,0.01,1.0,101.0,,unresolved
AMHOT1A3_single_00369,gamma-glutamyltransferase,22,31,22.01,31.01,0.159297502,0.709771042,,unresolved
AMHOT1A3_single_00370,melanin biosynthesis protein TyrA,127,152,127.01,152.01,0.399437824,0.835537136,,unresolved
AMHOT1A3_single_00372,glutamate-1-semialdehyde aminotransferase,39,44,39.01,44.01,0.324937578,0.886389457,,unresolved
AMHOT1A3_single_00373,aspartate carbamoyltransferase,60,72,60.01,72.01,0.288009818,0.833356478,,unresolved
AMHOT1A3_single_00374,TetR family transcriptional regulator,17,0,17.01,0.01,1.0,1701.0,,unresolved
AMHOT1A3_single_00375,RND family efflux transporter MFP subunit,27,17,27.01,17.01,1.0,1.587889477,,unresolved
AMHOT1A3_single_00377,hypothetical protein,80,0,80.01,0.01,1.0,8001.0,,unresolved
AMHOT1A3_single_00379,DNA topoisomerase IV subunit A,41,63,41.01,63.01,0.138789889,0.650849072,,unresolved
AMHOT1A3_single_00380,"2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase",300,0,300.01,0.01,1.0,30001.0,,unresolved
AMHOT1A3_single_00382,succinyldiaminopimelate aminotransferase,74,43,74.01,43.01,1.0,1.720762613,,unresolved
AMHOT1A3_single_00383,succinylglutamic semialdehyde dehydrogenase,145,68,145.01,68.01,1.0,2.132186443,,unresolved
AMHOT1A3_single_00384,arginine N-succinyltransferase,104,154,104.01,154.01,0.195403333,0.675345757,,unresolved
AMHOT1A3_single_00385,bifunctional N-succinyldiaminopimelate-aminotransferase/acetylornithine transaminase protein,271,162,271.01,162.01,1.0,1.672797975,,unresolved
AMHOT1A3_single_00386,signal transduction protein,92,94,92.01,94.01,0.485139386,0.978725667,,unresolved
AMHOT1A3_single_00388,tryptophanyl-tRNA synthetase,105,25,105.01,25.01,0.411387908,4.198720512,,unresolved
AMHOT1A3_single_00389,ribulose-phosphate 3-epimerase,139,127,139.01,127.01,0.548529126,1.09448075,,unresolved
AMHOT1A3_single_00390,periplasmic or outer membrane protein,37,10,37.01,10.01,1.0,3.697302697,,unresolved
AMHOT1A3_single_00391,hypothetical protein,535,371,535.01,371.01,1.0,1.442036603,,unresolved
AMHOT1A3_single_00392,hypothetical protein,378,208,378.01,208.01,1.0,1.817268401,,unresolved
AMHOT1A3_single_00393,DNA adenine methylase,30,11,30.01,11.01,1.0,2.725703906,,unresolved
AMHOT1A3_single_00394,DamX-like protein,53,36,53.01,36.01,0.842624947,1.472091086,,unresolved
AMHOT1A3_single_00395,3-dehydroquinate synthase,106,31,106.01,31.01,0.899518339,3.418574653,,unresolved
AMHOT1A3_single_00396,shikimate kinase I,182,36,182.01,36.01,0.226826102,5.054429325,,unresolved
AMHOT1A3_single_00397,type IV pilus biogenesis protein PilQ,37,34,37.01,34.01,0.496820659,1.08820935,,unresolved
AMHOT1A3_single_00401,type IV pilus biogenesis protein PilM,148,48,148.01,48.01,0.415833965,3.082899396,,unresolved
AMHOT1A3_single_00402,bifunctional murein transglycosylase/transpeptidase,30,25,30.01,25.01,0.59349784,1.199920032,,unresolved
AMHOT1A3_single_00403,malate dehydrogenase,33,27,33.01,27.01,0.594372375,1.222139948,,unresolved
AMHOT1A3_single_00406,hypothetical protein,82,0,82.01,0.01,1.0,8201.0,,unresolved
AMHOT1A3_single_00413,argininosuccinate synthase,53,35,53.01,35.01,0.885904537,1.514138817,,unresolved
AMHOT1A3_single_00414,ornithine carbamoyltransferase,51,57,51.01,57.01,0.327732501,0.894755306,,unresolved
AMHOT1A3_single_00418,hypothetical protein,13,12,13.01,12.01,0.417536652,1.083263947,,unresolved
AMHOT1A3_single_00419,flagellar L-ring protein,2,3,2.01,3.01,1.0,0.667774086,,unresolved
AMHOT1A3_single_00420,lipoprotein,2,0,2.01,0.01,1.0,201.0,,unresolved
AMHOT1A3_single_00421,periplasmic repressor CpxP,65,0,65.01,0.01,1.0,6501.0,,unresolved
AMHOT1A3_single_00422,transcriptional regulatory protein CpxR,26,27,26.01,27.01,0.322742529,0.962976675,,unresolved
AMHOT1A3_single_00423,sensor histidine kinase protein,10,17,10.01,17.01,0.050695524,0.588477366,,unresolved
AMHOT1A3_single_00424,lysophospholipase L2,27,0,27.01,0.01,1.0,2701.0,,unresolved
AMHOT1A3_single_00427,ABC transporter-like protein,3,0,3.01,0.01,1.0,301.0,,unresolved
AMHOT1A3_single_00428,outer membrane efflux protein,0,0,0.01,0.01,1.0,1.0,,unresolved
AMHOT1A3_single_00430,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,22,32,22.01,32.01,0.088561455,0.687597626,,unresolved
AMHOT1A3_single_00431,preprotein translocase subunit SecB,157,194,157.01,194.01,0.278377386,0.809288181,,unresolved
AMHOT1A3_single_00433,rhodanese domain-containing protein,116,74,116.01,74.01,0.970293082,1.56749088,,unresolved
AMHOT1A3_single_00434,"peptidase, M23/M37 family protein",45,25,45.01,25.01,1.0,1.799680128,,unresolved
AMHOT1A3_single_00436,MerC-like membrane protein,116,0,116.01,0.01,1.0,11601.0,,unresolved
AMHOT1A3_single_00438,permease,9,13,9.01,13.01,0.148468625,0.692544197,,unresolved
AMHOT1A3_single_00441,oligoribonuclease,107,29,107.01,29.01,1.0,3.688728025,,unresolved
AMHOT1A3_single_00444,hypothetical protein,9,0,9.01,0.01,1.0,901.0,,unresolved
AMHOT1A3_single_00445,TonB-dependent receptor,61,16,61.01,16.01,0.227601517,3.810743285,,unresolved
AMHOT1A3_single_00446,Thioesterase (4HBT) superfamily enzyme,55,0,55.01,0.01,1.0,5501.0,,unresolved
AMHOT1A3_single_00449,"acetolactate synthase III, small subunit",114,106,114.01,106.01,0.495871827,1.075464579,,unresolved
AMHOT1A3_single_00451,twin arginine translocase protein A,186,85,186.01,85.01,1.0,2.188095518,,unresolved
AMHOT1A3_single_00452,sec-independent translocase,180,70,180.01,70.01,1.0,2.571204114,,unresolved
AMHOT1A3_single_00453,Sec-independent periplasmic protein translocation protein TatC,43,19,43.01,19.01,1.0,2.262493425,,unresolved
AMHOT1A3_single_00454,hypothetical protein,123,56,123.01,56.01,1.0,2.196214962,,unresolved
AMHOT1A3_single_00455,Mg-dependent DNase,35,42,35.01,42.01,0.257554175,0.833373006,,unresolved
AMHOT1A3_single_00456,Signaling protein with a acyltransferase and GGDEF domains,34,26,34.01,26.01,0.647964939,1.30757401,,unresolved
AMHOT1A3_single_00457,delta-aminolevulinic acid dehydratase,54,35,54.01,35.01,0.969916108,1.542702085,,unresolved
AMHOT1A3_single_00458,guanosine pentaphosphatase,44,84,44.01,84.01,0.027314077,0.523866206,,unresolved
AMHOT1A3_single_00461,hypothetical protein,116,109,116.01,109.01,0.901049304,1.064214292,,unresolved
AMHOT1A3_single_00463,signal transduction histidine kinase two-component system,17,28,17.01,28.01,0.087996607,0.607283113,,unresolved
AMHOT1A3_single_00464,Na+/H+ antiporter NhaA,110,0,110.01,0.01,1.0,11001.0,,unresolved
AMHOT1A3_single_00466,phosphoribosylaminoimidazole carboxylase ATPase subunit,46,39,46.01,39.01,0.559658979,1.179441169,,unresolved
