gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
P9301_RS13890,,P9301_RS13890,P9301_09981,Protein Homology,868731.0,869213.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818437.1,tRNA (cytidine(34)-2'-O)-methyltransferase,WP_011862966.1,P9301_09981,868731.0,869213.0,+,CK_Pro_MIT9301_09981,trmL,"GO:0006396,GO:0002131,GO:0002132,GO:0001510,GO:0008033,GO:0032259,GO:0003723,GO:0008173,GO:0042803,GO:0052665,GO:0052666,GO:0008168,GO:0016740",CK_00000849,K.3,tRNA and rRNA base modification,"COG0219,bactNOG18461,bactNOG19793,bactNOG29666,bactNOG69054,cyaNOG02636","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.207,tRNA (cytidine34-2'-O)-methyltransferase%3B yibK (gene name)%3B methyltransferase yibK%3B TrmL%3B tRNA methyltransferase L%3B tRNA (cytidine34/5-carboxymethylaminomethyluridine34-2'-O)-methyltransferase,"RNA processing,wobble position cytosine ribose methylation,wobble position uridine ribose methylation,RNA methylation,tRNA processing,methylation,RNA processing,wobble position cytosine ribose methylation,wobble position uridine ribose methylation,RNA methylation,tRNA processing,methylation,RNA binding,RNA methyltransferase activity,protein homodimerization activity,tRNA (uracil-2'-O-)-methyltransferase activity,tRNA (cytosine-2'-O-)-methyltransferase activity,methyltransferase activity,transferase activity",tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,"PF00588,IPR001537,IPR016914,IPR029028,IPR029026","SpoU rRNA Methylase family,tRNA/rRNA methyltransferase%2C SpoU type,tRNA (cytidine/uridine-2'-O-)-methyltransferase,Alpha/beta knot methyltransferases,tRNA (guanine-N1-)-methyltransferase%2C N-terminal",168,Protein synthesis / tRNA and rRNA base modification
clpS,clpS,P9301_RS13900,P9301_09991,Protein Homology,869384.0,869671.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806472.1,ATP-dependent Clp protease adapter ClpS,WP_011862967.1,P9301_09991,869384.0,869671.0,+,CK_Pro_MIT9301_09991,clpS1,GO:0030163,CK_00001252,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG2127,COG0210,bactNOG31287,cyaNOG03514","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,protein catabolic process,ATP-dependent Clp protease adaptor protein ClpS,"PF02617,IPR003769,IPR014719","ATP-dependent Clp protease adaptor protein ClpS,Adaptor protein ClpS%2C core,Ribosomal protein L7/L12%2C C-terminal/adaptor protein ClpS-like",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides
P9301_RS13905,,P9301_RS13905,P9301_10001,Protein Homology,869683.0,869934.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862968.1,DUF1651 domain-containing protein,WP_011862968.1,P9301_10001,869683.0,869934.0,+,CK_Pro_MIT9301_10001,,,CK_00003463,R.2,Conserved hypothetical proteins,,,,,,protein of unknown function (DUF1651),"PF07864,IPR012447","Protein of unknown function (DUF1651),Protein of unknown function DUF1651",156,Hypothetical proteins / Conserved
P9301_RS18930,,P9301_RS18930,P9301_10011,Protein Homology,869931.0,870062.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862969.1,hypothetical protein,WP_263890651.1,P9301_10011,869931.0,870080.0,-,CK_Pro_MIT9301_10011,,,CK_00045973,,,,,,,,Hypothetical protein,,,,
P9301_RS18610,,P9301_RS18610,P9301_10021,Protein Homology,870286.0,870435.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862970.1,hypothetical protein,WP_011862970.1,P9301_10021,870286.0,870435.0,+,CK_Pro_MIT9301_10021,,,CK_00004179,,,,,,,,conserved hypothetical protein,,,,
P9301_RS13910,,P9301_RS13910,P9301_10031,Protein Homology,870459.0,870848.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862971.1,hypothetical protein,WP_011862971.1,P9301_10031,870459.0,870848.0,-,CK_Pro_MIT9301_10031,,,CK_00056801,B.9, Thioredoxin%2C glutaredoxin and glutathione,,,,,,thioredoxin domain-containing protein,,,76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other
P9301_RS13915,,P9301_RS13915,P9301_10041,Protein Homology,871254.0,871616.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007736.1,hypothetical protein,WP_011862972.1,P9301_10041,871254.0,871616.0,-,CK_Pro_MIT9301_10041,,,CK_00003462,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
P9301_RS18615,,P9301_RS18615,P9301_10051,Protein Homology,871693.0,871845.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818444.1,hypothetical protein,WP_011818444.1,P9301_10051,871693.0,871845.0,+,CK_Pro_MIT9301_10051,,,CK_00051596,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
P9301_RS18620,,P9301_RS18620,P9301_10071,Protein Homology,872185.0,872358.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007739.1,hypothetical protein,WP_011862973.1,P9301_10071,872185.0,872358.0,+,CK_Pro_MIT9301_10071,,,CK_00056376,,,,,,,,conserved hypothetical protein,,,,
P9301_RS18625,,P9301_RS18625,P9301_10091,Protein Homology,872843.0,873013.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818447.1,hypothetical protein,WP_011862975.1,P9301_10091,872843.0,873013.0,+,CK_Pro_MIT9301_10091,,,CK_00054285,,,,,,,,Conserved hypothetical protein,,,,
P9301_RS13930,,P9301_RS13930,P9301_10101,Protein Homology,873077.0,873298.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862976.1,hypothetical protein,WP_011862976.1,P9301_10101,873077.0,873298.0,+,CK_Pro_MIT9301_10101,,,CK_00034772,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
P9301_RS18630,,P9301_RS18630,P9301_10111,Protein Homology,873303.0,873461.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818449.1,hypothetical protein,WP_011862977.1,P9301_10111,873303.0,873461.0,-,CK_Pro_MIT9301_10111,,,CK_00051501,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
P9301_RS13935,,P9301_RS13935,P9301_10121,Protein Homology,873756.0,874340.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011132490.1,peroxiredoxin,WP_011862978.1,P9301_10121,873756.0,874340.0,+,CK_Pro_MIT9301_10121,ahpC,"GO:0045454,GO:0055114,GO:0008379,GO:0016209,GO:0016491,GO:0051920",CK_00000167,"D.1.4,D.1.5","Oxidative stress,Phosphorus","COG0450,bactNOG01324,bactNOG39098,bactNOG02651,bactNOG00020,cyaNOG00713","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",1.11.1.15,peroxiredoxin%3B thioredoxin peroxidase%3B tryparedoxin peroxidase%3B alkyl hydroperoxide reductase C22%3B AhpC%3B TrxPx%3B TXNPx%3B Prx%3B PRDX,"cell redox homeostasis,oxidation-reduction process,cell redox homeostasis,oxidation-reduction process,thioredoxin peroxidase activity,antioxidant activity,oxidoreductase activity,peroxiredoxin activity",2-Cys peroxiredoxin,"PF10417,PF00578,PS51352,IPR019479,IPR000866,IPR012336","C-terminal domain of 1-Cys peroxiredoxin,AhpC/TSA family,Thioredoxin domain profile.,Peroxiredoxin%2C C-terminal,Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant,Thioredoxin-like fold",149,Cellular processes / Adaptations to atypical conditions
ftsH,ftsH,P9301_RS13945,P9301_10141,Protein Homology,875141.0,876895.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818452.1,ATP-dependent zinc metalloprotease FtsH,WP_011862980.1,P9301_10141,875141.0,876895.0,-,CK_Pro_MIT9301_10141,ftsH3,"GO:0010206,GO:0004222,GO:0005524,GO:0017111,GO:0008270,GO:0009523",CK_00008087,L.2,Protein modification and repair,"COG0465,bactNOG01729,bactNOG60830,cyaNOG00469,cyaNOG05748,cyaNOG01610","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",3.4.24.-,,"photosystem II repair,photosystem II repair,metalloendopeptidase activity,ATP binding,nucleoside-triphosphatase activity,zinc ion binding,photosystem II repair,metalloendopeptidase activity,ATP binding,nucleoside-triphosphatase activity,zinc ion binding,photosystem II",possible photosystem II D1 repair protein FtsH3,"TIGR01241,PF01434,PF00004,PS00674,IPR005936,IPR003960,IPR000642,IPR003959","ATP-dependent metallopeptidase HflB,Peptidase family M41,ATPase family associated with various cellular activities (AAA),AAA-protein family signature.,Peptidase%2C FtsH,ATPase%2C AAA-type%2C conserved site,Peptidase M41,ATPase%2C AAA-type%2C core",140,Protein fate / Protein modification and repair
rpmF,rpmF,P9301_RS13950,P9301_10151,Protein Homology,877027.0,877197.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007748.1,50S ribosomal protein L32,WP_002805281.1,P9301_10151,877027.0,877197.0,+,CK_Pro_MIT9301_10151,rpmF,"GO:0006412,GO:0003735,GO:0000315,GO:0022625,GO:0005840",CK_00001256,K.2,Ribosomal proteins: synthesis and modification,"COG0333,NOG118555,bactNOG50071,bactNOG75213,cyaNOG04114,cyaNOG08322","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"translation,translation,structural constituent of ribosome,translation,structural constituent of ribosome,organellar large ribosomal subunit,cytosolic large ribosomal subunit,ribosome",50S ribosomal protein L32,"TIGR01031,PF01783,IPR002677","ribosomal protein bL32,Ribosomal L32p protein family,Ribosomal protein L32p",158,Protein synthesis / Ribosomal proteins: synthesis and modification
P9301_RS13955,,P9301_RS13955,P9301_10161,Protein Homology,877201.0,877527.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818453.1,DUF565 domain-containing protein,WP_011862981.1,P9301_10161,877201.0,877527.0,-,CK_Pro_MIT9301_10161,,,CK_00001258,,,"NOG40734,COG0477,bactNOG70591,cyaNOG07590","COG: POORLY CHARACTERIZED [S] Function unknown,COG: GEPR,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,"PF04483,IPR007572","Protein of unknown function (DUF565),Uncharacterised protein family Ycf20",156,Hypothetical proteins / Conserved
P9301_RS13960,,P9301_RS13960,P9301_10171,Protein Homology,877514.0,878275.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007750.1,HAD-IA family hydrolase,WP_011862982.1,P9301_10171,877514.0,878275.0,-,CK_Pro_MIT9301_10171,,GO:0016787,CK_00000851,R.3,Enzymes of unknown specificity,"COG0637,NOG128303,bactNOG31611,bactNOG46723,bactNOG05302,bactNOG41704,bactNOG03732,cyaNOG00805","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,hydrolase activity,HAD hydrolase%2C IA%2C variant 3 family protein,"TIGR01509,PF13419,IPR023214,IPR006439","HAD hydrolase%2C family IA%2C variant 3,Haloacid dehalogenase-like hydrolase,HAD superfamily,HAD hydrolase%2C subfamily IA",703,Unknown function / Enzymes of unknown specificity
P9301_RS13965,,P9301_RS13965,P9301_10181,Protein Homology,878451.0,878798.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862983.1,YkgJ family cysteine cluster protein,WP_011862983.1,P9301_10181,878451.0,878798.0,+,CK_Pro_MIT9301_10181,,,CK_00000852,D.1.1,Iron,"COG0727,bactNOG86529,bactNOG71750,cyaNOG02960,cyaNOG03298","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,zinc- or iron-chelating domain-containing protein,"PF03692,IPR005358","Putative zinc- or iron-chelating domain,Putative zinc- or iron-chelating domain containing protein",149,Cellular processes / Adaptations to atypical conditions
P9301_RS13970,,P9301_RS13970,P9301_10191,Protein Homology,878795.0,879121.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862984.1,TMEM165/GDT1 family protein,WP_011862984.1,P9301_10191,878795.0,879121.0,+,CK_Pro_MIT9301_10191,,GO:0016020,CK_00008111,,,"COG2119,NOG69920,bactNOG45618,bactNOG37392,cyaNOG07081,cyaNOG03707","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,uncharacterized membrane protein,"PF01169,IPR001727","Uncharacterized protein family UPF0016,Gdt1 family",156,Hypothetical proteins / Conserved
P9301_RS13975,,P9301_RS13975,P9301_10201,Protein Homology,879122.0,879430.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862985.1,TMEM165/GDT1 family protein,WP_011862985.1,P9301_10201,879122.0,879430.0,+,CK_Pro_MIT9301_10201,,GO:0016020,CK_00000035,R.2,Conserved hypothetical proteins,"COG2119,NOG69920,bactNOG42725,bactNOG45618,cyaNOG03482","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,uncharacterized membrane protein (UPF0016),"PF01169,IPR001727","Uncharacterized protein family UPF0016,Gdt1 family",156,Hypothetical proteins / Conserved
P9301_RS13980,,P9301_RS13980,P9301_10211,Protein Homology,879507.0,881729.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818458.1,RNB domain-containing ribonuclease,WP_041484689.1,P9301_10211,879507.0,881729.0,+,CK_Pro_MIT9301_10211,vacB,"GO:0004532,GO:0003676",CK_00000168,P.1,Degradation of RNA,"COG0557,bactNOG85582,cyaNOG01054","COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription,cyaNOG: INFORMATION STORAGE AND PROCESSING [K] Transcription",3.1.13.-,,"exoribonuclease activity,nucleic acid binding",exoribonuclease R,"PF08206,PF00773,PF00575,PS50126,IPR013223,IPR003029,IPR012340,IPR011129,IPR022967","Ribonuclease B OB domain,RNB domain,S1 RNA binding domain,S1 domain profile.,Ribonuclease B%2C N-terminal OB domain,S1 domain,Nucleic acid-binding%2C OB-fold,Cold shock domain,RNA-binding domain%2C S1",134,Transcription / Degradation of RNA
P9301_RS13985,,P9301_RS13985,P9301_10221,GeneMarkS-2+,881916.0,882242.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_225866341.1,P9301_10221,881796.0,882242.0,+,CK_Pro_MIT9301_10221,,GO:0016020,CK_00046409,R.2,Conserved hypothetical proteins,"NOG44845,bactNOG76028,cyaNOG08347","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,uncharacterized conserved membrane protein,,,156,Hypothetical proteins / Conserved
P9301_RS13990,,P9301_RS13990,P9301_10231,Protein Homology,882307.0,882885.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862988.1,DUF2996 domain-containing protein,WP_011862988.1,P9301_10231,882307.0,882885.0,+,CK_Pro_MIT9301_10231,ndhV,"GO:0055114,GO:0042773,GO:0050136,GO:0048038,GO:0016655,GO:0016491",CK_00000853,"G.2,J.6","Electron transport,NADH dehydrogenase","NOG42516,COG0488,NOG128800,COG0410,bactNOG31309,bactNOG66245,cyaNOG03444,cyaNOG06971","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"oxidation-reduction process,ATP synthesis coupled electron transport,oxidation-reduction process,ATP synthesis coupled electron transport,NADH dehydrogenase (quinone) activity,quinone binding,oxidoreductase activity%2C acting on NAD(P)H%2C quinone or similar compound as acceptor,oxidoreductase activity",NADH dehydrogenase subunit NdhV,"PF11210,IPR021374","Protein of unknown function (DUF2996),Protein of unknown function DUF2996","112,164","Energy metabolism / Electron transport,Energy metabolism / Photosynthesis"
acsF,acsF,P9301_RS13995,P9301_10241,Protein Homology,882965.0,884137.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862989.1,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase,WP_011862989.1,P9301_10241,882965.0,884137.0,+,CK_Pro_MIT9301_10241,cycI1,"GO:0015979,GO:0015995,GO:0055114,GO:0005506,GO:0048529,GO:0016668,GO:0016491,GO:0046872",CK_00000169,B.5.2,Chlorophylls and porphyrins,"NOG10633,bactNOG05017,cyaNOG00364,cyaNOG00250","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.14.13.81,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase%3B Mg-protoporphyrin IX monomethyl ester (oxidative) cyclase,"photosynthesis,chlorophyll biosynthetic process,oxidation-reduction process,photosynthesis,chlorophyll biosynthetic process,oxidation-reduction process,iron ion binding,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase activity,oxidoreductase activity%2C acting on a sulfur group of donors%2C NAD(P) as acceptor,oxidoreductase activity,metal ion binding",Mg-protoporphyrin IX monomethylester oxidative cyclase,"TIGR02029,PF02915,IPR003251,IPR008434","magnesium-protoporphyrin IX monomethyl ester aerobic oxidative cyclase,Rubrerythrin,Rubrerythrin,Magnesium-protoporphyrin IX monomethyl ester [oxidative] cyclase",191,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Chlorophyll and bacteriochlorphyll
P9301_RS14000,,P9301_RS14000,P9301_10251,Protein Homology,884169.0,885593.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376509.1,TldD/PmbA family protein,WP_011862990.1,P9301_10251,884169.0,885593.0,+,CK_Pro_MIT9301_10251,tldD,,CK_00000854,F.1,DNA replication%2C recombination%2C and repair,"COG0312,bactNOG01426,cyaNOG01762,cyaNOG06213","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,modulator of DNA gyrase,"PF01523,IPR002510","Putative modulator of DNA gyrase,Metalloprotease TldD/PmbA",132,DNA metabolism / DNA replication%2C recombination%2C and repair
P9301_RS14005,,P9301_RS14005,P9301_10261,Protein Homology,885597.0,886949.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818463.1,TldD/PmbA family protein,WP_011862991.1,P9301_10261,885597.0,886949.0,+,CK_Pro_MIT9301_10261,pmbA,"GO:0030651,GO:0006355,GO:0008237",CK_00000855,R.3,Enzymes of unknown specificity,"COG0312,bactNOG02618,cyaNOG02209","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,"peptide antibiotic biosynthetic process,regulation of transcription%2C DNA-templated,peptide antibiotic biosynthetic process,regulation of transcription%2C DNA-templated,metallopeptidase activity",possible modulator of DNA gyrase,"PF01523,IPR002510","Putative modulator of DNA gyrase,Metalloprotease TldD/PmbA",156,Hypothetical proteins / Conserved
fmt,fmt,P9301_RS14010,P9301_10271,Protein Homology,886946.0,887986.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862992.1,methionyl-tRNA formyltransferase,WP_011862992.1,P9301_10271,886946.0,887986.0,+,CK_Pro_MIT9301_10271,fmt,"GO:0006431,GO:0071951,GO:0009058,GO:0019988,GO:0006412,GO:0006413,GO:0004479,GO:0016740,GO:0016742",CK_00000856,K.1,tRNA aminoacylation,"COG0223,bactNOG00822,cyaNOG06032,cyaNOG00308","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.2.9,methionyl-tRNA formyltransferase%3B N10-formyltetrahydrofolic-methionyl-transfer ribonucleic transformylase%3B formylmethionyl-transfer ribonucleic synthetase%3B methionyl ribonucleic formyltransferase%3B methionyl-tRNA Met formyltransferase%3B methionyl-tRNA transformylase%3B methionyl-transfer RNA transformylase%3B methionyl-transfer ribonucleate methyltransferase%3B methionyl-transfer ribonucleic transformylase,"methionyl-tRNA aminoacylation,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA,biosynthetic process,charged-tRNA amino acid modification,translation,translational initiation,methionyl-tRNA aminoacylation,conversion of methionyl-tRNA to N-formyl-methionyl-tRNA,biosynthetic process,charged-tRNA amino acid modification,translation,translational initiation,methionyl-tRNA formyltransferase activity,transferase activity,hydroxymethyl-%2C formyl- and related transferase activity",methionyl-tRNA formyltransferase,"TIGR00460,PF02911,PF00551,IPR005794,IPR005793,IPR002376","methionyl-tRNA formyltransferase,Formyl transferase%2C C-terminal domain,Formyl transferase,Methionyl-tRNA formyltransferase,Formyl transferase%2C C-terminal,Formyl transferase%2C N-terminal",137,Protein synthesis / tRNA aminoacylation
P9301_RS14015,,P9301_RS14015,P9301_10281,Protein Homology,887926.0,888636.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807471.1,TerC family protein,WP_011862993.1,P9301_10281,887926.0,888636.0,-,CK_Pro_MIT9301_10281,terC,GO:0016021,CK_00001261,J.8,Photosystem II,"COG0861,bactNOG96104,bactNOG85847,bactNOG19171,bactNOG89590,cyaNOG06766,cyaNOG01404","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,integral component of membrane,putative photosystem II assembly factor TerC,"TIGR03716,PF03741,IPR005496,IPR022493","integral membrane protein%2C YkoY family,Integral membrane protein TerC family,Integral membrane protein TerC,Integral membrane YkoY",164,Energy metabolism / Photosynthesis
