baseMean,log2FoldChange (positive means more highly expressed in UV treatment),lfcSE,stat,pvalue,padj,gene
628.1704388,0.656380285,0.111134941,5.90615587,3.50E-09,4.69E-08,MIT0604_00306
172.6434511,0.610514592,0.199681172,3.057446963,0.002232311,0.008462114,MIT0604_00307
269355.1723,-0.464217664,0.130720775,-3.551215663,3.83E-04,0.001821194,MIT0604_00308
3746.588122,0.171523556,0.12561362,1.365485341,0.172100557,0.29779361,MIT0604_00309
6556.254448,-0.067961218,0.168149275,-0.404171939,0.686086287,0.787658305,MIT0604_00310
3969.518322,0.265995832,0.102698738,2.590059398,0.009595937,0.028886594,MIT0604_00311
463.6579788,0.430766709,0.117722629,3.659166584,2.53E-04,0.001251127,MIT0604_00312
11262.94887,0.234590714,0.127510277,1.839778874,0.065800708,0.138147743,MIT0604_00313
1140.425296,1.167875594,0.106885347,10.92643313,8.62E-28,4.30E-26,MIT0604_00314
414.5034465,-0.118451163,0.175374335,-0.675419029,0.499409579,0.639331713,MIT0604_00315
572.4246913,0.16252634,0.145046422,1.120512577,0.262495396,0.412377648,MIT0604_00316
1965.345764,-0.250069718,0.111307651,-2.246653454,0.024662183,0.06318334,MIT0604_00317
1754.288707,0.23085206,0.119787361,1.927182114,0.053956938,0.117876043,MIT0604_00318
718.1259689,-0.453330549,0.114635212,-3.954548871,7.67E-05,4.42E-04,MIT0604_00319
595.0166296,-0.362230841,0.119456844,-3.032315512,0.002426854,0.009081846,MIT0604_00321
337.9503038,-0.508359597,0.179842021,-2.826700867,0.004703024,0.015730539,MIT0604_00322
258.9797216,0.181676001,0.191315446,0.949614913,0.342307958,0.498721986,MIT0604_00323
487.4456694,0.0747188,0.118665365,0.629659715,0.528917245,0.661793154,MIT0604_00324
407.2690191,-0.208046172,0.134278472,-1.549363565,0.121294347,0.225103834,MIT0604_00325
1918.067164,-0.237379275,0.231288493,-1.026334134,0.304734113,0.457660109,MIT0604_00326
2083.135705,0.176667853,0.092606463,1.907727025,0.056426507,0.122357055,MIT0604_00327
3970.626887,0.221932726,0.119052532,1.864157975,0.062299523,0.132303959,MIT0604_00328
120.3639519,0.128033212,0.189847618,0.674399885,0.500057116,0.639451051,MIT0604_00329
720.9225208,-0.146425378,0.150898841,-0.970354556,0.331869792,0.488029788,MIT0604_00330
302.2851887,0.276227653,0.141812199,1.947841269,0.051433959,0.114689885,MIT0604_00331
141.9731253,0.136284848,0.233141069,0.584559591,0.558843885,0.686234813,MIT0604_00332
222.8812926,0.221259377,0.192911182,1.146949462,0.251402509,0.398621948,MIT0604_00333
1541.340186,-0.058857894,0.120478698,-0.488533618,0.62517192,0.740154378,MIT0604_00334
1772.559562,0.149186081,0.095069734,1.569227927,0.116594839,0.217565757,MIT0604_00335
876.3096241,0.185892718,0.14681337,1.266183851,0.205447268,0.339427407,MIT0604_00336
2050.16883,0.243077984,0.081229407,2.99248749,0.00276714,0.010151139,MIT0604_00337
1627.923035,0.067022314,0.150833128,0.444347438,0.656791409,0.767127575,MIT0604_00338
4027.761571,0.047914312,0.19692492,0.243312589,0.807763253,0.877183755,MIT0604_00339
1401.02722,0.233043376,0.160688872,1.450277002,0.14698129,0.262998864,MIT0604_00340
569.7971214,-0.129228667,0.177863621,-0.726560421,0.467495281,0.609530472,MIT0604_00341
2739.370884,0.178673208,0.108796446,1.642270635,0.10053393,0.194878775,MIT0604_00342
20661.65646,0.1231863,0.192568435,0.63970141,0.522366739,0.656002892,MIT0604_00343
15082.73881,-0.004517667,0.171114715,-0.026401392,0.978937184,0.985193911,MIT0604_00344
17780.57502,0.068623362,0.14323369,0.479100706,0.631866988,0.744206976,MIT0604_00345
692.013378,0.087484945,0.159702152,0.547800663,0.583828783,0.707996161,MIT0604_00346
469.5734401,0.417228262,0.108844405,3.83325409,1.26E-04,6.72E-04,MIT0604_00347
503.3192013,-0.141679823,0.14706014,-0.963414168,0.335339719,0.491528057,MIT0604_00348
1984.016081,-0.168461408,0.106279373,-1.585080933,0.112947947,0.211725685,MIT0604_00349
139.6389641,-0.253568709,0.356982415,-0.710311484,0.477511,0.619825629,MIT0604_00350
1440.202407,0.781997566,0.225457903,3.468485932,5.23E-04,0.002380888,MIT0604_00351
2404.87915,0.425712427,0.091590776,4.647983614,3.35E-06,2.74E-05,MIT0604_00352
1729.397015,0.249642862,0.124202351,2.009968903,0.04443448,0.10185597,MIT0604_00353
929.6472996,0.440062643,0.158116211,2.783159555,0.005383233,0.017574923,MIT0604_00354
479.6652181,0.305329317,0.161006279,1.896381425,0.057909626,0.124387204,MIT0604_00355
916.4344733,0.391677663,0.133315417,2.937977262,0.003303613,0.011740442,MIT0604_00357
3178.909117,0.358539029,0.093081821,3.851869518,1.17E-04,6.33E-04,MIT0604_00358
10066.72845,0.297369261,0.110312439,2.695700171,0.007024086,0.022018842,MIT0604_00359
1710.312728,0.032591169,0.093645275,0.348027911,0.727819223,0.817486336,MIT0604_00360
10328.14253,-0.250464829,0.133610851,-1.874584489,0.060849909,0.13002063,MIT0604_00361
76158.62414,-0.138224146,0.136531634,-1.012396483,0.311348519,0.465884809,MIT0604_00362
724.3216381,-0.095568363,0.181598591,-0.526261589,0.598706467,0.720065886,MIT0604_00363
2581.636492,0.046430558,0.109147642,0.425392225,0.670550773,0.778127796,MIT0604_00364
5685.810788,0.255963025,0.141011782,1.815188928,0.069494881,0.144716196,MIT0604_00365
278.037901,0.403282475,0.159497579,2.52845515,0.011456572,0.033502291,MIT0604_00366
38.12522784,0.543237385,0.359771851,1.509949663,0.131056269,0.23931506,MIT0604_00367
1276.478724,-0.522887282,0.157262951,-3.3249235,8.84E-04,0.003787498,MIT0604_00369
2850.045307,-0.570486987,0.169247553,-3.370725179,7.50E-04,0.003272171,MIT0604_00370
184.2125803,0.350717253,0.194543665,1.802768818,0.071424529,0.147832165,MIT0604_00371
927.8224794,0.422423826,0.112875509,3.742386905,1.82E-04,9.33E-04,MIT0604_00372
3082.895705,0.331114595,0.084887897,3.900610155,9.60E-05,5.37E-04,MIT0604_00373
18577.38407,0.063615116,0.150897556,0.421578174,0.67333294,0.779241016,MIT0604_00374
13609.85526,0.104612365,0.118753691,0.880918849,0.378361745,0.527233827,MIT0604_00375
2703.325445,-0.253465948,0.135582841,-1.869454471,0.061559612,0.131126458,MIT0604_00376
7533.111646,0.263715176,0.091861341,2.870796053,0.004094396,0.013992034,MIT0604_00382
6287.849367,0.087785285,0.140630128,0.624228155,0.532477759,0.66543466,MIT0604_00383
705.4185536,-0.489335706,0.247924876,-1.973725727,0.048412938,0.109124284,MIT0604_00384
3094.852957,-0.034791914,0.102601479,-0.339097592,0.734536212,0.821636954,MIT0604_00385
347.8668353,0.645864973,0.168211403,3.839602803,1.23E-04,6.60E-04,MIT0604_00386
2036.423422,4.340691135,0.145355712,29.86254257,6.03E-196,2.06E-193,MIT0604_00387
12.49249737,1.243571429,0.643415206,1.932766615,0.053264955,0.116988586,MIT0604_00388
138.0409951,0.716764067,0.275335748,2.603236497,0.009234823,0.027964026,MIT0604_00389
306.3264136,0.132588756,0.144888312,0.915110094,0.360133837,0.513745851,MIT0604_00390
493.1563637,0.53819809,0.601910376,0.89414988,0.371241704,0.521215205,MIT0604_00391
71.7796514,0.241685225,0.259883805,0.929974167,0.35238446,0.507078784,MIT0604_00392
3032.523777,4.017722685,0.740258201,5.427461229,5.72E-08,6.29E-07,MIT0604_00393
20622.16958,3.100287501,0.095129249,32.59026567,5.63E-233,2.31E-230,MIT0604_00394
1744.627331,-1.177144438,0.23409855,-5.028414053,4.95E-07,4.89E-06,MIT0604_00395
3200.735524,-0.111316512,0.165884752,-0.67104728,0.50219041,0.64048833,MIT0604_00396
514.8640564,-0.423649016,0.19758491,-2.144136487,0.032021952,0.078784779,MIT0604_00397
274.7031393,0.963780637,0.174142307,5.5344428,3.12E-08,3.65E-07,MIT0604_00398
343.743136,-0.109598884,0.19497569,-0.562115637,0.574037235,0.699020952,MIT0604_00399
577.3706066,0.515418716,0.138740357,3.714987678,2.03E-04,0.001024577,MIT0604_00400
542.9087049,0.372769069,0.16959734,2.197965299,0.027951579,0.07046414,MIT0604_00401
1.714994353,0.960966656,2.02879088,0.473664716,0.635739018,0.74747718,MIT0604_00402
120.7584979,0.063851,0.240557057,0.26542975,0.79067842,0.866908798,MIT0604_00403
3.014838225,-0.248236134,1.572229644,-0.157887962,0.874545084,0.918852857,MIT0604_00404
252.3731741,0.195689058,0.196700405,0.994858436,0.31980512,0.4757566,MIT0604_00405
409.4145072,-0.303927363,0.157990917,-1.923701489,0.054392011,0.118573426,MIT0604_00406
528.2096595,-0.411896124,0.142175499,-2.897096381,0.00376634,0.01304023,MIT0604_00407
92.81690158,-1.339361427,0.45740898,-2.928148519,0.003409871,0.012055279,MIT0604_00408
10715.40293,-0.924548235,0.126837745,-7.289220055,3.12E-13,6.72E-12,MIT0604_00409
165.8637783,-0.460332725,0.198033017,-2.324525127,0.020097366,0.053644336,MIT0604_00410
106.0059065,-0.487039378,0.379132792,-1.284614226,0.198927125,0.331329763,MIT0604_00411
783.4705358,0.255283842,0.123837342,2.061444779,0.039260627,0.092729427,MIT0604_00412
260.8305006,0.886521929,0.230547342,3.845292342,1.20E-04,6.49E-04,MIT0604_00413
217.9466617,0.030362026,0.396689612,0.076538495,0.938990689,0.958156667,MIT0604_00414
2.971259569,-0.419499285,1.171210786,-0.358175735,0.720211805,0.815193247,MIT0604_00415
38.69082929,-0.60908442,0.33041922,-1.843368618,0.065275209,0.137185167,MIT0604_00416
2311.198266,0.050610294,0.149148063,0.339329211,0.73436174,0.821636954,MIT0604_00417
40.63087138,0.296370026,0.3581687,0.827459312,0.407976775,0.553469175,MIT0604_00418
229.1401614,-0.647774592,0.194570563,-3.329252804,8.71E-04,0.003736926,MIT0604_00419
344.2104903,-0.250510927,0.180333673,-1.389152244,0.16478646,0.287813894,MIT0604_00420
255.4275371,-0.372167177,0.157782122,-2.358741109,0.018337043,0.049716461,MIT0604_00421
22.62705721,-0.442488047,0.462438144,-0.956858885,0.338638486,0.494784426,MIT0604_00422
1102.641012,-0.979242437,0.115728624,-8.461540454,2.64E-17,7.40E-16,MIT0604_00423
1353.828581,-0.199802654,0.119292089,-1.67490281,0.093953302,0.18439349,MIT0604_00424
278.9668848,-0.059108869,0.17941414,-0.329454909,0.74181187,0.827900407,MIT0604_00425
123.79451,-0.970971643,0.377093488,-2.574883082,0.010027398,0.029980971,MIT0604_00426
445.9027586,0.143665161,0.265942615,0.540211132,0.589051437,0.711799463,MIT0604_00427
130.5240767,0.343636869,0.21281652,1.614709557,0.106373607,0.202932687,MIT0604_00428
412.867431,-0.343420572,0.135800282,-2.528864934,0.011443205,0.033502291,MIT0604_00429
208.1929639,-0.231441917,0.155425093,-1.489089771,0.136463731,0.246986081,MIT0604_00430
2462.849442,-0.881701345,0.13950619,-6.320159288,2.61E-10,4.31E-09,MIT0604_00431
2239.138134,-0.707995942,0.207579283,-3.410725442,6.48E-04,0.002870687,MIT0604_00432
2103.716215,0.406010485,0.127769083,3.177689575,0.001484536,0.005935245,MIT0604_00435
3451.597011,0.377863633,0.124354625,3.038597345,0.002376823,0.00892726,MIT0604_00436
2059.277873,0.186866096,0.144853474,1.290035312,0.197038398,0.329793623,MIT0604_00437
1445.47826,0.116608042,0.13220683,0.882012237,0.37777019,0.526768105,MIT0604_00438
2478.058387,-0.079124767,0.09856786,-0.802744092,0.422122662,0.566984967,MIT0604_00439
531.1669076,-0.555698989,0.154093315,-3.606249815,3.11E-04,0.001506893,MIT0604_00440
468.1361188,-0.610322913,0.12592113,-4.846866549,1.25E-06,1.15E-05,MIT0604_00441
370.6558064,-0.041703349,0.170650196,-0.244379146,0.806937191,0.876751821,MIT0604_00442
5733.494517,-0.641909442,0.139034396,-4.616911077,3.89E-06,3.10E-05,MIT0604_00443
2100.690536,-0.467795428,0.084290484,-5.54980117,2.86E-08,3.38E-07,MIT0604_00444
379.9769356,-0.034026519,0.131891769,-0.257988189,0.796416022,0.869473919,MIT0604_00445
293.7501518,0.61951321,0.15497181,3.997586469,6.40E-05,3.80E-04,MIT0604_00446
1171.987127,0.104298353,0.187567453,0.556057844,0.578171313,0.702800877,MIT0604_00447
2646.659023,0.079808787,0.124521121,0.6409257,0.521570958,0.655511064,MIT0604_00448
89.72663378,0.535944462,0.333327457,1.607861729,0.107865465,0.204451921,MIT0604_00449
1520.772825,-0.974105396,0.096114036,-10.1348922,3.87E-24,1.68E-22,MIT0604_00450
1018.49443,0.118629086,0.167608381,0.707775384,0.479084755,0.620687654,MIT0604_00451
10405.45687,0.354718366,0.098645679,3.595883481,3.23E-04,0.001560801,MIT0604_00452
1029.582285,0.333554223,0.091504632,3.645216812,2.67E-04,0.001311486,MIT0604_00453
44794.69974,-0.514182576,0.128013336,-4.016632889,5.90E-05,3.55E-04,MIT0604_00454
1054.672778,0.062619252,0.129773758,0.482526308,0.629432114,0.742980841,MIT0604_00455
3837.420268,0.425042077,0.075322858,5.642936094,1.67E-08,2.02E-07,MIT0604_00456
14401.92651,0.542774617,0.119466193,4.543332326,5.54E-06,4.28E-05,MIT0604_00457
434.4679365,0.291891389,0.145998511,1.999276484,0.045578447,0.103896527,MIT0604_00458
538.2913642,0.383241037,0.116612084,3.286460755,0.001014549,0.004240014,MIT0604_00459
734.1503696,0.126795226,0.13467271,0.941506453,0.346445384,0.502960072,MIT0604_00460
536.3575608,-0.157692302,0.214941558,-0.733651989,0.463160867,0.604649422,MIT0604_00461
647.5671981,0.50541817,0.138634187,3.64569649,2.67E-04,0.001311486,MIT0604_00462
2351.851326,0.504727421,0.104590014,4.825770654,1.39E-06,1.26E-05,MIT0604_00463
72712.62122,0.339935221,0.267663432,1.270009949,0.204081086,0.338262335,MIT0604_00464
411.0888958,0.125010445,0.252616277,0.494862986,0.62069684,0.737171224,MIT0604_00465
1435.266079,-0.369603123,0.1202843,-3.072746184,0.002120988,0.008100117,MIT0604_00466
408.7311444,0.166233574,0.154472006,1.076140447,0.281864449,0.433357565,MIT0604_00467
1970.102917,-0.087266163,0.170496354,-0.511835951,0.608765827,0.729454648,MIT0604_00468
460.3329474,-0.130856397,0.132752946,-0.985713697,0.324273626,0.479962482,MIT0604_00469
1188.542216,0.65870695,0.103775675,6.347411885,2.19E-10,3.64E-09,MIT0604_00470
306.6124508,0.47540903,0.197208295,2.410694901,0.015922162,0.044525498,MIT0604_00471
201.0922266,0.680562582,0.177521185,3.833697836,1.26E-04,6.72E-04,MIT0604_00472
173.8528955,0.256260261,0.230584004,1.111353154,0.266416368,0.416300997,MIT0604_00473
335.4533665,-0.257768325,0.232365737,-1.109321572,0.267291482,0.417349858,MIT0604_00474
1339.559215,-0.624041256,0.19357421,-3.223783039,0.001265092,0.005158652,MIT0604_00475
551.1412192,-0.807016884,0.179475847,-4.496520832,6.91E-06,5.18E-05,MIT0604_00476
2685.756068,0.029503428,0.111829083,0.263826072,0.791913944,0.867798631,MIT0604_00477
425.0484298,-0.027583725,0.124433071,-0.221675192,0.824566743,0.889298274,MIT0604_00478
2953.270387,-0.401543809,0.10000264,-4.015332068,5.94E-05,3.56E-04,MIT0604_00479
1034.917718,-0.318924416,0.114183028,-2.793098264,0.005220583,0.017180922,MIT0604_00480
470.189512,0.024783364,0.130127962,0.190453792,0.848953549,0.904166449,MIT0604_00481
151.6453354,-0.19265945,0.211257051,-0.911966958,0.361786112,0.514646401,MIT0604_00482
229.3921047,-0.43494518,0.183266395,-2.373294792,0.017630187,0.048376665,MIT0604_00483
215.8081408,0.375216362,0.175459081,2.138483569,0.032477516,0.079428286,MIT0604_00484
843.1650246,0.338863275,0.123388491,2.746311851,0.006026944,0.019398043,MIT0604_00485
5861.200267,0.123751868,0.136889484,0.904027574,0.36598078,0.518141378,MIT0604_00486
3593.991633,-0.197750193,0.140966788,-1.402814064,0.160672292,0.283043186,MIT0604_00487
75.82092716,-0.823735395,0.325583924,-2.530024775,0.011405447,0.033448353,MIT0604_00488
762.8581083,0.203027706,0.125961918,1.611818155,0.107001516,0.203728168,MIT0604_00489
468.3229934,0.028531307,0.147341344,0.193640879,0.846457087,0.902446697,MIT0604_00490
340.7080306,-0.064430685,0.171434681,-0.375832271,0.707041595,0.8058542,MIT0604_00491
615.7365466,0.002401035,0.118142063,0.02032329,0.983785477,0.988615057,MIT0604_00492
401.9899833,-0.125240471,0.14512248,-0.862998419,0.388138336,0.536474797,MIT0604_00493
137.3893545,0.056196656,0.172735822,0.325332957,0.74492909,0.830087015,MIT0604_00494
515.6946704,-0.357745466,0.144435413,-2.476854249,0.013254602,0.038053534,MIT0604_00495
3295.822422,-0.444344081,0.156777828,-2.834227824,0.004593657,0.015415108,MIT0604_00496
904.1183893,-0.230613016,0.143008854,-1.612578594,0.106836092,0.203625215,MIT0604_00497
837.6085586,-0.253211051,0.097621162,-2.593813114,0.009491807,0.028657416,MIT0604_00498
821.1062597,-0.444758113,0.148378277,-2.997461087,0.002722386,0.010017476,MIT0604_00499
822.3634424,-0.272780488,0.116745867,-2.336532289,0.019463517,0.052217325,MIT0604_00500
1439.005468,-0.181448947,0.08683483,-2.089587172,0.0366549,0.087552602,MIT0604_00501
346.7623918,0.20940563,0.191170727,1.095385434,0.273347813,0.42483931,MIT0604_00502
21665.0501,-0.870526268,0.080706917,-10.78626591,4.00E-27,1.95E-25,MIT0604_00503
265.4280012,-0.317752969,0.149980815,-2.118624101,0.034122247,0.082660639,MIT0604_00504
1791.111846,-0.103922375,0.10293509,-1.009591341,0.31269112,0.467210746,MIT0604_00505
418.1069122,0.135522304,0.153112434,0.885116254,0.376093934,0.525146169,MIT0604_00506
1019.357848,0.178245174,0.139100375,1.281414045,0.200048273,0.332925866,MIT0604_00507
959.5235484,0.077420866,0.130308277,0.59413621,0.552421014,0.682441651,MIT0604_00508
578.7319378,0.10399963,0.165848986,0.627074258,0.53061056,0.663506303,MIT0604_00509
440.6021178,-0.285422533,0.127807979,-2.233213725,0.025534854,0.065255737,MIT0604_00510
680.9246029,-0.699808115,0.14326242,-4.88479892,1.04E-06,9.55E-06,MIT0604_00511
1704.566403,0.059882472,0.167777307,0.356916397,0.721154394,0.815193247,MIT0604_00512
9350.075441,-0.22804099,0.117274067,-1.944513355,0.051833576,0.115125667,MIT0604_00513
1717.468804,0.044823301,0.121455175,0.369052211,0.712088809,0.809803218,MIT0604_00514
73.77025064,0.858077555,0.244301672,3.512368729,4.44E-04,0.002070927,MIT0604_00515
2560.372679,0.206356579,0.143652293,1.436500422,0.150859996,0.268764502,MIT0604_00516
2729.393459,-0.146797176,0.09558673,-1.535748498,0.124600075,0.229987696,MIT0604_00517
666.3608905,0.590816047,0.137475642,4.297605295,1.73E-05,1.19E-04,MIT0604_00518
448.6967417,0.479091006,0.171397464,2.795204762,0.005186685,0.01711286,MIT0604_00519
8750.52953,-0.189348385,0.102151241,-1.853608264,0.063795224,0.13490581,MIT0604_00520
25274.40871,-0.21243564,0.10970612,-1.936406477,0.052817937,0.116366863,MIT0604_00521
781.8099386,0.287772415,0.122068125,2.357473874,0.01839975,0.049820487,MIT0604_00522
443.8186839,-0.088877413,0.154442934,-0.575470891,0.564972872,0.690859897,MIT0604_00523
466.6799354,0.412632288,0.138412418,2.98117969,0.002871403,0.010458649,MIT0604_00524
1942.596822,0.281386078,0.130513217,2.15599679,0.031083916,0.077082048,MIT0604_00525
4070.046915,-0.072284051,0.146903227,-0.492052167,0.622682466,0.737905224,MIT0604_00527
5151.48609,0.439447322,0.14058944,3.125749147,0.001773528,0.006941513,MIT0604_00529
296.1093799,0.484326081,0.155498269,3.114671846,0.001841497,0.007193785,MIT0604_00530
3216.092543,-0.003379901,0.098173286,-0.034427909,0.972535929,0.980680318,MIT0604_00531
184.2810798,-0.411340045,0.195513819,-2.103892436,0.035387831,0.085261237,MIT0604_00532
756.534861,0.049710116,0.119845595,0.41478467,0.678299543,0.783124176,MIT0604_00533
1080.846998,-0.40683545,0.20418398,-1.992494465,0.046316832,0.104995077,MIT0604_00534
706.8248513,-0.304113736,0.111762969,-2.72105993,0.006507296,0.020683906,MIT0604_00535
216.3603811,-0.440403221,0.172223744,-2.557157394,0.010553146,0.031259911,MIT0604_00536
8832.013295,-0.341600373,0.158474266,-2.155557375,0.031118244,0.077082048,MIT0604_00537
5064.262876,-0.114285921,0.137460733,-0.831407764,0.405743314,0.552500141,MIT0604_00538
457.9936757,0.223460967,0.117798221,1.896980828,0.057830468,0.124347656,MIT0604_00539
799.8909804,0.249227019,0.139912457,1.781306858,0.074862335,0.154323463,MIT0604_00540
1749.409955,0.391012228,0.217811088,1.795189725,0.072623477,0.150010351,MIT0604_00541
2237.658387,0.811277963,0.11931411,6.799514037,1.05E-11,2.09E-10,MIT0604_00542
598.1646392,0.199887013,0.143433457,1.393587087,0.16344233,0.285954231,MIT0604_00543
799.7261222,0.281932487,0.096928042,2.908678245,0.003629602,0.012765971,MIT0604_00544
925.1436513,-0.297773696,0.097044532,-3.068423218,0.002151916,0.008172491,MIT0604_00545
294.0741313,-0.119499383,0.222254027,-0.537670271,0.590804707,0.7130762,MIT0604_00546
158.7141655,-0.141376402,0.155477337,-0.909305524,0.363188876,0.51556701,MIT0604_00547
463.9150985,0.097786333,0.131236995,0.745112563,0.456203675,0.599005082,MIT0604_00548
2187.076245,-0.004296136,0.087474566,-0.049112971,0.960829266,0.971747781,MIT0604_00549
2644.177235,0.313398087,0.116146825,2.698292319,0.006969621,0.021881617,MIT0604_00550
12657.72497,-0.348461706,0.134888679,-2.583328037,0.009785223,0.029370018,MIT0604_00551
387.0876306,-0.370438886,0.157827069,-2.347118833,0.01891922,0.05115937,MIT0604_00552
653.5180532,-0.018833039,0.147451954,-0.127723221,0.898368013,0.93348189,MIT0604_00553
672.0076104,0.115882563,0.134464861,0.86180555,0.38879453,0.536953575,MIT0604_00554
1232.288908,0.069067386,0.140383057,0.491992319,0.622724774,0.737905224,MIT0604_00555
155.0227058,-0.440125192,0.20726141,-2.12352696,0.033709719,0.08175805,MIT0604_00556
945.9971841,-0.619639918,0.12648072,-4.899085958,9.63E-07,8.96E-06,MIT0604_00557
162.9605553,0.410280364,0.192058446,2.136226616,0.032660947,0.079686482,MIT0604_00558
92.45983564,0.093197229,0.267163891,0.348839168,0.727210057,0.817486336,MIT0604_00559
1423.557819,0.670357115,0.150581607,4.451786174,8.52E-06,6.25E-05,MIT0604_00560
4876.222308,0.626658254,0.077697226,8.065387728,7.30E-16,1.92E-14,MIT0604_00561
2948.629543,0.044337592,0.10058528,0.440796031,0.659360667,0.768628295,MIT0604_00562
1782.975236,0.241220678,0.134523309,1.793151532,0.072948698,0.150530226,MIT0604_00563
320.3064702,0.350026158,0.18131657,1.930469781,0.053548656,0.11723433,MIT0604_00564
2160.056261,-0.296234002,0.106662856,-2.777292989,0.005481374,0.017866837,MIT0604_00565
1738.472435,-0.155655213,0.114778267,-1.356138385,0.175055142,0.300871432,MIT0604_00566
217.3020219,0.175266181,0.239598558,0.731499313,0.464474224,0.605977525,MIT0604_00567
383.3591328,-0.017455012,0.128551629,-0.135782112,0.891993532,0.928744029,MIT0604_00568
1157.066435,-0.036815833,0.090804277,-0.405441618,0.685152924,0.787658305,MIT0604_00569
595.2949142,0.03624383,0.224485045,0.161453206,0.871736464,0.917452206,MIT0604_00570
62.73976509,-0.237043785,0.299273803,-0.792063264,0.428323789,0.571936592,MIT0604_00571
661.1093964,-0.417948338,0.153135799,-2.729266048,0.006347547,0.020238986,MIT0604_00572
13452.33375,-0.189934483,0.11243682,-1.689255207,0.091170533,0.179620868,MIT0604_00573
657.0054153,0.098551987,0.093213865,1.057267474,0.290389533,0.441739652,MIT0604_00574
1093.076054,0.14450632,0.084749852,1.70509229,0.088177213,0.174846261,MIT0604_00575
1439.742613,0.480356027,0.100889055,4.761230301,1.92E-06,1.66E-05,MIT0604_00576
168.7938738,-0.222238045,0.168891502,-1.315862803,0.188220095,0.317369469,MIT0604_00577
458.226094,-0.720755284,0.160338246,-4.495217458,6.95E-06,5.19E-05,MIT0604_00578
1339.298162,-0.181708987,0.185369546,-0.980252642,0.326961425,0.482217114,MIT0604_00579
5671.008492,-0.215175668,0.129035511,-1.66756938,0.095401241,0.18616429,MIT0604_00580
307.4290685,0.007124564,0.152561555,0.046699602,0.962752648,0.973212183,MIT0604_00581
182.052298,-0.09021297,0.187126191,-0.482096975,0.629737059,0.742980841,MIT0604_00582
1169.668468,-0.500406492,0.107974735,-4.634477621,3.58E-06,2.90E-05,MIT0604_00583
1996.332674,-0.461707085,0.112592048,-4.10070776,4.12E-05,2.57E-04,MIT0604_00584
953.0656285,0.296154198,0.11933525,2.481699233,0.013075759,0.037592807,MIT0604_00585
6135.410701,-0.262179041,0.113843603,-2.30297562,0.021280215,0.056062548,MIT0604_00586
3245.110113,0.308771504,0.101159969,3.0523092,0.00227088,0.008576554,MIT0604_00587
1494.688117,-0.065476632,0.133156219,-0.491727933,0.622911689,0.737905224,MIT0604_00588
670.1301833,0.00339898,0.192405365,0.017665721,0.985905527,0.990259378,MIT0604_00589
3651.599312,0.520438999,0.085856708,6.061716203,1.35E-09,1.90E-08,MIT0604_00590
208.4231492,-0.376336766,0.174659345,-2.154690127,0.031186091,0.077098947,MIT0604_00591
1164.960257,0.267149587,0.236069853,1.131654821,0.257779582,0.40621617,MIT0604_00592
341.7291065,-0.135921362,0.130687859,-1.040045825,0.298318611,0.450337904,MIT0604_00593
2011.619066,-0.297078086,0.116680063,-2.546091248,0.010893671,0.032177986,MIT0604_00594
2077.956089,0.136368148,0.151444686,0.90044855,0.367881594,0.518658986,MIT0604_00595
3300.596279,-0.205504771,0.107332708,-1.914651879,0.055536914,0.120555741,MIT0604_00596
7905.144048,0.275109606,0.095968886,2.86665415,0.004148361,0.014129275,MIT0604_00597
5248.295931,-0.148187232,0.120986102,-1.224828554,0.220639824,0.359307653,MIT0604_00598
10149.47855,0.11803512,0.103927092,1.135749279,0.25606151,0.404125649,MIT0604_00599
2321.439224,-0.747903116,0.115460228,-6.477582167,9.32E-11,1.60E-09,MIT0604_00600
438.9465722,0.156115146,0.152328265,1.024860001,0.30542925,0.458031997,MIT0604_00601
710.3530984,0.160800582,0.16265549,0.988596095,0.322860798,0.478910183,MIT0604_00602
11559.24698,-0.240162498,0.171323727,-1.401805234,0.160973415,0.28332982,MIT0604_00603
50909.2273,-0.429347695,0.175655748,-2.444256448,0.014515105,0.041152936,MIT0604_00604
18077.65536,-0.588224011,0.158372597,-3.714177968,2.04E-04,0.001025337,MIT0604_00605
11329.73795,-1.237926164,0.125551936,-9.859873155,6.21E-23,2.54E-21,MIT0604_00606
1159.428879,-1.36101019,0.123736403,-10.99927072,3.85E-28,1.97E-26,MIT0604_00607
607.7817323,-0.387545722,0.101130792,-3.832123863,1.27E-04,6.74E-04,MIT0604_00608
490.7898057,-0.42170994,0.118972046,-3.544613659,3.93E-04,0.001863097,MIT0604_00609
306.8187873,-0.135729257,0.233065161,-0.582366136,0.560320086,0.687223018,MIT0604_00610
581.9879259,0.237487445,0.155692506,1.525362081,0.127168811,0.233256771,MIT0604_00611
450.9634943,-0.153782519,0.190792429,-0.806020029,0.420231301,0.56518625,MIT0604_00612
258.6001839,0.080057828,0.161849454,0.494643794,0.620851583,0.737171224,MIT0604_00613
456.3565021,0.658007839,0.151240434,4.350740229,1.36E-05,9.48E-05,MIT0604_00614
1387.179618,0.295415924,0.11935871,2.475026118,0.013322643,0.038195309,MIT0604_00615
250.9545933,-0.08307507,0.157074116,-0.528890897,0.596881137,0.718292585,MIT0604_00616
81.13098885,-0.183878746,0.272700183,-0.674289043,0.500127568,0.639451051,MIT0604_00617
121.3482811,-0.158604327,0.243506755,-0.651334401,0.514830646,0.650931644,MIT0604_00618
