gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
EZ55_RS02170,,EZ55_RS02170,ALTBGP6_00436,Protein Homology,493860,494972,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975487.1,DUF2855 family protein,WP_156077814.1,,,,,,ALTBGP6_00436,
EZ55_RS02175,,EZ55_RS02175,ALTBGP6_00437,Protein Homology,495039,495893,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948047.1,alpha/beta hydrolase family protein,WP_156079085.1,,,,,,ALTBGP6_00437,3.-.-.-
EZ55_RS02180,,EZ55_RS02180,ALTBGP6_00438,Protein Homology,496038,498275,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948048.1,bifunctional diguanylate cyclase/phosphodiesterase,WP_156077815.1,"GO:0000160,GO:0007165,GO:0005515,GO:0005525,GO:0046872,GO:0052621,GO:0071111",,"protein binding|0005515||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,ALTBGP6_00438,"2.7.7.65,3.1.4.52"
argA,argA,EZ55_RS02185,ALTBGP6_00439,Protein Homology,498494,499804,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978136.1,amino-acid N-acetyltransferase,WP_075177760.1,"GO:0006526,GO:0004042",,L-glutamate N-acetyltransferase activity|0004042||IEA,L-arginine biosynthetic process|0006526||IEA,,ALTBGP6_00439,2.3.1.1
argH,argH,EZ55_RS02190,ALTBGP6_00440,Protein Homology,499823,501205,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948049.1,argininosuccinate lyase,WP_014948049.1,"GO:0042450,GO:0004056",,argininosuccinate lyase activity|0004056||IEA,L-arginine biosynthetic process via ornithine|0042450||IEA,,ALTBGP6_00440,4.3.2.1
EZ55_RS02195,,EZ55_RS02195,ALTBGP6_00441,Protein Homology,501259,502470,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948050.1,argininosuccinate synthase,WP_110289422.1,"GO:0006526,GO:0004055,GO:0005524",,"argininosuccinate synthase activity|0004055||IEA,ATP binding|0005524||IEA",L-arginine biosynthetic process|0006526||IEA,,ALTBGP6_00441,6.3.4.5
EZ55_RS02200,,EZ55_RS02200,ALTBGP6_00442,Protein Homology,502508,503419,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948051.1,ornithine carbamoyltransferase,WP_075177759.1,,,,,,ALTBGP6_00442,2.1.3.3
argB,argB,EZ55_RS02205,ALTBGP6_00443,Protein Homology,503416,504261,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997131.1,acetylglutamate kinase,WP_156077816.1,"GO:0006592,GO:0003991,GO:0005737",cytoplasm|0005737||IEA,acetylglutamate kinase activity|0003991||IEA,ornithine biosynthetic process|0006592||IEA,,ALTBGP6_00443,2.7.2.8
argC,argC,EZ55_RS02210,ALTBGP6_00444,Protein Homology,504258,505271,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517037.1,N-acetyl-gamma-glutamyl-phosphate reductase,WP_069943627.1,"GO:0006526,GO:0006592,GO:0003942,GO:0070401",,"N-acetyl-gamma-glutamyl-phosphate reductase activity|0003942||IEA,NADP+ binding|0070401||IEA","L-arginine biosynthetic process|0006526||IEA,ornithine biosynthetic process|0006592||IEA",,ALTBGP6_00444,1.2.1.38
EZ55_RS02215,,EZ55_RS02215,ALTBGP6_00445,Protein Homology,505885,506295,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948054.1,methylglyoxal synthase,WP_014948054.1,"GO:0019242,GO:0008929",,methylglyoxal synthase activity|0008929||IEA,methylglyoxal biosynthetic process|0019242||IEA,,ALTBGP6_00445,4.2.3.3
EZ55_RS02220,,EZ55_RS02220,ALTBGP6_00446,Protein Homology,506349,507305,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948055.1,hypothetical protein,WP_156077817.1,,,,,,ALTBGP6_00446,
EZ55_RS02225,,EZ55_RS02225,ALTBGP6_00447,Protein Homology,507467,508216,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948056.1,flagellar basal body L-ring protein FlgH,WP_039225072.1,"GO:0071973,GO:0003774,GO:0009427",bacterial-type flagellum basal body%2C distal rod%2C L ring|0009427||IEA,cytoskeletal motor activity|0003774||IEA,bacterial-type flagellum-dependent cell motility|0071973||IEA,,ALTBGP6_00447,
EZ55_RS02230,,EZ55_RS02230,ALTBGP6_00448,Protein Homology,508222,509475,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978144.1,flagellar assembly protein T N-terminal domain-containing protein,WP_156077818.1,,,,,,ALTBGP6_00448,
EZ55_RS02235,,EZ55_RS02235,ALTBGP6_00449,Protein Homology,509530,510411,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975495.1,Spy/CpxP family protein refolding chaperone,WP_156077819.1,"GO:0006457,GO:0044183,GO:0051082",,"protein folding chaperone|0044183||IEA,unfolded protein binding|0051082||IEA",protein folding|0006457||IEA,,ALTBGP6_00449,
EZ55_RS02240,,EZ55_RS02240,ALTBGP6_00450,Protein Homology,510668,511381,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517040.1,response regulator transcription factor,WP_039225152.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,ALTBGP6_00450,
EZ55_RS02245,,EZ55_RS02245,ALTBGP6_00451,Protein Homology,511381,512742,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948060.1,ATP-binding protein,WP_156077820.1,,,,,,ALTBGP6_00451,
EZ55_RS02250,,EZ55_RS02250,ALTBGP6_00452,Protein Homology,512807,513784,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978148.1,alpha/beta fold hydrolase,WP_156077821.1,,,,,,ALTBGP6_00452,
trmL,trmL,EZ55_RS02255,ALTBGP6_00453,Protein Homology,513937,514401,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517043.1,tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL,WP_014975499.1,"GO:0006400,GO:0008175",,tRNA methyltransferase activity|0008175||IEA,tRNA modification|0006400||IEA,,ALTBGP6_00453,2.1.1.207
EZ55_RS02260,,EZ55_RS02260,ALTBGP6_00454,Protein Homology,514516,515751,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948063.1,efflux RND transporter periplasmic adaptor subunit,WP_156077822.1,"GO:0006810,GO:0005215,GO:0016020",membrane|0016020||IEA,transporter activity|0005215||IEA,transport|0006810||IEA,,ALTBGP6_00454,
EZ55_RS02265,,EZ55_RS02265,ALTBGP6_00455,Protein Homology,515753,517723,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997138.1,MacB family efflux pump subunit,WP_156077823.1,"GO:0005524,GO:0016020",membrane|0016020||IEA,ATP binding|0005524||IEA,,,ALTBGP6_00455,
EZ55_RS02270,,EZ55_RS02270,ALTBGP6_00456,Protein Homology,517728,519137,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975502.1,TolC family protein,WP_156077824.1,"GO:0055085,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,transmembrane transport|0055085||IEA,,ALTBGP6_00456,
EZ55_RS02275,,EZ55_RS02275,ALTBGP6_00457,Protein Homology,519297,519689,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948066.1,NAD(FAD)-dependent dehydrogenase,WP_156077825.1,,,,,,ALTBGP6_00457,
gpsA,gpsA,EZ55_RS02280,ALTBGP6_00458,Protein Homology,519780,520811,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978154.1,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,WP_014975504.1,"GO:0006072,GO:0047952",,glycerol-3-phosphate dehydrogenase [NAD(P)+] activity|0047952||IEA,glycerol-3-phosphate metabolic process|0006072||IEA,,ALTBGP6_00458,1.1.1.94
secB,secB,EZ55_RS02285,ALTBGP6_00459,Protein Homology,520822,521331,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007107044.1,protein-export chaperone SecB,WP_014948068.1,"GO:0015031,GO:0051262,GO:0051082",,unfolded protein binding|0051082||IEA,"protein transport|0015031||IEA,protein tetramerization|0051262||IEA",,ALTBGP6_00459,
grxC,grxC,EZ55_RS02290,ALTBGP6_00460,Protein Homology,521394,521654,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785632.1,glutaredoxin 3,WP_014948069.1,GO:0045454,,,cell redox homeostasis|0045454||IEA,,ALTBGP6_00460,
EZ55_RS02295,,EZ55_RS02295,ALTBGP6_00461,Protein Homology,521667,522092,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948070.1,rhodanese-like domain-containing protein,WP_014948070.1,,,,,,ALTBGP6_00461,
EZ55_RS02300,,EZ55_RS02300,ALTBGP6_00462,Protein Homology,522346,523509,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948071.1,murein hydrolase activator EnvC family protein,WP_039225056.1,"GO:0006508,GO:0004222,GO:0016787,GO:0046872",,"metalloendopeptidase activity|0004222||IEA,hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",proteolysis|0006508||IEA,,ALTBGP6_00462,3.4.-.-
EZ55_RS02305,,EZ55_RS02305,ALTBGP6_00463,Protein Homology,523633,524541,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948072.1,divergent polysaccharide deacetylase family protein,WP_156077826.1,"GO:0005975,GO:0016810",,hydrolase activity%2C acting on carbon-nitrogen (but not peptide) bonds|0016810||IEA,carbohydrate metabolic process|0005975||IEA,,ALTBGP6_00463,3.-.-.-
EZ55_RS02310,,EZ55_RS02310,ALTBGP6_00464,Protein Homology,524698,525126,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997143.1,MerC domain-containing protein,WP_014948073.1,,,,,,ALTBGP6_00464,
EZ55_RS02315,,EZ55_RS02315,ALTBGP6_00465,Protein Homology,525250,525942,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948074.1,glycerophosphodiester phosphodiesterase,WP_061439267.1,"GO:0006629,GO:0008081,GO:0046872",,"phosphoric diester hydrolase activity|0008081||IEA,metal ion binding|0046872||IEA",lipid metabolic process|0006629||IEA,,ALTBGP6_00465,3.1.4.-
EZ55_RS02320,,EZ55_RS02320,ALTBGP6_00466,Protein Homology,525975,526850,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948075.1,DMT family transporter,WP_014948075.1,"GO:0055085,GO:0022857,GO:0016020",membrane|0016020||IEA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,,ALTBGP6_00466,
asd,asd,EZ55_RS02325,ALTBGP6_00467,Protein Homology,526854,527801,-,Phosphatidylserine decarboxylase is synthesized as a single chain precursor. Generation of the pyruvoyl active site from a Ser is coupled to cleavage of a Gly-Ser bond between the larger (beta) and smaller (alpha chains). It is an integral membrane protein.,,COORDINATES: similar to AA sequence:RefSeq:WP_014975508.1,archaetidylserine decarboxylase,WP_039231034.1,"GO:0008654,GO:0004609",,phosphatidylserine decarboxylase activity|0004609||IEA,phospholipid biosynthetic process|0008654||IEA,,ALTBGP6_00467,4.1.1.65
rsgA,rsgA,EZ55_RS02330,ALTBGP6_00468,Protein Homology,528050,529093,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517055.1,small ribosomal subunit biogenesis GTPase RsgA,WP_014975509.1,"GO:0003924,GO:0005525",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA",,,ALTBGP6_00468,3.6.1.-
orn,orn,EZ55_RS02335,ALTBGP6_00469,Protein Homology,529180,529725,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975510.1,oligoribonuclease,WP_014948078.1,"GO:0000175,GO:0003676",,"3'-5'-RNA exonuclease activity|0000175||IEA,nucleic acid binding|0003676||IEA",,,ALTBGP6_00469,3.1.-.-
EZ55_RS02350,,EZ55_RS02350,ALTBGP6_00473,Protein Homology,530820,533906,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948080.1,TonB-dependent receptor domain-containing protein,WP_014948080.1,,,,,,ALTBGP6_00473,
EZ55_RS02355,,EZ55_RS02355,ALTBGP6_00474,Protein Homology,534089,534550,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517059.1,hotdog fold domain-containing protein,WP_014975511.1,,,,,,ALTBGP6_00474,
maoP,maoP,EZ55_RS02360,ALTBGP6_00475,Protein Homology,534784,535161,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517060.1,DUF413 domain-containing protein,WP_039225146.1,,,,,,ALTBGP6_00475,
EZ55_RS02365,,EZ55_RS02365,ALTBGP6_00476,Protein Homology,535435,537153,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982564.1,acetolactate synthase 3 large subunit,WP_014975512.1,"GO:0009082,GO:0000287,GO:0003984,GO:0030976,GO:0050660",,"magnesium ion binding|0000287||IEA,acetolactate synthase activity|0003984||IEA,thiamine pyrophosphate binding|0030976||IEA,flavin adenine dinucleotide binding|0050660||IEA",branched-chain amino acid biosynthetic process|0009082||IEA,,ALTBGP6_00476,
ilvN,ilvN,EZ55_RS02370,ALTBGP6_00477,Protein Homology,537153,537650,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785617.1,acetolactate synthase small subunit,WP_014975513.1,"GO:0009082,GO:1990610",,acetolactate synthase regulator activity|1990610||IEA,branched-chain amino acid biosynthetic process|0009082||IEA,,ALTBGP6_00477,2.2.1.6
EZ55_RS02375,,EZ55_RS02375,ALTBGP6_00478,Protein Homology,537721,538782,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975518.1,hypothetical protein,WP_039225050.1,,,,,,ALTBGP6_00478,
tatA,tatA,EZ55_RS02380,ALTBGP6_00479,Protein Homology,538960,539205,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978168.1,Sec-independent protein translocase subunit TatA,WP_230633705.1,"GO:0043953,GO:0016020",membrane|0016020||IEA,,protein transport by the Tat complex|0043953||IEA,,ALTBGP6_00479,
tatB,tatB,EZ55_RS02385,ALTBGP6_00480,Protein Homology,539205,539504,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517066.1,Sec-independent protein translocase protein TatB,WP_014948087.1,"GO:0015628,GO:0008320,GO:0016020",membrane|0016020||IEA,protein transmembrane transporter activity|0008320||IEA,protein secretion by the type II secretion system|0015628||IEA,,ALTBGP6_00480,
tatC,tatC,EZ55_RS02390,ALTBGP6_00481,Protein Homology,539505,540260,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978169.1,twin-arginine translocase subunit TatC,WP_014948088.1,"GO:0015628,GO:0005886",plasma membrane|0005886||IEA,,protein secretion by the type II secretion system|0015628||IEA,,ALTBGP6_00481,
EZ55_RS02395,,EZ55_RS02395,ALTBGP6_00482,Protein Homology,540286,540828,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948089.1,hypothetical protein,WP_014948089.1,,,,,,ALTBGP6_00482,
EZ55_RS02400,,EZ55_RS02400,ALTBGP6_00483,Protein Homology,540829,541605,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975519.1,TatD family hydrolase,WP_039225048.1,"GO:0004536,GO:0016788,GO:0046872",,"DNA nuclease activity|0004536||IEA,hydrolase activity%2C acting on ester bonds|0016788||IEA,metal ion binding|0046872||IEA",,,ALTBGP6_00483,3.1.-.-
EZ55_RS02405,,EZ55_RS02405,ALTBGP6_00484,Protein Homology,541618,543516,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978172.1,sensor domain-containing diguanylate cyclase,WP_039225047.1,"GO:0005525,GO:0046872,GO:0052621",,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",,,ALTBGP6_00484,2.7.7.65
hemB,hemB,EZ55_RS02410,ALTBGP6_00485,Protein Homology,543513,544523,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975521.1,porphobilinogen synthase,WP_039225046.1,"GO:0033014,GO:0003824,GO:0004655,GO:0046872",,"catalytic activity|0003824||IEA,porphobilinogen synthase activity|0004655||IEA,metal ion binding|0046872||IEA",tetrapyrrole biosynthetic process|0033014||IEA,,ALTBGP6_00485,4.2.1.24
EZ55_RS02415,,EZ55_RS02415,ALTBGP6_00486,Protein Homology,544636,546147,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517072.1,Ppx/GppA phosphatase family protein,WP_061439275.1,,,,,,ALTBGP6_00486,
rhlB,rhlB,EZ55_RS02420,ALTBGP6_00487,Protein Homology,546181,547473,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975523.1,ATP-dependent RNA helicase RhlB,WP_156077827.1,"GO:0003676,GO:0003724,GO:0005524",,"nucleic acid binding|0003676||IEA,RNA helicase activity|0003724||IEA,ATP binding|0005524||IEA",,,ALTBGP6_00487,3.6.4.13
trxA,trxA,EZ55_RS02425,ALTBGP6_00488,Protein Homology,547574,547900,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008303866.1,thioredoxin TrxA,WP_012517074.1,"GO:0045454,GO:0015035",,protein-disulfide reductase activity|0015035||IEA,cell redox homeostasis|0045454||IEA,,ALTBGP6_00488,
rho,rho,EZ55_RS02430,ALTBGP6_00489,Protein Homology,548172,549437,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517075.1,transcription termination factor Rho,WP_014948094.1,"GO:0006353,GO:0003723,GO:0005524,GO:0008186",,"RNA binding|0003723||IEA,ATP binding|0005524||IEA,ATP-dependent activity%2C acting on RNA|0008186||IEA",DNA-templated transcription termination|0006353||IEA,,ALTBGP6_00489,
EZ55_RS02435,,EZ55_RS02435,ALTBGP6_00490,Protein Homology,549667,550965,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978175.1,amidohydrolase,WP_061439278.1,GO:0004180,,carboxypeptidase activity|0004180||IEA,,,ALTBGP6_00490,
EZ55_RS02440,,EZ55_RS02440,ALTBGP6_00491,Protein Homology,550988,553804,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978176.1,ATP-binding protein,WP_061439280.1,,,,,,ALTBGP6_00491,
nhaA,nhaA,EZ55_RS02445,ALTBGP6_00492,Protein Homology,553766,555040,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997168.1,Na+/H+ antiporter NhaA,WP_014948097.1,"GO:0006814,GO:0006885,GO:0015385,GO:0016020",membrane|0016020||IEA,sodium:proton antiporter activity|0015385||IEA,"sodium ion transport|0006814||IEA,regulation of pH|0006885||IEA",,ALTBGP6_00492,
purE,purE,EZ55_RS02450,ALTBGP6_00493,Protein Homology,555319,555813,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517079.1,5-(carboxyamino)imidazole ribonucleotide mutase,WP_014948098.1,"GO:0006189,GO:0009152,GO:0004638,GO:0009320",phosphoribosylaminoimidazole carboxylase complex|0009320||IEA,phosphoribosylaminoimidazole carboxylase activity|0004638||IEA,"'de novo' IMP biosynthetic process|0006189||IEA,purine ribonucleotide biosynthetic process|0009152||IEA",,ALTBGP6_00493,"4.1.1.21,5.4.99.18"
EZ55_RS02455,,EZ55_RS02455,ALTBGP6_00494,Protein Homology,555810,556946,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997170.1,5-(carboxyamino)imidazole ribonucleotide synthase,WP_061439282.1,"GO:0006189,GO:0004638,GO:0005524,GO:0046872",,"phosphoribosylaminoimidazole carboxylase activity|0004638||IEA,ATP binding|0005524||IEA,metal ion binding|0046872||IEA",'de novo' IMP biosynthetic process|0006189||IEA,,ALTBGP6_00494,6.3.4.18
EZ55_RS02465,,EZ55_RS02465,ALTBGP6_00496,Protein Homology,557149,557694,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975526.1,copper chaperone PCu(A)C,WP_061439284.1,GO:0016531,,copper chaperone activity|0016531||IEA,,,ALTBGP6_00496,
EZ55_RS02470,,EZ55_RS02470,ALTBGP6_00497,Protein Homology,557881,558354,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517082.1,Dps family protein,WP_014948101.1,"GO:0008199,GO:0016722",,"ferric iron binding|0008199||IEA,oxidoreductase activity%2C acting on metal ions|0016722||IEA",,,ALTBGP6_00497,1.16.-.-
EZ55_RS02475,,EZ55_RS02475,ALTBGP6_00498,Protein Homology,558549,559730,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997173.1,PQQ-dependent sugar dehydrogenase,WP_061439286.1,"GO:0016901,GO:0070968",,"oxidoreductase activity%2C acting on the CH-OH group of donors%2C quinone or similar compound as acceptor|0016901||IEA,pyrroloquinoline quinone binding|0070968||IEA",,,ALTBGP6_00498,1.1.5.-
EZ55_RS02480,,EZ55_RS02480,ALTBGP6_00499,Protein Homology,559931,562039,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948103.1,S9 family peptidase,WP_061439288.1,GO:0008233,,peptidase activity|0008233||IEA,,,ALTBGP6_00499,3.4.-.-
EZ55_RS02485,,EZ55_RS02485,ALTBGP6_00500,Protein Homology,562322,562654,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948104.1,DUF962 domain-containing protein,WP_014948104.1,,,,,,ALTBGP6_00500,
trxA,trxA,EZ55_RS02490,ALTBGP6_00501,Protein Homology,562943,563812,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517086.1,thioredoxin,WP_156077828.1,GO:0015035,,protein-disulfide reductase activity|0015035||IEA,,,ALTBGP6_00501,
EZ55_RS02495,,EZ55_RS02495,ALTBGP6_00502,Protein Homology,563966,564394,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978183.1,hypothetical protein,WP_014948106.1,,,,,,ALTBGP6_00502,
EZ55_RS02500,,EZ55_RS02500,ALTBGP6_00503,Protein Homology,564659,565837,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948107.1,aminotransferase class V-fold PLP-dependent enzyme,WP_156077829.1,,,,,,ALTBGP6_00503,
EZ55_RS02505,,EZ55_RS02505,ALTBGP6_00504,Protein Homology,565894,566076,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517089.1,DUF2065 domain-containing protein,WP_014948108.1,,,,,,ALTBGP6_00504,
EZ55_RS02510,,EZ55_RS02510,ALTBGP6_00505,Protein Homology,566581,567879,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_018982595.1,adenylosuccinate synthase,WP_014948109.1,"GO:0006164,GO:0004019,GO:0005525",,"adenylosuccinate synthase activity|0004019||IEA,GTP binding|0005525||IEA",purine nucleotide biosynthetic process|0006164||IEA,,ALTBGP6_00505,6.3.4.4
EZ55_RS02515,,EZ55_RS02515,ALTBGP6_00506,Protein Homology,568196,569602,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975532.1,aldehyde dehydrogenase family protein,WP_156077830.1,GO:0006081,,,aldehyde metabolic process|0006081||IEA,,ALTBGP6_00506,1.2.1.-
EZ55_RS02520,,EZ55_RS02520,ALTBGP6_00507,Protein Homology,569614,570030,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978187.1,VOC family protein,WP_049588357.1,"GO:0003824,GO:0046872",,"catalytic activity|0003824||IEA,metal ion binding|0046872||IEA",,,ALTBGP6_00507,
EZ55_RS02525,,EZ55_RS02525,ALTBGP6_00508,Protein Homology,570083,570802,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978188.1,PepSY domain-containing protein,WP_231515004.1,,,,,,ALTBGP6_00508,
EZ55_RS02530,,EZ55_RS02530,ALTBGP6_00509,Protein Homology,570880,571350,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948113.1,LabA-like NYN domain-containing protein,WP_014948113.1,GO:0004540,,RNA nuclease activity|0004540||IEA,,,ALTBGP6_00509,
ggt,ggt,EZ55_RS02535,ALTBGP6_00510,Protein Homology,571465,573183,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978190.1,gamma-glutamyltransferase,WP_156077831.1,"GO:0006750,GO:0006751,GO:0036374",,glutathione hydrolase activity|0036374||IEA,"glutathione biosynthetic process|0006750||IEA,glutathione catabolic process|0006751||IEA",,ALTBGP6_00510,2.3.2.2
EZ55_RS02540,,EZ55_RS02540,ALTBGP6_00511,Protein Homology,573260,574636,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517095.1,Na+/H+ antiporter NhaC family protein,WP_156077832.1,GO:0016020,membrane|0016020||IEA,,,,ALTBGP6_00511,
EZ55_RS02545,,EZ55_RS02545,ALTBGP6_00512,Protein Homology,574833,576806,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978192.1,glycoside hydrolase family 3 N-terminal domain-containing protein,WP_156077833.1,"GO:0005975,GO:0004553",,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,carbohydrate metabolic process|0005975||IEA,,ALTBGP6_00512,
EZ55_RS02550,,EZ55_RS02550,ALTBGP6_00513,Protein Homology,576901,577971,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978193.1,mechanosensitive ion channel family protein,WP_156077834.1,GO:0008381,,mechanosensitive monoatomic ion channel activity|0008381||IEA,,,ALTBGP6_00513,
EZ55_RS02555,,EZ55_RS02555,ALTBGP6_00514,Protein Homology,578131,579633,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066132.1,exo-beta-N-acetylmuramidase NamZ family protein,WP_156077835.1,GO:0033922,,peptidoglycan beta-N-acetylmuramidase activity|0033922||IEA,,,ALTBGP6_00514,3.2.1.-
murQ,murQ,EZ55_RS02560,ALTBGP6_00515,Protein Homology,579652,580665,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978195.1,N-acetylmuramic acid 6-phosphate etherase,WP_156077836.1,"GO:0009254,GO:0046348,GO:0016835",,carbon-oxygen lyase activity|0016835||IEA,"peptidoglycan turnover|0009254||IEA,amino sugar catabolic process|0046348||IEA",,ALTBGP6_00515,4.2.1.126
alr,alr,EZ55_RS02565,ALTBGP6_00516,Protein Homology,580856,581932,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066134.1,alanine racemase,WP_049588368.1,"GO:0006522,GO:0009252,GO:0008784",,alanine racemase activity|0008784||IEA,"alanine metabolic process|0006522||IEA,peptidoglycan biosynthetic process|0009252||IEA",,ALTBGP6_00516,5.1.1.1
EZ55_RS02570,,EZ55_RS02570,ALTBGP6_00517,Protein Homology,582358,583083,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948121.1,YitT family protein,WP_049588369.1,GO:0005886,plasma membrane|0005886||IEA,,,,ALTBGP6_00517,
EZ55_RS02575,,EZ55_RS02575,ALTBGP6_00518,Protein Homology,583306,583617,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948122.1,hypothetical protein,WP_014948122.1,,,,,,ALTBGP6_00518,
EZ55_RS02580,,EZ55_RS02580,ALTBGP6_00519,Protein Homology,583710,584096,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978198.1,VOC family protein,WP_039230988.1,,,,,,ALTBGP6_00519,
EZ55_RS02585,,EZ55_RS02585,ALTBGP6_00520,Protein Homology,584145,584540,-,,,COORDINATES: protein motif:HMM:NF018741.6,Rho-binding antiterminator,WP_231513030.1,,,,,,ALTBGP6_00520,
EZ55_RS02590,,EZ55_RS02590,ALTBGP6_00521,Protein Homology,585007,586125,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997195.1,TonB-dependent receptor,WP_156077837.1,,,,,,ALTBGP6_00521,
EZ55_RS02595,,EZ55_RS02595,ALTBGP6_00522,Protein Homology,586145,586942,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948126.1,substrate-binding periplasmic protein,WP_014975545.1,,,,,,ALTBGP6_00522,
