filename,locus_tag,type,start,end,strand,gene,product,db_xref,EC_number,KO,KEGG_KM,KEGG_manual,antiSMASH,BioV_transp,blast_phytohormones,blast_vibrioferrin,blast_DMSP,dbCAN_CAZy,Species,recommended_name,systematic_name,synonyms,Unnamed: 0,main,sub,path,ecpath,path_id,signal_product,SignalP,EC_number1,EC_number2,category_x,N Enzyme name,EC numbers,Unnamed: 3,_merge,EC_number_pattern,category_y,enzyme name,category,is_signal
28108.53,IHCOGGJP_00404,CDS,457877,458734,+,yghU,Disulfide-bond oxidoreductase YghU,COG:COG0625,1.8.4.-,K00799,,,,,,,,,Alteromonas macleodii 1A3,,,,4540.0,09100 Metabolism,09106 Metabolism of other amino acids,00480 Glutathione metabolism [PATH:ko00480],"K00799  GST, gst; glutathione S-transferase [EC:2.5.1.18]",K00799,Disulfide-bond oxidoreductase YghU,OTHER,1.8.4.-,1.8.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00405,CDS,458997,459524,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00406,CDS,459962,461437,+,katA_1,Catalase,COG:COG0753,1.11.1.6,K03781,,,,,,,,,Alteromonas macleodii 1A3,catalase,hydrogen-peroxide:hydrogen-peroxide oxidoreductase,catalase-A;Kat E catalase;KpA;caperase;catalase C;HPI-B;Cat1.4;catalase A;CP;hydrogen peroxide oxidoreductase;catalase-peroxidase;tyrosine-coordinated heme protein;HPI-A;optidase;CAT-A;KAT;CAT-1;Ab-catalase;catalase-1;BNC;catalase-phenol oxidase;CatG;PktA;VktA;CATPO;CatA;KatA;CcmC;KatC;CatP;H2O2:H2O2 oxidoreductase;KatB;KatP;catalase P;CAT-P;catalase form III;CatB;CatF;HPII;CATC;More;polyethylene glycol-catalase;manganese catalase;CAT;HTHP;haem catalase;equilase,1029.0,09100 Metabolism,09101 Carbohydrate metabolism,00630 Glyoxylate and dicarboxylate metabolism [PATH:ko00630],"K03781  katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",K03781,Catalase,OTHER,1.11.1.-,1.11.-.-,,,,,left_only,,ROS,catalase ,ROS,Not Signal
28108.53,IHCOGGJP_00407,CDS,461486,462064,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00408,CDS,462275,463129,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00409,CDS,463274,465511,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00410,CDS,465730,467040,-,argA,Amino-acid acetyltransferase,COG:COG0548,2.3.1.1,K14682,"M00028_Ornithine_biosynthesis,_glutamate_=>_ornithine",,,,,,,,Alteromonas macleodii 1A3,amino-acid N-acetyltransferase,acetyl-CoA:L-glutamate N-acetyltransferase,"SINAGS1;acetyltransferase, amino acid;ArgH(A);PaNAGS;argJ;XcNAGS;ArgA;N-acetyl-L-glutamate synthase/kinase;Cg3035;NAGS/K;N-acetyl-L-glutamate synthetase;ngNAGS;acetylglutamate synthase;N-acetyl-glutamate synthase;NAT;ARG2;acetylglutamic synthetase;N-acetylglutamate synthetase;Rv2747;acetylglutamate synthetase;NAGS-K;AGAS;N-acetylglutamate synthase/kinase;amino acid acetyltransferase;N-acetyl-L-glutamate synthase;pitax;NAGS;More;N-acetylglutamate synthase",3798.0,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],K14682  argAB; amino-acid N-acetyltransferase [EC:2.3.1.1],K14682,Amino-acid acetyltransferase,OTHER,2.3.1.-,2.3.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00411,CDS,467059,468441,-,argH,Argininosuccinate lyase,COG:COG0165,4.3.2.1,K01755,"M00844_Arginine_biosynthesis,_ornithine_=>_arginine",,,,,,,,Alteromonas macleodii 1A3,argininosuccinate lyase,2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming),"ASL;ASAL;Rv1659;lyase, argininosuccinate;delta2 crystallin;ArgH;delta2-crystallin;AL;argininosuccinic acid lyase;hASL;ARG4;arginine-succinate lyase;argininosuccinase;Arginosuccinase;Argininosuccinate lyase;L-argininosuccinate arginine-lyase",3258.0,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K01755  argH, ASL; argininosuccinate lyase [EC:4.3.2.1]",K01755,Argininosuccinate lyase,OTHER,4.3.2.-,4.3.-.-,Other enzymes relevant to N cycling,Carbon–nitrogen lyases ,4.3.x.x,,both,4.3.-.-,,,Other enzymes relevant to N cycling,Not Signal
28108.53,IHCOGGJP_00412,CDS,468495,469706,-,argG,Argininosuccinate synthase,COG:COG0137,6.3.4.5,K01940,"M00844_Arginine_biosynthesis,_ornithine_=>_arginine",,,,,,,,Alteromonas macleodii 1A3,argininosuccinate synthase,L-citrulline:L-aspartate ligase (AMP-forming),"tAsS;arininosuccinate synthetase;Arginine succinate synthetase;argininosuccinate synthase 1;ASS1;Citrulline--aspartate ligase;ASS;Elastin-binding protein;Argininosuccinate synthetase;Synthetase, argininosuccinate;PyARG1;ARGG;AS;Argininosuccinic acid synthetase;EAS;Citrulline-aspartate ligase",3257.0,09100 Metabolism,09105 Amino acid metabolism,"00250 Alanine, aspartate and glutamate metabolism [PATH:ko00250]","K01940  argG, ASS1; argininosuccinate synthase [EC:6.3.4.5]",K01940,Argininosuccinate synthase,OTHER,6.3.4.-,6.3.-.-,Other enzymes relevant to N cycling,Forming carbon–nitrogen bonds ,6.3.x.x,,both,6.3.-.-,,,Other enzymes relevant to N cycling,Not Signal
28108.53,IHCOGGJP_00413,CDS,469744,470655,-,argF,Ornithine carbamoyltransferase,,2.1.3.3,,,,,,,,,,Alteromonas macleodii 1A3,ornithine carbamoyltransferase,carbamoyl-phosphate:L-ornithine carbamoyltransferase,"ornithine transcarbamylase;arcB gene product;ornithine transcarbamylase 3;catabolic ornithine carbamoyltransferase;otcase;aTtOTCase;carbamoyltransferase;citrulline phosphorylase;ornithine carbamoytransferase;anabolic ornithine transcarbamoylase;OTC;cOTC;ArgF;ornithine carbamyltransferase;Lmo0036;Mtb OTC;ROTCase;carbamylphosphate-ornithine transcarbamylase;catabolic ornithine transcarbamylase;OCT;L-ornithine carbamoyltransferase;L-ornithine carbamyltransferase;ornithine carbamyl transferase;carbamoyltransferase, ornithine;ornithine transcarbamoylase;ArgK;AOTC;MB1684;L-ornithine transcarbamylase;anabolic ornithine carbamoyltransferase",,,,,,,Ornithine carbamoyltransferase,OTHER,2.1.3.-,2.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00414,CDS,470652,471497,-,argB,Acetylglutamate kinase,COG:COG0548,2.7.2.8,K00930,"M00028_Ornithine_biosynthesis,_glutamate_=>_ornithine",,,,,,,,Alteromonas macleodii 1A3,acetylglutamate kinase,ATP:N-acetyl-L-glutamate 5-phosphotransferase,"N-acetylglutamate kinase;SYPA5-5 N-acetylglutamate kinase;NAGK1;CcNAGK;N-acetyl-L-glutamate 5-phosphotransferase;amino-acid acetyltransferase;N-acetyl-L-glutamate synthase/kinase;kinase, acetylglutamate (phosphorylating);GRMZM2G132777;xcNAGS/K;N-acetyl-L-glutamate kinase;N-acetylglutamate phosphokinase;N-acetyl-glutamate 5-phosphotransferase;N-acetylglutamic 5-phosphotransferase;yNAGK;N-acetylglutamate 5-phosphotransferase;NagK;N-acetyl glutamate kinase;mmNAGS/K;NAGS-K;EcNAGK;acetylglutamate phosphokinase;N-acetylglutamate-5-phosphotransferase;argB",3803.0,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],K00930  argB; acetylglutamate kinase [EC:2.7.2.8],K00930,Acetylglutamate kinase,OTHER,2.7.2.-,2.7.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00415,CDS,471494,472540,-,argC,N-acetyl-gamma-glutamyl-phosphate reductase,COG:COG0002,1.2.1.38,K00145,"M00028_Ornithine_biosynthesis,_glutamate_=>_ornithine",,,,,,,,Alteromonas macleodii 1A3,N-acetyl-gamma-glutamyl-phosphate reductase,N-acetyl-L-glutamate-5-semialdehyde:NADP+ 5-oxidoreductase (phosphorylating),"NAGSA dehydrogenase;N-acetyl-gamma-glutamyl phosphate reductase;AGPreductase;N-acetylglutamate 5-phosphate reductase;N-acetylglutamate 5-semialdehyde dehydrogenase;AGPR;argC;N-acetylglutamic gamma-semialdehyde dehydrogenase;lysY;N-acetyl-glutamate semialdehyde dehydrogenase;NAGSD;N-acetyl-L-glutamate gamma-semialdehyde:NADP oxidoreductase (phosphorylating);reductase, acetyl-gamma-glutamyl phosphate",3804.0,09100 Metabolism,09105 Amino acid metabolism,00220 Arginine biosynthesis [PATH:ko00220],K00145  argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38],K00145,N-acetyl-gamma-glutamyl-phosphate reductase,OTHER,1.2.1.-,1.2.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00416,CDS,473120,473530,+,mgsA,Methylglyoxal synthase,COG:COG1803,4.2.3.3,K01734,,,,,,,,,Alteromonas macleodii 1A3,methylglyoxal synthase,glycerone-phosphate phosphate-lyase (methylglyoxal-forming),"methylglyoxal synthetase;EC 4.2.99.11;MGS;synthase, methylglyoxal;msgA;MgsA",1169.0,09100 Metabolism,09101 Carbohydrate metabolism,00640 Propanoate metabolism [PATH:ko00640],K01734  mgsA; methylglyoxal synthase [EC:4.2.3.3],K01734,Methylglyoxal synthase,OTHER,4.2.3.-,4.2.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00417,CDS,473584,474552,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00418,CDS,474714,475463,+,flgH_1,Flagellar L-ring protein,,,K02393,,,,,,,,,Alteromonas macleodii 1A3,,,,18264.0,09140 Cellular Processes,09142 Cell motility,02040 Flagellar assembly [PATH:ko02040],K02393  flgH; flagellar L-ring protein FlgH,K02393,Flagellar L-ring protein,LIPO,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00419,CDS,475469,476707,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00420,CDS,476762,477643,-,,hypothetical protein,,,K06006,,,,,,,,,Alteromonas macleodii 1A3,,,,42330.0,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K06006  cpxP, spy; periplasmic protein CpxP/Spy",K06006,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00421,CDS,477855,478613,+,cpxR_1,Transcriptional regulatory protein CpxR,COG:COG0745,,K07662,,,,,,,,,Alteromonas macleodii 1A3,,,,10823.0,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K07662  cpxR; two-component system, OmpR family, response regulator CpxR",K07662,Transcriptional regulatory protein CpxR,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00422,CDS,478613,479974,+,sasA_2,Adaptive-response sensory-kinase SasA,,2.7.-.-,K07640,,,,,,,,,Alteromonas macleodii 1A3,,,,10822.0,09130 Environmental Information Processing,09132 Signal transduction,02020 Two-component system [PATH:ko02020],"K07640  cpxA; two-component system, OmpR family, sensor histidine kinase CpxA [EC:2.7.13.3]",K07640,Adaptive-response sensory-kinase SasA,OTHER,2.7.-.-,2.7.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00423,CDS,480039,481016,+,pldB,Lysophospholipase L2,COG:COG2267,3.1.1.5,K01048,,,,,,,,,Alteromonas macleodii 1A3,lysophospholipase,2-lysophosphatidylcholine acylhydrolase,lysophospholipase L2;LPLase;LLPL;thioesterase I/protease I/lysophospholipase L1;endothelial lipase;lysoPL2;phosphatidase B;lysophospholipase II;Galactin-10;lysophopholipase L2;lysophospholipase 1;hLysoPLA I;TesA;lysoPLC;phospholipase B precursor;lysophospholipase 3;Charcot-Leyden crystal protein homolog;TAP;APT1;ExoU;Lysolecithin acylhydrolase;AfPlb1;lysophospholipase I;CLC;lysolecithinase;VolA;lysophosphatidylcholine/transacylase;CnPlb1;LysoPL;phospholipase B/lipase;phospholipase B1;LipC;h-LPTA;acylprotein thioesterase 1;PLB1 enzyme;lysophospholipase-transacylase;lysoPLD;ACLysoPL;CnLYSO1;lysophospholipase A1;AfPlb2;lysophosphatidylcholine lysophospholipase;LPLA;lysoPLA;eosinophil lysophospholipases;lysophospholipase A;plaA;LysoPLA I;neuropathy target esterase;CbPlb1;lecitholipase;LYPLA1;acyl-protein thioesterase 1;hLysoPLA;LPL1;Charcot-Leyden crystal protein;PLB;lipoprotein-associated phospholipase A2;LPL;AfPlb3;Lp-PLA2;lysophosphatidylcholine hydrolase;ASNase1;cPLA2gamma;PLB/LIP;lecithinase B;NTE-related esterase;lysophosphatidase;phospholipase B;eosinophil Charcot-Leyden crystal protein;LCAT-like lysophospholipase;lysophospholipase 2;lysoplasmalogen-specific phospholipase D;lysophospholipase C;NTE;Pla;PLB1;More;Galectin-10;phospholipase A;NRE,2638.0,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ko00564],K01048  pldB; lysophospholipase [EC:3.1.1.5],K01048,Lysophospholipase L2,OTHER,3.1.1.-,3.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00424,CDS,481169,481633,+,trmL_1,tRNA (cytidine(34)-2'-O)-methyltransferase,COG:COG0219,2.1.1.207,K03216,,,,,,,,,Alteromonas macleodii 1A3,tRNA (cytidine34-2'-O)-methyltransferase,S-adenosyl-L-methionine:tRNA (cytidine34/5-carboxymethylaminomethyluridine34-2'-O)-methyltransferase,methyltransferase yibK;Trml;YibK;tRNA (cytidine/uridine-2'O)-ribose methyltransferase L;C/U34 2-O-methyltransferase;tRNA (Um34/Cm34) methyltransferase;tRNA (cytidine34/5-carboxymethylaminomethyluridine34'-O)-methyltransferase;tRNA methyltransferase L,42028.0,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03016 Transfer RNA biogenesis [BR:ko03016],"K03216  trmL, cspR; tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]",K03216,tRNA _cytidine_34_-2_-O_-methyltransferase,OTHER,2.1.1.-,2.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00425,CDS,481749,482984,+,mdtA_2,Multidrug resistance protein MdtA,,,K13888,,,,,,,,,Alteromonas macleodii 1A3,,,,48551.0,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],"K13888  macA; membrane fusion protein, macrolide-specific efflux system",K13888,Multidrug resistance protein MdtA,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00427,CDS,484961,486370,+,oprM,Outer membrane protein OprM,COG:COG1538,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,Outer membrane protein OprM,LIPO,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00428,CDS,486528,487562,+,,IS110 family transposase ISPpr8,,,K07486,,,,,,,,,Alteromonas macleodii 1A3,,,,57048.0,09190 Not Included in Pathway or Brite,09192 Unclassified: genetic information processing,99976 Replication and repair,K07486  K07486; transposase,K07486,IS110 family transposase ISPpr8,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00429,CDS,487933,488325,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00430,CDS,488416,489447,-,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+],COG:COG0240,1.1.1.94,K00057,,,,,,,,,Alteromonas macleodii 1A3,glycerol-3-phosphate dehydrogenase [NAD(P)+],sn-glycerol-3-phosphate:NAD(P)+ 2-oxidoreductase,glycerol phosphate dehydrogenase (nicotinamide adenine dinucleotide (phosphate));NAD(P)H-dependent dihydroxyacetone-phosphate reductase;NAD(P)H-dependent glycerol-3-phosphate dehydrogenase;L-glycerol-3-phosphate:NAD(P) oxidoreductase;CvGPD1;G3PDH;G3PD;NADP-dependent glycerol-3-phosphate dehydrogenase;sn-glycerol-3-phosphate dehydrogenase;GPDH;glycerol 3-phosphate dehydrogenase;glycerol 3-phosphate dehydrogenase (NADP);RP442;GpsA,2582.0,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ko00564],K00057  gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94],K00057,Glycerol-3-phosphate dehydrogenase _NAD_P___,OTHER,1.1.1.-,1.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00431,CDS,489458,489967,-,secB,Protein-export protein SecB,COG:COG1952,,K03071,,,,,,,,,Alteromonas macleodii 1A3,,,,8995.0,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",03060 Protein export [PATH:ko03060],K03071  secB; preprotein translocase subunit SecB,K03071,Protein-export protein SecB,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00432,CDS,490030,490290,-,grxC,Glutaredoxin 3,COG:COG0695,,K03676,,,,,Auxin-Ipyr;Auxin-TAM,,,,Alteromonas macleodii 1A3,,,,42428.0,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03110 Chaperones and folding catalysts [BR:ko03110],"K03676  grxC, GLRX, GLRX2; glutaredoxin 3",K03676,Glutaredoxin 3,OTHER,,,,,,,left_only,,ROS,glutaredoxin 3 ,ROS,Not Signal
28108.53,IHCOGGJP_00433,CDS,490303,490728,-,yibN,putative protein YibN,COG:COG0607,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,putative protein YibN,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00434,CDS,490982,492145,+,envC,Murein hydrolase activator EnvC,COG:COG4942,,K22719,,,,,,,,,Alteromonas macleodii 1A3,,,,57250.0,09190 Not Included in Pathway or Brite,09193 Unclassified: signaling and cellular processes,99978 Cell growth,K22719  envC; murein hydrolase activator,K22719,Murein hydrolase activator EnvC,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00435,CDS,492269,493177,+,,hypothetical protein,,,K09798,,,,,,,,,Alteromonas macleodii 1A3,,,,58083.0,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09798  K09798; uncharacterized protein,K09798,hypothetical protein,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00436,CDS,493334,493762,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00437,CDS,493886,494578,-,glpQ,Glycerophosphodiester phosphodiesterase,COG:COG0584,3.1.4.46,K01126,,,,,,,,,Alteromonas macleodii 1A3,glycerophosphodiester phosphodiesterase,glycerophosphodiester glycerophosphohydrolase,"phosphodiesterase, glycerophosphodiester;outer membrane protein D;GDPD1;Gde1p;GlpQ3;Ugp4;GlpQ1;GlpQ;immunoglobulin D-binding protein;GPX-PDE;MPN420;GPCPD1;IGD-binding protein;PfGDPD;T2047;GPDE;PSTAA_4169;GDPD2;gene hpd protein;GpdQ;GDPD6;GlpQ2;IgD-binding protein D;GP-PDE;PD/GlpQ;ttGDPD;GPC-PDE;PFLU4789;GPD protein;UGP1;protein D/glycerophosphodiester phosphodiesterase;TM1621;GDPD;Ugp2;glycerophosphoryl diester phosphodiesterase;GDE;Pgc1p;glycerophosphodiester phosphodiesterase domain containing 5;GD-PDE;Os02g31030;HPD;GDE4;ttGDD;Protein D;GDPD5;Pf2003;GDE2;glycerophosphodiesterase;UgpQ;GPD;phosphohydrolase GpdQ;UGP3;metallo-glycerophosphodiesterase;GDE5;YqiK;lipoprotein D",2642.0,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ko00564],"K01126  E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]",K01126,Glycerophosphodiester phosphodiesterase,OTHER,3.1.4.-,3.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00438,CDS,494611,495486,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00439,CDS,495490,496437,-,psd,Phosphatidylserine decarboxylase proenzyme,COG:COG0688,4.1.1.65,K01613,"M00093_Phosphatidylethanolamine_(PE)_biosynthesis,_PA_=>_PS_=>_PE",,,,,,,,Alteromonas macleodii 1A3,phosphatidylserine decarboxylase,phosphatidyl-L-serine carboxy-lyase (phosphatidylethanolamine-forming),"PS decarboxylase;phosphatidylserine decarboxylase 1;PSD3;type I PtdSer decarboxylase;Psd2p;CT699;PISD;phosphatidylserine decarboxylase 2;PSD2;PSD1;Tb927.9.10080;PSDC;Phosphatidylserine decarboxylase;phosphatidyl serine decarboxylase;PKH_072580;Decarboxylase, phosphatidylserine;PSD;Psd1 enzyme;phosphatidylserine decarboxylase2;Psd1p",2671.0,09100 Metabolism,09103 Lipid metabolism,00564 Glycerophospholipid metabolism [PATH:ko00564],"K01613  psd, PISD; phosphatidylserine decarboxylase [EC:4.1.1.65]",K01613,Phosphatidylserine decarboxylase proenzyme,OTHER,4.1.1.-,4.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00440,CDS,496686,497729,-,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,COG:COG1162,3.6.1.-,K06949,,,,,,,,,Alteromonas macleodii 1A3,,,,5248.0,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00730 Thiamine metabolism [PATH:ko00730],"K06949  rsgA, engC; ribosome biogenesis GTPase / thiamine phosphate phosphatase [EC:3.6.1.- 3.1.3.100]",K06949,Small ribosomal subunit biogenesis GTPase RsgA,OTHER,3.6.1.-,3.6.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00441,CDS,497816,498361,+,orn,Oligoribonuclease,COG:COG1949,3.1.-.-,K13288,,,,,,,,,Alteromonas macleodii 1A3,,,,8955.0,09120 Genetic Information Processing,09122 Translation,03008 Ribosome biogenesis in eukaryotes [PATH:ko03008],"K13288  orn, REX2, REXO2; oligoribonuclease [EC:3.1.-.-]",K13288,Oligoribonuclease,OTHER,3.1.-.-,3.1.-.-,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00442,tRNA,498463,498538,+,,tRNA-Gly(gcc),,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,,,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00443,tRNA,498700,498775,+,,tRNA-Gly(gcc),,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,,,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00444,CDS,499355,499495,-,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00445,CDS,499567,502653,+,btuB_3,Vitamin B12 transporter BtuB,,,K02014,,,,,,,,,Alteromonas macleodii 1A3,,,,48086.0,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,02000 Transporters [BR:ko02000],K02014  TC.FEV.OM; iron complex outermembrane recepter protein,K02014,Vitamin B12 transporter BtuB,SP,,,,,,,left_only,,,,,Is Signal
28108.53,IHCOGGJP_00446,CDS,503169,504557,+,,hypothetical protein,,,K00986,,,,,,,,,Alteromonas macleodii 1A3,,,,55954.0,09190 Not Included in Pathway or Brite,09191 Unclassified: metabolism,99980 Enzymes with EC numbers,K00986  ltrA; RNA-directed DNA polymerase [EC:2.7.7.49],K00986,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00447,CDS,504768,505229,+,,hypothetical protein,,,,,,,,,,,,Alteromonas macleodii 1A3,,,,,,,,,,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00448,CDS,505418,505840,+,,hypothetical protein,,,K09897,,,,,,,,,Alteromonas macleodii 1A3,,,,58103.0,09190 Not Included in Pathway or Brite,09194 Poorly characterized,99997 Function unknown,K09897  K09897; uncharacterized protein,K09897,hypothetical protein,OTHER,,,,,,,left_only,,,,,Not Signal
28108.53,IHCOGGJP_00449,CDS,506114,507832,+,ilvI,Acetolactate synthase isozyme 3 large subunit,COG:COG0028,2.2.1.6,K01652,"M00019_Valine/isoleucine_biosynthesis,_pyruvate_=>_valine_/_2-oxobutanoate_=>_isoleucine",,,,Auxin-Ipyr,,,,Alteromonas macleodii 1A3,acetolactate synthase,pyruvate:pyruvate acetaldehydetransferase (decarboxylating),"alpha-acetolactate synthetase;ilvX;acetohydroxy acid synthetase;acetolactate synthetase;ALS1R;Moilv6;AHAS;aceto-hydroxy acid synthase;AHAS II;acetohydroxy acid synthase;TM_0548;Ilv2;PF0935;EC 4.1.3.18;acetolactic synthetase;alpha-acetohydroxyacid synthase;GST-mALS;ALS1;alpha-acetohydroxy acid synthetase;AHASL;acetohydroxyacid synthase;ilvB2;TTHA1213;Ilv6;alpha-ALS;ilvB1;TM_0549;AHAS2;AHAS1;IlvN;synthase, acetolactate;Moilv2;alpha-acetolactate synthase;ALS;ALS2;AHAS3;sll1981;AHASS;ilvG;CalS;acetolactate-synthase;ilvB;catabolic acetolactate synthase;More;AlsS;acetohydroxy acid synthase I;GST-wALS;acetolactate pyruvate-lyase (carboxylating)",1285.0,09100 Metabolism,09101 Carbohydrate metabolism,00650 Butanoate metabolism [PATH:ko00650],"K01652  E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit [EC:2.2.1.6]",K01652,Acetolactate synthase isozyme 3 large subunit,OTHER,2.2.1.-,2.2.-.-,,,,,left_only,,,,,Not Signal
