seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
NC_003911.12,SPO_RS02660,,SPO_RS02660,SPO0527,Protein Homology,522994,523722,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019298033.1,SDR family NAD(P)-dependent oxidoreductase,WP_044027850.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,SPO0527,1.1.1.-
NC_003911.12,SPO_RS02665,,SPO_RS02665,SPO0528,Protein Homology,523761,525158,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019298034.1,PepSY-associated TM helix domain-containing protein,WP_011046287.1,GO:0016020,membrane|0016020||IEA,,,,SPO0528,
NC_003911.12,SPO_RS02670,,SPO_RS02670,SPO0529,GeneMarkS-2+,525224,525592,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011046288.1,,,,,,SPO0529,
NC_003911.12,yihA,yihA,SPO_RS02675,SPO0530,Protein Homology,525589,526242,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010437155.1,ribosome biogenesis GTP-binding protein YihA/YsxC,WP_011046289.1,"GO:0042254,GO:0003924,GO:0005525,GO:0043022,GO:0005737",cytoplasm|0005737||IEA,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA,ribosome binding|0043022||IEA",ribosome biogenesis|0042254||IEA,,SPO0530,
NC_003911.12,SPO_RS02680,,SPO_RS02680,SPO0531,Protein Homology,526239,526976,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010437158.1,MOSC domain-containing protein,WP_011046290.1,"GO:0016661,GO:0030151,GO:0030170,GO:0043546",,"oxidoreductase activity%2C acting on other nitrogenous compounds as donors|0016661||IEA,molybdenum ion binding|0030151||IEA,pyridoxal phosphate binding|0030170||IEA,molybdopterin cofactor binding|0043546||IEA",,,SPO0531,1.7.-.-
NC_003911.12,yidC,yidC,SPO_RS02685,SPO0532,Protein Homology,526973,528802,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010437161.1,membrane protein insertase YidC,WP_011046291.1,"GO:0032977,GO:0016020",membrane|0016020||IEA,membrane insertase activity|0032977||IEA,,,SPO0532,
NC_003911.12,SPO_RS02690,,SPO_RS02690,SPO0533,Protein Homology,528927,530468,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046292.1,putative bifunctional diguanylate cyclase/phosphodiesterase,WP_011046292.1,"GO:0005525,GO:0046872,GO:0052621,GO:0071111,GO:0005886",plasma membrane|0005886||IEA,"GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA,cyclic-guanylate-specific phosphodiesterase activity|0071111||IEA",,,SPO0533,2.7.7.65
NC_003911.12,ttcA,ttcA,SPO_RS02695,SPO0534,Protein Homology,530541,531425,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008560305.1,tRNA 2-thiocytidine(32) synthetase TtcA,WP_011046293.1,GO:0008033,,,tRNA processing|0008033||IEA,,SPO0534,2.8.1.-
NC_003911.12,SPO_RS02700,,SPO_RS02700,SPO0535,Protein Homology,531470,532399,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046294.1,calcium/sodium antiporter,WP_011046294.1,"GO:0098662,GO:0016020",membrane|0016020||IEA,,inorganic cation transmembrane transport|0098662||IEA,,SPO0535,
NC_003911.12,yidD,yidD,SPO_RS02705,SPO0536,Protein Homology,532528,532785,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046295.1,membrane protein insertion efficiency factor YidD,WP_011046295.1,,,,,,SPO0536,
NC_003911.12,rnpA,rnpA,SPO_RS02710,SPO0537,Protein Homology,532846,533271,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046296.1,ribonuclease P protein component,WP_011046296.1,"GO:0008033,GO:0000049,GO:0004526",,"tRNA binding|0000049||IEA,ribonuclease P activity|0004526||IEA",tRNA processing|0008033||IEA,,SPO0537,3.1.26.5
NC_003911.12,rpmH,rpmH,SPO_RS02715,SPO0538,Protein Homology,533296,533430,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_005980833.1,50S ribosomal protein L34,WP_008554144.1,"GO:0006412,GO:0003735,GO:0000315,GO:0022625","organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SPO0538,
NC_003911.12,SPO_RS02720,,SPO_RS02720,SPO0539,Protein Homology,533735,534469,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019298043.1,TVP38/TMEM64 family protein,WP_044027851.1,GO:0016020,membrane|0016020||IEA,,,,SPO0539,
NC_003911.12,SPO_RS02725,,SPO_RS02725,SPO0540,Protein Homology,534469,535887,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008281034.1,dihydrolipoyl dehydrogenase family protein,WP_011046298.1,"GO:0000166,GO:0016491",,"nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA",,,SPO0540,1.-.-.-
NC_003911.12,SPO_RS02730,,SPO_RS02730,SPO0541,Protein Homology,535901,537286,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046299.1,sensor histidine kinase,WP_011046299.1,"GO:0007165,GO:0000155,GO:0000156,GO:0004673,GO:0005524",,"phosphorelay sensor kinase activity|0000155||IEA,phosphorelay response regulator activity|0000156||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA",signal transduction|0007165||IEA,,SPO0541,2.7.13.3
NC_003911.12,SPO_RS02740,,SPO_RS02740,SPO0543,Protein Homology,537802,539055,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046300.1,NAD(P)/FAD-dependent oxidoreductase,WP_011046300.1,"GO:0016491,GO:0050660",,"oxidoreductase activity|0016491||IEA,flavin adenine dinucleotide binding|0050660||IEA",,,SPO0543,1.-.-.-
NC_003911.12,SPO_RS02745,,SPO_RS02745,SPO0544,Protein Homology,539068,541506,-,,,COORDINATES: protein motif:HMM:NF013434.6,GcvT family protein,WP_044027853.1,,,,,,SPO0544,
NC_003911.12,uvrB,uvrB,SPO_RS02750,SPO0545,Protein Homology,541827,544025,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_007797503.1,excinuclease ABC subunit UvrB,WP_011046302.1,"GO:0006289,GO:0003677,GO:0005515,GO:0005524,GO:0016787,GO:0016887,GO:0009380",excinuclease repair complex|0009380||IEA,"DNA binding|0003677||IEA,protein binding|0005515||IEA,ATP binding|0005524||IEA,hydrolase activity|0016787||IEA,ATP hydrolysis activity|0016887||IEA",nucleotide-excision repair|0006289||IEA,,SPO0545,3.1.25.-
NC_003911.12,SPO_RS02755,,SPO_RS02755,SPO0546,GeneMarkS-2+,544233,544619,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_044027855.1,,,,,,SPO0546,
NC_003911.12,SPO_RS02760,,SPO_RS02760,SPO0547,Protein Homology,544720,545253,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046304.1,REP-associated tyrosine transposase,WP_011046304.1,,,,,,SPO0547,
NC_003911.12,SPO_RS02765,,SPO_RS02765,SPO0548,GeneMarkS-2+,545461,545724,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011046305.1,,,,,,SPO0548,
NC_003911.12,SPO_RS02770,,SPO_RS02770,SPO0549,Protein Homology,545732,546208,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010437926.1,class I SAM-dependent methyltransferase,WP_044027857.1,"GO:0032259,GO:0008168,GO:0008757,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,S-adenosyl-L-methionine binding|1904047||IEA",methylation|0032259||IEA,,SPO0549,2.1.1.-
NC_003911.12,SPO_RS02775,,SPO_RS02775,SPO0550,Protein Homology,546205,546969,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046307.1,polysaccharide deacetylase family protein,WP_011046307.1,"GO:0005975,GO:0016787,GO:0046872",,"hydrolase activity|0016787||IEA,metal ion binding|0046872||IEA",carbohydrate metabolic process|0005975||IEA,,SPO0550,3.-.-.-
NC_003911.12,SPO_RS02780,,SPO_RS02780,SPO0551,Protein Homology,546966,548105,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046308.1,glycosyltransferase family protein,WP_011046308.1,,,,,,SPO0551,
NC_003911.12,SPO_RS02785,,SPO_RS02785,SPO0552,Protein Homology,548102,548686,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046309.1,histidine phosphatase family protein,WP_011046309.1,GO:0016791,,phosphatase activity|0016791||IEA,,,SPO0552,
NC_003911.12,SPO_RS02790,,SPO_RS02790,SPO0553,Protein Homology,548683,549762,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046310.1,glycosyltransferase family 4 protein,WP_011046310.1,"GO:0006486,GO:0016757",,glycosyltransferase activity|0016757||IEA,protein glycosylation|0006486||IEA,,SPO0553,2.4.-.-
NC_003911.12,SPO_RS02795,,SPO_RS02795,SPO0554,Protein Homology,549765,551009,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046311.1,glycosyltransferase family 4 protein,WP_011046311.1,"GO:0006486,GO:0016757",,glycosyltransferase activity|0016757||IEA,protein glycosylation|0006486||IEA,,SPO0554,2.4.-.-
NC_003911.12,SPO_RS02800,,SPO_RS02800,SPO0555,Protein Homology,551006,552220,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046312.1,glycosyltransferase family protein,WP_011046312.1,,,,,,SPO0555,
NC_003911.12,SPO_RS02805,,SPO_RS02805,SPO0556,Protein Homology,552230,553510,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007814103.1,nucleotide sugar dehydrogenase,WP_044027858.1,"GO:0016628,GO:0051287",,"oxidoreductase activity%2C acting on the CH-CH group of donors%2C NAD or NADP as acceptor|0016628||IEA,NAD binding|0051287||IEA",,,SPO0556,1.1.1.-
NC_003911.12,SPO_RS02810,,SPO_RS02810,SPO0557,Protein Homology,553748,556090,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008555202.1,mechanosensitive ion channel family protein,WP_044027860.1,"GO:0055085,GO:0008381,GO:0016020",membrane|0016020||IEA,mechanosensitive monoatomic ion channel activity|0008381||IEA,transmembrane transport|0055085||IEA,,SPO0557,
NC_003911.12,SPO_RS02815,,SPO_RS02815,SPO0558,Protein Homology,556181,557332,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046315.1,ABC transporter permease,WP_011046315.1,"GO:0042626,GO:0140359",,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,SPO0558,
NC_003911.12,SPO_RS02820,,SPO_RS02820,SPO0559,Protein Homology,557329,558357,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_009811031.1,ABC transporter permease,WP_011046316.1,GO:0055085,,,transmembrane transport|0055085||IEA,,SPO0559,
NC_003911.12,SPO_RS02825,,SPO_RS02825,SPO0560,Protein Homology,558370,560286,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046317.1,ABC transporter substrate-binding protein,WP_011046317.1,"GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,SPO0560,
NC_003911.12,SPO_RS02830,,SPO_RS02830,SPO0561,Protein Homology,560279,562051,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011537288.1,ABC transporter ATP-binding protein,WP_030003176.1,"GO:0015833,GO:0005524",,ATP binding|0005524||IEA,peptide transport|0015833||IEA,,SPO0561,7.5.2.-
NC_003911.12,SPO_RS02835,,SPO_RS02835,SPO0562,Protein Homology,562293,562796,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046318.1,class I SAM-dependent methyltransferase,WP_044028966.1,"GO:0032259,GO:0008168,GO:0008757,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosylmethionine-dependent methyltransferase activity|0008757||IEA,S-adenosyl-L-methionine binding|1904047||IEA",methylation|0032259||IEA,,SPO0562,2.1.1.-
NC_003911.12,SPO_RS02840,,SPO_RS02840,SPO0563,Protein Homology,562897,563526,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046319.1,glutathione S-transferase,WP_011046319.1,,,,,,SPO0563,
NC_003911.12,SPO_RS02845,,SPO_RS02845,SPO0564,Protein Homology,563718,566126,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_005978139.1,GcvT family protein,WP_011046320.1,,,,,,SPO0564,
NC_003911.12,SPO_RS02850,,SPO_RS02850,SPO0565,Protein Homology,566123,567646,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046321.1,trimethylamine methyltransferase family protein,WP_011046321.1,,,,,,SPO0565,
NC_003911.12,SPO_RS02855,,SPO_RS02855,SPO0566,Protein Homology,567658,568332,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_005978134.1,TetR/AcrR family transcriptional regulator,WP_044027862.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,SPO0566,
NC_003911.12,SPO_RS02860,,SPO_RS02860,SPO0567,Protein Homology,568329,569633,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_005978131.1,NAD(P)/FAD-dependent oxidoreductase,WP_011046323.1,"GO:0016491,GO:0050660",,"oxidoreductase activity|0016491||IEA,flavin adenine dinucleotide binding|0050660||IEA",,,SPO0567,1.-.-.-
NC_003911.12,SPO_RS02865,,SPO_RS02865,SPO0568,Protein Homology,569855,573268,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046324.1,indolepyruvate ferredoxin oxidoreductase family protein,WP_011046324.1,,,,,,SPO0568,
NC_003911.12,SPO_RS02870,,SPO_RS02870,SPO0569,Protein Homology,573419,573877,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046325.1,Lrp/AsnC family transcriptional regulator,WP_011046325.1,GO:0043565,,sequence-specific DNA binding|0043565||IEA,,,SPO0569,
NC_003911.12,SPO_RS02875,,SPO_RS02875,SPO0570,Protein Homology,574116,576395,+,,,COORDINATES: protein motif:HMM:NF016648.6,FecR domain-containing protein,WP_044027864.1,,,,,,SPO0570,
NC_003911.12,SPO_RS02880,,SPO_RS02880,SPO0571,Protein Homology,576444,581300,+,,,COORDINATES: protein motif:HMM:NF040138.5,PKD domain-containing protein,WP_158454155.1,,,,,,SPO0571,
NC_003911.12,SPO_RS22100,,SPO_RS22100,SPO0572,Protein Homology,581383,583098,+,,,COORDINATES: protein motif:HMM:NF012437.6,adenylate/guanylate cyclase domain-containing protein,WP_011046328.1,"GO:0009190,GO:0035556",,,"cyclic nucleotide biosynthetic process|0009190||IEA,intracellular signal transduction|0035556||IEA",,SPO0572,
NC_003911.12,SPO_RS02890,,SPO_RS02890,SPO0573,Protein Homology,583201,583596,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046329.1,DUF3307 domain-containing protein,WP_011046329.1,,,,,,SPO0573,
NC_003911.12,SPO_RS02895,,SPO_RS02895,SPO0574,Protein Homology,583856,586804,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008203681.1,cyclic nucleotide-binding domain-containing protein,WP_230981763.1,,,,,,SPO0574,
NC_003911.12,SPO_RS02900,,SPO_RS02900,SPO0575,Protein Homology,586900,588057,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046331.1,acyl-CoA dehydrogenase family protein,WP_011046331.1,"GO:0003995,GO:0050660",,"acyl-CoA dehydrogenase activity|0003995||IEA,flavin adenine dinucleotide binding|0050660||IEA",,,SPO0575,1.-.-.-
NC_003911.12,SPO_RS22105,,SPO_RS22105,SPO0576,Protein Homology,588054,588683,-,,,COORDINATES: protein motif:HMM:NF012655.6,TetR/AcrR family transcriptional regulator,WP_011046332.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,SPO0576,
NC_003911.12,SPO_RS02910,,SPO_RS02910,SPO0577,Protein Homology,588797,590560,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046333.1,acyclic terpene utilization AtuA family protein,WP_011046333.1,,,,,,SPO0577,
NC_003911.12,SPO_RS02915,,SPO_RS02915,SPO0578,Protein Homology,590573,592192,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046334.1,acyl-CoA carboxylase subunit beta,WP_011046334.1,"GO:0006633,GO:0003989,GO:0016874,GO:0009317",acetyl-CoA carboxylase complex|0009317||IEA,"acetyl-CoA carboxylase activity|0003989||IEA,ligase activity|0016874||IEA",fatty acid biosynthetic process|0006633||IEA,,SPO0578,
NC_003911.12,SPO_RS02920,,SPO_RS02920,SPO0579,Protein Homology,592192,594174,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046335.1,acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha,WP_011046335.1,"GO:0004075,GO:0005524,GO:0016421,GO:0046872",,"biotin carboxylase activity|0004075||IEA,ATP binding|0005524||IEA,CoA carboxylase activity|0016421||IEA,metal ion binding|0046872||IEA",,,SPO0579,6.4.-.-
NC_003911.12,SPO_RS02925,,SPO_RS02925,SPO0580,Protein Homology,594171,595301,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046336.1,NAD(P)H-dependent flavin oxidoreductase,WP_011046336.1,"GO:0004497,GO:0010181,GO:0016703",,"monooxygenase activity|0004497||IEA,FMN binding|0010181||IEA,oxidoreductase activity%2C acting on single donors with incorporation of molecular oxygen%2C incorporation of one atom of oxygen (internal monooxygenases or internal mixed function oxidases)|0016703||IEA",,,SPO0580,1.13.12.-
NC_003911.12,SPO_RS02930,,SPO_RS02930,SPO0581,Protein Homology,595304,596095,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046337.1,TIGR03084 family metal-binding protein,WP_011046337.1,GO:0046872,,metal ion binding|0046872||IEA,,,SPO0581,
NC_003911.12,SPO_RS02935,,SPO_RS02935,SPO0582,Protein Homology,596200,597357,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046338.1,acyl-CoA dehydrogenase family protein,WP_011046338.1,GO:0016627,,oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,,,SPO0582,
NC_003911.12,SPO_RS02940,,SPO_RS02940,SPO0583,Protein Homology,597540,598421,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046339.1,LysR substrate-binding domain-containing protein,WP_011046339.1,,,,,,SPO0583,
NC_003911.12,SPO_RS02945,,SPO_RS02945,SPO0584,Protein Homology,598519,599682,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046340.1,pyridoxal phosphate-dependent aminotransferase,WP_011046340.1,"GO:0009058,GO:0008483,GO:0030170",,"transaminase activity|0008483||IEA,pyridoxal phosphate binding|0030170||IEA",biosynthetic process|0009058||IEA,,SPO0584,2.6.1.-
NC_003911.12,SPO_RS02950,,SPO_RS02950,SPO0585,Protein Homology,599722,601914,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008554974.1,dehydrogenase E1 component subunit alpha/beta,WP_044027868.1,,,,,,SPO0585,
NC_003911.12,SPO_RS02955,,SPO_RS02955,SPO0586,Protein Homology,601911,602948,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046342.1,acyl carrier protein,WP_011046342.1,,,,,,SPO0586,
NC_003911.12,SPO_RS02960,,SPO_RS02960,SPO0587,Protein Homology,602992,604269,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046343.1,NAD(P)/FAD-dependent oxidoreductase,WP_011046343.1,"GO:0016491,GO:0050660",,"oxidoreductase activity|0016491||IEA,flavin adenine dinucleotide binding|0050660||IEA",,,SPO0587,1.-.-.-
NC_003911.12,SPO_RS02965,,SPO_RS02965,SPO0588,Protein Homology,604263,605174,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046344.1,LysR family transcriptional regulator,WP_011046344.1,"GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",,,SPO0588,
NC_003911.12,SPO_RS02970,,SPO_RS02970,SPO0589,Protein Homology,605250,608468,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_005978477.1,reductive dehalogenase,WP_044027870.1,,,,,,SPO0589,
NC_003911.12,SPO_RS02975,,SPO_RS02975,SPO0590,Protein Homology,608478,609506,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046346.1,LacI family DNA-binding transcriptional regulator,WP_011046346.1,,,,,,SPO0590,
NC_003911.12,SPO_RS02980,,SPO_RS02980,SPO_RS02980,Protein Homology,609660,609848,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008558231.1,hypothetical protein,WP_044027872.1,,,,,,,
NC_003911.12,SPO_RS02985,,SPO_RS02985,SPO0591,Protein Homology,609872,611017,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046347.1,TRAP transporter substrate-binding protein,WP_011046347.1,,,,,,SPO0591,
NC_003911.12,SPO_RS02990,,SPO_RS02990,SPO0592,Protein Homology,611097,611639,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046348.1,TRAP transporter small permease,WP_011046348.1,"GO:0015740,GO:0022857,GO:0005886,GO:0016020,GO:0031317","plasma membrane|0005886||IEA,membrane|0016020||IEA,tripartite ATP-independent periplasmic transporter complex|0031317||IEA",transmembrane transporter activity|0022857||IEA,C4-dicarboxylate transport|0015740||IEA,,SPO0592,
NC_003911.12,SPO_RS02995,,SPO_RS02995,SPO0593,Protein Homology,611650,612978,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046349.1,TRAP transporter large permease,WP_011046349.1,"GO:0008643,GO:0022857,GO:0005886,GO:0016020,GO:0031317","plasma membrane|0005886||IEA,membrane|0016020||IEA,tripartite ATP-independent periplasmic transporter complex|0031317||IEA",transmembrane transporter activity|0022857||IEA,carbohydrate transport|0008643||IEA,,SPO0593,
NC_003911.12,hisD,hisD,SPO_RS03000,SPO0594,Protein Homology,612991,614298,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_008205397.1,histidinol dehydrogenase,WP_011046350.1,"GO:0000105,GO:0004399,GO:0046872,GO:0051287",,"histidinol dehydrogenase activity|0004399||IEA,metal ion binding|0046872||IEA,NAD binding|0051287||IEA",L-histidine biosynthetic process|0000105||IEA,,SPO0594,1.1.1.23
NC_003911.12,SPO_RS03005,,SPO_RS03005,SPO0595,Protein Homology,614291,615052,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046351.1,SDR family NAD(P)-dependent oxidoreductase,WP_011046351.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,SPO0595,1.1.1.-
NC_003911.12,SPO_RS03010,,SPO_RS03010,SPO0596,Protein Homology,615049,616047,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046352.1,zinc-dependent alcohol dehydrogenase,WP_011046352.1,"GO:0008270,GO:0016616,GO:0030554",,"zinc ion binding|0008270||IEA,oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,adenyl nucleotide binding|0030554||IEA",,,SPO0596,1.1.1.-
NC_003911.12,SPO_RS03015,,SPO_RS03015,SPO0597,Protein Homology,616051,616455,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046353.1,universal stress protein,WP_011046353.1,GO:0042802,,identical protein binding|0042802||IEA,,,SPO0597,
NC_003911.12,SPO_RS03020,,SPO_RS03020,SPO0598,Protein Homology,616496,617611,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046354.1,alpha-hydroxy acid oxidase,WP_011046354.1,"GO:0010181,GO:0016491",,"FMN binding|0010181||IEA,oxidoreductase activity|0016491||IEA",,,SPO0598,1.-.-.-
NC_003911.12,speB,speB,SPO_RS03025,SPO0599,Protein Homology,617618,618466,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046355.1,agmatinase,WP_011046355.1,"GO:0008295,GO:0008783",,agmatinase activity|0008783||IEA,spermidine biosynthetic process|0008295||IEA,,SPO0599,3.5.3.11
NC_003911.12,nspC,nspC,SPO_RS03030,SPO0600,Protein Homology,618463,619632,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_010443348.1,carboxynorspermidine decarboxylase,WP_030003177.1,"GO:0045312,GO:0016831",,carboxy-lyase activity|0016831||IEA,nor-spermidine biosynthetic process|0045312||IEA,,SPO0600,4.1.1.96
NC_003911.12,SPO_RS03035,,SPO_RS03035,SPO0601,Protein Homology,619737,620948,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_005981428.1,saccharopine dehydrogenase family protein,WP_011046357.1,"GO:0009085,GO:0016646,GO:0070403",,"oxidoreductase activity%2C acting on the CH-NH group of donors%2C NAD or NADP as acceptor|0016646||IEA,NAD+ binding|0070403||IEA",lysine biosynthetic process|0009085||IEA,,SPO0601,1.5.1.-
NC_003911.12,speA,speA,SPO_RS03040,SPO0602,Protein Homology,620974,622863,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046358.1,biosynthetic arginine decarboxylase,WP_044027874.1,"GO:0006527,GO:0008792",,arginine decarboxylase activity|0008792||IEA,arginine catabolic process|0006527||IEA,,SPO0602,4.1.1.19
NC_003911.12,SPO_RS03045,,SPO_RS03045,SPO0603,Protein Homology,623032,623346,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046359.1,monooxygenase,WP_011046359.1,,,,,,SPO0603,
NC_003911.12,SPO_RS03050,,SPO_RS03050,SPO0604,Protein Homology,623375,623752,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046360.1,hypothetical protein,WP_011046360.1,,,,,,SPO0604,
NC_003911.12,SPO_RS22110,,SPO_RS22110,SPO0605,Protein Homology,623755,624207,-,,,COORDINATES: protein motif:HMM:NF024854.6,MarR family winged helix-turn-helix transcriptional regulator,WP_011046361.1,"GO:0006355,GO:0003700",,DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,,SPO0605,
NC_003911.12,SPO_RS03060,,SPO_RS03060,SPO0606,Protein Homology,624480,626168,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046362.1,cis-3-hydroxy-L-proline dehydratase,WP_011046362.1,,,,,,SPO0606,4.2.1.171
NC_003911.12,SPO_RS03065,,SPO_RS03065,SPO0607,Protein Homology,626168,627193,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011046363.1,trans-3-hydroxy-L-proline dehydratase,WP_011046363.1,"GO:0016853,GO:0050346",,"isomerase activity|0016853||IEA,trans-L-3-hydroxyproline dehydratase activity|0050346||IEA",,,SPO0607,4.2.1.77
NC_003911.12,SPO_RS03070,,SPO_RS03070,SPO0608,Protein Homology,627352,629085,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019298159.1,ABC transporter substrate-binding protein,WP_044027876.1,"GO:0042626,GO:0140359,GO:0055052",ATP-binding cassette (ABC) transporter complex%2C substrate-binding subunit-containing|0055052||IEA,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,SPO0608,
NC_003911.12,SPO_RS03075,,SPO_RS03075,SPO0609,Protein Homology,629200,630264,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_009177388.1,ABC transporter ATP-binding protein,WP_011046365.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,,SPO0609,
