gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
ggt,ggt,MASE_RS02145,MASE_02145,Protein Homology,492475,494193,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978190.1,gamma-glutamyltransferase,WP_014948114.1,"GO:0006750,GO:0006751,GO:0036374",,glutathione hydrolase activity|0036374||IEA,"glutathione biosynthetic process|0006750||IEA,glutathione catabolic process|0006751||IEA",,MASE_02145,2.3.2.2
MASE_RS02150,,MASE_RS02150,MASE_02150,Protein Homology,494270,495646,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517095.1,Na+/H+ antiporter NhaC family protein,WP_014948115.1,GO:0016020,membrane|0016020||IEA,,,,MASE_02150,
MASE_RS02155,,MASE_RS02155,MASE_02155,Protein Homology,495843,497816,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978192.1,glycoside hydrolase family 3 N-terminal domain-containing protein,WP_014948116.1,"GO:0005975,GO:0004553",,hydrolase activity%2C hydrolyzing O-glycosyl compounds|0004553||IEA,carbohydrate metabolic process|0005975||IEA,,MASE_02155,
MASE_RS02160,,MASE_RS02160,MASE_02160,Protein Homology,497911,498981,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978193.1,mechanosensitive ion channel family protein,WP_014948117.1,GO:0008381,,mechanosensitive monoatomic ion channel activity|0008381||IEA,,,MASE_02160,
MASE_RS02165,,MASE_RS02165,MASE_02165,Protein Homology,499141,500664,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066132.1,exo-beta-N-acetylmuramidase NamZ family protein,WP_014948118.1,GO:0033922,,peptidoglycan beta-N-acetylmuramidase activity|0033922||IEA,,,MASE_02165,3.2.1.-
murQ,murQ,MASE_RS02170,MASE_02170,Protein Homology,500683,501696,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978195.1,N-acetylmuramic acid 6-phosphate etherase,WP_014948119.1,"GO:0009254,GO:0046348,GO:0016835",,carbon-oxygen lyase activity|0016835||IEA,"peptidoglycan turnover|0009254||IEA,amino sugar catabolic process|0046348||IEA",,MASE_02170,4.2.1.126
alr,alr,MASE_RS02175,MASE_02175,Protein Homology,501887,502963,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066134.1,alanine racemase,WP_014948120.1,"GO:0006522,GO:0009252,GO:0008784",,alanine racemase activity|0008784||IEA,"alanine metabolic process|0006522||IEA,peptidoglycan biosynthetic process|0009252||IEA",,MASE_02175,5.1.1.1
MASE_RS02180,,MASE_RS02180,MASE_02180,Protein Homology,503388,504113,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948121.1,YitT family protein,WP_014948121.1,GO:0005886,plasma membrane|0005886||IEA,,,,MASE_02180,
MASE_RS02185,,MASE_RS02185,MASE_02185,Protein Homology,504336,504647,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948122.1,hypothetical protein,WP_014948122.1,,,,,,MASE_02185,
MASE_RS02190,,MASE_RS02190,MASE_02190,Protein Homology,504740,505126,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978198.1,VOC family protein,WP_014948123.1,,,,,,MASE_02190,
MASE_RS02195,,MASE_RS02195,MASE_02195,Protein Homology,505175,505429,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948124.1,Rho-binding antiterminator,WP_014948124.1,,,,,,MASE_02195,
MASE_RS02200,,MASE_RS02200,MASE_02200,Protein Homology,505774,506892,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997195.1,TonB-dependent receptor,WP_014948125.1,,,,,,MASE_02200,
MASE_RS02205,,MASE_RS02205,MASE_02205,Protein Homology,506912,507709,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948126.1,substrate-binding periplasmic protein,WP_014948126.1,,,,,,MASE_02205,
MASE_RS02210,,MASE_RS02210,MASE_02210,Protein Homology,507856,509193,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978201.1,alginate export family protein,WP_014948127.1,,,,,,MASE_02210,
MASE_RS02215,,MASE_RS02215,MASE_02215,Protein Homology,509336,510607,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978202.1,NRAMP family divalent metal transporter,WP_014948128.1,"GO:0030001,GO:0046872,GO:0046873,GO:0016020",membrane|0016020||IEA,"metal ion binding|0046872||IEA,metal ion transmembrane transporter activity|0046873||IEA",metal ion transport|0030001||IEA,,MASE_02215,
MASE_RS02220,,MASE_RS02220,MASE_02220,Protein Homology,510755,511225,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975548.1,hypothetical protein,WP_014975548.1,,,,,,MASE_02220,
glyA,glyA,MASE_RS02225,MASE_02225,Protein Homology,511235,512491,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948130.1,serine hydroxymethyltransferase,WP_014948130.1,"GO:0019264,GO:0004372,GO:0008270,GO:0030170,GO:0070905",,"glycine hydroxymethyltransferase activity|0004372||IEA,zinc ion binding|0008270||IEA,pyridoxal phosphate binding|0030170||IEA,serine binding|0070905||IEA",glycine biosynthetic process from serine|0019264||IEA,,MASE_02225,2.1.2.1
MASE_RS02230,,MASE_RS02230,MASE_02230,Protein Homology,512663,513520,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978205.1,LysR family transcriptional regulator,WP_014948131.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,MASE_02230,
MASE_RS02235,,MASE_RS02235,MASE_02235,Protein Homology,513598,513927,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066140.1,zinc ribbon domain-containing protein YjdM,WP_014948132.1,,,,,,MASE_02235,
MASE_RS02240,,MASE_RS02240,MASE_02240,Protein Homology,513952,514407,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948133.1,GNAT family N-acetyltransferase,WP_014948133.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,MASE_02240,2.3.-.-
MASE_RS02245,,MASE_RS02245,MASE_02245,Protein Homology,514460,514888,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978208.1,GNAT family N-acetyltransferase,WP_041693663.1,"GO:0008080,GO:0016746",,"N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA",,,MASE_02245,2.3.-.-
MASE_RS02250,,MASE_RS02250,MASE_02250,Protein Homology,514924,515292,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948135.1,YnfA family protein,WP_014948135.1,GO:0016020,membrane|0016020||IEA,,,,MASE_02250,
MASE_RS02255,,MASE_RS02255,MASE_02255,Protein Homology,515356,515607,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948136.1,hypothetical protein,WP_014948136.1,,,,,,MASE_02255,
MASE_RS02260,,MASE_RS02260,MASE_02260,Protein Homology,515679,515945,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975553.1,hypothetical protein,WP_148275216.1,,,,,,MASE_02260,
MASE_RS02265,,MASE_RS02265,MASE_02265,Protein Homology,516074,516352,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948138.1,hypothetical protein,WP_014948138.1,,,,,,MASE_02265,
MASE_RS02270,,MASE_RS02270,MASE_02270,Protein Homology,516419,516700,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975554.1,hypothetical protein,WP_014948139.1,,,,,,MASE_02270,
MASE_RS02275,,MASE_RS02275,MASE_02275,Protein Homology,516853,517140,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975555.1,hypothetical protein,WP_014948140.1,,,,,,MASE_02275,
MASE_RS02285,,MASE_RS02285,MASE_02285,Protein Homology,517623,518327,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978215.1,hypothetical protein,WP_014948142.1,,,,,,MASE_02285,
MASE_RS02290,,MASE_RS02290,MASE_02290,Protein Homology,518464,519102,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948143.1,winged helix-turn-helix domain-containing protein,WP_014948143.1,,,,,,MASE_02290,
MASE_RS02295,,MASE_RS02295,MASE_02295,Protein Homology,519072,519785,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948144.1,hypothetical protein,WP_014948144.1,,,,,,MASE_02295,
fadA,fadA,MASE_RS02305,MASE_02310,Protein Homology,520657,521820,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517163.1,acetyl-CoA C-acyltransferase FadA,WP_014948145.1,"GO:0006631,GO:0003988",,acetyl-CoA C-acyltransferase activity|0003988||IEA,fatty acid metabolic process|0006631||IEA,,MASE_02310,2.3.1.16
fadB,fadB,MASE_RS02310,MASE_02315,Protein Homology,521839,523989,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013785547.1,fatty acid oxidation complex subunit alpha FadB,WP_014948146.1,"GO:0006631,GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",fatty acid metabolic process|0006631||IEA,,MASE_02315,
MASE_RS02315,,MASE_RS02315,MASE_02320,Protein Homology,524485,526548,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948147.1,transglycosylase SLT domain-containing protein,WP_014948147.1,,,,,,MASE_02320,
pepQ,pepQ,MASE_RS02320,MASE_02325,Protein Homology,526716,528047,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517166.1,Xaa-Pro dipeptidase,WP_014948148.1,,,,,,MASE_02325,3.4.13.9
MASE_RS02325,,MASE_RS02325,MASE_02330,Protein Homology,528328,529044,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948149.1,ZIP family metal transporter,WP_014948149.1,"GO:0030001,GO:0055085,GO:0046873",,metal ion transmembrane transporter activity|0046873||IEA,"metal ion transport|0030001||IEA,transmembrane transport|0055085||IEA",,MASE_02330,
ispB,ispB,MASE_RS02330,MASE_02335,Protein Homology,529156,530130,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997220.1,octaprenyl diphosphate synthase,WP_014948150.1,GO:0008299,,,isoprenoid biosynthetic process|0008299||IEA,,MASE_02335,2.5.1.90
MASE_RS20025,,MASE_RS20025,MASE_RS20025,GeneMarkS-2+,530483,530647,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_156080638.1,,,,,,,
rplU,rplU,MASE_RS02335,MASE_02340,Protein Homology,530906,531217,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_000271393.1,50S ribosomal protein L21,WP_012517169.1,"GO:0006412,GO:0003723,GO:0003735,GO:0005840",ribosome|0005840||IEA,"RNA binding|0003723||IEA,structural constituent of ribosome|0003735||IEA",translation|0006412||IEA,,MASE_02340,
rpmA,rpmA,MASE_RS02340,MASE_02345,Protein Homology,531233,531490,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011045240.1,50S ribosomal protein L27,WP_012517170.1,"GO:0006412,GO:0003735,GO:0000315,GO:0022625","organellar large ribosomal subunit|0000315||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,MASE_02345,
cgtA,cgtA,MASE_RS02345,MASE_02350,Protein Homology,531751,532917,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517171.1,Obg family GTPase CgtA,WP_014948151.1,"GO:0000287,GO:0003924,GO:0005525",,"magnesium ion binding|0000287||IEA,GTPase activity|0003924||IEA,GTP binding|0005525||IEA",,,MASE_02350,
MASE_RS02350,,MASE_RS02350,MASE_02355,Protein Homology,533104,533391,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948152.1,S24/S26 family peptidase,WP_014948152.1,,,,,,MASE_02355,
sodN,sodN,MASE_RS02355,MASE_02360,Protein Homology,533392,533889,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948153.1,superoxide dismutase%2C Ni,WP_014948153.1,"GO:0019430,GO:0004784,GO:0016151",,"superoxide dismutase activity|0004784||IEA,nickel cation binding|0016151||IEA",removal of superoxide radicals|0019430||IEA,,MASE_02360,1.15.1.1
MASE_RS02360,,MASE_RS02360,MASE_02365,Protein Homology,533903,534109,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948154.1,hypothetical protein,WP_014948154.1,,,,,,MASE_02365,
MASE_RS02365,,MASE_RS02365,MASE_02370,Protein Homology,534173,534538,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997222.1,hypothetical protein,WP_014948155.1,,,,,,MASE_02370,
folA,folA,MASE_RS02370,MASE_02375,Protein Homology,534721,535218,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997223.1,type 3 dihydrofolate reductase,WP_041693359.1,"GO:0046654,GO:0004146",,dihydrofolate reductase activity|0004146||IEA,tetrahydrofolate biosynthetic process|0046654||IEA,,MASE_02375,
rpoS,rpoS,MASE_RS02375,MASE_02380,Protein Homology,535332,536324,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517173.1,RNA polymerase sigma factor RpoS,WP_014948157.1,"GO:0006352,GO:0006355,GO:0003677,GO:0003700,GO:0016987",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA,sigma factor activity|0016987||IEA","DNA-templated transcription initiation|0006352||IEA,regulation of DNA-templated transcription|0006355||IEA",,MASE_02380,
MASE_RS02380,,MASE_RS02380,MASE_02385,Protein Homology,536397,537236,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978236.1,peptidoglycan DD-metalloendopeptidase family protein,WP_014975595.1,,,,,,MASE_02385,
MASE_RS02385,,MASE_RS02385,MASE_02390,Protein Homology,537268,537846,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_008126892.1,YqaA family protein,WP_014948159.1,GO:0005886,plasma membrane|0005886||IEA,,,,MASE_02390,
MASE_RS02390,,MASE_RS02390,MASE_02395,Protein Homology,537843,538478,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948160.1,protein-L-isoaspartate(D-aspartate) O-methyltransferase,WP_014948160.1,"GO:0036211,GO:0004719",,protein-L-isoaspartate (D-aspartate) O-methyltransferase activity|0004719||IEA,protein modification process|0036211||IEA,,MASE_02395,2.1.1.77
truD,truD,MASE_RS02395,MASE_02400,Protein Homology,538559,539644,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948161.1,tRNA pseudouridine(13) synthase TruD,WP_014948161.1,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","pseudouridine synthesis|0001522||IEA,RNA modification|0009451||IEA",,MASE_02400,5.4.99.27
ispF,ispF,MASE_RS02400,MASE_02405,Protein Homology,539641,540114,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975598.1,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,WP_014948162.1,"GO:0019288,GO:0008685",,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase activity|0008685||IEA,isopentenyl diphosphate biosynthetic process%2C methylerythritol 4-phosphate pathway|0019288||IEA,,MASE_02405,4.6.1.12
ispD,ispD,MASE_RS02405,MASE_02410,Protein Homology,540114,540875,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948163.1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,WP_014948163.1,"GO:0008299,GO:0019288,GO:0050518",,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity|0050518||IEA,"isoprenoid biosynthetic process|0008299||IEA,isopentenyl diphosphate biosynthetic process%2C methylerythritol 4-phosphate pathway|0019288||IEA",,MASE_02410,2.7.7.60
ftsB,ftsB,MASE_RS02410,MASE_02415,Protein Homology,540881,541171,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012519942.1,cell division protein FtsB,WP_014948164.1,,,,,,MASE_02415,
MASE_RS02415,,MASE_RS02415,MASE_02420,Protein Homology,541270,542985,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517181.1,TIGR03545 family protein,WP_014948165.1,,,,,,MASE_02420,
MASE_RS02420,,MASE_RS02420,MASE_02425,Protein Homology,543328,544950,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517182.1,methyl-accepting chemotaxis protein,WP_014948166.1,"GO:0006935,GO:0007165,GO:0004888,GO:0016020",membrane|0016020||IEA,transmembrane signaling receptor activity|0004888||IEA,"chemotaxis|0006935||IEA,signal transduction|0007165||IEA",,MASE_02425,
MASE_RS02425,,MASE_RS02425,MASE_02430,Protein Homology,545083,545541,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948167.1,Lrp/AsnC family transcriptional regulator,WP_014948167.1,GO:0043565,,sequence-specific DNA binding|0043565||IEA,,,MASE_02430,
MASE_RS02430,,MASE_RS02430,MASE_02435,Protein Homology,545718,546764,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948168.1,zinc-dependent alcohol dehydrogenase family protein,WP_014948168.1,,,,,,MASE_02435,
putA,putA,MASE_RS02440,MASE_02445,Protein Homology,547062,550859,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015066169.1,bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA,WP_014948170.1,"GO:0006355,GO:0010133,GO:0003700,GO:0003842,GO:0004657,GO:0016620",,"DNA-binding transcription factor activity|0003700||IEA,L-glutamate gamma-semialdehyde dehydrogenase activity|0003842||IEA,proline dehydrogenase activity|0004657||IEA,oxidoreductase activity%2C acting on the aldehyde or oxo group of donors%2C NAD or NADP as acceptor|0016620||IEA","regulation of DNA-templated transcription|0006355||IEA,L-proline catabolic process to L-glutamate|0010133||IEA",,MASE_02445,"1.2.1.88,1.5.5.2"
MASE_RS02445,,MASE_RS02445,MASE_02450,Protein Homology,551120,552574,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978244.1,TolC family protein,WP_014948171.1,"GO:0055085,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,transmembrane transport|0055085||IEA,,MASE_02450,
MASE_RS02450,,MASE_RS02450,MASE_02455,Protein Homology,552571,554049,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975605.1,efflux RND transporter periplasmic adaptor subunit,WP_014948172.1,"GO:0055085,GO:0022857,GO:0042802,GO:0016020",membrane|0016020||IEA,"transmembrane transporter activity|0022857||IEA,identical protein binding|0042802||IEA",transmembrane transport|0055085||IEA,,MASE_02455,
MASE_RS02460,,MASE_RS02460,MASE_02470,Protein Homology,557234,557974,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978247.1,response regulator transcription factor,WP_014948173.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,MASE_02470,
MASE_RS02465,,MASE_RS02465,MASE_02475,Protein Homology,557968,559317,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948174.1,sensor histidine kinase,WP_014948174.1,"GO:0000160,GO:0007165,GO:0000155,GO:0004673,GO:0005524,GO:0016020",membrane|0016020||IEA,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA","phosphorelay signal transduction system|0000160||IEA,signal transduction|0007165||IEA",,MASE_02475,2.7.13.3
MASE_RS02470,,MASE_RS02470,MASE_02480,Protein Homology,559452,560264,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975608.1,TIGR04211 family SH3 domain-containing protein,WP_014948175.1,,,,,,MASE_02480,
MASE_RS02475,,MASE_RS02475,MASE_02485,Protein Homology,560227,561732,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975609.1,CYTH domain-containing protein,WP_014948176.1,"GO:0046872,GO:0050355",,"metal ion binding|0046872||IEA,inorganic triphosphate phosphatase activity|0050355||IEA",,,MASE_02485,3.6.1.25
MASE_RS02480,,MASE_RS02480,MASE_02490,GeneMarkS-2+,561809,562714,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_014948177.1,,,,,,MASE_02490,
mutH,mutH,MASE_RS02485,MASE_02495,Protein Homology,562918,563595,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997238.1,DNA mismatch repair endonuclease MutH,WP_014948178.1,"GO:0006304,GO:0004519",,endonuclease activity|0004519||IEA,DNA modification|0006304||IEA,,MASE_02495,
rppH,rppH,MASE_RS02490,MASE_02500,Protein Homology,563709,564251,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997239.1,RNA pyrophosphohydrolase,WP_014948179.1,GO:0016787,,hydrolase activity|0016787||IEA,,,MASE_02500,3.6.1.-
ptsP,ptsP,MASE_RS02495,MASE_02505,Protein Homology,564360,566651,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014107583.1,phosphoenolpyruvate--protein phosphotransferase,WP_041693667.1,,,,,,MASE_02505,2.7.3.9
MASE_RS02500,,MASE_RS02500,MASE_02510,Protein Homology,566655,567461,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997241.1,sulfite exporter TauE/SafE family protein,WP_014948181.1,"GO:0006810,GO:0016020",membrane|0016020||IEA,,transport|0006810||IEA,,MASE_02510,
lgt,lgt,MASE_RS02505,MASE_02515,Protein Homology,567466,568278,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948182.1,prolipoprotein diacylglyceryl transferase,WP_014948182.1,"GO:0009249,GO:0008961,GO:0016020",membrane|0016020||IEA,phosphatidylglycerol-prolipoprotein diacylglyceryl transferase activity|0008961||IEA,protein lipoylation|0009249||IEA,,MASE_02515,2.5.1.145
MASE_RS02510,,MASE_RS02510,MASE_02520,Protein Homology,568287,569120,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011846161.1,thymidylate synthase,WP_014948183.1,"GO:0006231,GO:0004799",,thymidylate synthase activity|0004799||IEA,dTMP biosynthetic process|0006231||IEA,,MASE_02520,2.1.1.45
MASE_RS02515,,MASE_RS02515,MASE_02525,Protein Homology,569130,570200,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014997244.1,response regulator,WP_039224447.1,,,,,,MASE_02525,
MASE_RS02520,,MASE_RS02520,MASE_02530,Protein Homology,570197,571186,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948185.1,sensor domain-containing diguanylate cyclase,WP_014948185.1,"GO:0007165,GO:0005515,GO:0005525,GO:0046872,GO:0052621",,"protein binding|0005515||IEA,GTP binding|0005525||IEA,metal ion binding|0046872||IEA,diguanylate cyclase activity|0052621||IEA",signal transduction|0007165||IEA,,MASE_02530,2.7.7.65
MASE_RS02525,,MASE_RS02525,MASE_02535,Protein Homology,571181,573367,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948186.1,response regulator,WP_014948186.1,GO:0000160,,,phosphorelay signal transduction system|0000160||IEA,,MASE_02535,
MASE_RS02530,,MASE_RS02530,MASE_02540,Protein Homology,573453,574799,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948187.1,AmpG family muropeptide MFS transporter,WP_014948187.1,"GO:0006810,GO:0022857",,transmembrane transporter activity|0022857||IEA,transport|0006810||IEA,,MASE_02540,
MASE_RS02535,,MASE_RS02535,MASE_02545,Protein Homology,574843,575166,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948188.1,hypothetical protein,WP_014948188.1,,,,,,MASE_02545,
MASE_RS02540,,MASE_RS02540,MASE_02550,Protein Homology,575309,576196,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948189.1,DUF3530 family protein,WP_014948189.1,,,,,,MASE_02550,
rluA,rluA,MASE_RS02545,MASE_02555,Protein Homology,576347,577063,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948190.1,bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA,WP_014948190.1,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","pseudouridine synthesis|0001522||IEA,RNA modification|0009451||IEA",,MASE_02555,"5.4.99.28,5.4.99.29"
rapA,rapA,MASE_RS02550,MASE_02560,Protein Homology,577113,579974,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978263.1,RNA polymerase-associated protein RapA,WP_014948191.1,"GO:0006355,GO:0005524,GO:0016817,GO:0140658",,"ATP binding|0005524||IEA,hydrolase activity%2C acting on acid anhydrides|0016817||IEA,ATP-dependent chromatin remodeler activity|0140658||IEA",regulation of DNA-templated transcription|0006355||IEA,,MASE_02560,
MASE_RS02555,,MASE_RS02555,MASE_02565,Protein Homology,580304,581095,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948192.1,DUF4019 domain-containing protein,WP_014948192.1,,,,,,MASE_02565,
MASE_RS02560,,MASE_RS02560,MASE_02570,Protein Homology,581097,582494,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948193.1,gluzincin family metallopeptidase,WP_014948193.1,"GO:0008237,GO:0008270",,"metallopeptidase activity|0008237||IEA,zinc ion binding|0008270||IEA",,,MASE_02570,
MASE_RS02565,,MASE_RS02565,MASE_02575,Protein Homology,583016,584413,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517204.1,PhoH family protein,WP_014948194.1,GO:0005524,,ATP binding|0005524||IEA,,,MASE_02575,
MASE_RS02570,,MASE_RS02570,MASE_02580,Protein Homology,584507,585904,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978267.1,aminotransferase-like domain-containing protein,WP_014948195.1,GO:0030170,,pyridoxal phosphate binding|0030170||IEA,,,MASE_02580,
ccoG,ccoG,MASE_RS02575,MASE_02585,Protein Homology,586139,587512,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978268.1,cytochrome c oxidase accessory protein CcoG,WP_014948196.1,"GO:0008535,GO:0016020",membrane|0016020||IEA,,respiratory chain complex IV assembly|0008535||IEA,,MASE_02585,
MASE_RS02580,,MASE_RS02580,MASE_02590,Protein Homology,587520,588524,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014975626.1,hypothetical protein,WP_014975626.1,,,,,,MASE_02590,
MASE_RS02590,,MASE_RS02590,MASE_02600,Protein Homology,588672,590240,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978271.1,tryptophan halogenase family protein,WP_014948199.1,"GO:0000166,GO:0016491",,"nucleotide binding|0000166||IEA,oxidoreductase activity|0016491||IEA",,,MASE_02600,1.14.19.-
cysG,cysG,MASE_RS02595,MASE_02605,Protein Homology,590558,591940,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014948200.1,siroheme synthase CysG,WP_014948200.1,"GO:0019354,GO:0004851,GO:0043115,GO:0051266,GO:0051287",,"uroporphyrin-III C-methyltransferase activity|0004851||IEA,precorrin-2 dehydrogenase activity|0043115||IEA,sirohydrochlorin ferrochelatase activity|0051266||IEA,NAD binding|0051287||IEA",siroheme biosynthetic process|0019354||IEA,,MASE_02605,"1.3.1.76,2.1.1.107,4.99.1.4"
MASE_RS02600,,MASE_RS02600,MASE_02610,Protein Homology,592070,593860,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014978272.1,DEAD/DEAH box helicase,WP_014948201.1,"GO:0003676,GO:0005524",,"nucleic acid binding|0003676||IEA,ATP binding|0005524||IEA",,,MASE_02610,
prsT,prsT,MASE_RS02605,MASE_02615,Protein Homology,594166,596940,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_012517208.1,XrtA/PEP-CTERM system TPR-repeat protein PrsT,WP_014948202.1,GO:0005515,,protein binding|0005515||IEA,,,MASE_02615,
