Gene ID,NCBI ID,0 hours,4 hours,8 hours,13 hours,16 hours,20 hours,24 hours,Gene Name,product
cds-WP_014948403.1,MIT1002_00877,0.660064994,0.004777295,-0.586138474,-0.088824079,-0.21573895,-0.526091787,-0.235338179,phoU,phosphate signaling complex protein PhoU
cds-WP_014948406.1,MIT1002_00881,-0.522323119,-1.359305492,-0.426809699,-0.329496221,-0.014688983,-0.20385377,0.313446053,,hydrogen peroxide-inducible genes activator
cds-WP_014948432.1,MIT1002_00900,-0.150592722,0.071094898,0.179087792,0.572070005,-0.783130845,-0.842191189,-0.188604102,sstT,serine/threonine transporter SstT
cds-WP_014948463.1,MIT1002_00928,0.273576749,-0.057011298,-0.333056702,0.185425591,-0.023552884,0.422729227,0.286638786,,hypothetical protein
cds-WP_014948465.1,MIT1002_00930,0.050790232,0.299576677,0.389061315,0.385158945,0.694503675,1.027553079,1.25242652212047***,,DUF3718 domain-containing protein
cds-WP_014948470.1,MIT1002_00935,0.146140886,0.615960117,0.567407198,-0.486679604,-0.680053687,0.234159649,-0.290055556,,PAS domain-containing protein
cds-WP_014948475.1,MIT1002_00940,-0.15464516,-0.721532833,-0.174781212,-0.726649886,-0.216929987,-0.371321734,-0.841238028,,XTP/dITP diphosphatase
cds-WP_014948476.1,MIT1002_00941,0.150785275,0.308922883,-0.153474577,0.18150071,-0.115959911,-0.187078596,-0.101190642,srmB,ATP-dependent RNA helicase SrmB
cds-WP_014948480.1,MIT1002_00943,-0.262226999,-1.195838225,-0.519423718,0.229144019,0.451611477,-0.522485716,-0.282846171,,AAA family ATPase
cds-WP_014948509.1,MIT1002_00958,1.236117124,-0.782836795,-0.917255813,0.796225689,0.192568268,0.438999511,-0.855750052,,EscU/YscU/HrcU family type III secretion system export apparatus switch protein
cds-WP_014948527.1,MIT1002_00976,-0.291040355,0.223235733,-0.45161713,0.061186849,0.004601172,-0.056526039,0.152931726,,polysaccharide export protein
cds-WP_014948528.1,MIT1002_00977,0.03047881,-0.907216882,-0.53862192,0.333111023,-0.012398411,-0.35823703,0.8253839,,hypothetical protein
cds-WP_014948529.1,MIT1002_00978,0.184953476,0.270236713,-0.064459689,0.379007444,0.140099501,0.754000958,1.022795763,wecA,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
cds-WP_014948534.1,MIT1002_00983,0.026157862,-0.113726077,-0.183538912,-0.142977654,-0.32541603,-0.108943081,0.004293652,,isocitrate dehydrogenase
cds-WP_014948536.1,MIT1002_00985,-0.013785988,0.194646737,0.442625768,0.361561924,0.487105159,0.196846457,0.595294314,,DUF3192 domain-containing protein
cds-WP_014948549.1,MIT1002_01000,0.038901333,-0.247697603,-0.322338907,-0.367192122,-0.252904587,0.052403252,-0.346441162,dapD,2%2C3%2C4%2C5-tetrahydropyridine-2%2C6-dicarboxylate N-succinyltransferase
cds-WP_014948552.1,MIT1002_01004,-0.171886573,-0.097092418,0.07614097,-0.047531215,-0.037875311,-0.042345092,-0.317583276,rpsB,30S ribosomal protein S2
cds-WP_014948554.1,MIT1002_01006,-0.255800142,0.047419416,-0.073798775,-0.144760139,-0.127150441,-0.142846081,0.126972571,pyrH,UMP kinase
cds-WP_014948555.1,MIT1002_01007,-0.08942381,-0.367852292,-0.152079753,-0.164479129,-0.040012984,-0.051682423,0.01625421,frr,ribosome recycling factor
cds-WP_014948557.1,MIT1002_01009,-0.445524184,-0.309471599,-0.283696009,-0.16229249,-0.401922383,0.050470213,-0.49870611,,phosphatidate cytidylyltransferase
cds-WP_014948561.1,MIT1002_01013,-0.217602885,0.228720104,-0.093079895,-0.024821731,-0.167004252,-0.067590576,-0.104383149,,OmpH family outer membrane protein
cds-WP_014948562.1,MIT1002_01014,-0.237050499,-0.109350257,-0.119015628,-0.035979004,0.225281138,0.29746783,0.813568699,fabZ,3-hydroxyacyl-ACP dehydratase FabZ
cds-WP_014948576.1,MIT1002_01029,0.14209275,1.27484890678989***,0.855625789,0.413664749,0.155129007,-0.164659435,-0.163056678,smrA,DNA endonuclease SmrA
cds-WP_014948587.1,MIT1002_01033,-0.18361128,-0.443093425,0.434636471,0.25729978,-0.644005458,-0.645934737,-0.377648927,,LPP20 family lipoprotein
cds-WP_014948594.1,MIT1002_01039,0.237932865,0.294572704,0.051135023,-0.151307644,-0.601652542,-0.454993184,-0.152770734,flgB,flagellar basal body rod protein FlgB
cds-WP_014948596.1,MIT1002_01042,0.16808569,-0.255683079,-0.190550427,-0.320081214,-0.72080056,-0.682427896,-0.689762554,flgE,flagellar hook protein FlgE
cds-WP_014948597.1,MIT1002_01043,0.445087162,0.362942804,0.531374598,0.085681571,-0.552420829,-0.169450307,-0.3545021,,flagellar basal body rod protein FlgF
cds-WP_014948600.1,MIT1002_01048,-0.044263275,-0.298966524,0.914194388,-0.539933477,0.556558313,0.894338406,0.964625147,,flagellar basal body P-ring protein FlgI
cds-WP_014948635.1,MIT1002_01089,0.222300536,0.442083106,-0.157244753,-0.284281935,-0.340231623,-0.764702905,-0.044857104,fliJ,flagellar export protein FliJ
cds-WP_014948637.1,,-0.392351559,-1.32035540878042***,-0.600514646,0.455555699,-0.841876754,-1.074949345,-0.15057084,fliL,flagellar basal body-associated protein FliL
cds-WP_014948638.1,MIT1002_01092,-0.176877689,-0.40413966,-0.176511461,-0.382328738,-0.682699367,-0.55681235,-0.462397152,fliM,flagellar motor switch protein FliM
cds-WP_014948639.1,MIT1002_01093,-0.088395875,0.281153026,0.190326289,-0.020696808,-0.669908468,-0.765876632,-0.643158901,fliN,flagellar motor switch protein FliN
cds-WP_014948641.1,MIT1002_01095,-0.019894472,0.014808447,0.379657015,-0.00705606,-0.599912616,-0.249941812,0.277948258,fliP,flagellar type III secretion system pore protein FliP
cds-WP_014948647.1,MIT1002_01101,0.395808231,0.415451428,0.600837377,0.061405549,-0.303272662,-0.413084886,0.07600378,flhF,flagellar biosynthesis protein FlhF
cds-WP_014948648.1,MIT1002_01102,0.424819571,0.267074248,0.23097102,0.081925835,-0.177132016,-0.122449431,0.027117478,,MinD/ParA family protein
cds-WP_014948649.1,MIT1002_01103,0.412816184,0.134514013,0.415770358,0.075812863,-0.100409446,-0.205755549,0.00105563,,RNA polymerase sigma factor FliA
cds-WP_014948650.1,MIT1002_01105,0.168149842,-0.052725103,-0.15987372,-0.246173217,-0.203532774,-0.137575916,-0.381354088,,protein phosphatase CheZ
cds-WP_014948654.1,MIT1002_01110,-0.066341704,-0.379366816,-0.237345931,-0.029020289,-0.503929431,-0.43871645,0.082518511,,chemotaxis protein CheW
cds-WP_014948660.1,MIT1002_01116,-0.534968018,-1.210404258,-0.45671495,-0.402514393,-0.091707583,0.392294588,0.423023999,,pyrimidine/purine nucleoside phosphorylase
cds-WP_014948664.1,MIT1002_01121,0.500712475,0.439763778,0.340854436,0.449718875,0.432631591,0.170007554,0.694724270684919***,,carbonic anhydrase
cds-WP_014948666.1,MIT1002_01123,0.050992317,0.121395809,1.04158388,1.168328201,1.578332616,1.750631289,0.608720611,,TonB-dependent receptor
cds-WP_014948670.1,MIT1002_01127,-0.395698815,2.665496512,0.460291848,0.215981545,0.752225065,0.244898179,0.542507404,,recombination regulator RecX
cds-WP_014948671.1,MIT1002_01128,-0.307067766,0.100287264,-0.144774854,0.173007353,0.028633712,-0.181848269,-0.290184634,alaS,alanine--tRNA ligase
cds-WP_014948675.1,MIT1002_01136,-0.334311431,-0.544990572,-0.443644692,-0.300641625,-0.444010431,-0.484077754,-0.895855662,,sodium ion-translocating decarboxylase subunit beta
cds-WP_014948678.1,MIT1002_01139,0.4035221,0.255609269,0.25367543,-0.06652782,0.073635472,-0.277304051,0.347720475,,ABC transporter permease subunit
cds-WP_014948682.1,MIT1002_01143,-0.150038156,-0.020796828,0.238984587,-0.055852044,-0.122812473,0.136566967,0.492108733,pspA,phage shock protein PspA
cds-WP_014948683.1,MIT1002_01144,-0.139558221,0.130743476,-0.148572697,0.16727718,-0.318454539,0.277774755,0.314709008,pspB,envelope stress response membrane protein PspB
cds-WP_014948684.1,MIT1002_01145,0.058064367,0.335055101,0.047092849,0.332228305,-0.205941857,0.110206783,0.52116483,pspC,envelope stress response membrane protein PspC
cds-WP_014948685.1,MIT1002_01146,-0.22068838,0.474607812,0.774504768,0.940755135,0.34034145,-0.685859405,-0.391024189,,phenylalanine 4-monooxygenase
cds-WP_014948686.1,MIT1002_01147,-0.193891525,0.54205695,0.07434067,0.05337337,-0.314959599,-0.311815077,-0.041676193,tyrR,transcriptional regulator TyrR
cds-WP_014948689.1,MIT1002_01150,-0.35125791,0.343462475,0.162734923,0.19583119,0.532504537,0.338142258,0.129327359,,Lrp/AsnC family transcriptional regulator
cds-WP_014948691.1,MIT1002_01153,-0.263759763,-0.169476633,0.372981278,0.845000456,0.199377872,0.114666682,0.069037839,,late competence development ComFB family protein
cds-WP_014948697.1,MIT1002_01159,-0.163790726,0.526729407,0.270171944,0.101467384,0.652456274,-0.023612289,0.550900645,,hypothetical protein
cds-WP_014948702.1,MIT1002_01163,-0.073739532,-0.054361732,-0.075154232,-0.174054986,-0.146342153,-0.241246825,-0.001025058,,DUF3450 domain-containing protein
cds-WP_014948704.1,MIT1002_01167,-0.289905864,-0.177420304,-0.252203687,-0.129376281,-0.243361453,-0.230834337,-0.463993696813431***,,energy transducer TonB
cds-WP_014948722.1,MIT1002_01188,1.824636254,0.939270595,-1.09097535,-1.776140527,2.337613831,2.193980438,-0.692128044,,MarR family transcriptional regulator
cds-WP_014948725.1,MIT1002_01191,0.120898319,0.641821768,0.372146682,0.306373099,0.675810514,-0.060797086,0.2567772,,carbon starvation protein A
cds-WP_014948726.1,MIT1002_01192,-0.271430061,-0.281409196,0.135269389,-0.038022449,0.101158422,-0.224015647,-0.201010577,prfC,peptide chain release factor 3
cds-WP_014948727.1,MIT1002_01193,-0.017409361,-0.027310853,-0.074368534,-0.328900157,-0.057572077,0.07577472,-0.202626113,argS,arginine--tRNA ligase
cds-WP_014948730.1,MIT1002_01196,-1.40241471,-0.89999391,-1.966373735,-0.552389105,-4.50409442820125***,-2.247314259,-2.608315924,,pentapeptide repeat-containing protein
cds-WP_014948731.1,MIT1002_01197,-1.61462008685642***,-1.44692076840303***,-2.48465286918104***,-1.49456360074049***,-4.72302285894416***,-1.96693989106548***,-1.62449701433471***,,methanol/ethanol family PQQ-dependent dehydrogenase
cds-WP_014948746.1,MIT1002_01214,1.155553469,-0.258208172,1.371309619,-0.792091225,0.274606201,0.750931905,0.40149014,,hypothetical protein
cds-WP_014948751.1,MIT1002_01220,0.225673549,0.390549165,0.285466954,0.050053746,0.14302701,0.131520279,0.323664242,,Hpt domain-containing protein
cds-WP_014948754.1,MIT1002_01223,0.436357767,0.862752128,-0.898110667,0.884351538,0.526290645,0.041489836,-0.62997989,,hypothetical protein
cds-WP_014948756.1,MIT1002_01225,0.36796984,1.003241783,1.190763161,0.831278424,1.119888855,0.839703024,1.48407759665742***,,hypothetical protein
cds-WP_014948762.1,MIT1002_01232,0.842265491,0.731861825,0.666893997,0.448295492,0.266686772,0.528308357,0.528196578,,YeaH/YhbH family protein
cds-WP_014948764.1,MIT1002_01234,0.348294534,0.34419701,0.192738077,0.056056194,-0.182637389,0.208761427,0.709036397455595***,sodB,superoxide dismutase [Fe]
cds-WP_014948765.1,MIT1002_01235,-0.784550178,0.091373411,-0.158469688,0.180705504,-0.115386896,-0.556709861,-0.092478067,,Grx4 family monothiol glutaredoxin
cds-WP_014948766.1,MIT1002_01237,0.088362491,-0.465371344,-0.128175712,-0.217068523,-0.321375283,0.045559259,0.135861745,,RNA polymerase sigma factor
cds-WP_014948769.1,MIT1002_01240,0.209358482,0.31376684,1.071849472,2.152786333,1.520222828,1.530070219,1.024192777,,bacterioferritin-associated ferredoxin
cds-WP_014948770.1,MIT1002_01241,-0.328473277,-0.155954313,-0.273402445,-0.409322588,-0.535183765,-0.652058234,-0.29049802,,peroxiredoxin C
cds-WP_014948771.1,MIT1002_01242,-1.804119832,-0.089972834,-1.42869368,-0.530085468,0.020326042,-0.750513718,-0.272586973,rnt,ribonuclease T
cds-WP_014948774.1,MIT1002_01245,0.32366307,-0.317679013,-0.282630107,0.345803305,0.487100527,0.666185824,0.717155942,gloA,lactoylglutathione lyase
cds-WP_014948776.1,MIT1002_01248,-0.346832538,-0.289889197,-0.117318707,0.286119074,0.653165143,-0.021283373,0.124281736,,cold-shock protein
cds-WP_014948778.1,MIT1002_01250,0.132611551,0.508262831,-0.210249727,-0.171128862,-0.311964853,-0.522353007,-0.028699294,,M20/M25/M40 family metallo-hydrolase
cds-WP_014948785.1,MIT1002_01261,0.959700734,1.19280526402376***,0.827928784,0.63270148,0.345099199,0.248373665,0.327306165,uvrB,excinuclease ABC subunit UvrB
cds-WP_014948786.1,MIT1002_01262,-0.116420821,0.053473322,0.169839847,-0.806430538,0.042806959,-0.191012612,-0.328382636,,LysR family transcriptional regulator
cds-WP_014948788.1,MIT1002_01264,0.095032659,0.507030285,0.650324816,0.531562354,1.080069448,0.322346035,-0.443383026,queE,7-carboxy-7-deazaguanine synthase QueE
cds-WP_014948790.1,MIT1002_01266,-0.657195572,-0.609902787,-0.884952971633704***,-0.657576923,-0.631921558,-0.382381711,-0.470393231,asnB,asparagine synthase B
cds-WP_014948793.1,MIT1002_01269,0.636598569,0.221984338,0.458561095,-0.29157802,-0.387045669,0.07251423,1.369058871,,YIP1 family protein
cds-WP_014948795.1,MIT1002_01271,0.218401004,0.537800528,0.178310821,0.400664709,-0.216579267,0.203118516,-0.085641858,cysN,sulfate adenylyltransferase subunit CysN
cds-WP_014948800.1,MIT1002_01277,0.024774554,-0.065057244,-0.046910206,0.372894395,0.303141527,0.083077502,-0.170909028,,DUF3379 domain-containing protein
cds-WP_014948808.1,MIT1002_01285,-0.310071772,0.098155654,-0.734413551,-0.528361863,-0.436915538,0.022341619,0.068124979,,MoxR family ATPase
cds-WP_014948815.1,MIT1002_01292,0.02726246,0.229052053,0.322994346,-0.15172198,0.535549587,-0.339382223,0.354219845,sixA,phosphohistidine phosphatase SixA
cds-WP_014948817.1,MIT1002_01294,0.063797127,0.026540386,-1.018718821,0.254207072,0.099383916,0.109734064,0.661854718,,HlyC/CorC family transporter
cds-WP_014948818.1,MIT1002_01295,-0.890538619,-1.091144841,1.176206828,0.956566261,-0.094462997,-0.125049803,0.483134727,ccsA,cytochrome c biogenesis protein CcsA
cds-WP_014948819.1,MIT1002_01296,-0.131640887,-0.001782686,0.035007011,0.002492691,0.10934512,0.422420769,0.110906007,ffh,signal recognition particle protein
cds-WP_014948828.1,MIT1002_01304,1.048173316,0.871692629,0.895217016,0.53351527,0.105257044,0.45118433,1.218626756,,efflux RND transporter periplasmic adaptor subunit
cds-WP_014948832.1,MIT1002_01308,-0.305970616,-0.117172162,-0.0854439,0.11242906,-0.051724973,-0.150208225,-0.279132312,rpsP,30S ribosomal protein S16
cds-WP_014948836.1,MIT1002_01312,0.489903974,0.759110067,1.496117354,0.46527708,1.313688356,0.914950556,1.960138745,,trimeric intracellular cation channel family protein
cds-WP_014948837.1,MIT1002_01313,0.919317092,0.364656752,0.117500829,0.868618435,-0.363353937,0.015900014,0.351227311,,enoyl-CoA hydratase/isomerase family protein
cds-WP_014948838.1,MIT1002_01314,0.654938799,-0.528469877,-0.170647583,-0.663702485,-0.151361887,0.4162637,1.26261566219829***,,3-deoxy-7-phosphoheptulonate synthase
cds-WP_014948846.1,MIT1002_01317,0.196503517,0.027905353,0.032241711,0.274998813,-0.069607179,0.210114959,-0.167853742,,response regulator
cds-WP_014948848.1,MIT1002_01319,0.068149246,0.313925964,0.166833269,0.298998783,0.20387879,0.785010831,0.880324526,,STAS domain-containing protein
cds-WP_014948851.1,MIT1002_01321,0.330760505,1.179539582,1.09904244,0.349231896,1.047123641,0.688412927,-0.086353963,,TerB family tellurite resistance protein
cds-WP_014948854.1,MIT1002_01323,-0.605253609,0.614852014,0.462738678,-0.202793521,0.628994802,0.04720166,-0.739367454,,calcium-binding protein
cds-WP_014948856.1,MIT1002_01325,0.53226555,0.25327918,0.058668112,-0.249368083,-0.187492351,-0.218704017,-0.633847597,,hypothetical protein
cds-WP_014948863.1,MIT1002_01332,0.171351073,-0.667560699,0.342842409,-0.09683121,0.307629707,0.389194518,0.452518797,ruvA,Holliday junction branch migration protein RuvA
cds-WP_014948866.1,MIT1002_01335,-0.043009697,-0.443477846,-0.198875045,-0.471429359,0.083322647,-0.339819379,-0.302254717,tolQ,protein TolQ
cds-WP_014948867.1,MIT1002_01336,-0.264465995,0.218292021,0.144659635,0.071629535,-0.023157843,0.188151217,-0.283876089,tolR,protein TolR
cds-WP_014948869.1,MIT1002_01338,-0.09559962,0.201630768,-0.151347453,-0.243104514,-0.461631739,-0.383543854,-0.39096765,tolB,Tol-Pal system beta propeller repeat protein TolB
cds-WP_014948870.1,MIT1002_01339,-0.295499628,0.018375292,-0.101812473,-0.367555162,-0.489841814,-0.533342234,-0.621787572928847***,pal,peptidoglycan-associated lipoprotein Pal
cds-WP_014948878.1,MIT1002_01352,-0.170155666,-0.004176776,-0.02465057,0.070478529,-0.07550558,-0.183366561,-0.246236951,asd,aspartate-semialdehyde dehydrogenase
cds-WP_014948910.1,MIT1002_01384,-0.37033401,0.488839605,-0.183000124,0.060014115,-0.260289189,-0.056852105,0.237391642,,low molecular weight phosphotyrosine protein phosphatase
cds-WP_014948916.1,MIT1002_01390,-0.692660667,0.408527746,0.279818646,-0.218679095,0.875390725,-0.40435426,2.004723433,,TrkA family potassium uptake protein
cds-WP_014948918.1,MIT1002_01392,-0.681151097,0.411456131,1.608686326,-0.124898769,-1.434901055,0.133201622,-0.165506391,,hypothetical protein
cds-WP_014948919.1,MIT1002_01393,-0.716040954,-0.119698067,0.796304862,-0.48752162,0.863814926,0.376455703,-1.101485193,,DUF3820 family protein
cds-WP_014948922.1,MIT1002_01396,-0.10195525,0.050852701,-0.239338669,0.155233275,0.000350087,-0.164870767,-0.156179977,,GNAT family N-acetyltransferase
cds-WP_014948936.1,MIT1002_01421,-0.081650092,0.134364501,0.107858048,-0.393485117,0.034265854,-0.439599183,0.047481555,,response regulator transcription factor
cds-WP_014948937.1,MIT1002_01422,-0.518811697,-0.90575277,-0.500770248,-0.243367859,0.260209961,-0.265351659,0.462394968,,PepSY domain-containing protein
cds-WP_014948946.1,MIT1002_01432,0.11790504,1.02642431718791***,0.061511016,-0.189749668,0.070760683,0.0381786,-0.021613137,,threonylcarbamoyl-AMP synthase
cds-WP_014948948.1,MIT1002_01434,-0.057708482,0.136670459,0.058106976,-0.171006897,0.267324032,-0.099124377,-0.020078048,scpB,SMC-Scp complex subunit ScpB
cds-WP_014948949.1,MIT1002_01435,0.22736759,0.073413854,0.175344542,-0.328797883,-0.061064202,-0.104116453,0.016043394,rluB,23S rRNA pseudouridine(2605) synthase RluB
cds-WP_014948959.1,MIT1002_01445,0.247283108,0.010326704,0.105630052,0.291505369,0.191336127,0.166617158,-0.446175885,nadK,NAD(+) kinase
cds-WP_014948972.1,MIT1002_01457,-0.047859388,-0.067862513,0.030929462,-0.300641206,-0.284537902,-0.497075654,-0.530200433,dnaK,molecular chaperone DnaK
cds-WP_014948973.1,MIT1002_01458,0.231022461,-0.171198854,-0.179957389,-0.203020621,-0.5508546,-0.233388724,-0.073761672,dnaJ,molecular chaperone DnaJ
cds-WP_014948974.1,MIT1002_01459,-0.42758868,0.573239096,-0.36223246,-0.469588279,-0.251981563,-1.112754735,0.538373347,,cytochrome c
cds-WP_014948979.1,MIT1002_01466,-0.411414856,0.270060161,-0.032981432,-0.1743066,-0.21138031,-0.110944901,0.010893509,carA,glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit
cds-WP_014948981.1,MIT1002_01468,-0.150923374,-0.19159853,0.112247994,0.078843716,-0.086741688,-0.124941873,0.006813921,greA,transcription elongation factor GreA
cds-WP_014948985.1,MIT1002_01470,0.222149577,-0.824597157,-1.052039808,0.735011843,0.182679904,0.368508483,0.218899285,,NUDIX hydrolase
cds-WP_014948986.1,MIT1002_01471,-0.761559937,-0.393041584,0.919559381,1.454616968,-0.159542545,0.822491845,0.246898438,,DUF3224 domain-containing protein
cds-WP_014948991.1,MIT1002_01477,0.090149982,0.012424642,0.042546981,0.168286519,0.08277807,0.008120606,-0.027917366,corC,CNNM family magnesium/cobalt transport protein CorC
cds-WP_014948996.1,MIT1002_01482,0.216454362,0.026739112,-0.721861102,-0.274473601,1.09898876,0.846879098,0.123538232,,hypothetical protein
cds-WP_014949001.1,MIT1002_01488,-0.280244878,-0.394403408,0.240001924,-0.147530843,-0.162648292,-0.00061042,0.248269945,,hypothetical protein
cds-WP_014949007.1,MIT1002_01494,0.273729958,-0.424812257,-0.003678342,-0.150499578,0.468972446,0.404297969,0.885745581,,alanine:cation symporter family protein
cds-WP_014949009.1,MIT1002_01504,0.059053859,-0.203305865,-0.423388891,0.33905402,-0.232964139,0.59818637,-1.032404589,ychF,redox-regulated ATPase YchF
cds-WP_014949014.1,MIT1002_01509,-0.494426456,-0.254386709,-0.812488304,-0.224226923,0.090138111,0.031809118,-0.40083484,,ribose-phosphate pyrophosphokinase
cds-WP_014949017.1,MIT1002_01513,-0.023376908,-0.219804172,-0.263464678,-0.290931466,-0.274034139,0.159986278,0.342095091,,glutamyl-tRNA reductase
cds-WP_014949018.1,MIT1002_01514,-0.040456394,0.682079252,0.487330778,-0.109618607,0.034700908,0.130476673,-0.095942023,prfA,peptide chain release factor 1
cds-WP_014949021.1,MIT1002_01517,0.342279134,0.70268552,0.43913393,0.24677609,0.057202287,0.2120715,0.642474485,,SirB2 family protein
cds-WP_014949022.1,MIT1002_01518,-0.116526303,0.33139388,-0.330973589,-0.017153134,-0.352880233,0.43002977,0.098422267,kdsA,3-deoxy-8-phosphooctulonate synthase
cds-WP_014949023.1,MIT1002_01519,-0.823489189,2.739345582,2.246069663,2.089040014,-0.349716665,1.278511188,1.304946559,,hypothetical protein
cds-WP_014949024.1,MIT1002_01520,0.413507042,-0.218402621,-0.197751776,-0.423828998,0.244367359,0.068013654,0.077450903,,transcriptional regulator GcvA
cds-WP_014949030.1,MIT1002_01529,-1.742791411,-0.076632629,2.224273106,0.522342711,-0.160809669,0.542668304,0.145153076,,formate/nitrite transporter family protein
cds-WP_014949040.1,MIT1002_01540,-0.151179444,-0.19030344,0.640125399,0.836042824,-0.28316793,-0.266113478,-0.415557772,,heavy metal-binding domain-containing protein
cds-WP_014949045.1,MIT1002_01546,0.397392482,0.567353458,0.59309152,0.329296875,0.075756983,0.01692828,0.278182024,,ArsC family reductase
cds-WP_014949047.1,MIT1002_01548,0.750425638,0.103986998,1.000399301,0.902301644,0.746577657,0.576607826,-0.00409061,,ACT domain-containing protein
cds-WP_014949064.1,MIT1002_01567,1.319659482,0.986443979,1.997931702,0.028926469,0.049464837,0.586441929,0.408673534,,antibiotic biosynthesis monooxygenase
cds-WP_014949073.1,MIT1002_01576,-0.742322059,0.011622177,-0.201668614,0.086737474,0.100468703,0.511050917,0.203168882,,TetR family transcriptional regulator C-terminal domain-containing protein
cds-WP_014949089.1,MIT1002_01593,0.844621752,0.159823379,0.392428223,0.151150731,1.062090558,0.974577726,0.120383157,,sulfite exporter TauE/SafE family protein
cds-WP_014949093.1,MIT1002_01597,-0.588084798,-0.28465746,-1.71949869,-0.52498471,-0.139669332,-0.132214481,-0.522292086,,MurR/RpiR family transcriptional regulator
cds-WP_014949111.1,MIT1002_01619,-0.416958587,0.530983363,0.642926274,-0.592021729,-0.085098211,-0.331565421,0.652183547,,transglutaminase-like cysteine peptidase
cds-WP_014949129.1,MIT1002_01638,0.311316175,0.210212865,0.038344277,0.124811994,0.026590126,0.13033278,0.161094842,ihfA,integration host factor subunit alpha
cds-WP_014949139.1,MIT1002_01649,-0.202006061,-0.921645386,0.08445529,0.032698301,0.049691391,-0.110557456,-0.050322238,,hypoxanthine phosphoribosyltransferase
cds-WP_014949143.1,MIT1002_01652,0.684872467,0.481558251,-0.096429211,-0.115603428,0.097222681,0.400111661,0.132806942,xthA,exodeoxyribonuclease III
cds-WP_014949161.1,MIT1002_01670,-0.52720151,-0.599027194,-0.154535966,0.094895634,-0.337864903,-1.140673145,-1.332144051,,MerR family DNA-binding transcriptional regulator
cds-WP_014949170.1,MIT1002_01679,0.252921947,0.400161357,0.428091006,0.400538512,0.329345925,0.582138267,0.508235595,,CBS domain-containing protein
cds-WP_014949177.1,MIT1002_01686,0.057747165,0.108346789,0.32142642,0.316212906,0.292565034,0.244428969,0.254744511,,PilZ domain-containing protein
cds-WP_014949179.1,MIT1002_01688,-0.054753917,-0.224796172,-0.035007973,-0.034041915,-0.162693611,-0.404981545,-0.844119881,,class I SAM-dependent methyltransferase
cds-WP_014949212.1,MIT1002_01731,-0.179841146,0.198687372,0.123601938,-0.227206666,0.32314954,0.072221058,0.449037913,,ketoacyl-ACP synthase III
cds-WP_014949216.1,MIT1002_01736,-0.091979822,-2.905459953,-0.414259043,-0.609364918,0.356333314,0.062894109,0.615709464,pabC,aminodeoxychorismate lyase
cds-WP_014949222.1,MIT1002_01742,1.249190227,1.091648759,1.58898020884815***,-0.061998564,0.730948082,0.154873611,1.033292326,,SDR family oxidoreductase
cds-WP_014949226.1,MIT1002_01746,0.86360892,-1.359806573,0.141036742,-0.537218492,-0.800374028,0.590159704,0.519216229,,DUF4870 domain-containing protein
cds-WP_014949227.1,MIT1002_01747,-0.379345768,-1.447540898,1.026235162,0.174495763,-0.574872804,0.373558165,-2.918596405,,hypothetical protein
cds-WP_014949228.1,MIT1002_01748,-0.142787381,-0.525769724,-0.981420286,-0.448051125,0.062097041,-0.347669592,-0.366887762,,glucose 1-dehydrogenase
cds-WP_014949229.1,MIT1002_01749,-1.240007859,0.244222192,0.095216185,-0.796504237,-0.446721364,2.253095154,-0.036499271,,haloalkane dehalogenase
cds-WP_014949232.1,MIT1002_01752,0.722878139,-0.98559291,-1.23393562314334***,-0.471075372,0.305527532,0.211017542,0.963997186,,acyl-CoA dehydrogenase C-terminal domain-containing protein
cds-WP_014949234.1,MIT1002_01753,-0.728804348,-2.005466558,-0.628188396,-1.729342008,-2.289461616,0.624211896,-2.914358278,,DUF3718 domain-containing protein
cds-WP_014949235.1,MIT1002_01754,-0.791708033,-1.405637498,-1.979172574,-1.044337712,0.210235791,-1.325720339,-0.750753375,,DUF3718 domain-containing protein
cds-WP_014949240.1,MIT1002_01757,-0.950915685,-0.189435266,-0.912815796,1.748657501,-0.174676041,-1.043621998,-3.930590925,,DUF3718 domain-containing protein
cds-WP_014949246.1,MIT1002_01758,0.621639467,0.391058561,0.321760515,0.753726456,0.901995554,0.215287033,0.460823338,,LysR family transcriptional regulator
cds-WP_014949248.1,MIT1002_01760,1.708573449,0.35305019,-0.174195109,0.606232373,0.361819337,1.536216342,-2.448021575,,entericidin A/B family lipoprotein
cds-WP_014949254.1,MIT1002_01769,0.401817913,0.416178737,-0.027949784,0.079416886,0.264294432,0.300057428,0.274211841,rimP,ribosome maturation factor RimP
cds-WP_014949255.1,MIT1002_01770,0.130103406,0.199690836,0.138739076,-0.109537403,0.081344783,0.028564439,-0.184039066,nusA,transcription termination factor NusA
cds-WP_014949260.1,MIT1002_01776,-0.280773207,-0.355598443,0.947818592,0.071576135,0.19079348,0.168453223,-0.083463183,rluF,23S rRNA pseudouridine(2604) synthase RluF
cds-WP_014949262.1,MIT1002_01778,0.952707024,0.109785706,0.333600536,0.139879266,-0.148051149,0.34793046,-2.08829085990581***,,bifunctional GNAT family N-acetyltransferase/carbon-nitrogen hydrolase family protein
cds-WP_014949268.1,MIT1002_01784,0.56174229,0.599378226667266***,0.16108845,0.418584778,0.261687661,-0.212819806,0.429457995,ahpC,alkyl hydroperoxide reductase subunit C
