gene,dark-tolerant_cluster,parental_cluster,same_periodicity_pattern,resolved_locus_tag,resolution_method
cds-WP_011293911.1,11,14,False,PMN2A_0377,heuristic_multi:gene
cds-WP_011293912.1,1,5,False,PMN2A_0378,heuristic_multi:gene
cds-WP_011293913.1,5,11,False,PMN2A_0379,heuristic_multi:gene
cds-WP_011293914.1,5,11,False,PMN2A_0380,heuristic_multi:gene
cds-WP_011293915.1,3,13,False,PMN2A_0381,multi:gene
cds-WP_011293916.1,3,3,True,PMN2A_0382,heuristic_multi:gene
cds-WP_011293917.1,11,14,False,PMN2A_0383,heuristic_multi:gene
cds-WP_011293918.1,14,3,False,PMN2A_0384,heuristic_multi:gene
cds-WP_011293919.1,12,13,False,PMN2A_0385,heuristic_multi:gene
cds-WP_011293920.1,13,13,True,PMN2A_0386,heuristic_multi:gene
cds-WP_011293921.1,13,13,True,PMN2A_0387,heuristic_multi:gene
cds-WP_011293922.1,12,12,True,PMN2A_0388,heuristic_multi:gene
cds-WP_011293923.1,12,12,True,PMN2A_0389,heuristic_multi:gene
cds-WP_011293924.1,5,14,False,PMN2A_0390,heuristic_multi:gene
cds-WP_011293925.1,9,9,True,PMN2A_0391,multi:gene
cds-WP_011293926.1,14,6,False,PMN2A_0392,heuristic_multi:gene
cds-WP_011293927.1,3,13,False,PMN2A_0393,heuristic_multi:gene
cds-WP_011293928.1,12,12,True,PMN2A_0394,heuristic_multi:gene
cds-WP_011293929.1,1,5,False,PMN2A_0395,heuristic_multi:gene
cds-WP_011293930.1,1,1,True,PMN2A_0396,heuristic_multi:gene
cds-WP_011293931.1,14,3,False,PMN2A_0397,heuristic_multi:gene
cds-WP_011293932.1,3,3,True,PMN2A_0398,heuristic_multi:gene
cds-WP_011293933.1,3,3,True,PMN2A_0399,heuristic_multi:gene
cds-WP_011293934.1,2,12,False,PMN2A_0400,heuristic_multi:gene
cds-WP_011293935.1,4,4,True,PMN2A_0401,heuristic_multi:gene
cds-WP_011293936.1,12,12,True,PMN2A_0402,heuristic_multi:gene
cds-WP_011293937.1,10,10,True,PMN2A_0403,heuristic_multi:gene
cds-WP_011293938.1,1,1,True,PMN2A_0404,heuristic_multi:gene
cds-WP_011293940.1,6,12,False,PMN2A_0406,heuristic_multi:gene
cds-WP_011293941.1,10,7,False,PMN2A_0407,heuristic_multi:gene
cds-WP_011293942.1,8,7,False,PMN2A_0408,heuristic_multi:gene
cds-WP_011293943.1,8,7,False,PMN2A_0409,heuristic_multi:gene
cds-WP_011293944.1,12,12,True,PMN2A_0410,heuristic_multi:gene
cds-WP_011293945.1,4,4,True,PMN2A_0411,heuristic_multi:gene
cds-WP_011293946.1,10,9,False,PMN2A_0412,heuristic_multi:gene
cds-WP_011293948.1,4,4,True,PMN2A_0414,heuristic_multi:gene
cds-WP_011293949.1,10,7,False,PMN2A_0415,heuristic_multi:gene
cds-WP_011293950.1,10,7,False,PMN2A_0416,heuristic_multi:gene
cds-WP_011293951.1,5,1,False,PMN2A_0417,heuristic_multi:gene
cds-WP_011293952.1,1,1,True,PMN2A_1717,multi:gene
cds-WP_011293952.1-2,5,1,False,PMN2A_0418,multi:gene
cds-WP_011293952.1-3,1,15,False,PMN2A_0603,multi:gene
cds-WP_011293953.1,5,1,False,PMN2A_0419,heuristic_multi:gene
cds-WP_011293955.1,3,3,True,PMN2A_0421,heuristic_multi:gene
cds-WP_011293956.1,1,2,False,PMN2A_0422,heuristic_multi:gene
cds-WP_011293957.1,2,2,True,PMN2A_0423,heuristic_multi:gene
cds-WP_011293958.1,8,2,False,PMN2A_0424,heuristic_multi:gene
cds-WP_011293959.1,7,9,False,PMN2A_0425,heuristic_multi:gene
cds-WP_011293960.1,7,7,True,PMN2A_0426,heuristic_multi:gene
cds-WP_011293961.1,9,9,True,PMN2A_1328,heuristic_multi:gene
cds-WP_011293962.1,9,9,True,PMN2A_1329,heuristic_multi:gene
cds-WP_011293963.1,9,9,True,PMN2A_1330,heuristic_multi:gene
cds-WP_011293964.1,9,9,True,PMN2A_1331,heuristic_multi:gene
cds-WP_011293965.1,10,7,False,PMN2A_1332,heuristic_multi:gene
cds-WP_011293966.1,4,7,False,PMN2A_1333,heuristic_multi:gene
cds-WP_011293967.1,4,4,True,PMN2A_1334,heuristic_multi:gene
cds-WP_011293969.1,6,4,False,PMN2A_1336,heuristic_multi:gene
cds-WP_011293970.1,4,10,False,PMN2A_1337,heuristic_multi:gene
cds-WP_011293971.1,7,8,False,PMN2A_1338,heuristic_multi:gene
cds-WP_011293972.1,4,10,False,PMN2A_1339,heuristic_multi:gene
cds-WP_011293973.1,13,3,False,PMN2A_1340,heuristic_multi:gene
cds-WP_011293974.1,14,3,False,PMN2A_1341,heuristic_multi:gene
cds-WP_011293975.1,14,11,False,PMN2A_1342,heuristic_multi:gene
cds-WP_011293976.1,1,15,False,PMN2A_1343,heuristic_multi:gene
cds-WP_011293977.1,1,15,False,PMN2A_1344,heuristic_multi:gene
cds-WP_011293978.1,15,15,True,PMN2A_1345,heuristic_multi:gene
cds-WP_011293979.1,1,15,False,PMN2A_1346,heuristic_multi:gene
cds-WP_011293980.1,9,9,True,PMN2A_1347,heuristic_multi:gene
cds-WP_011293981.1,10,9,False,PMN2A_1348,heuristic_multi:gene
cds-WP_011293982.1,7,2,False,PMN2A_1349,heuristic_multi:gene
cds-WP_011293983.1,5,11,False,PMN2A_1350,heuristic_multi:gene
cds-WP_011293984.1,14,11,False,PMN2A_1351,heuristic_multi:gene
cds-WP_011293985.1,11,11,True,PMN2A_1352,heuristic_multi:gene
cds-WP_011293986.1,13,3,False,PMN2A_1353,heuristic_multi:gene
cds-WP_011293987.1,3,13,False,PMN2A_1354,heuristic_multi:gene
cds-WP_011293988.1,15,7,False,PMN2A_1355,heuristic_multi:gene
cds-WP_011293989.1,4,8,False,PMN2A_1356,heuristic_multi:gene
cds-WP_011293990.1,12,14,False,PMN2A_1357,heuristic_multi:gene
cds-WP_011293991.1,10,9,False,PMN2A_1358,heuristic_multi:gene
cds-WP_011293992.1,4,7,False,PMN2A_1359,heuristic_multi:gene
cds-WP_011293993.1,8,14,False,PMN2A_1360,multi:gene
cds-WP_011293994.1,7,9,False,PMN2A_1361,heuristic_multi:gene
cds-WP_011293995.1,5,13,False,PMN2A_1362,heuristic_multi:gene
cds-WP_011293996.1,7,9,False,PMN2A_1363,heuristic_multi:gene
cds-WP_011293997.1,4,2,False,PMN2A_1364,heuristic_multi:gene
cds-WP_011293998.1,3,12,False,PMN2A_1366,heuristic_multi:gene
cds-WP_011293999.1,4,7,False,PMN2A_1367,heuristic_multi:gene
cds-WP_011294000.1,8,9,False,PMN2A_1368,heuristic_multi:gene
cds-WP_011294001.1,1,15,False,PMN2A_1369,heuristic_multi:gene
cds-WP_011294002.1,15,9,False,PMN2A_1370,heuristic_multi:gene
cds-WP_011294003.1,4,7,False,PMN2A_1371,heuristic_multi:gene
cds-WP_011294004.1,4,4,True,PMN2A_1372,heuristic_multi:gene
cds-WP_011294005.1,4,8,False,PMN2A_1373,heuristic_multi:gene
cds-WP_011294006.1,13,12,False,PMN2A_1374,heuristic_multi:gene
cds-WP_011294007.1,5,5,True,PMN2A_1375,heuristic_multi:gene
cds-WP_011294008.1,11,14,False,PMN2A_1376,heuristic_multi:gene
cds-WP_011294009.1,6,12,False,PMN2A_1377,heuristic_multi:gene
cds-WP_011294010.1,2,8,False,PMN2A_1378,heuristic_multi:gene
cds-WP_011294011.1,5,14,False,PMN2A_1379,heuristic_multi:gene
cds-WP_011294012.1,15,6,False,PMN2A_1380,heuristic_multi:gene
cds-WP_011294013.1,13,3,False,PMN2A_1381,heuristic_multi:gene
cds-WP_011294014.1,10,7,False,PMN2A_1382,heuristic_multi:gene
cds-WP_011294015.1,4,8,False,PMN2A_1383,heuristic_multi:gene
cds-WP_011294016.1,8,7,False,PMN2A_1384,heuristic_multi:gene
cds-WP_011294017.1,10,8,False,PMN2A_1385,heuristic_multi:gene
cds-WP_011294018.1,7,7,True,PMN2A_1386,heuristic_multi:gene
cds-WP_011294019.1,4,8,False,PMN2A_1387,heuristic_multi:gene
cds-WP_011294020.1,4,8,False,PMN2A_1388,heuristic_multi:gene
cds-WP_011294022.1,6,2,False,PMN2A_1390,heuristic_multi:gene
cds-WP_011294026.1,8,7,False,PMN2A_1394,heuristic_multi:gene
cds-WP_011294028.1,15,15,True,PMN2A_1396,multi:gene
cds-WP_011294029.1,2,4,False,PMN2A_1397,heuristic_multi:gene
cds-WP_011294030.1,10,7,False,PMN2A_1398,heuristic_multi:gene
cds-WP_011294031.1,4,7,False,PMN2A_1399,heuristic_multi:gene
cds-WP_011294032.1,4,7,False,PMN2A_1400,heuristic_multi:gene
cds-WP_011294033.1,2,7,False,PMN2A_1401,heuristic_multi:gene
cds-WP_011294034.1,6,13,False,PMN2A_1402,heuristic_multi:gene
cds-WP_011294035.1,8,8,True,PMN2A_1403,heuristic_multi:gene
cds-WP_011294039.1,10,7,False,PMN2A_1407,heuristic_multi:gene
cds-WP_011294041.1,8,9,False,PMN2A_1409,heuristic_multi:gene
cds-WP_011294042.1,4,7,False,PMN2A_1410,heuristic_multi:gene
cds-WP_011294043.1,1,1,True,PMN2A_1411,heuristic_multi:gene
cds-WP_011294044.1,2,2,True,PMN2A_1412,heuristic_multi:gene
cds-WP_011294045.1,10,7,False,PMN2A_1413,heuristic_multi:gene
cds-WP_011294046.1,7,14,False,PMN2A_1414,heuristic_multi:gene
cds-WP_011294047.1,8,4,False,PMN2A_1415,heuristic_multi:gene
cds-WP_011294048.1,6,7,False,PMN2A_1416,heuristic_multi:gene
cds-WP_011294049.1,6,7,False,PMN2A_1417,multi:gene
cds-WP_011294051.1,14,3,False,PMN2A_1419,heuristic_multi:gene
cds-WP_011294053.1,7,9,False,PMN2A_1421,heuristic_multi:gene
cds-WP_011294054.1,6,13,False,PMN2A_1422,heuristic_multi:gene
cds-WP_011294055.1,3,3,True,PMN2A_1423,heuristic_multi:gene
cds-WP_011294056.1,1,14,False,PMN2A_1424,heuristic_multi:gene
cds-WP_011294057.1,14,3,False,PMN2A_1425,heuristic_multi:gene
cds-WP_011294058.1,14,3,False,PMN2A_1426,heuristic_multi:gene
cds-WP_011294059.1,13,13,True,PMN2A_1427,heuristic_multi:gene
cds-WP_011294060.1,1,1,True,PMN2A_1428,heuristic_multi:gene
cds-WP_011294061.1,1,1,True,PMN2A_1429,heuristic_multi:gene
cds-WP_011294062.1,2,14,False,PMN2A_1430,heuristic_multi:gene
cds-WP_011294063.1,13,3,False,PMN2A_1431,heuristic_multi:gene
cds-WP_011294064.1,3,3,True,PMN2A_1432,heuristic_multi:gene
cds-WP_011294065.1,2,8,False,PMN2A_1433,heuristic_multi:gene
cds-WP_011294066.1,2,7,False,PMN2A_1434,heuristic_multi:gene
cds-WP_011294067.1,2,8,False,PMN2A_1435,heuristic_multi:gene
cds-WP_011294068.1,4,8,False,PMN2A_1436,heuristic_multi:gene
cds-WP_011294069.1,10,14,False,PMN2A_1437,heuristic_multi:gene
cds-WP_011294070.1,5,15,False,PMN2A_1438,heuristic_multi:gene
cds-WP_011294072.1,1,15,False,PMN2A_1440,heuristic_multi:gene
cds-WP_011294073.1,9,9,True,PMN2A_1441,heuristic_multi:gene
cds-WP_011294075.1,3,3,True,PMN2A_1443,heuristic_multi:gene
cds-WP_011294077.1,3,3,True,PMN2A_1445,heuristic_multi:gene
cds-WP_011294079.1,6,6,True,PMN2A_1447,heuristic_multi:gene
cds-WP_011294080.1,2,12,False,PMN2A_1448,heuristic_multi:gene
cds-WP_011294081.1,4,6,False,PMN2A_1449,heuristic_multi:gene
cds-WP_011294082.1,4,6,False,PMN2A_1450,heuristic_multi:gene
cds-WP_011294083.1,2,15,False,PMN2A_1451,heuristic_multi:gene
cds-WP_011294084.1,6,8,False,PMN2A_1452,heuristic_multi:gene
cds-WP_011294085.1,4,8,False,PMN2A_1453,heuristic_multi:gene
cds-WP_011294087.1,2,10,False,PMN2A_1455,heuristic_multi:gene
cds-WP_011294088.1,6,7,False,PMN2A_1456,heuristic_multi:gene
cds-WP_011294089.1,13,13,True,PMN2A_1457,heuristic_multi:gene
cds-WP_011294090.1,15,10,False,PMN2A_1458,heuristic_multi:gene
cds-WP_011294091.1,9,9,True,PMN2A_1459,heuristic_multi:gene
cds-WP_011294092.1,2,2,True,PMN2A_1460,heuristic_multi:gene
cds-WP_011294093.1,11,14,False,PMN2A_1461,heuristic_multi:gene
cds-WP_011294094.1,6,12,False,PMN2A_1462,heuristic_multi:gene
cds-WP_011294095.1,13,13,True,PMN2A_1463,heuristic_multi:gene
cds-WP_011294096.1,14,3,False,PMN2A_1464,heuristic_multi:gene
cds-WP_011294097.1,11,11,True,PMN2A_1465,heuristic_multi:gene
cds-WP_011294098.1,10,8,False,PMN2A_1466,heuristic_multi:gene
cds-WP_011294099.1,13,13,True,PMN2A_1467,multi:gene
cds-WP_011294100.1,3,3,True,PMN2A_1468,heuristic_multi:gene
cds-WP_011294101.1,10,4,False,PMN2A_1469,heuristic_multi:gene
cds-WP_011294103.1,14,3,False,PMN2A_1471,heuristic_multi:gene
cds-WP_011294104.1,14,3,False,PMN2A_1472,heuristic_multi:gene
cds-WP_011294105.1,3,13,False,PMN2A_1473,heuristic_multi:gene
cds-WP_011294106.1,11,11,True,PMN2A_1474,heuristic_multi:gene
cds-WP_011294107.1,11,11,True,PMN2A_1475,heuristic_multi:gene
cds-WP_011294108.1,15,8,False,PMN2A_1476,heuristic_multi:gene
cds-WP_011294109.1,8,4,False,PMN2A_1909,heuristic_multi:gene
cds-WP_011294110.1,5,14,False,PMN2A_1477,heuristic_multi:gene
cds-WP_011294111.1,5,14,False,PMN2A_1478,multi:gene
cds-WP_011294112.1,14,12,False,PMN2A_1479,heuristic_multi:gene
cds-WP_011294113.1,3,12,False,PMN2A_1480,heuristic_multi:gene
cds-WP_011294114.1,2,2,True,PMN2A_1481,heuristic_multi:gene
cds-WP_011294115.1,4,4,True,PMN2A_1482,heuristic_multi:gene
cds-WP_011294116.1,10,10,True,PMN2A_1483,heuristic_multi:gene
cds-WP_011294117.1,6,13,False,PMN2A_1484,heuristic_multi:gene
cds-WP_011294118.1,10,9,False,PMN2A_1485,heuristic_multi:gene
cds-WP_011294119.1,6,10,False,PMN2A_1486,heuristic_multi:gene
cds-WP_011294120.1,15,5,False,PMN2A_1487,heuristic_multi:gene
cds-WP_011294121.1,9,7,False,PMN2A_1488,heuristic_multi:gene
cds-WP_011294122.1,7,2,False,PMN2A_1489,heuristic_multi:gene
cds-WP_011294123.1,9,9,True,PMN2A_1490,heuristic_multi:gene
cds-WP_011294124.1,10,7,False,PMN2A_1491,multi:gene
cds-WP_011294125.1,7,9,False,PMN2A_1492,heuristic_multi:gene
cds-WP_011294126.1,9,7,False,PMN2A_1493,heuristic_multi:gene
cds-WP_011294127.1,15,15,True,PMN2A_1494,heuristic_multi:gene
cds-WP_011294128.1,8,2,False,PMN2A_1495,heuristic_multi:gene
cds-WP_011294129.1,7,8,False,PMN2A_1496,heuristic_multi:gene
cds-WP_011294130.1,10,7,False,PMN2A_1497,heuristic_multi:gene
cds-WP_011294131.1,10,7,False,PMN2A_1498,heuristic_multi:gene
cds-WP_011294132.1,1,14,False,PMN2A_1499,heuristic_multi:gene
cds-WP_011294133.1,13,3,False,PMN2A_1500,heuristic_multi:gene
cds-WP_011294134.1,3,13,False,PMN2A_1501,heuristic_multi:gene
cds-WP_011294135.1,3,13,False,PMN2A_1502,heuristic_multi:gene
cds-WP_011294136.1,3,3,True,PMN2A_1503,heuristic_multi:gene
cds-WP_011294137.1,3,3,True,PMN2A_1504,heuristic_multi:gene
cds-WP_011294139.1,5,11,False,PMN2A_1506,heuristic_multi:gene
cds-WP_011294140.1,1,13,False,PMN2A_1507,heuristic_multi:gene
cds-WP_011294141.1,14,3,False,PMN2A_1508,heuristic_multi:gene
cds-WP_011294143.1,5,11,False,PMN2A_1510,heuristic_multi:gene
cds-WP_011294144.1,1,14,False,PMN2A_1511,heuristic_multi:gene
cds-WP_011294145.1,8,15,False,PMN2A_1512,heuristic_multi:gene
cds-WP_011294146.1,1,1,True,PMN2A_1513,heuristic_multi:gene
cds-WP_011294147.1,10,8,False,PMN2A_1514,heuristic_multi:gene
cds-WP_011294148.1,7,9,False,PMN2A_1515,heuristic_multi:gene
cds-WP_011294149.1,9,9,True,PMN2A_1516,heuristic_multi:gene
cds-WP_011294150.1,4,7,False,PMN2A_1517,heuristic_multi:gene
cds-WP_011294151.1,5,5,True,PMN2A_1518,heuristic_multi:gene
cds-WP_011294152.1,13,13,True,PMN2A_1519,heuristic_multi:gene
cds-WP_011294153.1,6,13,False,PMN2A_1520,heuristic_multi:gene
cds-WP_011294155.1,10,7,False,PMN2A_1522,heuristic_multi:gene
cds-WP_011294156.1,10,7,False,PMN2A_1523,heuristic_multi:gene
cds-WP_011294157.1,9,9,True,PMN2A_1524,heuristic_multi:gene
cds-WP_011294158.1,7,9,False,PMN2A_1525,heuristic_multi:gene
cds-WP_011294159.1,7,9,False,PMN2A_1526,heuristic_multi:gene
cds-WP_011294160.1,10,9,False,PMN2A_1527,heuristic_multi:gene
cds-WP_011294161.1,6,4,False,PMN2A_1528,heuristic_multi:gene
cds-WP_011294162.1,4,2,False,PMN2A_1529,heuristic_multi:gene
cds-WP_011294163.1,6,4,False,PMN2A_1530,heuristic_multi:gene
cds-WP_011294164.1,15,15,True,PMN2A_1531,heuristic_multi:gene
cds-WP_011294165.1,13,13,True,PMN2A_1532,heuristic_multi:gene
cds-WP_011294166.1,3,3,True,PMN2A_1533,heuristic_multi:gene
cds-WP_011294167.1,10,7,False,PMN2A_1534,heuristic_multi:gene
cds-WP_011294168.1,13,12,False,PMN2A_1535,heuristic_multi:gene
cds-WP_011294169.1,3,13,False,PMN2A_1536,heuristic_multi:gene
cds-WP_011294170.1,5,14,False,PMN2A_1537,heuristic_multi:gene
cds-WP_011294171.1,5,11,False,PMN2A_1538,heuristic_multi:gene
cds-WP_011294172.1,9,9,True,PMN2A_1539,heuristic_multi:gene
cds-WP_011294173.1,9,15,False,PMN2A_1540,heuristic_multi:gene
cds-WP_011294174.1,10,15,False,PMN2A_1541,multi:gene
cds-WP_011294175.1,4,8,False,PMN2A_1542,heuristic_multi:gene
cds-WP_011294176.1,4,8,False,PMN2A_1543,heuristic_multi:gene
cds-WP_011294177.1,10,8,False,PMN2A_1544,heuristic_multi:gene
cds-WP_011294178.1,2,8,False,PMN2A_1545,heuristic_multi:gene
cds-WP_011294179.1,12,12,True,PMN2A_1546,heuristic_multi:gene
cds-WP_011294180.1,13,13,True,PMN2A_1547,heuristic_multi:gene
cds-WP_011294182.1,4,12,False,PMN2A_1549,heuristic_multi:gene
cds-WP_011294183.1,12,6,False,PMN2A_1550,heuristic_multi:gene
cds-WP_011294184.1,10,7,False,PMN2A_1551,heuristic_multi:gene
cds-WP_011294185.1,7,8,False,PMN2A_1552,heuristic_multi:gene
cds-WP_011294186.1,4,8,False,PMN2A_1553,heuristic_multi:gene
cds-WP_011294187.1,4,8,False,PMN2A_1554,heuristic_multi:gene
cds-WP_011294188.1,6,6,True,PMN2A_1555,heuristic_multi:gene
cds-WP_011294189.1,12,13,False,PMN2A_1556,heuristic_multi:gene
cds-WP_011294190.1,1,15,False,PMN2A_1557,heuristic_multi:gene
cds-WP_011294191.1,10,7,False,PMN2A_1558,heuristic_multi:gene
cds-WP_011294192.1,8,8,True,PMN2A_1559,heuristic_multi:gene
cds-WP_011294193.1,3,12,False,PMN2A_1560,heuristic_multi:gene
cds-WP_011294194.1,3,13,False,PMN2A_1561,heuristic_multi:gene
cds-WP_011294195.1,5,11,False,PMN2A_1562,heuristic_multi:gene
cds-WP_011294196.1,2,12,False,PMN2A_1563,multi:gene
cds-WP_011294197.1,6,12,False,PMN2A_1564,heuristic_multi:gene
cds-WP_011294198.1,8,2,False,PMN2A_1565,heuristic_multi:gene
cds-WP_011294199.1,13,12,False,PMN2A_1566,heuristic_multi:gene
cds-WP_011294200.1,13,13,True,PMN2A_1567,heuristic_multi:gene
cds-WP_011294201.1,1,11,False,PMN2A_1568,heuristic_multi:gene
cds-WP_011294202.1,5,11,False,PMN2A_1569,heuristic_multi:gene
cds-WP_011294203.1,14,11,False,PMN2A_1570,heuristic_multi:gene
cds-WP_011294204.1,11,11,True,PMN2A_1571,heuristic_multi:gene
cds-WP_011294205.1,6,6,True,PMN2A_1572,multi:gene
cds-WP_011294206.1,6,12,False,PMN2A_1573,heuristic_multi:gene
cds-WP_011294207.1,6,10,False,PMN2A_1574,heuristic_multi:gene
cds-WP_011294208.1,11,15,False,PMN2A_1575,heuristic_multi:gene
cds-WP_011294210.1,2,2,True,PMN2A_1577,heuristic_multi:gene
cds-WP_011294211.1,7,9,False,PMN2A_1578,heuristic_multi:gene
cds-WP_011294212.1,5,13,False,PMN2A_1579,heuristic_multi:gene
cds-WP_011294213.1,14,3,False,PMN2A_1580,heuristic_multi:gene
cds-WP_011294214.1,14,3,False,PMN2A_1581,heuristic_multi:gene
cds-WP_011294215.1,2,2,True,PMN2A_1582,heuristic_multi:gene
cds-WP_011294216.1,13,3,False,PMN2A_1583,heuristic_multi:gene
cds-WP_011294217.1,13,13,True,PMN2A_1584,heuristic_multi:gene
cds-WP_011294218.1,12,12,True,PMN2A_1585,heuristic_multi:gene
cds-WP_011294219.1,4,12,False,PMN2A_1586,heuristic_multi:gene
cds-WP_011294220.1,4,7,False,PMN2A_1587,heuristic_multi:gene
cds-WP_011294221.1,9,9,True,PMN2A_1588,heuristic_multi:gene
cds-WP_011294222.1,2,2,True,PMN2A_1589,heuristic_multi:gene
cds-WP_011294223.1,2,2,True,PMN2A_1590,heuristic_multi:gene
cds-WP_011294224.1,7,10,False,PMN2A_1591,heuristic_multi:gene
cds-WP_011294225.1,5,5,True,PMN2A_1592,multi:gene
cds-WP_011294225.1-2,1,15,False,PMN2A_0558,multi:gene
cds-WP_011294226.1,15,15,True,PMN2A_1593,heuristic_multi:gene
cds-WP_011294227.1,5,11,False,PMN2A_1594,heuristic_multi:gene
cds-WP_011294228.1,14,11,False,PMN2A_1595,heuristic_multi:gene
cds-WP_011294230.1,14,3,False,PMN2A_1597,heuristic_multi:gene
cds-WP_011294231.1,14,3,False,PMN2A_1598,heuristic_multi:gene
cds-WP_011294232.1,10,8,False,PMN2A_1599,multi:gene
cds-WP_011294233.1,5,2,False,PMN2A_1600,heuristic_multi:gene
cds-WP_011294235.1,12,13,False,PMN2A_1602,heuristic_multi:gene
cds-WP_011294236.1,11,11,True,PMN2A_1603,heuristic_multi:gene
cds-WP_011294237.1,5,14,False,PMN2A_1604,heuristic_multi:gene
cds-WP_011294238.1,14,11,False,PMN2A_1605,heuristic_multi:gene
cds-WP_011294239.1,3,3,True,PMN2A_1606,multi:gene
cds-WP_011294240.1,2,7,False,PMN2A_1607,heuristic_multi:gene
cds-WP_011294241.1,2,8,False,PMN2A_1608,multi:gene
cds-WP_011294242.1,9,9,True,PMN2A_1609,heuristic_multi:gene
cds-WP_011294243.1,9,9,True,PMN2A_1610,heuristic_multi:gene
cds-WP_011294244.1,7,9,False,PMN2A_1611,heuristic_multi:gene
cds-WP_011294245.1,14,11,False,PMN2A_1612,heuristic_multi:gene
cds-WP_011294246.1,3,11,False,PMN2A_1613,heuristic_multi:gene
cds-WP_011294247.1,13,14,False,PMN2A_1614,heuristic_multi:gene
cds-WP_011294248.1,11,15,False,PMN2A_1615,heuristic_multi:gene
cds-WP_011294249.1,14,3,False,PMN2A_1616,heuristic_multi:gene
cds-WP_011294250.1,14,3,False,PMN2A_1617,heuristic_multi:gene
cds-WP_011294251.1,11,3,False,PMN2A_1618,heuristic_multi:gene
cds-WP_011294252.1,14,3,False,PMN2A_1619,heuristic_multi:gene
cds-WP_011294253.1,14,3,False,PMN2A_1620,multi:gene
cds-WP_011294254.1,11,3,False,PMN2A_1621,heuristic_multi:gene
cds-WP_011294255.1,11,3,False,PMN2A_1622,heuristic_multi:gene
cds-WP_011294256.1,15,15,True,PMN2A_1623,heuristic_multi:gene
cds-WP_011294257.1,15,15,True,PMN2A_1624,heuristic_multi:gene
cds-WP_011294258.1,10,13,False,PMN2A_1625,heuristic_multi:gene
cds-WP_011294259.1,3,3,True,PMN2A_1626,heuristic_multi:gene
cds-WP_011294260.1,6,4,False,PMN2A_1627,heuristic_multi:gene
cds-WP_011294261.1,6,12,False,PMN2A_1628,heuristic_multi:gene
cds-WP_011294262.1,8,9,False,PMN2A_1629,heuristic_multi:gene
cds-WP_011294263.1,3,3,True,PMN2A_1630,heuristic_multi:gene
cds-WP_011294264.1,3,3,True,PMN2A_1631,heuristic_multi:gene
cds-WP_011294265.1,15,9,False,PMN2A_1632,heuristic_multi:gene
cds-WP_011294266.1,5,11,False,PMN2A_1633,heuristic_multi:gene
cds-WP_011294267.1,4,10,False,PMN2A_1634,heuristic_multi:gene
cds-WP_011294268.1,1,3,False,PMN2A_1635,heuristic_multi:gene
cds-WP_011294270.1,6,6,True,PMN2A_1637,heuristic_multi:gene
cds-WP_011294271.1,11,3,False,PMN2A_1638,heuristic_multi:gene
cds-WP_011294273.1,2,8,False,PMN2A_1640,heuristic_multi:gene
cds-WP_011294275.1,2,12,False,PMN2A_1642,heuristic_multi:gene
cds-WP_011294276.1,10,9,False,PMN2A_1643,heuristic_multi:gene
cds-WP_011294277.1,14,14,True,PMN2A_1644,heuristic_multi:gene
cds-WP_011294278.1,15,13,False,PMN2A_1645,heuristic_multi:gene
cds-WP_011294279.1,5,14,False,PMN2A_1646,heuristic_multi:gene
cds-WP_011294280.1,13,13,True,PMN2A_1647,heuristic_multi:gene
cds-WP_011294281.1,3,3,True,PMN2A_1648,heuristic_multi:gene
cds-WP_011294282.1,3,3,True,PMN2A_1649,heuristic_multi:gene
cds-WP_011294283.1,11,3,False,PMN2A_1650,heuristic_multi:gene
cds-WP_011294284.1,1,1,True,PMN2A_1651,heuristic_multi:gene
cds-WP_011294285.1,15,5,False,PMN2A_1652,heuristic_multi:gene
cds-WP_011294286.1,1,5,False,PMN2A_1653,heuristic_multi:gene
cds-WP_011294287.1,14,3,False,PMN2A_1654,heuristic_multi:gene
cds-WP_011294288.1,12,12,True,PMN2A_1655,heuristic_multi:gene
cds-WP_011294289.1,10,10,True,PMN2A_1656,heuristic_multi:gene
cds-WP_011294290.1,5,11,False,PMN2A_1657,heuristic_multi:gene
cds-WP_011294291.1,7,15,False,PMN2A_1658,heuristic_multi:gene
cds-WP_011294292.1,10,15,False,PMN2A_1659,heuristic_multi:gene
cds-WP_011294293.1,10,9,False,PMN2A_1660,heuristic_multi:gene
cds-WP_011294294.1,11,11,True,PMN2A_1661,multi:gene
cds-WP_011294295.1,11,11,True,PMN2A_1662,heuristic_multi:gene
cds-WP_011294296.1,14,3,False,PMN2A_1663,heuristic_multi:gene
cds-WP_011294297.1,14,3,False,PMN2A_1664,heuristic_multi:gene
cds-WP_011294298.1,14,3,False,PMN2A_1665,heuristic_multi:gene
cds-WP_011294300.1,6,9,False,PMN2A_1667,heuristic_multi:gene
cds-WP_011294301.1,2,2,True,PMN2A_1668,heuristic_multi:gene
cds-WP_011294302.1,9,9,True,PMN2A_1669,heuristic_multi:gene
cds-WP_011294303.1,11,5,False,PMN2A_1670,heuristic_multi:gene
cds-WP_011294304.1,12,12,True,PMN2A_1671,heuristic_multi:gene
cds-WP_011294305.1,12,12,True,PMN2A_1672,heuristic_multi:gene
cds-WP_011294306.1,4,12,False,PMN2A_1673,heuristic_multi:gene
cds-WP_011294307.1,12,12,True,PMN2A_1674,heuristic_multi:gene
cds-WP_011294308.1,12,12,True,PMN2A_1675,heuristic_multi:gene
