gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
SYNC_RS06970,,SYNC_RS06970,sync_1496,Protein Homology,1377793.0,1378314.0,-,,,COORDINATES: protein motif:HMM:NF012314.4,thioredoxin domain-containing protein,WP_148201869.1,,,,,sync_1496,1377793.0,1378182.0,-,CK_Syn_CC9311_01496,sync_1496,"GO:0045454,GO:0055114,GO:0016209,GO:0016491",CK_00006683,"D.1.4,G.2","Oxidative stress,Electron transport","COG0526,cyaNOG07405","COG: OC,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"cell redox homeostasis,oxidation-reduction process,cell redox homeostasis,oxidation-reduction process,antioxidant activity,oxidoreductase activity",thioredoxin domain-containing protein,"PF00085,PS00194,PS51352,IPR013766,IPR017937,IPR012336","Thioredoxin,Thioredoxin family active site.,Thioredoxin domain profile.,Thioredoxin domain,Thioredoxin%2C conserved site,Thioredoxin-like fold",112,Energy metabolism / Electron transport
SYNC_RS06975,,SYNC_RS06975,sync_1497,Protein Homology,1378400.0,1379236.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619419.1,metal ABC transporter permease,WP_011619419.1,"GO:0030001,GO:0055085,GO:0043190",ATP-binding cassette (ABC) transporter complex|0043190||IEA,,"metal ion transport|0030001||IEA,transmembrane transport|0055085||IEA",sync_1497,1378400.0,1379236.0,-,CK_Syn_CC9311_01497,znuC,"GO:0006810,GO:0055085",CK_00008026,"D.1.7,Q.4","Trace metals,Cations and iron carrying compounds","COG1108,bactNOG00208,cyaNOG01627","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,"transport,transmembrane transport",ABC zinc transport system%2C permease component,"PF00950,IPR001626","ABC 3 transport family,ABC transporter%2C TroCD-like",145,Transport and binding proteins / Cations and iron carrying compounds
SYNC_RS06980,,SYNC_RS06980,sync_1498,Protein Homology,1379229.0,1380005.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619420.1,metal ABC transporter ATP-binding protein,WP_041426551.1,"GO:0005524,GO:0016887,GO:0042626,GO:0140359",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA,ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA",,sync_1498,1379229.0,1380008.0,-,CK_Syn_CC9311_01498,znuB,"GO:0006810,GO:0055085,GO:0005524,GO:0016887",CK_00008084,"D.1.7,Q.4","Trace metals,Cations and iron carrying compounds","COG1121,bactNOG02793,cyaNOG00802","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"transport,transmembrane transport,transport,transmembrane transport,ATP binding,ATPase activity",ABC zinc transport system%2C ATPase component,"PF00005,PS50893,IPR003439","ABC transporter,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter-like",145,Transport and binding proteins / Cations and iron carrying compounds
SYNC_RS06985,,SYNC_RS06985,sync_1499,Protein Homology,1380008.0,1380925.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619421.1,metal ABC transporter solute-binding protein%2C Zn/Mn family,WP_237699179.1,GO:0046872,,metal ion binding|0046872||IEA,,sync_1499,1380008.0,1380982.0,-,CK_Syn_CC9311_01499,znuA,"GO:0006810,GO:0055085",CK_00002462,"D.1.7,Q.4","Trace metals,Cations and iron carrying compounds","COG0803,bactNOG08774,bactNOG40405,cyaNOG01714","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"transport,transmembrane transport",ABC zinc transport system%2C substrate-binding protein,"PF01297,IPR006127","Zinc-uptake complex component A periplasmic,Periplasmic solute binding protein%2C ZnuA-like",145,Transport and binding proteins / Cations and iron carrying compounds
SYNC_RS06990,,SYNC_RS06990,sync_1500,Protein Homology,1381029.0,1382591.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_007102155.1,iron uptake porin,WP_041426553.1,"GO:0033212,GO:0015093,GO:0016020,GO:0046930","membrane|0016020||IEA,pore complex|0046930||IEA",ferrous iron transmembrane transporter activity|0015093||IEA,iron import into cell|0033212||IEA,sync_1500,1381029.0,1382603.0,-,CK_Syn_CC9311_01500,sync_1500,"GO:0006810,GO:0005215,GO:0015288,GO:0009279,GO:0016021",CK_00002330,"D.1.5,D.1.7,Q.6","Phosphorus,Trace metals,Porins","COG3425,NOG315155,COG3203,cyaNOG00278","COG: METABOLISM [I] Lipid transport and metabolism,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"transport,transport,transporter activity,porin activity,transport,transporter activity,porin activity,cell outer membrane,integral component of membrane",outer membrane porin,"PF04966,PF00395,PS51272,IPR007049,IPR001119","Carbohydrate-selective porin%2C OprB family,S-layer homology domain,S-layer homology (SLH) domain profile.,Carbohydrate-selective porin OprB,S-layer homology domain",142,Transport and binding proteins / Amino acids%2C peptides and amines
SYNC_RS06995,,SYNC_RS06995,sync_1501,Protein Homology,1382769.0,1384367.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619423.1,iron uptake porin,WP_083756071.1,"GO:0033212,GO:0015093,GO:0016020,GO:0046930","membrane|0016020||IEA,pore complex|0046930||IEA",ferrous iron transmembrane transporter activity|0015093||IEA,iron import into cell|0033212||IEA,sync_1501,1382769.0,1384382.0,-,CK_Syn_CC9311_01501,sync_1501,"GO:0006810,GO:0005215,GO:0015288,GO:0009279,GO:0016021",CK_00002330,"D.1.5,D.1.7,Q.6","Phosphorus,Trace metals,Porins","COG3425,NOG315155,COG3203,cyaNOG00278","COG: METABOLISM [I] Lipid transport and metabolism,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"transport,transport,transporter activity,porin activity,transport,transporter activity,porin activity,cell outer membrane,integral component of membrane",outer membrane porin,"PF04966,PF00395,PS51272,IPR007049,IPR001119","Carbohydrate-selective porin%2C OprB family,S-layer homology domain,S-layer homology (SLH) domain profile.,Carbohydrate-selective porin OprB,S-layer homology domain",142,Transport and binding proteins / Amino acids%2C peptides and amines
SYNC_RS07005,,SYNC_RS07005,sync_1502,Protein Homology,1384727.0,1385734.0,+,,,COORDINATES: protein motif:HMM:NF020932.4,imelysin family protein,WP_011619424.1,,,,,sync_1502,1384727.0,1385734.0,+,CK_Syn_CC9311_01502,irpA,,CK_00008542,D.1.1,Iron,COG3489,COG: POORLY CHARACTERIZED [R] General function prediction only,,,,iron-regulated protein A,"PF09375,PS51257,IPR018976,IPR034982","Imelysin,Prokaryotic membrane lipoprotein lipid attachment site profile.,Imelysin-like domain,Iron-regulated protein A%2C imelysin-like domain",149,Cellular processes / Adaptations to atypical conditions
SYNC_RS07010,,SYNC_RS07010,sync_1503,Protein Homology,1385788.0,1387125.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619425.1,di-heme oxidoredictase family protein,WP_011619425.1,,,,,sync_1503,1385788.0,1387125.0,+,CK_Syn_CC9311_01503,sync_1503,"GO:0009055,GO:0020037",CK_00008543,,,COG3488,COG: METABOLISM [C] Energy production and conversion,,,"electron transfer activity,heme binding",Hypothetical protein,"PF06537,PS51008,PS51007,IPR011031,IPR010538,IPR009056","Di-haem oxidoreductase%2C putative peroxidase,Multiheme cytochrome c family profile.,Cytochrome c family profile.,Multihaem cytochrome,Di-haem oxidoreductase%2C putative peroxidase,Cytochrome c-like domain",,
SYNC_RS07015,,SYNC_RS07015,sync_1504,Protein Homology,1387372.0,1388271.0,+,,,COORDINATES: protein motif:HMM:NF024109.4,alpha/beta fold hydrolase,WP_011619426.1,,,,,sync_1504,1387372.0,1388271.0,+,CK_Syn_CC9311_01504,sync_1504,,CK_00005422,,,"COG0596,NOG268328,bactNOG21804,cyaNOG03087","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,conserved hypothetical protein,"PF12697,IPR000073","Alpha/beta hydrolase family,Alpha/beta hydrolase fold-1",156,Hypothetical proteins / Conserved
SYNC_RS07020,,SYNC_RS07020,sync_1505,Protein Homology,1388601.0,1388858.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619427.1,hypothetical protein,WP_011619427.1,,,,,sync_1505,1388601.0,1388858.0,+,CK_Syn_CC9311_01505,sync_1505,,CK_00042442,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS07025,,SYNC_RS07025,sync_1506,Protein Homology,1389109.0,1389804.0,-,,,COORDINATES: protein motif:HMM:NF019932.4,SgcJ/EcaC family oxidoreductase,WP_237699180.1,,,,,sync_1506,1389109.0,1389588.0,-,CK_Syn_CC9311_01506,sync_1506,"GO:0006468,GO:0004683,GO:0005516",CK_00008544,,,"COG4875,bactNOG31787,cyaNOG07970","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",,,"protein phosphorylation,protein phosphorylation,calmodulin-dependent protein kinase activity,calmodulin binding",conserved hypothetical family protein,"TIGR02246,PF08332,IPR011944,IPR013543","conserved hypothetical protein,Calcium/calmodulin dependent protein kinase II association domain,Steroid delta5-4-isomerase,Calcium/calmodulin-dependent protein kinase II%2C association-domain",185,Unclassified / Role category not yet assigned
SYNC_RS07030,,SYNC_RS07030,sync_1508,Protein Homology,1390406.0,1391467.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619430.1,GTP-binding protein,WP_041426555.1,"GO:0003924,GO:0005525",,"GTPase activity|0003924||IEA,GTP binding|0005525||IEA",,sync_1508,1390388.0,1391467.0,+,CK_Syn_CC9311_01508,sync_1508,,CK_00000060,B.10.2,Cobalamin (b12),"COG0523,bactNOG00100,cyaNOG00213","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,,CobW-like pseudocobalamin biosynthesis proteinn,"PF07683,PF02492,IPR011629,IPR003495,IPR036627,IPR027417","Cobalamin synthesis protein cobW C-terminal domain,CobW/HypB/UreG%2C nucleotide-binding domain,Cobalamin (vitamin B12) biosynthesis CobW-like%2C C-terminal,CobW/HypB/UreG%2C nucleotide-binding domain,CobW-like%2C C-terminal domain superfamily,P-loop containing nucleoside triphosphate hydrolase",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin
SYNC_RS07035,,SYNC_RS07035,sync_1509,Protein Homology,1391843.0,1392430.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_006041138.1,efflux RND transporter periplasmic adaptor subunit,WP_041426556.1,,,,,sync_1509,1391681.0,1392430.0,+,CK_Syn_CC9311_01509,sync_1509,,CK_00002946,,,COG0845,COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS07040,,SYNC_RS07040,sync_1510,Protein Homology,1392443.0,1395547.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619432.1,efflux RND transporter permease subunit,WP_011619432.1,,,,,sync_1510,1392443.0,1395547.0,+,CK_Syn_CC9311_01510,sync_1510,"GO:0030001,GO:0006812,GO:0006810,GO:0051139,GO:0008324,GO:0005215,GO:0016021,GO:0016020",CK_00009124,"D.8,Q.7","Toxin production and resistance, Sugars","COG3696,bactNOG00060,cyaNOG01921","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,"metal ion transport,cation transport,transport,metal ion transport,cation transport,transport,metal ion:proton antiporter activity,cation transmembrane transporter activity,transporter activity,metal ion transport,cation transport,transport,metal ion:proton antiporter activity,cation transmembrane transporter activity,transporter activity,integral component of membrane,membrane",heavy metal efflux pump%2C CzcA family protein,"TIGR00914,PF00873,IPR001036","heavy metal efflux pump%2C CzcA family,AcrB/AcrD/AcrF family,Acriflavin resistance protein","141,94","Transport and binding proteins / Unknown substrate,Cellular processes / Toxin production and resistance"
SYNC_RS07045,,SYNC_RS07045,sync_1511,Protein Homology,1395637.0,1396023.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619433.1,hypothetical protein,WP_011619433.1,,,,,sync_1511,1395637.0,1396023.0,+,CK_Syn_CC9311_01511,sync_1511,,CK_00038660,,,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
SYNC_RS07050,,SYNC_RS07050,sync_1512,Protein Homology,1396657.0,1398279.0,+,,,COORDINATES: protein motif:HMM:NF012772.4,bifunctional diguanylate cyclase/phosphodiesterase,WP_167897201.1,,,,,sync_1512,1396558.0,1398279.0,+,CK_Syn_CC9311_01512,sync_1512,,CK_00043308,,,,,,,,GGDEF/EAL domain protein,"TIGR00254,PF00990,PF00563,PS50883,PS50887,IPR000160,IPR001633","diguanylate cyclase (GGDEF) domain,Diguanylate cyclase%2C GGDEF domain,EAL domain,EAL domain profile.,GGDEF domain profile.,GGDEF domain,EAL domain",,
SYNC_RS07055,,SYNC_RS07055,sync_1513,Protein Homology,1398542.0,1399513.0,+,,,COORDINATES: protein motif:HMM:NF020650.4,ABC transporter substrate-binding protein,WP_011619435.1,,,,,sync_1513,1398542.0,1399513.0,+,CK_Syn_CC9311_01513,sync_1513,,CK_00002249,,,"COG0715,bactNOG17716,bactNOG16650,cyaNOG01910","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [P] Inorganic ion transport and metabolism",,,,putative nitrate ABC transporter%2C substrate binding protein,"TIGR01728,PF13379,PS51257,IPR010067","ABC transporter%2C substrate-binding protein%2C aliphatic sulfonates family,NMT1-like family,Prokaryotic membrane lipoprotein lipid attachment site profile.,Aliphatic sulfonates-binding protein",147,Transport and binding proteins / Other
SYNC_RS13570,,SYNC_RS13570,sync_1514,Protein Homology,1399636.0,1400976.0,+,,,COORDINATES: protein motif:HMM:TIGR00254.1,GGDEF domain-containing protein,WP_049750338.1,,,,,sync_1514,1399510.0,1400976.0,+,CK_Syn_CC9311_01514,sync_1514,,CK_00046104,,,,,,,,GGDEF domain protein,"TIGR00254,PF00990,PS50887,IPR000160","diguanylate cyclase (GGDEF) domain,Diguanylate cyclase%2C GGDEF domain,GGDEF domain profile.,GGDEF domain",,
SYNC_RS15265,,SYNC_RS15265,sync_1515,Protein Homology,1401004.0,1401531.0,+,,,COORDINATES: protein motif:HMM:NF024591.4,class I adenylate-forming enzyme family protein,WP_011619437.1,GO:0005524,,ATP binding|0005524||IEA,,sync_1515,1401004.0,1401531.0,+,CK_Syn_CC9311_01515,fadD-2,"GO:0008152,GO:0003824",CK_00007075,H.2,Fatty acid metabolism,"COG0318,bactNOG00950,cyaNOG03244","COG: IQ,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: Q",,,"metabolic process,metabolic process,catalytic activity",long-chain-fatty-acid-CoA ligase,"PF00501,PF13193,PS00455,IPR000873,IPR020845,IPR025110","AMP-binding enzyme,AMP-binding enzyme C-terminal domain,Putative AMP-binding domain signature.,AMP-dependent synthetase/ligase,AMP-binding%2C conserved site,AMP-binding enzyme%2C C-terminal domain",176,Fatty acid and phospholipid metabolism / Biosynthesis
SYNC_RS07070,,SYNC_RS07070,sync_1516,Protein Homology,1401665.0,1403428.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619438.1,CocE/NonD family hydrolase,WP_202795156.1,GO:0016787,,hydrolase activity|0016787||IEA,,sync_1516,1401650.0,1403428.0,+,CK_Syn_CC9311_01516,sync_1516,"GO:0008239,GO:0016787",CK_00053354,,,,,,,"dipeptidyl-peptidase activity,hydrolase activity",hydrolase CocE/NonD family protein subfamily,"TIGR00976,PF08530,PF02129,IPR013736,IPR005674,IPR000383","hydrolase CocE/NonD family protein,X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain,X-Pro dipeptidyl-peptidase (S15 family),Xaa-Pro dipeptidyl-peptidase%2C C-terminal,CocE/Serine esterase,Xaa-Pro dipeptidyl-peptidase-like domain",,
SYNC_RS07075,,SYNC_RS07075,sync_1518,GeneMarkS-2+,1403906.0,1404208.0,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011619440.1,,,,,sync_1518,1403906.0,1404208.0,+,CK_Syn_CC9311_01518,sync_1518,,CK_00055718,R.2,Conserved hypothetical proteins,COG5361,COG: POORLY CHARACTERIZED [S] Function unknown,,,,uncharacterized conserved secreted protein (DUF1254/DUF1214),"PF06742,IPR010621","Protein of unknown function (DUF1214),Domain of unknown function DUF1214",156,Hypothetical proteins / Conserved
SYNC_RS14685,,SYNC_RS14685,sync_1519,GeneMarkS-2+,1404573.0,1404842.0,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_011619441.1,,,,,sync_1519,1404573.0,1404842.0,-,CK_Syn_CC9311_01519,sync_1519,,CK_00008552,,,,,,,,conserved hypothetical protein,"PF12965,IPR024385","Domain of unknown function (DUF3854),Domain of unknown function DUF3854",156,Hypothetical proteins / Conserved
SYNC_RS07085,,SYNC_RS07085,sync_1522,Protein Homology,1405739.0,1408018.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619444.1,FdhF/YdeP family oxidoreductase,WP_237699181.1,"GO:0016491,GO:0030151,GO:0051539",,"oxidoreductase activity|0016491||IEA,molybdenum ion binding|0030151||IEA,4 iron%2C 4 sulfur cluster binding|0051539||IEA",,sync_1522,1405751.0,1408018.0,+,CK_Syn_CC9311_01522,sync_1522,"GO:0055114,GO:0008863,GO:0030151,GO:0051539,GO:0016491",CK_00006743,,,"COG0243,bactNOG98004,cyaNOG00261","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",,,"oxidation-reduction process,oxidation-reduction process,formate dehydrogenase (NAD+) activity,molybdenum ion binding,4 iron%2C 4 sulfur cluster binding,oxidoreductase activity",molybdopterin oxidoreductase family protein,"TIGR01701,PF00384,PF01568,IPR010046,IPR006656,IPR006657","oxidoreductase alpha (molybdopterin) subunit,Molybdopterin oxidoreductase,Molydopterin dinucleotide binding domain,Oxidoreductase alpha (molybdopterin) subunit,Molybdopterin oxidoreductase,Molybdopterin dinucleotide-binding domain",157,Unknown function / General
SYNC_RS07090,,SYNC_RS07090,sync_1523,Protein Homology,1408161.0,1409366.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619445.1,DUF4336 domain-containing protein,WP_011619445.1,,,,,sync_1523,1408161.0,1409366.0,+,CK_Syn_CC9311_01523,sync_1523,,CK_00000765,R.2,Conserved hypothetical proteins,"NOG319697,NOG254439,COG0795,bactNOG11993,cyaNOG01226","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein (DUF4336),"PF14234,IPR025638","Domain of unknown function (DUF4336),Protein of unknown function DUF4336",156,Hypothetical proteins / Conserved
SYNC_RS07095,,SYNC_RS07095,sync_1524,Protein Homology,1409452.0,1409805.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_006041174.1,DUF760 domain-containing protein,WP_041426557.1,,,,,sync_1524,1409452.0,1409814.0,-,CK_Syn_CC9311_01524,sync_1524,,CK_00000766,"D.1.7,R.2","Trace metals,Conserved hypothetical proteins","NOG276588,COG0419,NOG84381,NOG301419,bactNOG65894,bactNOG37430,cyaNOG06725,cyaNOG03642,cyaNOG03681","COG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein (DUF760),"PF05542,IPR008479","Protein of unknown function (DUF760),Protein of unknown function DUF760",156,Hypothetical proteins / Conserved
lepB,lepB,SYNC_RS07100,sync_1525,Protein Homology,1409821.0,1410435.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619447.1,signal peptidase I,WP_011619447.1,"GO:0006465,GO:0009306,GO:0004252,GO:0016020",membrane|0016020||IEA,serine-type endopeptidase activity|0004252||IEA,"signal peptide processing|0006465||IEA,protein secretion|0009306||IEA",sync_1525,1409821.0,1410435.0,-,CK_Syn_CC9311_01525,lepB,"GO:0006465,GO:0009306,GO:0006508,GO:0009004,GO:0008236,GO:0016021,GO:0016020",CK_00000767,L.1,Protein and peptide secretion and trafficking,"COG0681,bactNOG03019,bactNOG100145,bactNOG47976,cyaNOG01653,cyaNOG06104","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",3.4.21.89,signal peptidase I%3B leader peptidase I%3B signal proteinase%3B Escherichia coli leader peptidase%3B eukaryotic signal peptidase%3B eukaryotic signal proteinase%3B leader peptidase%3B leader peptide hydrolase%3B leader proteinase%3B signal peptidase%3B pilin leader peptidase%3B SPC%3B prokaryotic signal peptidase%3B prokaryotic leader peptidase%3B HOSP%3B prokaryotic signal proteinase%3B propeptidase%3B PuIO prepilin peptidase%3B signal peptide hydrolase%3B signal peptide peptidase%3B signalase%3B bacterial leader peptidase 1%3B pilin leader peptidase,"signal peptide processing,protein secretion,proteolysis,signal peptide processing,protein secretion,proteolysis,obsolete signal peptidase I activity,serine-type peptidase activity,signal peptide processing,protein secretion,proteolysis,obsolete signal peptidase I activity,serine-type peptidase activity,integral component of membrane,membrane",signal peptidase I,"TIGR02227,PF00717,PS00760,PS00761,PS00501,IPR019757,IPR019758,IPR000223,IPR019756,IPR019759","signal peptidase I,Peptidase S24-like,Signal peptidases I lysine active site.,Signal peptidases I signature 3.,Signal peptidases I serine active site.,Peptidase S26A%2C signal peptidase I%2C lysine active site,Peptidase S26A%2C signal peptidase I%2C conserved site,Peptidase S26A%2C signal peptidase I,Peptidase S26A%2C signal peptidase I%2C serine active site,Description not found.",97,Protein fate / Protein and peptide secretion and trafficking
menD,menD,SYNC_RS07105,sync_1526,Protein Homology,1410522.0,1412255.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011619448.1,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,WP_011619448.1,"GO:0009234,GO:0030976,GO:0070204",,"thiamine pyrophosphate binding|0030976||IEA,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity|0070204||IEA",menaquinone biosynthetic process|0009234||IEA,sync_1526,1410522.0,1412255.0,+,CK_Syn_CC9311_01526,menD,"GO:0042372,GO:0070204,GO:0030976,GO:0003824",CK_00000768,B.2, Plastoquinone%2C menaquinone and ubiquinone,"COG1165,bactNOG02579,cyaNOG02235","COG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",2.2.1.9,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase%3B SEPHCHC synthase%3B MenD,"phylloquinone biosynthetic process,phylloquinone biosynthetic process,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity,thiamine pyrophosphate binding,catalytic activity",2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylic-acid synthase,"TIGR00173,PF02776,PF02775,IPR012001,IPR011766,IPR004433","2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase,Thiamine pyrophosphate enzyme%2C N-terminal TPP binding domain,Thiamine pyrophosphate enzyme%2C C-terminal TPP binding domain,Thiamine pyrophosphate enzyme%2C N-terminal TPP-binding domain,Thiamine pyrophosphate enzyme%2C C-terminal TPP-binding,2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase",81,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Menaquinone and ubiquinone
