gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term,go_component,go_function,go_process,gene_synonym,old_locus_tags,ec_numbers
SY28_RS03180,,SY28_RS03180,SY28_03185,Protein Homology,35100,35726,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013282.1,ComF family protein,WP_036197050.1,GO:0030420,,,establishment of competence for transformation|0030420||IEA,,SY28_03185,
mtnA,mtnA,SY28_RS03185,SY28_03190,Protein Homology,35731,36711,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013703884.1,S-methyl-5-thioribose-1-phosphate isomerase,WP_027888027.1,"GO:0019509,GO:0046523",,S-methyl-5-thioribose-1-phosphate isomerase activity|0046523||IEA,L-methionine salvage from methylthioadenosine|0019509||IEA,,SY28_03190,5.3.1.23
SY28_RS03190,,SY28_RS03190,SY28_03195,Protein Homology,36721,37893,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013284.1,serine hydrolase,WP_027888026.1,"GO:0030655,GO:0008800",,beta-lactamase activity|0008800||IEA,beta-lactam antibiotic catabolic process|0030655||IEA,,SY28_03195,
glgP,glgP,SY28_RS03195,SY28_03200,Protein Homology,37954,40470,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013285.1,alpha-glucan family phosphorylase,WP_027888025.1,"GO:0005975,GO:0004645,GO:0030170",,"1%2C4-alpha-oligoglucan phosphorylase activity|0004645||IEA,pyridoxal phosphate binding|0030170||IEA",carbohydrate metabolic process|0005975||IEA,,SY28_03200,
SY28_RS03200,,SY28_RS03200,SY28_03205,Protein Homology,40565,41269,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013286.1,YkgJ family cysteine cluster protein,WP_027888024.1,"GO:0046872,GO:0051536",,"metal ion binding|0046872||IEA,iron-sulfur cluster binding|0051536||IEA",,,SY28_03205,
SY28_RS03205,,SY28_RS03205,SY28_03210,Protein Homology,41276,41683,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013287.1,YbjN domain-containing protein,WP_027888023.1,,,,,,SY28_03210,
SY28_RS03215,,SY28_RS03215,SY28_03220,GeneMarkS-2+,42177,43442,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_027888022.1,,,,,,SY28_03220,
tilS,tilS,SY28_RS03220,SY28_03225,Protein Homology,43521,45029,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013288.1,tRNA lysidine(34) synthetase TilS,WP_043982213.1,"GO:0008033,GO:0000166,GO:0005524,GO:0016879",,"nucleotide binding|0000166||IEA,ATP binding|0005524||IEA,ligase activity%2C forming carbon-nitrogen bonds|0016879||IEA",tRNA processing|0008033||IEA,,SY28_03225,6.3.4.19
truD,truD,SY28_RS03225,SY28_03230,Protein Homology,45105,46181,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013289.1,tRNA pseudouridine(13) synthase TruD,WP_043982210.1,"GO:0001522,GO:0009451,GO:0003723,GO:0009982",,"RNA binding|0003723||IEA,pseudouridine synthase activity|0009982||IEA","pseudouridine synthesis|0001522||IEA,RNA modification|0009451||IEA",,SY28_03230,5.4.99.27
ffh,ffh,SY28_RS03230,SY28_03235,Protein Homology,46320,47624,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014629581.1,signal recognition particle protein,WP_027888019.1,"GO:0009306,GO:0003924,GO:0005048,GO:0005525,GO:0048501",signal recognition particle%2C plasma membrane targeting|0048501||IEA,"GTPase activity|0003924||IEA,signal sequence binding|0005048||IEA,GTP binding|0005525||IEA",protein secretion|0009306||IEA,,SY28_03235,
rpsP,rpsP,SY28_RS03235,SY28_03240,Protein Homology,47709,47954,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013291.1,30S ribosomal protein S16,WP_013013291.1,"GO:0006412,GO:0003735,GO:0000314,GO:0022627","organellar small ribosomal subunit|0000314||IEA,cytosolic small ribosomal subunit|0022627||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_03240,
SY28_RS03240,,SY28_RS03240,SY28_03245,Protein Homology,48030,48248,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013158688.1,KH domain-containing protein,WP_027888018.1,GO:0003676,,nucleic acid binding|0003676||IEA,,,SY28_03245,
rimM,rimM,SY28_RS03245,SY28_03250,Protein Homology,48264,48752,+,Essential for efficient processing of 16S rRNA,,COORDINATES: similar to AA sequence:RefSeq:WP_011228392.1,ribosome maturation factor RimM,WP_027888017.1,"GO:0006364,GO:0043022,GO:0005840",ribosome|0005840||IEA,ribosome binding|0043022||IEA,rRNA processing|0006364||IEA,,SY28_03250,
trmD,trmD,SY28_RS03250,SY28_03255,Protein Homology,48762,49481,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013294.1,tRNA (guanosine(37)-N1)-methyltransferase TrmD,WP_027888016.1,"GO:0008033,GO:0052906",,tRNA (guanine(37)-N1)-methyltransferase activity|0052906||IEA,tRNA processing|0008033||IEA,,SY28_03255,2.1.1.228
rplS,rplS,SY28_RS03255,SY28_03260,Protein Homology,49630,50073,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013295.1,50S ribosomal protein L19,WP_027888015.1,"GO:0006412,GO:0003735,GO:0000311,GO:0022625","plastid large ribosomal subunit|0000311||IEA,cytosolic large ribosomal subunit|0022625||IEA",structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,,SY28_03260,
SY28_RS03260,,SY28_RS03260,SY28_03265,GeneMarkS-2+,50204,50839,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_223299798.1,,,,,,SY28_03265,
SY28_RS03265,,SY28_RS03265,SY28_03270,Protein Homology,50954,53434,-,,,COORDINATES: protein motif:HMM:NF012311.6,S8 family peptidase,WP_052488375.1,"GO:0006508,GO:0008236",,serine-type peptidase activity|0008236||IEA,proteolysis|0006508||IEA,,SY28_03270,3.4.-.-
SY28_RS03270,,SY28_RS03270,SY28_03275,Protein Homology,156,806,+,,,COORDINATES: protein motif:HMM:NF014045.6,NYN domain-containing protein,WP_036196990.1,GO:0004540,,RNA nuclease activity|0004540||IEA,,,SY28_03275,
SY28_RS03280,,SY28_RS03280,SY28_03285,GeneMarkS-2+,1953,2321,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_131455654.1,,,,,,SY28_03285,
SY28_RS16085,,SY28_RS16085,SY28_03290,Protein Homology,2601,2816,+,,,COORDINATES: protein motif:HMM:NF024139.6,helix-turn-helix domain-containing protein,WP_223299813.1,GO:0003677,,DNA binding|0003677||IEA,,,SY28_03290,
SY28_RS14695,,SY28_RS14695,SY28_RS14695,Protein Homology,3032,5344,+,,,COORDINATES: protein motif:HMM:NF046818.2,phage NrS-1 polymerase family protein,WP_027887926.1,,,,,,,
SY28_RS03295,,SY28_RS03295,SY28_03300,GeneMarkS-2+,5279,5590,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_027887927.1,,,,,,SY28_03300,
SY28_RS03305,,SY28_RS03305,SY28_03310,Protein Homology,6426,11084,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013520.1,Eco57I restriction-modification methylase domain-containing protein,WP_241768726.1,"GO:0006304,GO:0003677,GO:0003824",,"DNA binding|0003677||IEA,catalytic activity|0003824||IEA",DNA modification|0006304||IEA,,SY28_03310,
SY28_RS03310,,SY28_RS03310,SY28_03315,Protein Homology,11109,13931,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013517.1,helicase-related protein,WP_043982221.1,,,,,,SY28_03315,
SY28_RS03315,,SY28_RS03315,SY28_03320,Protein Homology,13928,19066,-,,,COORDINATES: protein motif:HMM:NF012492.6,DEAD/DEAH box helicase,WP_027887930.1,"GO:0003676,GO:0005524",,"nucleic acid binding|0003676||IEA,ATP binding|0005524||IEA",,,SY28_03320,
SY28_RS03320,,SY28_RS03320,SY28_03325,GeneMarkS-2+,19323,19862,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_027887931.1,,,,,,SY28_03325,
SY28_RS14840,,SY28_RS14840,SY28_RS14840,Protein Homology,19926,20870,-,,,COORDINATES: protein motif:HMM:NF012798.6,tyrosine-type recombinase/integrase,WP_081698381.1,"GO:0006310,GO:0009009",,site-specific recombinase activity|0009009||IEA,DNA recombination|0006310||IEA,,,
SY28_RS14700,,SY28_RS14700,SY28_RS14700,GeneMarkS-2+,21377,21613,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_027887934.1,,,,,,,
SY28_RS03340,,SY28_RS03340,SY28_03345,GeneMarkS-2+,21641,21880,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_131455658.1,,,,,,SY28_03345,
SY28_RS03345,,SY28_RS03345,SY28_03350,GeneMarkS-2+,22173,22724,+,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_027887936.1,,,,,,SY28_03350,
SY28_RS03350,,SY28_RS03350,SY28_03355,GeneMarkS-2+,23082,23684,-,,,COORDINATES: ab initio prediction:GeneMarkS-2+,hypothetical protein,WP_027887937.1,,,,,,SY28_03355,
SY28_RS03355,,SY28_RS03355,SY28_03360,Protein Homology,23896,25074,-,,,COORDINATES: protein motif:HMM:NF012798.6,tyrosine-type recombinase/integrase,WP_027887938.1,"GO:0006310,GO:0009009",,site-specific recombinase activity|0009009||IEA,DNA recombination|0006310||IEA,,SY28_03360,
rph,rph,SY28_RS03365,SY28_03370,Protein Homology,25332,26048,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013389.1,ribonuclease PH,WP_027887939.1,"GO:0008033,GO:0000049,GO:0009022",,"tRNA binding|0000049||IEA,tRNA nucleotidyltransferase activity|0009022||IEA",tRNA processing|0008033||IEA,,SY28_03370,2.7.7.56
rdgB,rdgB,SY28_RS03370,SY28_03375,Protein Homology,26139,26750,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013388.1,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,WP_027887940.1,"GO:0006281,GO:0035870,GO:0036222",,"dITP diphosphatase activity|0035870||IEA,XTP diphosphatase activity|0036222||IEA",DNA repair|0006281||IEA,,SY28_03375,3.6.1.66
SY28_RS03375,,SY28_RS03375,SY28_03380,Protein Homology,26848,29100,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013387.1,endonuclease MutS2,WP_027887941.1,"GO:0006259,GO:0045910,GO:0004519,GO:0016887,GO:0030983",,"endonuclease activity|0004519||IEA,ATP hydrolysis activity|0016887||IEA,mismatched DNA binding|0030983||IEA","DNA metabolic process|0006259||IEA,negative regulation of DNA recombination|0045910||IEA",,SY28_03380,
SY28_RS03380,,SY28_RS03380,SY28_03385,Protein Homology,29623,30297,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019550846.1,response regulator transcription factor,WP_162147914.1,"GO:0000160,GO:0006355,GO:0000156,GO:0003677",,"phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA","phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA",,SY28_03385,
SY28_RS03385,,SY28_RS03385,SY28_03390,Protein Homology,30422,31843,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013385.1,sensor histidine kinase,WP_027887942.1,"GO:0007165,GO:0000155,GO:0004673,GO:0005524",,"phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA",signal transduction|0007165||IEA,,SY28_03390,2.7.13.3
surE,surE,SY28_RS03390,SY28_03395,Protein Homology,31899,32678,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013384.1,5'/3'-nucleotidase SurE,WP_027887943.1,GO:0008252,,nucleotidase activity|0008252||IEA,,,SY28_03395,3.1.3.6
greA,greA,SY28_RS03395,SY28_03400,Protein Homology,32766,33245,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013383.1,transcription elongation factor GreA,WP_027887944.1,"GO:0032784,GO:0003677,GO:0070063",,"DNA binding|0003677||IEA,RNA polymerase binding|0070063||IEA",regulation of DNA-templated transcription elongation|0032784||IEA,,SY28_03400,
SY28_RS03400,,SY28_RS03400,SY28_03405,Protein Homology,33416,35461,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586492.1,hypothetical protein,WP_027887945.1,,,,,,SY28_03405,
SY28_RS03405,,SY28_RS03405,SY28_03410,Protein Homology,35493,36410,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013381.1,arginase family protein,WP_027887946.1,GO:0046872,,metal ion binding|0046872||IEA,,,SY28_03410,
SY28_RS03410,,SY28_RS03410,SY28_03415,Protein Homology,36489,37535,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013380.1,phosphotransferase family protein,WP_027887947.1,"GO:0016310,GO:0005524,GO:0016301",,"ATP binding|0005524||IEA,kinase activity|0016301||IEA",phosphorylation|0016310||IEA,,SY28_03415,2.7.1.-
SY28_RS03415,,SY28_RS03415,SY28_03420,Protein Homology,37551,38744,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013379.1,acyl-CoA dehydrogenase family protein,WP_027887948.1,GO:0016627,,oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,,,SY28_03420,
SY28_RS03420,,SY28_RS03420,SY28_03425,Protein Homology,38785,39330,-,,,COORDINATES: protein motif:HMM:NF017496.6,Uma2 family endonuclease,WP_027887949.1,"GO:0003676,GO:0004519",,"nucleic acid binding|0003676||IEA,endonuclease activity|0004519||IEA",,,SY28_03425,
SY28_RS03425,,SY28_RS03425,SY28_03430,Protein Homology,39398,41143,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013377.1,acyl-CoA dehydrogenase family protein,WP_027887950.1,GO:0016627,,oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA,,,SY28_03430,
SY28_RS03430,,SY28_RS03430,SY28_03435,Protein Homology,41268,41834,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013376.1,hypothetical protein,WP_027887951.1,,,,,,SY28_03435,
SY28_RS03435,,SY28_RS03435,SY28_03440,Protein Homology,41945,42481,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_014515225.1,YceI family protein,WP_027887952.1,,,,,,SY28_03440,
SY28_RS03440,,SY28_RS03440,SY28_03445,Protein Homology,42604,42954,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586490.1,winged helix-turn-helix transcriptional regulator,WP_043982223.1,GO:0003677,,DNA binding|0003677||IEA,,,SY28_03445,
SY28_RS03445,,SY28_RS03445,SY28_03450,Protein Homology,43060,43371,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013373.1,winged helix-turn-helix transcriptional regulator,WP_027887954.1,GO:0003677,,DNA binding|0003677||IEA,,,SY28_03450,
groL,groL,SY28_RS03450,SY28_03455,Protein Homology,43566,45203,-,60 kDa chaperone family%3B promotes refolding of misfolded polypeptides especially under stressful conditions%3B forms two stacked rings of heptamers to form a barrel-shaped 14mer%3B ends can be capped by GroES%3B misfolded proteins enter the barrel where they are refolded when GroES binds,,COORDINATES: similar to AA sequence:RefSeq:WP_003049018.1,chaperonin GroEL,WP_027887955.1,"GO:0042026,GO:0140662",,ATP-dependent protein folding chaperone|0140662||IEA,protein refolding|0042026||IEA,,SY28_03455,
groES,groES,SY28_RS03455,SY28_03460,Protein Homology,45249,45545,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013157124.1,co-chaperone GroES,WP_013013371.1,"GO:0006457,GO:0005524,GO:0016887",,"ATP binding|0005524||IEA,ATP hydrolysis activity|0016887||IEA",protein folding|0006457||IEA,,SY28_03460,
SY28_RS03460,,SY28_RS03460,SY28_03465,Protein Homology,45705,46493,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013370.1,TrmH family RNA methyltransferase,WP_027887956.1,"GO:0006396,GO:0032259,GO:0003723,GO:0008173,GO:1904047",,"RNA binding|0003723||IEA,RNA methyltransferase activity|0008173||IEA,S-adenosyl-L-methionine binding|1904047||IEA","RNA processing|0006396||IEA,methylation|0032259||IEA",,SY28_03465,2.1.1.-
SY28_RS03465,,SY28_RS03465,SY28_03470,Protein Homology,46504,46932,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013369.1,RHS repeat domain-containing protein,WP_027887957.1,GO:0030246,,carbohydrate binding|0030246||IEA,,,SY28_03470,
SY28_RS03470,,SY28_RS03470,SY28_03475,Protein Homology,46937,47767,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013368.1,acetate and sugar kinases/Hsc70/actin family protein,WP_027887958.1,,,,,,SY28_03475,
SY28_RS03475,,SY28_RS03475,SY28_03480,Protein Homology,47798,48649,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013367.1,SDR family oxidoreductase,WP_027887959.1,"GO:0009226,GO:0019305,GO:0016616,GO:0046872",,"oxidoreductase activity%2C acting on the CH-OH group of donors%2C NAD or NADP as acceptor|0016616||IEA,metal ion binding|0046872||IEA","nucleotide-sugar biosynthetic process|0009226||IEA,dTDP-rhamnose biosynthetic process|0019305||IEA",,SY28_03480,1.1.1.-
SY28_RS03480,,SY28_RS03480,SY28_03485,Protein Homology,48720,49517,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013366.1,VOC family protein,WP_036196996.1,,,,,,SY28_03485,
SY28_RS03485,,SY28_RS03485,SY28_03490,Protein Homology,49522,50865,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013013365.1,GH1 family beta-glucosidase,WP_027887961.1,"GO:0030245,GO:0008422",,beta-glucosidase activity|0008422||IEA,cellulose catabolic process|0030245||IEA,,SY28_03490,3.2.1.21
pepF,pepF,SY28_RS03490,SY28_03495,Protein Homology,50892,52733,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_015586488.1,oligoendopeptidase F,WP_036196997.1,"GO:0006508,GO:0004222",,metalloendopeptidase activity|0004222||IEA,proteolysis|0006508||IEA,,SY28_03495,
ppsA,ppsA,SY28_RS03495,SY28_03500,Protein Homology,246,2618,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011228720.1,phosphoenolpyruvate synthase,WP_027887362.1,"GO:0006090,GO:0016310,GO:0005524,GO:0008986,GO:0016772",,"ATP binding|0005524||IEA,pyruvate%2C water dikinase activity|0008986||IEA,transferase activity%2C transferring phosphorus-containing groups|0016772||IEA","pyruvate metabolic process|0006090||IEA,phosphorylation|0016310||IEA",,SY28_03500,2.7.9.2
SY28_RS03500,,SY28_RS03500,SY28_03505,Protein Homology,2655,3662,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014822.1,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,WP_043982233.1,,,,,,SY28_03505,1.1.1.94
SY28_RS03505,,SY28_RS03505,SY28_03510,Protein Homology,3718,4782,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014821.1,stage II sporulation protein M,WP_036196922.1,,,,,,SY28_03510,
pyrE,pyrE,SY28_RS03510,SY28_03515,Protein Homology,4806,5357,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011173763.1,orotate phosphoribosyltransferase,WP_027887365.1,"GO:0019856,GO:0004588",,orotate phosphoribosyltransferase activity|0004588||IEA,pyrimidine nucleobase biosynthetic process|0019856||IEA,,SY28_03515,2.4.2.10
SY28_RS03515,,SY28_RS03515,SY28_03520,Protein Homology,5396,6139,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014819.1,DEAD/DEAH box helicase family protein,WP_027887366.1,,,,,,SY28_03520,
SY28_RS03520,,SY28_RS03520,SY28_03525,Protein Homology,6132,7214,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014818.1,enolase C-terminal domain-like protein,WP_027887367.1,,,,,,SY28_03525,
SY28_RS03525,,SY28_RS03525,SY28_03530,Protein Homology,7507,8376,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014816.1,GNAT family N-acetyltransferase,WP_027887368.1,GO:0016747,,acyltransferase activity%2C transferring groups other than amino-acyl groups|0016747||IEA,,,SY28_03530,2.3.-.-
SY28_RS03530,,SY28_RS03530,SY28_03535,Protein Homology,8467,9360,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014815.1,diacylglycerol/lipid kinase family protein,WP_027887369.1,"GO:0008654,GO:0016310,GO:0001727,GO:0005524",,"lipid kinase activity|0001727||IEA,ATP binding|0005524||IEA","phospholipid biosynthetic process|0008654||IEA,phosphorylation|0016310||IEA",,SY28_03535,2.7.1.-
SY28_RS03535,,SY28_RS03535,SY28_03540,Protein Homology,9476,11470,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014814.1,GGDEF domain-containing phosphodiesterase,WP_043982253.1,,,,,,SY28_03540,3.1.4.52
SY28_RS03540,,SY28_RS03540,SY28_03545,Protein Homology,11641,11910,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014813.1,hypothetical protein,WP_027887371.1,,,,,,SY28_03545,
mnmA,mnmA,SY28_RS03550,SY28_03555,Protein Homology,12176,13273,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014812.1,tRNA 2-thiouridine(34) synthase MnmA,WP_027887372.1,"GO:0008033,GO:0016740,GO:0016783",,"transferase activity|0016740||IEA,sulfurtransferase activity|0016783||IEA",tRNA processing|0008033||IEA,,SY28_03555,2.8.1.13
SY28_RS03555,,SY28_RS03555,SY28_03560,Protein Homology,13402,14412,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014811.1,Ldh family oxidoreductase,WP_027887373.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,SY28_03560,1.-.-.-
SY28_RS03560,,SY28_RS03560,SY28_03565,Protein Homology,14412,15167,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014810.1,SDR family NAD(P)-dependent oxidoreductase,WP_027887374.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,SY28_03565,1.1.1.-
SY28_RS03565,,SY28_RS03565,SY28_03570,Protein Homology,15177,15902,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014809.1,SDR family NAD(P)-dependent oxidoreductase,WP_027887375.1,"GO:0016491,GO:0070403",,"oxidoreductase activity|0016491||IEA,NAD+ binding|0070403||IEA",,,SY28_03570,1.1.1.-
SY28_RS03570,,SY28_RS03570,SY28_03575,Protein Homology,15906,17189,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014808.1,TRAP transporter large permease,WP_027887376.1,"GO:0008643,GO:0022857,GO:0005886,GO:0016020,GO:0031317","plasma membrane|0005886||IEA,membrane|0016020||IEA,tripartite ATP-independent periplasmic transporter complex|0031317||IEA",transmembrane transporter activity|0022857||IEA,carbohydrate transport|0008643||IEA,,SY28_03575,
SY28_RS03575,,SY28_RS03575,SY28_03580,Protein Homology,17186,17644,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014807.1,TRAP transporter small permease,WP_027887377.1,"GO:0015740,GO:0022857,GO:0005886,GO:0016020,GO:0031317","plasma membrane|0005886||IEA,membrane|0016020||IEA,tripartite ATP-independent periplasmic transporter complex|0031317||IEA",transmembrane transporter activity|0022857||IEA,C4-dicarboxylate transport|0015740||IEA,,SY28_03580,
SY28_RS03580,,SY28_RS03580,SY28_03585,Protein Homology,17694,18671,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014806.1,C4-dicarboxylate TRAP transporter substrate-binding protein,WP_027887378.1,,,,,,SY28_03585,
SY28_RS03585,,SY28_RS03585,SY28_03590,Protein Homology,18827,19852,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014805.1,LacI family DNA-binding transcriptional regulator,WP_027887379.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,SY28_03590,
SY28_RS03590,,SY28_RS03590,SY28_03595,Protein Homology,19976,20905,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014804.1,sodium:calcium antiporter,WP_027887380.1,"GO:0006874,GO:0008273",,calcium%2C potassium:sodium antiporter activity|0008273||IEA,intracellular calcium ion homeostasis|0006874||IEA,,SY28_03595,
SY28_RS03595,,SY28_RS03595,SY28_03600,Protein Homology,21000,22256,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014783.1,ABC transporter substrate-binding protein,WP_027887381.1,,,,,,SY28_03600,
SY28_RS03600,,SY28_RS03600,SY28_03605,Protein Homology,22340,23488,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_015717758.1,carbohydrate ABC transporter permease,WP_063843309.1,"GO:0008643,GO:0055085",,,"carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA",,SY28_03605,
SY28_RS03605,,SY28_RS03605,SY28_03610,Protein Homology,23582,24769,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019551076.1,carbohydrate ABC transporter permease,WP_407938921.1,"GO:0008643,GO:0055085,GO:0042626,GO:0140359",,"ATPase-coupled transmembrane transporter activity|0042626||IEA,ABC-type transporter activity|0140359||IEA","carbohydrate transport|0008643||IEA,transmembrane transport|0055085||IEA",,SY28_03610,
SY28_RS03610,,SY28_RS03610,SY28_03615,Protein Homology,24965,25741,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014780.1,succinate dehydrogenase/fumarate reductase iron-sulfur subunit,WP_024050519.1,,,,,,SY28_03615,
SY28_RS03615,,SY28_RS03615,SY28_03620,Protein Homology,25743,27572,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014779.1,fumarate reductase/succinate dehydrogenase flavoprotein subunit,WP_024050518.1,GO:0016491,,oxidoreductase activity|0016491||IEA,,,SY28_03620,
SY28_RS03620,,SY28_RS03620,SY28_03625,Protein Homology,27585,28337,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014778.1,hypothetical protein,WP_043982239.1,,,,,,SY28_03625,
speD,speD,SY28_RS03625,SY28_03630,Protein Homology,28608,29048,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_014510642.1,adenosylmethionine decarboxylase,WP_027887387.1,"GO:0008295,GO:0004014",,adenosylmethionine decarboxylase activity|0004014||IEA,spermidine biosynthetic process|0008295||IEA,,SY28_03630,4.1.1.50
SY28_RS03630,,SY28_RS03630,SY28_03635,Protein Homology,29058,29855,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014776.1,IclR family transcriptional regulator,WP_027887388.1,"GO:0006355,GO:0003677,GO:0003700",,"DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA",regulation of DNA-templated transcription|0006355||IEA,,SY28_03635,
aceB,aceB,SY28_RS03635,SY28_03640,Protein Homology,29985,31559,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014775.1,malate synthase A,WP_027887389.1,"GO:0006097,GO:0004474",,malate synthase activity|0004474||IEA,glyoxylate cycle|0006097||IEA,,SY28_03640,2.3.3.9
SY28_RS03640,,SY28_RS03640,SY28_03645,Protein Homology,31756,32487,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_013014773.1,single-stranded DNA-binding protein,WP_027887390.1,"GO:0006260,GO:0003697",,single-stranded DNA binding|0003697||IEA,DNA replication|0006260||IEA,,SY28_03645,
SY28_RS03645,,SY28_RS03645,SY28_03650,Protein Homology,33091,33711,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_019550276.1,50S ribosomal protein L25,WP_027887391.1,"GO:0006412,GO:0003735,GO:0008097,GO:0005840",ribosome|0005840||IEA,"structural constituent of ribosome|0003735||IEA,5S rRNA binding|0008097||IEA",translation|0006412||IEA,,SY28_03650,
