Accession,KO,Name,MW,Localization,Score,LTPE26_Supernatant,LTPE397_Supernatant,LTPE403_Supernatant,number of replicates where found in Supernatant (out of 3 replicates) - proteins in the >50 kDa supernatant size fraction,LTPE26_Lysate,LTPE397_Lysate,LTPE403_Lysate,number of replicates where found in Lysate (out of 3 replicates) -  proteins present in crude cell lysates,Amino Acid Metabolism,Carbohydrate Metabolism,Energy Metabolism,Lipid Metabolism,Metabolism of Cofactors and Vitamins,Metabolism of Other Amino Acids,Nucleotide Metabolism,Signal Transduction,Other,Unknown,resolved_locus_tag,resolution_method
OES35897,K03413,"cheY; two-component system, chemotaxis family, chemotaxis protein CheY",13663.9838,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948650,K03414,cheZ; chemotaxis protein CheZ,27638.1239,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01095,multi:Accession
WP_014950457,K03442,mscS; small conductance mechanosensitive channel,30677.6661,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03076,multi:Accession
WP_069944545,K03442,mscS; small conductance mechanosensitive channel,30912.9058,CytoplasmicMembrane,10.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069945100,K03442,mscS; small conductance mechanosensitive channel,29519.3973,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944990,K03457,"TC.NCS1; nucleobase:cation symporter-1, NCS1 family",53491.7131,CytoplasmicMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014975702,K03474,pdxJ; pyridoxine 5-phosphate synthase [EC:2.6.99.2],26714.4783,Cytoplasmic,9.97,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_00769,multi:Accession
WP_014948652,K03496,"parA, soj; chromosome partitioning protein",27695.342,CytoplasmicMembrane,9.82,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_01098,multi:Accession
WP_014951454,K03497,"parB, spo0J; ParB family transcriptional regulator, chromosome partitioning protein",32104.5637,Cytoplasmic,9.97,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_04119,multi:Accession
WP_069944452,K03521,"fixA, etfB; electron transfer flavoprotein beta subunit",26905.1242,Cytoplasmic,8.96,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_012518978,K03530,hupB; DNA-binding protein HU-beta,9254.4264,Cytoplasmic,9.26,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_02730,multi:Accession
WP_014950148,K03545,tig; trigger factor,48742.1121,Cytoplasmic,8.96,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_02734,multi:Accession
WP_014948289,K03559,exbD; biopolymer transport protein ExbD,14999.3222,Unknown,2.0,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,EZ55_00738,multi:Accession
WP_014950746,K03559,exbD; biopolymer transport protein ExbD,15091.2745,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03424,multi:Accession
WP_014948867,K03560,tolR; biopolymer transport protein TolR,15209.754,CytoplasmicMembrane,9.82,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_01337,multi:Accession
WP_012517736,K03561,exbB; biopolymer transport protein ExbB,19237.7036,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01154,multi:Accession
WP_014948288,K03561,exbB; biopolymer transport protein ExbB,49585.0991,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014975938,K03561,exbB; biopolymer transport protein ExbB,48417.4256,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948866,K03562,tolQ; biopolymer transport protein TolQ,25216.1315,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01336,multi:Accession
OES31943,K03564,"BCP, PRXQ, DOT5; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24]",13756.7342,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039217250,K03575,mutY; A/G-specific adenine glycosylase [EC:3.2.2.31],40070.8157,Cytoplasmic,9.26,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014947826,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",41413.7143,CytoplasmicMembrane,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00152,multi:Accession
WP_014948392,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",40013.1558,CytoplasmicMembrane,9.99,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014975679,K03585,"acrA, mexA, adeI, smeD, mtrC, cmeA; membrane fusion protein, multidrug efflux system",37969.0526,CytoplasmicMembrane,7.88,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014949586,K03594,bfr; bacterioferritin [EC:1.16.3.1],18517.9781,Cytoplasmic,9.97,yes,yes,yes,3,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_02128,multi:Accession
WP_014949587,K03594,bfr; bacterioferritin [EC:1.16.3.1],18229.8526,Cytoplasmic,9.97,yes,yes,yes,3,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_02129,multi:Accession
WP_012517332,K03599,"sspA, mglA; stringent starvation protein A",23957.5103,Cytoplasmic,9.97,no,yes,no,1,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039233136,K03613,rnfE; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit E,24427.1319,CytoplasmicMembrane,10.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_01241,multi:Accession
WP_014948782,K03614,rnfD; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2],39021.116,CytoplasmicMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_061485157,K03614,rnfD; H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2],39007.0892,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01243,multi:Accession
WP_039232484,K03621,plsX; phosphate acyltransferase [EC:2.3.1.274],36840.4661,Cytoplasmic,9.26,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948981,K03624,greA; transcription elongation factor GreA,17653.8526,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_01490,multi:Accession
WP_012518940,K03625,nusB; transcription antitermination protein NusB,15849.2575,Cytoplasmic,8.96,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944401,K03634,lolA; outer membrane lipoprotein carrier protein,29433.7474,Periplasmic,9.76,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014949775,K03638,moaB; molybdopterin adenylyltransferase [EC:2.7.7.75],18513.8555,Cytoplasmic,9.97,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948870,K03640,pal; peptidoglycan-associated lipoprotein,21057.7851,OuterMembrane,10.0,no,yes,no,1,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01340,multi:Accession
WP_014948869,K03641,tolB; TolB protein,49612.6247,Periplasmic,9.76,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_01339,multi:Accession
OES36012,K03646,tolA; colicin import membrane protein,33068.4063,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014951092,K03666,hfq; host factor-I protein,9019.4549,Cytoplasmic,9.26,yes,yes,no,2,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03781,multi:Accession
WP_069945204,K03670,mdoG; periplasmic glucans biosynthesis protein,61186.455,Periplasmic,9.44,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_012517074,K03671,"TXN, trxA; thioredoxin",11823.5688,Cytoplasmic,9.26,yes,yes,yes,3,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00497,multi:Accession
WP_014948248,K03673,dsbA; protein dithiol oxidoreductase (disulfide-forming) [EC:1.8.4.15],24068.7658,Periplasmic,9.76,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00693,multi:Accession
WP_014948971,K03687,GRPE; molecular chaperone GrpE,22886.3653,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01478,multi:Accession
WP_012519905,K03704,cspA; cold shock protein,7622.5575,Cytoplasmic,9.26,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03620,multi:Accession
WP_014948776,K03704,cspA; cold shock protein,7649.54,Cytoplasmic,9.26,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_01237,multi:Accession
WP_014949922,K03768,"PPIB, ppiB; peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]",17957.0488,Cytoplasmic,9.26,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_02494,multi:Accession
WP_049586561,K03770,ppiD; peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8],69289.6709,CytoplasmicMembrane,7.88,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_02729,multi:Accession
WP_014948310,K03771,surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8],47948.1903,Periplasmic,9.76,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039235838,K03771,surA; peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8],47991.2151,Periplasmic,9.76,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069945209,K03772,fkpA; FKBP-type peptidyl-prolyl cis-trans isomerase FkpA [EC:5.2.1.8],28239.353,Periplasmic,9.76,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014950800,K03773,fklB; FKBP-type peptidyl-prolyl cis-trans isomerase FklB [EC:5.2.1.8],22197.7067,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03481,multi:Accession
WP_014950114,K03775,slyD; FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8],17439.3069,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_02699,multi:Accession
WP_039229218,K03776,aer; aerotaxis receptor,56789.7554,CytoplasmicMembrane,9.82,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944327,K03778,ldhA; D-lactate dehydrogenase [EC:1.1.1.28],37996.3923,Cytoplasmic,9.97,no,no,no,0,yes,no,yes,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039236638,K03781,"katE, CAT, catB, srpA; catalase [EC:1.11.1.6]",57239.634,Periplasmic,9.44,yes,no,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014951275,K03786,"aroQ, qutE; 3-dehydroquinate dehydratase II [EC:4.2.1.10]",15797.9941,Cytoplasmic,9.26,yes,no,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_03944,multi:Accession
WP_014948290,K03832,tonB; periplasmic protein TonB,22018.3321,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_00739,multi:Accession
WP_014948704,K03832,tonB; periplasmic protein TonB,22229.639,Cytoplasmic,8.96,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948682,K03969,pspA; phage shock protein A,25399.6396,CytoplasmicMembrane,7.88,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01133,multi:Accession
WP_014948972,K04043,"dnaK, HSPA9; molecular chaperone DnaK",69103.6017,Cytoplasmic,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01479,multi:Accession
WP_014948101,K04047,dps; starvation-inducible DNA-binding protein,17711.007,Cytoplasmic,9.97,yes,yes,yes,3,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_00506,multi:Accession
WP_014976104,K04047,dps; starvation-inducible DNA-binding protein,18593.1484,Cytoplasmic,9.97,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_01465,multi:Accession
WP_014951270,K04077,"groEL, HSPD1; chaperonin GroEL [EC:5.6.1.7]",57285.278,Cytoplasmic,9.97,yes,no,no,1,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_012520088,K04078,"groES, HSPE1; chaperonin GroES",10203.6421,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03939,multi:Accession
WP_014976128,K04080,ibpA; molecular chaperone IbpA,16936.2298,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01495,multi:Accession
OES26576,K04084,"dsbD, dipZ; thioredoxin:protein disulfide reductase [EC:1.8.4.16]",68543.9772,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014951089,K04087,hflC; modulator of FtsH protease HflC,32818.2166,Unknown,4.9,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03778,multi:Accession
WP_014951090,K04088,hflK; modulator of FtsH protease HflK,43108.9676,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03779,multi:Accession
WP_014948764,K04564,"SOD2; superoxide dismutase, Fe-Mn family [EC:1.15.1.1]",21543.7574,Periplasmic,9.44,yes,yes,yes,3,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01223,multi:Accession
WP_014948356,K04691,"hhoB, degS; serine protease DegS [EC:3.4.21.-]",37620.5535,Periplasmic,9.44,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00819,multi:Accession
WP_014950115,K04751,glnB; nitrogen regulatory protein P-II 1,12470.3057,CytoplasmicMembrane,7.88,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_02700,multi:Accession
WP_012516988,K04752,glnK; nitrogen regulatory protein P-II 2,12330.1307,CytoplasmicMembrane,7.88,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00390,multi:Accession
WP_069943853,K04754,"mlaA, vacJ; phospholipid-binding lipoprotein MlaA",34554.0894,OuterMembrane,8.28,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
OES35347,K04771,"degP, htrA; serine protease Do [EC:3.4.21.107]",47663.0035,Periplasmic,9.76,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948357,K04771,"degP, htrA; serine protease Do [EC:3.4.21.107]",47403.6368,Periplasmic,9.76,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_00820,multi:Accession
WP_014949339,K04773,sppA; protease IV [EC:3.4.21.-],68612.8715,CytoplasmicMembrane,9.82,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944186,K05777,ynjB; putative thiamine transport system substrate-binding protein,51500.5417,Unknown,2.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
OES32678,K05803,nlpI; lipoprotein NlpI,30617.1266,CytoplasmicMembrane,9.82,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
OES34857,K05805,creA; CreA protein,16107.4021,Unknown,2.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_012517338,K05808,hpf; ribosome hibernation promoting factor,10937.43,Cytoplasmic,9.26,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00804,multi:Accession
WP_014948105,K05838,ybbN; putative thioredoxin,32000.5919,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00510,multi:Accession
WP_014951198,K06076,fadL; long-chain fatty acid transport protein,48310.6972,OuterMembrane,10.0,yes,yes,yes,3,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03886,multi:Accession
WP_039230508,K06142,"hlpA, ompH; outer membrane protein",18988.607,Periplasmic,9.76,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944378,K06149,uspA; universal stress protein A,15427.5845,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_012517879,K06186,"bamE, smpA; outer membrane protein assembly factor BamE",13776.6655,OuterMembrane,9.92,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01463,multi:Accession
WP_049585894,K06192,pqiB; paraquat-inducible protein B,60517.9144,Cytoplasmic,8.96,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_01374,multi:Accession
WP_039232901,K07116,"pvdQ, quiP; acyl-homoserine-lactone acylase [EC:3.5.1.97]",91383.1919,Periplasmic,9.44,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944822,K07121,K07121; uncharacterized protein,73986.3067,Unknown,2.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
OES35654,K07184,ygiM; SH3 domain protein,28772.8703,CytoplasmicMembrane,9.82,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039236487,K07192,FLOT; flotillin,64729.7616,CytoplasmicMembrane,7.88,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_02497,multi:Accession
OES25923,K07233,"pcoB, copB; copper resistance protein B",28314.5033,OuterMembrane,9.92,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039236622,K07263,pqqL; zinc protease [EC:3.4.24.-],100476.5977,Unknown,2.5,no,no,yes,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039230719,K07274,"mipA, ompV; MipA family protein",27834.0429,OuterMembrane,9.93,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039234310,K07275,ompW; outer membrane protein,24240.9467,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069943469,K07275,ompW; outer membrane protein,24246.9101,OuterMembrane,10.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014975852,K07277,"SAM50, TOB55, bamA; outer membrane protein insertion porin family",92535.6225,OuterMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,EZ55_01020,multi:Accession
WP_014950387,K07283,ydiY; putative salt-induced outer membrane protein,28001.6292,Unknown,2.5,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_03004,multi:Accession
WP_014950388,K07283,ydiY; putative salt-induced outer membrane protein,29945.2,Unknown,2.0,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_03005,multi:Accession
WP_039232199,K07283,ydiY; putative salt-induced outer membrane protein,27460.0459,Unknown,2.5,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_069944578,K07285,slp; outer membrane lipoprotein,24412.7575,OuterMembrane,9.92,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039227636,K07287,bamC; outer membrane protein assembly factor BamC,40993.0848,OuterMembrane,9.92,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
OES35645,K07303,iorB; isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16],82491.362,CytoplasmicMembrane,9.97,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039232664,K07303,iorB; isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16],82119.3762,CytoplasmicMembrane,9.97,yes,yes,no,2,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_080752332,K07303,iorB; isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16],82638.4283,CytoplasmicMembrane,9.97,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948352,K07323,mlaC; phospholipid transport system substrate-binding protein,25231.0284,Unknown,4.9,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00815,multi:Accession
OES35588,K07462,recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-],62162.5486,Cytoplasmic,9.97,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014949363,K07574,yhbY; RNA-binding protein,10819.6763,Cytoplasmic,9.26,yes,yes,no,2,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_01912,multi:Accession
WP_014977657,K07740,rsd; regulator of sigma D,17376.6653,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039234058,K07751,pepB; PepB aminopeptidase [EC:3.4.11.23],45424.3939,Cytoplasmic,9.26,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014947922,K07773,"arcA; two-component system, OmpR family, aerobic respiration control protein ArcA",26817.2041,Cytoplasmic,9.97,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_00249,multi:Accession
WP_069945557,K07787,"cusA, silA; copper/silver efflux system protein",114101.4874,CytoplasmicMembrane,10.0,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014949639,K08992,lapA; lipopolysaccharide assembly protein A,9306.3143,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_02187,multi:Accession
WP_014949353,K09710,ybeB; ribosome-associated protein,11841.457,Cytoplasmic,9.97,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_01902,multi:Accession
WP_069943644,K09796,pccA; periplasmic copper chaperone A,19786.4461,Unknown,2.5,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_00505,multi:Accession
WP_069944744,K09797,K09797; uncharacterized protein,26351.1503,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014979336,K09807,K09807; uncharacterized protein,26548.3834,Periplasmic,9.76,no,yes,no,1,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_02083,multi:Accession
WP_069944358,K09807,K09807; uncharacterized protein,26608.4818,Periplasmic,9.76,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948358,K09908,K09908; uncharacterized protein,16047.8614,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_00821,multi:Accession
WP_014949593,K09926,K09926; uncharacterized protein,18229.9774,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014948788,K10026,queE; 7-carboxy-7-deazaguanine synthase [EC:4.3.99.3],24915.442,Cytoplasmic,9.97,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,EZ55_01253,multi:Accession
WP_014976079,K10804,tesA; acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5],24451.8615,Periplasmic,9.76,no,no,no,0,yes,no,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014949606,K11065,tpx; thioredoxin-dependent peroxiredoxin [EC:1.11.1.24],17242.3202,Periplasmic,9.44,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_02150,multi:Accession
WP_014975482,K11209,"yghU, yfcG; GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]",31987.7359,Cytoplasmic,9.26,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_00431,multi:Accession
WP_039229281,K12251,aguB; N-carbamoylputrescine amidase [EC:3.5.1.53],33489.7361,Cytoplasmic,9.97,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,EZ55_03754,multi:Accession
WP_014975630,K12340,"tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein",50573.2635,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_049587315,K12340,"tolC, bepC, cyaE, raxC, sapF, rsaF, hasF; outer membrane protein",49943.8618,OuterMembrane,10.0,no,no,no,0,yes,yes,yes,3,no,no,no,no,no,no,no,no,no,no,EZ55_00644,multi:Accession
WP_069945044,K12573,"rnr, vacB; ribonuclease R [EC:3.1.13.1]",90932.2759,Cytoplasmic,9.97,no,no,no,0,no,yes,no,1,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_014949682,K13693,gpgS; glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266],46675.2769,Cytoplasmic,8.96,yes,yes,yes,3,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,EZ55_02231,multi:Accession
WP_014980378,K14393,actP; cation/acetate symporter,61027.1649,CytoplasmicMembrane,10.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,EZ55_03498,multi:Accession
WP_061486177,K15539,rodZ; cytoskeleton protein RodZ,37292.9429,Unknown,2.0,no,no,no,0,yes,yes,no,2,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_039233765,K16087,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein",84215.674,OuterMembrane,10.0,yes,yes,yes,3,no,no,no,0,no,no,no,no,no,no,no,no,no,no,,unresolved
WP_061096100,K16087,"TC.FEV.OM3, tbpA, hemR, lbpA, hpuB, bhuR, hugA, hmbR; hemoglobin/transferrin/lactoferrin receptor protein",74784.7312,OuterMembrane,10.0,no,no,no,0,no,no,yes,1,no,no,no,no,no,no,no,no,no,no,,unresolved
