GeneID,logFC,logCPM,PValue,FDR,GeneName,Chr,Start,End,locus_tag,Product,KEGG,GO_Biological_Process,GO_Cellular_Component,GO_Molecular_Function,COG,resolved_locus_tag,resolution_method
gene-PMM1390,-0.480781002,3.442308307,0.156118437,0.572340842,hli10,BX548174.1,1341057,1341185,PMM1390,possible high light inducible protein,-,-,-,-,-,PMM1390,tier1:GeneID
gene-PMM0792,-1.144289418,0.853749,0.157219696,0.573354078,PMM0792,BX548174.1,752490,753545,PMM0792,conserved hypothetical protein,-,-,-,-,-,PMM0792,tier1:GeneID
gene-PMM2077,1.977912743,0.112861723,0.157396782,0.573354078,PMM2077,BX548174.1,1364631,1364789,PMM2077,Hypothetical protein,-,-,-,-,-,PMM2077,tier1:GeneID
gene-PMM1892,0.383301291,4.266858843,0.157484667,0.573354078,PMM1892,BX548174.1,768818,768997,PMM1892,Conserved hypothetical protein,-,-,-,-,-,PMM1892,tier1:GeneID
gene-PMM0946,-0.34139743,5.88313626,0.157517942,0.573354078,gatA,BX548174.1,905364,906818,PMM0946,Glutamyl-tRNA(Gln) amidotransferase A subunit,K02433,GO:0006412:translation,GO:0030956:glutamyl-tRNA(Gln) amidotransferase complex,GO:0004040:amidase activity;GO:0005524:ATP binding;GO:0050567:glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity,"gnl|CDD|223232;COG0154, GatA, Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit and related amidases [Translation, ribosomal structure and biogenesis].",PMM0946,tier1:GeneID
gene-PMM0774,0.283239306,5.895498577,0.158955623,0.576293248,ilvD,BX548174.1,737403,739082,PMM0774,Dihydroxy-acid dehydratase,K01687,GO:0009097:isoleucine biosynthetic process;GO:0009099:valine biosynthetic process,-,"GO:0051539:4 iron, 4 sulfur cluster binding;GO:0004160:dihydroxy-acid dehydratase activity;GO:0046872:metal ion binding","gnl|CDD|223207;COG0129, IlvD, Dihydroxyacid dehydratase/phosphogluconate dehydratase [Amino acid transport and metabolism / Carbohydrate transport and metabolism].",PMM0774,tier1:GeneID
gene-PMM1604,0.543064728,2.90922211,0.159237169,0.576293248,PMM1604,BX548174.1,1535083,1535268,PMM1604,conserved hypothetical protein,-,GO:0009767:photosynthetic electron transport chain,GO:0009507:chloroplast;GO:0009534:chloroplast thylakoid;GO:0009535:chloroplast thylakoid membrane;GO:0010598:NAD(P)H dehydrogenase complex (plastoquinone),GO:0048038:quinone binding,-,PMM1604,tier1:GeneID
gene-PMM0189,-0.857605969,1.459953775,0.159606019,0.576293248,PMM0189,BX548174.1,180959,182341,PMM0189,putative thiophen / furan oxidation protein,-,GO:0006400:tRNA modification,GO:0005737:cytoplasm,GO:0005525:GTP binding;GO:0003924:GTPase activity;GO:0046872:metal ion binding,"gnl|CDD|223561;COG0486, ThdF, Predicted GTPase [General function prediction only].",PMM0189,tier1:GeneID
gene-RNA_19,-0.925088091,1.638544671,0.159665662,0.576293248,tRNA-Arg3,BX548174.1,1533818,1533891,RNA_19,tRNA-Arg,K14219,-,-,-,-,PMM0236,tier1:GeneID
gene-PMM0782,-0.472488319,3.296338242,0.159975454,0.576293248,PMM0782,BX548174.1,744191,745294,PMM0782,putative oxidoreductase,-,-,-,-,"gnl|CDD|223745;COG0673, MviM, Predicted dehydrogenases and related proteins [General function prediction only].",PMM0782,tier1:GeneID
gene-PMM1014,-0.804944798,1.489111939,0.160018742,0.576293248,PMM1014,BX548174.1,962101,962973,PMM1014,conserved hypothetical protein,-,-,-,-,"gnl|CDD|224701;COG1787, COG1787, Predicted endonuclease distantly related to archaeal Holliday junction resolvase and Mrr-like restriction enzymes [Defense mechanisms].",PMM1014,tier1:GeneID
gene-PMM0532,-0.251879895,8.443273565,0.160842317,0.578239456,PMM0532,BX548174.1,503631,504347,PMM0532,conserved hypothetical protein,-,-,-,GO:1990465:aldehyde oxygenase (deformylating) activity;GO:0009924:octadecanal decarbonylase activity;GO:0046914:transition metal ion binding,-,PMM0532,tier1:GeneID
gene-PMM1283,-0.257691229,9.718219983,0.162362964,0.579982673,PMM1283,BX548174.1,1233063,1233800,PMM1283,conserved hypothetical protein,-,-,-,-,"gnl|CDD|223742;COG0670, COG0670, Integral membrane protein, interacts with FtsH [General function prediction only].",PMM1283,tier1:GeneID
gene-PMM0279,1.233818923,0.773430861,0.162799069,0.579982673,PMM0279,BX548174.1,269024,269599,PMM0279,conserved hypothetical protein,K02428,GO:0009117:nucleotide metabolic process;GO:0009146:purine nucleoside triphosphate catabolic process,-,GO:0046872:metal ion binding;GO:0017111:nucleoside-triphosphatase activity;GO:0047429:nucleoside-triphosphate diphosphatase activity;GO:0000166:nucleotide binding,"gnl|CDD|223205;COG0127, COG0127, Xanthosine triphosphate pyrophosphatase [Nucleotide transport and metabolism].",PMM0279,tier1:GeneID
gene-PMED4_asRNA_17331,-0.703469504,3.636610451,0.162821794,0.579982673,PMED4_asRNA_17331,BX548174.1,1463785,1464156,PMED4_asRNA_17331,-,K02690,GO:0015979:photosynthesis;GO:0018298:protein-chromophore linkage,GO:0016021:integral component of membrane;GO:0009522:photosystem I;GO:0042651:thylakoid membrane,"GO:0051539:4 iron, 4 sulfur cluster binding;GO:0016168:chlorophyll binding;GO:0009055:electron transfer activity;GO:0000287:magnesium ion binding",-,,unresolved
gene-PMM1321,0.257302107,9.388508383,0.162939599,0.579982673,PMM1321,BX548174.1,1271727,1272002,PMM1321,Bacterial histone-like DNA-binding protein,-,GO:0030261:chromosome condensation;GO:0043158:heterocyst differentiation,-,GO:0003677:DNA binding,"gnl|CDD|223847;COG0776, HimA, Bacterial nucleoid DNA-binding protein [DNA replication, recombination, and repair].",PMM1321,tier1:GeneID
gene-PMM0759,0.33486558,5.85325828,0.163248129,0.579982673,glyS,BX548174.1,721075,723237,PMM0759,Glycyl-tRNA synthetase beta subunit,K01879,-,-,-,"gnl|CDD|223822;COG0751, GlyS, Glycyl-tRNA synthetase, beta subunit [Translation, ribosomal structure and biogenesis].",PMM0759,tier1:GeneID
gene-PMM1830,1.411934203,0.104813095,0.163332562,0.579982673,PMM1830,BX548174.1,350589,350732,PMM1830,Hypothetical protein,-,-,-,-,-,PMM1830,tier1:GeneID
gene-PMM1586,-0.410160833,4.020525049,0.163570518,0.579982673,PMM1586,BX548174.1,1515594,1516901,PMM1586,conserved hypothetical protein,K14222,-,-,-,"gnl|CDD|226807;COG4370, COG4370, Uncharacterized protein conserved in bacteria [Function unknown].",PMM1586,tier1:GeneID
gene-PMM0171,0.280793841,5.429914001,0.163694488,0.579982673,PMM0171,BX548174.1,164984,165886,PMM0171,conserved hypothetical protein,-,GO:0070475:rRNA base methylation,GO:0005737:cytoplasm,GO:0071424:rRNA (cytosine-N4-)-methyltransferase activity,"gnl|CDD|223352;COG0275, COG0275, Predicted S-adenosylmethionine-dependent methyltransferase involved in cell envelope biogenesis [Cell envelope biogenesis, outer membrane].",PMM0171,tier1:GeneID
gene-PMM0204,0.287362213,8.912428236,0.163965086,0.579982673,rpl11%2C rplK,BX548174.1,196935,197360,PMM0204,50S ribosomal protein L11,K02867,GO:0006412:translation,GO:0005840:ribosome,GO:0070180:large ribosomal subunit rRNA binding;GO:0003735:structural constituent of ribosome,"gnl|CDD|223158;COG0080, RplK, Ribosomal protein L11 [Translation, ribosomal structure and biogenesis].",PMM0204,tier1:GeneID
gene-PMM0724,0.446822715,3.957184761,0.164256188,0.579982673,pstA%2CphoT,BX548174.1,686833,687726,PMM0724,putative phosphate ABC transporter,K02038,-,-,-,"gnl|CDD|223654;COG0581, PstA, ABC-type phosphate transport system, permease component [Inorganic ion transport and metabolism].",PMM0724,tier1:GeneID
gene-PMM0710,0.264373537,12.78922825,0.164451502,0.579982673,PMM0710,BX548174.1,675854,676825,PMM0710,ABC transporter%2C substrate binding protein%2C phosphate,K02040,-,-,-,"gnl|CDD|223304;COG0226, PstS, ABC-type phosphate transport system, periplasmic component [Inorganic ion transport and metabolism].",PMM0710,tier1:GeneID
gene-PMM2075,-3.47996006,-0.595965125,0.165357391,0.582172056,PMM2075,BX548174.1,1357133,1357237,PMM2075,Hypothetical protein,-,-,-,-,-,PMM2075,tier1:GeneID
gene-PMM0588,-3.483402204,-0.59568512,0.165653475,0.582210663,PMM0588,BX548174.1,553684,554127,PMM0588,conserved hypothetical protein,-,-,-,-,-,PMM0588,tier1:GeneID
gene-PMM1623,0.746557922,1.990813514,0.165993004,0.58240157,ssb,BX548174.1,1552392,1552763,PMM1623,single-stranded DNA-binding protein,K03111,GO:0006260:DNA replication,-,GO:0003697:single-stranded DNA binding,"gnl|CDD|223702;COG0629, Ssb, Single-stranded DNA-binding protein [DNA replication, recombination, and repair].",PMM1623,tier1:GeneID
gene-PMM0307,-0.37758568,3.834341486,0.16676722,0.584114345,PMM0307,BX548174.1,294747,294926,PMM0307,hypothetical,-,-,-,-,-,PMM0307,tier1:GeneID
gene-PMM1316,0.598605154,2.24364179,0.167484818,0.584809338,cobD,BX548174.1,1269105,1270118,PMM1316,putative cobalamin biosynthetic protein,K02227,-,-,-,"gnl|CDD|224189;COG1270, CbiB, Cobalamin biosynthesis protein CobD/CbiB [Coenzyme metabolism].",PMM1316,tier1:GeneID
gene-PMM0191,-0.309574532,5.064953972,0.167611528,0.584809338,spoT,BX548174.1,182880,185189,PMM0191,guanosine-3'%2C5'-bis(diphosphate) 3'-diphosphatase%2C (ppGpp)ase,K01139,GO:0015970:guanosine tetraphosphate biosynthetic process,-,"GO:0008893:guanosine-3',5'-bis(diphosphate) 3'-diphosphatase activity","gnl|CDD|223394;COG0317, SpoT, Guanosine polyphosphate pyrophosphohydrolases/synthetases [Signal transduction mechanisms / Transcription].",PMM0191,tier1:GeneID
gene-PMM1965,0.789594276,1.652002931,0.167824815,0.584809338,PMM1965,BX548174.1,1087775,1087933,PMM1965,Conserved hypothetical protein,-,-,-,-,-,PMM1965,tier1:GeneID
gene-PMM0462,-0.294007057,7.25328611,0.168239817,0.585256741,petC,BX548174.1,440775,441311,PMM0462,Rieske iron-sulfur protein,K02636,GO:0015979:photosynthesis,GO:0016021:integral component of membrane;GO:0042651:thylakoid membrane,"GO:0051537:2 iron, 2 sulfur cluster binding;GO:0045158:electron transporter, transferring electrons within cytochrome b6/f complex of photosystem II activity;GO:0046872:metal ion binding;GO:0009496:plastoquinol--plastocyanin reductase activity","gnl|CDD|223795;COG0723, QcrA, Rieske Fe-S protein [Energy production and conversion].",PMM0462,tier1:GeneID
gene-PMED4_ncRNA_Yfr8,0.296734518,14.18509546,0.169845625,0.58750234,PMED4_ncRNA_Yfr8,BX548174.1,339952,340241,PMED4_ncRNA_Yfr8,-,-,-,-,-,-,,unresolved
gene-PMM1357,-0.686210603,2.361073378,0.170007868,0.58750234,PMM1357,BX548174.1,1306399,1307022,PMM1357,Steroid 5-alpha reductase%2C C-terminal domain,-,-,-,-,-,PMM1357,tier1:GeneID
gene-PMM1074,0.305798688,5.404187484,0.170273403,0.58750234,zwf,BX548174.1,1016587,1018110,PMM1074,Glucose-6-phosphate dehydrogenase,K00036,GO:0006006:glucose metabolic process;GO:0006098:pentose-phosphate shunt,-,GO:0004345:glucose-6-phosphate dehydrogenase activity;GO:0050661:NADP binding,"gnl|CDD|223441;COG0364, Zwf, Glucose-6-phosphate 1-dehydrogenase [Carbohydrate transport and metabolism].",PMM1074,tier1:GeneID
gene-PMM0039,0.40779666,4.032900006,0.170409756,0.58750234,PMM0039,BX548174.1,37360,37968,PMM0039,conserved hypothetical protein,-,-,-,-,-,PMM0039,tier1:GeneID
gene-RNA_42,-0.347094761,16.14885894,0.170504765,0.58750234,rnpB,BX548174.1,1533930,1534303,RNA_42,bacterial ribonuclease P RNA component of ribozyme,-,-,-,-,-,PMM0236,tier1:GeneID
gene-PMM1422,-0.435370672,4.161715545,0.170698489,0.58750234,PMM1422,BX548174.1,1362872,1363390,PMM1422,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225564;COG3019, COG3019, Predicted metal-binding protein [General function prediction only].",PMM1422,tier1:GeneID
gene-PMM1020,-3.841607162,-0.505740585,0.17089931,0.58750234,PMM1020,BX548174.1,966656,966838,PMM1020,conserved hypothetical protein,-,-,-,-,-,PMM1020,tier1:GeneID
gene-PMM0181,-3.841677626,-0.505740585,0.171194564,0.587528235,PMM0181,BX548174.1,174547,174729,PMM0181,conserved hypothetical protein,-,-,-,-,-,PMM0181,tier1:GeneID
gene-PMM0114,-0.439077372,3.210875344,0.172512467,0.591057814,PMM0114,BX548174.1,114476,114946,PMM0114,conserved hypothetical protein,-,-,-,-,"gnl|CDD|227924;COG5637, COG5637, Predicted integral membrane protein [Function unknown].",PMM0114,tier1:GeneID
gene-PMM0075,0.240489816,7.553497983,0.173161323,0.592287139,PMM0075,BX548174.1,79845,80951,PMM0075,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225867;COG3330, COG3330, Uncharacterized protein conserved in bacteria [Function unknown].",PMM0075,tier1:GeneID
gene-PMM0793,-0.410825932,3.959656344,0.173591007,0.592763942,PMM0793,BX548174.1,753546,754706,PMM0793,conserved hypothetical protein,-,-,-,-,-,PMM0793,tier1:GeneID
gene-PMM1599,-0.274742885,6.162311284,0.173999298,0.59316622,PMM1599,BX548174.1,1527912,1528817,PMM1599,conserved hypothetical protein,-,-,-,-,"gnl|CDD|223669;COG0596, MhpC, Predicted hydrolases or acyltransferases (alpha/beta hydrolase superfamily) [General function prediction only].",PMM1599,tier1:GeneID
gene-PMM0655,1.775767164,0.049593834,0.174376382,0.593355197,PMM0655,BX548174.1,622839,623135,PMM0655,hypothetical,-,-,-,-,-,PMM0655,tier1:GeneID
gene-PMM0526,-0.278120913,7.731663004,0.174635883,0.593355197,ilvH,BX548174.1,497565,499328,PMM0526,Acetolactate synthase large subunit,K01652,GO:0009097:isoleucine biosynthetic process;GO:0009099:valine biosynthetic process,-,GO:0003984:acetolactate synthase activity;GO:0050660:flavin adenine dinucleotide binding;GO:0000287:magnesium ion binding;GO:0030976:thiamine pyrophosphate binding,"gnl|CDD|223107;COG0028, IlvB, Thiamine pyrophosphate-requiring enzymes [acetolactate synthase, pyruvate dehydrogenase (cytochrome), glyoxylate carboligase, phosphonopyruvate decarboxylase] [Amino acid transport and metabolism / Coenzyme metabolism].",PMM0526,tier1:GeneID
gene-PMM1051,0.294198505,5.189340665,0.175623311,0.595718939,thrA%2Chom,BX548174.1,993604,994905,PMM1051,Homoserine dehydrogenase:ACT domain,K00003,-,-,-,"gnl|CDD|223536;COG0460, ThrA, Homoserine dehydrogenase [Amino acid transport and metabolism].",PMM1051,tier1:GeneID
gene-PMM0123,-0.538587025,3.161435631,0.176177624,0.596517855,cysK2,BX548174.1,120767,121735,PMM0123,O-acetylserine (thiol)-lyase A,K01738,GO:0006535:cysteine biosynthetic process from serine,GO:0005737:cytoplasm,GO:0004124:cysteine synthase activity;GO:0080146:L-cysteine desulfhydrase activity;GO:0030170:pyridoxal phosphate binding,"gnl|CDD|223110;COG0031, CysK, Cysteine synthase [Amino acid transport and metabolism].",PMM0123,tier1:GeneID
gene-PMM0966,0.347611887,3.89121509,0.1767525,0.596517855,ureD,BX548174.1,923785,924678,PMM0966,urease accessory protein UreD,-,GO:0006807:nitrogen compound metabolic process,GO:0005737:cytoplasm,GO:0016151:nickel cation binding,"gnl|CDD|223899;COG0829, UreH, Urease accessory protein UreH [Posttranslational modification, protein turnover, chaperones].",PMM0966,tier1:GeneID
gene-PMM0437,-2.07470038,-0.348353844,0.176982978,0.596517855,PMM0437,BX548174.1,417099,417683,PMM0437,hypothetical,-,-,-,-,-,PMM0437,tier1:GeneID
gene-PMM0007,-0.66119875,1.844823784,0.177027336,0.596517855,PMM0007,BX548174.1,9275,10219,PMM0007,conserved hypothetical protein,-,-,-,-,"gnl|CDD|224516;COG1600, COG1600, Uncharacterized Fe-S protein [Energy production and conversion].",PMM0007,tier1:GeneID
gene-RNA_43,-0.369705062,9.320994773,0.177570854,0.597363564,tmRNA,BX548174.1,56335,56592,RNA_43,tmRNA%2C 10Sa RNA%2C SsrA (presursor permuted),-,-,-,-,-,PMM0236,tier1:GeneID
gene-PMM1828,-1.676284133,0.104167953,0.181110248,0.6082683,PMM1828,BX548174.1,346954,347136,PMM1828,Hypothetical protein,-,-,-,-,-,PMM1828,tier1:GeneID
gene-PMM0751,2.347559164,-0.343203767,0.182853109,0.612797584,PMM0751,BX548174.1,712205,712354,PMM0751,conserved hypothetical protein,-,-,-,-,-,PMM0751,tier1:GeneID
gene-PMM0623,0.928075768,1.768204956,0.183485387,0.612797584,hisS,BX548174.1,593891,595180,PMM0623,Histidyl-tRNA synthetase,K01892,GO:0006427:histidyl-tRNA aminoacylation,GO:0005737:cytoplasm,GO:0005524:ATP binding;GO:0004821:histidine-tRNA ligase activity,"gnl|CDD|223202;COG0124, HisS, Histidyl-tRNA synthetase [Translation, ribosomal structure and biogenesis].",PMM0623,tier1:GeneID
gene-PMM0009,-1.256702091,0.930262991,0.183925265,0.612797584,nusB,BX548174.1,11105,11734,PMM0009,Antitermination protein NusB,-,-,-,-,"gnl|CDD|223852;COG0781, NusB, Transcription termination factor [Transcription].",PMM0009,tier1:GeneID
gene-PMM1052,-1.278264737,0.818116648,0.184164267,0.612797584,PMM1052,BX548174.1,994941,995366,PMM1052,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225077;COG2166, sufE, Cysteine desulfurase SufE subunit [Posttranslational modification, protein turnover, chaperones].",PMM1052,tier1:GeneID
gene-PMM1299,0.311861629,5.276956581,0.18435268,0.612797584,spoU,BX548174.1,1250052,1250792,PMM1299,tRNA/rRNA methyltransferase (SpoU),-,-,-,-,"gnl|CDD|223640;COG0566, SpoU, rRNA methylases [Translation, ribosomal structure and biogenesis].",PMM1299,tier1:GeneID
gene-PMM0430,0.433474991,3.157732856,0.18445555,0.612797584,hisF,BX548174.1,409270,410037,PMM0430,Imidazole glycerol phosphate synthase subunit HisF (cyclase),K02500,GO:0000105:histidine biosynthetic process,GO:0005737:cytoplasm,GO:0000107:imidazoleglycerol-phosphate synthase activity;GO:0016829:lyase activity,"gnl|CDD|223185;COG0107, HisF, Imidazoleglycerol-phosphate synthase [Amino acid transport and metabolism].",PMM0430,tier1:GeneID
gene-PMM1510,-0.294685653,6.841745848,0.184559507,0.612797584,rps7%2C rpsG,BX548174.1,1449853,1450323,PMM1510,30S ribosomal protein S7,K02992,GO:0006412:translation,GO:0015935:small ribosomal subunit,GO:0019843:rRNA binding;GO:0003735:structural constituent of ribosome;GO:0000049:tRNA binding,"gnl|CDD|223127;COG0049, RpsG, Ribosomal protein S7 [Translation, ribosomal structure and biogenesis].",PMM1510,tier1:GeneID
gene-PMM0104,0.788222121,1.813876558,0.185657965,0.615444097,PMM0104,BX548174.1,108003,109157,PMM0104,conserved hypothetical protein,-,-,-,-,"gnl|CDD|225688;COG3146, COG3146, Uncharacterized protein conserved in bacteria [Function unknown].",PMM0104,tier1:GeneID
gene-PMM1210,-0.31762659,5.033313914,0.186284669,0.616520738,PMM1210,BX548174.1,1159390,1160415,PMM1210,Putative nucleotide sugar epimerase,K08679,GO:0045227:capsule polysaccharide biosynthetic process,-,GO:0050662:coenzyme binding;GO:0016829:lyase activity,"gnl|CDD|223528;COG0451, WcaG, Nucleoside-diphosphate-sugar epimerases [Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism].",PMM1210,tier1:GeneID
gene-PMM1974,-0.618012054,2.024668536,0.187548777,0.618845949,PMM1974,BX548174.1,1270439,1270657,PMM1974,Conserved hypothetical protein,-,-,-,-,-,PMM1974,tier1:GeneID
gene-PMM1582,0.283287661,5.809628415,0.187593361,0.618845949,hemF,BX548174.1,1512865,1513893,PMM1582,Coproporphyrinogen III oxidase,K00228,GO:0015995:chlorophyll biosynthetic process;GO:0006782:protoporphyrinogen IX biosynthetic process,GO:0005737:cytoplasm,GO:0004109:coproporphyrinogen oxidase activity;GO:0046872:metal ion binding;GO:0042803:protein homodimerization activity,"gnl|CDD|223485;COG0408, HemF, Coproporphyrinogen III oxidase [Coenzyme metabolism].",PMM1582,tier1:GeneID
gene-PMED4_asRNA_17181,-0.323574646,5.051573438,0.188298432,0.620169997,PMED4_asRNA_17181,BX548174.1,1447331,1447687,PMED4_asRNA_17181,-,-,-,GO:0005737:cytoplasm,GO:0005525:GTP binding;GO:0003924:GTPase activity;GO:0003746:translation elongation factor activity,"gnl|CDD|223128;COG0050, TufB, GTPases - translation elongation factors [Translation, ribosomal structure and biogenesis].",,unresolved
gene-PMM1213,-1.340412901,1.024818291,0.188962834,0.620605339,PMM1213,BX548174.1,1162468,1163628,PMM1213,Glycosyl transferases group 1,-,-,-,-,"gnl|CDD|223515;COG0438, RfaG, Glycosyltransferase [Cell envelope biogenesis, outer membrane].",PMM1213,tier1:GeneID
gene-PMM0480,0.288495544,6.138787502,0.189038453,0.620605339,PMM0480,BX548174.1,454404,454916,PMM0480,conserved hypothetical protein,-,-,-,-,-,PMM0480,tier1:GeneID
gene-PMM1990,-0.923693168,1.510835979,0.189621903,0.621521551,PMM1990,BX548174.1,1327194,1327352,PMM1990,Conserved hypothetical protein,-,-,-,-,-,PMM1990,tier1:GeneID
gene-PMM0188,1.977673314,-0.131482441,0.190310291,0.622778229,nadC,BX548174.1,180017,180883,PMM0188,Nicotinate-nucleotide pyrophosphorylase:Quinolinate phosphoriobsyl transferase,K00767,-,-,-,"gnl|CDD|223235;COG0157, NadC, Nicotinate-nucleotide pyrophosphorylase [Coenzyme metabolism].",PMM0188,tier1:GeneID
gene-PMM1404,0.323093105,6.406236093,0.191836198,0.626438632,hli5,BX548174.1,1350213,1350368,PMM1404,possible high light inducible protein,-,-,-,-,-,PMM1404,tier1:GeneID
gene-PMM1278,-0.628355476,1.95390434,0.192042402,0.626438632,PMM1278,BX548174.1,1229209,1229865,PMM1278,putative circadian phase modifier CpmA homolog,-,-,-,-,"gnl|CDD|224605;COG1691, COG1691, NCAIR mutase (PurE)-related proteins [General function prediction only].",PMM1278,tier1:GeneID
gene-PMM0248,1.224227466,0.501145499,0.192368356,0.62650109,PMM0248,BX548174.1,240466,240903,PMM0248,conserved hypothetical protein,-,-,-,-,-,PMM0248,tier1:GeneID
gene-PMM1637,0.340316529,3.984689646,0.19321046,0.627565231,PMM1637,BX548174.1,1564595,1565566,PMM1637,possible transcriptional regulator,-,-,-,-,"gnl|CDD|224639;COG1725, COG1725, Predicted transcriptional regulators [Transcription].",PMM1637,tier1:GeneID
gene-PMM1335,-0.660186139,2.184602089,0.193616939,0.627565231,lpxA,BX548174.1,1285386,1286228,PMM1335,UDP-N-acetylglucosamine acyltransferase,K00677,-,-,-,"gnl|CDD|223973;COG1043, LpxA, Acyl-[acyl carrier protein].",PMM1335,tier1:GeneID
gene-PMM1499,0.335285013,4.677301734,0.193783046,0.627565231,PMM1499,BX548174.1,1438677,1439033,PMM1499,conserved hypothetical protein,-,GO:0030163:protein catabolic process;GO:0006508:proteolysis,-,-,"gnl|CDD|225038;COG2127, COG2127, Uncharacterized conserved protein [Function unknown].",PMM1499,tier1:GeneID
gene-PMM1288,0.243807575,5.821428964,0.193924418,0.627565231,pdhA,BX548174.1,1239069,1240106,PMM1288,Pyruvate dehydrogenase E1 alpha subunit,K00161,GO:0006086:acetyl-CoA biosynthetic process from pyruvate;GO:0006096:glycolytic process,GO:0009507:chloroplast,GO:0004739:pyruvate dehydrogenase (acetyl-transferring) activity,"gnl|CDD|223997;COG1071, AcoA, Pyruvate/2-oxoglutarate dehydrogenase complex, dehydrogenase (E1) component, eukaryotic type, alpha subunit [Energy production and conversion].",PMM1288,tier1:GeneID
gene-PMM0607,-0.609056565,2.406683792,0.194732943,0.629184604,menD,BX548174.1,575865,577631,PMM0607,Menaquinone biosynthesis protein%3B probable 2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylate synthase,K02551,GO:0009234:menaquinone biosynthetic process;GO:0042372:phylloquinone biosynthetic process,-,GO:0070204:2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity;GO:0000287:magnesium ion binding;GO:0030145:manganese ion binding;GO:0030976:thiamine pyrophosphate binding,"gnl|CDD|224087;COG1165, MenD, 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [Coenzyme metabolism].",PMM0607,tier1:GeneID
gene-PMM1851,-0.949079216,1.360451919,0.19645259,0.633428224,PMM1851,BX548174.1,455506,455709,PMM1851,Conserved hypothetical protein,-,-,-,-,-,PMM1851,tier1:GeneID
gene-PMM0799,-0.408177849,3.990505024,0.196666745,0.633428224,PMM0799,BX548174.1,759421,760032,PMM0799,conserved hypothetical protein,-,-,-,-,"gnl|CDD|224575;COG1661, COG1661, Predicted DNA-binding protein with PD1-like DNA-binding motif [General function prediction only].",PMM0799,tier1:GeneID
gene-PMM1241,-0.48615764,2.654621401,0.197288648,0.634023556,PMM1241,BX548174.1,1193591,1194439,PMM1241,hypothetical protein,-,-,-,-,-,PMM1241,tier1:GeneID
gene-PMM1496,0.534254469,2.357258141,0.198092394,0.634023556,PMM1496,BX548174.1,1434244,1435791,PMM1496,Dolichyl-phosphate-mannose-protein mannosyltransferase,-,-,-,-,"gnl|CDD|224720;COG1807, ArnT, 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family [Cell envelope biogenesis, outer membrane].",PMM1496,tier1:GeneID
gene-PMM0169,-0.350761872,5.448805506,0.198170318,0.634023556,PMM0169,BX548174.1,163042,163770,PMM0169,two-component response regulator,-,-,-,-,"gnl|CDD|225107;COG2197, CitB, Response regulator containing a CheY-like receiver domain and an HTH DNA-binding domain [Signal transduction mechanisms / Transcription].",PMM0169,tier1:GeneID
gene-PMM0609,0.228750702,7.928090907,0.198434123,0.634023556,PMM0609,BX548174.1,578565,580016,PMM0609,Putative ADPglucose--glucosyltransferase (GlgA),K00703,GO:0005978:glycogen biosynthetic process,-,"GO:0033201:alpha-1,4-glucan synthase activity;GO:0004373:glycogen (starch) synthase activity;GO:0009011:starch synthase activity","gnl|CDD|223374;COG0297, GlgA, Glycogen synthase [Carbohydrate transport and metabolism].",PMM0609,tier1:GeneID
gene-PMM0633,-0.275381523,4.826364118,0.198856476,0.634023556,crtL2,BX548174.1,601515,602798,PMM0633,putative lycopene epsilon cyclase,K06444,-,-,-,"gnl|CDD|223717;COG0644, FixC, Dehydrogenases (flavoproteins) [Energy production and conversion].",PMM0633,tier1:GeneID
gene-PMM0889,0.336789156,4.684735833,0.199033852,0.634023556,leuS,BX548174.1,849238,851814,PMM0889,Leucyl-tRNA synthetase,K01869,GO:0006429:leucyl-tRNA aminoacylation,GO:0005737:cytoplasm,GO:0002161:aminoacyl-tRNA editing activity;GO:0005524:ATP binding;GO:0004823:leucine-tRNA ligase activity,"gnl|CDD|223569;COG0495, LeuS, Leucyl-tRNA synthetase [Translation, ribosomal structure and biogenesis].",PMM0889,tier1:GeneID
gene-PMM0663,-0.331995122,4.202096307,0.199406735,0.634023556,prfC,BX548174.1,631917,633554,PMM0663,peptide-chain-release factor RF-3,-,GO:0006449:regulation of translational termination,GO:0005737:cytoplasm,"GO:0005525:GTP binding;GO:0003924:GTPase activity;GO:0016149:translation release factor activity, codon specific","gnl|CDD|226593;COG4108, PrfC, Peptide chain release factor RF-3 [Translation, ribosomal structure and biogenesis].",PMM0663,tier1:GeneID
gene-PMM0801,-0.399124678,3.213108683,0.199542447,0.634023556,ycf39,BX548174.1,760257,760916,PMM0801,conserved hypothetical protein,-,-,-,-,"gnl|CDD|223528;COG0451, WcaG, Nucleoside-diphosphate-sugar epimerases [Cell envelope biogenesis, outer membrane / Carbohydrate transport and metabolism].",PMM0801,tier1:GeneID
