GENE,t=0h,t=3h,t=6h,t=12h,t=24h,t=48h,Cyanate,Urea,ANNOTATION,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,locus_tag
PMM0368,*1.16910286847708,0.737810274,**1.59078502470976,*1.28528925907240,**1.43586048252616,1.069708683,-0.191795691,0.46310827,conserved hypothetical protein,,,,,,,,,PMM0368
PMM0369,0.15085549,0.147399432,0.6832536,0.284229262,0.635340563,1.031471992,0.324352264,0.277838808,possible Ribosomal protein S14p/S29e,,,,,,,,,PMM0369
PMM0370,0.135752234,**4.30854281269086,**5.7284866494887,**4.58350176619516,**4.06454932416169,**3.91380620805672,*1.17115756396876,-1.056210072,"putative cyanate ABC transporter, substratebinding protein",,,,,,,,,PMM0370
PMM0371,0.040455321,1.080973522,**2.28110125476454,**2.37248468438192,**1.92816297994649,**2.10887801596109,1.041090505,-0.438627198,putative cyanate ABC transporter,,,,,,,,,PMM0371
PMM0372,-0.178495928,0.070220922,**1.53130361811556,**2.17991366596472,*1.46954583994354,1.350649249,1.076372361,-0.263725986,putative cyanate ABC transporter,,,,,,,,,PMM0372
PMM0373,-0.525219279,0.73404732,0.904883582,1.289198572,1.055594537,1.698942439,0.518030921,0.020040513,cynS Cyanate lyase,,,,,,,,,PMM0373
PMM0374,-1.099618057,2.980606407,**3.74934616393761,**3.57957842609776,*2.2220142282724,**2.8866215663382,0.699533165,-2.187624181,mttA/Hcf106 family,,,,,,,,,PMM0374
PMM0375,-0.212884822,-0.443320992,0.122887508,-0.759977732,-0.868341024,-0.769697457,-0.186961197,-0.101660761,possible Type II intron maturase,,,,,,,,,PMM0375
PMM0376,-0.239135099,0.340624379,0.19443252,-0.028712702,-0.232946858,0.136517125,0.304371019,0.423934047,hypothetical,,,,,,,,,PMM0376
PMM0377,-0.047417672,0.529157742,0.531629384,0.338677978,0.274492243,0.286911361,0.21155809,0.498782455,hypothetical,,,,,,,,,PMM0377
PMM0378,0.161727233,0.11472899,0.469268413,*1.01758029817422,0.847797991,0.750163779,-0.276625586,-0.096396893,conserved hypothetical protein,,,,,,,,,PMM0378
PMM0379,0.394041425,0.767475481,0.51325505,0.358153825,0.512771379,-0.032177881,0.173611519,0.189565612,hypothetical,,,,,,,,,PMM0379
PMM0380,0.045776376,1.040923071,*1.22248634388739,1.176945873,0.350830594,-0.109255976,0.352709114,0.635786088,conserved hypothetical protein,,,,,,,,,PMM0380
PMM0381,0.112161146,-0.176492516,1.578363072,0.786363891,0.066387346,-0.260539623,0.603455036,-0.608385642,hypothetical,,,,,,,,,PMM0381
PMM0382,-0.830858399,-0.025782539,0.328471791,-0.554719348,-0.575341266,-0.905862485,0.94879011,0.665812308,possible Ribosomal RNA adenine dimethylase,,,,,,,,,PMM0382
PMM0383,0.242500584,-1.046868018,-0.927364086,-1.136854339,-0.884610151,-1.674148517,0.048738645,0.089451164,probable periplasmic protein,,,,,,,,,PMM0383
PMM0384,-0.290701894,0.03171899,-0.156926502,0.095094953,0.317185627,-0.361540073,0.237616061,-0.142608862,"spnII-interrupted-C possible uncharacterized restriction enzyme,interrupted-C",,,,,,,,,PMM0384
PMM0385,0.291326583,-0.062881439,0.764215957,0.989048806,0.940384962,0.503803934,0.168979243,0.013959961,possible degenerate restriction endonuclease,,,,,,,,,
PMM0386,-0.801021382,0.24880884,0.248317687,-0.110416601,0.05385947,-0.571866029,0.429397875,0.125014602,possible uncharacterized DNA methylase,,,,,,,,,PMM0386
PMM0387,-0.458581662,-0.159603815,0.91848521,**1.55322444170518,0.748443218,0.879667769,-0.222172813,-0.02589753,aroD Dehydroquinase class II,,,,,,,,,PMM0387
PMM0388,-0.350758325,-0.068919673,0.033290099,0.56780511,0.589098044,-0.56128704,-0.55193907,-0.501004639,putative similar totRNA-(MS[2]IO[6]A)-hydroxylase,,,,,,,,,PMM0388
PMM0389,-0.485924865,-0.125666708,-0.399895565,-0.477808283,0.271692999,-0.271201433,-1.582720985,-0.627100706,cobI/cbiL PRECORRIN-2 C20-METHYLTRANSFERASE,,,,,,,,,PMM0389
PMM0390,-1.590943015,0.121435976,0.452895956,-1.091346609,-1.036928234,-0.429947625,0.305941376,0.249872229,conserved hypothetical protein,,,,,,,,,PMM0390
PMM0391,-0.609378732,-0.964962172,-0.349197654,-0.175188921,0.13079486,0.465086589,0.111339322,-0.587057916,GTP-binding protein (HSR1-related),,,,,,,,,PMM0391
PMM0392,2.131915466,-0.091226309,1.167142219,-0.270835044,-0.442140731,-1.789844902,1.100811744,1.393984137,possible cobalt transport protein,,,,,,,,,PMM0392
PMM0393,-0.693732222,-0.368265109,0.091705119,0.76440665,-0.385845717,-1.440531926,-0.19579827,-0.204557875,conserved hypothetical protein,,,,,,,,,PMM0393
PMM0394,-0.581697999,-0.66191662,0.019334689,0.533870337,-0.403559643,-0.62190263,0.442133085,0.355060668,conserved hypothetical protein,,,,,,,,,PMM0394
PMM0395,-0.329757588,0.203884855,0.405317903,0.691029729,**1.44998820527503,0.545317779,*-0.643801459866889,-0.309908858,conserved hypothetical protein,,,,,,,,,PMM0395
PMM0396,-0.509956285,0.190850572,-0.266658406,-0.03210027,0.590027936,0.258202458,-0.271491279,-0.397032804,proC Delta 1-pyrroline-5-carboxylate reductase,,,,,,,,,PMM0396
PMM0397,0.113759365,-0.533695439,-0.048058914,-0.138554861,-0.073663954,-0.94580159,-0.73179777,-0.387028176,"possible Glycosyl transferase, group 1",,,,,,,,,PMM0397
PMM0398,0.337655294,-0.060004697,0.118735439,0.147463901,-0.147707733,-0.396973977,-0.801124125,-0.26814765,possible Recombination protein O (RecO),,,,,,,,,PMM0398
PMM0399,-0.132144021,-0.268705331,-0.523123976,-0.224518414,-0.638794944,-1.117831897,-0.340019663,-0.172971522,Putative deoxyribose-phosphate aldolase,,,,,,,,,PMM0399
PMM0400,0.563141411,0.389403187,0.632066767,0.829674613,-0.355218691,0.032834901,-0.535439354,-0.266687607,lrtA light repressed protein A homolog,,,,,,,,,PMM0400
PMM0401,-0.165467467,0.19133625,0.621731094,0.577610247,0.239010562,-0.056501919,-0.501932398,-0.544984778,lipB putative lipoate-protein ligase B,,,,,,,,,PMM0401
PMM0402,-0.017839269,-0.231548315,-0.752574362,-0.791902472,-0.724752232,-1.970544789,0.117616354,0.264816853,fadD putative long-chain-fatty-acid--CoA ligase,,,,,,,,,PMM0402
PMM0403,0.157170819,0.246357439,0.406343083,0.716467561,-0.261549155,0.030990565,-0.100246653,-0.028323905,conserved hypothetical protein,,,,,,,,,PMM0403
PMM0404,-1.232066728,0.201491311,0.171392162,-2.272511184,-0.540844137,-0.417037311,0.860750802,-0.696289347,hypothetical,,,,,,,,,PMM0404
PMM0405,0.244592028,-0.195984682,0.216954382,0.458913699,0.064726503,0.595430491,0.067910812,0.133305775,pdhC Dihydrolipoamide acetyltransferase component (E2)of pyruvate de,,,,,,,,,PMM0405
PMM0406,-0.851873216,-0.629483506,-0.147774936,-0.560866839,-0.138460043,-1.034240129,-0.155698495,-0.587957836,queA Queuosine biosynthesis protein,,,,,,,,,PMM0406
PMM0407,-0.361554038,0.111886918,0.331705594,-0.165787568,-0.28986068,-0.910581129,0.322584429,0.357290128,cysK1 O-acetylserine (thiol)-lyase A,,,,,,,,,PMM0407
PMM0408,-0.556648547,-0.277386456,-0.381878736,-0.962810282,-1.583022244,-1.095490866,0.152916799,-0.185850125,possible Cystathionine gamma-synthase,,,,,,,,,PMM0408
PMM0409,-0.565672881,-0.977512284,-1.382337456,**-1.83940194319205,-0.997841452,-3.024313798,-0.373924119,-0.219632194,metB putative Cystathionine gamma-synthase,,,,,,,,,PMM0409
PMM0410,-0.81881312,-0.936891838,**-1.15699924321040,**-2.07957185578865,**-1.82754814042713,-0.599953044,*-0.751377035887257,*-0.726707079051318,"rpsD,rps4 30S ribosomal protein S4",,,,,,,,,PMM0410
PMM0411,0.082289832,0.195842256,-0.049141895,0.373571198,0.214874821,0.276384252,-0.23718534,-0.308272399,conserved hypothetical protein,,,,,,,,,PMM0411
PMM0412,-1.058034813,-0.234307134,-0.447437959,-0.441663398,-0.351060819,0.13033172,0.364893114,-0.097155889,conserved hypothetical protein,,,,,,,,,PMM0412
PMM0413,-0.248280543,0.001661242,0.447764476,-1.152401264,-0.766880701,-1.291122222,-0.183380984,-0.544180028,murE UDP-N-acetylmuramyl-tripeptide synthetase,,,,,,,,,PMM0413
PMM0414,-0.206861378,0.52733883,0.148119687,-0.038291936,-0.17812927,-0.174760415,0.328965162,0.36105023,putative short chain dehydrogenase,,,,,,,,,PMM0414
PMM0415,-0.163818181,0.033232801,-0.421166665,-0.75672217,-0.215279181,-0.261805555,0.251327828,0.177735029,putative L-cysteine/cystine lyase,,,,,,,,,PMM0415
PMM0416,-0.049609565,0.028142951,-0.246442555,-0.176209101,-0.536849219,-0.248921833,0.009933841,-0.071506765,SAM (and some other nucleotide) bindingmotif:Generic methyl-...,,,,,,,,,PMM0416
PMM0417,-0.305000367,-1.093523161,-0.353989842,-0.680180491,-1.452257871,-0.895556372,-0.701238797,-0.766230704,hypothetical,,,,,,,,,PMM0417
PMM0418,-0.242790745,-0.009802658,0.424474413,0.895383684,0.588204024,1.044484135,0.200518529,0.528425109,NifU-like protein,,,,,,,,,PMM0418
PMM0419,-0.925745015,-0.128434956,0.586025416,0.755611619,0.909027886,0.493226596,0.779670516,0.272026677,mqo putative malate/quinone oxidoreductase,,,,,,,,,PMM0419
PMM0420,-0.514498333,-0.227596805,-0.864781202,-0.185272924,-0.2108878,-0.179747534,0.028790212,-0.455152642,lepA GTP-binding protein LepA,,,,,,,,,PMM0420
PMM0421,-0.301185505,0.299998111,-0.186938841,0.202769859,0.313378154,-0.105543422,0.111303501,-0.051620133,"putative ABC transporter, oligopeptides",,,,,,,,,PMM0421
PMM0422,0.049657785,-0.077364536,0.168711197,0.672483824,0.391761735,0.192292828,-0.114170399,0.114100384,tRNA/rRNA methyltransferase (SpoU),,,,,,,,,PMM0422
PMM0423,-0.735007091,-0.069332239,-0.151245821,-0.858420954,-0.279926222,0.87003851,0.350224209,0.437519394,conserved hypothetical protein,,,,,,,,,PMM0423
PMM0424,-1.208284321,-0.048769159,0.642306413,-1.109774244,0.446988163,0.017071977,1.510972675,0.371435554,conserved hypothetical protein,,,,,,,,,PMM0424
PMM0425,-1.099154422,-0.141966551,-0.045594149,-1.286498438,-0.523402291,-1.585892845,0.432818031,0.2442221,conserved hypothetical protein,,,,,,,,,PMM0425
PMM0426,-0.273379425,-0.70651766,0.250442137,0.115274486,-0.127364487,-0.006530457,0.844330978,0.600194149,Sun protein (Fmu protein),,,,,,,,,PMM0426
PMM0427,0.166740307,-0.676878832,-0.28393758,-0.771840323,-1.397808762,-1.298251266,0.357850273,-0.070199842,putative penicillin binding protein,,,,,,,,,PMM0427
PMM0428,0.079677471,-0.640157126,**-1.37312459185520,**-1.37246284030446,-0.765785038,-1.019056551,-0.581423796,-0.614334926,chlG chlorophyll synthase 33 kD subunit,,,,,,,,,PMM0428
PMM0429,-0.121271192,-0.376121526,-0.329619614,-0.650550215,**-1.3315254764616,-0.856167925,-0.354640457,-0.21039879,conserved hypothetical protein,,,,,,,,,PMM0429
PMM0430,-0.534739552,-0.137498116,-0.177965158,-0.190642536,-0.234037715,-0.550406672,-0.202552523,-0.223938688,hisF Imidazole glycerol phosphate synthase subunitHisF (cyclase),,,,,,,,,PMM0430
PMM0431,-0.721002796,-0.191935915,0.029693968,0.405209121,-0.326489963,0.305213822,0.489147738,0.344061824,SAM (and some other nucleotide) bindingmotif:ubiE/COQ5 methy...,,,,,,,,,PMM0431
PMM0432,-0.682248864,-0.348645793,**1.50642542560874,**1.71095291040887,0.485063034,0.484389236,0.047073231,-0.384857814,conserved hypothetical protein,,,,,,,,,PMM0432
PMM0433,-1.665904321,-0.542237443,0.928791597,-1.103982236,-2.651389214,-0.559367059,0.830982721,0.037702436,BirA putative Biotin--acetyl-CoA-carboxylase ligase,,,,,,,,,PMM0433
PMM0434,0.018224169,-0.490982815,-0.612178613,-0.252362378,-0.13297055,-0.058158573,0.088488577,0.083830103,"possible ABC transporter, ATP binding protein",,,,,,,,,PMM0434
PMM0435,0.123680019,-0.134773648,-0.495998689,-0.6374518,0.075280982,0.208014588,-0.312668022,-0.147194861,ndhB putative NADH dehydrogenase (complex I) subunit(chain 2),,,,,,,,,PMM0435
PMM0436,0.060537142,-0.52062408,-0.675846825,-0.249155514,-0.275527222,-0.201590187,-0.246724423,-0.328423564,topA Prokaryotic DNA topoisomerase,,,,,,,,,PMM0436
PMM0437,-0.120170486,-1.106365842,-0.065619037,0.592484519,-0.237036742,-3.127505564,0.076765148,0.099244204,hypothetical,,,,,,,,,PMM0437
PMM0438,-0.323077288,-0.200339242,0.015341389,0.065670831,0.295581464,-0.312352658,0.421158496,0.034359253,conserved hypothetical protein,,,,,,,,,PMM0438
PMM0439,-1.737361589,-0.283858686,-0.003169116,-0.92135474,-1.453400971,-0.431794301,-0.002652463,-1.020253555,conserved hypothetical protein,,,,,,,,,PMM0439
PMM0440,-0.857789991,-0.670895976,-2.818719685,-0.547780043,-0.978208789,-0.937106115,0.168386891,-2.919686958,conserved hypothetical protein,,,,,,,,,PMM0440
PMM0441,-0.408777117,-0.167598802,0.529282564,0.15802206,0.078350544,-0.456764623,0.028639758,-0.162074859,Aldo/keto reductase family,,,,,,,,,PMM0441
PMM0442,-0.438765482,-0.025586417,1.025570646,0.319844568,-0.440110248,-0.344317818,-0.2568339,-0.394020729,ribE Putative Riboflavin synthase alpha chain,,,,,,,,,PMM0442
PMM0443,-0.052674251,0.283404013,**0.949573082408115,**1.51370516342109,0.381150127,0.667551208,0.040275984,-0.103065281,conserved hypothetical protein,,,,,,,,,PMM0443
PMM0444,-0.121244939,-0.114655704,0.049774245,**1.22780875223473,0.131320166,-0.254535945,-0.450836721,*-1.01749397779381,"ctaE Cytochrome c oxidase, subunit III",,,,,,,,,PMM0444
PMM0445,0.316445364,0.22804808,0.481842439,*1.09495213383020,*0.852081264408037,0.203938981,-0.114000741,-0.455727852,"ctaD (coxA) Cytochrome c oxidase, subunit I",,,,,,,,,PMM0445
PMM0446,-0.025621577,0.33532479,**1.53019385605168,**2.15756607398414,**1.41083144769982,1.566313948,-0.044493806,-0.201971147,"ctaC (coxB) putative cytochrome c oxidase, subunit 2",,,,,,,,,PMM0446
PMM0447,-1.154376114,0.545613264,**1.81441133332680,**2.19124796169587,*1.23700474605432,1.501439193,0.484851916,-0.021246078,conserved hypothetical protein,,,,,,,,,PMM0447
PMM0448,-0.166052429,0.690980034,**1.54449527398945,**1.61408443892606,*1.21234416450597,0.998486054,0.354360129,-0.10885949,ctaB putative protoheme IX farnesyltransferase,,,,,,,,,PMM0448
PMM0449,-0.580045591,-0.309020643,0.221524177,0.4492372,0.168018159,0.105149193,0.030882242,0.174117209,putative multidrug efflux ABC transporter,,,,,,,,,PMM0449
PMM0450,-0.322574317,-0.006164411,0.393329088,0.471273599,0.508274614,0.401634064,0.111601783,-0.095459775,putative multidrug efflux ABC transporter,,,,,,,,,PMM0450
PMM0451,-0.278092366,-0.468100505,0.220839347,0.852193426,0.268865286,0.801087912,-0.185824362,-0.216562222,possible Arenavirus glycoprotein,,,,,,,,,PMM0451
PMM0452,-0.344231489,-0.067811036,-0.474927195,**-1.64217602166330,**-2.59259391361150,-1.867081506,0.516058573,0.471574886,"groEL2,cpn60-2 GroEL2 protein (Chaperonin cpn60 2)",,,,,,,,,PMM0452
PMM0453,-0.264816752,-0.195599365,**-1.22978135211385,**-1.93434355364041,*-1.71879441414578,-2.365711879,-0.440361947,0.03081561,fabG 3-oxoacyl-[acyl-carrier protein] reductase,,,,,,,,,PMM0453
PMM0454,0.315243314,0.010568521,-0.501302745,0.272348791,-0.41637131,-0.564770523,0.001976915,-0.17920204,ispD putative 2-C-methyl-D-erythritol 4-phosphatecytidylyltransferase,,,,,,,,,PMM0454
PMM0455,-0.256506082,-0.33773548,-0.159388183,-0.325188502,-0.382812705,-0.747676963,0.947528572,0.053336894,conserved hypothetical protein,,,,,,,,,PMM0455
PMM0456,-0.120709815,-0.051124965,0.235394386,0.517713417,0.222928944,-0.114942258,-0.699540135,-0.416899127,ubiA probable 4-hydroxybenzoate-octaprenyltransferase,,,,,,,,,PMM0456
PMM0457,-0.147847532,-0.39664944,-0.359908414,-0.541248362,-0.613475235,-1.674708518,0.318791327,-0.063597669,ppx putative exopolyphosphatase,,,,,,,,,PMM0457
PMM0458,-0.895567708,0.005561192,0.231796602,0.718154307,0.136681312,0.007742649,0.963211195,0.474821826,conserved hypothetical protein,,,,,,,,,PMM0458
PMM0459,0.37562516,-0.067357738,-0.095258985,-0.015863097,-0.226587638,-0.288428283,-0.826039401,-0.121251825,cobM PUTATIVE PRECORRIN-4 C11-METHYLTRANSFERASE,,,,,,,,,PMM0459
PMM0460,-0.196894384,-0.65490762,-0.272030335,0.398742478,-0.097738498,-0.196276351,0.130429856,0.052828156,"yvoC, lgt, umpA putative prolipoprotein diacylglyceryltransferase",,,,,,,,,PMM0460
PMM0461,0.079310309,-0.172201944,-0.463283662,-0.315314439,-0.420696736,-0.800799244,-0.251609911,-0.110299757,petA Cytochrome f,,,,,,,,,PMM0461
PMM0462,0.071323895,-0.504670637,-0.538427718,-0.742553641,-0.722182447,-0.395082516,-0.359459559,-0.085528449,petC Rieske iron-sulfur protein,,,,,,,,,PMM0462
PMM0463,-0.423374944,-0.154646634,0.514822858,*1.22165377944115,0.132156347,0.212294015,0.357887005,-0.28510727,conserved hypothetical protein,,,,,,,,,PMM0463
PMM0464,0.258463462,0.07162501,0.230653216,-0.168147178,0.097848554,-0.115244437,0.14165458,-0.176905937,"protein secretion component, Tat family",,,,,,,,,PMM0464
PMM0465,-0.016062221,0.190152942,0.277867093,0.076454698,0.189082072,0.669340202,0.086940335,0.126843977,hypothetical,,,,,,,,,PMM0465
PMM0466,-0.097233072,0.061942178,-0.536680569,-0.732376056,-0.803702367,-0.807198616,0.06278427,-0.175945858,possible secreted protein MPB70 precursor,,,,,,,,,PMM0466
PMM0467,0.046872068,0.203172277,-0.162643313,0.195845801,-0.06145722,0.284571062,0.049990269,0.022725245,gmk Guanylate kinase,,,,,,,,,PMM0467
PMM0468,0.060726608,-0.439406413,-0.374638014,**-1.50783616232717,**-1.47069521810533,**-2.60584315915991,*-0.586291865459558,-0.48324557,psaJ Photosystem I PsaJ protein (subunit IX),,,,,,,,,PMM0468
PMM0469,-0.046124104,-0.659960323,-0.33906715,**-1.79076207537240,**-1.86208775256011,**-2.67450412283817,**-0.876264856821257,*-0.525923392884232,psaF Photosystem I PsaF protein (subunit III),,,,,,,,,PMM0469
PMM0470,0.277373114,0.121750526,0.106752559,0.200115501,-0.001208005,-0.502531836,-0.280361725,-0.086127459,probable o-sialoglycoprotein endopeptidase,,,,,,,,,PMM0470
PMM0471,-0.144894511,-0.279018961,0.060078509,0.289721846,-0.183299612,0.273529129,0.020485994,-0.144855132,hli20 possible high light inducible protein,,,,,,,,,PMM0471
PMM0472,-0.162760432,0.193780725,0.319730029,0.210299205,0.364437085,-0.180015164,-0.618625657,-0.343756307,"putative Na+/H+ antiporter, CPA1 family",,,,,,,,,PMM0472
PMM0473,-0.575568106,-0.347522056,-0.230219993,-1.004939294,-0.466999476,-0.762996614,0.017043247,-0.209200974,gltX Glutamyl-tRNA synthetase,,,,,,,,,PMM0473
PMM0474,*-0.964408017678787,-0.879918516,**-1.12093499945045,*-1.07471999357636,-0.846668127,-0.463508364,**-1.05028090975672,*-0.744225227172344,Conserved hypothetical protein,,,,,,,,,PMM0474
PMM0475,-0.255221087,-0.416043083,-0.691295309,-0.734529024,-1.050500303,-0.805978436,-0.40524315,-0.20515311,rpl19 Ribosomal protein L19,,,,,,,,,PMM0475
PMM0476,0.07245438,-0.126705911,0.488082406,0.630120147,0.464069972,0.047981375,-0.20740295,-0.260463084,conserved hypothetical protein,,,,,,,,,PMM0476
PMM0477,0.021153978,0.051062717,0.093362403,-0.016191094,-0.048361141,0.261010389,0.170896173,0.153244063,map putative methionine aminopeptidase,,,,,,,,,PMM0477
PMM0478,-0.309915954,0.077868445,-0.536807605,-0.394916273,-0.562253982,0.036448667,0.199053858,-0.537555161,conserved hypothetical protein,,,,,,,,,PMM0478
PMM0479,0.013470342,0.098930515,0.075717408,0.486653495,-0.138493675,-0.571105176,0.222944729,-0.00896554,conserved hypothetical protein,,,,,,,,,PMM0479
PMM0480,0.034262505,0.272938601,0.679992916,*1.15511724217074,0.852500546,0.394638829,0.015014551,-0.219657791,conserved hypothetical protein,,,,,,,,,PMM0480
PMM0481,-0.477491776,-0.184860051,-0.229938012,-0.035868997,0.102236661,-0.607291197,0.145287609,0.237448016,conserved hypothetical protein,,,,,,,,,PMM0481
PMM0482,0.26424067,0.412322979,*1.08803902322087,0.71268779,0.010028256,-0.066289284,0.225958273,0.217420576,phb Band 7 protein,,,,,,,,,PMM0482
PMM0483,-0.168840956,-0.10725284,-0.482762233,-0.705091819,**-1.21925144297283,-0.564815157,0.362562599,-0.043377848,"hemL, gsa glutamate-1-semialdehyde 2,1-aminomutase",,,,,,,,,PMM0483
PMM0484,-0.382105532,-0.54679348,-0.027183958,0.154759598,-0.342990433,-0.705302785,-0.381320492,-0.437231459,xthA exodeoxyribonuclease III,,,,,,,,,PMM0484
PMM0485,0.513948776,-0.42806772,0.239462531,0.546124396,0.63902507,1.349965647,0.721619255,0.690422859,conserved hypothetical protein,,,,,,,,,PMM0485
PMM0486,-0.453742067,0.000757833,0.125856775,0.564802337,0.686198848,1.394985508,0.584182317,0.65720119,conserved hypothetical protein,,,,,,,,,PMM0486
PMM0487,-0.324965247,-0.146928043,-0.817469947,-0.60399559,-0.770555583,-2.913678915,-0.326551245,-0.227992287,conserved hypothetical protein,,,,,,,,,PMM0487
PMM0488,-0.634159736,-0.643122118,-0.538386667,-1.322773268,-0.404260436,-0.691314699,0.893809131,0.25122598,conserved hypothetical protein,,,,,,,,,PMM0488
PMM0489,-1.145271469,0.54835516,-0.201774038,-0.624936085,-0.666290703,-1.132849208,-0.414067542,-0.486535358,"futB,hitB putative iron ABC transporter",,,,,,,,,PMM0489
PMM0490,-0.001289655,0.182362643,0.444351577,0.509694744,-0.169933448,-0.35319945,0.387566041,0.021749577,conserved hypothetical protein,,,,,,,,,PMM0490
PMM0491,0.133997983,0.38008692,**1.03119957758942,1.000190593,0.003321064,-0.153752381,-0.063860008,0.440074232,4a-hydroxytetrahydrobiopterin dehydratase (PCD),,,,,,,,,PMM0491
PMM0492,0.225264796,0.135707867,0.433190479,0.505939005,-0.335393355,-0.249369569,-0.200758736,0.24746808,conserved hypothetical protein,,,,,,,,,PMM0492
PMM0493,-0.670720033,-0.213707053,0.443991406,0.381912434,-0.02084899,0.030793095,0.113092272,0.298932414,cxp Carboxypeptidase Taq (M32) metallopeptidase,,,,,,,,,PMM0493
PMM0494,-0.356656453,-0.564595609,**-1.55640237967724,**-1.58768542736678,*-1.12301305843790,-1.812056001,-0.605319444,-0.169328163,ppa (ipyR) putative inorganic pyrophosphatase,,,,,,,,,PMM0494
PMM0495,-0.344597695,-0.719452935,-0.713179549,-0.57391452,-0.298452707,-0.187932743,-0.257000459,-0.205391776,hemC Porphobilinogen deaminase,,,,,,,,,PMM0495
PMM0496,*-1.03777374809407,-0.499136693,-0.656646082,-0.961300711,-0.87411162,0.486958658,*-1.03699635220366,**-1.37961282672872,"sigA, rpoD Putative principal RNA polymerase sigma factor",,,,,,,,,PMM0496
PMM0497,-0.822134777,-0.403929621,-0.407456872,-0.66905839,-0.555885496,-0.535254528,0.909832587,-0.224394305,priA primosomal protein N' (replication factor Y),,,,,,,,,PMM0497
PMM0498,-0.867805392,-0.370751353,-0.456324629,-1.534732213,-1.096528117,-0.739465529,1.357499038,1.537046086,conserved hypothetical protein,,,,,,,,,PMM0498
PMM0499,0.25281464,-0.391371122,-0.187482905,-0.31824432,0.312184661,-0.060164459,0.047914621,0.169107952,argB Aspartokinase superfamily:Acetylglutamate kinase,,,,,,,,,PMM0499
PMM0500,0.13570688,-0.001012057,-0.466547031,-0.728711903,*-1.31124868398868,-0.815185415,-0.293058316,0.192307444,conserved hypothetical protein,,,,,,,,,PMM0500
PMM0502,-0.685622636,0.289642415,*0.950146185369823,**1.60079308992079,0.155866982,1.134019038,-0.465875445,-0.482154033,conserved hypothetical protein,,,,,,,,,PMM0502
PMM0503,-0.290380357,-0.546048099,-0.326894421,-0.402010661,-0.767095041,-0.03206249,0.027743547,-0.199502988,possible precorrin-6X reductase,,,,,,,,,PMM0503
PMM0504,-1.006967993,-1.143986565,-0.489344352,-0.128372644,-0.513594432,-2.20583354,-0.350161025,-0.665238037,CutA1 divalent ion tolerance protein,,,,,,,,,PMM0504
PMM0505,-0.80276345,-1.28445576,-0.888965956,-1.208044588,-1.771016136,-1.268847225,-0.308498912,-0.216398378,Possible carbohydrate kinase,,,,,,,,,PMM0505
PMM0506,-0.208489402,-0.490277432,-0.726718899,-0.457562121,-0.364502852,-0.713518032,-0.228739582,-0.286717099,"purA,adeK Adenylosuccinate synthetase",,,,,,,,,PMM0506
PMM0507,0.157910891,0.249058537,0.248576947,-0.91599038,-0.680918757,-0.68704188,-0.053537859,0.296596968,psb27 possible Photosystem II reaction center Psb27protein,,,,,,,,,PMM0507
PMM0508,0.285043411,0.225749032,0.408701634,-0.029699182,-0.433959062,-0.235792059,0.021888514,0.531446537,proS Prolyl-tRNA synthetase,,,,,,,,,PMM0508
PMM0509,-0.087870262,0.187032165,**1.31486710780341,**1.63648484290474,0.225809125,-0.008652632,-0.050645284,-0.375682553,possible Helix-turn-helix domain of resolvase,,,,,,,,,PMM0509
PMM0510,0.21305174,-0.300636525,*-0.77975757166855,**-1.59897556232557,**-1.06212326814168,-0.872314841,-0.132538432,0.205882903,possible Reverse transcriptase (RNA-dependent,,,,,,,,,PMM0510
PMM0511,-0.423897705,-0.404549384,**-1.20213419019854,**-1.50360507545094,-1.008904391,-0.594391869,-0.074313646,-0.028430719,ppa (ipyR) Inorganic pyrophosphatase,,,,,,,,,PMM0511
PMM0512,-1.469448615,-0.748141571,-0.603266986,-0.691976029,-1.321653589,-1.357909596,0.274764444,0.509475663,putative arsenate reductase,,,,,,,,,PMM0512
PMM0513,-0.376794051,-0.235532062,-0.24207038,-0.115010897,0.030616627,-0.388792149,0.114071179,-0.291402203,lepB Signal peptidase I,,,,,,,,,PMM0513
PMM0514,-0.557875647,-0.749017152,-0.060030339,-1.510066634,-0.929385252,-1.088055899,-0.143324504,0.075559518,putative dihydroorotase,,,,,,,,,PMM0514
PMM0515,-0.063212668,-0.134167851,-0.126599546,-0.465743618,-0.515890686,-0.189816458,0.024870625,0.322629209,cobC possible alpha-ribazole-5'-P phosphatase,,,,,,,,,PMM0515
PMM0516,-1.129065321,-0.502048876,-0.393713036,-0.720693501,-0.616948215,-0.921651512,0.315622197,0.247110846,Possible membrane associated protease,,,,,,,,,PMM0516
PMM0517,-0.915045344,-0.792409188,0.306949392,0.830009282,0.944358753,0.457545109,0.652250308,-0.19903757,hypothetical protein,,,,,,,,,PMM0517
PMM0518,-0.431615232,-0.427142744,-0.206149037,0.141207659,0.145038204,-0.090019197,0.578857735,0.362121287,ftsI putative peptidoglycan synthetase (pbptranspeptidase domain),,,,,,,,,PMM0518
PMM0519,-0.218991303,0.843185007,**1.70471730642390,**1.49590063871216,0.451125762,0.769860615,0.203513504,0.239501706,tal Transaldolase,,,,,,,,,PMM0519
PMM0520,-0.221939589,-0.502418156,0.279025394,-0.077779399,-0.768048969,0.004202742,0.290512506,-0.020829548,NAD binding site,,,,,,,,,PMM0520
