Group,Gene Function,Gene NO.,Gene Locus,logFC-15min_vs_CT30m,logFC-1h_vs_CT30m,logFC-3h_vs_CT30m,logFC-5h_vs_CT30m,logFC-7h_vs_CT30m,Pvalue-15min_vs_CT30m,Pvalue-1h_vs_CT30m,Pvalue-3h_vs_CT30m,Pvalue-5h_vs_CT30m,Pvalue-7h_vs_CT30m,resolved_locus_tag,resolution_method
Group 3,"threonine ammonia-lyase, biosynthetic",gene1210,SYNWH7803_RS06030,0.730148343806184,0.772635157852564,0.737408530219625,0.756230874454774,0.600440547806779,0.285533878524207,0.268113642957167,0.28291920493287,0.277086728197334,0.405470533098769,SynWH7803_1222,tier1:Gene Locus
Group 3,ribosome maturation factor RimM,gene193,SYNWH7803_RS00970,0.366614329315269,0.902875194604344,0.675897363757792,0.754431528537311,0.624085790995567,0.648526776544064,0.258293035347502,0.374649302617643,0.316442818571735,0.459963416415696,SynWH7803_0201,tier1:Gene Locus
Group 3,FAD-binding oxidoreductase,gene1408,SYNWH7803_RS07000,0.165135143667216,0.274283640306785,0.141942613775478,0.753149830762984,0.383982976180124,0.819620554408801,0.697274703570516,0.850727584576909,0.281301103074913,0.599287171752501,SynWH7803_1421,tier1:Gene Locus
Group 3,DUF2656 domain-containing protein,gene489,SYNWH7803_RS02440,-0.0737070778019148,0.898904231227092,0.22973518189509,0.752284279538652,0.726672000266932,0.928447951666915,0.209776354429759,0.766161426694146,0.286854832317302,0.32689966891992,SynWH7803_0490,tier1:Gene Locus
Group 3,7-cyano-7-deazaguanine synthase QueC,gene2461,SYNWH7803_RS12215,0.254251016377734,0.567086939142067,0.400968013150412,0.75097971637396,0.654993658201575,0.757515161550803,0.472999069713885,0.632730354650541,0.328735363435545,0.423509938215474,SynWH7803_2469,tier1:Gene Locus
Group 3,class I SAM-dependent methyltransferase,gene2131,SYNWH7803_RS10575,0.0756206853998772,0.84441472649879,1.15166444190408,0.746158465770896,0.924551473642023,0.926891169225182,0.227035922856654,0.0942229474618012,0.289585271980582,0.195347867476205,SynWH7803_2146,tier1:Gene Locus
Group 3,sulfotransferase,gene222,SYNWH7803_RS01110,-0.207100219673132,0.575426578196821,0.414798443440598,0.745239074506695,1.19285910429965,0.795796882294294,0.434490463827443,0.588028191890724,0.316046914344871,0.116408024850581,SynWH7803_0228,tier1:Gene Locus
Group 3,tryptophan--tRNA ligase,gene787,SYNWH7803_RS03935,1.24703612627745,1.31075232393921,1.48169363179965,0.74511522781213,0.0736781984208772,0.0650794888173298,0.054132555907461,0.0301358711430134,0.275944182280992,0.915342838051512,SynWH7803_0780,tier1:Gene Locus
Group 3,tRNA-Ser,gene1231,SYNWH7803_RS06115,-0.38510628651787,1.08387704225511,-0.0476866214465006,0.744627432473998,1.00465192669413,0.624344127350401,0.149176129780794,1.0,0.352332992397277,0.196190742710217,,unresolved
Group 3,DNA primase,gene1058,SYNWH7803_RS05285,-0.153403865248324,-0.0784005267303908,-1.08868459318998,0.744535616417662,1.07643874425514,0.833747096962512,0.928447951666915,0.126614577068213,0.283807461037047,0.124153349435628,SynWH7803_1073,tier1:Gene Locus
Group 3,"1,4-dihydroxy-2-naphthoyl-CoA synthase",gene1006,SYNWH7803_RS05020,0.991039258192885,0.882591227560011,0.737707281868688,0.741698353780794,0.382165601240737,0.175018041880605,0.258883812207412,0.337541491882022,0.342596600371794,0.659012396140712,SynWH7803_1022,tier1:Gene Locus
Group 3,phosphoribosylanthranilate isomerase,gene667,SYNWH7803_RS03335,0.573990266436322,0.403679263800638,0.364741747594554,0.74146026541529,0.807735571658218,0.406589333085387,0.586377266686912,0.623997198240609,0.293902378893983,0.256829402503316,SynWH7803_0660,tier1:Gene Locus
Group 3,tRNA-Val,gene2440,SYNWH7803_RS12110,-1.11140749670823,-0.0741381472462957,-0.411835526227735,0.739770987218389,0.828846676469984,0.211790393653143,1.0,0.876185567281955,0.426125121088391,0.431875402025811,,unresolved
Group 3,ATP synthase subunit alpha,gene2005,SYNWH7803_RS09960,1.50888475869715,0.848155139720914,1.15967504334686,0.739568256862098,-0.187293292272661,0.0239246031757073,0.198340953827174,0.0801864639976736,0.261306621194103,0.776458105468546,SynWH7803_2017,tier1:Gene Locus
Group 3,acetate kinase,gene201,SYNWH7803_RS01005,-0.193916623931339,0.199421698947008,-0.255907539942422,0.738815891112397,0.393546932725365,0.806904032041006,0.817003606651298,0.750881418169512,0.32689966891992,0.624285927354,SynWH7803_0207,tier1:Gene Locus
Group 3,peptide-methionine (R)-S-oxide reductase,gene2110,SYNWH7803_RS10470,0.586393588396907,0.508185186944903,0.677040182884664,0.733756660670473,0.0082703772664105,0.428031287791281,0.528051123827569,0.383825459766812,0.344280547536774,1.0,SynWH7803_2126,tier1:Gene Locus
Group 3,hypothetical protein,gene1868,SYNWH7803_RS09285,0.455794521347388,0.530020814998202,0.112884342541859,0.731471337545005,1.52011500490702,0.536462464929207,0.555480208699848,0.88710026779379,0.388873200866784,0.0600646258496167,SynWH7803_1882,tier1:Gene Locus
Group 3,tRNA-Cys,gene466,SYNWH7803_RS02325,-1.02934312424776,0.700443126422299,-0.269324408700159,0.729069747437767,-0.061807573001174,0.178731953953686,0.374665383473688,0.747484664642185,0.345783695412594,1.0,,unresolved
Group 3,peptide deformylase,gene2331,SYNWH7803_RS11565,-0.138145504966564,0.631933161386997,0.0988573184620938,0.72688401142627,0.695186082382364,0.860400041961191,0.427968572892429,0.962318882915878,0.32773220955477,0.387278943981657,SynWH7803_2339,tier1:Gene Locus
Group 3,class I SAM-dependent methyltransferase,gene2292,SYNWH7803_RS11375,1.12061428539407,0.014393197889428,1.1660412788873,0.72632415909148,0.470993916917128,0.110840080339788,1.0,0.102976287625675,0.311420891856558,0.537095088307507,SynWH7803_2300,tier1:Gene Locus
Group 3,hypothetical protein,gene322,SYNWH7803_RS01610,-0.798548851528288,-0.513073904527102,-2.01255797517003,0.724967632144101,0.60953841090031,0.421155800327721,0.745854585473486,0.0834969611968208,0.479616292521777,0.545915011108221,SynWH7803_0327,tier1:Gene Locus
Group 3,iron ABC transporter permease,gene1793,SYNWH7803_RS08910,0.586728080600469,1.23639892890845,1.43887660263924,0.723272698002625,0.9067305767159,0.40078030669648,0.0882618372109101,0.03972598425686,0.326216559896175,0.218983189961861,SynWH7803_1809,tier1:Gene Locus
Group 3,isoleucine--tRNA ligase,gene330,SYNWH7803_RS01650,0.822989293780193,0.880414643757543,1.18012619645632,0.723114775627922,0.061942826612395,0.223023768241029,0.197860726016398,0.0812161694278537,0.29097260162539,0.951483961080739,SynWH7803_0335,tier1:Gene Locus
Group 3,cobyric acid synthase CobQ,gene1644,SYNWH7803_RS08175,0.0486426318148597,0.347810485349057,0.343862251033933,0.720878095384058,0.851436109358173,0.975127946147935,0.663120694063953,0.650614501708708,0.339212338794287,0.281613174333386,SynWH7803_1658,tier1:Gene Locus
Group 3,S9 family peptidase,gene2127,SYNWH7803_RS10555,0.36054851454196,0.737867069272023,0.22196290002988,0.720136311334806,0.628607141246013,0.599722503101993,0.299699877943075,0.77444913844626,0.305431593896127,0.389814024068352,SynWH7803_2142,tier1:Gene Locus
Group 3,SulP family inorganic anion transporter,gene1407,SYNWH7803_RS06995,0.819196607882225,1.08444261240629,1.23731835681792,0.719059676410186,0.517927109103756,0.22046972304247,0.109311216960231,0.0674834393920563,0.289902999048258,0.447418216385621,SynWH7803_1420,tier1:Gene Locus
Group 3,hypothetical protein,gene1156,SYNWH7803_RS05770,0.993467283289591,0.234648117586782,0.801370349373987,0.71904096687865,0.567379864981037,0.16047359433983,0.804884286147564,0.271816963326377,0.348352548842676,0.466498936409902,SynWH7803_1169,tier1:Gene Locus
Group 3,DUF1651 domain-containing protein,gene946,SYNWH7803_RS04715,0.0481120774584115,0.652562080199174,-0.32534284417478,0.719028210751766,0.787516585702926,1.0,0.416820716374733,0.717847589003616,0.374441052737852,0.373690184675172,SynWH7803_0956,tier1:Gene Locus
Group 3,,gene1743,ffs,-0.427060660899156,1.25504962218368,0.357034993795237,0.717724058643567,1.27891512702192,0.558267219657632,0.0806281401721083,0.628919636356463,0.322494731110158,0.0740797647797673,,unresolved
Group 3,3-deoxy-manno-octulosonate cytidylyltransferase,gene227,SYNWH7803_RS01135,0.254251016377734,-0.0627551785873896,0.400968013150412,0.711557283989505,0.503532811366745,0.757515161550803,1.0,0.632730354650541,0.350921907823885,0.600141152301789,SynWH7803_0233,tier1:Gene Locus
Group 3,lysine--tRNA ligase,gene169,SYNWH7803_RS00850,0.811231798753005,0.84274010633186,1.27709887959182,0.709519349195298,0.703299210425526,0.234982020506785,0.230363834923052,0.0637544038407255,0.314558687124219,0.32223153772018,SynWH7803_0177,tier1:Gene Locus
Group 3,undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase,gene2353,SYNWH7803_RS11675,0.351413585085334,0.0671126287448422,-0.0219206082087001,0.707401651853371,0.140078488201195,0.612271451535642,0.944380587754931,1.0,0.311800803191997,0.86314931183664,SynWH7803_2361,tier1:Gene Locus
Group 3,DUF3288 domain-containing protein,gene1044,SYNWH7803_RS05215,-0.299376672509506,0.0776801007672203,-0.396102914303242,0.705262945638319,0.533626448075566,0.700493810683765,0.949189242077257,0.663922274218814,0.385935621101575,0.527496819270732,SynWH7803_1059,tier1:Gene Locus
Group 3,hypothetical protein,gene656,SYNWH7803_RS03280,0.106959962710718,0.305096345744121,0.478498781542936,0.704966632698659,0.776631877932712,0.885799835736949,0.661645834846037,0.482111877834912,0.309806228892975,0.272252622373802,SynWH7803_0649,tier1:Gene Locus
Group 3,ATP-dependent Clp protease adapter ClpS,gene364,SYNWH7803_RS01820,1.2600102733566,0.701399070878036,0.828812305181333,0.701793285101251,0.248321929829974,0.0669026654524344,0.335515808858627,0.234828777476034,0.320850070062845,0.757515161550803,SynWH7803_0369,tier1:Gene Locus
Group 3,hypothetical protein,gene994,SYNWH7803_RS04960,0.559827216493555,-0.221558988282133,0.0892590199429971,0.701169658355597,1.07506253850412,0.484925167438344,0.904233419656591,1.0,0.413308686879895,0.217929755033943,SynWH7803_1008,tier1:Gene Locus
Group 3,hypothetical protein,gene1039,SYNWH7803_RS05190,1.05500683867103,-0.0852922205363957,0.9152265315324,0.701169658355597,0.493346807019215,0.170644061074907,1.0,0.271493315637755,0.413308686879895,0.619280527630828,SynWH7803_1054,tier1:Gene Locus
Group 3,S-methyl-5-thioribose-1-phosphate isomerase,gene2129,SYNWH7803_RS10565,1.04288035897248,1.1511035438401,1.11724109773079,0.70058765676137,0.799994475329558,0.133816161203174,0.111912552733332,0.118566573761962,0.339362173950569,0.282957447180256,SynWH7803_2144,tier1:Gene Locus
Group 3,ergothioneine biosynthesis protein EgtB,gene174,SYNWH7803_RS00875,0.344699675277324,0.55265586914499,0.509367864674509,0.698265905867762,1.27149815707401,0.639076354556317,0.481726282317756,0.520023197228666,0.374665383473688,0.092113758514883,SynWH7803_0182,tier1:Gene Locus
Group 3,signal recognition particle protein,gene1710,SYNWH7803_RS08515,0.700294009101587,0.902987696229212,0.681948232153334,0.698145226701883,1.24500808269702,0.298731610790577,0.188399103167919,0.318059167111658,0.312268422981077,0.070787189965733,SynWH7803_1731,tier1:Gene Locus
Group 3,biotin--[acetyl-CoA-carboxylase] ligase,gene1874,SYNWH7803_RS09315,-0.259468928829034,0.215584788212535,0.358511081191967,0.694733585983321,0.931977607719336,0.783156175995731,0.840520281578311,0.74374614407923,0.45068743726373,0.271799968239855,SynWH7803_1888,tier1:Gene Locus
Group 3,light-dependent protochlorophyllide oxido-reductase,gene866,SYNWH7803_RS04325,0.270457030938642,0.149446877439725,0.565008676121852,0.693832596966218,0.915307889249241,0.717384970070064,0.870671547539072,0.448598292924247,0.355638830934974,0.225552320316847,SynWH7803_0868,tier1:Gene Locus
Group 3,arsenical resistance protein ArsH,gene2091,SYNWH7803_RS10390,-0.704969075496678,0.493413761964019,-0.197367950493179,0.69354868127384,0.84736857505607,0.333266410295553,0.491483059972044,0.808448123226149,0.342670934989662,0.240647275374703,SynWH7803_2103,tier1:Gene Locus
Group 3,4-hydroxy-tetrahydrodipicolinate reductase,gene1427,SYNWH7803_RS07095,1.34860299534863,1.03591164729199,0.914052416520914,0.692277255610433,0.24991739164747,0.0475169587370672,0.133602714464715,0.182325131586456,0.317869227704046,0.744283453380425,SynWH7803_1439,tier1:Gene Locus
Group 3,hypothetical protein,gene2330,SYNWH7803_RS11560,0.502004121284697,0.379820826881554,0.464096022417752,0.69095334824467,1.42099582275948,0.474776980196083,0.624194045740159,0.522706366919144,0.332034930087441,0.0485818454306077,SynWH7803_2338,tier1:Gene Locus
Group 3,ligase,gene669,SYNWH7803_RS03345,-0.29598208596137,0.285778217046475,-0.825979152161886,0.687040521182353,0.920690963390688,0.705765643115541,0.795105887002779,0.371252669543078,0.407522824573416,0.2821109132129,SynWH7803_0662,tier1:Gene Locus
Group 3,hypothetical protein,gene2097,SYNWH7803_RS10420,-1.32701258775416,-0.074625918674339,-2.78452864211995,0.687040521182353,-0.571325899239875,0.115723422343511,1.0,0.0072893572609965,0.407522824573416,0.59759290303659,SynWH7803_2108,tier1:Gene Locus
Group 3,nuclease,gene273,SYNWH7803_RS01365,-0.100049269119853,-0.162322152162745,0.153461307474491,0.686284820900674,0.772220705355179,0.890135446904536,0.848305091194633,0.835472854115886,0.327557948869037,0.277988873565323,SynWH7803_0279,tier1:Gene Locus
Group 3,valine--tRNA ligase,gene2432,SYNWH7803_RS12070,0.306366967445398,0.813821870738222,0.97379793134548,0.684898259097366,0.881586129310147,0.646990712680229,0.230165723439126,0.14872378164149,0.311381107194872,0.193523425647417,SynWH7803_2440,tier1:Gene Locus
Group 3,DNA-directed RNA polymerase subunit gamma,gene2049,SYNWH7803_RS10180,0.824968627530432,1.05667073852923,1.01386838833712,0.684496750988659,0.145118054321238,0.210719476561964,0.110632783504037,0.125384125615026,0.298832264833743,0.826501146944364,SynWH7803_2061,tier1:Gene Locus
Group 3,hypothetical protein,gene2107,SYNWH7803_RS10455,-0.280434640639289,-0.295696527185324,-0.82685297578416,0.679292262455302,0.859711839675774,0.741364286320586,0.786774223084326,0.37240770228347,0.388873200866784,0.339352361678798,SynWH7803_2123,tier1:Gene Locus
Group 3,hypothetical protein,gene1682,SYNWH7803_RS08365,-0.21136162064893,-0.110791975805911,-0.829576977289083,0.679094386888164,0.651182845145548,0.785846971653685,0.92706183044635,0.280166632713916,0.352237250696312,0.394661564812242,SynWH7803_1699,tier1:Gene Locus
Group 3,isocitrate dehydrogenase (NADP(+)),gene211,SYNWH7803_RS01055,1.36020298757431,1.40125078308244,1.76157393220908,0.678669045471883,0.181248671192207,0.0447801060109553,0.0403293780850711,0.0101381938669199,0.320770844171304,0.811415214690061,SynWH7803_0217,tier1:Gene Locus
Group 3,cofactor assembly of complex C subunit B,gene1113,SYNWH7803_RS05555,0.153010411587945,0.491177557596028,-0.287800153982076,0.678304369586488,0.997912486936968,0.830445209397358,0.507364741594407,0.721195206548128,0.3456191537611,0.170638634898442,SynWH7803_1126,tier1:Gene Locus
Group 3,6-carboxytetrahydropterin synthase,gene755,SYNWH7803_RS03775,1.15339929815529,1.29937187339719,1.32829665034655,0.677682218524553,1.46648549745208,0.120250820421982,0.0831650389792129,0.0738392490086008,0.403125301382966,0.0622730239359007,SynWH7803_0747,tier1:Gene Locus
Group 3,glycosyltransferase family 4 protein,gene220,SYNWH7803_RS01100,-0.229006960314336,0.403547276037789,0.303527689980422,0.677494787920165,0.469338114387693,0.761625125317459,0.576608718474883,0.676790814073346,0.336000213531472,0.510280607736993,SynWH7803_0226,tier1:Gene Locus
Group 3,haloacid dehalogenase,gene1098,SYNWH7803_RS05480,0.520595099390484,0.317687772298416,-0.0384152965943119,0.676177346281965,0.76079778099029,0.506136168336679,0.717847589003616,1.0,0.416820716374733,0.356890529001561,SynWH7803_1112,tier1:Gene Locus
Group 3,hypothetical protein,gene1353,SYNWH7803_RS06720,-0.0968214287812883,0.548132449100622,-0.414977182091733,0.676177346281965,0.421130112884603,0.961491019960805,0.50264641587198,0.647857844676496,0.416820716374733,0.664640411423807,SynWH7803_1368,tier1:Gene Locus
Group 3,enolase,gene2371,SYNWH7803_RS11765,0.742541915518772,1.56024352599111,1.44264171330363,0.671114732794635,0.382032571458308,0.268459699845776,0.0218644849649419,0.0334909991770282,0.321752553927212,0.576742828595409,SynWH7803_2379,tier1:Gene Locus
Group 3,hypothetical protein,gene1056,SYNWH7803_RS05275,1.17039488949945,0.699963876417625,1.09977836236329,0.671027276083244,0.917214311790254,0.108314894165839,0.362123259567375,0.139093879032248,0.399684056770222,0.235741276746541,SynWH7803_1071,tier1:Gene Locus
Group 3,magnesium-chelatase subunit ChlD,gene252,SYNWH7803_RS01260,0.558929844477706,0.717210888531943,0.809759064319292,0.66884318755458,0.979359220846333,0.40263373589854,0.293545717738353,0.228735939331273,0.328777070811635,0.152674587880449,SynWH7803_0258,tier1:Gene Locus
Group 3,translation initiation factor IF-2,gene2067,SYNWH7803_RS10270,1.19515659432873,1.0455262756468,1.38059845836325,0.668321175546142,0.474224140360246,0.0721587428081949,0.115166276500049,0.0389306394108327,0.312548903052276,0.473246345774743,SynWH7803_2079,tier1:Gene Locus
Group 3,orotate phosphoribosyltransferase,gene275,SYNWH7803_RS01375,0.519918837607526,0.192718992977826,0.814169155565607,0.667883463441454,0.965319820115138,0.497893044561899,0.852572160946532,0.288451472751418,0.409516413174766,0.225897608182062,SynWH7803_0281,tier1:Gene Locus
Group 3,radical SAM protein,gene1745,SYNWH7803_RS08680,-1.13320109118059,0.0503113018485953,-0.705042637461932,0.667543085538722,1.03745329903815,0.112542150787014,0.946900231605905,0.34454497956564,0.357144795291249,0.14246885383487,,unresolved
Group 3,dehydrogenase,gene644,SYNWH7803_RS03220,-0.0327204372556648,-0.0874213576949866,-0.0173231702802654,0.664979510859436,1.13404678407208,0.985427058250825,0.922177658348192,0.999999999999999,0.337519362902558,0.112840397487509,SynWH7803_0637,tier1:Gene Locus
Group 3,cytochrome P450,gene992,SYNWH7803_RS04950,0.511485413147359,0.501777998519523,0.723372341069696,0.664204371842925,0.656680914748685,0.459773082553654,0.479456430008239,0.303226306838504,0.348290725956226,0.381330252766784,SynWH7803_1006,tier1:Gene Locus
Group 3,amino acid decarboxylase,gene1090,SYNWH7803_RS05440,0.828035896911235,0.922369593241317,0.581395297304971,0.663627313351022,1.11512726268862,0.249977956081071,0.228052388730492,0.460816665190969,0.405842720680876,0.14089220669915,SynWH7803_1105,tier1:Gene Locus
Group 3,,gene2183,rrf,-1.96227082259043,0.375449633658807,-0.501666774605108,0.662893172556802,-0.194681456999551,0.0834969611968208,0.866239255512361,0.538599374479495,0.364791755734679,0.879289664695339,,unresolved
Group 3,phycobiliprotein lyase,gene1704,SYNWH7803_RS08485,0.575527537190107,-0.232494149312925,0.915848986081293,0.662191938215347,0.211029028143117,0.435981381372949,0.763086435077977,0.207043999869702,0.374666072785113,0.843823078320631,SynWH7803_1725,tier1:Gene Locus
Group 3,ABC transporter ATP-binding protein,gene2079,SYNWH7803_RS10330,0.354919502055317,0.163200159124787,0.198428905091115,0.661866221681101,0.527610227637289,0.600225936575393,0.824494830022838,0.774537882892167,0.330227537049755,0.445569394424106,SynWH7803_2091,tier1:Gene Locus
Group 3,o-succinylbenzoate synthase,gene2309,SYNWH7803_RS11460,-1.31550457011071,-0.0343585157612439,-1.23080331313918,0.661521446293757,1.48233736962969,0.0813644876436406,1.0,0.119725956922317,0.384292951102148,0.0476942244768613,SynWH7803_2317,tier1:Gene Locus
Group 3,pentapeptide repeat-containing protein,gene1731,SYNWH7803_RS08620,1.39157140979631,1.06602445154308,1.8823772787482,0.661521446293757,0.883018557393185,0.0480473214052543,0.145884536883552,0.0085368704723704,0.384292951102148,0.252912837748818,SynWH7803_1749,tier1:Gene Locus
Group 3,MFS transporter,gene2197,SYNWH7803_RS10905,-0.174939119432412,0.302112599584095,0.311863422671476,0.660812562518677,0.245374770423226,0.813870375891285,0.668447352057285,0.67445439499382,0.350635294786442,0.746205720339861,SynWH7803_2207,tier1:Gene Locus
Group 3,pyridoxine 5'-phosphate synthase,gene1356,SYNWH7803_RS06735,1.28641635644826,0.861967310662092,1.13827427558934,0.658829728221226,0.142994473246575,0.0605396592528689,0.219695489553844,0.0979937204891095,0.352112424230668,0.850498235856023,SynWH7803_1371,tier1:Gene Locus
Group 3,DNA processing protein DprA,gene522,SYNWH7803_RS02605,-0.567604758191669,0.0463061329453686,-1.20584462312228,0.657541559490336,1.27453370603908,0.436715910547787,1.0,0.121233794149621,0.382987564325692,0.0832274711815798,SynWH7803_0523,tier1:Gene Locus
Group 3,cyclic pyranopterin monophosphate synthase,gene2470,SYNWH7803_RS12255,-0.402824990604931,-0.025358284267073,-0.100365497689105,0.657057830694218,0.902574836882875,0.57034151096297,1.0,0.933923856185642,0.366382344441794,0.231489708598492,SynWH7803_2478,tier1:Gene Locus
Group 3,DUF3598 domain-containing protein,gene928,SYNWH7803_RS04630,0.748323934724578,0.141418971794541,0.261963875211678,0.654496220900201,0.397611130000272,0.291916200299145,0.86826503538485,0.738786658930445,0.37451490919545,0.631942891204506,SynWH7803_0938,tier1:Gene Locus
Group 3,DUF2488 domain-containing protein,gene1355,SYNWH7803_RS06730,0.914782431088092,0.601682627091759,0.829439030835481,0.65411858466736,0.515140619692009,0.189800344553849,0.422202190908126,0.249381707515813,0.367202322550504,0.494251599851418,SynWH7803_1370,tier1:Gene Locus
Group 3,thiamine phosphate synthase,gene1698,SYNWH7803_RS08450,0.400606159208808,0.584481895419028,0.167592172135362,0.649187487707869,0.709822442996557,0.566108477312186,0.418623024247976,0.830044263156064,0.368455350932686,0.3456191537611,SynWH7803_1716,tier1:Gene Locus
Group 3,NAD(P)/FAD-dependent oxidoreductase,gene2161,SYNWH7803_RS10725,0.868703863382617,0.566276440357309,0.79490294249406,0.648303085419308,0.871817818520255,0.199089435939939,0.409409858949701,0.239905040077634,0.34368226717837,0.201903644257805,SynWH7803_2175,tier1:Gene Locus
Group 3,hypothetical protein,gene897,SYNWH7803_RS12595,-1.72539861873589,-0.542041055897353,-0.91972169489322,0.647925789702961,0.854247203061419,0.0183347909621771,0.480070714299788,0.207043999869702,0.358016632099538,0.232421313958714,SynWH7803_0905,tier1:Gene Locus
Group 3,hypothetical protein,gene2325,SYNWH7803_RS11535,0.982274212623568,0.429496798440046,1.16672651892283,0.646182332003455,1.16802192391087,0.151922780857149,0.555781105326116,0.0935830796280095,0.364381582864759,0.0966186163391148,SynWH7803_2333,tier1:Gene Locus
Group 3,ATP-dependent RNA helicase RhlE,gene1083,SYNWH7803_RS05405,0.333481385533398,0.818056810066501,0.570817408844636,0.640373956821693,0.638468109719258,0.623158945788367,0.23007334547722,0.402802091435043,0.347153834859682,0.354532347913613,SynWH7803_1098,tier1:Gene Locus
Group 3,hypothetical protein,gene104,SYNWH7803_RS00520,-1.55615721987147,-0.328559438872717,-1.36043752788072,0.636467044268677,0.744895164899236,0.0229575261248232,0.63023032241237,0.0488980410397547,0.343569780734444,0.268104453896824,SynWH7803_0111,tier1:Gene Locus
Group 3,flavin reductase,gene1342,SYNWH7803_RS06665,0.97200172930166,0.886816329084054,1.17836326782878,0.631437306034838,0.954771630878941,0.142985466573572,0.182306779235351,0.0776375386481083,0.343180713037705,0.154509952802711,SynWH7803_1358,tier1:Gene Locus
Group 3,peptide chain release factor 2,gene2317,SYNWH7803_RS11500,0.651034947082138,0.799416316827928,0.741302034759363,0.631301893778356,0.318806879963376,0.328919114970358,0.23473417286238,0.267784335924837,0.348067845979464,0.642794459082242,SynWH7803_2325,tier1:Gene Locus
Group 3,B12-binding domain-containing radical SAM protein,gene366,SYNWH7803_RS01830,0.45817076770632,0.58016374767899,0.606772661963915,0.631253099470739,0.726493516629703,0.494789510829654,0.393283780721579,0.365780862372215,0.350357132846215,0.284975260752847,,unresolved
Group 3,S-methyl-5'-thioadenosine phosphorylase,gene1239,SYNWH7803_RS06155,1.86126275053826,0.827279924647359,1.49322543407914,0.631014782898674,0.285484613807882,0.0068691697721735,0.229591336692663,0.0287881308543273,0.363217407396699,0.688606130224665,SynWH7803_1250,tier1:Gene Locus
Group 3,bleomycin hydrolase,gene491,SYNWH7803_RS02450,1.84795112576535,0.410606267078415,1.38686143680987,0.630903608784156,-0.244465271982892,0.0061349486445079,0.53071928962934,0.0371833236219564,0.336399849008033,0.709002137281022,SynWH7803_0492,tier1:Gene Locus
Group 3,glutamine synthetase,gene2379,SYNWH7803_RS11805,0.528321211860185,0.732547831536698,0.974200877003339,0.630759400077343,1.10770710182959,0.439052169303278,0.296794505469634,0.160419788785898,0.379008652248868,0.122484381597052,SynWH7803_2387,tier1:Gene Locus
Group 3,uracil phosphoribosyltransferase,gene1120,SYNWH7803_RS05590,1.70497073366218,1.13198756516935,1.62136556371187,0.630427716186708,0.93164766036615,0.0144833677957421,0.109026412294892,0.0209014669911838,0.388095414154295,0.209173531032182,SynWH7803_1133,tier1:Gene Locus
Group 3,DUF4079 domain-containing protein,gene605,SYNWH7803_RS03025,0.378708170238403,0.271235659555012,0.587677665299388,0.630352046463621,0.375069951797943,0.600816402513182,0.734963520160499,0.406535895625015,0.396332915518491,0.646292061945678,SynWH7803_0598,tier1:Gene Locus
Group 3,type III pantothenate kinase,gene2159,SYNWH7803_RS10715,-0.995535455298617,0.104980883501888,-0.465619148683886,0.630288575082522,0.24045862826549,0.164826020819068,0.900079103195543,0.528082753387202,0.389814024068352,0.800481118669538,SynWH7803_2173,tier1:Gene Locus
Group 3,ABC transporter permease,gene1595,SYNWH7803_RS07930,0.561182831359656,0.226579905652056,0.962701465298396,0.630242557173039,0.233622681385905,0.432324002108295,0.803433846779025,0.180450222759449,0.398168637245068,0.795875442493102,SynWH7803_1609,tier1:Gene Locus
Group 3,hypothetical protein,gene1799,SYNWH7803_RS08940,0.74375672670471,0.0085665077454059,1.36166635692466,0.630193200094751,0.887719830565973,0.286807461926622,1.0,0.0575103778227132,0.399195220662193,0.241021008492263,SynWH7803_1815,tier1:Gene Locus
Group 3,chloride channel protein,gene1646,SYNWH7803_RS08185,0.0713634770779021,0.238847268986869,-0.0126752978531074,0.630082900899664,1.27146771209261,0.933033398642112,0.783418263163276,1.0,0.410039280297873,0.0821643874998993,SynWH7803_1660,tier1:Gene Locus
Group 3,tRNA-His,gene1735,SYNWH7803_RS08640,-1.09406169532041,-0.203650338034796,-1.50878646676973,0.629880787542886,0.928723715339407,0.139793981668022,0.860389672016684,0.0637892197266133,0.404264004551996,0.221791061001989,,unresolved
Group 3,hypothetical protein,gene1064,SYNWH7803_RS05315,1.22319084720789,1.11466510650888,1.38745243550674,0.629758140112041,0.117999663874766,0.0867099548337637,0.138880401612852,0.0580533842492956,0.427968572892429,0.944323419733923,SynWH7803_1079,tier1:Gene Locus
Group 3,prepilin-type cleavage/methylation domain-containing protein,gene1774,SYNWH7803_RS08820,-0.926206252833429,-0.194844862836774,-1.09691464453424,0.629713281222319,0.312473613345761,0.225186955756313,0.848324213942779,0.171981170076906,0.4179297716828,0.734718922508586,SynWH7803_1789,tier1:Gene Locus
Group 3,hypothetical protein,gene2218,SYNWH7803_RS11010,0.666297178588316,0.855753675870589,0.966658485344278,0.629390488756277,1.19672763282456,0.367428344807686,0.270071128341749,0.193207607472917,0.438288209450926,0.131296735211582,SynWH7803_2227,tier1:Gene Locus
Group 3,metal ABC transporter permease,gene976,SYNWH7803_RS04865,-0.656720126052262,-0.0627551785873896,-0.0126588533755713,0.629325654365651,1.28552881692687,0.385935621101575,1.0,1.0,0.426410008626094,0.0943374539840104,SynWH7803_0989,tier1:Gene Locus
