gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2785712844	317	100	1	317	1	317	0.0e+00	727	KO:K26441	DNA ligase [EC:6.5.1.1]	EC:6.5.1.1	
2785712845	344	62.99	1	335	1	335	0.0e+00	478	KO:K07486	transposase		
2785712846	870	100	1	870	1	870	0.0e+00	2000	KO:K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	EC:4.2.1.3	
2785712846	870	100	1	870	1	870	0.0e+00	2000	KO:K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	EC:4.2.1.99	
2785712847	149	100	1	149	1	149	4.5e-105	344	KO:K09005	uncharacterized protein		
2785712848	449	100	1	449	1	449	0.0e+00	1000	KO:K00928	aspartate kinase [EC:2.7.2.4]	EC:2.7.2.4	
2785712850	674	100	1	674	1	674	0.0e+00	1440	KO:K03406	methyl-accepting chemotaxis protein		
2785712851	275	100	1	275	1	275	0.0e+00	634	KO:K01525	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) [EC:3.6.1.41]	EC:3.6.1.41	
2785712852	124	100	1	124	1	124	3.2e-87	291	KO:K06195	ApaG protein		
2785712853	275	100	1	275	1	275	0.0e+00	636	KO:K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	EC:2.1.1.182	
2785712854	328	100	1	328	1	328	0.0e+00	747	KO:K00097	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	EC:1.1.1.262	
2785712855	427	100	1	427	1	427	0.0e+00	946	KO:K03771	peptidyl-prolyl cis-trans isomerase SurA [EC:5.2.1.8]	EC:5.2.1.8	
2785712856	750	100	1	750	1	750	0.0e+00	1720	KO:K04744	LPS-assembly protein		
2785712857	286	100	1	286	1	286	0.0e+00	648	KO:K05801	DnaJ like chaperone protein		
2785712858	308	100	1	308	1	308	0.0e+00	694	KO:K04763	integrase/recombinase XerD		
2785712859	267	100	1	267	1	267	0.0e+00	600	KO:K03981	thiol:disulfide interchange protein DsbC [EC:5.3.4.1]	EC:5.3.4.1	
2785712860	573	100	1	573	1	573	0.0e+00	1290	KO:K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-]	EC:3.1.-	
2785712862	237	100	1	237	1	237	0.0e+00	541	KO:K03584	DNA repair protein RecO (recombination protein O)		
2785712863	245	100	1	245	1	245	0.0e+00	552	KO:K03474	pyridoxine 5-phosphate synthase [EC:2.6.99.2]	EC:2.6.99.2	
2785712864	126	100	1	126	1	126	3.2e-86	288	KO:K00997	holo-[acyl-carrier protein] synthase [EC:2.7.8.7]	EC:2.7.8.7	
2785712865	486	100	1	486	1	486	0.0e+00	1110	KO:K03215	23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	EC:2.1.1.190	
2785712866	727	100	1	727	1	727	0.0e+00	1660	KO:K00951	GTP pyrophosphokinase [EC:2.7.6.5]	EC:2.7.6.5	
2785712867	315	100	1	315	1	315	0.0e+00	709	KO:K04765	nucleoside triphosphate diphosphatase [EC:3.6.1.9]	EC:3.6.1.9	
2785712868	388	100	1	388	1	388	0.0e+00	898	KO:K00021	hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	EC:1.1.1.34	
2785712877	245	100	1	245	1	245	0.0e+00	577	KO:K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	EC:2.4.1.83	
2785712879	254	100	1	254	1	254	0.0e+00	553	KO:K07243	high-affinity iron transporter		
2785712881	429	100	1	429	1	429	0.0e+00	944	KO:K02484	two-component system, OmpR family, sensor kinase [EC:2.7.13.3]	EC:2.7.13.3	
2785712882	221	100	1	221	1	221	0.0e+00	490	KO:K02483	two-component system, OmpR family, response regulator		
2785712884	142	100	1	142	1	142	7.8e-101	331	KO:K02871	large subunit ribosomal protein L13		
2785712885	130	100	1	130	1	130	3.6e-89	297	KO:K02996	small subunit ribosomal protein S9		
2785712886	210	100	1	210	1	210	0.0e+00	490	KO:K00411	ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8]	EC:7.1.1.8	
2785712887	421	100	1	421	1	421	0.0e+00	991	KO:K00412	ubiquinol-cytochrome c reductase cytochrome b subunit		
2785712888	244	100	1	244	1	244	0.0e+00	578	KO:K00413	ubiquinol-cytochrome c reductase cytochrome c1 subunit		
2785712889	210	100	1	210	1	210	0.0e+00	480	KO:K03599	stringent starvation protein A		
2785712890	157	100	1	157	1	157	6.8e-110	359	KO:K03600	stringent starvation protein B		
2785712893	250	100	1	250	1	250	0.0e+00	578	KO:K07775	two-component system, OmpR family, response regulator ResD		
2785712894	452	100	1	452	1	452	0.0e+00	992	KO:K06213	magnesium transporter		
2785712895	90	100	1	90	1	90	6.2e-55	195	KO:K08485	phosphocarrier protein NPr		
2785712896	281	100	1	281	1	281	0.0e+00	642	KO:K06958	RNase adapter protein RapZ		
2785712897	147	100	1	147	1	147	4.6e-97	321	KO:K02806	nitrogen PTS system EIIA component [EC:2.7.1.-]	EC:2.7.1.-	
2785712898	95	100	1	95	1	95	1.6e-62	217	KO:K05808	ribosome hibernation promoting factor		
2785712899	493	100	1	493	1	493	0.0e+00	1110	KO:K03092	RNA polymerase sigma-54 factor		
2785712900	241	100	1	241	1	241	0.0e+00	536	KO:K06861	lipopolysaccharide export system ATP-binding protein [EC:7.5.2.5]	EC:7.5.2.5	
2785712901	184	100	1	184	1	184	1.4e-126	409	KO:K09774	lipopolysaccharide export system protein LptA		
2785712902	192	100	1	192	1	192	0.0e+00	443	KO:K11719	lipopolysaccharide export system protein LptC		
2785712903	182	100	1	182	1	182	1.7e-126	408	KO:K03270	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45]	EC:3.1.3.45	
2785712904	326	100	1	326	1	326	0.0e+00	714	KO:K06041	arabinose-5-phosphate isomerase [EC:5.3.1.13]	EC:5.3.1.13	
2785712905	318	100	1	318	1	318	0.0e+00	691	KO:K07301	cation:H+ antiporter		
2785712906	266	100	1	266	1	266	0.0e+00	589	KO:K02065	phospholipid/cholesterol/gamma-HCH transport system ATP-binding protein		
2785712907	258	100	1	258	1	258	0.0e+00	563	KO:K02066	phospholipid/cholesterol/gamma-HCH transport system permease protein		
2785712908	157	100	1	157	1	157	8.8e-107	350	KO:K02067	phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein		
2785712909	221	100	1	221	1	221	0.0e+00	495	KO:K07323	phospholipid transport system substrate-binding protein		
2785712910	102	100	1	102	1	102	5.2e-68	234	KO:K07122	phospholipid transport system transporter-binding protein		
2785712912	420	100	1	420	1	420	0.0e+00	930	KO:K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7]	EC:2.5.1.7	
2785712913	356	100	1	356	1	356	0.0e+00	785	KO:K04691	serine protease DegS [EC:3.4.21.-]	EC:3.4.21.-	
2785712915	144	100	1	144	1	144	8.4e-98	323	KO:K09908	uncharacterized protein		
2785712916	365	100	1	365	1	365	0.0e+00	845	KO:K06916	cell division protein ZapE		
2785712918	143	100	1	143	1	143	4.2e-101	332	KO:K06886	hemoglobin		
2785712927	855	100	1	855	1	855	0.0e+00	1860	KO:K12257	SecD/SecF fusion protein		
2785712928	487	100	1	487	1	487	0.0e+00	1050	KO:K11105	potassium/hydrogen antiporter		
2785712931	824	100	1	824	1	824	0.0e+00	1870	KO:K02014	iron complex outermembrane recepter protein		
2785712932	310	100	1	310	1	310	0.0e+00	691	KO:K03298	drug/metabolite transporter, DME family		
2785712933	254	100	1	254	1	254	0.0e+00	570	KO:K02030	polar amino acid transport system substrate-binding protein		
2785712934	959	100	1	959	1	959	0.0e+00	2140	KO:K20974	two-component system, sensor histidine kinase [EC:2.7.13.3]	EC:2.7.13.3	
2785712935	392	100	1	392	1	392	0.0e+00	879	KO:K01999	branched-chain amino acid transport system substrate-binding protein		
2785712938	381	100	1	381	1	381	0.0e+00	875	KO:K00789	S-adenosylmethionine synthetase [EC:2.5.1.6]	EC:2.5.1.6	
2785712939	663	100	1	663	1	663	0.0e+00	1530	KO:K00615	transketolase [EC:2.2.1.1]	EC:2.2.1.1	
2785712940	336	100	1	336	1	336	0.0e+00	764	KO:K03472	D-erythrose 4-phosphate dehydrogenase [EC:1.2.1.72]	EC:1.2.1.72	
2785712941	391	100	1	391	1	391	0.0e+00	866	KO:K00927	phosphoglycerate kinase [EC:2.7.2.3]	EC:2.7.2.3	
2785712942	299	100	1	299	1	299	0.0e+00	654	KO:K01623	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	EC:4.1.2.13	
2785712944	361	100	1	361	1	361	0.0e+00	805	KO:K03585	membrane fusion protein, multidrug efflux system		
2785712945	1061	100	1	1061	1	1061	0.0e+00	2350	KO:K03296	hydrophobic/amphiphilic exporter-1 (mainly G- bacteria), HAE1 family		
2785712946	492	100	1	492	1	492	0.0e+00	1080	KO:K18139	outer membrane protein, multidrug efflux system		
2785712949	520	100	1	520	1	520	0.0e+00	1170	KO:K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	EC:3.6.1.11	
2785712949	520	100	1	520	1	520	0.0e+00	1170	KO:K01524	exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase [EC:3.6.1.11 3.6.1.40]	EC:3.6.1.40	
2785712950	690	100	1	690	1	690	0.0e+00	1560	KO:K00937	polyphosphate kinase [EC:2.7.4.1]	EC:2.7.4.1	
2785712952	725	100	1	725	1	725	0.0e+00	1610	KO:K02037	phosphate transport system permease protein		
2785712953	519	100	1	519	1	519	0.0e+00	1140	KO:K02038	phosphate transport system permease protein		
2785712954	268	100	1	268	1	268	0.0e+00	615	KO:K02036	phosphate transport system ATP-binding protein [EC:7.3.2.1]	EC:7.3.2.1	
2785712955	238	100	1	238	1	238	0.0e+00	532	KO:K02039	phosphate transport system protein		
2785712956	423	100	1	423	1	423	0.0e+00	933	KO:K03306	inorganic phosphate transporter, PiT family		
2785712957	325	100	1	325	1	325	0.0e+00	747	KO:K14055	universal stress protein E		
2785712958	302	100	1	302	1	302	0.0e+00	691	KO:K04761	LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator		
2785712959	176	100	1	176	1	176	4.9e-127	409	KO:K03088	RNA polymerase sigma-70 factor, ECF subfamily		
2785712963	224	100	1	224	1	224	0.0e+00	515	KO:K11068	hemolysin III		
2785712965	150	100	1	150	1	150	5.2e-103	338	KO:K23775	MarR family transcriptional regulator, organic hydroperoxide resistance regulator		
2785712966	142	100	1	142	1	142	8.6e-97	320	KO:K04063	lipoyl-dependent peroxiredoxin [EC:1.11.1.28]	EC:1.11.1.28	
2785712967	648	100	1	648	1	648	0.0e+00	1490	KO:K01254	leukotriene-A4 hydrolase [EC:3.3.2.6]	EC:3.3.2.6	
2785712970	462	100	1	462	1	462	0.0e+00	1070	KO:K00986	RNA-directed DNA polymerase [EC:2.7.7.49]	EC:2.7.7.49	
2785712974	432	100	1	432	1	432	0.0e+00	961	KO:K03406	methyl-accepting chemotaxis protein		
2785712978	133	97.73	2	133	1	132	1.7e-87	292	KO:K11477	glc operon protein GlcG		
2785712980	255	100	1	255	1	255	0.0e+00	596	KO:K07497	putative transposase		
2785712981	131	100	1	131	1	131	6.2e-92	305	KO:K07483	transposase		
2785712983	536	100	1	536	1	536	0.0e+00	1190	KO:K03547	DNA repair protein SbcD/Mre11		
2785712984	1245	100	1	1245	1	1245	0.0e+00	2730	KO:K03546	DNA repair protein SbcC/Rad50		
2785712986	418	100	1	418	1	418	0.0e+00	905	KO:K07862	serine/threonine transporter		
2785712987	322	100	1	322	1	322	0.0e+00	755	KO:K01479	formiminoglutamase [EC:3.5.3.8]	EC:3.5.3.8	
2785712988	419	100	1	419	1	419	0.0e+00	961	KO:K01468	imidazolonepropionase [EC:3.5.2.7]	EC:3.5.2.7	
2785712989	274	100	1	274	1	274	0.0e+00	618	KO:K05836	GntR family transcriptional regulator, histidine utilization repressor		
2785712990	579	100	1	579	1	579	0.0e+00	1340	KO:K01712	urocanate hydratase [EC:4.2.1.49]	EC:4.2.1.49	
2785712991	527	100	1	527	1	527	0.0e+00	1170	KO:K01745	histidine ammonia-lyase [EC:4.3.1.3]	EC:4.3.1.3	
2785712992	180	100	1	180	1	180	3.6e-125	404	KO:K05805	CreA protein		
2785712993	254	100	1	254	1	254	0.0e+00	589	KO:K07274	MipA family protein		
2785712994	344	62.99	1	335	1	335	0.0e+00	478	KO:K07486	transposase		
2785712995	291	100	1	291	1	291	0.0e+00	656	KO:K18676	glucosamine kinase [EC:2.7.1.8]	EC:2.7.1.8	
2785712996	380	100	1	380	1	380	0.0e+00	854	KO:K01443	N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25]	EC:3.5.1.25	
2785713006	515	100	1	515	1	515	0.0e+00	1190	KO:K01728	pectate lyase [EC:4.2.2.2]	EC:4.2.2.2	
2785713009	395	100	1	395	1	395	0.0e+00	857	KO:K07552	MFS transporter, DHA1 family, multidrug resistance protein		
2785713026	376	100	1	376	1	376	0.0e+00	873	KO:K00428	cytochrome c peroxidase [EC:1.11.1.5]	EC:1.11.1.5	
2785713030	253	100	1	253	1	253	0.0e+00	590	KO:K02477	two-component system, LytTR family, response regulator		
2785713031	133	100	1	133	1	133	1.7e-87	292	KO:K06518	holin-like protein		
2785713035	592	100	1	592	1	592	0.0e+00	1360	KO:K01183	chitinase [EC:3.2.1.14]	EC:3.2.1.14	
2785713039	200	100	1	200	1	200	0.0e+00	459	KO:K01519	XTP/dITP diphosphohydrolase [EC:3.6.1.66]	EC:3.6.1.66	
2785713040	408	100	1	408	1	408	0.0e+00	926	KO:K05590	ATP-dependent RNA helicase SrmB [EC:5.6.2.7]	EC:5.6.2.7	
2785713043	393	100	1	393	1	393	0.0e+00	882	KO:K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	EC:2.7.7.72	
2785713043	393	100	1	393	1	393	0.0e+00	882	KO:K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	EC:3.1.3.-	
2785713043	393	100	1	393	1	393	0.0e+00	882	KO:K00974	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72 3.1.3.- 3.1.4.-]	EC:3.1.4.-	
2785713044	303	100	1	303	1	303	0.0e+00	673	KO:K02450	general secretion pathway protein A		
2785713045	427	100	1	427	1	427	0.0e+00	952	KO:K02451	general secretion pathway protein B		
2785713046	398	100	1	398	1	398	0.0e+00	894	KO:K25135	cyclic di-GMP phosphodiesterase [EC:3.1.4.-]	EC:3.1.4.-	
2785713047	201	100	1	201	1	201	0.0e+00	468	KO:K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	
2785713047	201	100	1	201	1	201	0.0e+00	468	KO:K01704	3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	
2785713048	466	100	1	466	1	466	0.0e+00	1070	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.33	
2785713048	466	100	1	466	1	466	0.0e+00	1070	KO:K01703	3-isopropylmalate/(R)-2-methylmalate dehydratase large subunit [EC:4.2.1.33 4.2.1.35]	EC:4.2.1.35	
2785713049	365	100	1	365	1	365	0.0e+00	813	KO:K00052	3-isopropylmalate dehydrogenase [EC:1.1.1.85]	EC:1.1.1.85	
2785713050	519	100	1	519	1	519	0.0e+00	1160	KO:K01649	2-isopropylmalate synthase [EC:2.3.3.13]	EC:2.3.3.13	
2785713052	430	100	1	430	1	430	0.0e+00	950	KO:K01689	enolase 1/2/3 [EC:4.2.1.11]	EC:4.2.1.11	
2785713053	543	100	1	543	1	543	0.0e+00	1240	KO:K01937	CTP synthase [EC:6.3.4.2]	EC:6.3.4.2	
2785713054	879	100	1	879	1	879	0.0e+00	1970	KO:K03555	DNA mismatch repair protein MutS		
2785713055	179	100	1	179	1	179	1.1e-125	406	KO:K03743	nicotinamide-nucleotide amidase [EC:3.5.1.42]	EC:3.5.1.42	
2785713056	348	100	1	348	1	348	0.0e+00	773	KO:K03553	recombination protein RecA		
2785713057	273	100	1	273	1	273	0.0e+00	612	KO:K09697	sodium transport system ATP-binding protein [EC:7.2.2.4]	EC:7.2.2.4	
2785713058	398	100	1	398	1	398	0.0e+00	884	KO:K09696	sodium transport system permease protein		
2785713059	105	100	1	105	1	105	1.1e-70	242	KO:K04061	flagellar biosynthesis protein		
2785713061	207	100	1	207	1	207	0.0e+00	472	KO:K02193	heme exporter protein A [EC:7.6.2.5]	EC:7.6.2.5	
2785713062	221	100	1	221	1	221	0.0e+00	475	KO:K02194	heme exporter protein B		
2785713063	262	100	1	262	1	262	0.0e+00	623	KO:K02195	heme exporter protein C		
2785713064	69	100	1	69	1	69	3.3e-42	157	KO:K02196	heme exporter protein D		
2785713065	164	100	1	164	1	164	1.7e-113	370	KO:K02197	cytochrome c-type biogenesis protein CcmE		
2785713066	685	100	1	685	1	685	0.0e+00	1570	KO:K02198	cytochrome c-type biogenesis protein CcmF		
2785713067	233	100	1	233	1	233	0.0e+00	541	KO:K02199	cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE		
2785713068	164	100	1	164	1	164	4.1e-112	366	KO:K02200	cytochrome c-type biogenesis protein CcmH		
2785713070	314	100	1	314	1	314	0.0e+00	713	KO:K04754	phospholipid-binding lipoprotein MlaA		
2785713071	340	100	1	340	1	340	0.0e+00	794	KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	
2785713073	506	100	1	506	1	506	0.0e+00	1160	KO:K03305	proton-dependent oligopeptide transporter, POT family		
2785713074	372	100	1	372	1	372	0.0e+00	804	KO:K10107	capsular polysaccharide transport system permease protein		
2785713075	224	100	1	224	1	224	0.0e+00	514	KO:K09689	capsular polysaccharide transport system ATP-binding protein [EC:7.6.2.12]	EC:7.6.2.12	
2785713076	259	100	1	259	1	259	0.0e+00	590	KO:K09688	capsular polysaccharide transport system permease protein		
2785713079	353	100	1	353	1	353	0.0e+00	795	KO:K02851	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	EC:2.7.8.33	
2785713079	353	100	1	353	1	353	0.0e+00	795	KO:K02851	UDP-GlcNAc:undecaprenyl-phosphate/decaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33 2.7.8.35]	EC:2.7.8.35	
2785713081	298	100	1	298	1	298	0.0e+00	696	KO:K12990	rhamnosyltransferase [EC:2.4.1.-]	EC:2.4.1.-	
2785713082	297	100	1	297	1	297	0.0e+00	668	KO:K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]	EC:2.7.7.9	
2785713083	104	100	1	104	1	104	1.9e-65	227	KO:K02237	competence protein ComEA		
2785713084	335	100	1	335	1	335	0.0e+00	751	KO:K00030	isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	EC:1.1.1.41	
2785713087	458	100	1	458	1	458	0.0e+00	1060	KO:K06966	pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	EC:3.2.2.-	
2785713087	458	100	1	458	1	458	0.0e+00	1060	KO:K06966	pyrimidine/purine-5'-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]	EC:3.2.2.10	
2785713088	518	100	1	518	1	518	0.0e+00	1140	KO:K13590	diguanylate cyclase [EC:2.7.7.65]	EC:2.7.7.65	
2785713089	286	100	1	286	1	286	0.0e+00	662	KO:K06879	7-cyano-7-deazaguanine reductase [EC:1.7.1.13]	EC:1.7.1.13	
2785713090	180	100	1	180	1	180	2.3e-129	416	KO:K15723	SecY interacting protein Syd		
2785713094	457	100	1	457	1	457	0.0e+00	1050	KO:K00975	glucose-1-phosphate adenylyltransferase [EC:2.7.7.27]	EC:2.7.7.27	
2785713095	165	98.79	1	165	1	165	2.3e-110	361	KO:K13993	HSP20 family protein		
2785713100	271	100	1	271	1	271	0.0e+00	640	KO:K06175	tRNA pseudouridine65 synthase [EC:5.4.99.26]	EC:5.4.99.26	
2785713102	274	100	1	274	1	274	0.0e+00	618	KO:K00674	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]	EC:2.3.1.117	
2785713103	883	100	1	883	1	883	0.0e+00	2040	KO:K00990	[protein-PII] uridylyltransferase [EC:2.7.7.59]	EC:2.7.7.59	
2785713104	264	100	1	264	1	264	0.0e+00	625	KO:K01265	methionyl aminopeptidase [EC:3.4.11.18]	EC:3.4.11.18	
2785713106	243	100	1	243	1	243	0.0e+00	556	KO:K02967	small subunit ribosomal protein S2		
2785713107	290	100	1	290	1	290	0.0e+00	631	KO:K02357	elongation factor Ts		
2785713108	245	100	1	245	1	245	0.0e+00	551	KO:K09903	uridylate kinase [EC:2.7.4.22]	EC:2.7.4.22	
2785713109	185	100	1	185	1	185	1.2e-124	404	KO:K02838	ribosome recycling factor		
2785713110	260	100	1	260	1	260	0.0e+00	590	KO:K00806	undecaprenyl diphosphate synthase [EC:2.5.1.31]	EC:2.5.1.31	
2785713111	287	100	1	287	1	287	0.0e+00	659	KO:K00981	phosphatidate cytidylyltransferase [EC:2.7.7.41]	EC:2.7.7.41	
2785713112	395	100	1	395	1	395	0.0e+00	894	KO:K00099	1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	EC:1.1.1.267	
2785713113	450	100	1	450	1	450	0.0e+00	1030	KO:K11749	regulator of sigma E protease [EC:3.4.24.-]	EC:3.4.24.-	
2785713114	825	100	1	825	1	825	0.0e+00	1890	KO:K07277	outer membrane protein insertion porin family		
2785713115	171	100	1	171	1	171	1.8e-112	367	KO:K06142	outer membrane protein		
2785713116	149	100	1	149	1	149	1.1e-105	346	KO:K02372	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	EC:4.2.1.59	
2785713117	256	100	1	256	1	256	0.0e+00	590	KO:K00677	UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]	EC:2.3.1.129	
2785713118	382	100	1	382	1	382	0.0e+00	854	KO:K00748	lipid-A-disaccharide synthase [EC:2.4.1.182]	EC:2.4.1.182	
2785713119	190	100	1	190	1	190	0.0e+00	433	KO:K03470	ribonuclease HII [EC:3.1.26.4]	EC:3.1.26.4	
2785713120	1154	100	1	1154	1	1154	0.0e+00	2640	KO:K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	EC:2.7.7.7	
2785713121	318	100	1	318	1	318	0.0e+00	723	KO:K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	EC:2.1.3.15	
2785713121	318	100	1	318	1	318	0.0e+00	723	KO:K01962	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2 2.1.3.15]	EC:6.4.1.2	
2785713122	441	100	1	441	1	441	0.0e+00	1010	KO:K04075	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	EC:6.3.4.19	
2785713124	655	100	1	655	1	655	0.0e+00	1440	KO:K03455	K+:H+ antiporter		
2785713126	207	100	1	207	1	207	0.0e+00	465	KO:K11991	tRNA(adenine34) deaminase [EC:3.5.4.33]	EC:3.5.4.33	
2785713128	467	100	1	467	1	467	0.0e+00	1070	KO:K18691	peptidoglycan lytic transglycosylase F [EC:4.2.2.29]	EC:4.2.2.29	
2785713129	1295	100	1	1295	1	1295	0.0e+00	2960	KO:K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	EC:6.3.5.3	
2785713135	161	100	1	161	1	161	4.5e-112	365	KO:K09860	outer membrane protein FlgP		
2785713136	143	100	1	143	1	143	7.3e-93	309	KO:K02399	flagellar biosynthesis protein FlgN		
2785713137	109	100	1	109	1	109	1.5e-70	242	KO:K02398	negative regulator of flagellin synthesis FlgM		
2785713138	239	100	1	239	1	239	0.0e+00	528	KO:K02386	flagellar basal body P-ring formation protein FlgA		
2785713139	309	100	1	309	1	309	0.0e+00	684	KO:K03415	two-component system, chemotaxis family, chemotaxis protein CheV		
2785713140	276	100	1	276	1	276	0.0e+00	619	KO:K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]	EC:2.1.1.80	
2785713141	144	100	1	144	1	144	9.8e-99	325	KO:K02387	flagellar basal-body rod protein FlgB		
2785713142	140	100	1	140	1	140	2.2e-94	313	KO:K02388	flagellar basal-body rod protein FlgC		
2785713143	228	100	1	228	1	228	0.0e+00	514	KO:K02389	flagellar basal-body rod modification protein FlgD		
2785713144	461	100	1	461	1	461	0.0e+00	1030	KO:K02390	flagellar hook protein FlgE		
2785713145	291	100	1	291	1	291	0.0e+00	664	KO:K02391	flagellar basal-body rod protein FlgF		
2785713146	262	100	1	262	1	262	0.0e+00	582	KO:K02392	flagellar basal-body rod protein FlgG		
2785713147	226	100	1	226	1	226	0.0e+00	508	KO:K02393	flagellar L-ring protein FlgH		
2785713148	370	100	1	370	1	370	0.0e+00	811	KO:K02394	flagellar P-ring protein FlgI		
2785713149	316	100	1	316	1	316	0.0e+00	706	KO:K02395	peptidoglycan hydrolase FlgJ		
2785713150	680	100	1	680	1	680	0.0e+00	1490	KO:K02396	flagellar hook-associated protein 1		
2785713151	407	100	1	407	1	407	0.0e+00	898	KO:K02397	flagellar hook-associated protein 3 FlgL		
2785713153	281	100	1	281	1	281	0.0e+00	592	KO:K02406	flagellin		
2785713154	282	100	1	282	1	282	0.0e+00	592	KO:K02406	flagellin		
2785713155	279	100	1	279	1	279	0.0e+00	589	KO:K02406	flagellin		
2785713156	166	75.3	1	166	1	166	1.7e-78	270	KO:K06603	flagellar protein FlaG		
2785713157	476	100	1	476	1	476	0.0e+00	1040	KO:K02407	flagellar hook-associated protein 2		
2785713158	142	100	1	142	1	142	9.0e-95	314	KO:K02422	flagellar secretion chaperone FliS		
2785713162	266	100	1	266	1	266	0.0e+00	566	KO:K02406	flagellin		
2785713165	380	100	1	380	1	380	0.0e+00	836	KO:K10942	two-component system, sensor histidine kinase FlrB [EC:2.7.13.3]	EC:2.7.13.3	
2785713166	445	100	1	445	1	445	0.0e+00	987	KO:K10943	two-component system, response regulator FlrC		
2785713167	111	100	1	111	1	111	5.1e-72	246	KO:K02408	flagellar hook-basal body complex protein FliE		
2785713168	564	100	1	564	1	564	0.0e+00	1250	KO:K02409	flagellar M-ring protein FliF		
2785713169	346	100	1	346	1	346	0.0e+00	751	KO:K02410	flagellar motor switch protein FliG		
2785713170	260	100	1	260	1	260	0.0e+00	599	KO:K02411	flagellar assembly protein FliH		
2785713171	444	100	1	444	1	444	0.0e+00	993	KO:K02412	flagellum-specific ATP synthase [EC:7.4.2.8]	EC:7.4.2.8	
2785713172	148	100	1	148	1	148	2.7e-100	330	KO:K02413	flagellar protein FliJ		
2785713173	771	100	1	771	1	771	0.0e+00	1680	KO:K02414	flagellar hook-length control protein FliK		
2785713174	179	100	1	179	1	179	5.4e-119	387	KO:K02415	flagellar protein FliL		
2785713175	352	100	1	352	1	352	0.0e+00	788	KO:K02416	flagellar motor switch protein FliM		
2785713176	135	100	1	135	1	135	1.6e-88	295	KO:K02417	flagellar motor switch protein FliN		
2785713177	150	100	1	150	1	150	5.7e-99	327	KO:K02418	flagellar protein FliO/FliZ		
