gene_oid	gene_length	query_start	query_end	subj_start	subj_end	evalue	bit_score	pfam_id	pfam_name	pfam_length
2785713031	133	18	111	2	93	1.4e-17	61.4	pfam03788	LrgA	94
2785713032	236	20	234	1	212	9.8e-68	225.7	pfam04172	LrgB	214
2785713033	331	4	115	1	110	7.8e-24	82	pfam00072	Response_reg	111
2785713034	170	18	140	4	108	1.1e-06	26.9	pfam08448	PAS_4	110
2785713035	592	56	138	1	84	1.6e-08	32.4	pfam22352	K319L-like_PKD	84
2785713035	592	167	246	19	84	2.2e-13	48	pfam22352	K319L-like_PKD	84
2785713035	592	432	589	2	117	2.6e-26	90.2	pfam07603	DUF1566	117
2785713036	190	61	185	2	117	4.2e-32	108.8	pfam07603	DUF1566	117
2785713037	266	30	258	1	228	4.8e-58	194.4	pfam11101	DUF2884	228
2785713038	379	9	179	1	165	6.1e-26	89.5	pfam04055	Radical_SAM	166
2785713038	379	304	370	1	66	3.6e-14	50.5	pfam06969	HemN_C	67
2785713039	200	7	194	1	184	1.2e-67	225.4	pfam01725	Ham1p_like	186
2785713040	408	25	196	1	165	4.0e-45	151.5	pfam00270	DEAD	167
2785713040	408	231	340	2	110	5.2e-33	111.6	pfam00271	Helicase_C	110
2785713043	393	3	122	1	126	6.0e-21	73.1	pfam01743	PolyA_pol	126
2785713043	393	149	213	1	57	2.0e-08	31.9	pfam12627	PolyA_pol_RNAbd	64
2785713044	303	39	172	3	130	5.9e-27	92.5	pfam13401	AAA_22	130
2785713045	427	3	119	4	76	1.2e-07	30.3	pfam11871	DUF3391	136
2785713045	427	364	423	1	59	8.9e-22	74.5	pfam16537	T2SSB	60
2785713046	398	2	122	3	133	1.8e-15	55.7	pfam11871	DUF3391	136
2785713046	398	141	305	5	163	1.4e-28	97.7	pfam13487	HD_5	170
2785713047	201	3	128	2	130	2.7e-38	129.2	pfam00694	Aconitase_C	131
2785713048	466	7	456	1	463	0.0e+00	597.8	pfam00330	Aconitase	463
2785713049	365	5	357	2	348	0.0e+00	455.6	pfam00180	Iso_dh	348
2785713050	519	4	273	1	260	7.8e-99	328.2	pfam00682	HMGL-like	260
2785713050	519	287	368	1	81	3.4e-25	86.2	pfam22617	HCS_D2	82
2785713050	519	369	501	1	130	4.9e-35	118.3	pfam08502	LeuA_dimer	131
2785713052	430	4	134	1	131	2.9e-60	200.1	pfam03952	Enolase_N	131
2785713052	430	143	430	2	294	0.0e+00	469.3	pfam00113	Enolase_C	296
2785713053	543	3	265	2	265	2.2e-125	415.3	pfam06418	CTP_synth_N	265
2785713053	543	299	534	2	189	7.9e-44	147.5	pfam00117	GATase	190
2785713054	879	5	117	1	112	6.5e-44	146.7	pfam01624	MutS_I	113
2785713054	879	125	250	1	133	6.2e-34	115.2	pfam05188	MutS_II	133
2785713054	879	266	554	1	194	7.8e-54	180.9	pfam05192	MutS_III	194
2785713054	879	423	514	1	90	3.0e-32	108.7	pfam05190	MutS_IV	92
2785713054	879	605	792	1	187	5.5e-87	288.6	pfam00488	MutS_V	188
2785713055	179	22	176	7	155	4.1e-54	180.4	pfam02464	CinA	155
2785713056	348	7	268	1	262	0.0e+00	484.7	pfam00154	RecA	262
2785713056	348	271	327	2	56	1.1e-26	90.7	pfam21096	RecA_C	57
2785713057	273	37	181	2	137	2.4e-34	116.8	pfam00005	ABC_tran	137
2785713058	398	16	390	1	344	3.3e-32	109.9	pfam12698	ABC2_membrane_3	347
2785713059	105	6	83	259	334	2.0e-17	61.4	pfam01312	Bac_export_2	335
2785713061	207	17	159	2	136	7.5e-29	99	pfam00005	ABC_tran	137
2785713062	221	4	218	4	215	4.1e-76	253.1	pfam03379	CcmB	215
2785713063	262	5	184	10	212	8.9e-40	134.5	pfam01578	Cytochrom_C_asm	212
2785713064	69	13	56	1	36	5.0e-14	50.1	pfam04995	CcmD	44
2785713065	164	4	135	1	128	3.5e-45	151	pfam03100	CcmE	128
2785713066	685	89	299	1	206	2.5e-53	178.8	pfam01578	Cytochrom_C_asm	212
2785713066	685	316	644	1	323	1.1e-123	410.5	pfam16327	CcmF_C	323
2785713067	233	35	182	4	137	7.7e-18	62.6	pfam08534	Redoxin	148
2785713068	164	22	163	2	126	2.2e-47	157.9	pfam03918	CcmH	143
2785713070	314	49	242	2	193	4.6e-68	226.7	pfam04333	MlaA	195
2785713071	340	5	326	1	332	8.0e-62	207.5	pfam16363	GDP_Man_Dehyd	332
2785713072	100	1	100	1	100	1.7e-52	173.6	pfam19667	DUF6170	100
2785713073	506	86	471	2	377	4.2e-63	211.5	pfam00854	PTR2	392
2785713075	224	21	152	1	137	3.7e-20	70.9	pfam00005	ABC_tran	137
2785713076	259	13	221	3	210	3.1e-14	51	pfam01061	ABC2_membrane	211
2785713077	610	128	205	4	76	7.2e-16	56.1	pfam02563	Poly_export	77
2785713077	610	505	556	2	51	3.3e-05	21.6	pfam10531	SLBB	55
2785713079	353	73	236	4	157	2.7e-32	109.9	pfam00953	Glycos_transf_4	160
2785713080	319	44	211	2	127	6.0e-15	53.5	pfam00535	Glycos_transf_2	168
2785713082	297	6	279	1	242	1.0e-30	105.1	pfam00483	NTP_transferase	245
2785713083	104	38	102	2	64	1.0e-22	78	pfam12836	HHH_3	65
2785713084	335	5	331	2	347	4.8e-110	366	pfam00180	Iso_dh	348
2785713086	124	20	120	3	100	4.9e-40	133.6	pfam11399	DUF3192	101
2785713087	458	4	112	1	109	2.1e-44	147.9	pfam14793	DUF4478	109
2785713087	458	188	327	10	131	1.8e-27	94	pfam03641	Lysine_decarbox	131
2785713087	458	331	451	2	120	8.4e-57	188.5	pfam11892	PpnN_C	121
2785713088	518	3	341	34	344	3.3e-13	47.4	pfam20975	DGCcoil	359
2785713088	518	353	509	3	160	2.1e-45	152.3	pfam00990	GGDEF	161
2785713089	286	26	136	1	111	8.9e-47	156	pfam14819	QueF_N	111
2785713089	286	200	278	1	78	1.2e-23	81.1	pfam14489	QueF	81
2785713090	180	6	178	2	175	5.4e-60	199.9	pfam07348	Syd	175
2785713092	121	17	119	1	100	4.8e-39	130.4	pfam11399	DUF3192	101
2785713093	247	64	221	24	93	2.1e-05	22.8	pfam00583	Acetyltransf_1	116
2785713094	457	15	283	3	244	3.3e-53	178.7	pfam00483	NTP_transferase	245
2785713095	165	61	164	1	102	1.1e-25	87.7	pfam00011	HSP20	102
2785713096	346	11	74	1	64	4.9e-20	69.4	pfam13551	HTH_29	64
2785713096	346	255	326	2	61	1.3e-12	45.3	pfam13683	rve_3	67
2785713097	100	6	97	2	95	3.6e-27	91.9	pfam11743	DUF3301	95
2785713098	349	4	344	3	340	1.0e-91	305.6	pfam12069	DUF3549	340
2785713099	114	11	110	3	94	4.9e-21	72.6	pfam04287	DUF446	98
2785713100	271	42	202	1	150	2.0e-33	113.7	pfam00849	PseudoU_synth_2	152
2785713101	149	6	139	1	143	1.6e-24	84.7	pfam00258	Flavodoxin_1	143
2785713102	274	3	69	1	67	4.6e-28	95.2	pfam14805	THDPS_N_2	67
2785713102	274	175	210	1	33	1.3e-14	51.6	pfam14602	Hexapep_2	34
2785713103	883	60	148	15	79	1.6e-06	26.4	pfam01909	NTP_transf_2	93
2785713103	883	177	316	2	141	3.7e-44	148.1	pfam08335	GlnD_UR_UTase	141
2785713103	883	453	580	13	92	2.6e-10	38.6	pfam01966	HD	116
2785713104	264	12	243	1	208	7.7e-59	196.9	pfam00557	Peptidase_M24	208
2785713106	243	9	224	1	216	5.2e-100	331.1	pfam00318	Ribosomal_S2	216
2785713107	290	70	268	1	204	1.2e-71	238.5	pfam00889	EF_TS	204
2785713108	245	10	219	2	234	3.3e-34	116.6	pfam00696	AA_kinase	234
2785713109	185	20	183	1	164	7.4e-67	222.2	pfam01765	RRF	164
2785713110	260	29	249	1	219	5.2e-87	288.9	pfam01255	Prenyltransf	219
2785713111	287	3	285	1	261	1.1e-61	206.9	pfam01148	CTP_transf_1	264
2785713112	395	4	132	1	129	3.9e-46	154.9	pfam02670	DXP_reductoisom	129
2785713112	395	146	235	1	84	2.1e-37	125.1	pfam08436	DXP_redisom_C	84
2785713112	395	267	384	1	114	4.4e-37	124.8	pfam13288	DXPR_C	115
2785713113	450	10	437	1	220	1.8e-77	257.5	pfam02163	Peptidase_M50	221
2785713113	450	130	183	1	30	2.1e-07	28.5	pfam17820	PDZ_6	54
2785713113	450	224	277	5	54	2.0e-09	35	pfam17820	PDZ_6	54
2785713114	825	96	176	1	79	1.8e-11	42.5	pfam07244	POTRA	79
2785713114	825	179	267	2	79	3.2e-15	54.6	pfam07244	POTRA	79
2785713114	825	270	348	1	79	1.3e-15	55.9	pfam07244	POTRA	79
2785713114	825	351	425	1	78	3.3e-13	48.1	pfam07244	POTRA	79
2785713114	825	452	825	1	325	5.5e-83	277.1	pfam01103	Omp85	325
2785713115	171	28	167	1	140	1.3e-25	88.2	pfam03938	OmpH	141
2785713116	149	17	140	1	137	7.4e-35	117.5	pfam07977	FabA	138
2785713117	256	11	46	2	36	7.7e-12	42.4	pfam00132	Hexapep	36
2785713117	256	174	255	1	82	5.7e-29	98.3	pfam13720	Acetyltransf_11	82
2785713118	382	7	376	2	374	6.1e-114	378.7	pfam02684	LpxB	374
2785713119	190	6	183	1	198	6.4e-44	148.2	pfam01351	RNase_HII	199
2785713120	1154	7	172	1	163	2.5e-45	152.7	pfam02811	PHP	164
2785713120	1154	289	557	2	260	2.7e-106	352.9	pfam07733	DNA_pol3_alpha	260
2785713120	1154	560	730	1	166	3.1e-70	232.8	pfam17657	DNA_pol3_finger	166
2785713120	1154	803	893	1	90	3.2e-29	99	pfam14579	HHH_6	90
2785713120	1154	989	1067	4	73	6.0e-10	36.9	pfam01336	tRNA_anti-codon	75
2785713120	1154	1094	1145	1	52	2.5e-12	44.4	pfam20914	DNA_pol_IIIA_C	52
2785713121	318	5	316	1	310	0.0e+00	496.1	pfam03255	ACCA	310
2785713122	441	30	210	2	182	1.6e-54	182.4	pfam01171	ATP_bind_3	182
2785713122	441	258	324	3	67	1.3e-14	52.2	pfam09179	TilS	67
2785713122	441	367	428	1	51	4.7e-08	30.3	pfam11734	TilS_C	74
2785713123	359	202	355	2	160	1.2e-41	140.1	pfam00990	GGDEF	161
2785713124	655	9	375	3	373	6.1e-59	197.7	pfam00999	Na_H_Exchanger	375
2785713124	655	407	522	1	114	1.6e-23	81.2	pfam02254	TrkA_N	116
2785713124	655	582	652	2	70	9.0e-12	42.7	pfam02080	TrkA_C	71
2785713126	207	41	188	3	142	2.4e-40	135.6	pfam14437	MafB19-deam	142
2785713128	467	43	275	13	132	2.4e-13	47.9	pfam00497	SBP_bac_3	132
2785713128	467	301	413	8	105	2.8e-20	70	pfam01464	SLT	117
2785713129	1295	35	150	1	115	2.8e-42	141.3	pfam18076	FGAR-AT_N	115
2785713129	1295	171	220	2	50	7.8e-23	78.7	pfam18072	FGAR-AT_linker	50
2785713129	1295	431	591	2	153	2.0e-33	113.7	pfam02769	AIRS_C	156
2785713129	1295	648	807	1	159	1.1e-84	280	pfam22689	FGAR-AT_PurM_N-like	160
2785713129	1295	827	969	11	146	3.7e-15	54.4	pfam02769	AIRS_C	156
2785713129	1295	1041	1294	1	260	2.3e-110	365.7	pfam13507	GATase_5	260
2785713131	195	98	179	3	77	4.7e-18	63.1	pfam01713	Smr	77
2785713134	393	33	120	2	87	1.5e-25	87.5	pfam16548	FlgT_N	87
2785713134	393	123	273	3	157	3.7e-34	116.1	pfam16539	FlgT_M	158
2785713135	161	35	138	3	96	8.9e-08	30.5	pfam02169	LPP20	97
2785713136	143	1	134	1	146	5.7e-13	47.5	pfam05130	FlgN	147
2785713137	109	47	100	1	54	5.0e-17	59.8	pfam04316	FlgM	55
2785713138	239	117	237	2	121	1.0e-30	104.3	pfam13144	ChapFlgA	122
2785713139	309	21	157	1	136	4.9e-33	111.6	pfam01584	CheW	138
2785713139	309	181	301	1	110	4.3e-18	63.5	pfam00072	Response_reg	111
2785713140	276	9	60	3	49	9.4e-11	39.2	pfam03705	CheR_N	53
2785713140	276	76	271	1	192	2.1e-59	198.2	pfam01739	CheR	195
2785713141	144	11	39	5	31	9.3e-09	33.1	pfam00460	Flg_bb_rod	31
2785713142	140	7	35	1	26	2.6e-06	25.3	pfam00460	Flg_bb_rod	31
2785713142	140	91	136	2	46	2.3e-14	50.6	pfam06429	Flg_bbr_C	46
2785713143	228	4	79	15	75	1.3e-15	55.3	pfam03963	FlgD	75
2785713143	228	87	224	1	57	2.5e-17	60.8	pfam13861	FLgD_tudor	58
2785713143	228	107	183	17	76	1.0e-18	65	pfam13860	FlgD_ig	79
2785713144	461	3	33	1	31	1.6e-11	41.8	pfam00460	Flg_bb_rod	31
2785713144	461	83	167	1	50	2.0e-09	35.4	pfam22692	LlgE_F_G_D1	64
2785713144	461	167	342	1	141	2.2e-33	113.7	pfam07559	FlgE_D2	142
2785713144	461	415	460	2	46	2.8e-12	43.9	pfam06429	Flg_bbr_C	46
2785713145	291	125	191	1	63	2.5e-14	51.2	pfam22692	LlgE_F_G_D1	64
2785713145	291	242	287	1	46	3.5e-20	69.2	pfam06429	Flg_bbr_C	46
2785713146	262	6	35	6	31	5.9e-09	33.7	pfam00460	Flg_bb_rod	31
2785713146	262	96	160	2	64	1.8e-24	83.6	pfam22692	LlgE_F_G_D1	64
2785713146	262	216	261	2	45	1.0e-19	67.7	pfam06429	Flg_bbr_C	46
2785713147	226	43	225	3	172	4.1e-64	213.3	pfam02107	FlgH	172
2785713148	370	23	369	1	343	0.0e+00	453.3	pfam02119	FlgI	343
2785713149	316	54	105	1	51	4.1e-17	60.4	pfam10135	Rod-binding	51
2785713149	316	171	311	2	120	3.6e-36	122.5	pfam01832	Glucosaminidase	123
2785713150	680	7	36	4	30	2.6e-07	28.5	pfam00460	Flg_bb_rod	31
2785713150	680	85	328	3	233	2.2e-58	195.5	pfam22638	FlgK_D1	233
2785713150	680	633	678	6	45	8.7e-11	39.2	pfam06429	Flg_bbr_C	46
2785713151	407	3	141	1	138	3.0e-28	96.6	pfam00669	Flagellin_N	139
2785713151	407	324	407	4	85	1.5e-08	32.9	pfam00700	Flagellin_C	86
2785713153	281	5	143	1	138	2.5e-42	142.2	pfam00669	Flagellin_N	139
2785713153	281	195	280	1	86	2.4e-28	96.3	pfam00700	Flagellin_C	86
2785713154	282	5	143	1	137	1.2e-43	146.4	pfam00669	Flagellin_N	139
2785713154	282	195	280	1	86	1.5e-28	96.9	pfam00700	Flagellin_C	86
2785713155	279	5	143	1	137	2.1e-39	132.7	pfam00669	Flagellin_N	139
2785713155	279	193	278	1	86	8.8e-28	94.5	pfam00700	Flagellin_C	86
2785713156	166	57	164	3	95	3.7e-23	79.6	pfam03646	FlaG	101
2785713157	476	10	111	1	96	5.5e-24	82.6	pfam02465	FliD_N	97
2785713157	476	134	190	1	47	7.1e-10	36.9	pfam07196	Flagellin_IN	55
2785713157	476	230	467	1	236	9.0e-44	147.6	pfam07195	FliD_C	236
2785713158	142	6	124	2	114	1.8e-38	129.3	pfam02561	FliS	115
2785713160	1120	32	109	4	68	6.3e-07	27	pfam20157	Maf_flag10_N	228
2785713160	1120	101	228	106	221	1.8e-22	77.8	pfam20157	Maf_flag10_N	228
2785713160	1120	267	495	2	227	1.2e-68	228.9	pfam20157	Maf_flag10_N	228
2785713160	1120	514	688	6	169	3.7e-29	99.6	pfam01973	MptE-like	171
2785713162	266	6	138	12	137	4.2e-26	89.6	pfam00669	Flagellin_N	139
2785713162	266	180	265	2	86	4.3e-19	66.6	pfam00700	Flagellin_C	86
2785713163	289	3	108	1	108	2.1e-23	80.7	pfam06490	FleQ	108
2785713163	289	130	289	1	160	6.7e-73	241.8	pfam00158	Sigma54_activat	168
2785713164	164	115	156	2	42	7.8e-14	49.1	pfam02954	HTH_8	42
2785713165	380	47	112	2	55	2.1e-07	28.6	pfam13188	PAS_8	65
2785713165	380	153	219	2	65	2.2e-14	51.2	pfam00512	HisKA	66
2785713165	380	262	368	4	108	1.9e-22	77.7	pfam02518	HATPase_c	111
2785713166	445	6	116	1	109	8.4e-29	97.9	pfam00072	Response_reg	111
2785713166	445	130	296	5	167	5.4e-68	225.9	pfam00158	Sigma54_activat	168
2785713166	445	395	436	5	41	1.7e-11	41.6	pfam02954	HTH_8	42
2785713167	111	22	111	5	89	1.2e-28	97.1	pfam02049	FliE	89
2785713168	564	61	235	2	178	2.8e-47	158.9	pfam01514	YscJ_FliF	179
2785713168	564	267	434	1	147	2.9e-43	145.8	pfam08345	YscJ_FliF_C	147
2785713169	346	17	120	1	102	2.2e-31	106.5	pfam14842	FliG_N	104
2785713169	346	128	203	2	73	1.3e-27	93.8	pfam14841	FliG_M	76
2785713169	346	230	337	2	108	6.1e-42	140.2	pfam01706	FliG_C	108
2785713170	260	119	247	4	127	5.0e-34	114.9	pfam02108	FliH	128
2785713171	444	147	358	1	213	7.1e-88	291.7	pfam00006	ATP-synt_ab	213
2785713171	444	365	436	1	71	3.8e-27	91.9	pfam18269	T3SS_ATPase_C	72
2785713172	148	16	140	3	123	5.4e-28	95.7	pfam02050	FliJ	123
2785713173	771	638	722	2	84	1.4e-24	83.7	pfam02120	Flg_hook	85
2785713174	179	78	179	1	103	3.0e-22	77.1	pfam03748	FliL	103
2785713175	352	37	229	1	192	4.0e-81	269.5	pfam02154	FliM	192
2785713175	352	250	320	1	72	3.6e-18	63.3	pfam01052	FliMN_C	73
2785713176	135	54	126	2	72	3.7e-26	88.8	pfam01052	FliMN_C	73
2785713177	150	43	131	1	90	2.9e-18	63.7	pfam04347	FliO	91
2785713178	251	50	243	1	191	2.9e-83	276.5	pfam00813	FliP	191
2785713179	89	5	78	2	73	3.4e-25	85.8	pfam01313	Bac_export_3	74
2785713180	259	12	247	3	227	2.3e-65	218.4	pfam01311	Bac_export_1	230
2785713181	374	5	345	2	335	3.4e-122	405.8	pfam01312	Bac_export_2	335
2785713182	324	175	273	25	82	4.4e-07	28	pfam08291	Peptidase_M15_3	108
2785713183	535	63	193	3	137	1.5e-25	88.5	pfam20142	Scaffold	139
2785713183	535	219	271	8	57	3.8e-09	34.6	pfam01471	PG_binding_1	57
2785713183	535	298	493	2	139	1.8e-21	75.2	pfam03734	YkuD	146
2785713184	699	31	690	1	656	0.0e+00	877.7	pfam00771	FHIPEP	657
2785713185	469	257	450	4	193	1.8e-43	146.4	pfam00448	SRP54	196
2785713186	288	16	259	4	244	3.5e-22	77	pfam10609	ParA	246
2785713187	243	17	90	1	71	2.1e-19	67.1	pfam04542	Sigma70_r2	71
2785713187	243	96	159	4	46	4.0e-07	28	pfam04539	Sigma70_r3	78
2785713187	243	184	233	1	49	1.9e-18	63.7	pfam04545	Sigma70_r4	50
2785713188	123	3	116	1	110	1.4e-33	113.3	pfam00072	Response_reg	111
2785713189	251	42	251	2	203	1.0e-77	258.6	pfam04344	CheZ	203
2785713190	744	8	109	1	82	1.4e-18	64.9	pfam01627	Hpt	84
2785713190	744	356	416	2	68	1.8e-15	55.1	pfam02895	H-kinase_dim	68
2785713190	744	461	604	4	110	2.8e-19	67.6	pfam02518	HATPase_c	111
2785713190	744	608	739	3	136	1.2e-25	87.7	pfam01584	CheW	138
2785713191	376	5	113	1	102	1.3e-23	81.2	pfam00072	Response_reg	111
2785713191	376	190	371	2	171	1.4e-63	211.7	pfam01339	CheB_methylest	174
2785713192	254	1	185	1	175	2.3e-49	165.7	pfam13614	AAA_31	177
2785713193	268	123	258	1	135	3.8e-15	53.7	pfam01584	CheW	138
2785713194	163	19	156	1	137	1.8e-44	148.7	pfam01584	CheW	138
2785713195	144	75	141	4	68	7.9e-21	72	pfam10975	DUF2802	68
2785713196	312	2	299	1	298	0.0e+00	435.5	pfam04204	HTS	298
2785713197	355	22	330	1	283	1.1e-100	335.1	pfam02574	S-methyl_trans	283
2785713198	874	12	250	1	244	1.5e-65	219.2	pfam00809	Pterin_bind	244
2785713198	874	309	383	2	73	3.4e-26	89.2	pfam02607	B12-binding_2	74
2785713198	874	398	507	1	94	8.6e-22	75.2	pfam02310	B12-binding	121
2785713198	874	587	858	1	273	7.6e-129	426.9	pfam02965	Met_synt_B12	273
2785713199	196	5	195	1	202	2.8e-55	185.2	pfam06080	DUF938	202
2785713200	94	3	93	2	92	1.3e-35	119.6	pfam06865	Ppnp	92
2785713201	673	35	305	2	239	1.5e-21	75	pfam02743	dCache_1	240
2785713201	673	339	393	5	52	1.1e-12	46	pfam00672	HAMP	53
2785713201	673	455	640	1	170	8.8e-44	147.3	pfam00015	MCPsignal	172
2785713202	295	4	63	2	60	5.1e-18	62.8	pfam00126	HTH_1	60
2785713202	295	87	294	2	204	3.0e-38	129.3	pfam03466	LysR_substrate	209
2785713203	322	10	69	1	60	2.4e-19	67	pfam00126	HTH_1	60
2785713203	322	93	299	7	199	4.5e-43	145	pfam03466	LysR_substrate	209
2785713204	217	34	191	1	156	4.5e-51	171.2	pfam00484	Pro_CA	156
2785713205	545	9	366	1	379	3.3e-87	290.6	pfam00916	Sulfate_transp	380
2785713205	545	420	521	8	106	4.8e-12	43.6	pfam01740	STAS	106
2785713206	807	44	161	9	101	1.2e-10	39.8	pfam07715	Plug	107
2785713206	807	350	777	100	436	1.2e-27	95.8	pfam00593	TonB_dep_Rec_b-barrel	436
2785713207	191	14	60	1	46	2.1e-15	54.2	pfam00440	TetR_N	47
2785713207	191	77	187	1	114	1.2e-22	78.2	pfam13977	TetR_C_6	115
2785713208	691	59	436	1	381	4.3e-117	389.7	pfam05649	Peptidase_M13_N	381
2785713208	691	488	688	1	205	2.8e-66	221	pfam01431	Peptidase_M13	205
2785713209	441	13	413	1	369	2.4e-127	423	pfam04339	FemAB_like	369
2785713210	183	86	126	1	42	4.6e-12	43.9	pfam02631	RecX_HTH2	42
2785713210	183	130	177	2	48	2.2e-11	41.7	pfam21981	RecX_HTH3	48
2785713211	865	7	546	2	550	0.0e+00	770	pfam01411	tRNA-synt_2c	552
2785713211	865	643	686	1	44	1.3e-19	67.9	pfam07973	tRNA_SAD	44
2785713211	865	722	861	2	138	7.7e-33	111.8	pfam02272	DHHA1	138
2785713212	63	1	53	1	52	2.3e-26	89.5	pfam02599	CsrA	53
2785713217	130	1	69	10	75	6.4e-14	50	pfam03061	4HBT	79
2785713218	95	11	90	2	76	1.0e-16	59.3	pfam04277	OAD_gamma	76
2785713219	606	5	270	4	257	3.6e-16	57.3	pfam00682	HMGL-like	260
2785713219	606	292	503	1	198	4.2e-61	204.1	pfam02436	PYC_OADA	201
2785713219	606	538	605	3	72	5.2e-19	65.8	pfam00364	Biotin_lipoyl	73
2785713220	372	15	371	2	348	0.0e+00	527.3	pfam03977	OAD_beta	349
2785713221	268	28	182	2	137	7.4e-27	92.6	pfam00005	ABC_tran	137
2785713222	331	23	188	1	136	2.2e-22	78.1	pfam00005	ABC_tran	137
2785713222	331	239	306	1	65	3.4e-16	57.4	pfam08352	oligo_HPY	65
2785713223	268	1	37	17	53	1.5e-07	29.1	pfam12911	OppC_N	53
2785713223	268	84	268	1	183	1.6e-23	81.3	pfam00528	BPD_transp_1	184
2785713224	322	93	316	1	182	1.9e-41	139.7	pfam00528	BPD_transp_1	184
2785713225	586	77	505	2	365	3.5e-87	290.8	pfam00496	SBP_bac_5	368
2785713226	373	10	178	2	164	6.3e-61	202.9	pfam00158	Sigma54_activat	168
2785713226	373	323	361	6	42	5.8e-07	27.1	pfam02954	HTH_8	42
2785713227	227	2	217	1	218	2.5e-46	156	pfam04012	PspA_IM30	220
2785713228	79	5	77	3	73	9.1e-35	116.5	pfam06667	PspB	73
2785713229	148	5	64	1	57	2.5e-20	70	pfam04024	PspC	58
2785713230	266	3	242	50	276	9.9e-51	170.6	pfam00351	Biopterin_H	331
2785713231	518	80	131	2	49	1.4e-07	29.5	pfam00989	PAS	113
2785713231	518	206	372	2	167	6.6e-62	206.1	pfam00158	Sigma54_activat	168
2785713231	518	463	512	2	50	1.9e-20	70.3	pfam18024	HTH_50	50
2785713232	336	1	77	1	78	1.2e-29	100.5	pfam18288	FAA_hydro_N_2	78
2785713232	336	80	333	3	213	8.7e-37	124.8	pfam01557	FAA_hydrolase	214
2785713233	217	5	86	1	74	1.8e-17	61.4	pfam13417	GST_N_3	75
2785713234	155	3	49	1	47	2.4e-19	66.6	pfam13412	HTH_24	48
2785713234	155	69	143	3	73	1.4e-20	70.9	pfam01037	AsnC_trans_reg	73
2785713235	352	12	136	14	126	7.3e-29	98.1	pfam02812	ELFV_dehydrog_N	129
2785713235	352	205	348	96	209	2.9e-14	51.3	pfam00208	ELFV_dehydrog	241
2785713237	93	8	85	1	79	1.8e-21	74	pfam10719	ComFB	83
2785713238	362	2	340	16	346	1.1e-101	338.6	pfam03301	Trp_dioxygenase	346
2785713239	981	31	112	1	81	1.1e-18	65.3	pfam13620	CarboxypepD_reg	82
2785713239	981	127	232	11	107	2.3e-06	26	pfam07715	Plug	107
2785713239	981	324	931	35	436	2.0e-11	42.3	pfam00593	TonB_dep_Rec_b-barrel	436
2785713240	945	54	165	5	107	1.6e-27	94.1	pfam07715	Plug	107
2785713240	945	329	909	23	436	1.1e-41	142.1	pfam00593	TonB_dep_Rec_b-barrel	436
2785713241	379	260	363	2	98	1.6e-11	43	pfam13640	2OG-FeII_Oxy_3	98
2785713243	337	140	300	17	157	6.5e-27	92.2	pfam05118	Asp_Arg_Hydrox	157
2785713244	606	92	150	7	57	1.4e-07	29.7	pfam14559	TPR_19	68
2785713244	606	178	248	4	76	7.7e-08	30.4	pfam13424	TPR_12	77
2785713244	606	507	600	2	101	2.1e-25	87	pfam13759	2OG-FeII_Oxy_5	101
2785713245	185	91	181	5	94	1.9e-08	33.1	pfam13640	2OG-FeII_Oxy_3	98
2785713246	253	9	250	3	240	5.4e-88	292.3	pfam11932	DUF3450	241
2785713247	452	314	437	5	126	3.4e-29	99.1	pfam01618	MotA_ExbB	127
2785713248	174	45	166	19	119	5.5e-24	82.3	pfam01618	MotA_ExbB	127
2785713249	132	7	132	2	125	5.0e-32	108.6	pfam02472	ExbD	128
2785713250	201	120	199	3	78	9.9e-20	68.8	pfam03544	TonB_C	79
2785713252	753	73	170	85	175	1.6e-09	35.9	pfam08351	TmcA_N	178
2785713252	753	222	402	1	175	1.1e-38	130.7	pfam05127	Helicase_RecD	176
2785713252	753	549	611	170	225	3.7e-08	31	pfam13718	GNAT_acetyltr_2	229
2785713253	141	17	95	3	76	2.8e-12	44.7	pfam03061	4HBT	79
2785713254	696	48	156	4	107	8.5e-14	49.9	pfam07715	Plug	107
2785713254	696	230	652	10	435	2.7e-30	104.5	pfam00593	TonB_dep_Rec_b-barrel	436
2785713256	214	16	195	1	173	6.0e-39	131.8	pfam04973	NMN_transporter	175
2785713257	280	76	257	41	226	3.9e-15	54.2	pfam01636	APH	239
2785713260	166	11	123	18	116	3.7e-20	70.3	pfam00583	Acetyltransf_1	116
2785713262	309	12	148	2	135	3.1e-24	83.6	pfam00892	EamA	136
2785713262	309	155	294	4	133	7.2e-16	56.5	pfam00892	EamA	136
2785713263	298	7	66	2	60	3.9e-19	66.3	pfam00126	HTH_1	60
2785713263	298	90	297	2	207	1.6e-38	130.2	pfam03466	LysR_substrate	209
2785713264	399	8	323	1	323	1.1e-49	167.2	pfam07690	MFS_1	347
2785713267	341	6	148	1	153	2.7e-19	67.4	pfam01548	DEDD_Tnp_IS110	155
2785713267	341	211	296	1	80	1.2e-24	84.4	pfam02371	Transposase_20	87
2785713268	343	12	153	1	138	1.6e-36	123.2	pfam11168	DUF2955	140
2785713268	343	181	323	4	126	1.7e-06	26.1	pfam13515	FUSC_2	126
2785713269	357	44	283	18	182	2.5e-14	51	pfam16576	HlyD_D23	214
2785713270	151	33	93	2	61	2.0e-10	38.6	pfam12802	MarR_2	61
