Gene or region,New gene name,Function,Fourier,FDR,Peak,Peak R value,Cluster,Cluster membership score,"Cyanobase categories, main",Cyanobase sub-categories,Normalized,StdDev Norm,Normalized.1,StdDev Norm.1,Normalized.2,StdDev Norm.2,Normalized.3,StdDev Norm.3,Normalized.4,StdDev Norm.4,Normalized.5,StdDev Norm.5,Normalized.6,StdDev Norm.6,Normalized.7,StdDev Norm.7,Normalized.8,StdDev Norm.8,Normalized.9,StdDev Norm.9,Normalized.10,StdDev Norm.10,Normalized.11,StdDev Norm.11,Normalized.12,StdDev Norm.12,Normalized.13,StdDev Norm.13,Normalized.14,StdDev Norm.14,Normalized.15,StdDev Norm.15,Normalized.16,StdDev Norm.16,Normalized.17,StdDev Norm.17,Normalized.18,StdDev Norm.18,Normalized.19,StdDev Norm.19,Normalized.20,StdDev Norm.20,Normalized.21,StdDev Norm.21,Normalized.22,StdDev Norm.22,Normalized.23,StdDev Norm.23,Normalized.24,StdDev Norm.24,resolved_locus_tag,resolution_method
PMM0602,PMED4_06511,"ABC transporter, ATP binding domain, possibly Mntransporter",8.148849224,0.3272,6.4,0.464750034,17.0,1.0,14.0 Transport and binding proteins,14.0 Transport and binding proteins,1.6558633,0.35735673,1.0037514,0.036475837,1.0899926,0.25220367,0.9044646,0.13036248,0.8536941,0.022051074,0.9661495,0.15641041,0.99691033,0.035392154,1.0271238,0.12070309,1.0109737,0.1789796,0.9454233,0.105425976,0.9733028,0.15594125,1.0485078,0.07177841,1.1610435,0.1968333,1.098491,0.06340682,1.013031,0.044690985,0.94282836,0.07464489,0.98110914,0.004682954,0.9302822,0.051979788,0.98063016,0.04208254,0.9449289,0.103135005,0.978629,0.12934656,1.0975051,0.040043917,0.8729951,0.04016641,1.087355,0.018287621,1.0269061,0.2219603,PMM0602,locus_tag:Gene or region
PMM0603,PMED4_06521,"ABC transporter component, possibly Mn transport",4.301570709,0.731201967,7.0,0.244490405,17.0,1.0,14.0 Transport and binding proteins,14.0 Transport and binding proteins,1.7635661,0.83928424,1.2372756,0.20024951,1.1269742,0.26744774,0.9447333,0.09482547,1.1079956,0.18208592,1.0325106,0.29022333,1.3389418,0.068810865,1.0863742,0.17805402,0.95190215,0.000213,0.99846125,0.053450037,1.0820516,0.11433162,1.1507888,0.07335864,1.2379717,0.008655943,0.9460206,0.14490828,0.96625966,0.04448425,0.96082044,0.1296762,0.898194,0.14786397,0.964231,0.11310139,1.0187258,0.14767653,0.8798324,0.011297138,1.010366,0.0938308,0.97166216,0.04050975,0.853551,0.003156857,0.9841984,0.021168623,0.91526645,0.10984939,PMM0603,locus_tag:Gene or region
PMM0604,PMED4_06531,conserved hypothetical protein,11.06646662,0.101459854,4.0,0.645619343,17.0,1.0,16.0 Hypothetical,16.1 Conserved hypothetical protein,1.3895844,0.36920246,0.9546866,0.06351785,0.9252377,0.017588897,0.8385482,0.0816564,0.7730363,0.039652552,0.9379797,0.07970773,1.0495642,0.07281423,0.951517,0.039682932,0.998757,0.04388649,1.0069414,0.09216897,1.0797688,0.11036819,1.0764492,0.023498986,1.1836787,0.03893899,0.9220612,0.097355604,0.9251605,0.108759776,0.88336015,0.09269725,1.052458,0.07211562,0.9143231,0.06998464,1.0126516,0.029501231,0.9786731,0.066518575,1.1350609,0.14397518,1.198625,0.021346916,0.9879202,0.005701278,1.0809896,0.01147327,1.1481628,0.22183745,PMM0604,locus_tag:Gene or region
PMM0605,PMED4_06541,conserved hypothetical protein,16.3850142,0.000364964,4.6,0.949583191,16.0,0.477324056,16.0 Hypothetical,16.1 Conserved hypothetical protein,1.4840376,0.17758816,1.1079829,0.16940272,0.5914886,0.12896621,0.3158801,0.011421432,0.23592468,0.070010394,0.32102135,0.026757313,0.57705134,0.11378239,0.8508756,0.15384002,1.1488465,0.21940787,1.4163846,0.07152428,1.5408065,0.11257115,1.6283537,0.19504216,1.4902012,0.24784611,1.1724174,0.2225988,0.8262009,0.065191075,0.5417009,0.020540288,0.3260788,0.019777773,0.3570056,0.047602188,0.6000012,0.12490126,0.9147317,0.094849735,1.3076255,0.08857461,1.5268204,0.007670583,1.332217,0.058185242,1.4490159,0.094742246,1.4927025,0.32451552,PMM0605,locus_tag:Gene or region
PMM0606,PMED4_06551,lepB leader peptidase I,15.08327743,0.001664817,2.4,0.888089043,12.0,0.592349174,4.0 Cellular processes,4.6 Protein and peptide secretion,1.0123837,0.2189916,0.83138627,0.15479186,0.62889445,0.1477893,0.5452528,0.11571107,0.47684956,0.27518472,0.8689766,0.10513503,1.0634654,0.13036332,1.0269098,0.14472638,0.9866665,0.05256657,1.1879216,0.002163729,1.3012344,0.011109721,1.2814486,0.1805748,1.0089116,0.08258623,0.7883857,0.2067576,0.8148304,0.06994007,0.79455197,0.084996544,0.76608896,0.08058116,0.8442791,0.14524928,1.1103344,0.073953174,1.1228802,0.05866346,1.198988,0.12617096,1.1849328,0.09317716,1.16631,0.09309051,1.2386726,0.019721339,1.2258103,0.1603229,PMM0606,locus_tag:Gene or region
PMM0607,PMED4_06561,"menD Menaquinone biosynthesis protein; probable2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylatesynthase",15.13309487,0.001477273,2.8,0.890184595,12.0,0.748555611,"2.0 Biosynthesis of cofactors, prosthetic groups, and carriers",2.6 Menaquinone and ubiquinone,1.0852249,0.026357435,0.8016873,0.03239256,0.7496403,0.07294605,0.72574955,0.07211085,0.6532422,0.09553786,0.78799236,0.014297619,0.9641427,0.021208614,1.1171721,0.17188595,1.006492,0.006011946,1.1772048,0.21912318,1.23353,0.15694468,1.0073265,0.019346256,1.077031,0.05974965,0.83714867,0.003364922,0.9316123,0.029885465,0.74122465,0.050249673,0.8301886,0.041063536,0.8073878,0.000541,0.97401196,0.043193806,1.0885929,0.13466081,1.2674896,0.14124215,1.3616848,0.02706419,1.0572335,0.039970536,1.1917927,0.04592369,1.2411492,0.018292643,PMM0607,locus_tag:Gene or region
PMM0608,PMED4_06571,menB Napthoate synthase,16.57014506,0.0,4.8,0.959179676,16.0,0.809089067,"2.0 Biosynthesis of cofactors, prosthetic groups, and carriers",2.6 Menaquinone and ubiquinone,1.5161825,0.07546058,1.1045276,0.13429396,0.99333453,0.15644602,0.5857349,0.1007578,0.5005968,0.14724275,0.5948337,0.002506847,0.8116262,0.037444808,0.892489,0.0163434,1.0324525,0.020433707,1.1300403,0.08069239,1.3807172,0.014953782,1.3128946,0.14940956,1.264972,0.11974959,0.97568154,0.05627017,0.811114,0.021285038,0.5928878,0.03081803,0.5471243,0.07086399,0.5578871,0.022463657,0.728322,0.030649686,0.8946405,0.02142837,1.0505205,0.094137155,1.2513148,0.106580086,1.3398844,0.09766676,1.3748432,0.017346257,1.2207848,0.11928986,PMM0608,locus_tag:Gene or region
PMM0609,PMED4_06581,Putative ADPglucose--glucosyltransferase (GlgA),16.88823854,0.0,4.8,0.977243281,15.0,0.561260403,5.0 Central intermediary metabolism,5.3 Polysaccharides and glycoproteins,1.4437675,0.023969837,1.1205046,0.21794023,0.93703014,0.46954116,0.50118625,0.22097112,0.35400084,0.04946584,0.40498102,0.03257748,0.61146694,0.093196586,0.75272566,0.11810553,0.9971234,0.20471923,1.3259907,0.19175279,1.6230401,0.08507995,1.7179801,0.12913024,1.414174,0.2357135,1.11222,0.13318504,0.7997994,0.06355359,0.5162326,0.007735688,0.4140073,0.007823341,0.44567448,0.00121674,0.60639757,0.060667604,0.8123737,0.04314137,1.1262735,0.10994933,1.4724075,0.03570458,1.5714792,0.122401685,1.6501707,0.01938886,1.4875253,0.091427945,PMM0609,locus_tag:Gene or region
PMM0610,PMED4_06591,"murF Cytoplasmic peptidoglycan synthetases,N-terminal",12.08192131,0.055906822,5.0,0.697984848,15.0,0.44291255,3.0 Cell envelope,3.2 Murein sacculus and peptidoglycan,1.1927603,0.047060568,0.94500387,0.14153282,0.97102,0.068167485,0.84488595,0.005141013,0.84443575,0.044366162,0.90549195,0.009705758,0.9234317,0.013042773,0.99899364,0.027805882,1.0633887,0.016266283,0.9922145,0.010247177,1.1975491,0.001470756,1.1743301,0.14483567,1.2790014,0.10599553,1.0236434,0.022688918,0.91830635,0.086726055,0.8741463,0.06335071,0.97368747,0.10222366,0.8278672,0.053179085,0.94791806,0.22225504,0.82538736,0.13161452,1.1757215,0.21191734,1.1465493,0.048377596,0.8557103,0.17522363,1.0829381,0.026271436,1.020557,0.028633855,PMM0610,locus_tag:Gene or region
PMM0611,PMED4_06601,glmU UDP-N-acetylglucosamine pyrophosphorylase,16.85380096,0.0,21.4,0.960114487,8.0,0.603481786,15.0 Other categories,15.7 Other,0.73618865,0.065875374,0.55433714,0.10217886,0.71133727,0.04485113,0.7565916,0.002819215,0.79235077,0.20032398,1.4434961,0.07826299,1.5439591,0.46244347,1.7001779,0.04950999,1.4082326,0.089154094,1.1738255,0.053730525,1.0131023,0.047480322,0.7561257,0.051875334,0.6288161,0.06933423,0.5874266,0.034988005,0.79191107,0.06339493,1.1214918,0.15127778,1.1689777,0.20542449,1.4441732,0.34209466,1.8172765,0.39019626,1.8029151,0.08407274,1.6594847,0.06084428,1.3458046,0.023206629,0.89507884,0.026114693,0.7746981,0.010482551,0.7828695,0.08488785,PMM0611,locus_tag:Gene or region
PMM0612,PMED4_06611,conserved hypothetical protein,11.51578493,0.078153846,2.0,0.678477701,11.0,0.540221877,16.0 Hypothetical,16.1 Conserved hypothetical protein,1.5467923,0.14069273,0.73555547,0.06395123,0.705232,0.038255695,0.63064104,0.24105226,0.8157329,0.21644676,0.8373799,0.21872537,0.96898806,0.04643876,0.99045086,0.06514813,1.0911522,0.011086163,0.9844288,0.26427516,1.0870252,0.32296163,1.0274867,0.07829367,1.0308179,0.011336888,0.81475127,0.012280961,0.9533565,0.19661845,0.7837422,0.012032645,0.87547344,0.17476322,0.9159507,0.005113494,1.084625,0.12869124,1.1135836,0.1499631,1.3000717,0.43661606,1.457548,0.15441765,1.0561696,0.14528003,1.114353,0.021837004,1.0308179,0.05153488,PMM0612,locus_tag:Gene or region
PMM0613,PMED4_06621,aroA EPSP synthase (3-phosphoshikimate1-carboxyvinyltransferase),14.8114954,0.003808594,3.4,0.86763964,12.0,0.831822063,1.0 Amino acid biosynthesis,1.1 Aromatic amino acid family,1.2327719,0.047545843,0.86743426,0.15628833,0.64323205,0.10247679,0.5556599,0.034208056,0.49019435,0.22559552,0.7882504,0.008393911,0.9393873,0.19175005,1.067083,0.15632722,1.1640666,0.063283354,1.0988863,0.10786508,1.213005,0.023948556,1.2271094,0.16419241,1.1188294,0.2561248,1.0305455,0.12782939,0.8924372,0.042614046,0.8574512,0.00901124,0.78013635,0.11188991,0.67368597,0.030313242,0.9521831,0.14477071,1.0050747,0.13981682,1.3262242,0.17117414,1.32794,0.013862596,0.9999894,0.006489901,1.1863037,0.043723162,1.2188538,0.24877767,PMM0613,locus_tag:Gene or region
PMM0614,PMED4_06631,conserved hypothetical protein,12.98475247,0.026302574,3.4,0.761216563,12.0,0.417097868,16.0 Hypothetical,16.1 Conserved hypothetical protein,1.2291123,0.07210693,0.90556526,0.048008036,0.8434214,0.068951055,0.75504875,0.08720221,0.52927977,0.221692,0.8387402,0.14007102,1.1111956,0.099511765,1.2118654,0.07937246,1.0865588,0.0652642,1.1623646,0.043393247,1.2014343,0.06302112,1.1683681,0.15658084,1.279686,0.26830763,1.0201361,0.13688849,0.9784093,0.002348551,0.877796,0.018720815,0.88111144,0.104768276,0.89250576,0.003039134,0.9459763,0.05374938,0.9724414,0.059335355,1.1940587,0.05101623,1.1055082,0.03697701,0.87182236,0.044853855,1.1402106,0.055281803,1.1471857,0.2697437,PMM0614,locus_tag:Gene or region
PMM0615,PMED4_06641,Possible nitrilase,14.73912997,0.00418251,2.4,0.868026216,11.0,0.837753521,15.0 Other categories,15.7 Other,1.3383994,0.03762614,0.8042878,0.06525524,0.7081625,0.05874778,0.6102549,0.0553706,0.55149144,0.10578271,0.71966004,0.21028772,1.2407845,0.062032327,1.2702715,0.048379414,1.2640939,0.090901755,1.1797886,0.023580879,1.2317318,0.08664226,1.1959653,0.12162344,1.1551571,0.2406665,0.78195137,0.26751146,0.7463935,0.04815446,0.74249977,0.01214517,0.6358665,0.07510512,0.6796387,0.020416543,0.9795853,0.030685391,1.1136073,3.12e-05,1.3512187,0.008222162,1.2722781,0.032534402,0.93537223,0.078724965,1.1055483,0.001512312,1.0420088,0.19407718,PMM0615,locus_tag:Gene or region
PMM0616,PMED4_06651,Cell wall hydrolase/autolysin,12.66947451,0.034210526,3.4,0.742749725,12.0,0.69147788,4.0 Cellular processes,4.1 Cell division,1.0018556,0.092054814,0.8525399,0.078982115,0.8772216,0.12625581,0.7102198,0.032170843,0.73474383,0.14430647,0.84433484,0.014659748,1.1127937,0.20630538,1.0392151,0.050850295,1.0351207,0.03815085,1.0291728,0.085522614,1.1536071,0.2385491,1.1577816,0.22553153,1.1371502,0.05249491,1.0475761,0.049209267,0.92384976,0.112482406,0.95245516,0.10020922,0.9027245,0.001159083,0.9471873,0.023851026,0.9326805,0.099730186,1.0110923,0.08464395,1.0725139,0.1924563,1.3824017,0.006405579,0.9403325,0.074605316,1.2475612,0.10766066,1.1585358,0.24070305,PMM0616,locus_tag:Gene or region
PMM0617,PMED4_06661,murI Putative aspartate and glutamateracemases,7.804778241,0.361183964,1.6,0.459682593,18.0,1.0,3.0 Cell envelope,3.2 Murein sacculus and peptidoglycan,1.3016255,0.5565536,0.8067469,0.079336375,0.9227463,0.12989278,0.8511605,0.019258197,0.9379546,0.2985551,0.8374133,0.06491358,1.0160426,0.050810337,1.2061807,0.15561181,1.162526,0.16732702,1.1274613,0.13918282,1.0061498,0.24170958,1.0341705,0.059802484,1.0691156,0.21527036,0.93354976,0.15268058,1.0978874,0.18393569,0.9021628,0.062107652,1.0196688,0.19757426,0.92151785,0.067545496,1.0797716,0.14360008,1.0163586,0.115956515,1.2666453,0.41420087,1.206645,0.031445865,0.9052664,0.1251506,1.0660759,0.14908756,1.075682,0.10786321,PMM0617,locus_tag:Gene or region
PMM0618,PMED4_06671,sds polyprenyl synthetase; solanesyl diphosphatesynthase (sds),9.43130098,0.210934227,9.2,0.536666911,17.0,1.0,"2.0 Biosynthesis of cofactors, prosthetic groups, and carriers",2.2 Carotenoid,1.3857881,0.01241704,1.0249559,0.2529404,0.9673647,0.047848828,0.724934,0.13190915,0.83492166,0.027950136,0.96308756,0.09882129,0.97328246,0.20061626,0.8933836,0.022546198,0.7869746,0.054420386,0.8591527,0.015409292,1.0370634,0.12644233,1.0897331,0.19853741,1.657161,0.39963543,1.432085,0.14249359,1.3279513,0.017236536,1.1831458,0.050517127,1.149459,0.0576106,0.9716512,0.08502358,1.0543377,0.057989284,1.0129699,0.1595677,0.8362492,0.122527875,0.98400235,0.03101624,0.89714706,0.10576442,1.0672874,0.10120054,1.2632695,1.0485655,PMM0618,locus_tag:Gene or region
PMM0619,PMED4_06681,acs acetyl-coenzyme A synthetase,16.34328848,0.0003367,15.8,0.954110778,4.0,0.994152707,6.0 Energy metabolism,6.4 Pyruvate and acetyl-CoA metabolism,0.9260961,0.011451756,1.0374329,0.099754855,1.1341362,0.087549016,1.1827617,0.073576175,1.0521663,0.51580286,1.2945309,0.12453031,1.1538928,0.05615567,1.0028751,0.006088655,0.8697489,0.02774332,0.84963465,0.007470531,0.933224,0.037459593,0.91389394,0.036466483,0.93919265,0.0662883,0.98904634,0.02161884,1.2226611,0.015238169,1.4306316,0.084750906,1.413455,0.032572463,1.3458562,0.11095134,1.1704881,0.050369482,0.99774176,0.016334616,0.9433724,0.079808615,0.9707127,0.054367088,0.83176476,0.012398287,0.8912358,0.010871374,0.9059381,0.088612996,PMM0619,locus_tag:Gene or region
PMM0620,PMED4_06691,conserved hypothetical protein,10.04053075,0.164672239,7.4,0.569813413,18.0,1.0,16.0 Hypothetical,16.1 Conserved hypothetical protein,1.4514948,0.07707228,0.9324606,0.21019098,1.1731484,0.023644118,0.74214846,0.004184317,0.8472569,0.12552303,0.89977294,0.11804008,0.87039316,0.005976209,1.0221694,0.07857593,0.9572996,0.088902645,0.961712,0.06527793,1.0570062,0.27795285,1.0159345,0.14650823,1.1430473,0.0496997,1.0849918,0.07896499,1.1955415,0.14846453,0.98941773,0.10523986,1.0797791,0.15583773,0.82992846,0.034159884,0.9708089,0.028350102,0.9629467,0.028120324,1.1205533,0.39489505,1.1258737,0.13326824,0.9621867,0.14285055,1.0535902,0.16905229,1.3106381,0.1603525,PMM0620,locus_tag:Gene or region
PMM0621,PMED4_06701,"dnaQ possible DNA polymerase III, epsilon subunit",16.4076963,0.000381679,16.6,0.951583684,5.0,0.811416942,"11.0 DNA replication, recombination, and repair","11.0 DNA replication, recombination, and repair",0.892867,0.15049718,0.848037,0.22266564,1.5671202,0.17656282,1.9114308,0.18799897,1.612521,0.83181274,2.2311807,0.16286916,1.579229,0.20138632,1.1502523,0.012995402,0.906303,0.06487464,0.7025784,0.13387191,0.73746693,0.23668712,0.65658665,0.0491938,0.7086261,0.1888284,0.6746958,0.108074866,1.6091034,0.055900566,2.4812932,0.39107466,2.7434223,0.13667469,2.1777854,0.34735784,1.6626961,0.15589434,1.0394907,0.06443783,0.88317907,0.094853476,0.85237056,0.13816631,0.66522825,0.08220545,0.571376,0.06779424,0.76050776,0.12964006,PMM0621,locus_tag:Gene or region
PMM0622,PMED4_06711,conserved hypothetical protein,14.93644506,0.003125,6.2,0.852262867,16.0,0.895333152,16.0 Hypothetical,16.1 Conserved hypothetical protein,1.8221693,0.20798244,1.6092423,0.14393245,1.3037567,0.10834056,0.8185133,0.12635311,0.53196263,0.06700645,0.49395323,0.046691094,0.8389168,0.017668927,0.94163907,0.10370973,1.0612556,0.013241616,1.2402525,0.07449593,1.4001769,0.09653035,1.6685116,0.061519857,1.5695009,0.009330869,1.3502939,0.09831133,1.0963421,0.10640565,0.57968676,0.0662626,0.36618206,0.010632301,0.36305168,0.020963827,0.5411867,0.04965094,0.7031667,0.020219954,0.8584558,0.021856427,0.9999263,0.017166285,0.8852104,0.05408732,1.261509,0.22929208,1.1140318,0.5284502,PMM0622,locus_tag:Gene or region
PMM0623,PMED4_06721,hisS Histidyl-tRNA synthetase,14.55285983,0.005291005,22.4,0.835861525,9.0,0.848402557,13.0 Translation,13.1 Aminoacyl tRNA synthetases and tRNA modification,0.8874702,0.2232095,0.70418984,0.059534397,0.59170467,0.029970618,0.5155295,0.11537205,0.69334304,0.21612933,1.236383,0.051321093,1.2607788,0.17729817,1.2379215,0.07801158,1.1820371,0.19945638,1.0394613,0.012258525,0.9395348,0.030231921,0.90344656,0.029032245,0.88254434,0.16723381,0.7281462,0.15927842,0.8843403,0.00074,1.0154021,0.03333955,1.0006695,0.24360608,1.2108687,0.06927523,1.5176879,0.28350013,1.3730471,0.20410186,1.4639788,0.001328307,1.3966763,0.0780695,0.8967314,0.015795052,0.9036428,0.066272944,0.99595076,0.135503,PMM0623,locus_tag:Gene or region
PMM0624,PMED4_06731,possible Hantavirus glycoprotein G2,12.47126443,0.04141122,21.4,0.709837502,8.0,0.663162841,15.0 Other categories,15.7 Other,0.77583176,0.10366689,0.67276454,0.21612827,0.5211918,0.16859414,0.493745,0.12202013,0.56440735,0.34181252,1.1806955,0.23840754,1.1423681,0.39174792,1.1962707,0.057799388,1.0467275,0.02735119,0.9710945,0.020602461,0.95155245,0.08831531,0.8835632,0.19093926,0.8274243,0.18804851,0.7036474,0.1593877,1.1088686,0.07567031,1.2107604,0.096128665,1.1245167,0.22816364,1.080182,0.000663,1.2478797,0.09760648,1.3031036,0.16756381,1.305833,0.11239638,1.174003,0.12560053,0.6357653,0.08344118,0.80879146,0.06081293,0.9041504,0.14787862,PMM0624,locus_tag:Gene or region
PMM0625,PMED4_06741,hypothetical,7.209676541,0.419784173,20.0,0.40876376,18.0,1.0,16.0 Hypothetical,16.2 No similarity,1.1690265,0.12690291,1.0188142,0.08437569,1.0159578,0.1620095,0.8351729,0.047506414,0.948253,0.36951527,1.0358768,0.12232327,1.0978878,0.18259057,1.0931903,0.05385829,0.9522665,0.027343236,1.027817,0.05810504,1.1382837,0.3792545,0.9257109,0.12944485,0.96199524,0.070391044,0.8810906,0.030406255,1.1567245,0.31390667,0.9477291,0.06742177,0.9748828,0.001625857,1.1624461,0.07157155,1.0916865,0.13280185,1.103498,0.120108105,1.1364484,0.17778242,1.056358,0.13094193,0.9874214,0.031669173,0.91915673,0.12219429,0.9563019,0.057741694,PMM0625,locus_tag:Gene or region
PMM0626,PMED4_06751,hypothetical,16.10481814,0.000502513,18.4,0.917971883,6.0,0.978117368,16.0 Hypothetical,16.2 No similarity,0.68205196,0.080408834,0.59779084,0.021247704,0.82116723,0.10466736,1.3325281,0.025747448,1.4193294,0.5247527,3.264625,1.0000858,2.2645469,0.7575171,1.453373,0.40856504,0.95836055,0.07218505,0.7951786,0.20807117,0.91484374,0.0628669,0.7986082,0.033141397,0.7874942,0.065935,0.73303443,0.08432923,1.0205679,0.14139035,2.106217,0.31050617,2.7985132,1.0931468,3.8850877,0.73762715,3.0630064,0.007326599,1.6207124,0.33013874,1.3242252,0.18314546,1.0715467,0.121424206,0.740146,0.092593096,0.7644512,0.043122705,0.7577927,0.05679788,PMM0626,locus_tag:Gene or region
PMM0627,PMED4_06771,pcb light-harvesting complex protein,14.96993961,0.002542373,11.4,0.867261421,3.0,0.976210028,8.0 Photosynthesis and respiration,8.6 Photosystem II,1.133789,0.001108645,1.2041378,0.03499524,1.1829836,0.009609764,1.1499029,0.008280243,1.042668,0.009488145,1.0258874,0.035746746,0.9284938,0.01777993,0.876496,0.027358804,0.84046173,0.006966782,0.93365717,0.0589297,1.0032215,0.015570473,1.0340607,0.010910505,1.005362,0.026494086,1.1431599,0.10320947,1.1760219,0.014706923,1.1194701,0.021468729,0.98398435,0.024200672,0.9709434,0.08109349,0.8585354,0.008459812,0.7981676,0.05824753,0.8791464,0.014208028,0.9614471,0.013983132,0.92381436,0.0841845,1.0116724,0.017931515,0.896971,0.01752725,PMM0627,locus_tag:Gene or region
PMM0628,PMED4_06781,possible sodium,11.67029766,0.072315789,23.6,0.67761082,9.0,0.507560042,14.0 Transport and binding proteins,14.0 Transport and binding proteins,1.1985601,0.09993434,0.85166246,0.24015763,0.9429314,0.124181606,0.97059375,0.48930818,0.9396428,0.07858341,1.1630913,0.013376016,1.4125147,0.034226935,1.3428656,0.1704767,1.1471554,0.09844887,1.1105083,0.05968064,1.1901916,0.14857359,1.0922492,0.19306421,0.9015644,0.13699725,0.5875367,0.19065596,0.6793142,0.03753377,0.6877867,0.003263347,0.827749,0.07261764,0.8988813,0.010638787,1.2143708,0.05880973,0.9676482,0.011857341,1.4064504,0.039814513,1.0620412,0.07036285,0.6481039,0.00577087,0.8742457,0.048549175,0.9815746,0.00841156,PMM0628,locus_tag:Gene or region
PMM0629,PMED4_06791,conserved hypothetical protein,14.92580098,0.00320911,16.4,0.867382891,4.0,0.762206055,16.0 Hypothetical,16.1 Conserved hypothetical protein,0.9360393,0.09126488,0.7449381,0.15194878,0.8170362,0.20162834,0.9129899,0.43509758,0.81933033,1.0874197,1.5253719,0.34055638,1.2341257,0.059313733,1.0550046,0.03585557,0.8465313,0.020160995,0.794435,0.080996625,0.8814696,0.011146117,0.8832058,0.022420064,0.9166577,0.109712385,1.0228838,0.002385598,1.3594692,0.20609897,1.8488703,0.07835377,1.5858575,0.059873126,1.5786865,0.033195283,1.2064829,0.041732688,0.9526235,0.23415066,1.0131354,0.07384214,0.9706166,0.13186367,0.72319114,0.03359246,0.83162284,0.039015476,1.0230566,0.17800774,PMM0629,locus_tag:Gene or region
PMM0630,PMED4_06801,"GSTTLp28,P28,GSTO1 Glutathione S-transferase N terminus",13.67911846,0.014593817,2.4,0.80569318,12.0,0.859174376,15.0 Other categories,15.7 Other,1.0333835,0.088887826,0.8518483,0.19913603,0.8110283,0.09540577,0.7510611,0.1408338,0.79955304,0.02540357,0.85948175,0.081267,0.88039374,0.11724021,1.0720882,0.038046103,1.0155902,0.16920021,0.9657031,0.11719689,1.1208812,0.000188,1.1125499,0.20339459,1.126915,0.049029797,0.83592594,0.061025813,0.859923,0.083870605,0.8658496,0.13523553,0.9340969,0.08659042,0.92503345,0.033266507,1.0583594,0.07803521,1.2166512,0.240562,1.411764,0.44709438,1.4900366,0.28991106,1.1560665,0.2010439,1.2230316,0.10029386,1.214588,0.22197959,PMM0630,locus_tag:Gene or region
PMM0631,PMED4_06811,possible NADH-Ubiquinone/plastoquinone (comple,15.57176814,0.000447761,16.4,0.904075192,4.0,0.832023936,15.0 Other categories,15.7 Other,0.9984461,0.18010756,0.86712223,0.00547007,1.0994612,0.008838544,1.0993963,0.059606265,0.94485873,0.3783468,1.258623,0.052719533,1.2004648,0.13779937,1.1064711,0.003705724,0.92052424,0.08652199,0.82772374,0.11758368,0.8280672,0.035818953,0.82698876,0.060535543,0.91249263,0.13992786,0.8390402,0.036129612,1.2071649,0.07720605,1.4430455,0.1246119,1.2247319,0.09322023,1.2475433,0.11067106,1.1940136,0.01053171,0.9275089,0.16853103,0.97561526,0.002368781,0.8744092,0.040927846,0.7015996,0.045677237,0.825668,0.039108463,0.97615486,0.09534487,PMM0631,locus_tag:Gene or region
PMM0632,PMED4_06821,Short-chain dehydrogenase/reductase (SDR)superfamily,12.52067935,0.039241983,2.2,0.737702875,11.0,0.888667363,15.0 Other categories,15.1 Adaptations and atypical conditions,1.5976046,0.15922129,0.832143,0.19300124,0.7201154,0.11199767,0.50100297,0.006880526,0.48952276,0.27776822,0.96741885,0.020240895,1.0704694,0.119799726,1.1127464,0.07903677,1.100982,0.029507006,0.99842715,0.37540868,1.1323425,0.12683585,1.1360863,0.03305748,1.0785336,0.1060036,0.8964055,0.16614339,0.7732615,0.11448356,0.689979,0.028973505,0.83348256,0.10075678,0.887502,0.013278774,1.0456153,0.2099518,1.0817686,0.24416034,1.4315438,0.5932165,1.3839189,0.28638372,0.90055937,0.15460551,1.0620673,0.10014625,1.0471072,0.03887084,PMM0632,locus_tag:Gene or region
PMM0633,PMED4_06831,crtL2 putative lycopene epsilon cyclase,15.32784537,0.00089172,4.4,0.890790342,13.0,0.504098797,"2.0 Biosynthesis of cofactors, prosthetic groups, and carriers",2.2 Carotenoid,1.5781277,0.19369142,1.0730264,0.017095229,0.8009208,0.03248179,0.64319867,0.10929329,0.4931765,0.05977675,0.7141717,0.005054944,0.91351753,0.1539928,1.0221461,0.000883,1.0731293,0.12321995,1.1212685,0.067170605,1.2019094,0.015277555,1.4120481,0.14276837,1.2942991,0.26070482,0.93092334,0.18982099,0.8024127,0.07658841,0.59202063,0.055600494,0.57255536,0.000804,0.6359491,0.091699295,0.853978,0.075420275,0.90755326,0.010185341,1.0564086,0.015136546,1.2185937,0.13581926,0.9769691,0.046368726,1.199075,0.109928094,1.1448836,0.29420868,PMM0633,locus_tag:Gene or region
PMM0634,PMED4_06841,"por, pcr possible light-dependent protochlorophyllideoxido-reductase",11.53862319,0.07769747,4.2,0.67189189,15.0,0.341364157,"2.0 Biosynthesis of cofactors, prosthetic groups, and carriers","2.3 Cobalamin, heme, phycobilin and porphyrin",1.0319946,0.043190863,1.0381949,0.057893027,0.83554,0.0674043,0.9306207,0.289384,0.7603997,0.08638439,0.9220825,0.029837506,0.98682743,0.19616234,0.93492866,0.006041284,0.8995187,0.032392975,1.1663303,0.29538345,1.1247784,0.12084876,1.0420338,0.009242081,1.0354017,0.2979364,1.1168258,0.21719274,1.0550717,0.008739248,1.0193727,0.073953845,0.8131898,0.054781124,0.81042194,0.028646767,0.99796736,0.26613498,0.97751296,0.06393451,1.3129988,0.08115349,1.120325,0.08806126,1.0032403,0.087295,1.0266668,0.010373865,1.1000247,0.23088457,PMM0634,locus_tag:Gene or region
