seqid,gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanorak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description,position_merge_note,ec_numbers
NZ_JNAS01000001.1,EV02_RS08130,,EV02_RS08130,EV02_0093,Protein Homology,60343.0,60549.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007554.1,hypothetical protein,WP_032518737.1,,,,,EV02_0093,60343.0,60525.0,-,CK_Pro_SB_00093,,,CK_00055848,R.2,Conserved hypothetical proteins,,,,,,possible uncharacterized conserved secreted protein,,,156,Hypothetical proteins / Conserved,,
NZ_JNAS01000001.1,EV02_RS08125,,EV02_RS08125,EV02_0094,Protein Homology,60590.0,60868.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002808091.1,DUF2103 domain-containing protein,WP_032518738.1,,,,,EV02_0094,60590.0,60868.0,-,CK_Pro_SB_00094,,,CK_00000801,R.2,Conserved hypothetical proteins,"NOG27177,COG4031,COG0642,bactNOG37249,bactNOG50723,bactNOG72350,cyaNOG03900","COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,uncharacterized conserved metal-binding protein (DUF2103),"PF09876,IPR018664","Predicted metal-binding protein (DUF2103),Protein of unknown function DUF2103%2C metal-binding",156,Hypothetical proteins / Conserved,,
NZ_JNAS01000001.1,psb29,psb29,EV02_RS08120,EV02_0095,Protein Homology,61228.0,61884.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818248.1,photosystem II biogenesis protein Psp29,WP_032518739.1,"GO:0010207,GO:0015979",,,"photosystem II assembly|0010207||IEA,photosynthesis|0015979||IEA",EV02_0095,61228.0,61839.0,-,CK_Pro_SB_00095,psb29,"GO:0010207,GO:0030096",CK_00000802,"D.1.2,J.8","Light,Photosystem II","NOG08111,COG0711,COG0840,COG1196,bactNOG21256,cyaNOG00131","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [C] Energy production and conversion,COG: NT,COG: CELLULAR PROCESSES AND SIGNALING [D] Cell cycle control%2C cell division%2C chromosome partitioning,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"photosystem II assembly,photosystem II assembly,plasma membrane-derived thylakoid photosystem II",photosystem II repair protein Psb29,"TIGR03060,PF11264,PF01730,IPR017499,IPR002639","photosystem II biogenesis protein Psp29,Thylakoid formation protein,UreF,Protein Thf1,Urease accessory protein UreF",164,Energy metabolism / Photosynthesis,,
NZ_JNAS01000001.1,clpP,clpP,EV02_RS08115,EV02_0096,Protein Homology,61917.0,62507.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818249.1,ATP-dependent Clp endopeptidase proteolytic subunit ClpP,WP_263890449.1,"GO:0006508,GO:0004176,GO:0004252,GO:0009368",endopeptidase Clp complex|0009368||IEA,"ATP-dependent peptidase activity|0004176||IEA,serine-type endopeptidase activity|0004252||IEA",proteolysis|0006508||IEA,EV02_0096,61920.0,62507.0,+,CK_Pro_SB_00096,clpP1,"GO:0006508,GO:0051082,GO:0004252,GO:0009368",CK_00008037,L.4,Degradation of proteins%2C peptides%2C and glycopeptides,"COG0740,bactNOG00353,cyaNOG01955","COG: OU,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",3.4.21.92,endopeptidase Clp%3B endopeptidase Ti%3B caseinolytic protease%3B protease Ti%3B ATP-dependent Clp protease%3B endopeptidase Ti%3B caseinolytic protease%3B ClpP%3B Clp protease,"proteolysis,proteolysis,unfolded protein binding,serine-type endopeptidase activity,proteolysis,unfolded protein binding,serine-type endopeptidase activity,endopeptidase Clp complex",ATP-dependent Clp protease%2C protease subunit,"TIGR00493,PF00574,PS00381,IPR018215,IPR001907,IPR023562,IPR029045","ATP-dependent Clp endopeptidase%2C proteolytic subunit ClpP,Clp protease,Endopeptidase Clp serine active site.,ClpP%2C Ser active site,ATP-dependent Clp protease proteolytic subunit,Clp protease proteolytic subunit /Translocation-enhancing protein TepA,ClpP/crotonase-like domain superfamily",138,Protein fate / Degradation of proteins%2C peptides%2C and glycopeptides,,3.4.21.92
NZ_JNAS01000001.1,ftsH,ftsH,EV02_RS08110,EV02_0097,Protein Homology,62504.0,64417.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806795.1,ATP-dependent zinc metalloprotease FtsH,WP_032518740.1,"GO:0006508,GO:0051301,GO:0004222,GO:0016887,GO:0016020",membrane|0016020||IEA,"metalloendopeptidase activity|0004222||IEA,ATP hydrolysis activity|0016887||IEA","proteolysis|0006508||IEA,cell division|0051301||IEA",EV02_0097,62504.0,64417.0,-,CK_Pro_SB_00097,ftsH2,"GO:0010206,GO:0004222,GO:0005524,GO:0017111,GO:0008270,GO:0009523",CK_00000007,L.2,Protein modification and repair,"COG0465,bactNOG01729,cyaNOG00469","COG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",3.4.24.-,,"photosystem II repair,photosystem II repair,metalloendopeptidase activity,ATP binding,nucleoside-triphosphatase activity,zinc ion binding,photosystem II repair,metalloendopeptidase activity,ATP binding,nucleoside-triphosphatase activity,zinc ion binding,photosystem II",photosystem II D1 repair protein FtsH2,"TIGR01241,PF06480,PF01434,PF00004,PS00674,IPR011546,IPR003960,IPR000642,IPR005936,IPR003959","ATP-dependent metallopeptidase HflB,FtsH Extracellular,Peptidase family M41,ATPase family associated with various cellular activities (AAA),AAA-protein family signature.,Peptidase M41%2C FtsH extracellular,ATPase%2C AAA-type%2C conserved site,Peptidase M41,Peptidase%2C FtsH,ATPase%2C AAA-type%2C core",140,Protein fate / Protein modification and repair,,
NZ_JNAS01000001.1,EV02_RS08105,,EV02_RS08105,EV02_0099,Protein Homology,64737.0,65954.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807927.1,M16 family metallopeptidase,WP_032518742.1,"GO:0008237,GO:0046872",,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA",,EV02_0099,64737.0,65954.0,-,CK_Pro_SB_00099,,GO:0046872,CK_00000896,L.2,Protein modification and repair,"COG0612,bactNOG101802,bactNOG100013,cyaNOG01060","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,metal ion binding,metallopeptidase%2C M16 family,"PF05193,PF00675,IPR007863,IPR011765,IPR011249","Peptidase M16 inactive domain,Insulinase (Peptidase family M16),Peptidase M16%2C C-terminal,Peptidase M16%2C N-terminal,Metalloenzyme%2C LuxS/M16 peptidase-like",140,Protein fate / Protein modification and repair,,
NZ_JNAS01000001.1,EV02_RS08100,,EV02_RS08100,EV02_0100,Protein Homology,65948.0,67198.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818253.1,M16 family metallopeptidase,WP_032518744.1,"GO:0008237,GO:0046872",,"metallopeptidase activity|0008237||IEA,metal ion binding|0046872||IEA",,EV02_0100,65948.0,67141.0,-,CK_Pro_SB_00100,,"GO:0006508,GO:0004222",CK_00000895,,,"COG0612,bactNOG04772,cyaNOG01736,cyaNOG01809","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones,cyaNOG: CELLULAR PROCESSES AND SIGNALING [O] Posttranslational modification%2C protein turnover%2C chaperones",,,"proteolysis,proteolysis,metalloendopeptidase activity",peptidase M16 inactive domain protein,"PF00675,PF05193,PS00143,IPR011765,IPR007863,IPR001431","Insulinase (Peptidase family M16),Peptidase M16 inactive domain,Insulinase family%2C zinc-binding region signature.,Peptidase M16%2C N-terminal,Peptidase M16%2C C-terminal,Peptidase M16%2C zinc-binding site",140,Protein fate / Protein modification and repair,,
NZ_JNAS01000001.1,EV02_RS08095,,EV02_RS08095,EV02_0101,Protein Homology,67240.0,67965.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818254.1,phycocyanobilin:ferredoxin oxidoreductase,WP_032518745.1,,,,,EV02_0101,67243.0,67965.0,+,CK_Pro_SB_00101,pcyA,"GO:0046148,GO:0050620",CK_00000894,"B.5.3,J","Hemes and phycobilins,Photosynthesis and respiration","NOG27460,COG0388,COG0403,bactNOG07557,cyaNOG02070","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.3.7.5,phycocyanobilin:ferredoxin oxidoreductase,"pigment biosynthetic process,pigment biosynthetic process,phycocyanobilin:ferredoxin oxidoreductase activity",phycocyanobilin:ferredoxin oxidoreductase,"PF05996,IPR009249","Ferredoxin-dependent bilin reductase,Ferredoxin-dependent bilin reductase",164,Energy metabolism / Photosynthesis,,1.3.7.5
NZ_JNAS01000001.1,EV02_RS08090,,EV02_RS08090,EV02_0102,Protein Homology,67965.0,68879.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862787.1,HlyD family efflux transporter periplasmic adaptor subunit,WP_032518746.1,,,,,EV02_0102,67965.0,68879.0,+,CK_Pro_SB_00102,devB,"GO:0006810,GO:0042626,GO:0043190",CK_00003842,Q.7, Sugars,"COG0845,bactNOG34958,cyaNOG02426","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"transport,transport,ATPase-coupled transmembrane transporter activity,transport,ATPase-coupled transmembrane transporter activity,ATP-binding cassette (ABC) transporter complex",ABC exporter membrane fusion%2C DevB family,"TIGR02971,PF13437,PS51257,IPR014315","ABC exporter membrane fusion protein%2C DevB family,HlyD family secretion protein,Prokaryotic membrane lipoprotein lipid attachment site profile.,ABC transporter%2C membrane fusion protein%2C DevB type",141,Transport and binding proteins / Unknown substrate,,
NZ_JNAS01000001.1,devC,devC,EV02_RS08085,EV02_0103,Protein Homology,68879.0,70051.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376312.1,ABC transporter permease DevC,WP_032518747.1,"GO:0006810,GO:0042626,GO:0016020,GO:0043190","membrane|0016020||IEA,ATP-binding cassette (ABC) transporter complex|0043190||IEA",ATPase-coupled transmembrane transporter activity|0042626||IEA,transport|0006810||IEA,EV02_0103,68879.0,70051.0,+,CK_Pro_SB_00103,devC,"GO:0006810,GO:0042626,GO:0016021,GO:0043190",CK_00000073,Q.7, Sugars,"COG0577,bactNOG15644,bactNOG15898,bactNOG79888,cyaNOG02069","COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,"transport,transport,ATPase-coupled transmembrane transporter activity,transport,ATPase-coupled transmembrane transporter activity,integral component of membrane,ATP-binding cassette (ABC) transporter complex",ABC exporter transmembrane subunit,"TIGR01185,PF02687,IPR005891,IPR003838","ABC exporter transmembrane subunit%2C DevC protein,FtsX-like permease family,DevC protein,ABC transporter permease protein domain",141,Transport and binding proteins / Unknown substrate,,
NZ_JNAS01000001.1,EV02_RS08080,,EV02_RS08080,EV02_0104,Protein Homology,70065.0,70793.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818257.1,DevA family ABC transporter ATP-binding protein,WP_032518748.1,,,,,EV02_0104,70065.0,70793.0,+,CK_Pro_SB_00104,devA,"GO:0005524,GO:0016887",CK_00000005,Q.7, Sugars,"COG1136,bactNOG06605","COG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [V] Defense mechanisms",,,"ATP binding,ATP binding,ATPase activity",DEVA-like ABC transporter%2C ATP-binding subunit,"TIGR02982,PF00005,PS00211,PS50893,IPR003439,IPR014324,IPR017871","ABC exporter ATP-binding subunit%2C DevA family,ABC transporter,ABC transporters family signature.,ATP-binding cassette%2C ABC transporter-type domain profile.,ABC transporter-like,ABC transporter ATP-binding subunit%2C DevA type,ABC transporter%2C conserved site",141,Transport and binding proteins / Unknown substrate,,
NZ_JNAS01000001.1,EV02_RS09285,,EV02_RS09285,EV02_0105,Protein Homology,70812.0,70961.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011127953.1,hypothetical protein,WP_011376314.1,,,,,EV02_0105,70812.0,70961.0,+,CK_Pro_SB_00105,,,CK_00000893,,,"NOG308491,NOG68733,bactNOG72523,bactNOG72676,cyaNOG08019,cyaNOG08396","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_JNAS01000001.1,EV02_RS08075,,EV02_RS08075,EV02_0106,Protein Homology,71022.0,71933.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862790.1,glycosyltransferase family 2 protein,WP_032518750.1,GO:0016757,,glycosyltransferase activity|0016757||IEA,,EV02_0106,71022.0,71933.0,+,CK_Pro_SB_00106,,"GO:0016740,GO:0009274",CK_00000892,,,"COG0463,COG1216,bactNOG04170,bactNOG42811,bactNOG21407,cyaNOG01515","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",2.4.1.-,,"transferase activity,transferase activity,peptidoglycan-based cell wall",beta-glycosyltransferase%2C family 2,"PF00535,IPR001173","Glycosyl transferase family 2,Glycosyltransferase 2-like",90,Cell envelope / Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,,2.4.-.-
NZ_JNAS01000001.1,rpsB,rpsB,EV02_RS08070,EV02_0107,Protein Homology,72063.0,72767.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818259.1,30S ribosomal protein S2,WP_011818259.1,"GO:0006412,GO:0003735,GO:0015935",small ribosomal subunit|0015935||IEA,structural constituent of ribosome|0003735||IEA,translation|0006412||IEA,EV02_0107,72063.0,72767.0,+,CK_Pro_SB_00107,rpsB,"GO:0006412,GO:0003723,GO:0003735,GO:0019843,GO:0005840,GO:0030529,GO:0022627",CK_00000891,K.2,Ribosomal proteins: synthesis and modification,"COG0052,bactNOG00977,cyaNOG00854","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,"translation,translation,RNA binding,structural constituent of ribosome,rRNA binding,translation,RNA binding,structural constituent of ribosome,rRNA binding,ribosome,ribonucleoprotein complex,cytosolic small ribosomal subunit",30S ribosomal protein S2,"TIGR01011,PF00318,PS00962,IPR005706,IPR001865,IPR018130","ribosomal protein uS2,Ribosomal protein S2,Ribosomal protein S2 signature 1.,Ribosomal protein S2%2C bacteria/mitochondria/plastid,Ribosomal protein S2,Ribosomal protein S2%2C conserved site",158,Protein synthesis / Ribosomal proteins: synthesis and modification,,
NZ_JNAS01000001.1,tsf,tsf,EV02_RS08065,EV02_0108,Protein Homology,72811.0,73467.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805668.1,translation elongation factor Ts,WP_025923057.1,"GO:0006414,GO:0003746",,translation elongation factor activity|0003746||IEA,translational elongation|0006414||IEA,EV02_0108,72748.0,73467.0,+,CK_Pro_SB_00108,tsf,GO:0003746,CK_00000890,,,"COG0264,bactNOG02643,cyaNOG00565","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",,,translation elongation factor activity,Translation elongation factor Ts,"TIGR00116,PF00889,PF00627,PS01126,PS01127,IPR001816,IPR014039,IPR000449,IPR018101","translation elongation factor Ts,Elongation factor TS,UBA/TS-N domain,Elongation factor Ts signature 1.,Elongation factor Ts signature 2.,Translation elongation factor EFTs/EF1B,Translation elongation factor EFTs/EF1B%2C dimerisation,Description not found.,Translation elongation factor Ts%2C conserved site",169,Protein synthesis / Translation factors,,
NZ_JNAS01000001.1,EV02_RS08060,,EV02_RS08060,EV02_0109,Protein Homology,73481.0,74557.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376318.1,adenylate cyclase,WP_241433690.1,,,,,EV02_0109,73472.0,74557.0,+,CK_Pro_SB_00109,,,CK_00043803,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved,,
NZ_JNAS01000001.1,recG,recG,EV02_RS08055,EV02_0110,Protein Homology,74580.0,77033.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818262.1,ATP-dependent DNA helicase RecG,WP_032518752.1,,,,,EV02_0110,74580.0,77033.0,+,CK_Pro_SB_00110,recG,"GO:0006281,GO:0032508,GO:0006310,GO:0006974,GO:0010501,GO:0003678,GO:0004003,GO:0000166,GO:0003676,GO:0003677,GO:0004004,GO:0004386,GO:0005524,GO:0016787,GO:0009379",CK_00000889,F.1.4,Homologous recombination,"COG1200,bactNOG00433,cyaNOG00458","COG: LK,bactNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair,cyaNOG: INFORMATION STORAGE AND PROCESSING [L] Replication%2C recombination and repair",3.6.1.-,,"DNA repair,DNA duplex unwinding,DNA recombination,cellular response to DNA damage stimulus,RNA secondary structure unwinding,DNA repair,DNA duplex unwinding,DNA recombination,cellular response to DNA damage stimulus,RNA secondary structure unwinding,DNA helicase activity,DNA helicase activity,nucleotide binding,nucleic acid binding,DNA binding,RNA helicase activity,helicase activity,ATP binding,hydrolase activity,DNA repair,DNA duplex unwinding,DNA recombination,cellular response to DNA damage stimulus,RNA secondary structure unwinding,DNA helicase activity,DNA helicase activity,nucleotide binding,nucleic acid binding,DNA binding,RNA helicase activity,helicase activity,ATP binding,hydrolase activity,Holliday junction helicase complex",ATP-dependent DNA helicase,"TIGR00643,PF00270,PF00271,PS51192,PS51194,IPR014001,IPR004609,IPR011545,IPR001650","ATP-dependent DNA helicase RecG,DEAD/DEAH box helicase,Helicase conserved C-terminal domain,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.,Superfamilies 1 and 2 helicase C-terminal domain profile.,Helicase superfamily 1/2%2C ATP-binding domain,ATP-dependent DNA helicase RecG,DEAD/DEAH box helicase domain,Helicase%2C C-terminal",132,DNA metabolism / DNA replication%2C recombination%2C and repair,,3.6.4.12
NZ_JNAS01000001.1,EV02_RS08050,,EV02_RS08050,EV02_0111,Protein Homology,77091.0,77774.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805804.1,M15 family metallopeptidase,WP_032518753.1,"GO:0006508,GO:0008237,GO:0016805",,"metallopeptidase activity|0008237||IEA,dipeptidase activity|0016805||IEA",proteolysis|0006508||IEA,EV02_0111,77091.0,77774.0,+,CK_Pro_SB_00111,ddpX,"GO:0006508,GO:0008237,GO:0016805,GO:0005618,GO:0005576",CK_00000888,D.1.9, Other,"COG2173,bactNOG00920,bactNOG31239,bactNOG101772,cyaNOG00271","COG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",3.4.13.22,D-Ala-D-Ala dipeptidase%3B D-alanyl-D-alanine dipeptidase%3B vanX D-Ala-D-Ala dipeptidase%3B VanX,"proteolysis,proteolysis,metallopeptidase activity,dipeptidase activity,proteolysis,metallopeptidase activity,dipeptidase activity,cell wall,extracellular region",D-alanyl-D-alanine dipeptidase,"PF01427,IPR000755","D-ala-D-ala dipeptidase,D-alanyl-D-alanine dipeptidase",94,Cellular processes / Toxin production and resistance,,
NZ_JNAS01000001.1,EV02_RS08045,,EV02_RS08045,EV02_0112,Protein Homology,77778.0,79565.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818263.1,NADPH-dependent assimilatory sulfite reductase hemoprotein subunit,WP_032518755.1,"GO:0008652,GO:0004783,GO:0051536",,"sulfite reductase (NADPH) activity|0004783||IEA,iron-sulfur cluster binding|0051536||IEA",amino acid biosynthetic process|0008652||IEA,EV02_0112,77778.0,79565.0,-,CK_Pro_SB_00112,sir,"GO:0016002,GO:0009337",CK_00000887,"D.1.1,E.7","Iron,Sulfur metabolism","COG0155,bactNOG05730,cyaNOG00471","COG: METABOLISM [P] Inorganic ion transport and metabolism,bactNOG: METABOLISM [P] Inorganic ion transport and metabolism,cyaNOG: METABOLISM [C] Energy production and conversion",1.8.7.1,assimilatory sulfite reductase (ferredoxin)%3B ferredoxin-sulfite reductase%3B SIR (gene name)%3B sulfite reductase (ferredoxin),"sulfite reductase activity,sulfite reductase activity,sulfite reductase complex (NADPH)",sulfite reductase (ferredoxin),"TIGR02042,PF01077,PF03460,PS00365,IPR006066,IPR006067,IPR011787,IPR005117","sulfite reductase%2C ferredoxin dependent,Nitrite and sulphite reductase 4Fe-4S domain,Nitrite/Sulfite reductase ferredoxin-like half domain,Nitrite and sulfite reductases iron-sulfur/siroheme-binding site.,Nitrite/sulphite reductase iron-sulphur/sirohaem-binding site,Nitrite/sulphite reductase 4Fe-4S domain,Sulphite reductase%2C ferredoxin dependent,Nitrite/Sulfite reductase ferredoxin-like domain",106,Central intermediary metabolism / Sulfur metabolism,,
NZ_JNAS01000001.1,glyS,glyS,EV02_RS08040,EV02_0113,Protein Homology,79653.0,81815.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376322.1,glycine--tRNA ligase subunit beta,WP_032518757.1,"GO:0006426,GO:0000166,GO:0004820,GO:0005524,GO:0005737",cytoplasm|0005737||IEA,"nucleotide binding|0000166||IEA,glycine-tRNA ligase activity|0004820||IEA,ATP binding|0005524||IEA",glycyl-tRNA aminoacylation|0006426||IEA,EV02_0113,79653.0,81815.0,+,CK_Pro_SB_00113,glyS,"GO:0006426,GO:0004820",CK_00000886,K.1,tRNA aminoacylation,"COG0751,bactNOG00691,bactNOG98017,bactNOG91584,cyaNOG00319","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",6.1.1.14,glycine---tRNA ligase%3B glycyl-tRNA synthetase%3B glycyl-transfer ribonucleate synthetase%3B glycyl-transfer RNA synthetase%3B glycyl-transfer ribonucleic acid synthetase%3B glycyl translase,"glycyl-tRNA aminoacylation,glycyl-tRNA aminoacylation,glycine-tRNA ligase activity",glycyl-tRNA synthetase%2C beta subunit,"TIGR00211,PF02092,PS50861,IPR015944,IPR006194","glycine--tRNA ligase%2C beta subunit,Glycyl-tRNA synthetase beta subunit,Heterodimeric glycyl-transfer RNA synthetases family profile.,Glycine-tRNA ligase%2C beta subunit,Glycine-tRNA synthetase%2C heterodimeric",137,Protein synthesis / tRNA aminoacylation,,6.1.1.14
NZ_JNAS01000001.1,chlP,chlP,EV02_RS08035,EV02_0114,Protein Homology,81796.0,83136.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_019476133.1,geranylgeranyl reductase,WP_032518759.1,"GO:0015995,GO:0045550",,geranylgeranyl reductase activity|0045550||IEA,chlorophyll biosynthetic process|0015995||IEA,EV02_0114,81796.0,83136.0,-,CK_Pro_SB_00114,chlP,"GO:0015995,GO:0015979,GO:0055114,GO:0051188,GO:0045550,GO:0016628",CK_00000885,B.5.2,Chlorophylls and porphyrins,"COG0644,bactNOG02469,cyaNOG02452","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,cyaNOG: METABOLISM [H] Coenzyme transport and metabolism",1.3.1.83,geranylgeranyl diphosphate reductase%3B geranylgeranyl reductase%3B CHL P,"chlorophyll biosynthetic process,photosynthesis,oxidation-reduction process,cofactor biosynthetic process,chlorophyll biosynthetic process,photosynthesis,oxidation-reduction process,cofactor biosynthetic process,geranylgeranyl reductase activity,oxidoreductase activity%2C acting on the CH-CH group of donors%2C NAD or NADP as acceptor",geranylgeranyl reductase,"TIGR02023,TIGR02028,TIGR02032,PF01494,IPR010253,IPR011777,IPR002938,IPR011774","geranylgeranyl reductase,geranylgeranyl reductase,geranylgeranyl reductase family,FAD binding domain,Geranylgeranyl reductase%2C plant/prokaryotic,Geranylgeranyl reductase family,FAD-binding domain,Geranylgeranyl reductase%2C plant/cyanobacteria",191,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Chlorophyll and bacteriochlorphyll,,
