locus_tag,island_id,product
Pro1480,SS120_1_1338866_1438725,"conserved membrane protein, ArbrB family"
Pro1481,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1482,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1483,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1484,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1487,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1488,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1489,SS120_1_1338866_1438725,Pyrimidine dimer DNA glycosylase
Pro1491,SS120_1_1338866_1438725,Predicted protein family PM-7
Pro1492,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1493,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1494,SS120_1_1338866_1438725,"cytochrome b559, beta subunit-like protein"
Pro1495,SS120_1_1338866_1438725,uncharacterized conserved secreted protein (DUF3721)
Pro1498,SS120_1_1338866_1438725,Uncharacterized membrane protein
Pro1499,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1500,SS120_1_1338866_1438725,photosystem II reaction center assembly factor PsbN-like protein
Pro1501,SS120_1_1338866_1438725,"ABC-type Mn2+/Zn2+ transport system, permease component"
Pro1502,SS120_1_1338866_1438725,zinc uptake regulator family protein
Pro1503,SS120_1_1338866_1438725,"ABC-type Mn2+/Zn2+ transport system, ATP-binding component"
Pro1504,SS120_1_1338866_1438725,"ABC-type Mn2+/Zn2+ transport system, periplasmic component"
Pro1505,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1506,SS120_1_1338866_1438725,CobW-like pseudocobalamin biosynthesis protein
Pro1507,SS120_1_1338866_1438725,WD40-repeat-containing protein
Pro1508,SS120_1_1338866_1438725,CobW-like pseudocobalamin biosynthesis proteinn
Pro1509,SS120_1_1338866_1438725,Conserved hypothetical protein
Pro1511,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1512,SS120_1_1338866_1438725,possible high light inducible protein
Pro1513,SS120_1_1338866_1438725,high light inducible protein
Pro1514,SS120_1_1338866_1438725,high light inducible protein
Pro1515,SS120_1_1338866_1438725,"conserved hypothetical protein, Prochlorococcus-specific (PM-15)"
Pro1517,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1518,SS120_1_1338866_1438725,Predicted protein family PM-27
Pro1519,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1520,SS120_1_1338866_1438725,Predicted protein family PM-12
Pro1521,SS120_1_1338866_1438725,ACR YdiU/UPF0061 family protein
Pro1522,SS120_1_1338866_1438725,gamma-glutamyltranspeptidase
Pro1523,SS120_1_1338866_1438725,conserved hypothetical protein family PM-17
Pro1524,SS120_1_1338866_1438725,Predicted protein family PM-12
Pro1525,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1526,SS120_1_1338866_1438725,Predicted protein family PM-16
Pro1527,SS120_1_1338866_1438725,ion transport family protein
Pro1528,SS120_1_1338866_1438725,high light inducible protein
Pro1529,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1530,SS120_1_1338866_1438725,Predicted protein family PM-21
Pro1531,SS120_1_1338866_1438725,"helper component proteinase, Prochlorococcus-specific"
Pro1532,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1533,SS120_1_1338866_1438725,"phosphate ABC transporter, phosphate-binding protein PstS"
Pro1534,SS120_1_1338866_1438725,hypothetical protein
Pro1535,SS120_1_1338866_1438725,uncharacterized conserved membrane protein PM-23
Pro1536,SS120_1_1338866_1438725,acyltransferase family protein
Pro1537,SS120_1_1338866_1438725,short-chain dehydrogenase/reductase (SDR) superfamily
Pro1538,SS120_1_1338866_1438725,amino acid carrier family protein
Pro1539,SS120_1_1338866_1438725,UDP-N-acetylglucosamine 1-carboxyvinyltransferase
Pro1540,SS120_1_1338866_1438725,uncharacterized conserved secreted protein
Pro1541,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1542,SS120_1_1338866_1438725,two-component system response regulator RR class II (RRII)-CheY-LuxR
Pro1543,SS120_1_1338866_1438725,membrane-associated sensory histidine kinase
Pro1544,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1545,SS120_1_1338866_1438725,putative zn-dependent protease
Pro1546,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1547,SS120_1_1338866_1438725,uncharacterized conserved membrane protein (DUF2905)
Pro1548,SS120_1_1338866_1438725,conserved hypothetical protein family PM-12
Pro1549,SS120_1_1338866_1438725,Predicted protein family PM-9
Pro1550,SS120_1_1338866_1438725,uncharacterized conserved membrane protein
Pro1551,SS120_1_1338866_1438725,Conserved hypothetical protein
Pro1552,SS120_1_1338866_1438725,bi-domain OsmC/Ohr and RmlC-like cupin family protein
Pro1554,SS120_1_1338866_1438725,conserved hypothetical protein family PM-17
Pro1555,SS120_1_1338866_1438725,ATP-dependent Clp protease adaptor protein ClpS
Pro1556,SS120_1_1338866_1438725,Predicted protein family PM-21
Pro1557,SS120_1_1338866_1438725,Conserved hypothetical protein
Pro1558,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1559,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1560,SS120_1_1338866_1438725,Predicted protein family PM-18
Pro1561,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1562,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1563,SS120_1_1338866_1438725,outer membrane beta-barrel domain protein
Pro1564,SS120_1_1338866_1438725,Predicted protein family PM-23
Pro1566,SS120_1_1338866_1438725,high light inducible protein
Pro1567,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1568,SS120_1_1338866_1438725,calcineurin-like phosphoesterase family protein
Pro1569,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1570,SS120_1_1338866_1438725,beta-lactamase family protein
Pro1571,SS120_1_1338866_1438725,Predicted protein family PM-9
Pro1572,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1573,SS120_1_1338866_1438725,conserved hypothetical protein
Pro1574,SS120_1_1338866_1438725,"transcriptional phosphate regulator, Crp family"
Pro1575,SS120_1_1338866_1438725,"phosphate ABC transporter, phosphate-binding protein PstS"
Pro1576,SS120_1_1338866_1438725,"multidrug efflux transporter, MFS family"
Pro1577,SS120_1_1338866_1438725,glyceraldehyde-3-phosphate dehydrogenase
Pro1578,SS120_1_1338866_1438725,"bacterial regulatory protein, ArsR family"
Pro1579,SS120_1_1338866_1438725,GTP cyclohydrolase I
Pro1580,SS120_1_1338866_1438725,conserved hypothetical protein
