locus_tag,island_id,product,resolved_locus_tag,resolution_method
PMM0805,MED4_1_762769_774459,"iron stress-induced protein, Prochlorococcus-specific",PMM0805,locus_tag:locus_tag
PMM0806,MED4_1_762769_774459,"possible transcriptional regulator of iron metabolism, Crp/Fnr family protein",PMM0806,locus_tag:locus_tag
PMM0807,MED4_1_762769_774459,ABC transporter family protein,PMM0807,locus_tag:locus_tag
PMM0808,MED4_1_762769_774459,chlorophyll b synthase / chlorophyllide a oxygenase,PMM0808,locus_tag:locus_tag
PMM0809,MED4_1_762769_774459,uncharacterized conserved secreted protein,PMM0809,locus_tag:locus_tag
PMM0810,MED4_1_762769_774459,conserved hypothetical protein,PMM0810,locus_tag:locus_tag
PMM0811,MED4_1_762769_774459,conserved hypothetical protein,PMM0811,locus_tag:locus_tag
PMM0812,MED4_1_762769_774459,conserved hypothetical protein,PMM0812,locus_tag:locus_tag
PMM0813,MED4_1_762769_774459,conserved hypothetical protein,PMM0813,locus_tag:locus_tag
PMM0814,MED4_1_762769_774459,conserved hypothetical protein,PMM0814,locus_tag:locus_tag
PMM0816,MED4_1_762769_774459,high light inducible protein,PMM0816,locus_tag:locus_tag
PMM0817,MED4_1_762769_774459,high light inducible protein,PMM0817,locus_tag:locus_tag
PMM0818,MED4_1_762769_774459,high light inducible protein,PMM0818,locus_tag:locus_tag
PMM1891,MED4_1_762769_774459,Conserved hypothetical protein,PMM1891,locus_tag:locus_tag
PMM1892,MED4_1_762769_774459,Conserved hypothetical protein,PMM1892,locus_tag:locus_tag
PMM1893,MED4_1_762769_774459,Conserved hypothetical protein,PMM1893,locus_tag:locus_tag
PMM1894,MED4_1_762769_774459,Conserved hypothetical protein,PMM1894,locus_tag:locus_tag
PMM1896,MED4_1_762769_774459,uncharacterized conserved secreted protein,PMM1896,locus_tag:locus_tag
PMM1897,MED4_1_762769_774459,conserved hypothetical protein,PMM1897,locus_tag:locus_tag
PMM1898,MED4_1_762769_774459,Conserved hypothetical protein,PMM1898,locus_tag:locus_tag
PMM0845,MED4_1_804368_826283,NADH dehydrogenase subunit NdhV,PMM0845,locus_tag:locus_tag
PMM0846,MED4_1_804368_826283,uncharacterized conserved membrane protein,PMM0846,locus_tag:locus_tag
PMM0847,MED4_1_804368_826283,exoribonuclease R,PMM0847,locus_tag:locus_tag
PMM0848,MED4_1_804368_826283,uncharacterized membrane protein (UPF0016),PMM0848,locus_tag:locus_tag
PMM0849,MED4_1_804368_826283,uncharacterized membrane protein,PMM0849,locus_tag:locus_tag
PMM0850,MED4_1_804368_826283,zinc- or iron-chelating domain-containing protein,PMM0850,locus_tag:locus_tag
PMM0851,MED4_1_804368_826283,"HAD hydrolase, IA, variant 3 family protein",PMM0851,locus_tag:locus_tag
PMM0852,MED4_1_804368_826283,conserved hypothetical protein,PMM0852,locus_tag:locus_tag
PMM0853,MED4_1_804368_826283,50S ribosomal protein L32,PMM0853,locus_tag:locus_tag
PMM0854,MED4_1_804368_826283,possible photosystem II D1 repair protein FtsH3,PMM0854,locus_tag:locus_tag
PMM0856,MED4_1_804368_826283,2-Cys peroxiredoxin,PMM0856,locus_tag:locus_tag
PMM0857,MED4_1_804368_826283,conserved hypothetical protein,PMM0857,locus_tag:locus_tag
PMM0858,MED4_1_804368_826283,conserved hypothetical protein,PMM0858,locus_tag:locus_tag
PMM0859,MED4_1_804368_826283,protein of unknown function (DUF1651),PMM0859,locus_tag:locus_tag
PMM0860,MED4_1_804368_826283,possible Hantavirus glycoprotein G1,PMM0860,locus_tag:locus_tag
PMM0861,MED4_1_804368_826283,conserved hypothetical protein,PMM0861,locus_tag:locus_tag
PMM0862,MED4_1_804368_826283,tRNA (cytidine/uridine-2'-O)-ribose methyltransferase,PMM0862,locus_tag:locus_tag
PMM0863,MED4_1_804368_826283,bifunctional adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase,PMM0863,locus_tag:locus_tag
PMM0864,MED4_1_804368_826283,uncharacterized conserved membrane protein,PMM0864,locus_tag:locus_tag
PMM0865,MED4_1_804368_826283,cofactor assembly of complex C subunit CCB2,PMM0865,locus_tag:locus_tag
PMM0866,MED4_1_804368_826283,possible SMC domain N terminal domain,PMM0866,locus_tag:locus_tag
PMM0867,MED4_1_804368_826283,methionine--tRNA ligase,PMM0867,locus_tag:locus_tag
PMM0868,MED4_1_804368_826283,exoribonuclease II,PMM0868,locus_tag:locus_tag
PMM0869,MED4_1_804368_826283,30S ribosomal protein S18,PMM0869,locus_tag:locus_tag
PMM0870,MED4_1_804368_826283,50S ribosomal protein L33,PMM0870,locus_tag:locus_tag
PMM1902,MED4_1_804368_826283,conserved hypothetical protein,PMM1902,locus_tag:locus_tag
PMM1903,MED4_1_804368_826283,Conserved hypothetical protein,PMM1903,locus_tag:locus_tag
PMM1904,MED4_1_804368_826283,conserved hypothetical protein,PMM1904,locus_tag:locus_tag
PMM1905,MED4_1_804368_826283,Conserved hypothetical protein,PMM1905,locus_tag:locus_tag
PMM1907,MED4_1_804368_826283,conserved hypothetical protein,PMM1907,locus_tag:locus_tag
PMM1910,MED4_1_804368_826283,Conserved hypothetical protein,PMM1910,locus_tag:locus_tag
PMM1911,MED4_1_804368_826283,conserved hypothetical protein,PMM1911,locus_tag:locus_tag
PMM1912,MED4_1_804368_826283,Hypothetical protein,PMM1912,locus_tag:locus_tag
PMM1913,MED4_1_804368_826283,Hypothetical protein,PMM1913,locus_tag:locus_tag
PMM1914,MED4_1_804368_826283,conserved hypothetical protein,PMM1914,locus_tag:locus_tag
TX50_RS09290,MED4_1_804368_826283,hypothetical protein,TX50_RS09290,locus_tag:locus_tag
PMM0956,MED4_1_914516_973394,undecaprenyl-diphosphatase,PMM0956,locus_tag:locus_tag
PMM0957,MED4_1_914516_973394,putative gRAM domain,PMM0957,locus_tag:locus_tag
PMM0958,MED4_1_914516_973394,conserved hypothetical protein (DUF1830),PMM0958,locus_tag:locus_tag
PMM0959,MED4_1_914516_973394,D-glycerate 3-kinase,PMM0959,locus_tag:locus_tag
PMM0960,MED4_1_914516_973394,glucosyl-3-phosphoglycerate phosphatase,PMM0960,locus_tag:locus_tag
PMM0961,MED4_1_914516_973394,possible glucosyl(mannosyl)glycerate-glucosidase,PMM0961,locus_tag:locus_tag
PMM0962,MED4_1_914516_973394,glucosyl-3-phosphoglycerate synthase,PMM0962,locus_tag:locus_tag
PMM0963,MED4_1_914516_973394,urease alpha subunit,PMM0963,locus_tag:locus_tag
PMM0964,MED4_1_914516_973394,urease beta subunit,PMM0964,locus_tag:locus_tag
PMM0965,MED4_1_914516_973394,urease gamma subunit,PMM0965,locus_tag:locus_tag
PMM0966,MED4_1_914516_973394,urease accessory protein UreD,PMM0966,locus_tag:locus_tag
PMM0967,MED4_1_914516_973394,urease accessory protein UreE,PMM0967,locus_tag:locus_tag
PMM0968,MED4_1_914516_973394,urease accessory protein UreF,PMM0968,locus_tag:locus_tag
PMM0969,MED4_1_914516_973394,urease accessory protein UreG,PMM0969,locus_tag:locus_tag
PMM0970,MED4_1_914516_973394,"ABC-type urea transporter, substrate binding component",PMM0970,locus_tag:locus_tag
PMM0971,MED4_1_914516_973394,"ABC-type urea transporter, permease component",PMM0971,locus_tag:locus_tag
PMM0972,MED4_1_914516_973394,"ABC-type urea transporter, membrane component",PMM0972,locus_tag:locus_tag
PMM0973,MED4_1_914516_973394,"ABC-type urea transporter, ATP-binding component UrtD",PMM0973,locus_tag:locus_tag
PMM0974,MED4_1_914516_973394,"ABC-type urea transporter, ATPase component UrtE",PMM0974,locus_tag:locus_tag
PMM0975,MED4_1_914516_973394,conserved hypothetical protein (DUF2862),PMM0975,locus_tag:locus_tag
PMM0976,MED4_1_914516_973394,ATP-binding cassette-type viologen exporter,PMM0976,locus_tag:locus_tag
PMM0977,MED4_1_914516_973394,"ATP-binding cassette-type viologen exporter, permease component",PMM0977,locus_tag:locus_tag
PMM0978,MED4_1_914516_973394,ATP-binding cassette-type viologen exporter,PMM0978,locus_tag:locus_tag
PMM0979,MED4_1_914516_973394,uncharacterized conserved membrane protein,PMM0979,locus_tag:locus_tag
PMM0980,MED4_1_914516_973394,conserved hypothetical protein,PMM0980,locus_tag:locus_tag
PMM0981,MED4_1_914516_973394,sulfite exporter TauE/SafE family protein,PMM0981,locus_tag:locus_tag
PMM0982,MED4_1_914516_973394,HNH endonuclease,PMM0982,locus_tag:locus_tag
PMM0983,MED4_1_914516_973394,"uncharacterized secreted protein, Prochlorococcus-specific",PMM0983,locus_tag:locus_tag
PMM0984,MED4_1_914516_973394,conserved hypothetical protein,PMM0984,locus_tag:locus_tag
PMM0985,MED4_1_914516_973394,phosphoribosyl transferase domain containing protein,PMM0985,locus_tag:locus_tag
PMM0986,MED4_1_914516_973394,nucleoside 2-deoxyribosyltransferase family protein,PMM0986,locus_tag:locus_tag
PMM0987,MED4_1_914516_973394,30S ribosomal protein S21,PMM0987,locus_tag:locus_tag
PMM0988,MED4_1_914516_973394,helix-hairpin-helix DNA-binding motif class 1-containing protein,PMM0988,locus_tag:locus_tag
PMM0989,MED4_1_914516_973394,possible uridine kinase,PMM0989,locus_tag:locus_tag
PMM0990,MED4_1_914516_973394,FAD/NAD-binding domain-containing protein,PMM0990,locus_tag:locus_tag
PMM0991,MED4_1_914516_973394,conserved hypothetical protein,PMM0991,locus_tag:locus_tag
PMM0992,MED4_1_914516_973394,conserved hypothetical protein,PMM0992,locus_tag:locus_tag
PMM0993,MED4_1_914516_973394,peptidase S51,PMM0993,locus_tag:locus_tag
PMM0994,MED4_1_914516_973394,acetyltransferase family protein,PMM0994,locus_tag:locus_tag
PMM0996,MED4_1_914516_973394,conserved hypothetical protein (DUF3303),PMM0996,locus_tag:locus_tag
PMM0997,MED4_1_914516_973394,uncharacterized conserved membrane protein,PMM0997,locus_tag:locus_tag
PMM0998,MED4_1_914516_973394,conserved hypothetical protein,PMM0998,locus_tag:locus_tag
PMM0999,MED4_1_914516_973394,conserved hypothetical protein,PMM0999,locus_tag:locus_tag
PMM1000,MED4_1_914516_973394,conserved hypothetical protein,PMM1000,locus_tag:locus_tag
PMM1001,MED4_1_914516_973394,metallo-hydrolase/oxidoreductase,PMM1001,locus_tag:locus_tag
PMM1002,MED4_1_914516_973394,aminopeptidase N,PMM1002,locus_tag:locus_tag
PMM1003,MED4_1_914516_973394,conserved hypothetical protein,PMM1003,locus_tag:locus_tag
PMM1004,MED4_1_914516_973394,formate-dependent phosphoribosyl glycinamide formyl transferase,PMM1004,locus_tag:locus_tag
PMM1005,MED4_1_914516_973394,possible Legume lectins alpha domain,PMM1005,locus_tag:locus_tag
PMM1006,MED4_1_914516_973394,glutathione peroxidase,PMM1006,locus_tag:locus_tag
PMM1007,MED4_1_914516_973394,conserved hypothetical protein,PMM1007,locus_tag:locus_tag
PMM1008,MED4_1_914516_973394,uncharacterized conserved secreted protein,PMM1008,locus_tag:locus_tag
PMM1009,MED4_1_914516_973394,"TIM-barrel , nifR3 family protein",PMM1009,locus_tag:locus_tag
PMM1010,MED4_1_914516_973394,FMN-binding split barrel domain-containing protein,PMM1010,locus_tag:locus_tag
PMM1011,MED4_1_914516_973394,uncharacterized conserved secreted protein,PMM1011,locus_tag:locus_tag
PMM1012,MED4_1_914516_973394,thioesterase superfamily protein,PMM1012,locus_tag:locus_tag
PMM1013,MED4_1_914516_973394,conserved hypothetical protein,PMM1013,locus_tag:locus_tag
PMM1014,MED4_1_914516_973394,type II-like restriction endonuclease,PMM1014,locus_tag:locus_tag
PMM1015,MED4_1_914516_973394,MAPEG family protein,PMM1015,locus_tag:locus_tag
PMM1017,MED4_1_914516_973394,plastid lipid-associated protein (PAP)/fibrillin family,PMM1017,locus_tag:locus_tag
PMM1018,MED4_1_914516_973394,conserved hypothetical protein,PMM1018,locus_tag:locus_tag
PMM1019,MED4_1_914516_973394,possible Integrin alpha cytoplasmic region,PMM1019,locus_tag:locus_tag
PMM1020,MED4_1_914516_973394,nif11-like leader peptide domain protein,PMM1020,locus_tag:locus_tag
PMM1021,MED4_1_914516_973394,possible Gram-negative pili assembly chaperone,PMM1021,locus_tag:locus_tag
PMM1022,MED4_1_914516_973394,conserved hypothetical protein,PMM1022,locus_tag:locus_tag
PMM1023,MED4_1_914516_973394,uncharacterized conserved secreted protein,PMM1023,locus_tag:locus_tag
PMM1024,MED4_1_914516_973394,conserved hypothetical protein,PMM1024,locus_tag:locus_tag
PMM1025,MED4_1_914516_973394,OsmC/Ohr family domain-containing protein,PMM1025,locus_tag:locus_tag
PMM1026,MED4_1_914516_973394,conserved hypothetical protein,PMM1026,locus_tag:locus_tag
PMM1027,MED4_1_914516_973394,conserved hypothetical protein,PMM1027,locus_tag:locus_tag
PMM1028,MED4_1_914516_973394,uncharacterized conserved secreted protein,PMM1028,locus_tag:locus_tag
PMM1918,MED4_1_914516_973394,uncharacterized conserved membrane protein,PMM1918,locus_tag:locus_tag
PMM1919,MED4_1_914516_973394,conserved hypothetical protein,PMM1919,locus_tag:locus_tag
PMM1921,MED4_1_914516_973394,conserved hypothetical protein,PMM1921,locus_tag:locus_tag
PMM1922,MED4_1_914516_973394,Conserved hypothetical protein,PMM1922,locus_tag:locus_tag
PMM1924,MED4_1_914516_973394,Conserved hypothetical protein,PMM1924,locus_tag:locus_tag
PMM1925,MED4_1_914516_973394,uncharacterized conserved membrane protein,PMM1925,locus_tag:locus_tag
PMM1926,MED4_1_914516_973394,Conserved hypothetical protein,PMM1926,locus_tag:locus_tag
PMM1928,MED4_1_914516_973394,conserved hypothetical protein,PMM1928,locus_tag:locus_tag
PMM1931,MED4_1_914516_973394,uncharacterized conserved membrane protein,PMM1931,locus_tag:locus_tag
PMM1932,MED4_1_914516_973394,conserved hypothetical protein,PMM1932,locus_tag:locus_tag
PMM1934,MED4_1_914516_973394,conserved hypothetical protein,PMM1934,locus_tag:locus_tag
PMM1937,MED4_1_914516_973394,uncharacterized conserved membrane protein,PMM1937,locus_tag:locus_tag
PMM1939,MED4_1_914516_973394,Conserved hypothetical protein,PMM1939,locus_tag:locus_tag
PMM1940,MED4_1_914516_973394,conserved hypothetical protein,PMM1940,locus_tag:locus_tag
PMM1941,MED4_1_914516_973394,uncharacterized conserved membrane protein (DUF2839),PMM1941,locus_tag:locus_tag
PMM1943,MED4_1_914516_973394,uncharacterized conserved membrane protein,PMM1943,locus_tag:locus_tag
PMM1944,MED4_1_914516_973394,conserved hypothetical protein,PMM1944,locus_tag:locus_tag
PMM1946,MED4_1_914516_973394,Conserved hypothetical protein,PMM1946,locus_tag:locus_tag
PMM1948,MED4_1_914516_973394,Conserved hypothetical protein,PMM1948,locus_tag:locus_tag
PMM1949,MED4_1_914516_973394,conserved hypothetical protein,PMM1949,locus_tag:locus_tag
PMM1950,MED4_1_914516_973394,Conserved hypothetical protein,PMM1950,locus_tag:locus_tag
TX50_RS09470,MED4_1_914516_973394,hypothetical protein,TX50_RS09470,locus_tag:locus_tag
TX50_RS09710,MED4_1_914516_973394,hypothetical protein,TX50_RS09710,locus_tag:locus_tag
TX50_RS09730,MED4_1_914516_973394,possible high light inducible protein,TX50_RS09730,locus_tag:locus_tag
PMM1035,MED4_1_979511_984734,"possible DNA gyrase/topoisomerase IV, subunit",PMM1035,locus_tag:locus_tag
PMM1037,MED4_1_979511_984734,conserved hypothetical protein,PMM1037,locus_tag:locus_tag
PMM1038,MED4_1_979511_984734,A circularly permuted ATPgrasp family protein,PMM1038,locus_tag:locus_tag
PMM1039,MED4_1_979511_984734,A predicted alpha-helical domain with a conserved ER motif family protein,PMM1039,locus_tag:locus_tag
PMM1040,MED4_1_979511_984734,transglutaminase-like superfamily protein,PMM1040,locus_tag:locus_tag
PMM1951,MED4_1_979511_984734,conserved hypothetical protein,PMM1951,locus_tag:locus_tag
PMM1952,MED4_1_979511_984734,Conserved hypothetical protein,PMM1952,locus_tag:locus_tag
PMM1114,MED4_1_1060080_1087933,conserved hypothetical protein,PMM1114,locus_tag:locus_tag
PMM1115,MED4_1_1060080_1087933,carotenoid isomerase,PMM1115,locus_tag:locus_tag
PMM1116,MED4_1_1060080_1087933,methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing),PMM1116,locus_tag:locus_tag
PMM1117,MED4_1_1060080_1087933,photosystem II PsbY protein,PMM1117,locus_tag:locus_tag
PMM1118,MED4_1_1060080_1087933,high light inducible protein,PMM1118,locus_tag:locus_tag
PMM1119,MED4_1_1060080_1087933,outer membrane porin,PMM1119,locus_tag:locus_tag
PMM1120,MED4_1_1060080_1087933,TPR repeat-containing protein,PMM1120,locus_tag:locus_tag
PMM1121,MED4_1_1060080_1087933,outer membrane porin,PMM1121,locus_tag:locus_tag
PMM1122,MED4_1_1060080_1087933,adenine phosphoribosyltransferase,PMM1122,locus_tag:locus_tag
PMM1123,MED4_1_1060080_1087933,hydrogenase/urease accessory protein,PMM1123,locus_tag:locus_tag
PMM1124,MED4_1_1060080_1087933,autotransporter beta-domain containing protein,PMM1124,locus_tag:locus_tag
PMM1125,MED4_1_1060080_1087933,"conserved hypothetical protein, Prochlorococcus-specific",PMM1125,locus_tag:locus_tag
PMM1126,MED4_1_1060080_1087933,acyltransferase family protein,PMM1126,locus_tag:locus_tag
PMM1127,MED4_1_1060080_1087933,conserved hypothetical protein,PMM1127,locus_tag:locus_tag
PMM1128,MED4_1_1060080_1087933,high light inducible protein,PMM1128,locus_tag:locus_tag
PMM1129,MED4_1_1060080_1087933,uncharacterized conserved membrane protein,PMM1129,locus_tag:locus_tag
PMM1130,MED4_1_1060080_1087933,possible uncharacterized conserved secreted protein,PMM1130,locus_tag:locus_tag
PMM1131,MED4_1_1060080_1087933,conserved hypothetical protein,PMM1131,locus_tag:locus_tag
PMM1132,MED4_1_1060080_1087933,ACR YdiU/UPF0061 family protein,PMM1132,locus_tag:locus_tag
PMM1133,MED4_1_1060080_1087933,cupin domain-containing protein,PMM1133,locus_tag:locus_tag
PMM1134,MED4_1_1060080_1087933,conserved hypothetical protein (DUF1651),PMM1134,locus_tag:locus_tag
PMM1135,MED4_1_1060080_1087933,high light inducible protein,PMM1135,locus_tag:locus_tag
PMM1137,MED4_1_1060080_1087933,conserved hypothetical protein,PMM1137,locus_tag:locus_tag
PMM1954,MED4_1_1060080_1087933,conserved hypothetical protein,PMM1954,locus_tag:locus_tag
PMM1955,MED4_1_1060080_1087933,Conserved hypothetical protein,PMM1955,locus_tag:locus_tag
PMM1956,MED4_1_1060080_1087933,Hypothetical protein,PMM1956,locus_tag:locus_tag
PMM1957,MED4_1_1060080_1087933,uncharacterized conserved membrane protein,PMM1957,locus_tag:locus_tag
PMM1958,MED4_1_1060080_1087933,uncharacterized conserved membrane protein,PMM1958,locus_tag:locus_tag
PMM1959,MED4_1_1060080_1087933,conserved hypothetical protein,PMM1959,locus_tag:locus_tag
PMM1960,MED4_1_1060080_1087933,Conserved hypothetical protein,PMM1960,locus_tag:locus_tag
PMM1961,MED4_1_1060080_1087933,conserved hypothetical protein,PMM1961,locus_tag:locus_tag
PMM1962,MED4_1_1060080_1087933,uncharacterized conserved membrane protein,PMM1962,locus_tag:locus_tag
PMM1963,MED4_1_1060080_1087933,Hypothetical protein,PMM1963,locus_tag:locus_tag
PMM1964,MED4_1_1060080_1087933,Conserved hypothetical protein,PMM1964,locus_tag:locus_tag
TX50_RS09520,MED4_1_1060080_1087933,hypothetical protein,TX50_RS09520,locus_tag:locus_tag
PMM1204,MED4_1_1152143_1214874,glucose-1-phosphate cytidylyltransferase,PMM1204,locus_tag:locus_tag
PMM1205,MED4_1_1152143_1214874,"possible NDP-hexose 3,4-dehydratase",PMM1205,locus_tag:locus_tag
PMM1206,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1206,locus_tag:locus_tag
PMM1207,MED4_1_1152143_1214874,GDP-L-fucose synthase,PMM1207,locus_tag:locus_tag
PMM1208,MED4_1_1152143_1214874,"GDP-mannose 4,6-dehydratase",PMM1208,locus_tag:locus_tag
PMM1209,MED4_1_1152143_1214874,UDP-glucose 4-epimerase,PMM1209,locus_tag:locus_tag
PMM1210,MED4_1_1152143_1214874,nucleotide sugar epimerase,PMM1210,locus_tag:locus_tag
PMM1211,MED4_1_1152143_1214874,polysaccharide biosynthesis/export family protein,PMM1211,locus_tag:locus_tag
PMM1212,MED4_1_1152143_1214874,S-adenosyl-L-methionine-dependent methyltransferase,PMM1212,locus_tag:locus_tag
PMM1213,MED4_1_1152143_1214874,hypothetical protein distantly related to alpha-glycosyltransferases,PMM1213,locus_tag:locus_tag
PMM1214,MED4_1_1152143_1214874,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",PMM1214,locus_tag:locus_tag
PMM1215,MED4_1_1152143_1214874,FAD/NAD-binding oxidoreductase,PMM1215,locus_tag:locus_tag
PMM1216,MED4_1_1152143_1214874,mobA-like NTP transferase domain protein,PMM1216,locus_tag:locus_tag
PMM1217,MED4_1_1152143_1214874,D-sedoheptulose 7-phosphate isomerase,PMM1217,locus_tag:locus_tag
PMM1218,MED4_1_1152143_1214874,cytidyltransferase-like domain protein,PMM1218,locus_tag:locus_tag
PMM1219,MED4_1_1152143_1214874,polysaccharide biosynthesis family protein,PMM1219,locus_tag:locus_tag
PMM1220,MED4_1_1152143_1214874,"beta-glycosyltransferase, family 2",PMM1220,locus_tag:locus_tag
PMM1221,MED4_1_1152143_1214874,"possible alpha-glycosyltransferase, family 4",PMM1221,locus_tag:locus_tag
PMM1222,MED4_1_1152143_1214874,"beta-glycosyltransferase, family 2",PMM1222,locus_tag:locus_tag
PMM1223,MED4_1_1152143_1214874,"possible alpha-glycosyltransferase, family 4",PMM1223,locus_tag:locus_tag
PMM1224,MED4_1_1152143_1214874,polysaccharide biosynthesis/export protein,PMM1224,locus_tag:locus_tag
PMM1225,MED4_1_1152143_1214874,P-loop containing nucleoside triphosphate hydrolase,PMM1225,locus_tag:locus_tag
PMM1226,MED4_1_1152143_1214874,putative membrane protein,PMM1226,locus_tag:locus_tag
PMM1227,MED4_1_1152143_1214874,UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase,PMM1227,locus_tag:locus_tag
PMM1228,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1228,locus_tag:locus_tag
PMM1229,MED4_1_1152143_1214874,pyruvate dehydrogenase E1 component alpha subunit,PMM1229,locus_tag:locus_tag
PMM1230,MED4_1_1152143_1214874,dehydrogenase E1 component beta subunit,PMM1230,locus_tag:locus_tag
PMM1231,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1231,locus_tag:locus_tag
PMM1232,MED4_1_1152143_1214874,S-adenosyl-L-methionine-dependent methyltransferase,PMM1232,locus_tag:locus_tag
PMM1233,MED4_1_1152143_1214874,dTDP-4-dehydrorhamnose reductase protein family,PMM1233,locus_tag:locus_tag
PMM1234,MED4_1_1152143_1214874,"alcohol dehydrogenase protein superfamily, zinc-type",PMM1234,locus_tag:locus_tag
PMM1235,MED4_1_1152143_1214874,"transketolase, N-terminal domain-like protein",PMM1235,locus_tag:locus_tag
PMM1236,MED4_1_1152143_1214874,"transketolase, C-terminal domain",PMM1236,locus_tag:locus_tag
PMM1237,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1237,locus_tag:locus_tag
PMM1238,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1238,locus_tag:locus_tag
PMM1239,MED4_1_1152143_1214874,"ABC transporter type 1, ATPase component",PMM1239,locus_tag:locus_tag
PMM1240,MED4_1_1152143_1214874,methyltransferase domain protein,PMM1240,locus_tag:locus_tag
PMM1241,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1241,locus_tag:locus_tag
PMM1242,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1242,locus_tag:locus_tag
PMM1243,MED4_1_1152143_1214874,putative methyltransferase,PMM1243,locus_tag:locus_tag
PMM1244,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1244,locus_tag:locus_tag
PMM1245,MED4_1_1152143_1214874,hypothetical protein,PMM1245,locus_tag:locus_tag
PMM1246,MED4_1_1152143_1214874,carbamoyltransferase family protein,PMM1246,locus_tag:locus_tag
PMM1247,MED4_1_1152143_1214874,hypothetical protein,PMM1247,locus_tag:locus_tag
PMM1248,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1248,locus_tag:locus_tag
PMM1249,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1249,locus_tag:locus_tag
PMM1250,MED4_1_1152143_1214874,putative membrane protein,PMM1250,locus_tag:locus_tag
PMM1251,MED4_1_1152143_1214874,carbamoyltransferase family protein,PMM1251,locus_tag:locus_tag
PMM1252,MED4_1_1152143_1214874,possible acetyltransferase,PMM1252,locus_tag:locus_tag
PMM1253,MED4_1_1152143_1214874,S-adenosyl-L-methionine-dependent methyltransferase,PMM1253,locus_tag:locus_tag
PMM1254,MED4_1_1152143_1214874,"possible beta-glycosyltransferase, family 2",PMM1254,locus_tag:locus_tag
PMM1255,MED4_1_1152143_1214874,conserved hypothetical protein,PMM1255,locus_tag:locus_tag
PMM1256,MED4_1_1152143_1214874,possible beta-glycosyltransferase,PMM1256,locus_tag:locus_tag
PMM1257,MED4_1_1152143_1214874,"possible dTDP-glucose 4,6-dehydratase",PMM1257,locus_tag:locus_tag
PMM1258,MED4_1_1152143_1214874,perosamine synthetase protein family,PMM1258,locus_tag:locus_tag
PMM1259,MED4_1_1152143_1214874,perosamine synthetase protein family,PMM1259,locus_tag:locus_tag
PMM1260,MED4_1_1152143_1214874,UDP-glucuronate decarboxylase,PMM1260,locus_tag:locus_tag
PMM1972,MED4_1_1152143_1214874,putative sxtK,PMM1972,locus_tag:locus_tag
