locus_tag,island_id,product
PMT0977,MIT9313_1_904788_1131090,ABC transporter family protein
PMT0978,MIT9313_1_904788_1131090,ABC multidrug efflux transporter
PMT0979,MIT9313_1_904788_1131090,uncharacterized conserved membrane protein
PMT0980,MIT9313_1_904788_1131090,outer membrane efflux family protein
PMT0981,MIT9313_1_904788_1131090,uncharacterized conserved secreted protein
PMT0982,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT0983,MIT9313_1_904788_1131090,possible kinesin motor domain
PMT0989,MIT9313_1_904788_1131090,conserved hypothetical protein DUF4278
PMT0991,MIT9313_1_904788_1131090,possible tRNA synthetase class I (E and Q)
PMT0992,MIT9313_1_904788_1131090,high light inducible protein
PMT0993,MIT9313_1_904788_1131090,"phosphate ABC transporter, phosphate-binding protein PstS"
PMT0994,MIT9313_1_904788_1131090,two-component system response regulator RR class II (RRII)-CheY-OmpR
PMT0998,MIT9313_1_904788_1131090,outer membrane porin
PMT0999,MIT9313_1_904788_1131090,"multidrug efflux transporter, MFS family"
PMT1000,MIT9313_1_904788_1131090,glyceraldehyde-3-phosphate dehydrogenase
PMT1001,MIT9313_1_904788_1131090,"bacterial regulatory protein, ArsR family"
PMT1002,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1003,MIT9313_1_904788_1131090,glycosyl hydrolase 57 family protein
PMT1004,MIT9313_1_904788_1131090,cupin domain-containing protein
PMT1005,MIT9313_1_904788_1131090,possible Gamma-thionins family
PMT1007,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1008,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1009,MIT9313_1_904788_1131090,"possible 7S seed storage protein, N-terminal doma"
PMT1010,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1011,MIT9313_1_904788_1131090,putative trigger factor
PMT1012,MIT9313_1_904788_1131090,2-Cys peroxiredoxin
PMT1013,MIT9313_1_904788_1131090,phytochelatin synthase
PMT1014,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1015,MIT9313_1_904788_1131090,uncharacterized conserved membrane protein
PMT1016,MIT9313_1_904788_1131090,methyltransferase domain protein
PMT1017,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1019,MIT9313_1_904788_1131090,uncharacterized conserved membrane protein
PMT1024,MIT9313_1_904788_1131090,ion transport family protein
PMT1025,MIT9313_1_904788_1131090,"membrane-associated, eicosanoid/glutathione metabolism (MAPEG) protein"
PMT1026,MIT9313_1_904788_1131090,NUDIX hydrolase superfamily
PMT1028,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1029,MIT9313_1_904788_1131090,aspartate aminotransferase
PMT1031,MIT9313_1_904788_1131090,dienelactone hydrolase family protein
PMT1032,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1033,MIT9313_1_904788_1131090,possible Ets-domain
PMT1034,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1035,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1037,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1038,MIT9313_1_904788_1131090,OsmC/Ohr family domain-containing protein
PMT1039,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1040,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1042,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT1043,MIT9313_1_904788_1131090,possible Domain of unknown function DUF38
PMT1044,MIT9313_1_904788_1131090,proline/betaine transporter
PMT1045,MIT9313_1_904788_1131090,possible Glyceraldehyde 3-phosphate dehydrogenase
PMT1046,MIT9313_1_904788_1131090,"divinyl-chlorophyll a/b binding light harvesting protein, photosystem II-associated"
PMT1047,MIT9313_1_904788_1131090,possible Trypsin and protease inhibitor
PMT1048,MIT9313_1_904788_1131090,photosystem II PsbY protein
PMT_0829,MIT9313_1_904788_1131090,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_0831,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_0838,MIT9313_1_904788_1131090,Nif11-like leader peptide family natural product precursor
PMT_0841,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_0842,MIT9313_1_904788_1131090,Pyrimidine dimer DNA glycosylase
PMT_0849,MIT9313_1_904788_1131090,hypothetical protein
PMT_0860,MIT9313_1_904788_1131090,DUF3721 domain-containing protein
PMT_0861,MIT9313_1_904788_1131090,cell division protein SepF
PMT_0879,MIT9313_1_904788_1131090,possible 'chromo' (CHRromatin Organization MOd
PMT_0885,MIT9313_1_904788_1131090,"possible Guanylate-binding protein, C-terminal"
PMT_0887,MIT9313_1_904788_1131090,nif11-like leader peptide domain protein
PMT_0913,MIT9313_1_904788_1131090,tryptophan-rich conserved hypothetical protein CHP02450
PMT_0915,MIT9313_1_904788_1131090,Bacterial outer membrane protein
PMT_0916,MIT9313_1_904788_1131090,hypothetical protein
PMT_0922,MIT9313_1_904788_1131090,nif11-like leader peptide domain protein
PMT_0923,MIT9313_1_904788_1131090,hypothetical protein
PMT_0928,MIT9313_1_904788_1131090,hypothetical protein
PMT_0929,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_0933,MIT9313_1_904788_1131090,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_0942,MIT9313_1_904788_1131090,hypothetical protein
PMT_0961,MIT9313_1_904788_1131090,putative flagella basal body rod protein
PMT_0971,MIT9313_1_904788_1131090,possible bZIP transcription factor
PMT_0976,MIT9313_1_904788_1131090,possible Protein of unknown function DUF42
PMT_0985,MIT9313_1_904788_1131090,hypothetical protein
PMT_0990,MIT9313_1_904788_1131090,high light inducible protein
PMT_0995,MIT9313_1_904788_1131090,"two component sensor histidine kinase fragment, likely pseudogene"
PMT_0996,MIT9313_1_904788_1131090,"two component sensor histidine kinase fragment, likely pseudogene"
PMT_0997,MIT9313_1_904788_1131090,"two-component system sensor histidine kinase, phosphate sensing PhoR"
PMT_1022,MIT9313_1_904788_1131090,30S ribosomal protein S21
PMT_1027,MIT9313_1_904788_1131090,hypothetical protein
PMT_1030,MIT9313_1_904788_1131090,"possible Glucose-6-phosphate dehydrogenase, C-ter"
PMT_1041,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2441,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2443,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2446,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2452,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2454,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2459,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2463,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2464,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2468,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2469,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2474,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2476,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2480,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2485,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2487,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2491,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2496,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2502,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2503,MIT9313_1_904788_1131090,phage integrase
PMT_2504,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2508,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2509,MIT9313_1_904788_1131090,hypothetical protein
PMT_2510,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2512,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2515,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2516,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2525,MIT9313_1_904788_1131090,possible Peptidase family M1
PMT_2526,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2527,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2528,MIT9313_1_904788_1131090,putative flagella basal body rod protein
PMT_2529,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2532,MIT9313_1_904788_1131090,"lantipeptide precursor, Nif11-like leader peptide domain protein"
PMT_2538,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2539,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2542,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2544,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2546,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2548,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2549,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2561,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2572,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2575,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2584,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2586,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2591,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2593,MIT9313_1_904788_1131090,uncharacterized conserved membrane protein
PMT_2600,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2604,MIT9313_1_904788_1131090,Conserved hypothetical protein
PMT_2605,MIT9313_1_904788_1131090,Hypothetical protein
PMT_2611,MIT9313_1_904788_1131090,conserved hypothetical protein
PMT_2613,MIT9313_1_904788_1131090,hypothetical protein
RG24_RS04505,MIT9313_1_904788_1131090,ferric uptake regulator
RG24_RS04620,MIT9313_1_904788_1131090,hypothetical protein
RG24_RS04770,MIT9313_1_904788_1131090,"uncharacterized secreted protein, Prochlorococcus-specific"
RG24_RS05275,MIT9313_1_904788_1131090,hypothetical protein
RG24_RS05485,MIT9313_1_904788_1131090,hypothetical protein
PMT1384,MIT9313_1_1466670_1481174,conserved hypothetical protein
PMT1386,MIT9313_1_1466670_1481174,metallo-hydrolase/oxidoreductase
PMT1388,MIT9313_1_1466670_1481174,conserved hypothetical protein
PMT1391,MIT9313_1_1466670_1481174,conserved hypothetical protein
PMT1392,MIT9313_1_1466670_1481174,ACR YdiU/UPF0061 family protein
PMT1393,MIT9313_1_1466670_1481174,uncharacterized conserved secreted protein
PMT1394,MIT9313_1_1466670_1481174,glutamyl-Q-tRNA(Asp) synthetase
PMT_1382,MIT9313_1_1466670_1481174,phytanoyl-CoA dioxygenase family protein
PMT_2680,MIT9313_1_1466670_1481174,conserved hypothetical protein
PMT_2681,MIT9313_1_1466670_1481174,Conserved hypothetical protein
PMT_2686,MIT9313_1_1466670_1481174,Conserved hypothetical protein
PMT_2689,MIT9313_1_1466670_1481174,putative membrane protein
PMT_2693,MIT9313_1_1466670_1481174,Hypothetical protein
PMT_2694,MIT9313_1_1466670_1481174,possible DnaJ type IV chaperone protein
PMT1512,MIT9313_1_1600242_1616143,photosystem II assembly factor
PMT1513,MIT9313_1_1600242_1616143,outer membrane protein
PMT1514,MIT9313_1_1600242_1616143,uncharacterized conserved secreted protein
PMT1515,MIT9313_1_1600242_1616143,arylsulfatase subfamily S1_4
PMT1516,MIT9313_1_1600242_1616143,sulfatase-modifying factor enzyme 1
PMT1517,MIT9313_1_1600242_1616143,"extracellular substrate-binding orphan, GRRM family protein"
PMT1518,MIT9313_1_1600242_1616143,rSAM-associated Gly-rich repeat secreted protein
PMT1519,MIT9313_1_1600242_1616143,rSAM-associated Gly-rich repeat secreted protein
PMT1520,MIT9313_1_1600242_1616143,"radical SAM/SPASM domain, GRRM system family protein"
PMT1521,MIT9313_1_1600242_1616143,uncharacterized conserved lipoprotein (DUF1254/DUF1214)
PMT1522,MIT9313_1_1600242_1616143,uncharacterized conserved lipoprotein (DUF1254/DUF1214)
PMT1523,MIT9313_1_1600242_1616143,conserved hypothetical protein
PMT1524,MIT9313_1_1600242_1616143,"small-conductance mechanosensitive ion channel, MscS family"
