locus_tag,island_id,product
PMM1037,MED4_1_979511_984734,conserved hypothetical protein
PMM1038,MED4_1_979511_984734,A circularly permuted ATPgrasp family protein
PMM1039,MED4_1_979511_984734,A predicted alpha-helical domain with a conserved ER motif family protein
PMM1040,MED4_1_979511_984734,transglutaminase-like superfamily protein
PMM1951,MED4_1_979511_984734,conserved hypothetical protein
PMM1952,MED4_1_979511_984734,Conserved hypothetical protein
PMM1114,MED4_1_1060080_1087933,conserved hypothetical protein
PMM1115,MED4_1_1060080_1087933,carotenoid isomerase
PMM1116,MED4_1_1060080_1087933,methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing)
PMM1117,MED4_1_1060080_1087933,photosystem II PsbY protein
PMM1118,MED4_1_1060080_1087933,high light inducible protein
PMM1119,MED4_1_1060080_1087933,outer membrane porin
PMM1120,MED4_1_1060080_1087933,TPR repeat-containing protein
PMM1121,MED4_1_1060080_1087933,outer membrane porin
PMM1122,MED4_1_1060080_1087933,adenine phosphoribosyltransferase
PMM1123,MED4_1_1060080_1087933,hydrogenase/urease accessory protein
PMM1124,MED4_1_1060080_1087933,autotransporter beta-domain containing protein
PMM1125,MED4_1_1060080_1087933,"conserved hypothetical protein, Prochlorococcus-specific"
PMM1126,MED4_1_1060080_1087933,acyltransferase family protein
PMM1127,MED4_1_1060080_1087933,conserved hypothetical protein
PMM1128,MED4_1_1060080_1087933,high light inducible protein
PMM1129,MED4_1_1060080_1087933,uncharacterized conserved membrane protein
PMM1130,MED4_1_1060080_1087933,possible uncharacterized conserved secreted protein
PMM1131,MED4_1_1060080_1087933,conserved hypothetical protein
PMM1132,MED4_1_1060080_1087933,ACR YdiU/UPF0061 family protein
PMM1133,MED4_1_1060080_1087933,cupin domain-containing protein
PMM1134,MED4_1_1060080_1087933,conserved hypothetical protein (DUF1651)
PMM1135,MED4_1_1060080_1087933,high light inducible protein
PMM1137,MED4_1_1060080_1087933,conserved hypothetical protein
PMM1954,MED4_1_1060080_1087933,conserved hypothetical protein
PMM1955,MED4_1_1060080_1087933,Conserved hypothetical protein
PMM1956,MED4_1_1060080_1087933,Hypothetical protein
PMM1957,MED4_1_1060080_1087933,uncharacterized conserved membrane protein
PMM1958,MED4_1_1060080_1087933,uncharacterized conserved membrane protein
PMM1959,MED4_1_1060080_1087933,conserved hypothetical protein
PMM1960,MED4_1_1060080_1087933,Conserved hypothetical protein
PMM1961,MED4_1_1060080_1087933,conserved hypothetical protein
PMM1962,MED4_1_1060080_1087933,uncharacterized conserved membrane protein
PMM1963,MED4_1_1060080_1087933,Hypothetical protein
PMM1964,MED4_1_1060080_1087933,Conserved hypothetical protein
TX50_RS09520,MED4_1_1060080_1087933,hypothetical protein
PMM1204,MED4_1_1152143_1214874,glucose-1-phosphate cytidylyltransferase
PMM1205,MED4_1_1152143_1214874,"possible NDP-hexose 3,4-dehydratase"
PMM1206,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1207,MED4_1_1152143_1214874,GDP-L-fucose synthase
PMM1208,MED4_1_1152143_1214874,"GDP-mannose 4,6-dehydratase"
PMM1209,MED4_1_1152143_1214874,UDP-glucose 4-epimerase
PMM1210,MED4_1_1152143_1214874,nucleotide sugar epimerase
PMM1211,MED4_1_1152143_1214874,polysaccharide biosynthesis/export family protein
PMM1212,MED4_1_1152143_1214874,S-adenosyl-L-methionine-dependent methyltransferase
PMM1213,MED4_1_1152143_1214874,hypothetical protein distantly related to alpha-glycosyltransferases
PMM1214,MED4_1_1152143_1214874,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase"
PMM1215,MED4_1_1152143_1214874,FAD/NAD-binding oxidoreductase
PMM1216,MED4_1_1152143_1214874,mobA-like NTP transferase domain protein
PMM1217,MED4_1_1152143_1214874,D-sedoheptulose 7-phosphate isomerase
PMM1218,MED4_1_1152143_1214874,cytidyltransferase-like domain protein
PMM1219,MED4_1_1152143_1214874,polysaccharide biosynthesis family protein
PMM1220,MED4_1_1152143_1214874,"beta-glycosyltransferase, family 2"
PMM1221,MED4_1_1152143_1214874,"possible alpha-glycosyltransferase, family 4"
PMM1222,MED4_1_1152143_1214874,"beta-glycosyltransferase, family 2"
PMM1223,MED4_1_1152143_1214874,"possible alpha-glycosyltransferase, family 4"
PMM1224,MED4_1_1152143_1214874,polysaccharide biosynthesis/export protein
PMM1225,MED4_1_1152143_1214874,P-loop containing nucleoside triphosphate hydrolase
PMM1226,MED4_1_1152143_1214874,putative membrane protein
PMM1227,MED4_1_1152143_1214874,UDP-N-acetylmuramyl pentapeptide phosphotransferase/UDP-N- acetylglucosamine-1-phosphate transferase
PMM1228,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1229,MED4_1_1152143_1214874,pyruvate dehydrogenase E1 component alpha subunit
PMM1230,MED4_1_1152143_1214874,dehydrogenase E1 component beta subunit
PMM1231,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1232,MED4_1_1152143_1214874,S-adenosyl-L-methionine-dependent methyltransferase
PMM1233,MED4_1_1152143_1214874,dTDP-4-dehydrorhamnose reductase protein family
PMM1234,MED4_1_1152143_1214874,"alcohol dehydrogenase protein superfamily, zinc-type"
PMM1235,MED4_1_1152143_1214874,"transketolase, N-terminal domain-like protein"
PMM1236,MED4_1_1152143_1214874,"transketolase, C-terminal domain"
PMM1237,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1238,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1239,MED4_1_1152143_1214874,"ABC transporter type 1, ATPase component"
PMM1240,MED4_1_1152143_1214874,methyltransferase domain protein
PMM1241,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1242,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1243,MED4_1_1152143_1214874,putative methyltransferase
PMM1244,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1245,MED4_1_1152143_1214874,hypothetical protein
PMM1246,MED4_1_1152143_1214874,carbamoyltransferase family protein
PMM1247,MED4_1_1152143_1214874,hypothetical protein
PMM1248,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1249,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1250,MED4_1_1152143_1214874,putative membrane protein
PMM1251,MED4_1_1152143_1214874,carbamoyltransferase family protein
PMM1252,MED4_1_1152143_1214874,possible acetyltransferase
PMM1253,MED4_1_1152143_1214874,S-adenosyl-L-methionine-dependent methyltransferase
PMM1254,MED4_1_1152143_1214874,"possible beta-glycosyltransferase, family 2"
PMM1255,MED4_1_1152143_1214874,conserved hypothetical protein
PMM1256,MED4_1_1152143_1214874,possible beta-glycosyltransferase
PMM1257,MED4_1_1152143_1214874,"possible dTDP-glucose 4,6-dehydratase"
PMM1258,MED4_1_1152143_1214874,perosamine synthetase protein family
PMM1259,MED4_1_1152143_1214874,perosamine synthetase protein family
PMM1260,MED4_1_1152143_1214874,UDP-glucuronate decarboxylase
PMM1972,MED4_1_1152143_1214874,putative sxtK
