old_locus_tag,locus_tag_new,gene,product,has_primary_tss,antisense_tss_count,internal_tss_count,minus10_element_score,tss_distance_to_cds,resolved_locus_tag,resolution_method
PMT0288,P9313_03401,,hypothetical,True,0,0,3.790136608,93.0,PMT0288,locus_tag:old_locus_tag
PMT0289,P9313_03411,,ComEC/Rec2-related protein,False,1,0,,,PMT_0289,tier1:old_locus_tag
PMT0290,P9313_03441,,Phage integrase,False,1,0,,,PMT0290,locus_tag:old_locus_tag
PMT0291,P9313_03451,,"possible Zinc finger, C3HC4 type (RING finger)",True,0,0,4.197273634,20.0,PMT0291,locus_tag:old_locus_tag
PMT0292,P9313_03481,,hypothetical,False,1,0,,,PMT0292,locus_tag:old_locus_tag
PMT0293,P9313_03511,,hypothetical,True,0,0,5.826237321,18.0,PMT0293,locus_tag:old_locus_tag
PMT0294,P9313_03531,,Site-specific recombinase,True,0,0,4.958946612,32.0,PMT0294,locus_tag:old_locus_tag
PMT0295,P9313_03541,,TPR repeat,True,1,2,4.317472482,21.0,PMT0295,locus_tag:old_locus_tag
PMT0296,P9313_03551,,TPR repeat,False,0,3,,,PMT0296,locus_tag:old_locus_tag
PMT0297,P9313_03561,,Staphylococcus nuclease (SNase) homologues,False,1,0,,,PMT0297,locus_tag:old_locus_tag
PMT0298,P9313_03581,,hypothetical,False,1,0,,,PMT0298,locus_tag:old_locus_tag
PMT0299,P9313_03591,,possible Cation-dependent mannose-6-phosphate,False,1,0,,,PMT0299,locus_tag:old_locus_tag
PMT0301,P9313_03621,,possible Fanconi anaemia group C protein,True,0,0,2.707486396,20.0,PMT0301,locus_tag:old_locus_tag
PMT0302,P9313_03631,,conserved hypothetical protein,False,3,1,,,PMT0302,locus_tag:old_locus_tag
PMT0303,P9313_03641,,possible Kelch motif,False,1,0,,,PMT0303,locus_tag:old_locus_tag
PMT0305,P9313_03671,,Uncharacterized conserved protein,True,2,2,4.402067452,20.0,PMT0305,locus_tag:old_locus_tag
PMT0306,P9313_03681,,hypothetical,True,1,0,5.826237321,62.0,PMT0306,locus_tag:old_locus_tag
PMT0307,P9313_03691,,,True,1,3,2.186354401,0.0,PMT_0307,tier1:old_locus_tag
PMT0308,P9313_03701,,Hydantoinase/oxoprolinase:Hydantoinase B/oxoprolinase,True,5,0,3.908236453,32.0,PMT0308,locus_tag:old_locus_tag
PMT0309,P9313_03721,,conserved hypothetical protein,True,0,0,2.636325581,15.0,PMT0309,locus_tag:old_locus_tag
PMT0310,P9313_03731,,probable glycosyltransferase,True,0,2,3.19913523,20.0,PMT0310,locus_tag:old_locus_tag
PMT0311,P9313_03741,wcaJ,galactosyl-1-phosphate transferase,True,2,0,5.292405959,35.0,PMT0311,locus_tag:old_locus_tag
PMT0312,P9313_03761,cobD,putative cobalamin biosynthetic protein,False,2,0,,,PMT0312,locus_tag:old_locus_tag
PMT0313,P9313_03771,ilvC,Acetohydroxy acid isomeroreductase,True,1,1,4.887785797,25.0,PMT0313,locus_tag:old_locus_tag
PMT0314,P9313_03781,clpP3,Clp protease subunit,False,1,0,,,PMT0314,locus_tag:old_locus_tag
PMT0315,P9313_03791,clpP4,Clp protease proteolytic subunit,True,2,0,4.317472482,21.0,PMT0315,locus_tag:old_locus_tag
PMT0316,P9313_03801,,Integral membrane protein (PIN domain superfamily),True,1,0,3.560786306,,PMT0316,locus_tag:old_locus_tag
PMT0317,P9313_03811,hemN,Putative oxygen-independent coproporphyrinogen III oxidase,False,1,3,,,PMT0317,locus_tag:old_locus_tag
PMT0318,P9313_03821,panB,putative Ketopantoate hydroxymethyltransferase,False,2,0,,,PMT_0318,tier1:old_locus_tag
PMT0319,P9313_03831,ftsZ,Cell division protein FtsZ:Tubulin/FtsZ family,False,7,1,,,PMT0319,locus_tag:old_locus_tag
PMT0320,P9313_03851,ftsQ,Cell division septal protein,False,1,0,,,PMT0320,locus_tag:old_locus_tag
PMT0321,P9313_03861,,conserved hypothetical protein,True,1,0,3.908236453,66.0,PMT0321,locus_tag:old_locus_tag
PMT0322,P9313_03871,ddlA,D-alanine--D-alanine ligase,True,2,3,3.661947302,28.0,PMT0322,locus_tag:old_locus_tag
PMT0323,P9313_03881,,2-methylthioadenine synthetase,False,3,2,,,PMT0323,locus_tag:old_locus_tag
PMT0324,P9313_03891,,hypothetical,False,2,2,,,PMT0324,locus_tag:old_locus_tag
PMT0325,P9313_03911,,conserved hypothetical protein,False,1,2,,,PMT0325,locus_tag:old_locus_tag
PMT0326,P9313_03921,codA,possible cytosine deaminase,True,3,1,3.798695526,59.0,PMT0326,locus_tag:old_locus_tag
PMT0327,P9313_03931,,"FAD linked oxidase, N-terminal",False,1,4,,,PMT0327,locus_tag:old_locus_tag
PMT0328,P9313_03941,,"possible bromodomain adjacent to zinc finger domain, 2B...",False,2,0,,,PMT0328,locus_tag:old_locus_tag
PMT0329,P9313_03951,,Uncharacterized low-complexity proteins,False,1,0,,,PMT0329,locus_tag:old_locus_tag
PMT0330,P9313_03961,folC,putuative bifunctional Dihydrofolate/Folylpolyglutamate synthase,False,1,0,,,PMT0330,locus_tag:old_locus_tag
PMT0331,P9313_03971,argD,Acetylornithine and succinylornithine aminotransferases,False,3,3,,,PMT0331,locus_tag:old_locus_tag
PMT0332,P9313_03981,murA,UDP-N-glucosamine 1-carboxyvinyltransferase,True,4,3,5.450595445,44.0,PMT0332,locus_tag:old_locus_tag
PMT0334,P9313_04001,spoU,tRNA/rRNA methyltransferase (SpoU),False,2,1,,,PMT0334,locus_tag:old_locus_tag
PMT0335,P9313_04011,lpdA,putative dihydrolipoamide dehydrogenase,True,0,2,4.006493,18.0,PMT0335,locus_tag:old_locus_tag
PMT0336,P9313_04021,trpC,Indole-3-glycerol phosphate synthase,False,1,0,,,PMT0336,locus_tag:old_locus_tag
PMT0337,P9313_04031,,hypothetical,False,1,0,,,PMT0337,locus_tag:old_locus_tag
PMT0338,P9313_04041,,marine cyanobacterial conserved hypothetical,True,0,0,5.430662869,15.0,PMT0338,locus_tag:old_locus_tag
PMT0339,P9313_04051,,putative signal peptidase,True,1,0,4.269887529,,PMT0339,locus_tag:old_locus_tag
PMT0340,P9313_04061,,putative nickel-containing superoxide dismutase precursor (NISOD),True,1,1,5.221245144,19.0,PMT0340,locus_tag:old_locus_tag
PMT0341,P9313_04071,fkpA,FKBP-type peptidyl-prolyl cis-trans isomerase (PPIase),True,0,0,4.7355268,19.0,PMT0341,locus_tag:old_locus_tag
PMT0342,P9313_04081,,possible Zn-finger in Ran binding protein and,True,2,1,3.626960319,20.0,PMT_0342,tier1:old_locus_tag
PMT0343,P9313_04091,lnt,possible apolipoprotein n-acyltransferase,True,1,0,4.172717151,17.0,PMT0343,locus_tag:old_locus_tag
PMT0344,P9313_04101,trmU,tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase,False,1,1,,,PMT0344,locus_tag:old_locus_tag
PMT0345,P9313_04111,,Predicted sugar kinase fused to uncharacterized domain,True,1,3,3.442597183,26.0,PMT0345,locus_tag:old_locus_tag
PMT0346,P9313_04121,,"Type II alternative RNA polymerase sigma factor, sigma-70 family",True,2,1,3.574777106,24.0,PMT0346,locus_tag:old_locus_tag
PMT0347,P9313_04131,pdhA,Pyruvate dehydrogenase E1 alpha subunit,True,2,0,4.563372159,20.0,PMT0347,locus_tag:old_locus_tag
PMT0348,P9313_04141,,conserved hypothetical protein,True,3,1,5.292405959,18.0,PMT0348,locus_tag:old_locus_tag
PMT0349,P9313_04151,ffh,signal recognition particle protein (SRP54),True,0,2,5.201312567,23.0,PMT0349,locus_tag:old_locus_tag
PMT0350,P9313_04161,rpsP,30S Ribosomal protein S16,True,2,0,4.826766689,56.0,PMT0350,locus_tag:old_locus_tag
PMT0351,P9313_04171,phoH,PhoH-like phosphate starvation-inducible protein,False,1,1,,,PMT0351,locus_tag:old_locus_tag
PMT0352,P9313_04181,,"Integral membrane protein, interacts with FtsH",True,1,0,3.534776743,20.0,PMT0352,locus_tag:old_locus_tag
PMT0353,P9313_04231,,possible sodium dependent transporter,False,2,0,,,PMT0353,locus_tag:old_locus_tag
PMT0354,P9313_04241,,conserved hypothetical protein,False,0,1,,,PMT0354,locus_tag:old_locus_tag
PMT0355,P9313_04251,era,GTP-binding protein ERA homolog,False,0,1,,,PMT0355,locus_tag:old_locus_tag
PMT0356,P9313_04261,trmD,"putative bifuntional enzyme: tRNA methyltransferase; 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",False,0,2,,,PMT_0356,tier1:old_locus_tag
PMT0358,P9313_04281,,putative circadian phase modifier CpmA homolog,False,0,1,,,PMT0358,locus_tag:old_locus_tag
PMT0359,P9313_04291,,conserved hypothetical protein,True,0,0,2.867270488,15.0,PMT_0359,tier1:old_locus_tag
PMT0360,P9313_04301,,conserved hypothetical protein,True,0,0,3.26637285,20.0,PMT_0360,tier1:old_locus_tag
PMT0361,P9313_04311,,Predicted membrane protein,True,2,0,5.292405959,16.0,PMT0361,locus_tag:old_locus_tag
PMT0362,P9313_04321,thiS,DUF170,False,1,0,,,PMT0362,locus_tag:old_locus_tag
PMT0363,P9313_04331,thiE,Thiamine monophosphate synthase (TMP),False,1,0,,,PMT0363,locus_tag:old_locus_tag
PMT0364,P9313_04351,ribF,putative riboflavin kinase/FAD synthase,False,1,0,,,PMT0364,locus_tag:old_locus_tag
PMT0365,P9313_04361,,conserved hypothetical protein,False,0,2,,,PMT0365,locus_tag:old_locus_tag
PMT0366,P9313_04371,surE,Survival protein SurE,True,1,1,3.734561198,24.0,PMT0366,locus_tag:old_locus_tag
PMT0367,P9313_04381,pheS,Phenylalanyl-tRNA synthetase alpha chain,True,1,2,4.958946612,16.0,PMT0367,locus_tag:old_locus_tag
PMT0368,P9313_04391,,predicted sugar kinase,True,0,0,4.958946612,21.0,PMT0368,locus_tag:old_locus_tag
PMT0369,P9313_04401,,DUF192,False,1,0,,,PMT0369,locus_tag:old_locus_tag
PMT0370,P9313_04411,cobL,putative precorrin-6y methylase,False,0,1,,,PMT0370,locus_tag:old_locus_tag
PMT0371,P9313_04421,,hypothetical,True,0,1,2.216409015,3.0,PMT_0371,tier1:old_locus_tag
PMT0373,P9313_04441,,Predicted bile acid beta-glucosidase,True,0,1,3.463615928,15.0,PMT0373,locus_tag:old_locus_tag
PMT0374,P9313_04451,,conserved hypothetical protein,True,1,0,4.492211344,,PMT0374,locus_tag:old_locus_tag
PMT0375,P9313_04461,ribD,putative Diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino)uracil reductase,False,0,1,,,PMT0375,locus_tag:old_locus_tag
PMT0376,P9313_04471,,Potassium channel,False,2,1,,,PMT0376,locus_tag:old_locus_tag
PMT0377,P9313_04481,,Uncharacterized conserved protein,False,0,1,,,PMT0377,locus_tag:old_locus_tag
PMT0378,P9313_04511,ftsH3,cell division protein FtsH3,True,1,1,4.527729326,21.0,PMT0378,locus_tag:old_locus_tag
PMT0379,P9313_04521,argF,Ornithine carbamoyltransferase,False,1,0,,,PMT0379,locus_tag:old_locus_tag
PMT0380,P9313_04531,lexA,"SOS function regulatory protein, LexA repressor",False,1,0,,,PMT0380,locus_tag:old_locus_tag
PMT0381,P9313_04541,,possible M protein repeat,False,1,0,,,PMT0381,locus_tag:old_locus_tag
PMT0382,P9313_04551,,possible Signal peptidase I,False,1,0,,,PMT0382,locus_tag:old_locus_tag
PMT0383,P9313_04561,,possible Carbohydrate phosphorylase,True,1,0,5.59688702,25.0,PMT0383,locus_tag:old_locus_tag
PMT0384,P9313_04571,def,Formylmethionine deformylase,False,0,1,,,PMT0384,locus_tag:old_locus_tag
PMT0385,P9313_04581,,Esterase/lipase/thioesterase family active site,False,3,0,,,PMT0385,locus_tag:old_locus_tag
PMT0386,P9313_04591,dnaQ,"possible DNA polymerase III, epsilon subunit",True,1,1,3.908236453,,PMT0386,locus_tag:old_locus_tag
PMT0387,P9313_04601,,putative bacterioferritin comigratory protein,True,0,2,5.063055658,16.0,PMT0387,locus_tag:old_locus_tag
PMT0388,P9313_04611,,conserved hypothetical protein,True,1,4,3.099624445,35.0,PMT0388,locus_tag:old_locus_tag
PMT0389,P9313_04621,acs,acetyl-coenzyme A synthetase,False,3,6,,,PMT0389,locus_tag:old_locus_tag
PMT0390,P9313_04631,,possible Coproporphyrinogen III oxidase,True,1,1,2.651993672,12.0,PMT0390,locus_tag:old_locus_tag
PMT0391,P9313_04641,,unknown,False,3,2,,,PMT0391,locus_tag:old_locus_tag
PMT0392,P9313_04651,sds,polyprenyl synthetase; solanesyl diphosphate synthase (sds),True,4,2,5.59688702,13.0,PMT0392,locus_tag:old_locus_tag
PMT0393,P9313_04661,murI,Putative aspartate and glutamate racemases:Glutamate racemase,False,1,2,,,PMT0393,locus_tag:old_locus_tag
PMT0394,P9313_04671,amiC,Cell wall hydrolase/autolysin,False,0,2,,,PMT0394,locus_tag:old_locus_tag
PMT0395,P9313_04681,,Possible nitrilase,True,0,3,4.958946612,15.0,PMT0395,locus_tag:old_locus_tag
PMT0396,P9313_04691,,probable 2-phosphosulfolactate phosphatase,True,1,0,4.402067452,19.0,PMT0396,locus_tag:old_locus_tag
PMT0397,P9313_04701,ubiD,"Protein of unknown function DUF117, putative carboxy-lyase",True,1,2,3.139202291,27.0,PMT0397,locus_tag:old_locus_tag
PMT0398,P9313_04711,aroA,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),True,1,1,4.72959631,36.0,PMT0398,locus_tag:old_locus_tag
PMT0399,P9313_04721,,Uncharacterized conserved protein,False,2,3,,,PMT0399,locus_tag:old_locus_tag
PMT0400,P9313_04731,glmU,UDP-N-acetylglucosamine pyrophosphorylase,False,0,1,,,PMT0400,locus_tag:old_locus_tag
PMT0401,P9313_04741,murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",True,4,0,4.506176498,1.0,PMT0401,locus_tag:old_locus_tag
PMT0402,P9313_04751,,conserved hypothetical protein,True,2,1,5.117136098,98.0,PMT0402,locus_tag:old_locus_tag
PMT0403,P9313_04771,glgA,Putative ADPglucose--starch glucosyltransferase,True,3,3,5.292405959,52.0,PMT0403,locus_tag:old_locus_tag
PMT0404,P9313_04781,,conserved hypothetical protein,False,2,0,,,PMT0404,locus_tag:old_locus_tag
PMT0405,P9313_04791,menB,Naphthoate synthase,True,1,1,4.402067452,17.0,PMT0405,locus_tag:old_locus_tag
PMT0406,P9313_04801,menD,"Menaquinone biosynthesis protein; 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",False,2,2,,,PMT0406,locus_tag:old_locus_tag
PMT0407,P9313_04811,lepB,leader peptidase I,False,2,0,,,PMT0407,locus_tag:old_locus_tag
PMT0408,P9313_04821,,conserved hypothetical protein,True,3,2,5.063055658,20.0,PMT0408,locus_tag:old_locus_tag
PMT0410,P9313_04841,,hypothetical,False,1,0,,,PMT0410,locus_tag:old_locus_tag
PMT0411,P9313_04851,,possible Transaldolase,True,0,0,5.292405959,15.0,PMT0411,locus_tag:old_locus_tag
PMT0412,P9313_04861,,Chalcone synthase (CHS),False,1,0,,,PMT0412,locus_tag:old_locus_tag
PMT0413,P9313_04871,,NAD binding site,False,3,2,,,PMT0413,locus_tag:old_locus_tag
PMT0414,P9313_04881,,SAM (and some other nucleotide) binding motif,True,0,2,4.197273634,18.0,PMT0414,locus_tag:old_locus_tag
PMT0415,P9313_04891,,hypothetical,True,1,0,4.426623935,92.0,PMT0415,locus_tag:old_locus_tag
PMT0416,P9313_04901,,"ABC transporter component, possibly Mn transport",False,1,0,,,PMT0416,locus_tag:old_locus_tag
PMT0417,P9313_04911,,"ABC transporter, ATP binding domain, possibly Mn transporter",False,3,0,,,PMT0417,locus_tag:old_locus_tag
PMT0418,P9313_04921,,"ABC transporter, substrate binding protein, possibly Mn.",True,1,2,3.790136608,11.0,PMT0418,locus_tag:old_locus_tag
PMT0419,P9313_04931,psbA,Photosystem II PsbA protein (D1),True,3,0,4.984956175,7.0,PMT0419,locus_tag:old_locus_tag
PMT0420,P9313_04941,,conserved hypothetical protein,True,3,1,5.221245144,23.0,PMT0420,locus_tag:old_locus_tag
PMT0421,P9313_04951,,Conserved hypothetical protein,True,1,0,3.297391777,18.0,PMT0421,locus_tag:old_locus_tag
PMT0422,P9313_04961,trpS,"t-RNA synthetase, class Ib:Tryptophanyl-tRNA synthetase",True,1,3,4.026425577,108.0,PMT0422,locus_tag:old_locus_tag
PMT0423,P9313_04981,,possible endolysin,True,3,4,2.401653779,8.0,PMT0423,locus_tag:old_locus_tag
PMT0424,P9313_05001,thrS,Threonyl-tRNA synthatase,False,4,7,,,PMT0424,locus_tag:old_locus_tag
PMT0425,P9313_05031,glk,Putative glucokinase,False,0,2,,,PMT0425,locus_tag:old_locus_tag
PMT0426,P9313_05041,thrB,Homoserine kinase:GHMP kinases putative ATP-binding domain,True,3,7,2.47010143,15.0,PMT0426,locus_tag:old_locus_tag
PMT0427,P9313_05051,ndhD,putative NADH Dehydrogenase (complex I) subunit (chain 4),False,5,2,,,PMT0427,locus_tag:old_locus_tag
PMT0428,P9313_05061,prlC,Phosphofructokinase:Peptidase family M3,False,2,1,,,PMT0428,locus_tag:old_locus_tag
PMT0429,P9313_05071,,"possible Arginine repressor, C-terminal domain",False,1,4,,,PMT0429,locus_tag:old_locus_tag
PMT0430,P9313_05091,,Permeases,False,1,1,,,PMT0430,locus_tag:old_locus_tag
PMT0431,P9313_05121,,conserved hypothetical protein,False,1,0,,,PMT0431,locus_tag:old_locus_tag
PMT0432,P9313_05131,,hypothetical,False,1,1,,,PMT0432,locus_tag:old_locus_tag
PMT0433,P9313_05141,,hypothetical,False,0,4,,,PMT0433,locus_tag:old_locus_tag
PMT0434,P9313_05151,,lipase family protein,False,1,0,,,PMT0434,locus_tag:old_locus_tag
PMT0435,P9313_05161,folB,Possible dihydroneopterin aldolase,False,0,1,,,PMT0435,locus_tag:old_locus_tag
PMT0436,P9313_05171,proA,Gamma-glutamyl phosphate reductase,False,3,1,,,PMT0436,locus_tag:old_locus_tag
PMT0437,P9313_05181,,ROK family,False,3,2,,,PMT0437,locus_tag:old_locus_tag
PMT0438,P9313_05191,,conserved hypothetical protein,True,11,6,4.523794314,26.0,PMT0438,locus_tag:old_locus_tag
PMT0439,P9313_05201,,conserved hypothetical protein,False,1,0,,,PMT0439,locus_tag:old_locus_tag
PMT0440,P9313_05211,,conserved hypothetical,False,1,0,,,PMT0440,locus_tag:old_locus_tag
PMT0441,P9313_05221,,conserved hypothetical,False,2,0,,,PMT0441,locus_tag:old_locus_tag
PMT0442,P9313_05231,,Predicted acyl esterases,False,3,1,,,PMT0442,locus_tag:old_locus_tag
PMT0443,P9313_05241,,conserved hypothetical,False,2,0,,,PMT0443,locus_tag:old_locus_tag
PMT0444,P9313_05251,glgB,"1,4-alpha-glucan branching enzyme",True,2,2,4.887785797,17.0,PMT0444,locus_tag:old_locus_tag
PMT0445,P9313_05261,hemE,Uroporphyrinogen decarboxylase (URO-D),True,0,1,4.530732981,18.0,PMT0445,locus_tag:old_locus_tag
PMT0446,P9313_05271,,Nucleoside-diphosphate-sugar epimerases,True,1,1,3.534776743,41.0,PMT0446,locus_tag:old_locus_tag
PMT0447,P9313_05281,petE,plastocyanin,True,1,0,4.958946612,19.0,PMT0447,locus_tag:old_locus_tag
PMT0448,P9313_05291,,conserved hypothetical protein,True,1,2,4.530732981,84.0,PMT_0448,tier1:old_locus_tag
PMT0449,P9313_05301,clpB1,"ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB",True,4,2,4.334021858,15.0,PMT0449,locus_tag:old_locus_tag
PMT0450,P9313_05311,,possible Plant thionin,True,1,0,4.721561646,63.0,PMT0450,locus_tag:old_locus_tag
PMT0451,P9313_05321,,hypothetical,False,1,0,,,PMT0451,locus_tag:old_locus_tag
PMT0452,P9313_05331,,hypothetical,False,0,1,,,PMT0452,locus_tag:old_locus_tag
PMT0453,P9313_05341,hisI,Phosphoribosyl-AMP cyclohydrolase:Phosphoribosyl-ATP pyrophos...,False,1,0,,,PMT0453,locus_tag:old_locus_tag
PMT0454,P9313_05351,,conserved hypothetical protein,False,2,0,,,PMT0454,locus_tag:old_locus_tag
PMT0455,P9313_05361,,Predicted membrane protein,False,1,0,,,PMT0455,locus_tag:old_locus_tag
PMT0456,P9313_05381,sigB,Sigma-70 factor family,True,1,2,4.530732981,15.0,PMT0456,locus_tag:old_locus_tag
PMT0457,P9313_05391,,Uncharacterized conserved protein,True,1,0,2.318534324,19.0,PMT0457,locus_tag:old_locus_tag
PMT0460,P9313_05421,,Predicted membrane protein,True,2,0,5.430662869,38.0,PMT0460,locus_tag:old_locus_tag
PMT0461,P9313_05431,,conserved hypothetical protein,True,0,1,5.221245144,167.0,PMT0461,locus_tag:old_locus_tag
PMT0462,P9313_05441,petJ,"Cytochrome c, class IC:Cytochrome c, class I",False,0,2,,,PMT0462,locus_tag:old_locus_tag
PMT0463,P9313_05451,,Uncharacterized protein conserved in bacteria,True,0,0,5.826237321,84.0,PMT0463,locus_tag:old_locus_tag
PMT0464,P9313_05461,,conserved hypothetical protein,True,0,0,5.826237321,67.0,PMT0464,locus_tag:old_locus_tag
PMT0465,P9313_05471,trpA,"Tryptophan synthase, alpha subunit",False,1,0,,,PMT0465,locus_tag:old_locus_tag
PMT0466,P9313_05481,,conserved hypothetical protein,False,1,0,,,PMT0466,locus_tag:old_locus_tag
PMT0467,P9313_05491,,hypothetical,True,3,0,4.760083283,,PMT0467,locus_tag:old_locus_tag
PMT0468,P9313_05501,pyrC,Dihydroorotase,False,3,3,,,PMT0468,locus_tag:old_locus_tag
PMT0469,P9313_05521,ECM27,"putative CaCA family, sodium/calcium exchanger",True,4,2,5.59688702,16.0,PMT0469,locus_tag:old_locus_tag
PMT0470,P9313_05531,gshR,probable glutathione reductase (NADPH),True,2,0,3.179202653,15.0,PMT0470,locus_tag:old_locus_tag
PMT0471,P9313_05561,,conserved hypothetical protein,False,1,2,,,PMT0471,locus_tag:old_locus_tag
PMT0472,P9313_05571,,conserved hypothetical protein,False,2,2,,,PMT0472,locus_tag:old_locus_tag
PMT0473,P9313_05581,,possible NADH-Ubiquinone/plastoquinone,True,4,1,4.172717151,7.0,PMT0473,locus_tag:old_locus_tag
PMT0474,P9313_05591,gadA,Glutamate decarboxylase,False,9,2,,,PMT0474,locus_tag:old_locus_tag
PMT0475,P9313_05601,,GCN5-related N-acetyltransferase,True,0,0,4.172717151,,PMT0475,locus_tag:old_locus_tag
PMT0476,P9313_05611,,conserved hypothetical protein,False,1,0,,,PMT0476,locus_tag:old_locus_tag
PMT0477,P9313_05621,,hypothetical,False,0,1,,,PMT0477,locus_tag:old_locus_tag
PMT0478,P9313_05631,,conserved hypothetical protein,False,1,1,,,PMT0478,locus_tag:old_locus_tag
PMT0479,P9313_05651,,conserved hypothetical protein,True,0,2,5.59688702,60.0,PMT0479,locus_tag:old_locus_tag
PMT0480,P9313_05671,,Short-chain dehydrogenase/reductase (SDR) superfamily,True,1,1,2.897926519,24.0,PMT0480,locus_tag:old_locus_tag
PMT0481,P9313_05681,,hypothetical protein,True,1,1,4.297539905,271.0,PMT0481,locus_tag:old_locus_tag
PMT0482,P9313_05691,,TPR repeat,True,1,1,6.159696669,35.0,PMT0482,locus_tag:old_locus_tag
PMT0483,P9313_05701,,possible Malic enzyme,False,1,2,,,PMT0483,locus_tag:old_locus_tag
PMT0484,P9313_05721,,possible Domain of unknown function DUF33,False,1,2,,,PMT0484,locus_tag:old_locus_tag
PMT0485,P9313_05741,,hypothetical,True,0,0,3.99540665,,PMT0485,locus_tag:old_locus_tag
PMT0486,P9313_05751,,"possible DNA polymerase III beta subunit, cent",True,0,0,4.790284736,59.0,PMT0486,locus_tag:old_locus_tag
PMT0487,P9313_05771,,possible Fibronectin type I domain,False,2,0,,,PMT0487,locus_tag:old_locus_tag
PMT0488,P9313_05781,,possible Integrase Zinc binding domain,True,0,0,3.305426442,120.0,PMT_0488,tier1:old_locus_tag
PMT0489,P9313_05791,,hypothetical,True,1,0,3.534776743,,PMT0489,locus_tag:old_locus_tag
PMT0490,P9313_05821,,possible acylamino-acid-releasing enzyme,True,2,1,4.530732981,90.0,PMT_0490,tier1:old_locus_tag
PMT0491,P9313_05831,,possible homology with acylamino-acid-releasing enzyme; putat...,True,1,0,3.430249195,14.0,PMT_0491,tier1:old_locus_tag
PMT0492,P9313_05841,msrA,Peptide methionine sulfoxide reductase,True,2,1,3.984013134,6.0,PMT0492,locus_tag:old_locus_tag
PMT0493,P9313_05851,,conserved hypothetical protein,True,1,0,4.294444012,57.0,PMT0493,locus_tag:old_locus_tag
PMT0494,P9313_05871,,conserved hypothetical protein,False,3,3,,,PMT0494,locus_tag:old_locus_tag
PMT0495,P9313_05881,,Ferritin,True,0,0,5.026573705,59.0,PMT0495,locus_tag:old_locus_tag
PMT0496,P9313_05901,pcb,light-harvesting complex protein,False,0,4,,,PMT0496,locus_tag:old_locus_tag
PMT0497,P9313_05931,,"Bacterial regulatory proteins, Crp family",True,2,0,4.530732981,30.0,PMT0497,locus_tag:old_locus_tag
PMT0498,P9313_05941,,possible Gram-negative pili assembly chaperone,False,1,0,,,PMT0498,locus_tag:old_locus_tag
PMT0499,P9313_05951,,ferritin,True,4,0,5.395020035,71.0,PMT0499,locus_tag:old_locus_tag
PMT0500,P9313_05961,,hypothetical,True,0,1,5.292405959,68.0,PMT0500,locus_tag:old_locus_tag
PMT0501,P9313_05971,futC,"ABC transporter, ATP binding component, possibly iron transporter",False,0,3,,,PMT0501,locus_tag:old_locus_tag
PMT0502,P9313_05981,,"Bacterial regulatory proteins, Crp family",True,2,0,3.908236453,15.0,PMT0502,locus_tag:old_locus_tag
PMT0503,P9313_05991,,possible ATLS1-like light-inducible protein,False,1,0,,,PMT0503,locus_tag:old_locus_tag
PMT0504,P9313_06001,nth,putative endonuclease,False,2,1,,,PMT0504,locus_tag:old_locus_tag
PMT0505,P9313_06011,,Rhomboid family,False,0,1,,,PMT0505,locus_tag:old_locus_tag
PMT0506,P9313_06031,ycf39,Putative NADH-flavin reductase,True,0,0,4.523794314,29.0,PMT0506,locus_tag:old_locus_tag
PMT0507,P9313_06041,,conserved hypothetical protein,False,0,1,,,PMT0507,locus_tag:old_locus_tag
PMT0508,P9313_06051,,"ABC transporter, substrate binding protein, phosphate",False,1,2,,,PMT0508,locus_tag:old_locus_tag
PMT0509,P9313_06071,cytA,"Cytochrome c, class IC:Cytochrome c, class I",True,3,1,5.221245144,125.0,PMT0509,locus_tag:old_locus_tag
PMT0510,P9313_06081,rimI,GCN5-related N-acetyltransferase,False,0,3,,,PMT0510,locus_tag:old_locus_tag
PMT0511,P9313_06091,,conserved hypothetical protein,True,0,1,5.201312567,38.0,PMT0511,locus_tag:old_locus_tag
PMT0512,P9313_06101,,Glutaredoxin and related proteins,True,3,0,3.430249195,31.0,PMT0512,locus_tag:old_locus_tag
PMT0513,P9313_06111,,"possible Helix-turn-helix protein, copG family",True,0,0,3.463615928,27.0,PMT0513,locus_tag:old_locus_tag
PMT0514,P9313_06121,MTG10.17,putative protein,True,0,3,5.826237321,93.0,PMT0514,locus_tag:old_locus_tag
PMT0515,P9313_06131,,possible ligand gated channel (GIC family),True,0,2,5.59688702,240.0,PMT0515,locus_tag:old_locus_tag
PMT0516,P9313_06141,,Proline-rich region,False,6,3,,,PMT0516,locus_tag:old_locus_tag
PMT0517,P9313_06151,,similar to IMP dehydrogenase,True,0,1,4.7355268,45.0,PMT0517,locus_tag:old_locus_tag
