old_locus_tag,locus_tag_new,gene,product,has_primary_tss,antisense_tss_count,internal_tss_count,minus10_element_score,tss_distance_to_cds,resolved_locus_tag,resolution_method
PMM0406,PMED4_04491,queA,Queuosine biosynthesis protein,False,1,0,,,PMM0406,locus_tag:old_locus_tag
PMM0407,PMED4_04501,cysK1,O-acetylserine (thiol)-lyase A,True,0,0,4.015984759,18.0,PMM0407,locus_tag:old_locus_tag
PMM0408,PMED4_04511,,possible Cystathionine gamma-synthase,False,2,1,,,PMM0408,locus_tag:old_locus_tag
PMM0409,PMED4_04521,metB,putative Cystathionine gamma-synthase,False,3,0,,,PMM0409,locus_tag:old_locus_tag
PMM0410,PMED4_04531,rpsD,30S ribosomal protein S4,True,1,0,4.720043179,73.0,PMM0410,locus_tag:old_locus_tag
PMM0411,PMED4_04541,,Uncharacterized conserved protein,True,0,0,4.043692622,27.0,PMM0411,locus_tag:old_locus_tag
PMM0412,PMED4_04551,,Thioredoxin family protein,False,1,0,,,PMM0412,locus_tag:old_locus_tag
PMM0413,PMED4_04561,murE,UDP-N-acetylmuramyl-tripeptide synthetase,False,1,0,,,PMM0413,locus_tag:old_locus_tag
PMM0414,PMED4_04571,,putative short chain dehydrogenase,True,0,1,4.356435563,16.0,PMM0414,locus_tag:old_locus_tag
PMM0415,PMED4_04581,,putative L-cysteine/cystine lyase,False,0,1,,,PMM0415,locus_tag:old_locus_tag
PMM0416,PMED4_04591,,putative methyltransferase,False,1,1,,,PMM0416,locus_tag:old_locus_tag
PMM0417,PMED4_04611,,hypothetical,True,0,1,3.056497011,30.0,PMM0417,locus_tag:old_locus_tag
PMM0418,PMED4_04621,,NifU-like protein,False,3,0,,,PMM0418,locus_tag:old_locus_tag
PMM0419,PMED4_04631,mqo,putative malate/quinone oxidoreductase,False,2,0,,,PMM0419,locus_tag:old_locus_tag
PMM0420,PMED4_04641,lepA,GTP-binding protein LepA,False,3,0,,,PMM0420,locus_tag:old_locus_tag
PMM0421,PMED4_04651,dppC,"putative ABC transporter, oligopeptides",True,0,0,3.337999729,21.0,PMM0421,locus_tag:old_locus_tag
PMM0422,PMED4_04661,,tRNA/rRNA methyltransferase (SpoU),True,1,0,4.78707193,19.0,PMM0422,locus_tag:old_locus_tag
PMM0425,PMED4_04701,,Uncharacterized protein related to deoxyribodipyrimidine photolyase,False,3,2,,,PMM0425,locus_tag:old_locus_tag
PMM0426,PMED4_04731,sun,Sun protein (Fmu protein),False,3,0,,,PMM0426,locus_tag:old_locus_tag
PMM0427,PMED4_04741,mrcB,putative penicillin binding protein,False,1,3,,,PMM0427,locus_tag:old_locus_tag
PMM0428,PMED4_04751,chlG,chlorophyll synthase 33 kD subunit,True,0,0,2.551656467,61.0,PMM0428,locus_tag:old_locus_tag
PMM0429,PMED4_04761,,conserved hypothetical protein,True,0,0,3.041366904,98.0,PMM0429,locus_tag:old_locus_tag
PMM0430,PMED4_04771,hisF,Imidazole glycerol phosphate synthase subunit HisF (cyclase),True,1,3,4.720043179,40.0,PMM0430,locus_tag:old_locus_tag
PMM0431,PMED4_04781,ubiE,Ubiquinone/menaquinone biosynthesis methyltransferases,True,2,0,3.679562672,14.0,PMM0431,locus_tag:old_locus_tag
PMM0432,PMED4_04791,,conserved hypothetical protein,True,2,0,3.86685111,67.0,PMM0432,locus_tag:old_locus_tag
PMM0433,PMED4_04801,BirA,putative Biotin--acetyl-CoA-carboxylase ligase,True,0,2,4.78707193,38.0,PMM0433,locus_tag:old_locus_tag
PMM0434,PMED4_04811,salX,"possible ABC transporter, ATP binding protein",False,0,1,,,PMM0434,locus_tag:old_locus_tag
PMM0435,PMED4_04821,ndhB,putative NADH dehydrogenase (complex I) subunit (chain 2),True,1,1,4.78707193,45.0,PMM0435,locus_tag:old_locus_tag
PMM0436,PMED4_04831,topA,Prokaryotic DNA topoisomerase,True,2,1,4.78707193,103.0,PMM0436,locus_tag:old_locus_tag
PMM0437,PMED4_04841,,hypothetical,False,1,0,,,PMM0437,locus_tag:old_locus_tag
PMM0438,PMED4_04851,,Predicted membrane protein,False,1,1,,,PMM0438,locus_tag:old_locus_tag
PMM0439,PMED4_04861,cobT,NaMN:DMB phosphoribosyltransferase,False,0,2,,,PMM0439,locus_tag:old_locus_tag
PMM0440,PMED4_04871,,conserved hypothetical protein,False,1,0,,,PMM0440,locus_tag:old_locus_tag
PMM0441,PMED4_04881,,Aldo/keto reductase family,False,0,2,,,PMM0441,locus_tag:old_locus_tag
PMM0442,PMED4_04891,ribE,Putative Riboflavin synthase alpha chain,True,0,0,3.862597209,41.0,PMM0442,locus_tag:old_locus_tag
PMM0443,PMED4_04901,,conserved hypothetical protein,True,0,1,2.060786228,17.0,PMM0443,locus_tag:old_locus_tag
PMM0444,PMED4_04911,ctaE,"Cytochrome c oxidase, subunit III",False,2,0,,,PMM0444,locus_tag:old_locus_tag
PMM0445,PMED4_04921,ctaD (coxA),"Cytochrome c oxidase, subunit I",False,1,0,,,PMM0445,locus_tag:old_locus_tag
PMM0446,PMED4_04931,ctaC (coxB),"putative cytochrome c oxidase, subunit 2",True,2,0,2.974392112,23.0,PMM0446,locus_tag:old_locus_tag
PMM0447,PMED4_04941,ctaA,Uncharacterized protein required for cytochrome oxidase assembly,True,0,0,3.86685111,9.0,PMM0447,locus_tag:old_locus_tag
PMM0449,PMED4_04961,ccmA,putative multidrug efflux ABC transporter,False,4,0,,,PMM0449,locus_tag:old_locus_tag
PMM0450,PMED4_04971,,putative multidrug efflux ABC transporter,True,0,0,4.78707193,15.0,PMM0450,locus_tag:old_locus_tag
PMM0451,PMED4_04981,,possible Arenavirus glycoprotein,False,0,1,,,PMM0451,locus_tag:old_locus_tag
PMM0452,PMED4_04991,groEL2,GroEL2 protein (Chaperonin cpn60 2),False,2,1,,,PMM0452,locus_tag:old_locus_tag
PMM0453,PMED4_05011,fabG,3-oxoacyl-[acyl-carrier protein] reductase,True,1,0,3.898686889,17.0,PMM0453,locus_tag:old_locus_tag
PMM0454,PMED4_05021,ispD,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,True,1,1,4.78707193,63.0,PMM0454,locus_tag:old_locus_tag
PMM0455,PMED4_05031,,Putative carboxypeptidase,False,1,0,,,PMM0455,locus_tag:old_locus_tag
PMM0456,PMED4_05041,ubiA,probable 4-hydroxybenzoate-octaprenyltransferase,True,3,2,3.862597209,11.0,PMM0456,locus_tag:old_locus_tag
PMM0457,PMED4_05051,ppx,putative exopolyphosphatase,True,3,0,3.337999729,33.0,PMM0457,locus_tag:old_locus_tag
PMM0458,PMED4_05061,,conserved hypothetical protein,False,1,0,,,PMM0458,locus_tag:old_locus_tag
PMM0460,PMED4_05081,lgt,putative prolipoprotein diacylglyceryl transferase,False,2,0,,,PMM0460,locus_tag:old_locus_tag
PMM0461,PMED4_05091,petA,Cytochrome f,False,2,0,,,PMM0461,locus_tag:old_locus_tag
PMM0462,PMED4_05101,petC,Rieske iron-sulfur protein,True,1,0,3.961587724,24.0,PMM0462,locus_tag:old_locus_tag
PMM0463,PMED4_05111,,conserved hypothetical protein,True,0,2,3.933879861,84.0,PMM0463,locus_tag:old_locus_tag
PMM0465,PMED4_05131,,hypothetical,True,0,0,2.936183365,20.0,PMM0465,locus_tag:old_locus_tag
PMM0466,PMED4_05141,,possible secreted protein MPB70 precursor,False,1,0,,,PMM0466,locus_tag:old_locus_tag
PMM0469,PMED4_05171,psaF,Photosystem I PsaF protein (subunit III),True,0,1,2.48480766,43.0,PMM0469,locus_tag:old_locus_tag
PMM0470,PMED4_05181,qri7,probable o-sialoglycoprotein endopeptidase,True,1,0,4.720043179,14.0,PMM0470,locus_tag:old_locus_tag
PMM0472,PMED4_05201,nhaP,"putative Na+/H+ antiporter, CPA1 family",True,1,0,4.720043179,47.0,PMM0472,locus_tag:old_locus_tag
PMM0473,PMED4_05211,gltX,Glutamyl-tRNA synthetase,False,4,0,,,PMM0473,locus_tag:old_locus_tag
PMM0474,PMED4_05221,,Conserved hypothetical protein,False,1,0,,,PMM0474,locus_tag:old_locus_tag
PMM0475,PMED4_05231,rplS,Ribosomal protein L19,True,3,1,4.720043179,5.0,PMM0475,locus_tag:old_locus_tag
PMM0476,PMED4_05241,,conserved hypothetical protein,True,1,0,4.423464314,51.0,PMM0476,locus_tag:old_locus_tag
PMM0477,PMED4_05251,map,putative methionine aminopeptidase,True,1,0,4.869176828,98.0,PMM0477,locus_tag:old_locus_tag
PMM0478,PMED4_05261,,conserved hypothetical protein,True,0,1,4.356435563,45.0,PMM0478,locus_tag:old_locus_tag
PMM0479,PMED4_05271,pta,BioD-like N-terminal domain of phosphotransacetylase,True,1,0,2.230490471,23.0,PMM0479,locus_tag:old_locus_tag
PMM0481,PMED4_05291,,Uncharacterized protein conserved in bacteria,True,0,0,2.981007048,17.0,PMM0481,locus_tag:old_locus_tag
PMM0482,PMED4_05311,hflC,Band 7 protein,False,1,0,,,PMM0482,locus_tag:old_locus_tag
PMM0483,PMED4_05321,hemL,"glutamate-1-semialdehyde 2,1-aminomutase",True,2,0,4.869176828,37.0,PMM0483,locus_tag:old_locus_tag
PMM0484,PMED4_05331,xthA,exodeoxyribonuclease III,True,2,0,4.356435563,18.0,PMM0484,locus_tag:old_locus_tag
PMM0485,PMED4_05341,,conserved hypothetical protein,True,0,0,4.720043179,43.0,PMM0485,locus_tag:old_locus_tag
PMM0486,PMED4_05351,,conserved hypothetical protein,False,0,1,,,PMM0486,locus_tag:old_locus_tag
PMM0487,PMED4_05361,,Uncharacterized conserved protein,True,0,0,4.869176828,58.0,PMM0487,locus_tag:old_locus_tag
PMM0489,PMED4_05381,thiP,putative iron ABC transporter,False,3,0,,,PMM0489,locus_tag:old_locus_tag
PMM0490,PMED4_05391,,Putative GTPases (G3E family),True,3,0,2.566912558,10.0,PMM0490,locus_tag:old_locus_tag
PMM0491,PMED4_05401,,4a-hydroxytetrahydrobiopterin dehydratase (PCD),False,1,0,,,PMM0491,locus_tag:old_locus_tag
PMM0492,PMED4_05411,,Uncharacterized conserved protein,True,0,0,4.505569212,19.0,PMM0492,locus_tag:old_locus_tag
PMM0493,PMED4_05421,cxp,Carboxypeptidase Taq (M32) metallopeptidase,True,1,1,4.720043179,17.0,PMM0493,locus_tag:old_locus_tag
PMM0494,PMED4_05431,,putative inorganic pyrophosphatase,False,3,1,,,PMM0494,locus_tag:old_locus_tag
PMM0495,PMED4_05441,hemC,Porphobilinogen deaminase,False,2,2,,,PMM0495,locus_tag:old_locus_tag
PMM0496,PMED4_05451,,Putative principal RNA polymerase sigma factor,True,3,0,4.015984759,307.0,PMM0496,locus_tag:old_locus_tag
PMM0497,PMED4_05461,priA,primosomal protein N' (replication factor Y),False,6,4,,,PMM0497,locus_tag:old_locus_tag
PMM0500,PMED4_05491,,conserved hypothetical protein,False,0,1,,,PMM0500,locus_tag:old_locus_tag
PMM0501,PMED4_05501,,conserved hypothetical protein,True,0,0,3.933879861,51.0,PMM0501,locus_tag:old_locus_tag
PMM0502,PMED4_05511,,Single-stranded DNA-binding protein,False,2,1,,,PMM0502,locus_tag:old_locus_tag
PMM0503,PMED4_05521,cobK,possible precorrin-6X reductase,False,1,1,,,PMM0503,locus_tag:old_locus_tag
PMM0504,PMED4_05531,cutA,CutA1 divalent ion tolerance protein,True,0,0,4.423464314,35.0,PMM0504,locus_tag:old_locus_tag
PMM0505,PMED4_05541,,Possible carbohydrate kinase,False,1,4,,,PMM0505,locus_tag:old_locus_tag
PMM0506,PMED4_05551,purA,Adenylosuccinate synthetase,True,0,0,3.337999729,27.0,PMM0506,locus_tag:old_locus_tag
PMM0507,PMED4_05561,psb27,possible Photosystem II reaction center Psb27 protein,True,1,1,4.262294506,31.0,PMM0507,locus_tag:old_locus_tag
PMM0508,PMED4_05571,proS,Prolyl-tRNA synthetase,True,4,1,4.720043179,19.0,PMM0508,locus_tag:old_locus_tag
PMM0509,PMED4_05581,,possible Helix-turn-helix domain of resolvase,True,0,0,3.420104627,79.0,PMM0509,locus_tag:old_locus_tag
PMM0510,PMED4_05591,,possible Reverse transcriptase (RNA-dependent,True,0,0,4.356435563,37.0,PMM0510,locus_tag:old_locus_tag
PMM0513,PMED4_05621,lepB,Signal peptidase I,False,1,0,,,PMM0513,locus_tag:old_locus_tag
PMM0514,PMED4_05631,,putative dihydroorotase,False,2,0,,,PMM0514,locus_tag:old_locus_tag
PMM0516,PMED4_05651,,Possible membrane associated protease,False,4,1,,,PMM0516,locus_tag:old_locus_tag
PMM0517,PMED4_05661,,hypothetical protein,False,2,0,,,PMM0517,locus_tag:old_locus_tag
PMM0518,PMED4_05671,ftsI,putative peptidoglycan synthetase (pbp transpeptidase domain),False,2,0,,,PMM0518,locus_tag:old_locus_tag
PMM0519,PMED4_05681,tal,Transaldolase,True,2,0,2.822116702,18.0,PMM0519,locus_tag:old_locus_tag
PMM0520,PMED4_05691,fixC,NAD binding site,False,0,1,,,PMM0520,locus_tag:old_locus_tag
PMM0522,PMED4_05711,pyrH,uridylate kinase,True,1,0,4.423464314,0.0,PMM0522,locus_tag:old_locus_tag
PMM0523,PMED4_05721,cobO,possible cob(I)alamin adenosyltransferase,True,0,0,4.78707193,13.0,PMM0523,locus_tag:old_locus_tag
PMM0524,PMED4_05731,,Phage integrase family,False,0,1,,,PMM0524,locus_tag:old_locus_tag
PMM0525,PMED4_05741,hemH,Ferrochelatase,True,2,1,4.78707193,45.0,PMM0525,locus_tag:old_locus_tag
PMM0526,PMED4_05751,ilvH,Acetolactate synthase large subunit,True,1,1,3.933879861,16.0,PMM0526,locus_tag:old_locus_tag
PMM0527,PMED4_05761,,conserved hypothetical protein,True,0,0,3.86685111,5.0,PMM0527,locus_tag:old_locus_tag
PMM0528,PMED4_05771,,DUF152,False,0,2,,,PMM0528,locus_tag:old_locus_tag
PMM0529,PMED4_05781,,conserved hypothetical protein,False,1,1,,,PMM0529,locus_tag:old_locus_tag
PMM0530,PMED4_05791,"rps1b, rpsA2, nbp1","30S ribosomal protein S1 homolog B, putative Nbp1",True,1,1,4.869176828,25.0,PMM0530,locus_tag:old_locus_tag
PMM0531,PMED4_05801,,Creatininase,True,1,0,4.720043179,48.0,PMM0531,locus_tag:old_locus_tag
PMM0532,PMED4_05811,,conserved hypothetical protein,True,2,0,4.78707193,13.0,PMM0532,locus_tag:old_locus_tag
PMM0533,PMED4_05821,,Predicted dehydrogenase,True,0,2,3.076433891,30.0,PMM0533,locus_tag:old_locus_tag
PMM0534,PMED4_05831,accA,"acetyl-CoA carboxylase, alpha subunit",False,2,0,,,PMM0534,locus_tag:old_locus_tag
PMM0536,PMED4_05851,folE,putative GTP cyclohydrolase I,True,1,0,3.92962596,63.0,PMM0536,locus_tag:old_locus_tag
PMM0537,PMED4_05861,trpF,phosphoribosylanthranilate isomerase,True,0,0,4.356435563,0.0,PMM0537,locus_tag:old_locus_tag
PMM0538,PMED4_05871,,Zn-dependent proteases,True,3,0,3.86685111,20.0,PMM0538,locus_tag:old_locus_tag
PMM0539,PMED4_05881,lplA,Biotin/lipoate A/B protein ligase family,False,1,0,,,PMM0539,locus_tag:old_locus_tag
PMM0540,PMED4_05891,psaM,possible photosystem I reaction centre subunit XII (PsaM),True,2,0,3.063111946,19.0,PMM0540,locus_tag:old_locus_tag
PMM0541,PMED4_05901,,conserved hypothetical protein,False,1,1,,,PMM0541,locus_tag:old_locus_tag
PMM0542,PMED4_05911,"por, pcr",Light dependent protochlorophyllide oxido-reductase,True,0,0,4.78707193,28.0,PMM0542,locus_tag:old_locus_tag
PMM0543,PMED4_05921,chlL,Protochlorophyllide reductase iron-sulfur ATP-binding protein,False,2,0,,,PMM0543,locus_tag:old_locus_tag
PMM0544,PMED4_05931,chlB,Light-independent protochlorophyllide reductase subunit B,False,4,1,,,PMM0544,locus_tag:old_locus_tag
PMM0545,PMED4_05941,chlN,Light-independent protochlorophyllide reductase subunit N,False,0,1,,,PMM0545,locus_tag:old_locus_tag
PMM0546,PMED4_05951,,conserved hypothetical,True,1,1,2.16346172,16.0,PMM0546,locus_tag:old_locus_tag
PMM0547,PMED4_05961,,conserved hypothetical protein,True,0,1,3.92962596,1.0,PMM0547,locus_tag:old_locus_tag
PMM0548,PMED4_05971,,HAM1 family protein,True,0,0,2.974392112,103.0,PMM0548,locus_tag:old_locus_tag
PMM0550,PMED4_05991,rbcL,"Ribulose bisphosphate carboxylase, large chain",False,1,0,,,PMM0550,locus_tag:old_locus_tag
PMM0551,PMED4_06001,rbcS,"Ribulose bisphosphate carboxylase, small chain",False,1,0,,,PMM0551,locus_tag:old_locus_tag
PMM0552,PMED4_06011,csoS2,carboxysome shell protein CsoS2,False,3,1,,,PMM0552,locus_tag:old_locus_tag
PMM0553,PMED4_06021,csoS3,carboxysome shell protein CsoS3,False,2,0,,,PMM0553,locus_tag:old_locus_tag
PMM0556,PMED4_06051,,conserved hypothetical protein,True,0,1,4.720043179,33.0,PMM0556,locus_tag:old_locus_tag
PMM0557,PMED4_06061,,conserved hypothetical,True,0,0,3.420104627,19.0,PMM0557,locus_tag:old_locus_tag
PMM0558,PMED4_06071,tdcF,"Putative translation initiation inhibitor, yjgF family",True,0,0,3.270970978,16.0,PMM0558,locus_tag:old_locus_tag
PMM0559,PMED4_06081,,Putative hydroxyacylglutathione hydrolase,False,1,0,,,PMM0559,locus_tag:old_locus_tag
PMM0560,PMED4_06091,hisG,possible ATP phosphoribosyltransferase,True,4,3,4.869176828,23.0,PMM0560,locus_tag:old_locus_tag
PMM0561,PMED4_06101,,putative multidrug efflux ABC transporter,False,0,1,,,PMM0561,locus_tag:old_locus_tag
PMM0562,PMED4_06111,,possible acetyltransferase,False,1,0,,,PMM0562,locus_tag:old_locus_tag
PMM0563,PMED4_06121,,Glycosyltransferases involved in cell wall biogenesis,False,1,0,,,PMM0563,locus_tag:old_locus_tag
PMM0564,PMED4_06131,,Uncharacterized protein conserved in bacteria,True,0,0,4.78707193,41.0,PMM0564,locus_tag:old_locus_tag
PMM0565,PMED4_06141,dnaA,chromosomal replication initiator protein DnaA,True,0,0,4.78707193,16.0,PMM0565,locus_tag:old_locus_tag
PMM0566,PMED4_06151,,Glutathione S-transferase,True,1,0,4.720043179,19.0,PMM0566,locus_tag:old_locus_tag
PMM0567,PMED4_06161,gshR,probable glutathione reductase (NADPH),True,2,2,3.337999729,7.0,PMM0567,locus_tag:old_locus_tag
PMM0568,PMED4_06171,ECM27,putative CaCA family sodium/calcium exchanger,True,2,2,4.78707193,17.0,PMM0568,locus_tag:old_locus_tag
PMM0569,PMED4_06181,pyrC,Dihydroorotase,True,0,0,4.720043179,14.0,PMM0569,locus_tag:old_locus_tag
PMM0570,PMED4_06191,ndhL,NADH dehydrogenase subunit NdhL (ndhL),True,0,0,2.974392112,19.0,PMM0570,locus_tag:old_locus_tag
PMM0571,PMED4_06201,,conserved hypothetical protein,True,0,0,4.356435563,20.0,PMM0571,locus_tag:old_locus_tag
PMM0572,PMED4_06211,trpA,"Tryptophan synthase, alpha subunit",False,3,1,,,PMM0572,locus_tag:old_locus_tag
PMM0573,PMED4_06221,,conserved hypothetical protein,True,1,0,2.974392112,97.0,PMM0573,locus_tag:old_locus_tag
PMM0574,PMED4_06231,,Uncharacterized protein conserved in bacteria,False,1,0,,,PMM0574,locus_tag:old_locus_tag
PMM0575,PMED4_06241,,conserved hypothetical,False,2,0,,,PMM0575,locus_tag:old_locus_tag
PMM0576,PMED4_06251,,conserved hypothetical protein,False,1,0,,,PMM0576,locus_tag:old_locus_tag
PMM0577,PMED4_06261,,"Putative type II alternative sigma factor, sigma70 family",True,0,0,2.907363362,20.0,PMM0577,locus_tag:old_locus_tag
PMM0578,PMED4_06271,hisI,Phosphoribosyl-AMP cyclohydrolase,True,1,0,4.356435563,39.0,PMM0578,locus_tag:old_locus_tag
PMM0579,PMED4_06281,,6-pyruvoyl-tetrahydropterin synthase,True,0,0,2.022249224,53.0,PMM0579,locus_tag:old_locus_tag
PMM0580,PMED4_06291,clpB,"ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB",False,3,1,,,PMM0580,locus_tag:old_locus_tag
PMM0581,PMED4_06301,petE,plastocyanin,True,3,0,3.86685111,16.0,PMM0581,locus_tag:old_locus_tag
PMM0582,PMED4_06311,,Nucleoside-diphosphate-sugar epimerases,False,2,2,,,PMM0582,locus_tag:old_locus_tag
PMM0583,PMED4_06321,hemE,Uroporphyrinogen decarboxylase (URO-D),True,1,1,4.720043179,44.0,PMM0583,locus_tag:old_locus_tag
PMM0584,PMED4_06331,glgB,"1,4-alpha-glucan branching enzyme",True,0,0,3.894558973,16.0,PMM0584,locus_tag:old_locus_tag
PMM0585,PMED4_06341,,Predicted acyl esterases,False,2,1,,,PMM0585,locus_tag:old_locus_tag
PMM0586,PMED4_06351,,conserved hypothetical,False,1,0,,,PMM0586,locus_tag:old_locus_tag
PMM0587,PMED4_06361,,conserved hypothetical,False,1,0,,,PMM0587,locus_tag:old_locus_tag
PMM0588,PMED4_06371,,conserved hypothetical protein,True,0,0,4.869176828,50.0,PMM0588,locus_tag:old_locus_tag
PMM0589,PMED4_06381,,conserved hypothetical,True,6,5,3.337999729,25.0,PMM0589,locus_tag:old_locus_tag
PMM0590,PMED4_06391,proA,Gamma-glutamyl phosphate reductase,True,3,0,3.933879861,14.0,PMM0590,locus_tag:old_locus_tag
PMM0592,PMED4_06411,,lipase family protein,False,0,1,,,PMM0592,locus_tag:old_locus_tag
PMM0593,PMED4_06421,prlC,Peptidase family M3,False,2,1,,,PMM0593,locus_tag:old_locus_tag
PMM0594,PMED4_06431,ndhD,putative NADH Dehydrogenase (complex I) subunit (chain 4),True,3,0,4.869176828,81.0,PMM0594,locus_tag:old_locus_tag
PMM0595,PMED4_06441,thrB,Homoserine kinase:GHMP kinases putative ATP-binding domain,True,0,0,3.108395655,93.0,PMM0595,locus_tag:old_locus_tag
PMM0596,PMED4_06451,glk,Putative glucokinase,False,3,1,,,PMM0596,locus_tag:old_locus_tag
PMM0599,PMED4_06481,,conserved hypothetical protein,True,2,0,4.043692622,21.0,PMM0599,locus_tag:old_locus_tag
PMM0600,PMED4_06491,,conserved hypothetical protein,True,1,0,3.862597209,19.0,PMM0600,locus_tag:old_locus_tag
PMM0601,PMED4_06501,,"ABC transporter, substrate binding protein, possibly Mn",False,0,1,,,PMM0601,locus_tag:old_locus_tag
PMM0602,PMED4_06511,,"ABC transporter, ATP binding domain, possibly Mn transporter",False,0,1,,,PMM0602,locus_tag:old_locus_tag
PMM0603,PMED4_06521,,"ABC transporter component, possibly Mn transport",False,1,0,,,PMM0603,locus_tag:old_locus_tag
PMM0605,PMED4_06541,,conserved hypothetical protein,True,2,0,3.648123242,17.0,PMM0605,locus_tag:old_locus_tag
PMM0606,PMED4_06551,lepB,leader peptidase I,True,1,1,2.875441293,42.0,PMM0606,locus_tag:old_locus_tag
PMM0607,PMED4_06561,menD,"Menaquinone biosynthesis protein; probable 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",False,2,1,,,PMM0607,locus_tag:old_locus_tag
PMM0608,PMED4_06571,menB,Napthoate synthase,False,1,0,,,PMM0608,locus_tag:old_locus_tag
PMM0609,PMED4_06581,glgA,Putative ADPglucose--glucosyltransferase (GlgA),False,1,2,,,PMM0609,locus_tag:old_locus_tag
PMM0610,PMED4_06591,murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",False,0,2,,,PMM0610,locus_tag:old_locus_tag
PMM0611,PMED4_06601,glmU,UDP-N-acetylglucosamine pyrophosphorylase,True,2,0,4.720043179,17.0,PMM0611,locus_tag:old_locus_tag
PMM0612,PMED4_06611,,Uncharacterized conserved protein,False,1,2,,,PMM0612,locus_tag:old_locus_tag
PMM0613,PMED4_06621,aroA,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),True,0,1,3.933879861,37.0,PMM0613,locus_tag:old_locus_tag
PMM0614,PMED4_06631,,probable 2-phosphosulfolactate phosphatase,True,0,0,4.78707193,121.0,PMM0614,locus_tag:old_locus_tag
PMM0615,PMED4_06641,,Possible nitrilase,False,1,1,,,PMM0615,locus_tag:old_locus_tag
PMM0616,PMED4_06651,amiC,Cell wall hydrolase/autolysin,False,2,0,,,PMM0616,locus_tag:old_locus_tag
PMM0617,PMED4_06661,murI,Putative aspartate and glutamate racemases:Glutamate racemase,False,2,2,,,PMM0617,locus_tag:old_locus_tag
PMM0618,PMED4_06671,sds,polyprenyl synthetase; solanesyl diphosphate synthase (sds),True,2,0,3.86685111,10.0,PMM0618,locus_tag:old_locus_tag
PMM0619,PMED4_06681,acs,acetyl-coenzyme A synthetase,False,3,0,,,PMM0619,locus_tag:old_locus_tag
PMM0620,PMED4_06691,,conserved hypothetical protein,False,1,0,,,PMM0620,locus_tag:old_locus_tag
PMM0621,PMED4_06701,dnaQ,"possible DNA polymerase III, epsilon subunit",False,1,0,,,PMM0621,locus_tag:old_locus_tag
PMM0622,PMED4_06711,,conserved hypothetical protein,True,0,0,2.875441293,18.0,PMM0622,locus_tag:old_locus_tag
PMM0623,PMED4_06721,hisS,Histidyl-tRNA synthetase,True,1,1,3.420104627,71.0,PMM0623,locus_tag:old_locus_tag
PMM0625,PMED4_06741,,hypothetical,False,1,0,,,PMM0625,locus_tag:old_locus_tag
PMM0626,PMED4_06751,,hypothetical,True,0,0,4.720043179,29.0,PMM0626,locus_tag:old_locus_tag
PMM0627,PMED4_06771,pcb,light-harvesting complex protein,True,0,0,3.108395655,22.0,PMM0627,locus_tag:old_locus_tag
PMM0628,PMED4_06781,,"possible sodium:solute symporter, ESS family",True,1,1,3.420104627,18.0,PMM0628,locus_tag:old_locus_tag
PMM0630,PMED4_06801,,Glutathione S-transferase N terminus,True,0,1,3.862597209,53.0,PMM0630,locus_tag:old_locus_tag
PMM0632,PMED4_06821,,Short-chain dehydrogenase/reductase (SDR) superfamily,False,0,2,,,PMM0632,locus_tag:old_locus_tag
PMM0633,PMED4_06831,crtL2,putative lycopene epsilon cyclase,True,0,1,3.933879861,97.0,PMM0633,locus_tag:old_locus_tag
PMM0634,PMED4_06841,"por, pcr",possible light-dependent protochlorophyllide oxido-reductase,False,1,0,,,PMM0634,locus_tag:old_locus_tag
PMM0635,PMED4_06851,mscS,"small mechanosensitive ion channel, MscS family",True,1,1,3.894558973,26.0,PMM0635,locus_tag:old_locus_tag
PMM0636,PMED4_06861,pncA,Isochorismatase hydrolase family,True,1,0,3.270970978,47.0,PMM0636,locus_tag:old_locus_tag
PMM0637,PMED4_06871,fur,Ferric uptake regulator family,True,0,0,3.933879861,16.0,PMM0637,locus_tag:old_locus_tag
PMM0638,PMED4_06881,,Predicted Fe-S oxidoreductases,False,1,1,,,PMM0638,locus_tag:old_locus_tag
PMM0639,PMED4_06891,stpA,putative glucosylglycerolphosphate phosphatase,False,1,0,,,PMM0639,locus_tag:old_locus_tag
PMM0640,PMED4_06901,,conserved hypothetical protein,False,4,1,,,PMM0640,locus_tag:old_locus_tag
PMM0641,PMED4_06911,,conserved hypothetical protein,True,0,0,4.043692622,17.0,PMM0641,locus_tag:old_locus_tag
PMM0642,PMED4_06921,MET17,putative O-Acetyl homoserine sulfhydrylase,False,1,0,,,PMM0642,locus_tag:old_locus_tag
PMM0643,PMED4_06931,metA,putative homoserine O-succinyltransferase,False,0,1,,,PMM0643,locus_tag:old_locus_tag
PMM0644,PMED4_06941,,putative sulfate transporter,True,1,0,2.16346172,16.0,PMM0644,locus_tag:old_locus_tag
PMM0645,PMED4_06951,,"FAD linked oxidase, N-terminal",False,1,0,,,PMM0645,locus_tag:old_locus_tag
PMM0646,PMED4_06961,,Uncharacterized conserved protein,False,2,1,,,PMM0646,locus_tag:old_locus_tag
