old_locus_tag,locus_tag_new,gene,product,has_primary_tss,antisense_tss_count,internal_tss_count,minus10_element_score,tss_distance_to_cds
PMM0267,PMED4_02721,,probable esterase,true,0,1,3.337999729,66.0
PMM0268,PMED4_02731,,conserved hypothetical protein,true,1,0,4.356435563,168.0
PMM0269,PMED4_02741,,two-component sensor histidine kinase,false,0,1,,
PMM0270,PMED4_02751,CobS,Cobalamin-5-phosphate synthase CobS,false,1,0,,
PMM0272,PMED4_02771,psbK,Photosystem II protein PsbK,true,0,0,2.755087951,24.0
PMM0273,PMED4_02781,,probable oxidoreductase,true,1,0,2.981007048,20.0
PMM0274,PMED4_02791,,Hemolysins and related proteins containing CBS domains,true,2,0,2.875441293,47.0
PMM0275,PMED4_02801,pyrE,Orotate phosphoribosyltransferase,true,1,0,3.041366904,19.0
PMM0276,PMED4_02811,,Predicted aminomethyltransferase related to GcvT,false,0,1,,
PMM0277,PMED4_02821,,Predicted nuclease (RecB family),true,4,0,3.337999729,25.0
PMM0278,PMED4_02831,,Phosphotransferase superclass,true,4,0,3.86685111,29.0
PMM0279,PMED4_02841,,Xanthosine triphosphate pyrophosphatase,false,1,2,,
PMM0280,PMED4_02851,,Retinal pigment epithelial membrane protein,false,1,0,,
PMM0281,PMED4_02861,hisB,Imidazoleglycerol-phosphate dehydratase,false,1,0,,
PMM0282,PMED4_02871,fabI,enoyl-[acyl-carrier-protein] reductase,true,0,0,2.060786228,12.0
PMM0283,PMED4_02881,,conserved hypothetical protein,false,1,0,,
PMM0284,PMED4_02891,degT,putative pleiotropic regulatory protein,true,0,2,4.720043179,0.0
PMM0285,PMED4_02901,phrB,putative DNA photolyase,false,1,1,,
PMM0286,PMED4_02911,,NUDIX hydrolase,true,1,0,3.680085006,10.0
PMM0288,PMED4_02931,chlD,"Protoporphyrin IX Magnesium chelatase, ChlD subunit",true,1,1,3.270970978,13.0
PMM0290,PMED4_02951,,"possible ABC transporter, ATP binding component",true,1,2,4.720043179,60.0
PMM0291,PMED4_02961,,Uncharacterized conserved protein,true,3,1,4.78707193,99.0
PMM0292,PMED4_02971,ndhJ,putative respiratory-chain NADH dehydrogenase subunit,false,1,0,,
PMM0293,PMED4_02981,ndhK,putative respiratory-chain NADH dehydrogenase subunit,true,0,0,4.262294506,53.0
PMM0294,PMED4_02991,ndhC,putative NADH Dehydrogenase (complex I) subunit (chain 3),true,0,1,4.015984759,57.0
PMM0295,PMED4_03001,rub,probable rubredoxin,true,1,0,4.011730858,16.0
PMM0296,PMED4_03011,,Uncharacterized protein related to plant photosystem II stability/assembly factor,false,0,2,,
PMM0297,PMED4_03021,psbE,Cytochrome b559 alpha-subunit,true,0,0,4.356435563,10.0
PMM0301,PMED4_03061,,5'-methylthioadenosine phosphorylase,true,0,1,4.78707193,84.0
PMM0302,PMED4_03071,selD,"Selenide,water dikinase",true,2,1,3.154785248,96.0
PMM0303,PMED4_03081,,tRNA nucleotidyltransferase/poly(A) polymerase,false,2,1,,
PMM0304,PMED4_03091,uvrD,UvrD/REP helicase,false,0,1,,
PMM0305,PMED4_03111,cpeB,Phycobilisome protein,true,2,0,3.86685111,29.0
PMM0306,PMED4_03121,cpeS,phycoerythrin linker protein CpeS homolog,false,1,1,,
PMM0307,PMED4_03131,,hypothetical,false,1,0,,
PMM0308,PMED4_03141,,Uncharacterized conserved protein,true,2,0,4.869176828,42.0
PMM0309,PMED4_03151,,possible Pollen allergen,false,0,2,,
PMM0310,PMED4_03161,xylB,"Carbohydrate kinase, FGGY family",false,0,1,,
PMM0311,PMED4_03171,metK,S-adenosylmethionine synthetase,true,0,0,4.505569212,19.0
PMM0312,PMED4_03181,"rps1a, rpsA1","30S ribosomal protein S1, homolog A",false,1,0,,
PMM0313,PMED4_03191,,"Predicted transcriptional regulator, consists of a Zn-ribbon and ATP-cone domains",true,1,0,3.409102437,22.0
PMM0314,PMED4_03201,psbT,Photosystem II PsbT protein,false,1,0,,
PMM0315,PMED4_03211,psbB,Photosystem II PsbB protein (CP47),true,1,0,3.409102437,40.0
PMM0316,PMED4_03221,fdx,possible ferredoxin,false,1,0,,
PMM0317,PMED4_03231,psbM,possible Photosystem II reaction center M protein (PsbM),true,0,0,3.92962596,25.0
PMM0318,PMED4_03241,hemK,putative protein methyltransferase,false,1,2,,
PMM0319,PMED4_03251,sua5,Putative translation factor (SUA5),true,1,0,4.262294506,30.0
PMM0320,PMED4_03271,minE,possible septum site-determining protein MinE,false,0,1,,
PMM0321,PMED4_03281,minD,putative septum site-determining protein MinD,true,0,0,3.933879861,16.0
PMM0322,PMED4_03291,minC,possible septum site-determining protein,false,2,0,,
PMM0323,PMED4_03301,,HD superfamily phosphohydrolases,false,2,0,,
PMM0324,PMED4_03311,ctpA,carboxyl-terminal protease,true,5,1,4.720043179,23.0
PMM0325,PMED4_03321,petB,Cytochrome b6,true,1,0,3.530951357,21.0
PMM0327,PMED4_03341,,putative neutral invertase-like protein,true,5,3,3.680085006,17.0
PMM0328,PMED4_03351,FPG,Formamidopyrimidine-DNA glycolase (FAPY-DNA glycolase),false,2,1,,
PMM0329,PMED4_03361,psaE,Photosystem I PsaE protein (subunit IV),true,0,0,3.270970978,1.0
PMM0330,PMED4_03371,,possible LysM domain,false,1,0,,
PMM0331,PMED4_03381,,Putative aldehyde dehydrogenase,false,2,2,,
PMM0332,PMED4_03391,,possible Rhomboid family,false,1,0,,
PMM0333,PMED4_03401,rimI,GCN5-related N-acetyltransferase,true,3,1,4.356435563,1.0
PMM0335,PMED4_03451,,NADH-plastoquinone oxidoreductase chain 5-like,true,0,0,4.720043179,17.0
PMM0336,PMED4_03461,,conserved hypothetical,true,2,0,3.961587724,16.0
PMM0337,PMED4_03481,,conserved hypothetical protein,true,0,0,2.907363362,5.0
PMM0338,PMED4_03501,,conserved hypothetical,true,0,0,3.420104627,21.0
PMM0339,PMED4_03521,T8L23.23,Bacterial-type phytoene dehydrogenase,false,2,1,,
PMM0340,PMED4_03541,,conserved hypothetical protein,false,1,0,,
PMM0341,PMED4_03551,,conserved hypothetical,true,0,0,3.86685111,16.0
PMM0342,PMED4_03561,,possible Helper component proteinase,true,0,0,3.337999729,36.0
PMM0343,PMED4_03581,,mttA/Hcf106 family,true,0,0,3.337999729,33.0
PMM0344,PMED4_03601,,influenza non-structural protein (NS2)-like,false,0,1,,
PMM0345,PMED4_03621,,putative bacterioferritin comigratory protein,true,0,0,4.356435563,15.0
PMM0346,PMED4_03631,,conserved hypothetical protein,false,1,0,,
PMM0348,PMED4_03661,,possible Spectrin repeat,false,1,0,,
PMM0349,PMED4_03671,,Class I peptide chain release factor,true,0,0,3.00940514,42.0
PMM0350,PMED4_03681,,possible TIR domain,true,0,0,2.48480766,38.0
PMM0351,PMED4_03701,,"possible Small, acid-soluble spore proteins, a",false,1,0,,
PMM0352,PMED4_03711,,Abortive infection protein,false,2,0,,
PMM0353,PMED4_03721,,Glycosyl transferase family 11,true,2,0,3.933879861,85.0
PMM0354,PMED4_03731,,possible Glycosyl transferase,false,2,1,,
PMM0355,PMED4_03761,,Uncharacterized conserved protein,false,1,0,,
PMM0356,PMED4_03791,,proline iminopeptidase,false,1,0,,
PMM0357,PMED4_03811,,TENA/THI-4 protein,false,1,0,,
PMM0358,PMED4_03821,thiD,Phosphomethylpyrimidine kinase,false,0,3,,
PMM0359,PMED4_03831,,hypothetical,false,1,0,,
PMM0360,PMED4_03851,,Uncharacterized conserved protein,true,0,0,4.720043179,22.0
PMM0362,PMED4_03871,,hypothetical,false,1,0,,
PMM0363,PMED4_03881,,possible MarR family,true,0,0,4.869176828,79.0
PMM0364,PMED4_03911,,possible Malic enzyme,true,0,0,3.270970978,17.0
PMM0365,PMED4_03921,,possible DsrE-like protein,true,1,0,4.356435563,22.0
PMM0366,PMED4_03931,,Type-1 copper (blue) domain,true,0,0,3.86685111,17.0
PMM0367,PMED4_03941,,conserved hypothetical protein,true,0,0,2.511833676,34.0
PMM0368,PMED4_03951,,conserved hypothetical protein,false,1,0,,
PMM0369,PMED4_04021,,possible Ribosomal protein S14p/S29e,true,1,0,2.875441293,8.0
PMM0370,PMED4_04031,,"putative cyanate ABC transporter, substrate binding protein",false,2,0,,
PMM0371,PMED4_04041,tauC,putative cyanate ABC transporter,false,1,0,,
PMM0372,PMED4_04051,tauB,putative cyanate ABC transporter,false,1,0,,
PMM0373,PMED4_04061,cynS,Cyanate lyase,false,1,0,,
PMM0374,PMED4_04071,,mttA/Hcf106 family,true,1,0,3.612533921,15.0
PMM0375,PMED4_04081,,possible Type II intron maturase,true,1,0,4.78707193,80.0
PMM0376,PMED4_04091,,hypothetical,false,1,0,,
PMM0377,PMED4_04101,,hypothetical,true,0,0,4.720043179,17.0
PMM0378,PMED4_04111,,conserved hypothetical protein,false,1,0,,
PMM0380,PMED4_04171,,conserved hypothetical protein,false,1,0,,
PMM0382,PMED4_04201,,possible Ribosomal RNA adenine dimethylase,false,1,0,,
PMM0383,PMED4_04221,,probable periplasmic protein,false,2,0,,
PMM0384,PMED4_04231,spnII-interrupted-C,"possible uncharacterized restriction enzyme, interrupted-C",false,2,1,,
,PMM0385,,possible degenerate restriction endonuclease,false,1,2,,
PMM0386,PMED4_04251,,possible uncharacterized DNA methylase,true,0,2,4.869176828,0.0
PMM0388,PMED4_04291,miaE,putative similar to tRNA-(MS[2]IO[6]A)-hydroxylase,false,1,0,,
PMM0389,PMED4_04301,cobI/cbiL,precorrin-2 C20-methyltransferase,false,0,1,,
PMM0390,PMED4_04311,,conserved hypothetical protein,false,2,0,,
PMM0391,PMED4_04321,,GTP-binding protein (HSR1-related),true,0,0,3.92962596,25.0
PMM0392,PMED4_04331,cbiQ,possible cobalt transport protein,false,3,1,,
PMM0395,PMED4_04361,,Uncharacterized protein conserved in bacteria,true,0,0,3.894558973,98.0
PMM0396,PMED4_04371,proC,Delta 1-pyrroline-5-carboxylate reductase,false,1,1,,
PMM0397,PMED4_04381,,"possible Glycosyl transferase, group 1",true,5,0,3.270970978,65.0
PMM0398,PMED4_04391,recO,possible Recombination protein O (RecO),true,1,1,3.420104627,47.0
PMM0399,PMED4_04401,deoC,Putative deoxyribose-phosphate aldolase,false,1,1,,
PMM0400,PMED4_04411,lrtA,light repressed protein A homolog,true,1,0,3.420104627,25.0
PMM0402,PMED4_04431,fadD,putative long-chain-fatty-acid--CoA ligase,false,3,3,,
PMM0403,PMED4_04441,,conserved hypothetical protein,true,0,0,3.337999729,15.0
PMM0404,PMED4_04451,,hypothetical,false,1,0,,
PMM0405,PMED4_04481,pdhC,Dihydrolipoamide acetyltransferase,true,2,0,4.78707193,86.0
PMM0406,PMED4_04491,queA,Queuosine biosynthesis protein,false,1,0,,
PMM0407,PMED4_04501,cysK1,O-acetylserine (thiol)-lyase A,true,0,0,4.015984759,18.0
PMM0408,PMED4_04511,,possible Cystathionine gamma-synthase,false,2,1,,
PMM0409,PMED4_04521,metB,putative Cystathionine gamma-synthase,false,3,0,,
PMM0410,PMED4_04531,rpsD,30S ribosomal protein S4,true,1,0,4.720043179,73.0
PMM0411,PMED4_04541,,Uncharacterized conserved protein,true,0,0,4.043692622,27.0
PMM0412,PMED4_04551,,Thioredoxin family protein,false,1,0,,
PMM0413,PMED4_04561,murE,UDP-N-acetylmuramyl-tripeptide synthetase,false,1,0,,
PMM0414,PMED4_04571,,putative short chain dehydrogenase,true,0,1,4.356435563,16.0
PMM0415,PMED4_04581,,putative L-cysteine/cystine lyase,false,0,1,,
PMM0416,PMED4_04591,,putative methyltransferase,false,1,1,,
PMM0417,PMED4_04611,,hypothetical,true,0,1,3.056497011,30.0
PMM0418,PMED4_04621,,NifU-like protein,false,3,0,,
PMM0419,PMED4_04631,mqo,putative malate/quinone oxidoreductase,false,2,0,,
PMM0420,PMED4_04641,lepA,GTP-binding protein LepA,false,3,0,,
PMM0421,PMED4_04651,dppC,"putative ABC transporter, oligopeptides",true,0,0,3.337999729,21.0
PMM0422,PMED4_04661,,tRNA/rRNA methyltransferase (SpoU),true,1,0,4.78707193,19.0
PMM0425,PMED4_04701,,Uncharacterized protein related to deoxyribodipyrimidine photolyase,false,3,2,,
PMM0426,PMED4_04731,sun,Sun protein (Fmu protein),false,3,0,,
PMM0427,PMED4_04741,mrcB,putative penicillin binding protein,false,1,3,,
PMM0428,PMED4_04751,chlG,chlorophyll synthase 33 kD subunit,true,0,0,2.551656467,61.0
PMM0429,PMED4_04761,,conserved hypothetical protein,true,0,0,3.041366904,98.0
PMM0430,PMED4_04771,hisF,Imidazole glycerol phosphate synthase subunit HisF (cyclase),true,1,3,4.720043179,40.0
PMM0431,PMED4_04781,ubiE,Ubiquinone/menaquinone biosynthesis methyltransferases,true,2,0,3.679562672,14.0
PMM0432,PMED4_04791,,conserved hypothetical protein,true,2,0,3.86685111,67.0
PMM0433,PMED4_04801,BirA,putative Biotin--acetyl-CoA-carboxylase ligase,true,0,2,4.78707193,38.0
PMM0434,PMED4_04811,salX,"possible ABC transporter, ATP binding protein",false,0,1,,
PMM0435,PMED4_04821,ndhB,putative NADH dehydrogenase (complex I) subunit (chain 2),true,1,1,4.78707193,45.0
PMM0436,PMED4_04831,topA,Prokaryotic DNA topoisomerase,true,2,1,4.78707193,103.0
PMM0437,PMED4_04841,,hypothetical,false,1,0,,
PMM0438,PMED4_04851,,Predicted membrane protein,false,1,1,,
PMM0439,PMED4_04861,cobT,NaMN:DMB phosphoribosyltransferase,false,0,2,,
PMM0440,PMED4_04871,,conserved hypothetical protein,false,1,0,,
PMM0441,PMED4_04881,,Aldo/keto reductase family,false,0,2,,
PMM0442,PMED4_04891,ribE,Putative Riboflavin synthase alpha chain,true,0,0,3.862597209,41.0
PMM0443,PMED4_04901,,conserved hypothetical protein,true,0,1,2.060786228,17.0
PMM0444,PMED4_04911,ctaE,"Cytochrome c oxidase, subunit III",false,2,0,,
PMM0445,PMED4_04921,ctaD (coxA),"Cytochrome c oxidase, subunit I",false,1,0,,
PMM0446,PMED4_04931,ctaC (coxB),"putative cytochrome c oxidase, subunit 2",true,2,0,2.974392112,23.0
PMM0447,PMED4_04941,ctaA,Uncharacterized protein required for cytochrome oxidase assembly,true,0,0,3.86685111,9.0
PMM0449,PMED4_04961,ccmA,putative multidrug efflux ABC transporter,false,4,0,,
PMM0450,PMED4_04971,,putative multidrug efflux ABC transporter,true,0,0,4.78707193,15.0
PMM0451,PMED4_04981,,possible Arenavirus glycoprotein,false,0,1,,
PMM0452,PMED4_04991,groEL2,GroEL2 protein (Chaperonin cpn60 2),false,2,1,,
PMM0453,PMED4_05011,fabG,3-oxoacyl-[acyl-carrier protein] reductase,true,1,0,3.898686889,17.0
PMM0454,PMED4_05021,ispD,putative 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,true,1,1,4.78707193,63.0
PMM0455,PMED4_05031,,Putative carboxypeptidase,false,1,0,,
PMM0456,PMED4_05041,ubiA,probable 4-hydroxybenzoate-octaprenyltransferase,true,3,2,3.862597209,11.0
PMM0457,PMED4_05051,ppx,putative exopolyphosphatase,true,3,0,3.337999729,33.0
PMM0458,PMED4_05061,,conserved hypothetical protein,false,1,0,,
PMM0460,PMED4_05081,lgt,putative prolipoprotein diacylglyceryl transferase,false,2,0,,
PMM0461,PMED4_05091,petA,Cytochrome f,false,2,0,,
PMM0462,PMED4_05101,petC,Rieske iron-sulfur protein,true,1,0,3.961587724,24.0
PMM0463,PMED4_05111,,conserved hypothetical protein,true,0,2,3.933879861,84.0
PMM0465,PMED4_05131,,hypothetical,true,0,0,2.936183365,20.0
PMM0466,PMED4_05141,,possible secreted protein MPB70 precursor,false,1,0,,
PMM0469,PMED4_05171,psaF,Photosystem I PsaF protein (subunit III),true,0,1,2.48480766,43.0
PMM0470,PMED4_05181,qri7,probable o-sialoglycoprotein endopeptidase,true,1,0,4.720043179,14.0
PMM0472,PMED4_05201,nhaP,"putative Na+/H+ antiporter, CPA1 family",true,1,0,4.720043179,47.0
PMM0473,PMED4_05211,gltX,Glutamyl-tRNA synthetase,false,4,0,,
PMM0474,PMED4_05221,,Conserved hypothetical protein,false,1,0,,
PMM0475,PMED4_05231,rplS,Ribosomal protein L19,true,3,1,4.720043179,5.0
PMM0476,PMED4_05241,,conserved hypothetical protein,true,1,0,4.423464314,51.0
PMM0477,PMED4_05251,map,putative methionine aminopeptidase,true,1,0,4.869176828,98.0
PMM0478,PMED4_05261,,conserved hypothetical protein,true,0,1,4.356435563,45.0
PMM0479,PMED4_05271,pta,BioD-like N-terminal domain of phosphotransacetylase,true,1,0,2.230490471,23.0
PMM0481,PMED4_05291,,Uncharacterized protein conserved in bacteria,true,0,0,2.981007048,17.0
PMM0482,PMED4_05311,hflC,Band 7 protein,false,1,0,,
PMM0483,PMED4_05321,hemL,"glutamate-1-semialdehyde 2,1-aminomutase",true,2,0,4.869176828,37.0
PMM0484,PMED4_05331,xthA,exodeoxyribonuclease III,true,2,0,4.356435563,18.0
PMM0485,PMED4_05341,,conserved hypothetical protein,true,0,0,4.720043179,43.0
PMM0486,PMED4_05351,,conserved hypothetical protein,false,0,1,,
PMM0487,PMED4_05361,,Uncharacterized conserved protein,true,0,0,4.869176828,58.0
PMM0489,PMED4_05381,thiP,putative iron ABC transporter,false,3,0,,
PMM0490,PMED4_05391,,Putative GTPases (G3E family),true,3,0,2.566912558,10.0
PMM0491,PMED4_05401,,4a-hydroxytetrahydrobiopterin dehydratase (PCD),false,1,0,,
PMM0492,PMED4_05411,,Uncharacterized conserved protein,true,0,0,4.505569212,19.0
PMM0493,PMED4_05421,cxp,Carboxypeptidase Taq (M32) metallopeptidase,true,1,1,4.720043179,17.0
PMM0494,PMED4_05431,,putative inorganic pyrophosphatase,false,3,1,,
PMM0495,PMED4_05441,hemC,Porphobilinogen deaminase,false,2,2,,
PMM0496,PMED4_05451,,Putative principal RNA polymerase sigma factor,true,3,0,4.015984759,307.0
PMM0497,PMED4_05461,priA,primosomal protein N' (replication factor Y),false,6,4,,
PMM0500,PMED4_05491,,conserved hypothetical protein,false,0,1,,
PMM0501,PMED4_05501,,conserved hypothetical protein,true,0,0,3.933879861,51.0
PMM0502,PMED4_05511,,Single-stranded DNA-binding protein,false,2,1,,
PMM0503,PMED4_05521,cobK,possible precorrin-6X reductase,false,1,1,,
PMM0504,PMED4_05531,cutA,CutA1 divalent ion tolerance protein,true,0,0,4.423464314,35.0
PMM0505,PMED4_05541,,Possible carbohydrate kinase,false,1,4,,
PMM0506,PMED4_05551,purA,Adenylosuccinate synthetase,true,0,0,3.337999729,27.0
PMM0507,PMED4_05561,psb27,possible Photosystem II reaction center Psb27 protein,true,1,1,4.262294506,31.0
PMM0508,PMED4_05571,proS,Prolyl-tRNA synthetase,true,4,1,4.720043179,19.0
PMM0509,PMED4_05581,,possible Helix-turn-helix domain of resolvase,true,0,0,3.420104627,79.0
PMM0510,PMED4_05591,,possible Reverse transcriptase (RNA-dependent,true,0,0,4.356435563,37.0
PMM0513,PMED4_05621,lepB,Signal peptidase I,false,1,0,,
PMM0514,PMED4_05631,,putative dihydroorotase,false,2,0,,
PMM0516,PMED4_05651,,Possible membrane associated protease,false,4,1,,
PMM0517,PMED4_05661,,hypothetical protein,false,2,0,,
PMM0518,PMED4_05671,ftsI,putative peptidoglycan synthetase (pbp transpeptidase domain),false,2,0,,
PMM0519,PMED4_05681,tal,Transaldolase,true,2,0,2.822116702,18.0
PMM0520,PMED4_05691,fixC,NAD binding site,false,0,1,,
PMM0522,PMED4_05711,pyrH,uridylate kinase,true,1,0,4.423464314,0.0
PMM0523,PMED4_05721,cobO,possible cob(I)alamin adenosyltransferase,true,0,0,4.78707193,13.0
PMM0524,PMED4_05731,,Phage integrase family,false,0,1,,
PMM0525,PMED4_05741,hemH,Ferrochelatase,true,2,1,4.78707193,45.0
PMM0526,PMED4_05751,ilvH,Acetolactate synthase large subunit,true,1,1,3.933879861,16.0
PMM0527,PMED4_05761,,conserved hypothetical protein,true,0,0,3.86685111,5.0
PMM0528,PMED4_05771,,DUF152,false,0,2,,
PMM0529,PMED4_05781,,conserved hypothetical protein,false,1,1,,
PMM0530,PMED4_05791,"rps1b, rpsA2, nbp1","30S ribosomal protein S1 homolog B, putative Nbp1",true,1,1,4.869176828,25.0
PMM0531,PMED4_05801,,Creatininase,true,1,0,4.720043179,48.0
PMM0532,PMED4_05811,,conserved hypothetical protein,true,2,0,4.78707193,13.0
PMM0533,PMED4_05821,,Predicted dehydrogenase,true,0,2,3.076433891,30.0
PMM0534,PMED4_05831,accA,"acetyl-CoA carboxylase, alpha subunit",false,2,0,,
PMM0536,PMED4_05851,folE,putative GTP cyclohydrolase I,true,1,0,3.92962596,63.0
PMM0537,PMED4_05861,trpF,phosphoribosylanthranilate isomerase,true,0,0,4.356435563,0.0
PMM0538,PMED4_05871,,Zn-dependent proteases,true,3,0,3.86685111,20.0
PMM0539,PMED4_05881,lplA,Biotin/lipoate A/B protein ligase family,false,1,0,,
PMM0540,PMED4_05891,psaM,possible photosystem I reaction centre subunit XII (PsaM),true,2,0,3.063111946,19.0
PMM0541,PMED4_05901,,conserved hypothetical protein,false,1,1,,
PMM0542,PMED4_05911,"por, pcr",Light dependent protochlorophyllide oxido-reductase,true,0,0,4.78707193,28.0
PMM0543,PMED4_05921,chlL,Protochlorophyllide reductase iron-sulfur ATP-binding protein,false,2,0,,
PMM0544,PMED4_05931,chlB,Light-independent protochlorophyllide reductase subunit B,false,4,1,,
PMM0545,PMED4_05941,chlN,Light-independent protochlorophyllide reductase subunit N,false,0,1,,
PMM0546,PMED4_05951,,conserved hypothetical,true,1,1,2.16346172,16.0
PMM0547,PMED4_05961,,conserved hypothetical protein,true,0,1,3.92962596,1.0
PMM0548,PMED4_05971,,HAM1 family protein,true,0,0,2.974392112,103.0
PMM0550,PMED4_05991,rbcL,"Ribulose bisphosphate carboxylase, large chain",false,1,0,,
PMM0551,PMED4_06001,rbcS,"Ribulose bisphosphate carboxylase, small chain",false,1,0,,
PMM0552,PMED4_06011,csoS2,carboxysome shell protein CsoS2,false,3,1,,
PMM0553,PMED4_06021,csoS3,carboxysome shell protein CsoS3,false,2,0,,
PMM0556,PMED4_06051,,conserved hypothetical protein,true,0,1,4.720043179,33.0
PMM0557,PMED4_06061,,conserved hypothetical,true,0,0,3.420104627,19.0
PMM0558,PMED4_06071,tdcF,"Putative translation initiation inhibitor, yjgF family",true,0,0,3.270970978,16.0
PMM0559,PMED4_06081,,Putative hydroxyacylglutathione hydrolase,false,1,0,,
PMM0560,PMED4_06091,hisG,possible ATP phosphoribosyltransferase,true,4,3,4.869176828,23.0
PMM0561,PMED4_06101,,putative multidrug efflux ABC transporter,false,0,1,,
PMM0562,PMED4_06111,,possible acetyltransferase,false,1,0,,
PMM0563,PMED4_06121,,Glycosyltransferases involved in cell wall biogenesis,false,1,0,,
PMM0564,PMED4_06131,,Uncharacterized protein conserved in bacteria,true,0,0,4.78707193,41.0
PMM0565,PMED4_06141,dnaA,chromosomal replication initiator protein DnaA,true,0,0,4.78707193,16.0
PMM0566,PMED4_06151,,Glutathione S-transferase,true,1,0,4.720043179,19.0
PMM0567,PMED4_06161,gshR,probable glutathione reductase (NADPH),true,2,2,3.337999729,7.0
PMM0568,PMED4_06171,ECM27,putative CaCA family sodium/calcium exchanger,true,2,2,4.78707193,17.0
PMM0569,PMED4_06181,pyrC,Dihydroorotase,true,0,0,4.720043179,14.0
PMM0570,PMED4_06191,ndhL,NADH dehydrogenase subunit NdhL (ndhL),true,0,0,2.974392112,19.0
PMM0571,PMED4_06201,,conserved hypothetical protein,true,0,0,4.356435563,20.0
PMM0572,PMED4_06211,trpA,"Tryptophan synthase, alpha subunit",false,3,1,,
PMM0573,PMED4_06221,,conserved hypothetical protein,true,1,0,2.974392112,97.0
PMM0574,PMED4_06231,,Uncharacterized protein conserved in bacteria,false,1,0,,
PMM0575,PMED4_06241,,conserved hypothetical,false,2,0,,
PMM0576,PMED4_06251,,conserved hypothetical protein,false,1,0,,
PMM0577,PMED4_06261,,"Putative type II alternative sigma factor, sigma70 family",true,0,0,2.907363362,20.0
PMM0578,PMED4_06271,hisI,Phosphoribosyl-AMP cyclohydrolase,true,1,0,4.356435563,39.0
PMM0579,PMED4_06281,,6-pyruvoyl-tetrahydropterin synthase,true,0,0,2.022249224,53.0
PMM0580,PMED4_06291,clpB,"ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB",false,3,1,,
PMM0581,PMED4_06301,petE,plastocyanin,true,3,0,3.86685111,16.0
PMM0582,PMED4_06311,,Nucleoside-diphosphate-sugar epimerases,false,2,2,,
PMM0583,PMED4_06321,hemE,Uroporphyrinogen decarboxylase (URO-D),true,1,1,4.720043179,44.0
PMM0584,PMED4_06331,glgB,"1,4-alpha-glucan branching enzyme",true,0,0,3.894558973,16.0
PMM0585,PMED4_06341,,Predicted acyl esterases,false,2,1,,
PMM0586,PMED4_06351,,conserved hypothetical,false,1,0,,
PMM0587,PMED4_06361,,conserved hypothetical,false,1,0,,
PMM0588,PMED4_06371,,conserved hypothetical protein,true,0,0,4.869176828,50.0
PMM0589,PMED4_06381,,conserved hypothetical,true,6,5,3.337999729,25.0
PMM0590,PMED4_06391,proA,Gamma-glutamyl phosphate reductase,true,3,0,3.933879861,14.0
PMM0592,PMED4_06411,,lipase family protein,false,0,1,,
PMM0593,PMED4_06421,prlC,Peptidase family M3,false,2,1,,
PMM0594,PMED4_06431,ndhD,putative NADH Dehydrogenase (complex I) subunit (chain 4),true,3,0,4.869176828,81.0
PMM0595,PMED4_06441,thrB,Homoserine kinase:GHMP kinases putative ATP-binding domain,true,0,0,3.108395655,93.0
PMM0596,PMED4_06451,glk,Putative glucokinase,false,3,1,,
PMM0599,PMED4_06481,,conserved hypothetical protein,true,2,0,4.043692622,21.0
PMM0600,PMED4_06491,,conserved hypothetical protein,true,1,0,3.862597209,19.0
PMM0601,PMED4_06501,,"ABC transporter, substrate binding protein, possibly Mn",false,0,1,,
PMM0602,PMED4_06511,,"ABC transporter, ATP binding domain, possibly Mn transporter",false,0,1,,
PMM0603,PMED4_06521,,"ABC transporter component, possibly Mn transport",false,1,0,,
PMM0605,PMED4_06541,,conserved hypothetical protein,true,2,0,3.648123242,17.0
PMM0606,PMED4_06551,lepB,leader peptidase I,true,1,1,2.875441293,42.0
PMM0607,PMED4_06561,menD,"Menaquinone biosynthesis protein; probable 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",false,2,1,,
PMM0608,PMED4_06571,menB,Napthoate synthase,false,1,0,,
PMM0609,PMED4_06581,glgA,Putative ADPglucose--glucosyltransferase (GlgA),false,1,2,,
PMM0610,PMED4_06591,murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",false,0,2,,
PMM0611,PMED4_06601,glmU,UDP-N-acetylglucosamine pyrophosphorylase,true,2,0,4.720043179,17.0
PMM0612,PMED4_06611,,Uncharacterized conserved protein,false,1,2,,
PMM0613,PMED4_06621,aroA,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),true,0,1,3.933879861,37.0
PMM0614,PMED4_06631,,probable 2-phosphosulfolactate phosphatase,true,0,0,4.78707193,121.0
PMM0615,PMED4_06641,,Possible nitrilase,false,1,1,,
PMM0616,PMED4_06651,amiC,Cell wall hydrolase/autolysin,false,2,0,,
PMM0617,PMED4_06661,murI,Putative aspartate and glutamate racemases:Glutamate racemase,false,2,2,,
PMM0618,PMED4_06671,sds,polyprenyl synthetase; solanesyl diphosphate synthase (sds),true,2,0,3.86685111,10.0
PMM0619,PMED4_06681,acs,acetyl-coenzyme A synthetase,false,3,0,,
PMM0620,PMED4_06691,,conserved hypothetical protein,false,1,0,,
