old_locus_tag,locus_tag_new,gene,product,has_primary_tss,antisense_tss_count,internal_tss_count,minus10_element_score,tss_distance_to_cds
PMT0377,P9313_04481,,Uncharacterized conserved protein,false,0,1,,
PMT0378,P9313_04511,ftsH3,cell division protein FtsH3,true,1,1,4.527729326,21.0
PMT0379,P9313_04521,argF,Ornithine carbamoyltransferase,false,1,0,,
PMT0380,P9313_04531,lexA,"SOS function regulatory protein, LexA repressor",false,1,0,,
PMT0381,P9313_04541,,possible M protein repeat,false,1,0,,
PMT0382,P9313_04551,,possible Signal peptidase I,false,1,0,,
PMT0383,P9313_04561,,possible Carbohydrate phosphorylase,true,1,0,5.59688702,25.0
PMT0384,P9313_04571,def,Formylmethionine deformylase,false,0,1,,
PMT0385,P9313_04581,,Esterase/lipase/thioesterase family active site,false,3,0,,
PMT0386,P9313_04591,dnaQ,"possible DNA polymerase III, epsilon subunit",true,1,1,3.908236453,
PMT0387,P9313_04601,,putative bacterioferritin comigratory protein,true,0,2,5.063055658,16.0
PMT0388,P9313_04611,,conserved hypothetical protein,true,1,4,3.099624445,35.0
PMT0389,P9313_04621,acs,acetyl-coenzyme A synthetase,false,3,6,,
PMT0390,P9313_04631,,possible Coproporphyrinogen III oxidase,true,1,1,2.651993672,12.0
PMT0391,P9313_04641,,unknown,false,3,2,,
PMT0392,P9313_04651,sds,polyprenyl synthetase; solanesyl diphosphate synthase (sds),true,4,2,5.59688702,13.0
PMT0393,P9313_04661,murI,Putative aspartate and glutamate racemases:Glutamate racemase,false,1,2,,
PMT0394,P9313_04671,amiC,Cell wall hydrolase/autolysin,false,0,2,,
PMT0395,P9313_04681,,Possible nitrilase,true,0,3,4.958946612,15.0
PMT0396,P9313_04691,,probable 2-phosphosulfolactate phosphatase,true,1,0,4.402067452,19.0
PMT0397,P9313_04701,ubiD,"Protein of unknown function DUF117, putative carboxy-lyase",true,1,2,3.139202291,27.0
PMT0398,P9313_04711,aroA,EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase),true,1,1,4.72959631,36.0
PMT0399,P9313_04721,,Uncharacterized conserved protein,false,2,3,,
PMT0400,P9313_04731,glmU,UDP-N-acetylglucosamine pyrophosphorylase,false,0,1,,
PMT0401,P9313_04741,murF,"UDP-N-acetylmuramoylalanyl-D-glutamyl-2, 6-diaminopimelate--D-alanyl-D-alanyl ligase",true,4,0,4.506176498,1.0
PMT0402,P9313_04751,,conserved hypothetical protein,true,2,1,5.117136098,98.0
PMT0403,P9313_04771,glgA,Putative ADPglucose--starch glucosyltransferase,true,3,3,5.292405959,52.0
PMT0404,P9313_04781,,conserved hypothetical protein,false,2,0,,
PMT0405,P9313_04791,menB,Naphthoate synthase,true,1,1,4.402067452,17.0
PMT0406,P9313_04801,menD,"Menaquinone biosynthesis protein; 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",false,2,2,,
PMT0407,P9313_04811,lepB,leader peptidase I,false,2,0,,
PMT0408,P9313_04821,,conserved hypothetical protein,true,3,2,5.063055658,20.0
PMT0410,P9313_04841,,hypothetical,false,1,0,,
PMT0411,P9313_04851,,possible Transaldolase,true,0,0,5.292405959,15.0
PMT0412,P9313_04861,,Chalcone synthase (CHS),false,1,0,,
PMT0413,P9313_04871,,NAD binding site,false,3,2,,
PMT0414,P9313_04881,,SAM (and some other nucleotide) binding motif,true,0,2,4.197273634,18.0
PMT0415,P9313_04891,,hypothetical,true,1,0,4.426623935,92.0
PMT0416,P9313_04901,,"ABC transporter component, possibly Mn transport",false,1,0,,
PMT0417,P9313_04911,,"ABC transporter, ATP binding domain, possibly Mn transporter",false,3,0,,
PMT0418,P9313_04921,,"ABC transporter, substrate binding protein, possibly Mn.",true,1,2,3.790136608,11.0
PMT0419,P9313_04931,psbA,Photosystem II PsbA protein (D1),true,3,0,4.984956175,7.0
PMT0420,P9313_04941,,conserved hypothetical protein,true,3,1,5.221245144,23.0
PMT0421,P9313_04951,,Conserved hypothetical protein,true,1,0,3.297391777,18.0
PMT0422,P9313_04961,trpS,"t-RNA synthetase, class Ib:Tryptophanyl-tRNA synthetase",true,1,3,4.026425577,108.0
PMT0423,P9313_04981,,possible endolysin,true,3,4,2.401653779,8.0
PMT0424,P9313_05001,thrS,Threonyl-tRNA synthatase,false,4,7,,
PMT0425,P9313_05031,glk,Putative glucokinase,false,0,2,,
PMT0426,P9313_05041,thrB,Homoserine kinase:GHMP kinases putative ATP-binding domain,true,3,7,2.47010143,15.0
PMT0427,P9313_05051,ndhD,putative NADH Dehydrogenase (complex I) subunit (chain 4),false,5,2,,
PMT0428,P9313_05061,prlC,Phosphofructokinase:Peptidase family M3,false,2,1,,
PMT0429,P9313_05071,,"possible Arginine repressor, C-terminal domain",false,1,4,,
PMT0430,P9313_05091,,Permeases,false,1,1,,
PMT0431,P9313_05121,,conserved hypothetical protein,false,1,0,,
PMT0432,P9313_05131,,hypothetical,false,1,1,,
PMT0433,P9313_05141,,hypothetical,false,0,4,,
PMT0434,P9313_05151,,lipase family protein,false,1,0,,
PMT0435,P9313_05161,folB,Possible dihydroneopterin aldolase,false,0,1,,
PMT0436,P9313_05171,proA,Gamma-glutamyl phosphate reductase,false,3,1,,
PMT0437,P9313_05181,,ROK family,false,3,2,,
PMT0438,P9313_05191,,conserved hypothetical protein,true,11,6,4.523794314,26.0
PMT0439,P9313_05201,,conserved hypothetical protein,false,1,0,,
PMT0440,P9313_05211,,conserved hypothetical,false,1,0,,
PMT0441,P9313_05221,,conserved hypothetical,false,2,0,,
PMT0442,P9313_05231,,Predicted acyl esterases,false,3,1,,
PMT0443,P9313_05241,,conserved hypothetical,false,2,0,,
PMT0444,P9313_05251,glgB,"1,4-alpha-glucan branching enzyme",true,2,2,4.887785797,17.0
PMT0445,P9313_05261,hemE,Uroporphyrinogen decarboxylase (URO-D),true,0,1,4.530732981,18.0
PMT0446,P9313_05271,,Nucleoside-diphosphate-sugar epimerases,true,1,1,3.534776743,41.0
PMT0447,P9313_05281,petE,plastocyanin,true,1,0,4.958946612,19.0
PMT0448,P9313_05291,,conserved hypothetical protein,true,1,2,4.530732981,84.0
PMT0449,P9313_05301,clpB1,"ATP-dependent Clp protease, Hsp 100, ATP-binding subunit ClpB",true,4,2,4.334021858,15.0
PMT0450,P9313_05311,,possible Plant thionin,true,1,0,4.721561646,63.0
PMT0451,P9313_05321,,hypothetical,false,1,0,,
PMT0452,P9313_05331,,hypothetical,false,0,1,,
PMT0453,P9313_05341,hisI,Phosphoribosyl-AMP cyclohydrolase:Phosphoribosyl-ATP pyrophos...,false,1,0,,
PMT0454,P9313_05351,,conserved hypothetical protein,false,2,0,,
PMT0455,P9313_05361,,Predicted membrane protein,false,1,0,,
PMT0456,P9313_05381,sigB,Sigma-70 factor family,true,1,2,4.530732981,15.0
PMT0457,P9313_05391,,Uncharacterized conserved protein,true,1,0,2.318534324,19.0
PMT0460,P9313_05421,,Predicted membrane protein,true,2,0,5.430662869,38.0
PMT0461,P9313_05431,,conserved hypothetical protein,true,0,1,5.221245144,167.0
PMT0462,P9313_05441,petJ,"Cytochrome c, class IC:Cytochrome c, class I",false,0,2,,
PMT0463,P9313_05451,,Uncharacterized protein conserved in bacteria,true,0,0,5.826237321,84.0
PMT0464,P9313_05461,,conserved hypothetical protein,true,0,0,5.826237321,67.0
PMT0465,P9313_05471,trpA,"Tryptophan synthase, alpha subunit",false,1,0,,
PMT0466,P9313_05481,,conserved hypothetical protein,false,1,0,,
PMT0467,P9313_05491,,hypothetical,true,3,0,4.760083283,
PMT0468,P9313_05501,pyrC,Dihydroorotase,false,3,3,,
PMT0469,P9313_05521,ECM27,"putative CaCA family, sodium/calcium exchanger",true,4,2,5.59688702,16.0
PMT0470,P9313_05531,gshR,probable glutathione reductase (NADPH),true,2,0,3.179202653,15.0
PMT0471,P9313_05561,,conserved hypothetical protein,false,1,2,,
PMT0472,P9313_05571,,conserved hypothetical protein,false,2,2,,
PMT0473,P9313_05581,,possible NADH-Ubiquinone/plastoquinone,true,4,1,4.172717151,7.0
PMT0474,P9313_05591,gadA,Glutamate decarboxylase,false,9,2,,
PMT0475,P9313_05601,,GCN5-related N-acetyltransferase,true,0,0,4.172717151,
PMT0476,P9313_05611,,conserved hypothetical protein,false,1,0,,
PMT0477,P9313_05621,,hypothetical,false,0,1,,
PMT0478,P9313_05631,,conserved hypothetical protein,false,1,1,,
PMT0479,P9313_05651,,conserved hypothetical protein,true,0,2,5.59688702,60.0
PMT0480,P9313_05671,,Short-chain dehydrogenase/reductase (SDR) superfamily,true,1,1,2.897926519,24.0
PMT0481,P9313_05681,,hypothetical protein,true,1,1,4.297539905,271.0
PMT0482,P9313_05691,,TPR repeat,true,1,1,6.159696669,35.0
PMT0483,P9313_05701,,possible Malic enzyme,false,1,2,,
PMT0484,P9313_05721,,possible Domain of unknown function DUF33,false,1,2,,
PMT0485,P9313_05741,,hypothetical,true,0,0,3.99540665,
PMT0486,P9313_05751,,"possible DNA polymerase III beta subunit, cent",true,0,0,4.790284736,59.0
PMT0487,P9313_05771,,possible Fibronectin type I domain,false,2,0,,
PMT0488,P9313_05781,,possible Integrase Zinc binding domain,true,0,0,3.305426442,120.0
PMT0489,P9313_05791,,hypothetical,true,1,0,3.534776743,
PMT0490,P9313_05821,,possible acylamino-acid-releasing enzyme,true,2,1,4.530732981,90.0
PMT0491,P9313_05831,,possible homology with acylamino-acid-releasing enzyme; putat...,true,1,0,3.430249195,14.0
PMT0492,P9313_05841,msrA,Peptide methionine sulfoxide reductase,true,2,1,3.984013134,6.0
PMT0493,P9313_05851,,conserved hypothetical protein,true,1,0,4.294444012,57.0
PMT0494,P9313_05871,,conserved hypothetical protein,false,3,3,,
PMT0495,P9313_05881,,Ferritin,true,0,0,5.026573705,59.0
PMT0496,P9313_05901,pcb,light-harvesting complex protein,false,0,4,,
PMT0497,P9313_05931,,"Bacterial regulatory proteins, Crp family",true,2,0,4.530732981,30.0
PMT0498,P9313_05941,,possible Gram-negative pili assembly chaperone,false,1,0,,
PMT0499,P9313_05951,,ferritin,true,4,0,5.395020035,71.0
PMT0500,P9313_05961,,hypothetical,true,0,1,5.292405959,68.0
PMT0501,P9313_05971,futC,"ABC transporter, ATP binding component, possibly iron transporter",false,0,3,,
PMT0502,P9313_05981,,"Bacterial regulatory proteins, Crp family",true,2,0,3.908236453,15.0
PMT0503,P9313_05991,,possible ATLS1-like light-inducible protein,false,1,0,,
PMT0504,P9313_06001,nth,putative endonuclease,false,2,1,,
PMT0505,P9313_06011,,Rhomboid family,false,0,1,,
PMT0506,P9313_06031,ycf39,Putative NADH-flavin reductase,true,0,0,4.523794314,29.0
PMT0507,P9313_06041,,conserved hypothetical protein,false,0,1,,
PMT0508,P9313_06051,,"ABC transporter, substrate binding protein, phosphate",false,1,2,,
PMT0509,P9313_06071,cytA,"Cytochrome c, class IC:Cytochrome c, class I",true,3,1,5.221245144,125.0
PMT0510,P9313_06081,rimI,GCN5-related N-acetyltransferase,false,0,3,,
PMT0511,P9313_06091,,conserved hypothetical protein,true,0,1,5.201312567,38.0
PMT0512,P9313_06101,,Glutaredoxin and related proteins,true,3,0,3.430249195,31.0
PMT0513,P9313_06111,,"possible Helix-turn-helix protein, copG family",true,0,0,3.463615928,27.0
PMT0514,P9313_06121,MTG10.17,putative protein,true,0,3,5.826237321,93.0
PMT0515,P9313_06131,,possible ligand gated channel (GIC family),true,0,2,5.59688702,240.0
PMT0516,P9313_06141,,Proline-rich region,false,6,3,,
PMT0517,P9313_06151,,similar to IMP dehydrogenase,true,0,1,4.7355268,45.0
PMT0518,P9313_06171,pgsA,CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase,true,1,0,3.241816367,25.0
PMT0519,P9313_06181,,possible mRNA-binding protein,false,6,4,,
PMT0520,P9313_06191,hisA,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase,true,2,4,4.506176498,24.0
PMT0521,P9313_06201,,Ferric uptake regulator family,true,2,2,4.426623935,18.0
PMT0522,P9313_06211,,Conserved hypothetical protein,true,3,3,3.970850167,14.0
PMT0523,P9313_06221,,conserved hypothetical protein,true,2,1,4.402067452,
PMT0524,P9313_06231,,conserved hypothetical protein,true,5,2,4.958946612,64.0
PMT0525,P9313_06251,,conserved hypothetical protein,true,2,1,5.59688702,51.0
PMT0526,P9313_06261,,Predicted endonuclease involved in recombination (possible Holliday junction resolvase in Mycoplasmas and B. subtilis),false,1,1,,
PMT0527,P9313_06271,,conserved hypothetical protein,true,1,1,2.198169628,16.0
PMT0528,P9313_06281,,Predicted hydrolase of the HAD superfamily,false,2,0,,
PMT0529,P9313_06291,proB,putative glutamate 5-kinase,true,4,2,3.798695526,93.0
PMT0530,P9313_06301,lpxD,UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase,false,1,3,,
PMT0531,P9313_06311,leuB,3-isopropylmalate dehydrogenase,true,1,1,4.352459465,28.0
PMT0532,P9313_06321,prk,phosphoribulokinase,true,2,0,4.402067452,19.0
PMT0533,P9313_06331,,putative type 4 prepilin peptidase,false,1,1,,
PMT0534,P9313_06341,accD,"acetyl-CoA carboxylase, beta subunit",false,0,2,,
PMT0536,P9313_06361,,putative oxidoreductase,true,3,3,4.7355268,73.0
PMT0537,P9313_06371,cbbA,"Fructose-bisphosphate/sedoheptulose-1, 7-bisphosph ate aldolase",true,1,1,4.958946612,59.0
PMT0538,P9313_06381,,Uncharacterized protein family UPF0094,true,3,0,3.678886152,90.0
PMT0539,P9313_06391,purQ,phosphoribosylformylglycinamidine synthase,false,4,0,,
PMT0540,P9313_06401,purS,Phosphoribosylformylglycinamidine synthetase PurS,true,0,2,4.530732981,27.0
PMT0541,P9313_06411,,"Putative oxidoreductase, Fe-S subunit",true,12,1,4.760083283,33.0
PMT0542,P9313_06431,,"possible Na+/H+ antiporter, CPA1 family",false,0,1,,
PMT0543,P9313_06441,,"Glycosyl transferase, family 2",false,1,2,,
PMT0544,P9313_06471,,hypothetical,true,2,0,4.006493,
PMT0545,P9313_06491,,hypothetical,false,0,1,,
PMT0546,P9313_06521,,probable periplasmic protein,true,4,1,6.159696669,16.0
PMT0547,P9313_06541,,hypothetical,false,1,0,,
PMT0548,P9313_06551,,Short-chain dehydrogenase/reductase (SDR) superfamily:Glucose...,false,2,2,,
PMT0549,P9313_06571,,possible Ribosomal protein L11,false,1,0,,
PMT0550,P9313_06581,,hypothetical,false,1,1,,
PMT0551,P9313_06601,sdmt,putative sarcosine-dimethylglycine methyltransferase,false,2,1,,
PMT0552,P9313_06611,gsmt,probable glycine-sarcosine methyltransferase,false,1,1,,
PMT0553,P9313_06631,proV,"ABC transporter, ATP binding component, glycine betaine/proline family",true,1,1,4.172717151,9.0
PMT0554,P9313_06641,proW,"ABC transporter,membrane component, glycine betaine/proline family",true,2,0,3.442597183,
PMT0555,P9313_06651,,"ABC transporter substrate binding protein, glycine betaine/proline family",false,6,1,,
PMT0556,P9313_06661,cobW,putative cobalamin synthesis protein,false,4,2,,
PMT0557,P9313_06671,,conserved hypothetical protein,true,0,2,5.063055658,7.0
PMT0558,P9313_06681,upp,putative uracil phosphoribosyltransferase,true,1,1,3.626960319,35.0
PMT0559,P9313_06691,,conserved hypothetical,true,0,0,5.450595445,15.0
PMT0560,P9313_06701,ilvD,Dihydroxy-acid dehydratase,false,3,2,,
PMT0561,P9313_06711,,possible Insulin-like growth factor binding pr,true,0,2,5.59688702,72.0
PMT0562,P9313_06721,,conserved hypothetical protein,false,3,0,,
PMT0563,P9313_06731,,hypothetical,false,1,0,,
PMT0564,P9313_06741,,"Putative 6-phosphogluconolactonase (DevB, Pgl)",true,0,2,3.790136608,19.0
PMT0565,P9313_06751,gnd,6-phosphogluconate dehydrogenase,true,2,1,3.678886152,20.0
PMT0566,P9313_06771,glgC,ADP-glucose pyrophosphorylase,true,1,2,4.197273634,24.0
PMT0567,P9313_06781,hemA,glutamyl-tRNA reductase,true,0,3,3.798695526,64.0
PMT0568,P9313_06791,glpX,"Fructose-1,6-bisphosphatase/sedoheptulose-1, 7-bis phosphatase",true,1,1,4.563372159,130.0
PMT0569,P9313_06801,"rpe, cbbE",Ribulose-phosphate 3-epimerase,false,1,3,,
PMT0570,P9313_06811,ccmC,possible heme transporter,true,1,1,4.7355268,17.0
PMT0571,P9313_06821,,possible permease,false,3,1,,
PMT0572,P9313_06831,,"possible ABC transporter, ATP binding component",false,2,1,,
PMT0573,P9313_06841,,Uncharacterized protein conserved in bacteria,true,0,0,4.426623935,41.0
PMT0574,P9313_06851,,conserved hypothetical protein,false,1,2,,
PMT0575,P9313_06861,typA,tyrosine binding protein,true,4,3,4.449629843,46.0
PMT0576,P9313_06871,,putative carboxypeptidase,true,1,0,2.53882452,7.0
PMT0577,P9313_06891,chlP,Aromatic-ring hydroxylase (flavoprotein monooxygenase),true,3,0,4.197273634,27.0
PMT0578,P9313_06901,glyS,"putative Glycyl-tRNA synthetase, beta subunit",true,4,6,4.563372159,19.0
PMT0579,P9313_06911,sir,Ferredoxin-sulfite reductase,true,3,2,4.334021858,17.0
PMT0580,P9313_06921,ddpX,D-ala-D-ala dipeptidase,false,2,3,,
PMT0581,P9313_06941,recG,putative DNA helicase,false,4,3,,
PMT0582,P9313_06951,,conserved hypothetical,true,5,2,4.026425577,56.0
PMT0583,P9313_06961,tsf,"putative Elongation factor Ts, EF-Ts",false,0,2,,
PMT0584,P9313_06971,rps2,30S ribosomal protein S2,true,0,1,4.426623935,115.0
PMT0585,P9313_06981,,"Glycosyl transferase, family 2",true,0,3,5.221245144,11.0
PMT0586,P9313_06991,,conserved hypothetical protein,true,2,0,4.530732981,28.0
PMT0587,P9313_07001,,"ABC transporter, ATP-binding component",false,0,1,,
PMT0588,P9313_07011,,"ABC-transporter, membrane spanning component",false,1,1,,
PMT0589,P9313_07021,,possible ABC transporter component,false,2,0,,
PMT0590,P9313_07031,pcyA,ferredoxin-dependent biliverdin reductase,false,2,2,,
PMT0591,P9313_07041,,Possible Zn-dependent peptidase,true,3,1,4.7355268,77.0
PMT0592,P9313_07051,,Insulinase family (Peptidase family M16),false,1,4,,
PMT0593,P9313_07061,,conserved hypothetical protein,true,1,0,2.129018588,50.0
PMT0594,P9313_07071,,Uncharacterized conserved protein,false,1,0,,
PMT0596,P9313_07091,,possible Carbamoyl-phosphate synthase L chain,false,1,1,,
PMT0597,P9313_07101,,GTPase SAR1 and related small G proteins,true,2,2,2.186354401,75.0
PMT0598,P9313_07111,gadB,Pyridoxal-dependent decarboxylase family,true,4,0,3.908236453,15.0
PMT0599,P9313_07131,cumB,putative cytidine/deoxycytidylate deaminase,true,1,1,2.498824157,51.0
PMT0600,P9313_07141,spt,serine:pyruvate/alanine:glyoxylate aminotransferase,true,2,1,5.221245144,20.0
PMT0601,P9313_07151,glnA,"Glutamine synthetase, glutamate--ammonia ligase",false,2,1,,
PMT0602,P9313_07161,,Predicted permease,false,1,0,,
PMT0603,P9313_07171,,Predicted permease,false,2,1,,
PMT0604,P9313_07181,psb28,possible Photosystem II reaction center Psb28 protein,true,1,0,5.59688702,15.0
PMT0605,P9313_07191,,Predicted ATPase,false,2,3,,
PMT0606,P9313_07201,,conserved hypothetical protein,true,0,1,3.631947121,30.0
PMT0607,P9313_07211,rsbW,Anti-sigma regulatory factor (Ser/Thr protein kinase),true,2,2,4.826766689,8.0
PMT0608,P9313_07221,,conserved hypothetical protein,true,0,0,2.595918324,16.0
PMT0609,P9313_07231,,conserved hypothetical protein,true,0,0,4.402067452,18.0
PMT0610,P9313_07241,,conserved hypothetical protein,true,0,3,3.39067135,19.0
PMT0611,P9313_07251,,"possible Copper binding proteins, plastocyanin",true,2,1,5.063055658,42.0
PMT0612,P9313_07261,,SAM (and some other nucleotide) binding motif:Generic methyl-transferase,true,2,0,5.923407699,53.0
PMT0613,P9313_07291,,hypothetical,false,0,1,,
PMT0614,P9313_07311,,hypothetical,false,0,1,,
PMT0616,P9313_07331,secF,preprotein translocase subunit,false,1,2,,
PMT0617,P9313_07341,secD,preprotein translocase subunit,false,1,2,,
PMT0618,P9313_07351,pdhB,pyruvate dehydrogenase E1 beta subunit,true,2,1,3.99540665,33.0
PMT0619,P9313_07371,,conserved hypothetical protein,true,2,0,3.692966229,0.0
PMT0620,P9313_07381,ispE,Putative 4-diphosphocytidyl-2C-methyl-D-erythritol kinase (CMK),false,2,3,,
PMT0621,P9313_07391,ksgA,"putative rRNA (adenine-N6,N6)-dimethyltransferase",false,1,0,,
PMT0622,P9313_07411,,possible Methyl-coenzyme M reductase alpha sub,false,1,0,,
PMT0623,P9313_07431,gdhA,Glutamate dehydrogenase,false,0,3,,
PMT0624,P9313_07441,,Uncharacterised protein family UPF0102,false,1,0,,
PMT0625,P9313_07451,,"Integral membrane protein, DUF6",true,1,1,4.081183513,149.0
PMT0626,P9313_07461,,conserved hypothetical protein,false,2,0,,
PMT0627,P9313_07471,,hypothetical,false,1,0,,
PMT0628,P9313_07491,pspE,conserved hypothetical protein,true,1,0,5.923407699,49.0
PMT0629,P9313_07501,,conserved hypothetical protein,false,1,0,,
PMT0630,P9313_07511,,possible Gonadotropin-releasing hormone,true,1,1,4.887785797,95.0
PMT0631,P9313_07521,,hypothetical,false,1,1,,
PMT0632,P9313_07531,,Uncharacterized conserved protein,true,0,1,5.061560688,65.0
PMT0633,P9313_07541,,hypothetical,true,0,0,4.887785797,32.0
PMT0635,P9313_07561,umuD,putative SOS mutagenesis protein UmuD,true,2,0,4.297539905,
PMT0636,P9313_07581,,possible PH domain,true,2,2,4.530732981,5.0
PMT0637,P9313_07591,,hypothetical,false,1,1,,
PMT0638,P9313_07601,umuC,putative UmuC protein,false,8,3,,
PMT0639,P9313_07611,,conserved hypothetical protein,false,2,1,,
PMT0640,P9313_07621,,conserved hypothetical protein,true,0,2,5.117136098,20.0
PMT0641,P9313_07631,dnaG,CHC2 zinc finger:Toprim domain,false,2,3,,
PMT0642,P9313_07641,,Uncharacterized protein involved in formation of curli polymers,true,2,2,4.426623935,15.0
PMT0643,P9313_07661,,"Integral membrane protein, DUF6",false,0,1,,
PMT0644,P9313_07671,ruvA,putative holliday junction DNA helicase RuvA,true,1,2,3.970850167,15.0
PMT0645,P9313_07681,rps15,30S Ribosomal protein S15,true,2,0,4.760083283,28.0
PMT0646,P9313_07691,,conserved hypothetical protein,false,5,0,,
PMT0647,P9313_07701,dnaE,"DNA polymerase III, alpha subunit",true,4,0,5.221245144,0.0
PMT0648,P9313_07711,gatA,Glutamyl-tRNA(Gln) amidotransferase A subunit,true,2,1,4.527729326,24.0
PMT0649,P9313_07721,,conserved hypothetical protein,true,1,1,3.678886152,22.0
PMT0650,P9313_07731,,tRNA/rRNA methyltransferase (SpoU):RNA methyltransferase TrmH...,true,4,0,3.99540665,5.0
PMT0651,P9313_07741,,Uncharacterized protein conserved in bacteria,true,1,0,3.692966229,67.0
PMT0652,P9313_07751,,STAS domain:Anti-sigma factor antagonist,true,0,1,4.7355268,90.0
PMT0653,P9313_07761,carA,carbamoyl-phosphate synthase small chain,false,1,0,,
PMT0654,P9313_07771,trpD/G,putative Anthranilate synthase component II,true,2,4,2.804656775,52.0
PMT0655,P9313_07791,,"ABC transporter, multidrug efflux family",true,4,2,5.221245144,40.0
PMT0656,P9313_07801,,conserved hypothetical protein,true,1,2,5.923407699,25.0
PMT0657,P9313_07811,,conserved hypothetical protein,true,0,1,4.527729326,26.0
PMT0658,P9313_07821,modF,"possible ABC transporter component, ATP binding protein",false,2,2,,
PMT0660,P9313_07841,,Esterase/lipase/thioesterase family active site,false,3,1,,
PMT0661,P9313_07851,nadA,Quinolinate synthetase A protein,true,2,1,5.221245144,12.0
PMT0663,P9313_07871,,conserved hypothetical protein,false,1,1,,
PMT0664,P9313_07881,,possible endolysin,true,3,0,3.293500972,87.0
PMT0665,P9313_07891,,conserved hypothetical protein,true,1,0,3.908236453,42.0
PMT0666,P9313_07901,,Uncharacterized conserved protein,false,1,1,,
PMT0667,P9313_07911,aroB,3-dehydroquinate synthase,false,1,0,,
PMT0668,P9313_07921,lacF,putative lactose transporter,true,0,2,3.984013134,18.0
PMT0669,P9313_07931,purK,phosphoribosylaminoimidazole carboxylase,false,4,2,,
PMT0671,P9313_07951,,conserved hypothetical protein,true,0,0,3.626960319,
PMT0672,P9313_07961,,Uncharacterized conserved protein,true,0,2,3.637390819,65.0
PMT0673,P9313_07971,petN,PetN protein,true,1,0,5.826237321,38.0
PMT0674,P9313_08001,,Conserved hypothetical protein,false,3,0,,
PMT0675,P9313_08011,,conserved hypothetical protein,true,1,0,4.826766689,20.0
PMT0676,P9313_08021,clpP1,Clp protease proteolytic subunit,false,1,2,,
PMT0677,P9313_08031,ftsH1,FtsH ATP-dependent protease homolog,true,7,3,4.563372159,15.0
PMT0678,P9313_08041,salY,possible ABC transporter,false,4,4,,
PMT0679,P9313_08051,pykF,Pyruvate kinase,true,6,6,2.186354401,50.0
PMT0681,P9313_08071,,conserved hypothetical protein,true,1,0,4.887785797,81.0
PMT0682,P9313_08081,,conserved hypothetical membrane protein,true,1,1,5.292405959,46.0
PMT0683,P9313_08091,,Predicted transcriptional regulator containing the HTH domain,true,1,0,3.661947302,19.0
PMT0684,P9313_08101,ilvA,threonine dehydratase,false,5,1,,
PMT0685,P9313_08111,Dxs,1-deoxy-D-xylulose 5-phosphate synthase,true,1,1,4.760083283,23.0
PMT0686,P9313_08121,,NAD binding site,false,2,1,,
PMT0687,P9313_08131,psaK,Photosystem I PsaK protein (subunit X),true,1,0,3.179202653,18.0
PMT0688,P9313_08141,,conserved hypothetical protein,false,1,0,,
PMT0689,P9313_08151,,conserved hypothetical protein,true,0,1,5.221245144,14.0
PMT0690,P9313_08161,,Uncharacterized conserved protein,true,2,0,3.825823648,15.0
PMT0691,P9313_08171,,"ABC transporter for sugars, ATP binding protein",false,2,0,,
PMT0692,P9313_08181,,"ABC transporter component, likely for sugar transport",false,1,0,,
PMT0693,P9313_08191,,"ABC transporter for sugars, membrane component",false,1,0,,
PMT0694,P9313_08201,,"ABC transporter for sugars, solute-binding protein",true,2,5,5.826237321,9.0
PMT0695,P9313_08211,rpl28,50S ribosomal protein L28,true,1,0,5.826237321,37.0
PMT0696,P9313_08221,htpG,heat shock protein HtpG,true,6,1,4.72959631,16.0
PMT0697,P9313_08231,,"ferredoxin, 4Fe-4S",true,2,0,5.930346367,48.0
PMT0698,P9313_08241,hisS,"tRNA synthetases, class-II (G, H, P and S)",true,6,2,2.198169628,18.0
PMT0699,P9313_08251,suhB,Possible myo-inositol-1(or 4)-monophosphatase,true,3,3,3.661947302,129.0
PMT0700,P9313_08261,pstB,"putative phosphate ABC transporter, ATP binding subunit",false,1,1,,
PMT0701,P9313_08271,pstA,putative phosphate ABC transporter,false,1,4,,
PMT0702,P9313_08281,pstC,putative phosphate ABC transporter,true,5,1,4.530732981,17.0
PMT0703,P9313_08291,dnaK,"Molecular chaperone DnaK, heat shock protein hsp70",true,3,2,5.063055658,33.0
PMT0704,P9313_08301,dnaJ2,DnaJ2 protein,false,3,2,,
PMT0706,P9313_08321,,Predicted sugar phosphate isomerase,false,2,1,,
PMT0707,P9313_08331,,Cyclophilin-type peptidyl-prolyl cis-trans isomerase,true,1,1,5.450595445,30.0
PMT0708,P9313_08341,ribA/ribB,"possible GTP cyclohydrolase II / 3,4-dihydroxy-2-butanone 4-phosphate synthase",false,1,5,,
PMT0709,P9313_08351,hisH,N-acetyl-gamma-glutamyl-phosphate reductase,false,2,1,,
PMT0710,P9313_08361,purN,phosphoribosylglycinamide formyltransferase,false,1,2,,
PMT0711,P9313_08381,,PDZ domain (also known as DHR or GLGF),true,3,1,4.563372159,34.0
