gene_names,gene,locus_tag_ncbi,locus_tag,source,start,end,strand,Note,exception,inference,product,protein_id,Ontology_term_ncbi,go_component,go_function,go_process,old_locus_tags,start_cyanorak,end_cyanorak,strand_cyanorak,locus_tag_cyanoak,gene_names_cyanorak,Ontology_term_cyanorak,cluster_number,cyanorak_Role,cyanorak_Role_description,eggNOG,eggNOG_description,kegg,kegg_description,ontology_term_description,product_cyanorak,protein_domains,protein_domains_description,tIGR_Role,tIGR_Role_description
PMT9312_RS04425,,PMT9312_RS04425,PMT9312_0864,Protein Homology,799850.0,800266.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862894.1,23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH,WP_011376419.1,,,,,PMT9312_0864,799850.0,800266.0,-,CK_Pro_MIT9312_00864,,"GO:0006364,GO:0008168,GO:0005737",CK_00001271,,,"COG1576,bactNOG35577,bactNOG05438,bactNOG37788,cyaNOG06671,cyaNOG08305","COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"rRNA processing,rRNA processing,methyltransferase activity,rRNA processing,methyltransferase activity,cytoplasm",putative SPOUT methyltransferase family protein,"PF02590,IPR003742","Predicted SPOUT methyltransferase,RNA methyltransferase RlmH",703,Unknown function / Enzymes of unknown specificity
PMT9312_RS04430,,PMT9312_RS04430,PMT9312_0865,Protein Homology,800286.0,800618.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862895.1,hypothetical protein,WP_011376420.1,,,,,PMT9312_0865,800286.0,800618.0,-,CK_Pro_MIT9312_00865,,,CK_00003470,R.2,Conserved hypothetical proteins,,,,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
rsmA,rsmA,PMT9312_RS04435,PMT9312_0866,Protein Homology,800675.0,801505.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376421.1,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase RsmA,WP_011376421.1,"GO:0006364,GO:0000179",,rRNA (adenine-N6%2CN6-)-dimethyltransferase activity|0000179||IEA,rRNA processing|0006364||IEA,PMT9312_0866,800675.0,801505.0,+,CK_Pro_MIT9312_00866,ksgA,"GO:0000154,GO:0000154,GO:0006364,GO:0000179,GO:0000179,GO:0008649",CK_00000914,,,"COG0030,bactNOG07864,cyaNOG00047","COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,bactNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,cyaNOG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis",2.1.1.-,,"rRNA modification,rRNA modification,rRNA processing,rRNA modification,rRNA modification,rRNA processing,rRNA (adenine-N6%2CN6-)-dimethyltransferase activity,rRNA (adenine-N6%2CN6-)-dimethyltransferase activity,rRNA methyltransferase activity",dimethyladenosine transferase,"TIGR00755,PF00398,PS01131,PS51689,IPR001737,IPR020596,IPR011530","ribosomal RNA small subunit methyltransferase A,Ribosomal RNA adenine dimethylase,Ribosomal RNA adenine dimethylases signature.,rRNA adenine N(6)-methyltransferase family profile.,Ribosomal RNA adenine methyltransferase KsgA/Erm,Ribosomal RNA adenine methylase transferase%2C conserved site,Ribosomal RNA adenine dimethylase",168,Protein synthesis / tRNA and rRNA base modification
ispE,ispE,PMT9312_RS04440,PMT9312_0867,Protein Homology,801510.0,802445.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862897.1,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,WP_011376422.1,"GO:0016114,GO:0050515",,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity|0050515||IEA,terpenoid biosynthetic process|0016114||IEA,PMT9312_0867,801510.0,802445.0,+,CK_Pro_MIT9312_00867,ispE,"GO:0016114,GO:0050515,GO:0005524",CK_00000913,B.11,Other,"COG1947,bactNOG06618,cyaNOG01549","COG: METABOLISM [I] Lipid transport and metabolism,bactNOG: METABOLISM [I] Lipid transport and metabolism,cyaNOG: METABOLISM [I] Lipid transport and metabolism",2.7.1.148,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase%3B CDP-ME kinase,"terpenoid biosynthetic process,terpenoid biosynthetic process,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity,ATP binding",4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,"TIGR00154,PF00288,PF08544,IPR006204,IPR004424,IPR013750,IPR020568,IPR014721","4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,GHMP kinases N terminal domain,GHMP kinases C terminal,GHMP kinase N-terminal domain,4-diphosphocytidyl-2C-methyl-D-erythritol kinase,GHMP kinase%2C C-terminal domain,Ribosomal protein S5 domain 2-type fold,Ribosomal protein S5 domain 2-type fold%2C subgroup",76,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Other
PMT9312_RS04445,,PMT9312_RS04445,PMT9312_0868,Protein Homology,802471.0,802773.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376423.1,DUF3082 domain-containing protein,WP_011376423.1,,,,,PMT9312_0868,802471.0,802773.0,+,CK_Pro_MIT9312_00868,,,CK_00036388,R.2,Conserved hypothetical proteins,,,,,,uncharacterized membrane protein (DUF3082),"PF11282,IPR021434","Protein of unknown function (DUF3082),Protein of unknown function DUF3082",156,Hypothetical proteins / Conserved
PMT9312_RS04450,,PMT9312_RS04450,PMT9312_0869,Protein Homology,802953.0,803936.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805776.1,pyruvate dehydrogenase complex E1 component subunit beta,WP_011376424.1,"GO:0006086,GO:0004739",,pyruvate dehydrogenase (acetyl-transferring) activity|0004739||IEA,acetyl-CoA biosynthetic process from pyruvate|0006086||IEA,PMT9312_0869,802953.0,803936.0,+,CK_Pro_MIT9312_00869,phdB,GO:0004739,CK_00000911,"G.4,G.7,G.9","Glycolysis/gluconeogenesis,Pyruvate dehydrogenase,TCA cycle","COG0022,bactNOG00104,cyaNOG01907","COG: METABOLISM [C] Energy production and conversion,bactNOG: METABOLISM [C] Energy production and conversion,cyaNOG: METABOLISM [C] Energy production and conversion",1.2.4.1,pyruvate dehydrogenase (acetyl-transferring)%3B pyruvate decarboxylase (ambiguous)%3B pyruvate dehydrogenase (ambiguous)%3B pyruvate dehydrogenase (lipoamide)%3B pyruvate:lipoamide 2-oxidoreductase (decarboxylating and acceptor-acetylating)%3B pyruvic acid dehydrogenase%3B pyruvic dehydrogenase (ambiguous),pyruvate dehydrogenase (acetyl-transferring) activity,pyruvate dehydrogenase E1 component beta subunit,"PF02780,PF02779,IPR005476,IPR005475","Transketolase%2C C-terminal domain,Transketolase%2C pyrimidine binding domain,Description not found.,Transketolase-like%2C pyrimidine-binding domain","116,118,120","Energy metabolism / Glycolysis/gluconeogenesis,Energy metabolism / Pyruvate dehydrogenase,Energy metabolism / TCA cycle"
secD,secD,PMT9312_RS04455,PMT9312_0870,Protein Homology,803940.0,805409.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818371.1,protein translocase subunit SecD,WP_011376425.1,"GO:0006886,GO:0043952,GO:0015450,GO:0031522",cell envelope Sec protein transport complex|0031522||IEA,protein-transporting ATPase activity|0015450||IEA,"intracellular protein transport|0006886||IEA,protein transport by the Sec complex|0043952||IEA",PMT9312_0870,803940.0,805409.0,+,CK_Pro_MIT9312_00870,secD,"GO:0006605,GO:0006886,GO:0017038,GO:0005524",CK_00000910,L.1,Protein and peptide secretion and trafficking,"COG0342,bactNOG02329,cyaNOG01247","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,"protein targeting,intracellular protein transport,protein import,protein targeting,intracellular protein transport,protein import,ATP binding",preprotein translocase SecD subunit,"TIGR00916,TIGR01129,PF02355,PF07549,IPR005791,IPR022645,IPR022813,IPR022646","protein-export membrane protein%2C SecD/SecF family,protein-export membrane protein SecD,Protein export membrane protein,SecD/SecF GG Motif,Protein translocase subunit SecD,Protein-export membrane protein SecD/SecF%2C bacterial,Protein-export membrane protein SecD/SecF%2C archaeal and bacterial,Protein-export membrane protein SecD/SecF/SecDF%2C conserved site",97,Protein fate / Protein and peptide secretion and trafficking
secF,secF,PMT9312_RS04460,PMT9312_0871,Protein Homology,805432.0,806346.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818372.1,protein translocase subunit SecF,WP_011376426.1,"GO:0006886,GO:0043952,GO:0015450,GO:0031522",cell envelope Sec protein transport complex|0031522||IEA,protein-transporting ATPase activity|0015450||IEA,"intracellular protein transport|0006886||IEA,protein transport by the Sec complex|0043952||IEA",PMT9312_0871,805432.0,806346.0,+,CK_Pro_MIT9312_00871,secF,,CK_00000909,,,"COG0341,bactNOG03589,cyaNOG02232","COG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,bactNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport,cyaNOG: CELLULAR PROCESSES AND SIGNALING [U] Intracellular trafficking%2C secretion%2C and vesicular transport",,,,Preprotein translocase SecF subunit,"TIGR00966,TIGR00916,PF02355,PF07549,IPR022813,IPR005665,IPR022645,IPR022646","protein-export membrane protein SecF,protein-export membrane protein%2C SecD/SecF family,Protein export membrane protein,SecD/SecF GG Motif,Protein-export membrane protein SecD/SecF%2C archaeal and bacterial,Protein-export membrane protein SecF%2C bacterial,Protein-export membrane protein SecD/SecF%2C bacterial,Protein-export membrane protein SecD/SecF/SecDF%2C conserved site",97,Protein fate / Protein and peptide secretion and trafficking
PMT9312_RS04465,,PMT9312_RS04465,PMT9312_0873,Protein Homology,806551.0,807594.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002805346.1,AI-2E family transporter,WP_011376428.1,"GO:0055085,GO:1905887,GO:0015562",,efflux transmembrane transporter activity|0015562||IEA,"transmembrane transport|0055085||IEA,autoinducer AI-2 transmembrane transport|1905887||IEA",PMT9312_0873,806551.0,807594.0,-,CK_Pro_MIT9312_00873,,GO:0016020,CK_00000908,Q.9, Unknown substrate,"COG0628,bactNOG01837,bactNOG37584,cyaNOG01092","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,membrane,putative autoinducer 2 exporter%2C YhhT family,"PF01594,IPR002549","AI-2E family transporter,Transmembrane protein TqsA-like",141,Transport and binding proteins / Unknown substrate
psb28,psb28,PMT9312_RS04470,PMT9312_0874,Protein Homology,807608.0,807961.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806585.1,photosystem II reaction center protein Psb28,WP_011376429.1,"GO:0009523,GO:0009538","photosystem II|0009523||IEA,photosystem I reaction center|0009538||IEA",,,PMT9312_0874,807608.0,807961.0,-,CK_Pro_MIT9312_00874,psb28,"GO:0015979,GO:0009523",CK_00000907,J.8,Photosystem II,"NOG08123,COG0137,COG1197,NOG13382,bactNOG40881,bactNOG47594,cyaNOG03425,cyaNOG03323","COG: POORLY CHARACTERIZED [S] Function unknown,COG: METABOLISM [E] Amino acid transport and metabolism,COG: LK,COG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,"photosynthesis,photosynthesis,photosystem II",photosystem II reaction centre Psb28 protein,"TIGR03047,PF03912,IPR005610","photosystem II reaction center protein Psb28,Psb28 protein,Photosystem II Psb28%2C class 1",164,Energy metabolism / Photosynthesis
mnmH,mnmH,PMT9312_RS04475,PMT9312_0875,Protein Homology,808021.0,809064.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007671.1,tRNA 2-selenouridine(34) synthase MnmH,WP_011376430.1,,,,,PMT9312_0875,808021.0,809064.0,-,CK_Pro_MIT9312_00875,selU,"GO:0001887,GO:0006400,GO:0016786",CK_00000906,,,"COG2603,bactNOG03718,bactNOG20297,cyaNOG05388,cyaNOG02125","COG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",2.9.1.-,,"selenium compound metabolic process,tRNA modification,selenium compound metabolic process,tRNA modification,transferase activity%2C transferring selenium-containing groups",tRNA 2-selenouridine synthase,"TIGR03167,PF00581,PS50206,IPR001763,IPR017582","tRNA 2-selenouridine synthase,Rhodanese-like domain,Rhodanese domain profile.,Rhodanese-like domain,tRNA 2-selenouridine/geranyl-2-thiouridine synthase",168,Protein synthesis / tRNA and rRNA base modification
PMT9312_RS04480,,PMT9312_RS04480,PMT9312_0876,Protein Homology,809099.0,809818.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011862906.1,GUN4 domain-containing protein,WP_011376431.1,,,,,PMT9312_0876,809099.0,809818.0,+,CK_Pro_MIT9312_00876,ycf53,,CK_00000905,B.5.2,Chlorophylls and porphyrins,"COG0563,NOG08265,COG5635,bactNOG57313,bactNOG05669,cyaNOG06269,cyaNOG01099","COG: METABOLISM [F] Nucleotide transport and metabolism,COG: POORLY CHARACTERIZED [S] Function unknown,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",,,,ferredoxin-interacting protein Ycf53,"PF05419,IPR008629","GUN4-like,GUN4-like",79,Biosynthesis of cofactors%2C prosthetic groups%2C and carriers / Heme%2C porphyrin%2C and cobalamin
PMT9312_RS04485,,PMT9312_RS04485,PMT9312_0877,Protein Homology,809868.0,810302.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011818377.1,ATP-binding protein,WP_011376432.1,"GO:0005524,GO:0016787",,"ATP binding|0005524||IEA,hydrolase activity|0016787||IEA",,PMT9312_0877,809868.0,810302.0,+,CK_Pro_MIT9312_00877,rsbW,"GO:0005524,GO:0016740",CK_00000904,P.3,Transcription factors,"COG2172,bactNOG34447,bactNOG45911,bactNOG92182,bactNOG78673,cyaNOG03562","COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,cyaNOG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms",2.7.11.1,Transferred to 2.7.11.1 and 2.7.11.8 and 2.7.11.9 and 2.7.11.10 and 2.7.11.11 and 2.7.11.12 and 2.7.11.13 and 2.7.11.21 and 2.7.11.22 and 2.7.11.24 and 2.7.11.25 and 2.7.11.30 and 2.7.12.1,"ATP binding,transferase activity",anti-sigma regulatory factor,"PF13581,IPR003594","Histidine kinase-like ATPase domain,Histidine kinase/HSP90-like ATPase","141,703","Transport and binding proteins / Unknown substrate,Unknown function / Enzymes of unknown specificity"
PMT9312_RS04490,,PMT9312_RS04490,PMT9312_0878,Protein Homology,810281.0,810544.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376433.1,DUF6439 family protein,WP_011376433.1,,,,,PMT9312_0878,810281.0,810544.0,-,CK_Pro_MIT9312_00878,,,CK_00001470,,,"NOG14249,NOG313485,COG0568,bactNOG73458,bactNOG46784,cyaNOG03860,cyaNOG07951","COG: POORLY CHARACTERIZED [S] Function unknown,COG: INFORMATION STORAGE AND PROCESSING [K] Transcription,bactNOG: POORLY CHARACTERIZED [S] Function unknown,bactNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown,cyaNOG: POORLY CHARACTERIZED [S] Function unknown",,,,conserved hypothetical protein,,,156,Hypothetical proteins / Conserved
PMT9312_RS04495,,PMT9312_RS04495,PMT9312_0879,Protein Homology,810557.0,811612.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002806066.1,class I SAM-dependent methyltransferase,WP_011376434.1,"GO:0008168,GO:1904047",,"methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA",,PMT9312_0879,810557.0,811612.0,-,CK_Pro_MIT9312_00879,,"GO:0008152,GO:0008168",CK_00000903,"D.1.7,R.3","Trace metals,Enzymes of unknown specificity","COG2226,COG0500,NOG312209,bactNOG07362,bactNOG06515,bactNOG14967,bactNOG35694,bactNOG09782,cyaNOG01844,cyaNOG00189","COG: METABOLISM [H] Coenzyme transport and metabolism,COG: QR,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: METABOLISM [H] Coenzyme transport and metabolism,bactNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,cyaNOG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism",,,"metabolic process,metabolic process,methyltransferase activity",S-adenosyl-L-methionine-dependent methyltransferase,"PF08241,PF13649,IPR013216,IPR029063","Methyltransferase domain,Methyltransferase domain,Methyltransferase type 11,S-adenosyl-L-methionine-dependent methyltransferase",703,Unknown function / Enzymes of unknown specificity
glnA,glnA,PMT9312_RS04500,PMT9312_0880,Protein Homology,811714.0,813135.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_002807107.1,type I glutamate--ammonia ligase,WP_011376435.1,"GO:0006542,GO:0004356",,glutamine synthetase activity|0004356||IEA,glutamine biosynthetic process|0006542||IEA,PMT9312_0880,811714.0,813135.0,-,CK_Pro_MIT9312_00880,glnA,"GO:0006542,GO:0006807,GO:0009399,GO:0004356,GO:0003824,GO:0005737",CK_00000103,"A.3,E.4","Glutamate family (Arg%2C Gln%2C Glu%2C Pro),Nitrogen metabolism","COG0174,bactNOG01725,cyaNOG05744,cyaNOG00345","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",6.3.1.2,Transferred to 6.3.1.20,"glutamine biosynthetic process,nitrogen compound metabolic process,nitrogen fixation,glutamine biosynthetic process,nitrogen compound metabolic process,nitrogen fixation,glutamate-ammonia ligase activity,catalytic activity,glutamine biosynthetic process,nitrogen compound metabolic process,nitrogen fixation,glutamate-ammonia ligase activity,catalytic activity,cytoplasm",glutamine synthetase%2C type I,"TIGR00653,PF00120,PF03951,PS00180,PS00181,IPR027302,IPR004809,IPR008146,IPR027303,IPR008147","glutamine synthetase%2C type I,Glutamine synthetase%2C catalytic domain,Glutamine synthetase%2C beta-Grasp domain,Glutamine synthetase signature 1.,Glutamine synthetase putative ATP-binding region signature.,Glutamine synthetase%2C N-terminal conserved site,Glutamine synthetase type I,Glutamine synthetase%2C catalytic domain,Glutamine synthetase%2C glycine-rich site,Glutamine synthetase%2C beta-Grasp domain",73,Amino acid biosynthesis / Glutamate family
PMT9312_RS04505,,PMT9312_RS04505,PMT9312_0881,Protein Homology,813349.0,814533.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376436.1,pyridoxal-phosphate-dependent aminotransferase family protein,WP_011376436.1,GO:0030170,,pyridoxal phosphate binding|0030170||IEA,,PMT9312_0881,813349.0,814533.0,+,CK_Pro_MIT9312_00881,spt,"GO:0008152,GO:0008483,GO:0030170",CK_00000902,A.6,Serine family (Ser%2C Gly%2C Cys),"COG0075,bactNOG01553,cyaNOG01494","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism","2.6.1.44,2.6.1.45,2.6.1.51","alanine---glyoxylate transaminase%3B AGT%3B alanine-glyoxylate aminotransferase%3B alanine-glyoxylic aminotransferase%3B L-alanine-glycine transaminase,serine---glyoxylate transaminase,serine---pyruvate transaminase%3B SPT%3B hydroxypyruvate:L-alanine transaminase","metabolic process,metabolic process,transaminase activity,pyridoxal phosphate binding",alanine--glyoxylate aminotransferase,"PF00266,IPR000192","Aminotransferase class-V,Aminotransferase class V domain",75,Amino acid biosynthesis / Serine family
PMT9312_RS04510,,PMT9312_RS04510,PMT9312_0882,Protein Homology,814508.0,815023.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_012007677.1,nucleoside deaminase,WP_011376437.1,"GO:0009116,GO:0008270,GO:0019239",,"zinc ion binding|0008270||IEA,deaminase activity|0019239||IEA",nucleoside metabolic process|0009116||IEA,PMT9312_0882,814508.0,815023.0,-,CK_Pro_MIT9312_00882,,"GO:0008270,GO:0016787",CK_00000901,,,"COG0590,bactNOG29625,cyaNOG02826","COG: FJ,bactNOG: J,cyaNOG: J",,,"zinc ion binding,hydrolase activity",cytidine and deoxycytidylate deaminase zinc-binding region family protein,"PF00383,PS00903,IPR002125,IPR016192","Cytidine and deoxycytidylate deaminase zinc-binding region,Cytidine and deoxycytidylate deaminases zinc-binding region signature.,Cytidine and deoxycytidylate deaminase domain,APOBEC/CMP deaminase%2C zinc-binding",703,Unknown function / Enzymes of unknown specificity
PMT9312_RS04515,,PMT9312_RS04515,PMT9312_0883,Protein Homology,815067.0,816452.0,+,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376438.1,pyridoxal phosphate-dependent decarboxylase family protein,WP_011376438.1,"GO:0019752,GO:0016830,GO:0030170",,"carbon-carbon lyase activity|0016830||IEA,pyridoxal phosphate binding|0030170||IEA",carboxylic acid metabolic process|0019752||IEA,PMT9312_0883,815067.0,816452.0,+,CK_Pro_MIT9312_00883,,"GO:0019752,GO:0016831,GO:0030170",CK_00000900,R.3,Enzymes of unknown specificity,"COG0076,bactNOG05186,bactNOG16627,cyaNOG01642,cyaNOG02644","COG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,bactNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism,cyaNOG: METABOLISM [E] Amino acid transport and metabolism",,,"carboxylic acid metabolic process,carboxylic acid metabolic process,carboxy-lyase activity,pyridoxal phosphate binding",pyridoxal phosphate-dependent decarboxylase,"PF00282,IPR002129,IPR015424,IPR015421","Pyridoxal-dependent decarboxylase conserved domain,Pyridoxal phosphate-dependent decarboxylase,Pyridoxal phosphate-dependent transferase,Pyridoxal phosphate-dependent transferase%2C major domain",703,Unknown function / Enzymes of unknown specificity
PMT9312_RS04520,,PMT9312_RS04520,PMT9312_0884,Protein Homology,816585.0,818084.0,-,,,COORDINATES: similar to AA sequence:RefSeq:WP_011376439.1,GTP-binding protein,WP_011376439.1,,,,,PMT9312_0884,816585.0,818084.0,-,CK_Pro_MIT9312_00884,,GO:0005525,CK_00000899,,,"COG0486,COG1100,COG3597,COG1160,COG1163,COG1159,COG0532,COG1127,bactNOG14619,bactNOG25455,cyaNOG00991","COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [S] Function unknown,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: POORLY CHARACTERIZED [R] General function prediction only,COG: INFORMATION STORAGE AND PROCESSING [J] Translation%2C ribosomal structure and biogenesis,COG: METABOLISM [Q] Secondary metabolites biosynthesis%2C transport and catabolism,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,bactNOG: POORLY CHARACTERIZED [R] General function prediction only,cyaNOG: POORLY CHARACTERIZED [R] General function prediction only",,,GTP binding,50S ribosome-binding GTPase family protein,"TIGR00231,PF01926,PF05128,IPR006073,IPR021147","small GTP-binding protein domain,50S ribosome-binding GTPase,Domain of unknown function (DUF697),GTP binding domain,Protein of unknown function DUF697",157,Unknown function / General
lspA,lspA,PMT9312_RS04525,PMT9312_0885,Protein Homology,818086.0,818544.0,-,,,COORDINATES: protein motif:HMM:TIGR00077.1,signal peptidase II,WP_011376440.1,"GO:0006508,GO:0009306,GO:0004190,GO:0005886",plasma membrane|0005886||IEA,aspartic-type endopeptidase activity|0004190||IEA,"proteolysis|0006508||IEA,protein secretion|0009306||IEA",PMT9312_0885,818086.0,818544.0,-,CK_Pro_MIT9312_00885,ispA,"GO:0006508,GO:0009306,GO:0009005,GO:0004190,GO:0005887,GO:0016020",CK_00000898,L.1,Protein and peptide secretion and trafficking,"COG0597,NOG250951,bactNOG24470,bactNOG24136,bactNOG43801,cyaNOG06827,cyaNOG02825","COG: MU,COG: CELLULAR PROCESSES AND SIGNALING [T] Signal transduction mechanisms,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,bactNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis,cyaNOG: CELLULAR PROCESSES AND SIGNALING [M] Cell wall/membrane/envelope biogenesis",3.4.23.36,signal peptidase II%3B premurein-leader peptidase%3B prolipoprotein signal peptidase%3B leader peptidase II%3B premurein leader proteinase%3B leader peptidase II,"proteolysis,protein secretion,proteolysis,protein secretion,obsolete signal peptidase II activity,aspartic-type endopeptidase activity,proteolysis,protein secretion,obsolete signal peptidase II activity,aspartic-type endopeptidase activity,integral component of plasma membrane,membrane",signal peptidase II,"TIGR00077,PF01252,IPR001872","signal peptidase II,Signal peptidase (SPase) II,Peptidase A8%2C signal peptidase II",97,Protein fate / Protein and peptide secretion and trafficking
